Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Watznaueria barnesae,Cretarhabdus surirellus,Watznaueria britannica,Diazomatolithus lehmanii,Cyclagelosphaera margerelii,Cyclagelosphaera deflandrei,Cretarhabdus sp.,Watznaueria supracretacea,Rucinolithus terebrodentarius,Rucinolithus irregularis,Manivitella pemmatoidea,Cruciellipsis chiastia,Assipetra infracretacea,Zygodiscus spiralis,Zygodiscus erectus,Zygodiscus elegans,Zygodiscus diplogrammus,Vagalapilla stradneri,Tranolithus spp.,Prediscosphaera sp.,Parhabdolithus embergeri,Parhabdolithus asper,Parhabdolithus angustus,Parhabdolithus achylostaurion,Nannoconus spp.,Lithraphidites carniolensis,Lithastrinus floralis,Flabellites oblongus,Eiffellithus turriseiffelii,Eiffellithus (small taxa),Discorhabdus rotatorius,Cribrosphaerella ehrenbergii,Cretarhabdus spp.,Chiastozygus litterarius,Biscutum constans,Tegumentum stradneri,Parhabdolithus pseudoangustus,Markalius circumradiatus,Lithastrinus antiquus,Eiffellithus sp. small,Lithastrinus sp.,Reinhardtites fenestratus,Parhabdolithus splendens,Corollithion achylosum,Cretarhabdus conicus,Conusphaera mexicana,Nannoconus sp.,Zygodiscus (small taxa),Stephanolithion laffittei,Nannoconus truitti,Cretarhabdus striatus,Braarudosphaera africana,Braarudosphaera regularis,Cretarhabdus angustiforatus,Lithraphidites alatus,Tranolithus gabalus,Prediscosphaera stoveri,Prediscosphaera columnata,Tranolithus orionatus,Biscutum blackii,Prediscosphaera cretacea,Lithraphidites pseudoquadratus,Eiffellithus eximius,Pervilithus varius,Axopodorhabdus albianus,Quadrum gartneri,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 800,A, 36,R, 4,  10.00,    320.5000,Covington,Nannofossils                                 ,B              ,                  ,                    ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,R               ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,NC6               ,              ,129, 800,A, 36,R, 4,  95.00,    321.3500,Covington,Nannofossils                                 ,F              ,P                 ,C                   ,R                      ,                      ,                        ,                           ,                           ,R               ,R                        ,R                            ,R                       ,                       ,R                     ,F                      ,                   ,                  ,                  ,                       ,R                    ,                ,                   ,R                       ,R                   ,                       ,                             ,               ,R                          ,                     ,R                   ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,R                            ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,NC6               ,              ,129, 800,A, 36,R,CC,  28.00,    323.6800,Covington,Nannofossils                                 ,R              ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Aptian           ,                 ,NC6               ,              ,129, 800,A, 37,R,CC,  16.00,    328.1700,Erba     ,Nannofossils                                 ,               ,                  ,55.0%               ,                       ,                      ,                        ,1.0%                       ,                           ,                ,                         ,4.0%                         ,8.0%                    ,1.0%                   ,2.0%                  ,R                      ,.0%                ,1.0%              ,.5%               ,5.0%                   ,2.0%                 ,.0%             ,.0%                ,.5%                     ,2.0%                ,.0%                    ,.0%                          ,.0%            ,4.0%                       ,.0%                  ,.5%                 ,.0%                        ,.0%                      ,4.0%                   ,.0%                         ,6.0%             ,.0%                     ,.5%              ,R                   ,R                            ,R                       ,R                    ,R                     ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 9 Table 2 p 192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,NC6               ,              ,129, 800,A, 38,R, 1,  97.00,    335.4700,Covington,Nannofossils                                 ,R              ,P                 ,F                   ,                       ,                      ,                        ,                           ,                           ,R               ,                         ,F                            ,R                       ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Aptian           ,                 ,NC6               ,              ,129, 800,A, 38,R, 1,  99.00,    335.4900,Covington,Nannofossils                                 ,               ,                  ,55.0%               ,                       ,                      ,                        ,2.0%                       ,                           ,                ,                         ,3.0%                         ,6.0%                    ,1.0%                   ,1.5%                  ,                       ,.0%                ,1.0%              ,1.0%              ,5.0%                   ,2.0%                 ,.0%             ,.0%                ,1.0%                    ,2.0%                ,.0%                    ,.0%                          ,.0%            ,4.0%                       ,.0%                  ,.0%                 ,.0%                        ,.0%                      ,5.0%                   ,.0%                         ,6.0%             ,.0%                     ,1.0%             ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 9 Table 2 p 192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,NC6               ,              ,129, 800,A, 38,R, 1, 149.00,    335.9900,Covington,Nannofossils                                 ,F              ,P                 ,F                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,R                            ,R                       ,R                      ,R                     ,R                      ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 800,A, 39,R, 1,  26.00,    344.0600,Covington,Nannofossils                                 ,RR             ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,R                            ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 800,A, 39,R, 1,  65.00,    344.4500,Covington,Nannofossils                                 ,R              ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 800,A, 39,R, 1,  95.00,    344.7500,Covington,Nannofossils                                 ,RR             ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 800,A, 39,R, 2,   1.00,    345.3100,Covington,Nannofossils                                 ,R              ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 800,A, 39,R, 2,  20.00,    345.5000,Covington,Nannofossils                                 ,R              ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 800,A, 39,R, 2,  50.00,    345.8000,Covington,Nannofossils                                 ,R              ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 800,A, 39,R, 2, 100.00,    346.3000,Covington,Nannofossils                                 ,R              ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 800,A, 39,R, 3,  43.00,    347.2300,Covington,Nannofossils                                 ,RR             ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 800,A, 39,R, 3,  80.00,    347.6000,Covington,Nannofossils                                 ,R              ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 800,A, 39,R, 3, 119.00,    347.9900,Covington,Nannofossils                                 ,R              ,P                 ,F                   ,                       ,                      ,R                       ,                           ,                           ,                ,R                        ,R                            ,?                       ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 800,A, 39,R, 4,  30.00,    348.6000,Covington,Nannofossils                                 ,R              ,P                 ,R                   ,                       ,R                     ,R                       ,R                          ,?                          ,R               ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 800,A, 39,R, 4,  31.00,    348.6100,Covington,Nannofossils                                 ,RR             ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 800,A, 39,R, 4,  55.00,    348.8500,Covington,Nannofossils                                 ,RR             ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 800,A, 40,R, 1,  74.00,    353.8400,Covington,Nannofossils                                 ,RR             ,P                 ,R                   ,R                      ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 800,A, 45,R,CC,  34.00,    398.3400,Covington,Nannofossils                                 ,R              ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 800,A, 46,R, 1,  91.00,    403.4100,Covington,Nannofossils                                 ,RR             ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,129, 800,A, 49,R, 2,  16.00,    432.5600,Covington,Nannofossils                                 ,RR             ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
