Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Globorotalia praescitula,Globoquadrina venezuelana,Catapsydrax parvulus,Globoquadrina cf. G. venezuelana,Globigerina spp.,Globigerina bulloides,Globigerina woodi,Neogloboquadrina spp.,Neogloboquadrina pachyderma (dextral),Neogloboquadrina humerosa,Globigerinella obesa,Globigerina cf. G. bulloides,Globigerina falconensis,Globigerinita uvula,Neogloboquadrina pachyderma (sinistral),Neogloboquadrina himiensis,Neogloboquadrina asanoi,Turborotalita humilis,Tenuitella parkerae,Neogloboquadrina pachyderma (sin.),Neogloboquadrina pachyderma (dex.),Globigerinita minuta,Globigerinita glutinata,Globigerina umbilicata,Globigerina quinqueloba,Globigerina clarkei,Comment
  SR,                 ,                 ,                  ,              ,127, 797,B,  5,H, 2, 103.00,     36.9300,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,48                   ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,43                                ,6                                 ,0                   ,0                      ,0                     ,3                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  5,H, 3,  78.00,     38.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  5,H, 4,  43.00,     39.3300,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  5,H, 4,  74.00,     39.6400,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,3                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,95                                ,2                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  5,H, 4,  78.00,     39.6800,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,41                   ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,56                                ,2                                 ,0                   ,0                      ,0                     ,1                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  5,H, 5,  11.00,     40.5100,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,4                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,87                                ,2                                 ,0                   ,0                      ,0                     ,6                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  5,H, 5,  43.00,     40.8300,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,1                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,1                  ,                                       ,                          ,                       ,0                    ,0                  ,98                                ,0                                 ,0                   ,0                      ,0                     ,1                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  5,H, 5,  74.00,     41.1400,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  5,H, 5,  78.00,     41.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  5,H, 5, 131.00,     41.7100,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,9                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,1                  ,                                       ,                          ,                       ,0                    ,1                  ,70                                ,16                                ,0                   ,0                      ,0                     ,3                      ,                   ,Indeterminate tests = 1; from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  5,H, 6,  14.00,     42.0400,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  5,H, 6,  78.00,     42.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  5,H, 6, 102.00,     42.9200,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,4                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,2                  ,                                       ,                          ,                       ,0                    ,3                  ,71                                ,3                                 ,0                   ,0                      ,0                     ,15                     ,                   ,Indeterminate tests = 1; from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  5,H, 7,  14.00,     43.5400,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  5,H, 7,  43.00,     43.8300,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,20                   ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,56                                ,8                                 ,0                   ,0                      ,8                     ,7                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  5,H,CC,  24.00,     44.2300,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,                     ,                 ,                     ,5                                    ,                         ,                    ,                            ,                       ,1                  ,2                                      ,                          ,                       ,                     ,2                  ,                                  ,                                  ,                    ,                       ,5                     ,3                      ,                   ,from ODP Leg 127&128 Chapter 12 Table 5 p 202-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  6,H, 1,  78.00,     44.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  6,H, 1, 132.00,     45.2200,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,73                                ,0                                 ,0                   ,0                      ,13                    ,0                      ,                   ,Indeterminate tests = 13; from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  6,H, 2,  74.00,     46.1400,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,70                                ,8                                 ,0                   ,0                      ,0                     ,10                     ,                   ,Indeterminate tests = 12; from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  6,H, 2,  78.00,     46.1800,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,1                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,90                                ,6                                 ,0                   ,0                      ,0                     ,1                      ,                   ,Indeterminate tests = 2; from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  6,H, 2, 102.00,     46.4200,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,1                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,82                                ,8                                 ,0                   ,0                      ,0                     ,3                      ,                   ,Indeterminate tests = 7; from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  6,H, 3,  13.00,     47.0300,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  6,H, 3,  74.00,     47.6400,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,15                   ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,62                                ,16                                ,0                   ,0                      ,0                     ,0                      ,                   ,Indeterminate tests = 7; from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  6,H, 3,  78.00,     47.6800,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,84                                ,14                                ,0                   ,0                      ,0                     ,1                      ,                   ,Indeterminate tests = 1; from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  6,H, 3, 102.00,     47.9200,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,87                                ,9                                 ,0                   ,0                      ,0                     ,0                      ,                   ,Indeterminate tests = 4; from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  6,H, 4,  78.00,     49.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  6,H, 5,  78.00,     50.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  6,H, 6,  78.00,     52.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  6,H,CC,  23.00,     53.7700,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,3                    ,                 ,                     ,3                                    ,                         ,                    ,                            ,                       ,                   ,19                                     ,                          ,                       ,                     ,                   ,                                  ,                                  ,                    ,                       ,                      ,                       ,                   ,from ODP Leg 127&128 Chapter 12 Table 5 p 202-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  7,H, 1,  78.00,     54.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  7,H, 2,  78.00,     55.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  7,H, 3,  78.00,     57.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  7,H, 4,  78.00,     58.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  7,H, 5,  78.00,     60.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  7,H, 6,  78.00,     61.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  7,H,CC,  28.00,     63.3600,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,                     ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,                   ,2                                      ,                          ,                       ,                     ,                   ,                                  ,                                  ,                    ,                       ,                      ,                       ,                   ,from ODP Leg 127&128 Chapter 12 Table 5 p 202-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  8,H, 1,  78.00,     63.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  8,H, 2,  78.00,     65.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  8,H, 3,  78.00,     66.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  8,H, 4,  77.00,     68.1700,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  8,H, 5,  77.00,     69.6700,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  8,H, 6,  78.00,     71.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  8,H,CC,  21.00,     72.7200,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,                     ,                 ,                     ,6                                    ,                         ,                    ,2                           ,                       ,                   ,10                                     ,                          ,                       ,                     ,                   ,                                  ,                                  ,                    ,                       ,                      ,                       ,                   ,from ODP Leg 127&128 Chapter 12 Table 5 p 202-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  9,H, 1,  78.00,     73.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  9,H, 2,  78.00,     74.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  9,H, 3,  78.00,     76.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  9,H, 4,  78.00,     77.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  9,H, 5,  78.00,     79.1800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  9,H, 6,  78.00,     80.6800,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B,  9,H,CC,  20.00,     82.3100,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,                     ,                 ,                     ,1                                    ,                         ,                    ,                            ,                       ,                   ,2                                      ,                          ,                       ,                     ,                   ,                                  ,                                  ,                    ,                       ,                      ,                       ,                   ,from ODP Leg 127&128 Chapter 12 Table 5 p 202-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
