Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Laeviheterohelix turgida,Whiteinellid taxa,Rotalipora sp.,Praeglobotruncana stephani,Marginotruncanid taxa,Hedbergella planispira,Dicarinellid taxa,Globigerinelloides ultramicrus,Globigerinelloides bentonensis,Favusella washitensis,Whiteinella paradubia,Whiteinella baltica,Whiteinella archaeocretacea,Whiteinella aprica,Heterohelix reussi,Heterohelix moremani,Helvetoglobotruncana helvetica,Globigerinelloides bollii,Marginotruncana sigali,Marginotruncana schneegansi,Marginotruncana renzi,Hedbergella flandrini,Dicarinella primitiva,Dicarinella imbricata,Dicarinella hagni,Dicarinella concavata,Whiteinella sp.,Whiteinella praehelvetica,Marginotruncana sp.,Marginotruncana pseudolinneiana,Heterohelix sp.,Heterohelix globulosa,Hedbergella delrioensis,Guembelitria cretacea,Falsotruncana maslakovae,Dicarinella sp.,Dicarinella canaliculata,Praeglobotruncana gibba,Marginotruncana marginata,Hedbergella sp.,Pseudoguembelina costellifera,Laeviheterohelix pulchra,Contusotruncana fornicata,Clavihedbergella simplex,Marginotruncana sinuosa,Heterohelix carinata,Globigerinelloides prairiehillensis,Globigerinelloides messinae,Heterohelix striata,Hedbergella holmdelensis,Marginotruncana coronata,Globigerinelloides caseyi,Sigalia decoratissima carpatica,Globigerinoides asper,Dicarinella asymetrica,Ventilabrella eggeri,Heterohelix sphenoides,Globigerinelloides subcarinatus,Hedbergella monmouthensis,Globotruncana lapparenti,Sigalia deflaensis rugocostata,Globotruncana sp.,Globotruncanita stuartiformis,Globotruncana orientalis,Globotruncana mariei,Globotruncana linneiana,Globotruncana arca,Globotruncana bulloides,Globotruncana rosetta,Pseudotextularia elegans,Globigerinelloides alvarezi,Archaeoglobigerina blowi,Contusotruncana plummerae,Contusotruncana patelliformis,Archaeoglobigerina sp.,Globotruncanella minuta,Globotruncana rugosa,Biglobigerinella multispina,Archaeoglobigerina cretacea,Radotruncana calcarata,Heterohelix navarroensis,Pseudoguembelina costulata,Globotruncana ventricosa,Rugoglobigerina sp.,Globotruncanita stuarti,Globotruncana falsostuarti,Ventilabrella multicamerata,Heterohelix punctulata,Rugoglobigerina rugosa,Globotruncanita sp.,Globotruncana aegyptiaca,Rugoglobigerina macrocephala,Pseudoguembelina palpebra,Planoglobulina riograndensis,Heterohelix planata,Rugoglobigerina rugosa/hexacamerata,Rugoglobigerina reicheli,Rugoglobigerina pennyi,Rugoglobigerina hexacamerata,Planoglobulina carseyae,Gansserina gansseri,Abathomphalus intermedius,Globotruncanita pettersi,Pseudoguembelina excolata,Kuglerina rotundata,Gansserina wiedenmayeri,Globotruncana esnehensis,Pseudotextularia nuttalli,Gublerina acuta,Globotruncanita conica,Globotruncana insignis,Pseudoguembelina hariaensis,Kefiana sp.,Gublerina cuvillieri,Globotruncanita angulata,Rugoglobigerina milamensis,Globotruncanella petaloidea,Contusotruncana plicata,Globotruncana dupeublei,Pseudotextularia intermedia,Pseudoguembelina kempensis,Plummerita hantkeninoides,Planoglobulina acervulinoides,Planoglobulina sp.,Contusotruncana contusa,Racemiguembelina fructicosa,Abathomphalus mayaroensis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,160, 967,E, 11,R,CC,   1.00,    208.9600,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,VR                            ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,                         ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,               ,C                    ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,                             ,R                       ,A                        ,                        ,                       ,                    ,cf/VR                              ,R                          ,C                  ,R                       ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,VR                             ,C                        ,                        ,                              ,                 ,A                            ,A                       ,R                   ,grR                    ,cf/R              ,R                      ,VR                   ,VR                      ,                           ,VR                      ,C                        ,C                            ,                      ,                       ,                    ,                           ,                           ,                      ,R                       ,C                         ,C                       ,                   ,VR                     ,VR                        ,                           ,A                     ,A                     ,                   ,C                       ,R                           ,                         ,                            ,VR                 ,R                                  ,                        ,VR                    ,R                           ,C                      ,                   ,                         ,C                       ,C                        ,VR                 ,cf/R                   ,                        ,R                        ,               ,                      ,                      ,                           ,cf/VR      ,C                   ,VR                      ,R                         ,                           ,                       ,VR                     ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,160, 967,E, 11,R,CC,  33.00,    209.2800,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,VR                            ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,                         ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,C              ,C                    ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,                             ,R                       ,C                        ,                        ,                       ,                    ,cf/VR                              ,VR                         ,R                  ,                        ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,C                              ,R                        ,                        ,                              ,                 ,C                            ,VR                      ,VR                  ,grVR                   ,cf/VR             ,                       ,                     ,VR                      ,                           ,                        ,C                        ,C                            ,                      ,R                      ,                    ,                           ,cf/VR                      ,                      ,                        ,C                         ,cf/R                    ,                   ,                       ,                          ,                           ,R                     ,                      ,                   ,                        ,C                           ,                         ,                            ,VR                 ,                                   ,                        ,                      ,                            ,cf/VR                  ,                   ,                         ,C                       ,C                        ,                   ,VR                     ,                        ,VR                       ,               ,                      ,                      ,                           ,           ,C                   ,                        ,                          ,                           ,cf/C                   ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,160, 967,E, 12,R, 1,  12.00,    215.5200,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,                              ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,                         ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,               ,A                    ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,                             ,R                       ,C                        ,                        ,                       ,                    ,cf/VR                              ,VR                         ,VR                 ,R                       ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,R                              ,R                        ,                        ,                              ,                 ,                             ,R                       ,VR                  ,                       ,VR                ,cf/R                   ,VR                   ,                        ,                           ,                        ,C                        ,                             ,                      ,                       ,                    ,                           ,cf/VR                      ,                      ,                        ,C                         ,                        ,                   ,                       ,                          ,                           ,C                     ,A                     ,                   ,R                       ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,VR                          ,VR                     ,                   ,                         ,                        ,C                        ,                   ,cf/VR                  ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,R                          ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,160, 967,E, 12,R, 1,  72.00,    216.1200,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,C                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,                         ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,               ,C                    ,                       ,VR                   ,                        ,               ,                        ,                       ,                         ,               ,                             ,R                       ,R                        ,                        ,                       ,                    ,                                   ,R                          ,C                  ,R                       ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,                               ,R                        ,                        ,                              ,                 ,R                            ,C                       ,C                   ,grVR                   ,R                 ,R                      ,VR                   ,                        ,                           ,                        ,R                        ,                             ,                      ,R                      ,                    ,                           ,                           ,                      ,                        ,C                         ,R                       ,                   ,                       ,                          ,                           ,A                     ,A                     ,                   ,A                       ,VR                          ,                         ,                            ,VR                 ,                                   ,                        ,                      ,VR                          ,R                      ,                   ,                         ,                        ,A                        ,                   ,VR                     ,                        ,R                        ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,160, 967,E, 12,R, 2, 109.00,    217.9900,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,R                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,                         ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,               ,C                    ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,                             ,VR                      ,VR                       ,                        ,                       ,                    ,VR                                 ,VR                         ,VR                 ,R                       ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,VR                             ,R                        ,                        ,                              ,                 ,                             ,C                       ,R                   ,VR                     ,VR                ,R                      ,                     ,                        ,                           ,                        ,C                        ,                             ,                      ,                       ,                    ,                           ,                           ,                      ,R                       ,R                         ,cf/R                    ,                   ,                       ,                          ,                           ,C                     ,A                     ,                   ,                        ,C                           ,                         ,                            ,R                  ,                                   ,                        ,                      ,VR                          ,C                      ,                   ,                         ,                        ,C                        ,                   ,VR                     ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,VR                        ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,160, 967,E, 12,R, 3,   0.00,    218.1600,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,C                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,                         ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,               ,A                    ,                       ,VR                   ,                        ,               ,                        ,                       ,                         ,               ,                             ,R                       ,C                        ,                        ,                       ,                    ,R                                  ,R                          ,R                  ,R                       ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,VR                             ,C                        ,                        ,                              ,                 ,R                            ,A                       ,R                   ,grR                    ,C                 ,R                      ,C                    ,                        ,                           ,                        ,A                        ,                             ,                      ,                       ,                    ,                           ,R                          ,                      ,R                       ,C                         ,R                       ,                   ,                       ,                          ,                           ,A                     ,A                     ,                   ,VR                      ,C                           ,                         ,                            ,R                  ,                                   ,                        ,                      ,C                           ,R                      ,                   ,                         ,cf/R                    ,VR                       ,                   ,R                      ,                        ,C                        ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,160, 967,E, 12,R, 3,  90.00,    219.0600,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,C                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,                         ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,               ,A                    ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,                             ,R                       ,VR                       ,                        ,                       ,                    ,C                                  ,R                          ,                   ,                        ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,                               ,R                        ,                        ,                              ,C                ,                             ,C                       ,R                   ,R                      ,C                 ,VR                     ,VR                   ,                        ,R                          ,R                       ,R                        ,                             ,                      ,R                      ,                    ,                           ,                           ,                      ,C                       ,C                         ,cf/VR                   ,                   ,                       ,                          ,VR                         ,C                     ,R                     ,                   ,R                       ,R                           ,                         ,                            ,R                  ,                                   ,                        ,                      ,                            ,                       ,                   ,cf/VR                    ,                        ,R                        ,                   ,C                      ,                        ,                         ,cf/VR          ,                      ,                      ,                           ,           ,VR                  ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,160, 967,E, 12,R, 4,  11.00,    219.6100,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,R                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,                         ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,               ,A                    ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,                             ,cf/R                    ,R                        ,                        ,                       ,                    ,A                                  ,VR                         ,C                  ,R                       ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,R                              ,C                        ,                        ,                              ,C                ,                             ,C                       ,C                   ,VR                     ,C                 ,cf/C                   ,VR                   ,                        ,C                          ,                        ,C                        ,                             ,                      ,R                      ,                    ,                           ,C                          ,                      ,C                       ,A                         ,R                       ,                   ,                       ,                          ,                           ,A                     ,R                     ,                   ,R                       ,C                           ,                         ,                            ,C                  ,                                   ,                        ,                      ,cf/VR                       ,R                      ,                   ,                         ,VR                      ,                         ,                   ,C                      ,                        ,                         ,               ,                      ,                      ,                           ,           ,C                   ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,160, 967,E, 12,R, 4,  25.00,    219.7500,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,C                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,                         ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,C              ,C                    ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,cf/VR                        ,R                       ,VR                       ,                        ,                       ,                    ,C                                  ,                           ,VR                 ,cf/VR                   ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,                               ,VR                       ,                        ,                              ,                 ,                             ,C                       ,C                   ,grC                    ,C                 ,VR                     ,                     ,                        ,C                          ,                        ,                         ,                             ,                      ,VR                     ,                    ,                           ,R                          ,                      ,R                       ,C                         ,VR                      ,                   ,                       ,cf/VR                     ,                           ,C                     ,                      ,                   ,                        ,                            ,                         ,                            ,C                  ,R                                  ,                        ,                      ,                            ,                       ,                   ,                         ,VR                      ,                         ,                   ,cf/R                   ,                        ,VR                       ,               ,                      ,                      ,                           ,           ,R                   ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,160, 967,E, 13,R, 1,  42.00,    225.5200,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,C                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,                         ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,C              ,A                    ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,                             ,C                       ,R                        ,                        ,                       ,                    ,C                                  ,C                          ,R                  ,VR                      ,                        ,                         ,                               ,                     ,                      ,                    ,VR                    ,VR                             ,                         ,                        ,                              ,                 ,                             ,C                       ,C                   ,C                      ,C                 ,cf/VR                  ,                     ,                        ,VR                         ,cf/VR                   ,C                        ,VR                           ,                      ,                       ,                    ,                           ,                           ,                      ,R                       ,A                         ,VR                      ,                   ,                       ,                          ,VR                         ,C                     ,C                     ,                   ,VR                      ,R                           ,                         ,                            ,C                  ,                                   ,                        ,                      ,                            ,VR                     ,                   ,                         ,                        ,R                        ,                   ,R                      ,                        ,                         ,               ,                      ,                      ,                           ,           ,VR                  ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,160, 967,E, 13,R, 1, 107.00,    226.1700,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,A                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,                         ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,A              ,C                    ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,                             ,C                       ,R                        ,                        ,                       ,                    ,A                                  ,C                          ,C                  ,                        ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,VR                             ,R                        ,                        ,                              ,                 ,                             ,C                       ,                    ,grC                    ,                  ,VR                     ,                     ,                        ,VR                         ,cf/VR                   ,A                        ,                             ,                      ,R                      ,                    ,                           ,cf/VR                      ,                      ,C                       ,A                         ,VR                      ,                   ,                       ,                          ,                           ,R                     ,A                     ,                   ,                        ,R                           ,                         ,                            ,C                  ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,R                        ,                   ,R                      ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,160, 967,E, 13,R, 2,  29.00,    226.8300,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,C                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,cf/VR                    ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,               ,A                    ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,                             ,cf/R                    ,                         ,                        ,                       ,                    ,A                                  ,C                          ,R                  ,                        ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,VR                             ,R                        ,cf/VR                   ,                              ,C                ,                             ,A                       ,C                   ,grC                    ,C                 ,                       ,                     ,                        ,                           ,R                       ,C                        ,                             ,                      ,                       ,                    ,                           ,cf/VR                      ,                      ,C                       ,C                         ,                        ,                   ,                       ,                          ,                           ,A                     ,C                     ,                   ,C                       ,C                           ,                         ,                            ,cf/C               ,                                   ,                        ,                      ,R                           ,                       ,                   ,                         ,                        ,R                        ,                   ,VR                     ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,G. gansseri       ,              ,160, 967,E, 13,R, 3,  35.00,    228.2800,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,A                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,                         ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,               ,A                    ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,                             ,C                       ,R                        ,                        ,                       ,                    ,A                                  ,R                          ,R                  ,R                       ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,                               ,R                        ,                        ,                              ,A                ,VR                           ,A                       ,C                   ,C                      ,C                 ,cf/R                   ,                     ,                        ,R                          ,C                       ,A                        ,cf/VR                        ,                      ,                       ,                    ,                           ,C                          ,                      ,cf/C                    ,C                         ,A                       ,                   ,                       ,                          ,                           ,A                     ,A                     ,                   ,C                       ,C                           ,                         ,                            ,C                  ,R                                  ,                        ,                      ,cf/R                        ,VR                     ,                   ,                         ,cf/VR                   ,                         ,                   ,VR                     ,cf/VR                   ,                         ,               ,                      ,                      ,cf/R                       ,VR         ,VR                  ,VR                      ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
