Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Coccolithus pelagicus,Chiasmolithus solitus,Tribrachiatus orthostylus,Transversopontis pulcher,Toweius callosus,Imperiaster obscurus,Discoaster kuepperi,Chiasmolithus eograndis,Neococcolithes dubius,Discoaster lodoensis,Chiasmolithus expansus,Reticulofenestra samodurovii,Reticulofenestra daviesii,Markalius inversus,Discoaster spp.,Discoaster distinctus,Zygrhablithus bijugatus,Markalius apertus,Nannotetrina cristata,Coccolithus formosus,Discoaster barbadiensis,Reticulofenestra umbilica,Reticulofenestra reticulata,Reticulofenestra hillae,Reticulofenestra bisecta,Cyclicargolithus floridanus,Cyclicargolithus abisectus,Discoaster deflandrei,Chiasmolithus altus,Sphenolithus moriformis,Pontosphaera multipora,Helicosphaera carteri,Sphenolithus conicus,Discoaster variabilis,Sphenolithus heteromorphus,Calcidiscus premacintyrei,Coccolithus miopelagicus,Discoaster intercalaris,Calcidiscus macintyrei,Lithostromation perdurum,Calcidiscus leptoporus,Reticulofenestra gelida,Reticulofenestra pseudoumbilicus,Reticulofenestra producta,Reticulofenestra perplexa,Amaurolithus delicatus,Discoaster surculus,Discoaster quinqueramus,Discoaster druggii,Discoaster brouweri,Comment
  SR,Late Miocene     ,                 ,CN7               ,CN9           ,152, 918,D, 36,R,CC,  32.00,    623.1300,Wei      ,Nannofossils                                 ,A              ,P                 ,C                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,                       ,                      ,R                    ,                    ,R                    ,                          ,                         ,                        ,                       ,R                     ,R                       ,F                     ,R                      ,                                ,A                        ,F                        ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN7               ,CN9           ,152, 918,D, 37,R, 1,  34.00,    628.9400,Wei      ,Nannofossils                                 ,C              ,M                 ,C                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,R                      ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,R                     ,                        ,R                     ,R                      ,                                ,C                        ,F                        ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN7               ,CN9           ,152, 918,D, 37,R, 2,  22.00,    630.3200,Wei      ,Nannofossils                                 ,A              ,M                 ,C                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,R                      ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,R                     ,                        ,R                     ,F                      ,                                ,A                        ,C                        ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN7               ,CN9           ,152, 918,D, 37,R, 2,  37.00,    630.4700,Wei      ,Nannofossils                                 ,A              ,M                 ,F                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,R                     ,C                      ,                                ,C                        ,F                        ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN7               ,CN9           ,152, 918,D, 37,R, 2,  46.00,    630.5600,Wei      ,Nannofossils                                 ,A              ,M                 ,C                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,R                      ,                      ,                     ,                    ,R                    ,                          ,                         ,                        ,                       ,                      ,                        ,R                     ,C                      ,                                ,C                        ,C                        ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN7               ,CN9           ,152, 918,D, 37,R, 2,  79.00,    630.8900,Wei      ,Nannofossils                                 ,V              ,P                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,R                      ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,R                     ,                        ,R                     ,A                      ,                                ,C                        ,A                        ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN7               ,CN9           ,152, 918,D, 37,R, 3,  36.00,    631.9600,Wei      ,Nannofossils                                 ,V              ,P                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,R                     ,F                      ,                                ,A                        ,A                        ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 37,R, 5,  25.00,    634.3300,Wei      ,Nannofossils                                 ,A              ,P                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,R                      ,                      ,R                    ,                    ,                     ,                          ,                         ,R                       ,                       ,                      ,                        ,                      ,F                      ,C                               ,F                        ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 37,R, 5,  93.00,    635.0100,Wei      ,Nannofossils                                 ,V              ,P                 ,C                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,                       ,                      ,R                    ,                    ,R                    ,                          ,                         ,R                       ,                       ,                      ,                        ,                      ,R                      ,R                               ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 38,R, 1,  59.00,    638.7900,Wei      ,Nannofossils                                 ,C              ,P                 ,F                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,R                      ,                      ,R                    ,                    ,                     ,                          ,                         ,C                       ,                       ,                      ,                        ,                      ,F                      ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 38,R, 2,  61.00,    640.3100,Wei      ,Nannofossils                                 ,C              ,P                 ,F                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,                       ,                      ,R                    ,                    ,                     ,                          ,                         ,C                       ,R                      ,                      ,                        ,                      ,C                      ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 38,R, 3,  62.00,    641.8200,Wei      ,Nannofossils                                 ,A              ,P                 ,C                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,C                       ,                       ,                      ,                        ,                      ,A                      ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 38,R, 4,  17.00,    642.8700,Wei      ,Nannofossils                                 ,A              ,P                 ,C                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,C                       ,R                      ,                      ,                        ,                      ,A                      ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 38,R, 4,  54.00,    643.2400,Wei      ,Nannofossils                                 ,A              ,P                 ,C                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,R                      ,                      ,                     ,                    ,                     ,                          ,                         ,C                       ,                       ,R                     ,                        ,                      ,A                      ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 38,R, 5,  15.00,    644.3500,Wei      ,Nannofossils                                 ,A              ,P                 ,C                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,R                      ,                      ,R                    ,                    ,                     ,                          ,                         ,C                       ,                       ,                      ,                        ,                      ,C                      ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 38,R, 6,  25.00,    645.9500,Wei      ,Nannofossils                                 ,A              ,P                 ,C                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,R                         ,                     ,                   ,R                      ,                      ,R                    ,                    ,                     ,                          ,                         ,C                       ,                       ,                      ,                        ,                      ,C                      ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 38,R,CC,  23.00,    646.4300,Wei      ,Nannofossils                                 ,C              ,P                 ,C                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,C                       ,                       ,                      ,                        ,                      ,C                      ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 39,R, 1,  78.00,    648.6800,Wei      ,Nannofossils                                 ,A              ,M                 ,C                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,F                       ,                       ,                      ,                        ,                      ,C                      ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 39,R, 2,  95.00,    650.3500,Wei      ,Nannofossils                                 ,A              ,M                 ,C                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,R                         ,                     ,                   ,R                      ,                      ,                     ,                    ,                     ,                          ,                         ,F                       ,                       ,R                     ,                        ,                      ,F                      ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 39,R, 3,  93.00,    651.8300,Wei      ,Nannofossils                                 ,A              ,P                 ,C                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,R                    ,                          ,                         ,F                       ,C                      ,R                     ,                        ,                      ,F                      ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 39,R, 4,  18.00,    652.5800,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,R                         ,                     ,                   ,                       ,                      ,R                    ,                    ,R                    ,                          ,R                        ,F                       ,F                      ,                      ,                        ,                      ,F                      ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 39,R, 5,  80.00,    654.7000,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,R                         ,                     ,                   ,R                      ,R                     ,R                    ,                    ,R                    ,                          ,R                        ,R                       ,R                      ,R                     ,                        ,                      ,C                      ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 39,R, 6,  60.00,    656.0000,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,R                         ,                     ,                   ,F                      ,                      ,F                    ,                    ,R                    ,                          ,R                        ,R                       ,R                      ,                      ,                        ,                      ,A                      ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 39,R,CC,  17.00,    656.4300,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,F                         ,                     ,                   ,R                      ,                      ,R                    ,                    ,                     ,                          ,F                        ,R                       ,R                      ,                      ,                        ,                      ,C                      ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 40,R, 2,  41.00,    659.4100,Wei      ,Nannofossils                                 ,A              ,P                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,R                         ,                     ,                   ,                       ,                      ,F                    ,                    ,                     ,                          ,R                        ,F                       ,R                      ,R                     ,                        ,                      ,F                      ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 40,R, 3,  33.00,    660.8300,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,F                         ,                     ,                   ,                       ,R                     ,R                    ,                    ,                     ,                          ,R                        ,F                       ,R                      ,                      ,                        ,                      ,F                      ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 40,R, 4,  50.00,    662.5000,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,F                          ,C                         ,                     ,                   ,                       ,                      ,R                    ,                    ,                     ,                          ,R                        ,F                       ,F                      ,                      ,                        ,R                     ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 40,R, 6,  16.00,    664.6600,Wei      ,Nannofossils                                 ,V              ,P                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,R                         ,                     ,                   ,                       ,                      ,F                    ,                    ,                     ,                          ,R                        ,F                       ,R                      ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 40,R,CC,   9.00,    665.1700,Wei      ,Nannofossils                                 ,V              ,P                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,R                          ,R                         ,                     ,                   ,R                      ,R                     ,R                    ,                    ,                     ,                          ,R                        ,F                       ,F                      ,R                     ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 41,R, 1,  91.00,    668.1100,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,F                          ,R                         ,                     ,                   ,R                      ,R                     ,R                    ,                    ,                     ,                          ,R                        ,F                       ,R                      ,R                     ,                        ,R                     ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5               ,CN6           ,152, 918,D, 41,R, 2,   9.00,    668.7900,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,C                          ,F                         ,                     ,                   ,                       ,                      ,R                    ,                    ,                     ,                          ,                         ,F                       ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
