Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Reticulofenestra minutula,Reticulofenestra minuta,Pseudoemiliania lacunosa,Gephyrocapsa spp. (small),Gephyrocapsa muellerae,Gephyrocapsa caribbeanica,Coccolithus pelagicus,Reticulofenestra productella,Gephyrocapsa oceanica,Syracosphaera pulchra,Pontosphaera spp.,Emiliania huxleyi,Rhabdosphaera clavigera,Calcidiscus leptoporus,Syracosphaera spp.,Comment
  IR,                 ,                 ,                  ,              ,168,1023,A, 12,H, 2,  70.00,    106.5000,Su       ,Nannofossils                                 ,T              ,M-G               ,                         ,                       ,                        ,5.0%                     ,5.0%                  ,35.0%                    ,15.0%                ,                            ,                     ,                     ,                 ,40.0%            ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 12,H, 4,  60.00,    109.4000,Su       ,Nannofossils                                 ,P              ,P-M               ,                         ,                       ,                        ,15.1%                    ,12.1%                 ,30.3%                    ,12.1%                ,                            ,                     ,                     ,                 ,30.3%            ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 12,H, 5,  70.00,    111.0000,Su       ,Nannofossils                                 ,T              ,M-G               ,                         ,                       ,                        ,R                        ,C                     ,                         ,T                    ,                            ,                     ,                     ,                 ,C                ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 12,H, 6,  80.00,    112.6000,Su       ,Nannofossils                                 ,P              ,M-G               ,                         ,                       ,                        ,                         ,F                     ,                         ,C                    ,                            ,                     ,                     ,                 ,A                ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 13,H, 2, 100.00,    116.3000,Su       ,Nannofossils                                 ,F              ,G                 ,                         ,64.0%                  ,                        ,2.7%                     ,                      ,                         ,9.7%                 ,                            ,                     ,.9%                  ,.9%              ,21.3%            ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 13,H, 3,  65.00,    117.4500,Su       ,Nannofossils                                 ,F              ,M                 ,                         ,A                      ,                        ,R                        ,                      ,                         ,R                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 13,H, 4,  80.00,    119.1000,Su       ,Nannofossils                                 ,A              ,G                 ,                         ,16.8%                  ,                        ,9.7%                     ,                      ,51.4%                    ,23.0%                ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 13,H, 5,  50.00,    120.3000,Su       ,Nannofossils                                 ,F              ,M-G               ,                         ,C                      ,                        ,F                        ,                      ,A                        ,F                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 14,H,CC,  30.00,    130.0600,Su       ,Nannofossils                                 ,P              ,M-G               ,                         ,                       ,                        ,                         ,                      ,C                        ,C                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 15,X, 1,  80.00,    130.8000,Su       ,Nannofossils                                 ,P              ,M-G               ,                         ,                       ,                        ,                         ,                      ,R                        ,A                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 15,X, 2,  80.00,    132.3000,Su       ,Nannofossils                                 ,P              ,M-G               ,                         ,                       ,                        ,C                        ,                      ,                         ,F                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 16,X, 1, 100.00,    133.7000,Su       ,Nannofossils                                 ,P              ,M-G               ,                         ,                       ,                        ,                         ,C                     ,                         ,                     ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 16,X, 4,  90.00,    138.1000,Su       ,Nannofossils                                 ,T              ,M-G               ,                         ,7.6%                   ,                        ,34.6%                    ,                      ,38.4%                    ,3.8%                 ,                            ,11.5%                ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 16,X, 6,  70.00,    140.9000,Su       ,Nannofossils                                 ,T              ,G                 ,                         ,12.1%                  ,                        ,21.2%                    ,16.1%                 ,19.3%                    ,9.6%                 ,                            ,22.5%                ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 16,X, 7,  20.00,    141.9000,Su       ,Nannofossils                                 ,C              ,M-G               ,                         ,                       ,                        ,C                        ,C                     ,R                        ,R                    ,                            ,R                    ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 16,X,CC,   5.00,    141.9900,Su       ,Nannofossils                                 ,C              ,G                 ,                         ,20.9%                  ,                        ,24.5%                    ,46.5%                 ,6.9%                     ,2.9%                 ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 17,X, 2,  60.00,    144.4000,Su       ,Nannofossils                                 ,F              ,G                 ,                         ,                       ,                        ,61.3%                    ,4.7%                  ,25.4%                    ,5.6%                 ,                            ,2.8%                 ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 17,X, 5,  70.00,    149.0000,Su       ,Nannofossils                                 ,P              ,M-G               ,                         ,                       ,                        ,                         ,                      ,C                        ,                     ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 18,X, 2,  50.00,    153.9000,Su       ,Nannofossils                                 ,F              ,G                 ,                         ,                       ,                        ,69.1%                    ,10.2%                 ,5.6%                     ,7.4%                 ,                            ,7.4%                 ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 18,X, 3,  80.00,    155.7000,Su       ,Nannofossils                                 ,R              ,M-G               ,                         ,                       ,                        ,A                        ,C                     ,F                        ,T                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 18,X, 4,  60.00,    157.0000,Su       ,Nannofossils                                 ,T              ,G                 ,                         ,                       ,                        ,F                        ,                      ,C                        ,C                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 18,X, 5,  90.00,    158.8000,Su       ,Nannofossils                                 ,R              ,M-G               ,                         ,                       ,                        ,D                        ,R                     ,F                        ,T                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 18,X, 6,  25.00,    159.6500,Su       ,Nannofossils                                 ,T              ,M                 ,                         ,                       ,                        ,1.8%                     ,7.4%                  ,81.4%                    ,9.2%                 ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 18,X,CC,  20.00,    160.1400,Su       ,Nannofossils                                 ,F              ,M-G               ,                         ,                       ,                        ,C                        ,R                     ,A                        ,                     ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 19,X, 1,  60.00,    162.2000,Su       ,Nannofossils                                 ,F              ,G                 ,                         ,                       ,                        ,3.7%                     ,3.7%                  ,86.7%                    ,5.6%                 ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 19,X, 3,  85.00,    165.4500,Su       ,Nannofossils                                 ,R              ,G                 ,                         ,                       ,                        ,6.6%                     ,16.1%                 ,75.5%                    ,1.2%                 ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 19,X,CC,  80.00,            ,Su       ,Nannofossils                                 ,T              ,M-G               ,                         ,                       ,                        ,3.1%                     ,12.5%                 ,78.1%                    ,6.2%                 ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 20,X, 2,  90.00,    173.6000,Su       ,Nannofossils                                 ,T              ,G                 ,                         ,                       ,                        ,F                        ,R                     ,D                        ,+                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 20,X, 4,  80.00,    176.5000,Su       ,Nannofossils                                 ,T              ,M-G               ,                         ,                       ,                        ,F                        ,R                     ,C                        ,R                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 20,X, 6,  65.00,    179.3500,Su       ,Nannofossils                                 ,T              ,G                 ,                         ,                       ,                        ,F                        ,C                     ,C                        ,+                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 21,X, 1,  70.00,    181.5000,Su       ,Nannofossils                                 ,A              ,G                 ,                         ,                       ,                        ,3.2%                     ,2.4%                  ,90.4%                    ,3.2%                 ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 21,X, 3,  75.00,    184.5500,Su       ,Nannofossils                                 ,C              ,G                 ,                         ,                       ,                        ,F                        ,R                     ,C                        ,R                    ,R                           ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 21,X, 5,  82.00,    187.6200,Su       ,Nannofossils                                 ,C              ,M-G               ,                         ,                       ,                        ,22.5%                    ,.8%                   ,75.6%                    ,.8%                  ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 21,X, 7,  20.00,    190.0000,Su       ,Nannofossils                                 ,A              ,M-G               ,                         ,                       ,                        ,30.6%                    ,23.7%                 ,45.5%                    ,                     ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 22,X, 2,  30.00,    191.6300,Su       ,Nannofossils                                 ,A              ,M-G               ,30.5%                    ,17.9%                  ,                        ,37.1%                    ,1.2%                  ,7.9%                     ,5.3%                 ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 22,X,CC,  14.00,    192.5000,Su       ,Nannofossils                                 ,A              ,M-G               ,C                        ,F                      ,                        ,C                        ,F                     ,F                        ,T                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 22,X,CC,  37.00,    192.7300,Su       ,Nannofossils                                 ,C              ,M-G               ,17.5%                    ,1.0%                   ,1.0%                    ,17.5%                    ,27.4%                 ,31.8%                    ,2.1%                 ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
