Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Sphenolithus predistentus,Sphenolithus moriformis,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus aff. ciperoensis,Holococcolith type A,Helicosphaera intermedia,Helicosphaera euphratis,Ericsonia obruta,Discoaster tanii,Discoaster nodifer,Discoaster deflandrei,Dictyococcites scrippsae,Dictyococcites bisectus,Cyclicargolithus floridanus,Coronocyclus nitescens,Coccolithus pelagicus,Sphenolithus pseudoradians,Pedinocyclus larvalis,Ilselithina fusa,Helicosphaera wilcoxonii,Helicosphaera perch-nielseniae,Discoaster adamanteus,Cyclicargolithus abisectus,Cruciplacolithus tarquinius,Calcidiscus kingii,Umbilicosphaera sp. 1,Triquetrorhabdulus carinatus,Syracosphaera sp. 1,Scapholithus fossilis,Pontosphaera latoculata,Helicosphaera recta,Helicosphaera obliqua,Coccolithus fuscus,Coccolithus eopelagicus,Braarudosphaera bigelowii,Crassidiscus backmanii,Coccolithus miopelagicus,Catinaster umbrellus,Triquetrorhabdulus milowii,Sphenolithus dissimilis,Pontosphaera segmenta,Thoracosphaera spp.,Sphenolithus umbrellus,Sphenolithus conicus,Sphenolith (unspecified taxon or taxa),Reticulofenestra daviesii,Discoaster woodringii,Cyclicargolithus abisectus (> 10 microns),Cyclicargolithus abisectus (< 10 microns),Clausicoccus fenestratus,Pontosphaera spp.,Helicosphaera carteri,Triquetrorhabdulus serratus,Coccolithus radiatus,Scyphosphaera spp.,Dictyococcites spp.,Sphenolithus delphix,Sphenolithus capricornutus,Reticulofenestrid taxa,Pyrocyclus spp.,Hayella aperta,Sphenolithus calyculus,Helicosphaera mediterranea,Discoaster extensus-dilatus group,Umbilicosphaera spp.,Helicosphaera ampliaperta,Calcidiscus leptoporus,Discoaster variabilis,Discoaster aff. druggii,Discoaster druggii,Tetralithoides spp.,Syracosphaera spp.,Triquetrorhabdulus protodecimae,Sphenolithus pseudoheteromorphus,Discoaster moorei,Sphenolithus belemnos,Geminilithella rotula,Sphenolithus multispinatus,Sphenolithus heteromorphus,Triquetrorhabdulus backmanii,Solidopons petrae,Triquetrorhabdulus curvus,Discoaster formosus,Discoaster exilis,Sphenolithus milanettii,Discoaster signus-tuberi,Discoaster brouweri,Discoaster challengeri,Discoaster pseudovariabilis,Calcidiscus premacintyrei,Rhabdosphaera spp.,Discoaster musicus,Discoaster bollii,Triquetrorhabdulus rugosus/rioensis,Reticulofenestra pseudoumbilicus,Discoaster aff. calcaris,Discoaster aff. brouweri,Discoaster undefined 6-ray b.,Discoaster undefined 6-ray,Discoaster aulakos,Holococcoliths spp.,Calcidiscus macintyrei,Discoaster kugleri,Catinaster coalitus,Discoaster pansus,Discoaster undefined 5-ray,Discoaster prepentaradiatus,Discoaster intercalaris,Discoaster calcaris,Discoaster asymmetricus,Discoaster perclarus,Discoaster pentaradiatus,Discoaster hamatus,Catinaster calyculus,Discoaster sp. 1,Discoaster bellus,Discoaster neohamatus,Discoaster bellus-hamatus intergraded,Discoaster surculus,Minylitha convallis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN7               ,              ,115, 714,A,  5,H, 4,  30.00,     36.5000,Rio      ,Nannofossils                                 ,A              ,G                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,R                    ,                          ,                     ,                ,                        ,                              ,R                    ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,                      ,                    ,A                                     ,                         ,                     ,                                         ,                                         ,                        ,                 ,C                    ,                           ,                    ,                  ,R                  ,                    ,                          ,A                     ,               ,              ,                      ,                          ,                                 ,                    ,                         ,C                     ,F                    ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,C                  ,                      ,                           ,                         ,                  ,                  ,F                ,                                   ,C                               ,                        ,                        ,                             ,C                         ,                  ,F                  ,R                     ,                  ,                   ,R                ,R                         ,                           ,C                      ,R                  ,R                      ,                    ,R                       ,F                 ,R                   ,R               ,                 ,A                    ,                                     ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN7               ,              ,115, 714,A,  5,H, 4, 140.00,     37.6000,Rio      ,Nannofossils                                 ,A              ,G                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,R                    ,                          ,                     ,                ,                        ,                              ,F                    ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,                      ,                    ,C                                     ,                         ,                     ,                                         ,                                         ,                        ,                 ,C                    ,                           ,                    ,                  ,C                  ,                    ,                          ,C                     ,               ,              ,                      ,                          ,                                 ,                    ,                         ,C                     ,F                    ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,C                  ,                      ,                           ,                         ,                  ,                  ,F                ,                                   ,C                               ,                        ,                        ,R                            ,F                         ,                  ,C                  ,                      ,                  ,                   ,                 ,R                         ,                           ,F                      ,R                  ,R                      ,                    ,R                       ,R                 ,R                   ,R               ,F                ,C                    ,                                     ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN7               ,              ,115, 714,A,  5,H, 5,  30.00,     38.0000,Rio      ,Nannofossils                                 ,A              ,G                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,R                    ,                          ,                     ,                ,                        ,                              ,R                    ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,                      ,                    ,A                                     ,                         ,                     ,                                         ,                                         ,                        ,                 ,C                    ,                           ,                    ,                  ,C                  ,                    ,                          ,C                     ,               ,              ,                      ,                          ,                                 ,                    ,                         ,C                     ,F                    ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,A                  ,                      ,                           ,                         ,                  ,                  ,C                ,                                   ,C                               ,                        ,                        ,R                            ,F                         ,                  ,C                  ,R                     ,                  ,                   ,                 ,R                         ,R                          ,R                      ,R                  ,R                      ,                    ,R                       ,F                 ,                    ,                ,                 ,A                    ,                                     ,cf                 ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN7               ,              ,115, 714,A,  5,H, 5, 140.00,     39.1000,Rio      ,Nannofossils                                 ,A              ,P                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,C                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,                      ,                    ,C                                     ,                         ,                     ,                                         ,                                         ,                        ,                 ,C                    ,                           ,                    ,                  ,C                  ,                    ,                          ,A                     ,               ,              ,                      ,                          ,                                 ,                    ,                         ,C                     ,                     ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,A                               ,                        ,                        ,C                            ,C                         ,                  ,                   ,F                     ,                  ,                   ,                 ,C                         ,                           ,                       ,                   ,                       ,                    ,                        ,C                 ,                    ,                ,F                ,?                    ,                                     ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN7               ,              ,115, 714,A,  5,H, 6,  30.00,     39.5000,Rio      ,Nannofossils                                 ,A              ,G                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,R                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,                      ,                    ,C                                     ,                         ,                     ,                                         ,                                         ,                        ,                 ,C                    ,                           ,                    ,                  ,C                  ,                    ,                          ,A                     ,               ,              ,                      ,                          ,                                 ,                    ,                         ,C                     ,F                    ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,C                  ,                      ,                           ,                         ,                  ,                  ,C                ,                                   ,A                               ,                        ,                        ,R                            ,F                         ,                  ,C                  ,F                     ,                  ,                   ,                 ,F                         ,                           ,F                      ,F                  ,                       ,                    ,                        ,C                 ,                    ,F               ,                 ,F                    ,F                                    ,cf                 ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN7               ,              ,115, 714,A,  5,H, 6, 140.00,     40.6000,Rio      ,Nannofossils                                 ,A              ,P                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,F                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,                      ,                    ,A                                     ,                         ,                     ,                                         ,                                         ,                        ,                 ,C                    ,                           ,                    ,                  ,C                  ,                    ,                          ,C                     ,               ,              ,                      ,                          ,                                 ,                    ,                         ,C                     ,                     ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,C                               ,                        ,                        ,C                            ,C                         ,                  ,                   ,F                     ,                  ,                   ,                 ,C                         ,                           ,                       ,                   ,                       ,                    ,                        ,C                 ,cf                  ,                ,C                ,C                    ,                                     ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN7               ,              ,115, 714,A,  5,H, 7,  30.00,     41.0000,Rio      ,Nannofossils                                 ,A              ,G                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,R                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,                      ,                    ,C                                     ,                         ,                     ,                                         ,                                         ,                        ,                 ,C                    ,                           ,                    ,                  ,R                  ,                    ,                          ,C                     ,               ,              ,                      ,                          ,                                 ,                    ,                         ,C                     ,F                    ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,C                  ,                      ,                           ,                         ,                  ,                  ,C                ,                                   ,C                               ,                        ,                        ,                             ,R                         ,                  ,C                  ,C                     ,                  ,                   ,                 ,R                         ,                           ,                       ,R                  ,                       ,                    ,                        ,A                 ,                    ,F               ,F                ,C                    ,R                                    ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN7               ,              ,115, 714,A,  6,H, 1,  30.00,     41.7000,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,R                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,                      ,                    ,A                                     ,                         ,                     ,                                         ,                                         ,                        ,                 ,C                    ,                           ,                    ,                  ,R                  ,                    ,                          ,C                     ,               ,              ,                      ,                          ,                                 ,                    ,                         ,C                     ,C                    ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,C                  ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,C                               ,                        ,                        ,R                            ,C                         ,                  ,F                  ,R                     ,                  ,                   ,                 ,C                         ,C                          ,F                      ,F                  ,                       ,                    ,                        ,C                 ,cf                  ,                ,                 ,C                    ,                                     ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN7               ,              ,115, 714,A,  6,H, 1, 140.00,     42.8000,Rio      ,Nannofossils                                 ,A              ,P                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,F                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,                      ,                    ,C                                     ,                         ,                     ,                                         ,                                         ,                        ,                 ,C                    ,                           ,                    ,                  ,C                  ,                    ,                          ,C                     ,               ,              ,                      ,                          ,                                 ,                    ,                         ,C                     ,?                    ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,C                               ,                        ,                        ,C                            ,C                         ,                  ,                   ,                      ,                  ,                   ,                 ,C                         ,                           ,                       ,                   ,                       ,                    ,                        ,A                 ,R                   ,                ,F                ,?                    ,                                     ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN7               ,              ,115, 714,A,  6,H, 2,  30.00,     43.2000,Rio      ,Nannofossils                                 ,A              ,G                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,C                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,                      ,                    ,C                                     ,                         ,                     ,                                         ,                                         ,                        ,                 ,C                    ,                           ,                    ,                  ,R                  ,                    ,                          ,C                     ,               ,              ,                      ,                          ,                                 ,                    ,                         ,F                     ,F                    ,                       ,                  ,                   ,                  ,                               ,                                ,R                ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,C                  ,                      ,                           ,                         ,                  ,                  ,C                ,                                   ,A                               ,                        ,                        ,F                            ,F                         ,                  ,C                  ,F                     ,                  ,                   ,                 ,R                         ,                           ,F                      ,                   ,                       ,                    ,                        ,C                 ,R                   ,F               ,F                ,R                    ,F                                    ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN7               ,              ,115, 714,A,  6,H, 2, 140.00,     44.3000,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,R                    ,                        ,                       ,                           ,                      ,F                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,                      ,                    ,C                                     ,                         ,                     ,                                         ,                                         ,                        ,                 ,C                    ,                           ,                    ,                  ,R                  ,                    ,                          ,C                     ,               ,              ,                      ,                          ,                                 ,                    ,                         ,C                     ,F                    ,                       ,                  ,                   ,                  ,                               ,                                ,R                ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,F                  ,                      ,                           ,R                        ,                  ,                  ,C                ,                                   ,C                               ,                        ,                        ,F                            ,F                         ,                  ,F                  ,C                     ,                  ,                   ,                 ,F                         ,                           ,F                      ,                   ,                       ,                    ,                        ,C                 ,R                   ,R               ,                 ,R                    ,F                                    ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN7               ,              ,115, 714,A,  6,H, 3,  30.00,     44.7000,Rio      ,Nannofossils                                 ,A              ,P                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,F                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,                      ,                    ,A                                     ,                         ,                     ,                                         ,                                         ,                        ,                 ,A                    ,                           ,                    ,                  ,F                  ,                    ,                          ,C                     ,               ,              ,                      ,                          ,                                 ,                    ,                         ,F                     ,                     ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,C                               ,                        ,                        ,C                            ,C                         ,                  ,F                  ,C                     ,                  ,cf                 ,                 ,C                         ,                           ,                       ,                   ,                       ,                    ,                        ,C                 ,C                   ,                ,                 ,?                    ,                                     ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN7               ,              ,115, 714,A,  6,H, 3,  75.00,     45.1500,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,F                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,                      ,                    ,C                                     ,                         ,                     ,                                         ,                                         ,                        ,                 ,C                    ,                           ,                    ,                  ,F                  ,                    ,                          ,F                     ,               ,              ,                      ,                          ,                                 ,                    ,                         ,F                     ,C                    ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,F                  ,                      ,                           ,                         ,                  ,                  ,C                ,                                   ,C                               ,                        ,                        ,                             ,F                         ,                  ,                   ,F                     ,                  ,                   ,                 ,F                         ,                           ,F                      ,F                  ,                       ,                    ,                        ,C                 ,                    ,                ,F                ,R                    ,R                                    ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN7               ,              ,115, 714,A,  6,H, 4,  30.00,     46.2000,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,C                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,                      ,                    ,C                                     ,                         ,                     ,                                         ,                                         ,                        ,                 ,C                    ,                           ,                    ,                  ,F                  ,                    ,                          ,C                     ,               ,              ,                      ,                          ,                                 ,                    ,                         ,F                     ,F                    ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,R                  ,                      ,                           ,                         ,                  ,                  ,C                ,                                   ,C                               ,                        ,                        ,                             ,R                         ,                  ,                   ,F                     ,                  ,                   ,R                ,C                         ,                           ,                       ,                   ,R                      ,                    ,                        ,C                 ,                    ,R               ,C                ,                     ,F                                    ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
