Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Thoracosphaera (unspecified taxon or taxa)	Sphenolithus pseudoradians	Sphenolithus predistentus	Sphenolithus moriformis	Reticulofenestra umbilica	Reticulofenestra (unspecified taxon or taxa)	Pontosphaera (unspecified taxon or taxa)	Helicosphaera recta	Helicosphaera compacta	Discoaster tanii	Discoaster deflandrei	Cyclicargolithus floridanus	Cyclicargolithus (unspecified taxon or taxa)	Coronocyclus (unspecified taxon or taxa)	Coccolithus pelagicus	Coccolithus formosus	Coccolithus (unspecified taxon or taxa)	Clausicoccus (unspecified taxon or taxa)	Zeugrhabdotus (unspecified taxon or taxa)	Reticulofenestra hillae	Discoaster barbadiensis	Braarudosphaera spp.	Sphenolithus distentus	Micrantholithus (unspecified taxon or taxa)	Triquetrorhabdulus carinatus	Sphenolithus ciperoensis	Sphenolithus (unspecified taxon or taxa)	Reticulofenestra pseudoumbilica	Discoaster variabilis	Discoaster pentaradiatus	Discoaster neohamatus	Discoaster brouweri	Discoaster bollii	Calcidiscus macintyrei	Triquetrorhabdulus rugosus	Discoaster triradiatus	Discoaster hamatus	Calcidiscus (unspecified taxon or taxa)	Discoaster quinqueramus	Discoaster berggrenii	Discoaster surculus	Amaurolithus primus	Amaurolithus delicatus	Amaurolithus sp. c	Rhabdosphaera (unspecified taxon or taxa)	Discoaster asymmetricus	Ceratolithus (unspecified taxon or taxa)	Helicosphaera (unspecified taxon or taxa)	Amaurolithus tricorniculatus	Crenalithus (unspecified taxon or taxa)	Ceratolithus cristatus	Umbilicosphaera (unspecified taxon or taxa)	Scyphosphaera (unspecified taxon or taxa)	Pseudoemiliania (unspecified taxon or taxa)	Ceratolithus rugosus	Pontosphaera japonica	Discoaster tamalis	Hayaster perplexus	Scapholithus (unspecified taxon or taxa)	Helicosphaera sellii	Gephyrocapsids (small)	Gephyrocapsa oceanica	Gephyrocapsa caribbeanica	Ceratolithus armatus	Comment

  SR	Late Pliocene    	                 	CN12b             	              	110	 671	B	  6	H	CC	  30.00	     55.4300	Clark    	Nannofossils                                 	A              	M                 	F                                         	                          	                         	                       	                         	                                            	                                        	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	                     	A                       	                     	C                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	C                  	                   	                      	                  	C                                        	F                      	                                        	C                                        	                            	A                                      	F                     	C                                          	C                                        	A                                          	                    	                     	                  	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12b             	              	110	 671	B	  7	H	 1	  79.00	     55.6900	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	                         	                       	                         	                                            	                                        	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	                     	C                       	                     	F                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	C                  	                   	                      	                  	C                                        	R                      	                                        	C                                        	                            	A                                      	F                     	F                                          	A                                        	A                                          	                    	                     	                  	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12b             	              	110	 671	B	  7	H	 2	  79.00	     57.1900	Clark    	Nannofossils                                 	A              	M                 	F                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	R                    	A                       	                     	C                  	                 	F                     	                          	R                     	                  	C                                      	                       	                     	C                  	                   	                      	                  	C                                        	R                      	                                        	C                                        	                            	A                                      	F                     	F                                          	C                                        	A                                          	                    	R                    	                  	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	  7	H	 3	  79.00	     58.6900	Clark    	Nannofossils                                 	A              	G                 	F                                         	                          	                         	                       	                         	                                            	R                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	R                    	C                       	                     	C                  	                 	C                     	                          	R                     	                  	C                                      	                       	                     	C                  	                   	                      	                  	C                                        	F                      	                                        	C                                        	                            	A                                      	F                     	                                           	C                                        	A                                          	                    	                     	R                 	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	  7	H	 4	  79.00	     60.1900	Clark    	Nannofossils                                 	A              	G                 	F                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	R                    	C                       	                     	C                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	C                  	                   	                      	                  	C                                        	F                      	                                        	C                                        	                            	A                                      	F                     	F                                          	C                                        	A                                          	                    	R                    	F                 	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	  7	H	 5	  79.00	     61.6900	Clark    	Nannofossils                                 	C              	M                 	C                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	F                    	C                       	                     	C                  	                 	C                     	                          	R                     	                  	F                                      	                       	                     	F                  	                   	                      	                  	C                                        	F                      	                                        	C                                        	                            	A                                      	F                     	R                                          	C                                        	A                                          	                    	                     	F                 	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	  7	H	CC	  39.00	     63.5900	Clark    	Nannofossils                                 	A              	G                 	C                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	F                    	A                       	                     	C                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	C                  	                   	                      	                  	C                                        	C                      	                                        	C                                        	                            	A                                      	F                     	R                                          	A                                        	A                                          	                    	                     	F                 	                  	R                                       	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	  8	H	 1	  79.00	     65.1900	Clark    	Nannofossils                                 	C              	G                 	F                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	                     	C                       	                     	C                  	                 	C                     	                          	R                     	                  	F                                      	                       	                     	F                  	                   	                      	                  	C                                        	F                      	                                        	C                                        	                            	A                                      	F                     	                                           	C                                        	C                                          	                    	                     	C                 	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	  8	H	 2	  79.00	     66.6900	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	R                    	C                       	                     	C                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	F                  	                   	                      	                  	C                                        	F                      	                                        	C                                        	                            	A                                      	F                     	                                           	C                                        	A                                          	                    	                     	C                 	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	  8	H	 3	  79.00	     68.1900	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	F                    	C                       	                     	C                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	F                  	                   	                      	                  	C                                        	F                      	                                        	C                                        	                            	A                                      	F                     	                                           	C                                        	A                                          	                    	                     	F                 	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	  8	H	 4	  79.00	     69.6900	Clark    	Nannofossils                                 	C              	M                 	R                                         	                          	                         	                       	                         	                                            	R                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	F                    	C                       	                     	C                  	                 	F                     	                          	F                     	                  	F                                      	                       	                     	C                  	                   	                      	                  	C                                        	F                      	                                        	F                                        	                            	A                                      	F                     	                                           	F                                        	A                                          	                    	                     	C                 	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	  8	H	 5	  79.00	     71.1900	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	F                    	C                       	                     	C                  	                 	F                     	                          	F                     	                  	F                                      	                       	                     	C                  	                   	                      	                  	C                                        	C                      	                                        	C                                        	                            	A                                      	F                     	                                           	C                                        	C                                          	                    	                     	F                 	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	  8	H	 6	  79.00	     72.6900	Clark    	Nannofossils                                 	C              	G                 	F                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	F                    	A                       	                     	C                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	C                  	                   	                      	                  	F                                        	C                      	                                        	C                                        	                            	A                                      	F                     	                                           	C                                        	A                                          	                    	                     	C                 	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	  8	H	CC	  19.00	     74.1700	Clark    	Nannofossils                                 	C              	M                 	C                                         	                          	                         	                       	                         	                                            	C                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	C                    	C                       	                     	C                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	C                  	                   	                      	                  	C                                        	F                      	                                        	C                                        	                            	A                                      	C                     	                                           	C                                        	A                                          	                    	                     	C                 	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	  9	H	 1	  78.00	     74.6800	Clark    	Nannofossils                                 	C              	G                 	F                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	C                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	rR                                      	                               	C                    	C                       	                     	C                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	C                  	                   	                      	                  	C                                        	C                      	                                        	C                                        	                            	A                                      	F                     	                                           	C                                        	A                                          	                    	                     	C                 	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	  9	H	 2	  78.00	     76.1800	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	                         	                       	                         	                                            	                                        	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	F                    	C                       	                     	C                  	                 	F                     	                          	F                     	                  	F                                      	                       	                     	C                  	                   	                      	                  	C                                        	C                      	                                        	C                                        	                            	A                                      	F                     	                                           	F                                        	A                                          	                    	                     	F                 	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	  9	H	 3	  78.00	     77.6800	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	rR                                      	                               	R                    	C                       	                     	C                  	                 	F                     	                          	R                     	                  	F                                      	                       	                     	F                  	                   	                      	                  	F                                        	F                      	                                        	F                                        	                            	C                                      	R                     	                                           	F                                        	C                                          	                    	                     	F                 	                  	                                        	R                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	  9	H	 4	  78.00	     79.1800	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	                         	                       	                         	                                            	                                        	                   	                      	                	                     	                           	                                            	                                        	R                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	rR                                      	                               	F                    	C                       	                     	C                  	                 	C                     	                          	                      	                  	C                                      	                       	                     	F                  	                   	                      	                  	F                                        	F                      	                                        	F                                        	                            	C                                      	R                     	                                           	F                                        	A                                          	                    	                     	F                 	                  	                                        	R                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	  9	H	 5	  78.00	     80.6800	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	                         	                       	                         	                                            	R                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	rR                                      	                               	F                    	A                       	                     	C                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	C                  	                   	                      	                  	C                                        	F                      	                                        	F                                        	                            	A                                      	F                     	                                           	C                                        	A                                          	                    	                     	C                 	R                 	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	  9	H	 6	  78.00	     82.1800	Clark    	Nannofossils                                 	C              	M                 	                                          	                          	                         	                       	                         	                                            	R                                       	                   	                      	                	                     	                           	                                            	                                        	                     	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	A                                       	                               	F                    	F                       	                     	F                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	F                  	                   	                      	                  	F                                        	F                      	                                        	F                                        	                            	C                                      	                      	                                           	                                         	C                                          	                    	                     	F                 	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	  9	H	CC	  32.00	     83.3500	Clark    	Nannofossils                                 	A              	M                 	F                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	A                                       	                               	C                    	A                       	                     	A                  	                 	C                     	                          	C                     	                  	C                                      	                       	                     	C                  	                   	                      	                  	F                                        	C                      	                                        	F                                        	                            	A                                      	F                     	                                           	C                                        	A                                          	                    	                     	C                 	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	 10	H	 1	  79.00	     84.1900	Clark    	Nannofossils                                 	A              	M                 	F                                         	                          	                         	                       	                         	                                            	R                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	A                                       	                               	C                    	A                       	                     	A                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	C                  	                   	                      	                  	F                                        	C                      	                                        	C                                        	                            	A                                      	F                     	                                           	F                                        	A                                          	                    	                     	F                 	                  	                                        	                    	                      	R                    	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.
