Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Stichocorys wolffii	Stichocorys delmontensis	Siphostichartus corona	Lithopera thornburgi	Diartus petterssoni	Cyrtocapsella japonica	Carpocanopsis cristata	Calocycletta caepa	Botryostrobus miralestensis	Stichocorys johnsoni	Diartus hughesi	Solenosphaera omnitubus omnitubus	Stichocorys peregrina	Stylatractus universus	Phormostichoartus fistula	Phormostichoartus doliolum	Lychnodictyum audax	Didymocyrtis penultima	Anthocyrtidium pliocenica	Anthocyrtidium jenghisi	Theocorythium vetulum	Pterocanium prismatium	Spongaster tetras	Amphirhopalum ypsilon	Lamprocyrtis heteroporos	Lamprocyrtis neoheteroporos	Theocalyptra davisiana	Theocorythium trachelium trachelium	Pterocorys minythorax	Anthocyrtidium angulare	Lamprocyrtis nigriniae	Collosphaera tuberosa	Comment
  SR	                 	                 	D. petterssoni (RN6)	              	138	 851	B	 25	X	CC	  20.00	    236.1600	Moore    	Radiolarians                                 	A              	M                 	R                  	C                       	R                     	                    	F                  	rT                    	                      	R                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. petterssoni (RN6)	              	138	 851	B	 26	X	 2	 110.00	    238.7000	Moore    	Radiolarians                                 	A              	M                 	R                  	C                       	R                     	                    	F                  	-                     	                      	R                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. petterssoni (RN6)	              	138	 851	B	 26	X	 4	 110.00	    241.7000	Moore    	Radiolarians                                 	A              	M                 	F                  	C                       	R                     	                    	F                  	-                     	                      	F                 	-                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. petterssoni (RN6)	              	138	 851	B	 26	X	 6	 110.00	    244.7000	Moore    	Radiolarians                                 	A              	M                 	R                  	C                       	R                     	-                   	F                  	C                     	                      	F                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. petterssoni (RN6)	              	138	 851	B	 26	X	CC	  23.00	    245.2200	Moore    	Radiolarians                                 	A              	M                 	R                  	C                       	R                     	R                   	F                  	C                     	                      	R                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. petterssoni (RN6)	              	138	 851	B	 27	X	CC	  29.00	    255.6500	Moore    	Radiolarians                                 	A              	M                 	R                  	C                       	R                     	-                   	F                  	C                     	                      	R                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. petterssoni (RN6)	              	138	 851	B	 28	X	CC	  13.00	    265.1100	Moore    	Radiolarians                                 	A              	M                 	R                  	C                       	R                     	R                   	F                  	C                     	-                     	R                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. petterssoni (RN6)	              	138	 851	B	 29	X	 1	 110.00	    266.2000	Moore    	Radiolarians                                 	A              	M                 	R                  	C                       	R                     	R                   	F                  	F                     	R                     	F                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. petterssoni (RN6)	              	138	 851	B	 29	X	CC	  25.00	    272.8000	Moore    	Radiolarians                                 	A              	M                 	R                  	C                       	R                     	R                   	F                  	C                     	R                     	R                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. petterssoni (RN6)	              	138	 851	B	 31	X	CC	  32.00	    293.9600	Moore    	Radiolarians                                 	A              	M                 	R                  	C                       	R                     	R                   	F                  	C                     	-                     	F                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. petterssoni (RN6)	              	138	 851	B	 32	X	CC	  24.00	    302.8400	Moore    	Radiolarians                                 	A              	G                 	F                  	C                       	-                     	R                   	F                  	F                     	R                     	R                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. petterssoni (RN6)	              	138	 851	B	 33	X	CC	  37.00	    313.1000	Moore    	Radiolarians                                 	A              	M                 	R                  	C                       	R                     	-                   	R                  	R                     	R                     	F                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. petterssoni (RN6)	              	138	 851	B	 34	X	 4	 108.00	    318.4800	Moore    	Radiolarians                                 	C/A            	M                 	F                  	C                       	-                     	R                   	F                  	C                     	R                     	-                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

