Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Uvigerina peregrina,Stilostomella cf. consobrina,Oridorsalis umbonatus,Nodogenerina adolphina,Melonis barleeanus,Gyroidina neosoldanii,Frondicularia sp.,Dentalina sp.,Cibicides corpulentus,Bulimina striata mexicana,Trifarina angulosa,Globocassidulina subglobosa,Fissurina sp.,Cibicidoides mckannai,Globobulimina affinis,Cibicidoides wuellerstorfi,Bulimina striata striata,Uvigerina auberiana,Pullenia bulloides,Pleurostomella alternans,Nonionella auris,Cibicidoides hitchcockae,Hoeglundina elegans,Melonis pompilioides,Gyroidina orbicularis,Chilostomella ovoidea,Pyrgo murrhina,Uvigerina hollicki,Uvigerina bifurcata,Globobulimina turgida,Mucronina sp.,Gyroidina zelandica,Bulimina denudata,Bucella peruviana,Quinqueloculina seminulum,Miliolinella subrotundata,Cassidulina laevigata,Cassidulina crassa,Glandulina laevigata,Lagena sp.,Cibicidoides bradyi,Nonion sp.,Lagena gracillima,Cibicides lobatulus,Dentalina filiformis,"Clavulina sp. ""A""",Globobulimina spinifera,Uvigerina senticosa,Lagena striata,Epistominella pacifica,Dentalina communis,Bulimina alazanensis,Buliminella tenuata,Ehrenbergina glabra,Pullenia quinqueloba,Triloculina tricarinata,Cassidulinoides parkerae,Bolivina spissa,Astrononion sp.,Parafissurina ovata,Stainforthia complanata,Valvulineria laevigata,Cassidulinoides tenuis,Bolivina sp.,Pyrgo serrata,Martinottiella communis,Karreriella bradyi,Hormosina globulifera,Pyrgo oblonga,Miliolinella oblonga,Lenticulina sp.,Discanomalina coronata,Nonionella sp.,Hanzawaia sp.,Saccammina sphaerica,Anomalina globulosa,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C,  6,H, 3,  56.00,     44.5600,Spiegler ,Benthic Foraminifers                         ,C              ,M                 ,F                  ,                            ,R                    ,                      ,R                 ,R                    ,                 ,             ,                     ,R                        ,R                 ,                           ,             ,                     ,R                    ,R                         ,                        ,                   ,R                 ,                        ,R               ,                        ,R                  ,                    ,                     ,                     ,              ,                  ,R                  ,                     ,             ,R                  ,R                ,                 ,                         ,                         ,                     ,R                 ,                    ,          ,                   ,R         ,                 ,                   ,                    ,                 ,R                      ,R                  ,R             ,R                     ,                  ,                    ,R                  ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,R            ,                    ,               ,                      ,              ,             ,                    ,                   ,from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C,  6,H, 5,  67.00,     47.6700,Spiegler ,Benthic Foraminifers                         ,R              ,P                 ,                   ,                            ,                     ,                      ,                  ,R                    ,                 ,             ,                     ,                         ,                  ,                           ,             ,                     ,                     ,                          ,                        ,                   ,                  ,                        ,                ,                        ,                   ,                    ,                     ,                     ,              ,                  ,                   ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,R                   ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C,  6,H, 7,  16.00,     50.1600,Spiegler ,Benthic Foraminifers                         ,R              ,M                 ,R                  ,                            ,                     ,                      ,R                 ,                     ,                 ,             ,                     ,                         ,                  ,                           ,             ,R                    ,R                    ,R                         ,                        ,                   ,R                 ,                        ,                ,                        ,R                  ,R                   ,                     ,                     ,              ,                  ,R                  ,R                    ,             ,R                  ,                 ,                 ,                         ,                         ,R                    ,R                 ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,R                      ,R                  ,              ,R                     ,                  ,                    ,R                  ,                   ,                    ,                       ,R                       ,               ,               ,                   ,                       ,R                     ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C,  6,H,CC,  32.00,     51.2000,Spiegler ,Benthic Foraminifers                         ,C              ,M                 ,R                  ,                            ,R                    ,                      ,R                 ,R                    ,                 ,             ,R                    ,R                        ,                  ,                           ,             ,                     ,R                    ,                          ,                        ,                   ,R                 ,                        ,                ,R                       ,R                  ,                    ,                     ,                     ,              ,                  ,F                  ,R                    ,             ,                   ,                 ,                 ,                         ,                         ,R                    ,R                 ,                    ,R         ,                   ,R         ,                 ,R                  ,R                   ,R                ,                       ,F                  ,              ,F                     ,R                 ,                    ,R                  ,R                  ,R                   ,                       ,                        ,               ,               ,                   ,R                      ,R                     ,R                     ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; Rare unidentified taxa; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C,  7,H, 2,  80.00,     52.8000,Spiegler ,Benthic Foraminifers                         ,R              ,P                 ,R                  ,                            ,R                    ,                      ,                  ,                     ,                 ,             ,                     ,                         ,                  ,                           ,             ,                     ,R                    ,                          ,                        ,                   ,                  ,                        ,                ,                        ,                   ,                    ,                     ,                     ,              ,                  ,R                  ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,R                  ,              ,R                     ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C,  7,H, 3,  39.00,     53.8900,Spiegler ,Benthic Foraminifers                         ,R              ,M                 ,R                  ,                            ,                     ,                      ,R                 ,                     ,                 ,             ,                     ,R                        ,R                 ,                           ,             ,R                    ,R                    ,                          ,                        ,                   ,                  ,                        ,F               ,                        ,                   ,                    ,R                    ,                     ,              ,                  ,F                  ,R                    ,             ,                   ,R                ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,R                     ,                  ,                    ,R                  ,                   ,R                   ,                       ,                        ,               ,               ,                   ,                       ,R                     ,                      ,            ,             ,                       ,                  ,R                    ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C,  7,H, 6,  10.00,     58.1000,Spiegler ,Benthic Foraminifers                         ,C              ,M                 ,R                  ,                            ,R                    ,                      ,R                 ,                     ,                 ,             ,                     ,R                        ,R                 ,                           ,             ,R                    ,R                    ,                          ,                        ,                   ,                  ,                        ,R               ,                        ,                   ,                    ,                     ,R                    ,              ,                  ,F                  ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,R         ,                   ,          ,                 ,                   ,                    ,                 ,R                      ,                   ,              ,R                     ,                  ,                    ,R                  ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C,  7,H, 7, 109.00,     60.5900,Spiegler ,Benthic Foraminifers                         ,A              ,M                 ,R                  ,                            ,F                    ,                      ,R                 ,                     ,                 ,             ,R                    ,                         ,R                 ,R                          ,             ,R                    ,                     ,C                         ,                        ,                   ,                  ,                        ,                ,R                       ,R                  ,                    ,R                    ,                     ,              ,                  ,F                  ,R                    ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,R                   ,          ,                   ,          ,                 ,                   ,                    ,R                ,                       ,R                  ,              ,                      ,R                 ,                    ,R                  ,R                  ,                    ,                       ,                        ,R              ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C,  7,H, 7, 124.00,     60.7400,Spiegler ,Benthic Foraminifers                         ,C              ,P                 ,R                  ,                            ,R                    ,                      ,R                 ,R                    ,                 ,             ,                     ,R                        ,R                 ,                           ,R            ,R                    ,R                    ,                          ,R                       ,                   ,R                 ,                        ,                ,R                       ,                   ,                    ,                     ,                     ,              ,                  ,F                  ,R                    ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,R         ,                   ,          ,R                ,R                  ,                    ,                 ,                       ,R                  ,              ,R                     ,R                 ,R                   ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,R                      ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C,  7,H,CC,  48.00,     61.9700,Spiegler ,Benthic Foraminifers                         ,C              ,M                 ,F                  ,                            ,R                    ,                      ,R                 ,R                    ,                 ,             ,                     ,                         ,                  ,                           ,             ,F                    ,R                    ,                          ,                        ,                   ,                  ,                        ,                ,R                       ,                   ,                    ,R                    ,R                    ,              ,                  ,R                  ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,R                  ,          ,                 ,                   ,                    ,                 ,R                      ,                   ,              ,                      ,R                 ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,R            ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C,  8,H,CC,  51.00,     70.3900,Spiegler ,Benthic Foraminifers                         ,C              ,M                 ,R                  ,R                           ,R                    ,                      ,R                 ,                     ,                 ,R            ,                     ,F                        ,R                 ,F                          ,R            ,R                    ,R                    ,                          ,                        ,                   ,R                 ,                        ,                ,                        ,R                  ,                    ,                     ,                     ,              ,                  ,R                  ,                     ,             ,                   ,                 ,                 ,                         ,R                        ,                     ,                  ,                    ,          ,R                  ,          ,R                ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,R                   ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,R           ,R            ,R                      ,R                 ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Rare unidentified taxa; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C,  9,P, 1,  20.00,     69.7000,Spiegler ,Benthic Foraminifers                         ,A              ,M                 ,                   ,                            ,R                    ,                      ,                  ,                     ,                 ,R            ,                     ,R                        ,                  ,                           ,             ,                     ,R                    ,R                         ,                        ,                   ,R                 ,                        ,                ,R                       ,R                  ,                    ,                     ,                     ,              ,                  ,C                  ,                     ,             ,                   ,                 ,                 ,R                        ,                         ,                     ,R                 ,                    ,R         ,                   ,          ,                 ,                   ,                    ,                 ,                       ,R                  ,              ,                      ,                  ,                    ,                   ,R                  ,                    ,                       ,                        ,               ,               ,                   ,                       ,R                     ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; Rare unidentified taxa; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 10,H, 2,  73.00,     73.2300,Spiegler ,Benthic Foraminifers                         ,C              ,P                 ,                   ,                            ,R                    ,                      ,                  ,R                    ,                 ,             ,                     ,R                        ,R                 ,                           ,             ,                     ,R                    ,R                         ,                        ,                   ,                  ,                        ,R               ,R                       ,R                  ,                    ,                     ,                     ,              ,                  ,F                  ,R                    ,             ,R                  ,                 ,                 ,                         ,R                        ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,R                   ,R                  ,                   ,                    ,                       ,R                       ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 10,H, 3, 131.00,     75.3100,Spiegler ,Benthic Foraminifers                         ,R              ,M                 ,R                  ,                            ,R                    ,                      ,R                 ,R                    ,                 ,             ,                     ,R                        ,                  ,                           ,             ,                     ,                     ,                          ,                        ,                   ,                  ,                        ,R               ,                        ,R                  ,                    ,                     ,                     ,              ,                  ,R                  ,                     ,             ,                   ,                 ,                 ,                         ,                         ,R                    ,R                 ,                    ,R         ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,C                   ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,R                      ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 10,H, 5,  68.00,     77.6800,Spiegler ,Benthic Foraminifers                         ,R              ,M                 ,                   ,                            ,R                    ,                      ,                  ,                     ,                 ,             ,                     ,R                        ,R                 ,                           ,             ,R                    ,                     ,                          ,                        ,                   ,                  ,                        ,R               ,                        ,R                  ,                    ,                     ,                     ,              ,                  ,R                  ,R                    ,             ,                   ,                 ,                 ,                         ,                         ,                     ,R                 ,                    ,R         ,                   ,          ,                 ,                   ,                    ,                 ,                       ,R                  ,              ,                      ,                  ,R                   ,                   ,                   ,                    ,                       ,R                       ,               ,               ,                   ,                       ,                      ,                      ,R           ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 10,H,CC,  54.00,     79.9400,Spiegler ,Benthic Foraminifers                         ,R              ,M                 ,                   ,                            ,                     ,                      ,                  ,                     ,                 ,             ,                     ,                         ,                  ,                           ,             ,                     ,R                    ,                          ,                        ,                   ,                  ,                        ,                ,                        ,                   ,                    ,                     ,                     ,              ,                  ,                   ,                     ,             ,                   ,                 ,                 ,                         ,R                        ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,R                  ,              ,                      ,                  ,                    ,                   ,                   ,                    ,R                      ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Rare unidentified taxa; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 11,X,CC,   0.00,     80.5000,Spiegler ,Benthic Foraminifers                         ,F              ,M                 ,                   ,                            ,R                    ,                      ,                  ,                     ,                 ,R            ,                     ,                         ,R                 ,                           ,             ,R                    ,                     ,R                         ,                        ,                   ,R                 ,                        ,                ,R                       ,                   ,                    ,                     ,                     ,              ,                  ,C                  ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,R                  ,              ,                      ,                  ,F                   ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 12,X, 1, 103.00,     91.1300,Spiegler ,Benthic Foraminifers                         ,R              ,G                 ,R                  ,                            ,                     ,                      ,R                 ,                     ,R                ,             ,                     ,                         ,R                 ,                           ,             ,                     ,                     ,                          ,                        ,                   ,                  ,                        ,R               ,                        ,R                  ,                    ,                     ,                     ,              ,                  ,R                  ,                     ,             ,R                  ,                 ,                 ,                         ,                         ,R                    ,R                 ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,R                   ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 12,X,CC,  11.00,     92.7900,Spiegler ,Benthic Foraminifers                         ,C              ,M                 ,C                  ,                            ,                     ,                      ,                  ,                     ,                 ,             ,                     ,                         ,                  ,                           ,             ,                     ,R                    ,                          ,                        ,                   ,                  ,                        ,                ,                        ,                   ,                    ,                     ,                     ,              ,                  ,F                  ,                     ,             ,                   ,                 ,R                ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,R                      ,R                  ,              ,R                     ,                  ,F                   ,R                  ,                   ,                    ,                       ,                        ,R              ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; Rare unidentified taxa; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 13,X, 1,  66.00,    100.4600,Spiegler ,Benthic Foraminifers                         ,C              ,M                 ,C                  ,                            ,R                    ,                      ,R                 ,                     ,                 ,             ,                     ,                         ,R                 ,                           ,             ,                     ,R                    ,                          ,                        ,                   ,                  ,                        ,R               ,R                       ,                   ,                    ,                     ,                     ,              ,                  ,F                  ,R                    ,             ,                   ,                 ,R                ,                         ,                         ,R                    ,R                 ,R                   ,          ,                   ,          ,                 ,R                  ,                    ,                 ,R                      ,R                  ,              ,R                     ,                  ,F                   ,                   ,R                  ,                    ,                       ,R                       ,R              ,               ,                   ,                       ,R                     ,R                     ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 13,X,CC,  12.00,    101.0700,Spiegler ,Benthic Foraminifers                         ,C              ,M                 ,                   ,                            ,R                    ,                      ,R                 ,                     ,                 ,             ,                     ,                         ,R                 ,                           ,             ,                     ,                     ,                          ,                        ,                   ,R                 ,                        ,F               ,R                       ,R                  ,                    ,                     ,                     ,              ,                  ,R                  ,                     ,             ,R                  ,                 ,R                ,                         ,                         ,R                    ,F                 ,                    ,R         ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,R                   ,                   ,R                  ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Rare unidentified taxa; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 14,X, 1,  93.00,    110.3300,Spiegler ,Benthic Foraminifers                         ,R              ,M                 ,                   ,                            ,                     ,                      ,                  ,                     ,                 ,             ,                     ,                         ,                  ,                           ,             ,                     ,                     ,                          ,                        ,                   ,                  ,                        ,                ,                        ,                   ,                    ,                     ,                     ,              ,                  ,                   ,                     ,             ,R                  ,                 ,                 ,                         ,                         ,R                    ,R                 ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,R                   ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 14,X, 2,  42.00,    111.3200,Spiegler ,Benthic Foraminifers                         ,R              ,M                 ,R                  ,                            ,                     ,                      ,                  ,                     ,                 ,             ,                     ,                         ,                  ,                           ,             ,                     ,                     ,                          ,                        ,                   ,                  ,                        ,R               ,                        ,                   ,                    ,                     ,                     ,              ,                  ,                   ,                     ,             ,                   ,                 ,                 ,                         ,                         ,R                    ,R                 ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,F                   ,R                  ,                   ,                    ,                       ,R                       ,               ,               ,                   ,R                      ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,U. senticosa      ,              ,141, 861,C, 14,X,CC,  15.00,    112.5300,Spiegler ,Benthic Foraminifers                         ,R              ,M                 ,R                  ,                            ,R                    ,                      ,                  ,                     ,                 ,             ,                     ,                         ,                  ,                           ,             ,R                    ,                     ,R                         ,                        ,                   ,                  ,                        ,R               ,R                       ,R                  ,                    ,                     ,                     ,              ,                  ,F                  ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,R                 ,                    ,R         ,                   ,          ,                 ,                   ,                    ,                 ,R                      ,                   ,              ,                      ,                  ,F                   ,R                  ,R                  ,R                   ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; Rare unidentified taxa; from Leg 141SR; Ch 15; Table 1; back pocket
