Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Haplophragmoides spp.,Cyclammina spp.,Unidentified benthic forams,Cribrostomoides spp.,Saccorhiza spp.,Discammina spp.,Globocassidulina subglobosa,Bathysiphon spp.,Cibicidoides spp.,Uvigerina hispida,Ostracoda spp.,Hoeglundina elegans,Globobulimina spp.,Unilocular species,Trifarina angulosa,Lenticulina spp.,Dentalina spp.,Bulimina marginata,Pullenia spp.,Vulvulina spp.,Plectofrondicularia spp.,Quinqueloculina spp.,Gyroidinoides spp.,Triloculina spp.,Reophax spp.,Pyrgo spp.,Pullenia bulloides,Pleurostomella spp.,Osangularia culter,Oridorsalis umbonatus,Nummoloculina spp.,Miliolinella subrotundata,Uvigerina peregrina,Textularia spp.,Stilostomella spp.,Spirillina spp.,Sphaeroidina bulloides,Saracenaria spp.,Nonion spp.,Hanzawaia mantaensis,Dorothia spp.,Buliminella spp.,Bolivina spp.,Spiroloculina spp.,Karreriella bradyi,Eggerella bradyi,Nuttallides umbonifera,Nonionella spp.,Bulimina alazanensis,Laticarinina pauperata,Astacolus spp.,Sigmoilina tenuis,Notorotalia zelandica,Nodosaria spp.,Fontbotia wuellerstorfi,Cibicides lobatulus,Ceratobulimina spp.,Orthomorphina spp.,Nonionellina spp.,Parrelloides bradyi,Chilostomella oolina,Anomalinoides globulosus,Cassidulina spp.,Astrononion spp.,Globobulimina ovata,Epistominella exigua,Siphonina australis,Robertinoides spp.,Cassidulinoides spp.,Siphotextularia catenata,Melonis barleeanus,Marginulinopsis spp.,Bulimina aculeata,Pyrulina spp.,Polymorphina spp.,Cibicidoides mundulus,Gyroidina zealandica,Gyroidina orbicularis,Uvigerina hispidocostata,Rectuvigerina spp.,Inaequalina spp.,Hopkinsina mioindex,Anomalinoides spissiformis,Ehrenbergina spp.,Martinottiella communis,Rectuvigerina siphogenerinoides,Bolboforma capsula,Melonis pompilioides,Sigmoilopsis schlumbergeri,Bolivina huneri,Pseudoclavulina spp.,Bulimina mexicana,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 24,X,CC,  21.00,    224.2700,benthics ,Benthic Foraminifers                         ,C              ,G                 ,                     ,               ,T                          ,                    ,               ,               ,R                          ,                ,                 ,                 ,R             ,                   ,                  ,R                 ,                  ,                ,R             ,                  ,             ,              ,                        ,R                   ,R                 ,                ,            ,R         ,F                 ,R                  ,                  ,C                    ,                  ,                         ,R                  ,R              ,R                 ,               ,                      ,                ,           ,                    ,             ,                ,R            ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,R                ,                     ,              ,R                      ,                   ,                   ,                  ,                 ,                   ,                    ,R                       ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,F                    ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,B/P: 1/100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 25,X,CC,  21.00,    233.1200,benthics ,Benthic Foraminifers                         ,C              ,M                 ,                     ,               ,                           ,                    ,               ,               ,F                          ,                ,                 ,                 ,              ,                   ,                  ,                  ,                  ,                ,              ,                  ,             ,              ,                        ,                    ,                  ,                ,            ,          ,R                 ,                   ,                  ,R                    ,                  ,                         ,                   ,               ,R                 ,               ,C                     ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,               ,R                   ,                      ,              ,                 ,                     ,R             ,R                      ,                   ,                   ,                  ,                 ,                   ,                    ,R                       ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,R                    ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,B/P: 1/90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 26,X,CC,  26.00,    243.5300,benthics ,Benthic Foraminifers                         ,C              ,M                 ,                     ,               ,                           ,                    ,               ,               ,                           ,                ,R                ,                 ,              ,                   ,                  ,R                 ,                  ,                ,              ,                  ,             ,              ,                        ,                    ,                  ,                ,            ,          ,                  ,R                  ,                  ,                     ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,R                     ,               ,R                   ,F                     ,              ,R                ,                     ,R             ,F                      ,                   ,                   ,                  ,                 ,R                  ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,R                    ,R                   ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,B/P: 1/100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 27,X,CC,  39.00,    253.2800,benthics ,Benthic Foraminifers                         ,C              ,M                 ,                     ,               ,T                          ,                    ,               ,               ,R                          ,                ,                 ,                 ,R             ,                   ,                  ,R                 ,                  ,T               ,              ,                  ,             ,              ,                        ,                    ,R                 ,                ,            ,          ,R                 ,T                  ,R                 ,R                    ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,C                     ,               ,                    ,                      ,              ,                 ,                     ,R             ,R                      ,                   ,                   ,                  ,                 ,F                  ,                    ,R                       ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,R                         ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,B/P: 1/100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 28,X,CC,  44.00,    260.2900,benthics ,Benthic Foraminifers                         ,F              ,M                 ,                     ,               ,T                          ,                    ,               ,               ,                           ,                ,                 ,                 ,R             ,                   ,                  ,R                 ,                  ,T               ,              ,T                 ,             ,C             ,                        ,                    ,R                 ,                ,            ,          ,R                 ,                   ,                  ,                     ,                  ,                         ,R                  ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,R                 ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,R             ,                       ,                   ,                   ,                  ,                 ,T                  ,                    ,R                       ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,R                    ,                    ,                     ,                        ,                  ,                ,                   ,                          ,T                ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,B/P: 1/80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 29,X,CC,  32.00,    272.3400,benthics ,Benthic Foraminifers                         ,C              ,G                 ,                     ,               ,                           ,                    ,               ,               ,                           ,                ,F                ,                 ,F             ,                   ,                  ,R                 ,                  ,T               ,              ,                  ,             ,R             ,                        ,                    ,R                 ,                ,            ,          ,                  ,                   ,                  ,F                    ,                  ,                         ,                   ,               ,R                 ,               ,R                     ,                ,           ,                    ,             ,                ,             ,                  ,R                 ,                ,R                     ,               ,                    ,                      ,              ,                 ,                     ,R             ,R                      ,                   ,                   ,                  ,                 ,R                  ,                    ,R                       ,                ,F               ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,R                    ,R                   ,                     ,                        ,                  ,                ,C                  ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,B/P: 1/100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 30,X,CC,   6.00,    281.4800,benthics ,Benthic Foraminifers                         ,C              ,M                 ,                     ,               ,                           ,                    ,               ,               ,T                          ,                ,                 ,                 ,              ,                   ,                  ,R                 ,                  ,R               ,              ,                  ,             ,R             ,                        ,F                   ,                  ,                ,            ,          ,                  ,T                  ,T                 ,F                    ,                  ,                         ,R                  ,               ,T                 ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,R                ,                     ,              ,F                      ,                   ,                   ,T                 ,                 ,                   ,                    ,                        ,                ,T               ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,T                   ,                     ,                        ,                  ,                ,F                  ,R                         ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,B/P: 1/99
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 31,X,CC,  30.00,    291.5900,benthics ,Benthic Foraminifers                         ,C              ,G                 ,                     ,               ,R                          ,                    ,               ,               ,                           ,                ,T                ,                 ,T             ,                   ,                  ,T                 ,                  ,R               ,T             ,F                 ,             ,              ,                        ,                    ,R                 ,                ,            ,          ,F                 ,T                  ,                  ,F                    ,                  ,                         ,F                  ,               ,T                 ,               ,                      ,                ,           ,                    ,             ,                ,T            ,                  ,T                 ,T               ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,F                       ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,F                    ,                    ,                     ,                        ,F                 ,                ,F                  ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,B/P: 1/99
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 32,X,CC,   0.00,    300.5800,benthics ,Benthic Foraminifers                         ,C              ,G                 ,                     ,               ,T                          ,                    ,               ,               ,                           ,                ,                 ,                 ,R             ,                   ,                  ,T                 ,                  ,R               ,R             ,                  ,             ,F             ,                        ,F                   ,                  ,                ,            ,T         ,                  ,                   ,R                 ,F                    ,                  ,                         ,C                  ,               ,R                 ,               ,R                     ,                ,           ,                    ,             ,                ,T            ,R                 ,                  ,                ,                      ,               ,                    ,                      ,              ,R                ,                     ,              ,T                      ,                   ,                   ,                  ,                 ,                   ,                    ,T                       ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,F                    ,                    ,R                    ,                        ,T                 ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,B/P: 1/99
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 33,X,CC,  32.00,    309.9700,benthics ,Benthic Foraminifers                         ,C              ,G                 ,                     ,               ,                           ,                    ,               ,               ,                           ,                ,T                ,                 ,              ,                   ,                  ,                  ,                  ,                ,              ,F                 ,             ,C             ,                        ,                    ,T                 ,                ,            ,          ,T                 ,                   ,                  ,R                    ,                  ,                         ,T                  ,               ,                  ,               ,                      ,                ,           ,C                   ,             ,                ,R            ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,T                ,                     ,T             ,                       ,                   ,                   ,                  ,                 ,+                  ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,T                 ,                    ,                 ,             ,                 ,T                    ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,B/P: 1/80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 34,X,CC,   0.00,    319.4500,benthics ,Benthic Foraminifers                         ,C              ,G                 ,                     ,               ,                           ,                    ,               ,               ,                           ,                ,T                ,T                ,              ,                   ,                  ,                  ,                  ,                ,              ,                  ,R            ,T             ,                        ,                    ,R                 ,                ,            ,          ,                  ,                   ,                  ,R                    ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,T               ,             ,                  ,R                 ,T               ,                      ,               ,                    ,                      ,              ,R                ,                     ,T             ,                       ,                   ,                   ,                  ,                 ,T                  ,                    ,                        ,T               ,                ,                   ,                    ,                   ,                  ,                    ,                        ,T                 ,                    ,                 ,             ,                 ,R                    ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,B/P: 1/90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 35,X,CC,  39.00,    328.8200,benthics ,Benthic Foraminifers                         ,C              ,M                 ,                     ,               ,                           ,                    ,               ,               ,                           ,                ,                 ,                 ,              ,                   ,                  ,                  ,                  ,                ,T             ,                  ,             ,              ,                        ,                    ,C                 ,                ,            ,          ,                  ,T                  ,T                 ,C                    ,                  ,                         ,F                  ,               ,F                 ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,               ,T                   ,                      ,              ,                 ,                     ,              ,T                      ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,B/P: 1/80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 36,X,CC,  35.00,    339.0200,benthics ,Benthic Foraminifers                         ,C              ,G                 ,                     ,               ,                           ,                    ,               ,               ,C                          ,                ,                 ,                 ,              ,                   ,                  ,T                 ,                  ,                ,              ,                  ,             ,              ,                        ,T                   ,                  ,                ,            ,          ,                  ,F                  ,                  ,                     ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,C                     ,               ,                    ,R                     ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,T                  ,                    ,R                       ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,T                 ,R               ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,B/P: 1/90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 37,X,CC,  29.00,    348.5900,benthics ,Benthic Foraminifers                         ,C              ,M                 ,                     ,               ,                           ,                    ,               ,               ,F                          ,                ,                 ,                 ,T             ,                   ,                  ,T                 ,                  ,                ,              ,T                 ,             ,              ,                        ,                    ,R                 ,                ,            ,          ,                  ,T                  ,                  ,F                    ,                  ,                         ,                   ,               ,                  ,               ,T                     ,                ,           ,                    ,             ,                ,             ,                  ,R                 ,T               ,                      ,               ,                    ,                      ,              ,                 ,                     ,T             ,                       ,                   ,                   ,                  ,                 ,T                  ,                    ,T                       ,                ,T               ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,R                    ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,B/P: 1/100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 38,X,CC,  50.00,    357.8700,benthics ,Benthic Foraminifers                         ,C              ,M                 ,                     ,               ,                           ,                    ,               ,               ,T                          ,                ,T                ,                 ,T             ,                   ,                  ,                  ,                  ,                ,              ,                  ,             ,              ,                        ,                    ,                  ,                ,            ,          ,R                 ,                   ,F                 ,R                    ,                  ,                         ,T                  ,               ,                  ,               ,                      ,                ,           ,                    ,             ,T               ,T            ,R                 ,                  ,                ,                      ,               ,                    ,                      ,T             ,R                ,                     ,R             ,T                      ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,F                    ,R                   ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,B/P: 1/100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 39,X,CC,  29.00,    367.4800,benthics ,Benthic Foraminifers                         ,R              ,M                 ,                     ,               ,T                          ,                    ,               ,               ,C                          ,                ,                 ,                 ,R             ,                   ,                  ,R                 ,                  ,                ,              ,T                 ,             ,              ,                        ,                    ,                  ,                ,            ,          ,T                 ,                   ,                  ,F                    ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,T               ,             ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,C             ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,C                    ,                    ,                     ,T                       ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,B/P: 1/100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 40,X,CC,  46.00,    376.5400,benthics ,Benthic Foraminifers                         ,A              ,G                 ,                     ,               ,                           ,                    ,               ,               ,                           ,                ,T                ,                 ,              ,                   ,                  ,                  ,                  ,R               ,              ,T                 ,             ,              ,                        ,                    ,                  ,                ,            ,          ,R                 ,                   ,                  ,C                    ,                  ,                         ,                   ,               ,T                 ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,T                 ,T               ,                      ,               ,                    ,                      ,              ,T                ,                     ,T             ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,F               ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,T                    ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 41,X,CC,  50.00,    387.0700,benthics ,Benthic Foraminifers                         ,C              ,G                 ,                     ,               ,                           ,                    ,               ,               ,                           ,                ,                 ,                 ,T             ,                   ,                  ,R                 ,                  ,                ,              ,                  ,             ,R             ,                        ,                    ,                  ,                ,            ,          ,T                 ,R                  ,                  ,                     ,                  ,                         ,R                  ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,T                 ,                ,T                     ,               ,R                   ,                      ,              ,F                ,                     ,C             ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,T                    ,T                   ,T                    ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,B/P: 1/100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 42,X,CC,  32.00,    396.6100,benthics ,Benthic Foraminifers                         ,C              ,P                 ,                     ,               ,                           ,                    ,T              ,               ,C                          ,                ,                 ,                 ,              ,                   ,                  ,F                 ,                  ,                ,T             ,T                 ,             ,              ,                        ,                    ,T                 ,                ,T           ,          ,F                 ,R                  ,                  ,F                    ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,T                 ,                  ,                ,                      ,               ,                    ,F                     ,              ,T                ,                     ,T             ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,R               ,                ,R                  ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/100, pyrite"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 43,X,CC,  34.00,    406.0100,benthics ,Benthic Foraminifers                         ,C              ,M                 ,                     ,               ,                           ,                    ,R              ,               ,R                          ,                ,T                ,                 ,R             ,                   ,                  ,F                 ,                  ,                ,              ,                  ,             ,              ,                        ,                    ,T                 ,R               ,R           ,          ,T                 ,T                  ,T                 ,                     ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,R               ,R                     ,               ,                    ,R                     ,              ,T                ,                     ,              ,                       ,                   ,                   ,                  ,                 ,F                  ,                    ,R                       ,T               ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/100, pyrite, sil. aggl. spec., art. ostrac., infilling"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 44,X,CC,  32.00,    415.4700,benthics ,Benthic Foraminifers                         ,C              ,M                 ,F                    ,               ,R                          ,                    ,F              ,R              ,T                          ,                ,                 ,                 ,T             ,F                  ,                  ,R                 ,                  ,T               ,T             ,T                 ,             ,T             ,                        ,                    ,                  ,                ,F           ,          ,                  ,F                  ,                  ,                     ,                  ,                         ,                   ,T              ,                  ,               ,T                     ,                ,           ,                    ,             ,                ,T            ,R                 ,                  ,                ,                      ,               ,                    ,T                     ,              ,R                ,                     ,              ,                       ,                   ,                   ,T                 ,                 ,F                  ,                    ,F                       ,                ,T               ,                   ,                    ,T                  ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,R                    ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/90, infilling, sil. aggl. spec."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 45,X,CC,  37.00,    425.5000,benthics ,Benthic Foraminifers                         ,F              ,G                 ,T                    ,               ,T                          ,                    ,               ,T              ,                           ,                ,                 ,T                ,R             ,T                  ,                  ,T                 ,                  ,                ,F             ,                  ,             ,              ,                        ,                    ,T                 ,                ,T           ,          ,                  ,                   ,                  ,                     ,                  ,                         ,                   ,T              ,T                 ,               ,T                     ,                ,           ,                    ,             ,                ,F            ,T                 ,                  ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/70, art. ostr., abund. spicules, small forams"
