Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Valvulineria loetterlei	Indeterminate sponge spicules	Indeterminate nodosariidae	Gavelinella barremiana	Lenticulina oligostegia	Dentalina nana	Lenticulina spp.	Indeterminate radiolarians	Indeterminate ostracodes	Indeterminate mollusc debris	Citharina spp.	Astacolus incurvata	Lenticulina subangulata	Lenticulina gaultina	Indeterminate polymorphinidae	Indeterminate echinoid debris	Haplophragmoides linki	Dorothia praeoxycona	Osangularia aff. brotzeni	Gyroidinoides primitiva	Gavelinella intermedia	Gavelinella berthelini	Dorothia filiformis	Praebulimina nannina	Osangularia insigna	Lingulogavelinella newtoni	Lingulogavelinella frankei	Gyroidinoides infracretacea	Gavelinella complanata	Gaudryina dividens	Eggerellina mariae	Osangularia utaturensis	Globorotalites rumanus	Lingulogavelinella kaptarenkae	Gaudryina pulvina	Eggerellina sp. 1	Marssonella oxycona	Verneuilina cretacea	Stensioina kelleri	Eponides sp.	Stensioina granulata granulata	Osangularia cordieriana	Nuttallides truempyi	Eponides simplex	Dorothia retusa	Valvulineria berthelini	Pleurostomella clavata	Nuttallides bronnimanni	Kalamopsis grzybowskii	Gyroidinoides nitidus	Globorotalites conicus	Bandyella greatvalleyensis	Aragonia ouezzanensis	Eponides beiselli	Clavulinoides whitei	Spiroplectammina semicomplanata	Praebulimina carseyae	Osangularia incisa	Lenticulina muensteri	Lagena apiculata	Lituotuba lituiformis	Gyroidinoides globosa	Dentalina communis	Aragonia velascoensis	Stensioina beccariiformis	Spiroplectammina excolata	Indeterminate fish bone fragments	Clavulinoides paleocenica	Tappanina selmensis	Anomalinoides welleri	Cibicidoides mexicanus	Gyroidinoides altiformis	Globocassidulina subglobosa	Clinapertina complanata	Cibicidoides praemundulus	Stilostomella subspinosa	Pullenia quinqueloba	Pullenia bulloides	Osangularia mexicana	Karreriella chapapotensis	Gaudryina laevigata	Cibicidoides grimsdalei	Bulimina semicostata	Anomalinoides spissiformis	Oridorsalis umbonatus	Vulvulina spinosa	Hoeglundina elegans	Gyroidinoides soldanii	Cibicidoides micrus	Cibicidoides eocaenus	Karreriella conversa	Globocassidulina moluccensis	Cibicidoides dutemplei	Comment
  IR	                 	                 	                  	              	192	1183	A	 48	R	CC	  17.00	   1071.0900	Sikora   	Benthic Foraminifers                         	F              	M                 	                       	                             	T                         	                      	                       	              	                	                          	                        	                            	              	                   	                       	                    	                             	                             	                      	                    	                         	                       	                      	                      	                   	                    	                   	                          	                          	                           	                      	                  	                  	                       	                      	                              	                 	                 	T                  	T                   	                  	            	                              	R                      	                    	T               	               	                       	T                     	F                      	R                     	T                    	T                     	T                         	T                    	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	Benthic forams relatively frequent

  IR	                 	                 	                  	              	192	1183	A	 49	R	CC	  16.00	   1078.6600	Sikora   	Benthic Foraminifers                         	R              	P                 	                       	                             	                          	                      	                       	              	                	                          	                        	                            	              	                   	                       	                    	                             	                             	                      	                    	                         	                       	                      	                      	                   	                    	                   	                          	                          	                           	                      	                  	                  	                       	                      	                              	                 	                 	                   	                    	                  	            	                              	T                      	                    	R               	               	T                      	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	upper lower Campanian?

  IR	                 	                 	                  	              	192	1183	A	 50	R	 1	  34.00	   1088.5400	Sikora   	Benthic Foraminifers                         	R              	P                 	                       	                             	                          	                      	                       	              	                	                          	                        	                            	              	                   	                       	                    	                             	                             	                      	                    	                         	                       	                      	                      	                   	                    	R                  	                          	                          	                           	                      	                  	                  	T                      	                      	                              	T                	T                	                   	T                   	                  	F           	                              	T                      	T                   	T               	T              	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	Abyssal with Conorboides displacement?

  IR	                 	                 	                  	              	192	1183	A	 50	R	 1	  87.00	   1089.0699	Sikora   	Benthic Foraminifers                         	R              	P                 	                       	                             	                          	                      	                       	              	                	                          	                        	                            	              	                   	                       	                    	                             	                             	                      	                    	                         	                       	                      	                      	                   	                    	                   	                          	                          	                           	                      	                  	                  	                       	                      	                              	R                	T                	                   	T                   	                  	            	R                             	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	middle Coniacian to early Santonian?

  IR	                 	                 	                  	              	192	1183	A	 50	R	 1	 112.00	   1089.3199	Sikora   	Benthic Foraminifers                         	T              	P                 	                       	                             	                          	                      	                       	              	                	                          	                        	                            	              	                   	                       	                    	                             	                             	                      	                    	                         	                       	                      	                      	                   	                    	T                  	                          	                          	                           	                      	                  	                  	                       	                      	                              	R                	R                	                   	R                   	T                 	T           	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	middle to late Coniacian

  IR	                 	                 	                  	              	192	1183	A	 50	R	 1	 133.00	   1089.5300	Sikora   	Benthic Foraminifers                         	T              	P                 	                       	                             	                          	                      	                       	              	                	                          	                        	                            	              	                   	                       	                    	                             	                             	                      	                    	                         	                       	                      	                      	                   	                    	                   	                          	                          	                           	                      	                  	                  	                       	                      	                              	T                	                 	                   	T                   	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	thin-section #41

  IR	                 	                 	                  	              	192	1183	A	 50	R	 2	  37.00	   1090.0699	Sikora   	Benthic Foraminifers                         	R              	P                 	                       	                             	T                         	                      	                       	              	                	                          	                        	                            	              	                   	                       	                    	                             	                             	                      	                    	                         	                       	                      	                      	                   	                    	                   	                          	                          	                           	                      	                  	                  	                       	                      	                              	T                	                 	                   	                    	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	thin section #85 also contains very rare, highly recrystallized hyaline spp.

  IR	                 	                 	                  	              	192	1183	A	 50	R	 2	  61.00	   1090.3101	Sikora   	Benthic Foraminifers                         	T              	P                 	                       	                             	                          	                      	                       	              	                	                          	                        	                            	              	                   	                       	                    	                             	                             	                      	                    	                         	                       	                      	                      	                   	                    	                   	                          	                          	                           	                      	                  	                  	                       	                      	                              	R                	                 	T                  	                    	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	thin-section #86

  IR	                 	                 	                  	              	192	1183	A	 50	R	 2	  75.00	   1090.4500	Sikora   	Benthic Foraminifers                         	R              	P                 	                       	                             	                          	                      	                       	              	                	                          	                        	                            	              	                   	                       	                    	                             	                             	                      	                    	                         	                       	                      	                      	                   	                    	                   	                          	                          	                           	                      	                  	                  	                       	                      	                              	R                	R                	                   	                    	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	middle to late Coniacian - based upon similar assemblage to 50-1

  IR	                 	                 	                  	              	192	1183	A	 50	R	 2	  78.00	   1090.4800	Sikora   	Benthic Foraminifers                         	T              	P                 	                       	R                            	                          	                      	                       	              	                	                          	                        	                            	              	                   	                       	                    	                             	                             	                      	                    	                         	                       	                      	                      	                   	                    	                   	                          	                          	                           	                      	                  	                  	                       	                      	                              	                 	                 	                   	                    	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	thin-section #42; PB indeterminate

  IR	                 	                 	                  	              	192	1183	A	 50	R	 3	  34.00	   1091.5400	Sikora   	Benthic Foraminifers                         	T              	M                 	                       	                             	                          	                      	                       	              	                	R                         	                        	                            	              	                   	                       	                    	                             	                             	                      	                    	                         	                       	                      	                      	                   	                    	                   	                          	                          	                           	                      	                  	                  	                       	                      	                              	                 	                 	                   	                    	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	       

  IR	                 	                 	                  	              	192	1183	A	 50	R	 3	  37.00	   1091.5699	Sikora   	Benthic Foraminifers                         	R              	P                 	                       	                             	R                         	                      	                       	              	                	                          	                        	                            	              	                   	                       	                    	                             	                             	                      	                    	                         	                       	                      	                      	                   	                    	                   	                          	                          	                           	                      	                  	                  	T                      	                      	C                             	                 	                 	                   	                    	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	late Albian? - based upon L. kaptarenkae plus rads as in core 51

  IR	                 	                 	                  	              	192	1183	A	 50	R	CC	  13.00	   1091.7300	Sikora   	Benthic Foraminifers                         	F              	M                 	                       	                             	T                         	                      	                       	              	                	                          	                        	                            	              	                   	                       	                    	                             	                             	                      	                    	                         	                       	                      	                      	                   	T                   	                   	                          	                          	                           	                      	                  	                  	R                      	T                     	                              	                 	                 	                   	                    	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	Thin-section #45

  IR	                 	                 	                  	              	192	1183	A	 51	R	 3	  13.00	   1101.0300	Sikora   	Benthic Foraminifers                         	T              	M                 	                       	                             	                          	                      	                       	              	                	A                         	                        	                            	              	                   	                       	                    	T                            	                             	                      	                    	                         	                       	T                     	                      	                   	                    	                   	                          	                          	                           	                      	                  	T                 	                       	                      	                              	                 	                 	                   	                    	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	Thin-section #47 - PB is questionable

  IR	                 	                 	                  	              	192	1183	A	 52	R	 1	 139.00	   1108.8900	Sikora   	Benthic Foraminifers                         	F              	M                 	                       	                             	                          	                      	                       	              	                	A                         	                        	                            	              	                   	                       	                    	                             	                             	                      	                    	                         	                       	                      	                      	                   	                    	                   	                          	                          	                           	                      	                  	                  	                       	                      	                              	                 	                 	                   	                    	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	late Albian - Thin section #48

  IR	                 	                 	                  	              	192	1183	A	 52	R	 2	 105.00	   1110.0500	Sikora   	Benthic Foraminifers                         	               	                  	R                      	                             	                          	                      	                       	              	                	                          	                        	                            	              	                   	                       	                    	                             	                             	                      	                    	                         	F                      	R                     	                      	                   	R                   	                   	                          	                          	C                          	                      	                  	T                 	                       	                      	                              	                 	                 	                   	                    	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	       

  IR	                 	                 	                  	              	192	1183	A	 52	R	 3	 107.00	   1111.5699	Sikora   	Benthic Foraminifers                         	C              	G                 	T                      	                             	                          	                      	                       	T             	                	                          	                        	                            	              	T                  	                       	                    	T                            	                             	                      	                    	                         	R                      	C                     	                      	                   	R                   	T                  	T                         	T                         	F                          	R                     	C                 	T                 	                       	                      	                              	                 	                 	                   	                    	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	       

  IR	                 	                 	                  	              	192	1183	A	 52	R	 4	 117.00	   1113.1700	Sikora   	Benthic Foraminifers                         	R              	M                 	                       	                             	                          	                      	                       	T             	                	                          	                        	                            	              	                   	                       	                    	                             	R                            	                      	                    	                         	                       	                      	                      	                   	                    	                   	                          	                          	                           	                      	                  	                  	                       	                      	                              	                 	                 	                   	                    	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	Thin-section #49 - PB is questionable

  IR	                 	                 	                  	              	192	1183	A	 52	R	CC	  15.00	   1113.3800	Sikora   	Benthic Foraminifers                         	F              	P                 	C                      	                             	                          	                      	                       	T             	                	A                         	                        	                            	              	                   	                       	T                   	R                            	T                            	                      	                    	F                        	R                      	T                     	T                     	T                  	                    	                   	                          	                          	                           	                      	                  	                  	                       	                      	                              	                 	                 	                   	                    	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	       

  IR	                 	                 	                  	              	192	1183	A	 53	R	 2	  81.00	   1119.4800	Sikora   	Benthic Foraminifers                         	R              	G                 	                       	                             	T                         	                      	                       	              	                	                          	F                       	F                           	              	                   	                       	                    	                             	R                            	R                     	F                   	                         	                       	                      	                      	                   	                    	                   	                          	                          	                           	                      	                  	                  	                       	                      	                              	                 	                 	                   	                    	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	Thin-section #50

  IR	                 	                 	                  	              	192	1183	A	 53	R	 3	 112.00	   1121.2900	Sikora   	Benthic Foraminifers                         	               	P                 	                       	                             	                          	                      	                       	              	                	R                         	                        	                            	              	                   	                       	                    	                             	                             	                      	                    	                         	                       	                      	                      	                   	                    	                   	                          	                          	                           	                      	                  	                  	                       	                      	                              	                 	                 	                   	                    	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	thin-section #51

  IR	                 	                 	                  	              	192	1183	A	 53	R	 3	 123.00	   1121.4000	Sikora   	Benthic Foraminifers                         	C              	M                 	C                      	                             	R                         	                      	                       	T             	                	R                         	                        	                            	              	R                  	T                      	T                   	T                            	                             	                      	                    	                         	                       	                      	                      	                   	                    	                   	                          	                          	                           	                      	                  	                  	                       	                      	                              	                 	                 	                   	                    	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	       

  IR	                 	                 	                  	              	192	1183	A	 53	R	 4	  86.00	   1122.3000	Sikora   	Benthic Foraminifers                         	T              	P                 	                       	                             	                          	                      	                       	              	                	                          	                        	                            	              	T                  	                       	                    	                             	                             	                      	                    	                         	                       	                      	                      	                   	                    	                   	                          	                          	                           	                      	                  	                  	                       	                      	                              	                 	                 	                   	                    	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	       

  IR	                 	                 	                  	              	192	1183	A	 54	R	 2	  28.00	   1128.5800	Sikora   	Benthic Foraminifers                         	T              	M                 	                       	                             	                          	                      	                       	T             	T               	                          	                        	                            	              	                   	                       	                    	                             	                             	                      	                    	                         	                       	                      	                      	                   	                    	                   	                          	                          	                           	                      	                  	                  	                       	                      	                              	                 	                 	                   	                    	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	thin-section #53

  IR	                 	                 	                  	              	192	1183	A	 54	R	 2	  54.00	   1128.8400	Sikora   	Benthic Foraminifers                         	T              	P                 	                       	                             	                          	                      	                       	              	                	                          	                        	                            	T             	                   	                       	                    	                             	                             	                      	                    	                         	                       	                      	                      	                   	                    	                   	                          	                          	                           	                      	                  	                  	                       	                      	                              	                 	                 	                   	                    	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	       

  IR	                 	                 	                  	              	192	1183	A	 54	R	 3	  59.00	   1129.7600	Sikora   	Benthic Foraminifers                         	T              	P                 	                       	R                            	                          	T                     	                       	              	                	A                         	T                       	T                           	              	                   	                       	                    	                             	                             	                      	                    	                         	                       	                      	                      	                   	                    	                   	                          	                          	                           	                      	                  	                  	                       	                      	                              	                 	                 	                   	                    	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	Thin-section #60

  IR	                 	                 	                  	              	192	1183	A	 54	R	 3	  96.00	   1130.1300	Sikora   	Benthic Foraminifers                         	T              	P                 	                       	R                            	                          	                      	                       	              	T               	A                         	                        	                            	              	                   	                       	                    	                             	                             	                      	                    	                         	                       	                      	                      	                   	                    	                   	                          	                          	                           	                      	                  	                  	                       	                      	                              	                 	                 	                   	                    	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	       

  IR	                 	                 	                  	              	192	1183	A	 54	R	 3	 105.00	   1130.2200	Sikora   	Benthic Foraminifers                         	T              	P                 	T                      	                             	                          	                      	T                      	T             	                	                          	                        	                            	              	                   	                       	                    	                             	                             	                      	                    	                         	                       	                      	                      	                   	                    	                   	                          	                          	                           	                      	                  	                  	                       	                      	                              	                 	                 	                   	                    	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	Paleobath. is questionable

  IR	                 	                 	                  	              	192	1183	A	 54	R	 3	 116.00	   1130.3300	Sikora   	Benthic Foraminifers                         	T              	P                 	T                      	T                            	T                         	R                     	                       	              	                	                          	                        	                            	              	                   	                       	                    	                             	                             	                      	                    	                         	                       	                      	                      	                   	                    	                   	                          	                          	                           	                      	                  	                  	                       	                      	                              	                 	                 	                   	                    	                  	            	                              	                       	                    	                	               	                       	                      	                       	                      	                     	                      	                          	                     	                 	                    	                               	                     	                  	                     	                	                     	                     	                  	                     	                         	                         	                                 	                         	                   	                     	                      	                        	                           	                       	                         	                        	                    	                  	                    	                         	                   	                       	                    	                          	                     	                 	                   	                      	                   	                     	                    	                            	                      	       

