Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Globorotaloides suteri,Catapsydrax dissimilis,Morozovella spp.,Globoquadrina venezuelana,Globoquadrina binaiensis,Globorotalia opima nana,Globoquadrina sellii,Dentoglobigerina globularis,Globorotalia pseudokugleri,Globorotalia mayeri/siakensis,Globigerinatheka spp.,Sphaeroidinellopsis seminulina,Globigerinoides quadrilobatus s.l.,Dentoglobigerina baroemoenensis,Dentoglobigerina altispira altispira,Globorotalia fohsi fohsi,Globigerinoides obliquus obliquus,Orbulina universa,Globorotalia scitula,Globorotalia menardii s.l.,Globoturborotalita nepenthes,Globoturborotalita druryi,Dentoglobigerina altispira globosa,Globorotalia plesiotumida,Pulleniatina primalis,Neogloboquadrina acostaensis,Globigerinoides obliquus extremus,Globigerinoides conglobatus,Pulleniatina obliquiloculata,Globorotalia tumida tumida,Globorotalia limbata,Sphaeroidinellopsis kochi,Neogloboquadrina humerosa,Globoquadrina conglomerata,Globigerinella siphonifera,Candeina nitida,Sphaeroidinella dehiscens,Globorotalia tumida flexuosa,Globigerinoides ruber s.l.,Globorotaloides hexagona,Globorotalia crassaformis,Globigerinoides elongatus,Sphaeroidinella spp.,Orbulina spp.,Neogloboquadrina spp.,Globorotalia spp.,Globigerinoides spp.,Globigerinita spp.,Globigerinella spp.,Globigerina spp.,Candeina spp.,Neogloboquadrina dutertrei,Globigerinoides fistulosus,Globigerinita glutinata,Globorotalia truncatulinoides,Globorotalia tosaensis,Globigerinella calida,Beella digitata,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Late Miocene     ,N14               ,N17           ,115, 708,A, 13,X, 1,  12.00,    111.1200,Vincent  ,Planktonic Foraminifers                      ,               ,VP                ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,+?                           ,                     ,+                             ,+?                                ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,+                           ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers few. ostracodes rare. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Late Miocene     ,N14               ,N17           ,115, 708,A, 13,X, 2, 100.00,    112.4600,Vincent  ,Planktonic Foraminifers                      ,               ,VP                ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,                                  ,                               ,                                    ,                        ,                                 ,+                ,                    ,+                         ,+                           ,                         ,                                  ,+?                       ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers few. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Late Miocene     ,N14               ,N17           ,115, 708,A, 13,X, 3,  46.00,    113.4200,Vincent  ,Planktonic Foraminifers                      ,               ,VP                ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+?                            ,                                  ,                               ,                                    ,                        ,                                 ,+?               ,                    ,                          ,+?                          ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers few. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments common. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Late Miocene     ,N14               ,N17           ,115, 708,A, 13,X, 4,   9.00,    114.5500,Vincent  ,Planktonic Foraminifers                      ,               ,VP                ,                      ,                      ,                ,+?                       ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,                                  ,                               ,                                    ,                        ,                                 ,+?               ,                    ,                          ,+                           ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers few. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments common. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Late Miocene     ,N14               ,N17           ,115, 708,A, 13,X, 5,  83.00,    116.7900,Vincent  ,Planktonic Foraminifers                      ,               ,VP                ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+?                            ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,+?                          ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers rare. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments few. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Late Miocene     ,N14               ,N17           ,115, 708,A, 13,X,CC,  16.00,    117.4700,Vincent  ,Planktonic Foraminifers                      ,               ,MG                ,                      ,                      ,                ,+                        ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,+                                 ,+                              ,+                                   ,                        ,+                                ,+                ,                    ,+                         ,+                           ,                         ,+                                 ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers common. radiolarians common. sponge spicules common. planktonic foraminifer fragments common. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Late Miocene     ,N14               ,N17           ,115, 708,A, 14,X, 1, 105.00,    121.6500,Vincent  ,Planktonic Foraminifers                      ,               ,VP                ,                      ,                      ,                ,+?                       ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+?                            ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers common. radiolarians abundant. sponge spicules abundant. fish remains rare. planktonic foraminifer fragments rare. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Late Miocene     ,N14               ,N17           ,115, 708,A, 14,X, 2, 105.00,    123.1500,Vincent  ,Planktonic Foraminifers                      ,               ,VP                ,                      ,                      ,                ,+                        ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,+                                 ,                               ,                                    ,                        ,                                 ,                 ,                    ,+                         ,+                           ,+                        ,+                                 ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers few. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments common. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Late Miocene     ,N14               ,N17           ,115, 708,A, 14,X, 3, 105.00,    124.6500,Vincent  ,Planktonic Foraminifers                      ,               ,P                 ,                      ,                      ,                ,+                        ,                        ,                       ,                    ,                           ,                          ,+                            ,                     ,+                             ,+                                 ,+                              ,+                                   ,                        ,+                                ,+                ,                    ,                          ,                            ,+                        ,+                                 ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers common. radiolarians abundant. sponge spicules abundant. calcareous aggregates common. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Late Miocene     ,N14               ,N17           ,115, 708,A, 14,X, 4, 105.00,    126.1500,Vincent  ,Planktonic Foraminifers                      ,               ,P                 ,                      ,                      ,                ,+                        ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,+                                 ,+                              ,                                    ,                        ,+                                ,                 ,                    ,+                         ,+                           ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers common. radiolarians abundant. sponge spicules abundant. fish remains few. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Late Miocene     ,N14               ,N17           ,115, 708,A, 14,X, 5, 105.00,    127.6500,Vincent  ,Planktonic Foraminifers                      ,               ,VP                ,                      ,                      ,                ,+                        ,                        ,                       ,                    ,                           ,                          ,+                            ,                     ,+                             ,+                                 ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers rare. radiolarians abundant. sponge spicules abundant. fish remains few. planktonic foraminifer fragments rare. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Late Miocene     ,                  ,              ,115, 708,A, 14,X, 6, 135.00,    129.4500,Vincent  ,Planktonic Foraminifers                      ,               ,P                 ,                      ,                      ,                ,+                        ,                        ,                       ,                    ,                           ,                          ,+                            ,                     ,+                             ,+                                 ,+                              ,+                                   ,+                       ,+                                ,+                ,+                   ,+                         ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,Unzoned. benthic foraminifers few. radiolarians abundant. sponge spicules abundant. fish remains rare. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Late Miocene     ,                  ,              ,115, 708,A, 14,X,CC,  28.00,    130.1300,Vincent  ,Planktonic Foraminifers                      ,               ,P                 ,                      ,                      ,                ,+                        ,                        ,                       ,                    ,                           ,                          ,+                            ,                     ,+                             ,+                                 ,+                              ,+                                   ,+                       ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,Unzoned. benthic foraminifers abundant. radiolarians common. sponge spicules abundant. fish remains rare. calcareous aggregates abundant. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Late Miocene     ,                  ,              ,115, 708,A, 15,X, 5, 105.00,    137.3500,Vincent  ,Planktonic Foraminifers                      ,               ,VP                ,                      ,                      ,+r              ,+                        ,                        ,                       ,                    ,                           ,                          ,+                            ,                     ,+                             ,+                                 ,+                              ,+                                   ,                        ,                                 ,+                ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,Unzoned. reworked minute pl.forams extremely rare or presents some taxonomic ambiguity. benthic foraminifers common. ostracodes rare. radiolarians rare. sponge spicules abundant. fish remains rare. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Late Miocene     ,                  ,              ,115, 708,A, 15,X,CC,  34.00,    138.6400,Vincent  ,Planktonic Foraminifers                      ,               ,P                 ,                      ,                      ,+r              ,+                        ,                        ,                       ,                    ,                           ,                          ,+                            ,                     ,+                             ,+                                 ,+                              ,+                                   ,+                       ,+                                ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,Unzoned. benthic foraminifers few. radiolarians common. sponge spicules abundant. fish remains rare. calcareous aggregates common. planktonic foraminifer fragments common. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Late Miocene     ,                  ,              ,115, 708,A, 16,X, 5, 108.00,    147.0800,Vincent  ,Planktonic Foraminifers                      ,               ,P                 ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,+                            ,                     ,                              ,+                                 ,+                              ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,Unzoned. reworked minute pl.forams present. benthic foraminifers rare. sponge spicules rare. fish remains rare. planktonic foraminifer fragments rare. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Late Miocene     ,                  ,              ,115, 708,A, 16,X,CC,  36.00,    149.6300,Vincent  ,Planktonic Foraminifers                      ,               ,P                 ,                      ,                      ,+r              ,+                        ,                        ,                       ,                    ,                           ,                          ,+                            ,                     ,+                             ,+                                 ,+                              ,+                                   ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,Unzoned. benthic foraminifers few. radiolarians common. sponge spicules abundant. fish remains rare. calcareous aggregates few. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N4                ,N6            ,115, 708,A, 17,X, 3, 105.00,    153.6500,Vincent  ,Planktonic Foraminifers                      ,               ,VP                ,+                     ,+                     ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers abundant. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments rare. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N4                ,N6            ,115, 708,A, 17,X, 4, 105.00,    155.1500,Vincent  ,Planktonic Foraminifers                      ,               ,VP                ,+                     ,+                     ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers common. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments rare. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N4                ,N6            ,115, 708,A, 18,X, 3, 105.00,    163.3500,Vincent  ,Planktonic Foraminifers                      ,               ,VP                ,+                     ,+                     ,                ,+                        ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers few. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments few. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N4                ,N6            ,115, 708,A, 18,X,CC,   0.00,    164.4800,Vincent  ,Planktonic Foraminifers                      ,               ,P                 ,+                     ,+                     ,+r              ,+                        ,                        ,                       ,                    ,+                          ,+                         ,+                            ,+r                   ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers few. radiolarians common. sponge spicules abundant. calcareous aggregates abundant. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N4                ,N6            ,115, 708,A, 19,X, 1, 105.00,    169.6500,Vincent  ,Planktonic Foraminifers                      ,               ,P                 ,+                     ,+                     ,+r              ,+                        ,                        ,+                      ,+                   ,+                          ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers common. radiolarians abundant. sponge spicules abundant. calcareous aggregates few. foraminifers embedded common. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N4                ,N6            ,115, 708,A, 19,X,CC,   0.00,    173.9300,Vincent  ,Planktonic Foraminifers                      ,               ,VP                ,+                     ,                      ,+r              ,+                        ,+                       ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers rare. radiolarians abundant. sponge spicules abundant. calcareous aggregates common. foraminifers embedded few. planktonic foraminifer fragments rare. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,N4                ,N6            ,115, 708,A, 20,X, 3,   7.00,    181.2700,Vincent  ,Planktonic Foraminifers                      ,               ,VP                ,+                     ,+                     ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers rare. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments rare. from 115 SR. Chapter 45. Table 6. pages 808-809.
