Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Velicucullus altus	Tripilidium clavipes	Stylatractus santaeannae	Stylatractus neptunus	Stylacontarium bispiculum	Siphocampe arachnea	Prunopyle sp. D	Prunopyle sp. A	Prunopyle hayesi	Peripyramis circumtexta	Lithomelissa cf. ehrenbergi	Lampromitra coronata	Hexacontium cf. enthacanthum	Gondwanaria japonica	Eucyrtidium cienkowskii	Druppatractus hastatus	Dendrospyris stabilis	Cyrtocapsella tetrapera	Cyrtocapsella longithorax	Cycladophora golli	Cycladophora conica	Cycladophora antiqua	Corythospyris fiscella	Circodiscus ellipticus	Ceratocyrtis mashae	Amphistylus angelinus	Actinomma magnifenestra	Acrosphaera spp.	Antarctissa robusta	Spongotrochus glacialis	Spongodiscus craticulatus	Prunopyle sp. B	Cycladophora sp.	Ceratocyrtis stigi	Cenosphaera sp. A	Carpocanarium papillosum	Calocyclas cf. semipolita	Velicucullus cf. oddgurneri	Stauroxiphos communis	Gondwanaria sp. A	Dictyophimus gracilipes	Cycladophora golli regipileus	Cycladophora golli golli	Actinomma sp. B	Gondwanaria deflandrei	Dendrospyris rhodospyroides	Cyrtocapsella japonica	Velicucullus sp.	Hexalonche philosophica?	Dictyophimus crisiae	Desmospyris rhodospyroides	Ceratocyrtis sp.	Saccospyris antarctica	Prunopyle tetrapila	Heliodiscus sp. A	Actinomma sp. A	Disolenia spp.	Corythomelissa horrida	Stichophormis sp.	Saturnalis circularis	Lithartractus timmsi?	Eucyrtidium punctatum	Eucyrtidium calvertense	Dendrospyris megalocephalis	Stichopilium bicorne?	Trissocyclid sp. A	Hexacontium spp.	Prunopyle titan	Thyrsocyrtis clausa	Pterocanium sp.	Lamprocyrtis (?) cf. hannai	Anthocyrtidium sp.	Eucyrtidium sp. A	Triceraspyris coronata	Lychnocanoma conica	Lithomelissa stigi	Calocyclas humerus	Lychnocanoma sp. B	Stylosphaera sp. A	Spongomelissa dilli	Pterocanium charybdeum trilobum	Antarctissa deflandrei	Actinomma golownini	Spongoplegma sp.	Siphonosphaera magnisphaera	Lithocarpium polyacantha	Didymocyrtis/Diartus spp.	Pterocanium korotnevi	Didymocyrtis sp.	Cornutella clathrata	Stylatractus universus	Acrosphaera murrayana	Cycladophora spongothorax	Lychnocanium grande	Collosphaerid sp. B	Eucyrtidium pseudoinflatum	Acrosphaera mercurius	Rhopalastrum spp.	Cycladophora bicornis	Acrosphaera australis	Siphonosphaera vesuvius	Stylatractus universus var. transparum	Cycladophora pliocenica	Antarctissa strelkovi	Stichocorys peregrina	Antarctissa denticulata	Antarctissa cylindrica	Acrosphaera labrata	Amphymenium challengerae	Helotholus vema	Desmospyris spongiosa	Triceraspyris antarctica	Cycladophora davisiana	Comment

  SR	                 	                 	upper A. golownina	              	120	 751	A	 12	H	 2	  98.00	    102.1800	Abelmann-Gersonde	Radiolarians                                 	C              	MG                	                  	                    	                        	                     	                         	R                  	R              	               	R               	                       	                           	                    	                            	                    	                       	                      	                     	                       	                         	                  	R                  	                    	                      	                      	                   	                     	                       	                	                   	                       	                         	R              	                	                  	                 	                        	                         	                           	                     	                 	                       	                             	                        	               	R                     	                           	                      	                	                        	                    	                          	                	T                     	                   	                 	               	              	                      	                 	                     	                     	                     	                       	R                          	                     	T                 	                	               	                   	               	                           	                  	R                	                      	                   	                  	R                 	                  	                  	                   	                               	C                     	R                  	                	                           	R                       	                         	                     	                	T                   	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	upper A. golownina	              	120	 751	A	 12	H	 3	  98.00	    103.6800	Abelmann-Gersonde	Radiolarians                                 	F              	M                 	                  	                    	R                       	                     	                         	R                  	               	T              	F               	R                      	                           	+                   	                            	                    	C                      	+                     	                     	                       	                         	                  	R                  	                    	                      	                      	T                  	                     	                       	                	R                  	                       	                         	R              	                	R                 	                 	                        	                         	                           	                     	                 	                       	                             	                        	               	                      	T                          	                      	                	                        	                    	C                         	+               	                      	                   	                 	               	              	                      	                 	                     	                     	                     	F                      	R                          	+                    	T                 	                	               	                   	               	                           	                  	R                	                      	                   	                  	F                 	                  	                  	                   	                               	C                     	R                  	                	R                          	R                       	F                        	                     	                	T                   	+                     	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	upper A. golownina	              	120	 751	A	 12	H	 4	  98.00	    105.1800	Abelmann-Gersonde	Radiolarians                                 	F              	M                 	                  	                    	                        	                     	                         	R                  	               	               	R               	                       	                           	+                   	                            	                    	R                      	                      	                     	                       	                         	                  	                   	                    	                      	R                     	R                  	R                    	                       	                	T                  	                       	                         	R              	                	R                 	                 	                        	                         	                           	T                    	                 	                       	                             	                        	               	R                     	                           	                      	                	                        	                    	R                         	+               	                      	                   	                 	               	              	                      	                 	                     	F                    	                     	F                      	T                          	                     	                  	                	R              	                   	               	                           	                  	R                	                      	                   	                  	F                 	                  	T                 	                   	R                              	F                     	R                  	                	F                          	R                       	C                        	+                    	R               	T                   	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	upper A. golownina	              	120	 751	A	 12	H	 5	  98.00	    106.6800	Abelmann-Gersonde	Radiolarians                                 	F              	M                 	                  	                    	+                       	                     	                         	R                  	               	T              	F               	                       	                           	R                   	                            	                    	C                      	                      	                     	                       	                         	                  	                   	                    	                      	R                     	                   	T                    	                       	                	R                  	                       	                         	R              	                	R                 	                 	                        	                         	                           	                     	                 	                       	                             	                        	               	R                     	                           	                      	                	                        	                    	                          	                	                      	                   	                 	               	              	                      	                 	                     	R                    	                     	R                      	R                          	                     	R                 	                	R              	                   	               	                           	                  	R                	                      	C                  	                  	F                 	F                 	                  	                   	                               	F                     	R                  	F               	R                          	R                       	F                        	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	upper A. golownina	              	120	 751	A	 12	H	 6	  98.00	    108.1800	Lazarus  	Radiolarians                                 	A              	G                 	                  	                    	                        	                     	                         	                   	               	               	F               	                       	                           	                    	                            	                    	R                      	+                     	                     	+                      	                         	                  	                   	                    	                      	+                     	                   	R                    	                       	                	                   	                       	                         	               	                	                  	                 	                        	                         	                           	                     	                 	                       	                             	                        	               	                      	                           	                      	                	                        	                    	R                         	                	                      	                   	                 	               	              	                      	                 	                     	                     	                     	F                      	F                          	                     	                  	                	               	                   	               	                           	                  	                 	                      	C                  	                  	C                 	                  	                  	                   	                               	R                     	R                  	R               	R                          	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 41 Table 6 microfiche backpocket & Fig 7 p 792

  SR	                 	                 	upper A. golownina	              	120	 751	A	 12	H	CC	  11.00	    109.3400	Abelmann-Gersonde	Radiolarians                                 	C              	G                 	                  	                    	                        	                     	+                        	                   	R              	R              	F               	R                      	                           	                    	                            	                    	R                      	                      	                     	                       	                         	                  	R                  	                    	                      	                      	T                  	C                    	                       	                	                   	R                      	                         	R              	                	R                 	                 	T                       	                         	                           	                     	                 	                       	                             	                        	               	R                     	                           	R                     	                	                        	                    	                          	                	                      	                   	R                	               	              	                      	T                	                     	                     	                     	R                      	F                          	+                    	                  	                	               	                   	R              	                           	                  	                 	                      	C                  	                  	F                 	F                 	R                 	R                  	+                              	R                     	R                  	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	C. humerus        	              	120	 751	A	 13	H	 1	  32.00	    109.5200	Abelmann-Gersonde	Radiolarians                                 	R              	P                 	                  	                    	                        	R                    	                         	R                  	               	R              	R               	T                      	                           	                    	                            	                    	                       	                      	                     	                       	                         	                  	T                  	                    	                      	                      	                   	R                    	                       	                	R                  	                       	                         	               	                	R                 	                 	                        	                         	                           	T                    	                 	                       	                             	                        	               	                      	R                          	                      	                	                        	                    	                          	                	                      	                   	                 	               	              	T                     	                 	                     	                     	                     	                       	                           	                     	R                 	                	T              	                   	T              	                           	                  	T                	                      	                   	                  	R                 	                  	T                 	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	C. humerus        	              	120	 751	A	 13	H	 1	  98.00	    110.1800	Abelmann-Gersonde	Radiolarians                                 	F              	M                 	                  	                    	                        	R                    	                         	R                  	               	R              	R               	                       	                           	                    	                            	                    	F                      	                      	                     	R                      	                         	                  	                   	                    	                      	                      	T                  	R                    	                       	                	R                  	                       	                         	R              	                	R                 	                 	R                       	                         	T                          	R                    	                 	                       	                             	                        	               	T                     	R                          	                      	                	                        	                    	                          	                	T                     	                   	                 	               	              	                      	                 	                     	                     	                     	                       	                           	                     	R                 	                	R              	                   	T              	                           	                  	T                	                      	                   	                  	R                 	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	C. humerus        	              	120	 751	A	 13	H	 2	  98.00	    111.6800	Abelmann-Gersonde	Radiolarians                                 	F              	M                 	                  	                    	                        	R                    	                         	R                  	               	R              	R               	                       	                           	                    	                            	                    	R                      	T                     	                     	                       	                         	                  	T                  	                    	                      	                      	R                  	                     	                       	T               	R                  	                       	                         	R              	                	R                 	                 	R                       	                         	T                          	T                    	                 	                       	                             	                        	               	                      	R                          	                      	                	                        	                    	                          	                	                      	                   	T                	               	              	                      	                 	                     	                     	                     	                       	                           	                     	R                 	                	               	                   	               	                           	                  	R                	                      	                   	                  	R                 	R                 	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	E. punctatum      	              	120	 751	A	 13	H	 3	  32.00	    112.5200	Abelmann-Gersonde	Radiolarians                                 	R              	P-M               	                  	                    	                        	T                    	                         	R                  	               	T              	T               	T                      	                           	                    	                            	T                   	R                      	                      	                     	                       	                         	                  	                   	                    	                      	                      	                   	T                    	                       	                	                   	                       	                         	               	                	T                 	                 	R                       	                         	T                          	                     	                 	                       	                             	                        	               	                      	R                          	                      	                	                        	                    	                          	                	                      	                   	T                	               	              	                      	                 	                     	                     	                     	R                      	                           	                     	R                 	                	               	                   	               	                           	                  	                 	                      	                   	                  	T                 	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	E. punctatum      	              	120	 751	A	 13	H	 3	  98.00	    113.1800	Abelmann-Gersonde	Radiolarians                                 	R              	M                 	                  	                    	                        	T                    	                         	R                  	               	T              	T               	T                      	T                          	                    	                            	T                   	R                      	T                     	                     	                       	                         	                  	R                  	                    	                      	                      	                   	T                    	                       	                	R                  	                       	                         	T              	                	T                 	                 	T                       	                         	T                          	                     	                 	                       	                             	                        	               	                      	R                          	                      	                	                        	                    	                          	                	                      	                   	T                	               	              	                      	                 	                     	                     	                     	F                      	                           	                     	R                 	                	               	                   	               	                           	                  	R                	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	E. punctatum      	              	120	 751	A	 13	H	 4	  32.00	    114.0200	Abelmann-Gersonde	Radiolarians                                 	R              	M                 	                  	                    	                        	R                    	                         	R                  	               	T              	T               	                       	                           	                    	                            	                    	R                      	R                     	                     	T                      	                         	                  	R                  	                    	                      	                      	                   	R                    	                       	                	R                  	                       	                         	R              	                	R                 	                 	                        	                         	T                          	                     	                 	                       	                             	                        	               	                      	                           	                      	                	                        	                    	                          	                	                      	                   	                 	               	              	                      	                 	                     	                     	                     	R                      	R                          	                     	                  	                	               	                   	               	                           	                  	R                	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	                  	              	120	 751	A	 13	H	 4	  98.00	    114.6800	Abelmann-Gersonde	Radiolarians                                 	B              	                  	                  	                    	                        	                     	                         	                   	               	               	                	                       	                           	                    	                            	                    	                       	                      	                     	T                      	                         	                  	                   	                    	                      	                      	                   	                     	                       	                	                   	                       	                         	               	                	                  	                 	                        	                         	                           	                     	                 	                       	                             	                        	               	                      	                           	                      	                	                        	                    	                          	                	                      	                   	T                	               	              	                      	                 	                     	                     	                     	                       	                           	                     	                  	                	               	                   	               	                           	                  	                 	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	E. punctatum      	              	120	 751	A	 13	H	 5	  32.00	    115.5200	Abelmann-Gersonde	Radiolarians                                 	R              	M                 	                  	                    	                        	T                    	                         	R                  	               	R              	R               	T                      	                           	                    	                            	                    	R                      	R                     	                     	                       	T                        	                  	T                  	                    	                      	                      	T                  	                     	                       	                	R                  	                       	                         	T              	                	R                 	                 	R                       	                         	T                          	R                    	                 	                       	                             	                        	               	R                     	                           	                      	                	                        	                    	                          	                	                      	                   	                 	               	              	                      	                 	                     	                     	                     	R                      	                           	                     	                  	                	               	                   	               	                           	                  	R                	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	E. punctatum      	              	120	 751	A	 13	H	 5	  98.00	    116.1800	Abelmann-Gersonde	Radiolarians                                 	R              	P-M               	                  	                    	                        	T                    	                         	R                  	               	               	                	                       	                           	                    	                            	                    	R                      	T                     	                     	                       	R                        	                  	T                  	                    	                      	                      	                   	T                    	                       	                	                   	                       	                         	T              	                	T                 	                 	R                       	                         	T                          	R                    	                 	                       	                             	                        	               	                      	                           	                      	                	                        	                    	                          	                	T                     	                   	                 	               	              	                      	                 	                     	                     	                     	R                      	                           	                     	                  	                	               	                   	               	                           	                  	F                	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	E. punctatum      	              	120	 751	A	 13	H	 6	  98.00	    117.6800	Abelmann-Gersonde	Radiolarians                                 	R              	M                 	                  	                    	                        	T                    	                         	R                  	               	T              	T               	R                      	T                          	                    	                            	                    	R                      	R                     	                     	                       	R                        	                  	T                  	                    	                      	                      	T                  	T                    	                       	                	R                  	                       	                         	T              	                	R                 	                 	R                       	                         	R                          	R                    	                 	                       	                             	                        	               	                      	                           	                      	                	                        	                    	                          	                	                      	                   	                 	               	              	                      	                 	                     	                     	                     	R                      	                           	                     	                  	                	               	                   	               	                           	                  	F                	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772

  SR	                 	                 	E. punctatum      	              	120	 751	A	 13	H	 7	  32.00	    118.5200	Abelmann-Gersonde	Radiolarians                                 	R              	MG                	                  	                    	                        	T                    	                         	R                  	               	R              	R               	T                      	T                          	                    	                            	T                   	R                      	R                     	                     	                       	R                        	                  	R                  	                    	                      	                      	T                  	T                    	                       	                	R                  	                       	                         	T              	                	R                 	                 	T                       	T                        	R                          	R                    	                 	                       	                             	                        	               	                      	                           	                      	                	                        	                    	                          	                	                      	                   	                 	               	              	                      	                 	                     	                     	                     	R                      	                           	                     	                  	                	               	                   	               	                           	                  	R                	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	                     	                     	                       	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 40 Table 4 p 770-772
