Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Turborotalia ampliapertura	Subbotina gortanii	Paragloborotalia opima nana	Globoquadrina tripartita	Chiloguembelina cubensis	Cassigerinella chipolensis	Globigerina ciperoensis	Paragloborotalia opima opima	Globigerina angulisuturalis	Paragloborotalia pseudokugleri	Globoquadrina binaiensis	Catapsydrax dissimilis	Paragloborotalia kugleri	Globoquadrina dehiscens	Globigerinoides trilobus	Dentoglobigerina altispira	Catapsydrax unicavus	Jenkinsella siakensis	Paragloborotalia mayeri	Globigerinoides altiapertura	Globorotalia praescitula	Globorotalia peripheroronda	Globigerinatella insueta	Praeorbulina sicana	Praeorbulina glomerosa	Globigerinoides ruber	Orbulina universa	Orbulina suturalis	Globorotalia peripheroacuta	Zeaglobigerina nepenthes	Globigerinoides sacculifer	Globigerinoides obliquus	Sphaeroidinellopsis seminulina	Globorotalia plesiotumida	Neogloboquadrina acostaensis	Globigerinoides extremus	Globigerinoides conglobatus	Sphaeroidinellopsis kochi	Sphaeroidinella dehiscens	Globorotalia tumida	Pulleniatina (S)	Globorotalia multicamerata	Globorotalia tosaensis	Globigerinoides fistulosus	Pulleniatina obliquiloculata	Globorotalia inflata	Globorotalia truncatulinoides	Globorotalia menardii	Neogloboquadrina dutertrei	Globorotalia crassaformis	Globigerinoides ruber (pink)	Comment
  IR	Late Oligocene   	Late Oligocene   	P21b              	P21b          	184	1148	A	 52	X	CC	  30.00	    473.4000	forams   	Planktonic Foraminifers                      	A              	M                 	                          	                  	                           	                        	                        	                          	                       	A                           	                           	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	       

  IR	Early Oligocene  	Early Oligocene  	P21a              	P21a          	184	1148	A	 53	X	CC	  30.00	    478.6800	forams   	Planktonic Foraminifers                      	A              	M                 	                          	A                 	                           	                        	F                       	                          	P                      	A                           	                           	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	>28.5 Ma

  IR	Early Oligocene  	Early Oligocene  	P21a              	P21a          	184	1148	A	 54	X	CC	  28.00	    483.7800	forams   	Planktonic Foraminifers                      	A              	M                 	                          	R                 	                           	                        	F                       	                          	R                      	A                           	                           	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	       

  IR	Early Oligocene  	Early Oligocene  	P21a              	P21a          	184	1148	A	 55	X	CC	  15.00	    488.6500	forams   	Planktonic Foraminifers                      	A              	M                 	                          	                  	                           	                        	R                       	                          	P                      	A                           	                           	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	       

  IR	Early Oligocene  	Early Oligocene  	P21a              	P21a          	184	1148	A	 56	X	CC	  30.00	    494.0700	forams   	Planktonic Foraminifers                      	A              	G                 	                          	R                 	                           	                        	A                       	                          	P                      	R                           	P                          	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	       

  IR	Early Oligocene  	Early Oligocene  	P21a              	P21a          	184	1148	A	 57	X	CC	  34.00	    509.8200	forams   	Planktonic Foraminifers                      	A              	M                 	                          	R                 	                           	                        	                        	                          	                       	R                           	                           	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	       

  IR	Early Oligocene  	Early Oligocene  	P21a              	P21a          	184	1148	A	 58	X	CC	  35.00	    516.4400	forams   	Planktonic Foraminifers                      	A              	G                 	                          	R                 	                           	                        	                        	                          	                       	R                           	P                          	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	       

  IR	Early Oligocene  	Early Oligocene  	P21a              	P21a          	184	1148	A	 59	X	CC	  29.00	    528.0800	forams   	Planktonic Foraminifers                      	A              	G                 	                          	                  	                           	                        	                        	                          	                       	A                           	                           	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	       

  IR	Early Oligocene  	Early Oligocene  	P21a              	P21a          	184	1148	A	 60	X	CC	  30.00	    531.4100	forams   	Planktonic Foraminifers                      	A              	P                 	                          	R                 	                           	                        	F                       	                          	                       	F                           	R                          	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	       

  IR	Early Oligocene  	Early Oligocene  	P21a              	P21a          	184	1148	A	 61	X	CC	  29.00	    541.5300	forams   	Planktonic Foraminifers                      	A              	M                 	                          	P                 	                           	                        	F                       	                          	                       	                            	R                          	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	       

  IR	Early Oligocene  	Early Oligocene  	P21a              	P21a          	184	1148	A	 62	X	CC	  18.00	    559.3700	forams   	Planktonic Foraminifers                      	A              	M                 	                          	R                 	                           	                        	R                       	                          	                       	P                           	A                          	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	       

  IR	Early Oligocene  	Early Oligocene  	P21a              	P21a          	184	1148	A	 63	X	CC	  29.00	    565.8000	forams   	Planktonic Foraminifers                      	A              	M                 	                          	                  	                           	                        	R                       	                          	P                      	A                           	P                          	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	       

  IR	Early Oligocene  	Early Oligocene  	P21a              	P21a          	184	1148	A	 64	X	CC	  29.00	    573.5700	forams   	Planktonic Foraminifers                      	A              	M                 	                          	P                 	                           	                        	                        	                          	P                      	P                           	R                          	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	       

  IR	Early Oligocene  	Early Oligocene  	P21a              	P21a          	184	1148	A	 65	X	CC	  27.00	    581.3700	forams   	Planktonic Foraminifers                      	A              	M                 	                          	                  	                           	                        	F                       	                          	P                      	P                           	P                          	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	<29.4 Ma

  IR	Early Oligocene  	Early Oligocene  	P20               	P20           	184	1148	A	 66	X	CC	  33.00	    597.4200	forams   	Planktonic Foraminifers                      	A              	M                 	                          	                  	                           	                        	F                       	P                         	R                      	R                           	                           	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	>29.4 Ma

  IR	Early Oligocene  	Early Oligocene  	P20               	P20           	184	1148	A	 67	X	CC	  30.00	    607.7400	forams   	Planktonic Foraminifers                      	A              	M                 	                          	                  	                           	                        	                        	                          	R                      	R                           	                           	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	       

  IR	Early Oligocene  	Early Oligocene  	P20               	P20           	184	1148	A	 68	X	CC	  24.00	    617.3900	forams   	Planktonic Foraminifers                      	A              	M                 	                          	                  	                           	                        	R                       	                          	P                      	P                           	                           	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	       

  IR	Early Oligocene  	Early Oligocene  	P19               	P19           	184	1148	A	 69	X	CC	  36.00	    627.0100	forams   	Planktonic Foraminifers                      	A              	M                 	P                         	                  	                           	                        	R                       	                          	P                      	F                           	                           	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	>30.3 Ma

  IR	Early Oligocene  	Early Oligocene  	P19               	P19           	184	1148	A	 70	X	CC	  35.00	    636.0900	forams   	Planktonic Foraminifers                      	A              	M                 	                          	                  	                           	                        	                        	                          	P                      	P                           	                           	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	       

  IR	Early Oligocene  	Early Oligocene  	P19               	P19           	184	1148	A	 71	X	CC	  37.00	    646.2900	forams   	Planktonic Foraminifers                      	A              	M                 	                          	                  	                           	                        	F                       	                          	                       	P                           	                           	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	<30.6 Ma

  IR	Early Oligocene  	Early Oligocene  	P19               	P19           	184	1148	A	 72	X	CC	  34.00	    655.8400	forams   	Planktonic Foraminifers                      	A              	M                 	P                         	                  	F                          	                        	R                       	                          	P                      	                            	                           	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	>30.6 Ma

  IR	Early Oligocene  	Early Oligocene  	P19               	P19           	184	1148	A	 73	X	CC	  28.00	    664.7600	forams   	Planktonic Foraminifers                      	A              	M                 	P                         	                  	P                          	                        	                        	                          	R                      	                            	                           	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	       

  IR	Early Oligocene  	Early Oligocene  	P19               	P19           	184	1148	A	 74	X	CC	  39.00	    675.3000	forams   	Planktonic Foraminifers                      	A              	M                 	P                         	                  	P                          	                        	                        	                          	P                      	                            	                           	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	       

  IR	Early Oligocene  	Early Oligocene  	P19               	P19           	184	1148	A	 75	X	CC	  33.00	    684.6800	forams   	Planktonic Foraminifers                      	A              	M                 	P                         	                  	R                          	                        	                        	                          	                       	                            	                           	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	       

  IR	Early Oligocene  	Early Oligocene  	P19               	P19           	184	1148	A	 76	X	CC	  33.00	    692.8200	forams   	Planktonic Foraminifers                      	A              	M                 	R                         	                  	P                          	                        	                        	                          	                       	                            	                           	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	       

  IR	Early Oligocene  	Early Oligocene  	P19               	P19           	184	1148	A	 77	X	CC	  32.00	    704.1300	forams   	Planktonic Foraminifers                      	A              	M                 	P                         	R                 	P                          	R                       	F                       	R                         	                       	                            	                           	                              	                        	                      	                        	                       	                        	                          	                    	                     	                       	                            	                        	                           	                        	                   	                      	                     	                 	                  	                           	                        	                          	                        	                              	                         	                            	                        	                           	                         	                         	                   	                	                          	                      	                          	                            	                    	                             	                     	                          	                         	                            	<32.0 Ma

