Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Reticulofenestra umbilica,Isthmolithus recurvus,Dictyococcites bisectus,Reticulofenestra dictyoda,Discoaster saipanensis,Dictyococcites scrippsae,Coccolithus pelagicus,Coccolithus formosus,Coccolithus eopelagicus,Reticulofenestra hillae,Discoaster nodifer,Cyclicargolithus floridanus,Chiasmolithus oamaruensis,Discoaster tanii ornatus,Discoaster deflandrei,Clausicoccus subdistichus,Zygrhablithus bijugatus,Transversopontis pulcher,Discoaster tanii,Chiasmolithus altus,Braarudosphaera bigelowii,Blackites spinosus,Sphenolithus moriformis,Reticulofenestra hampdenensis,Discoaster trinidadensis,Clausicoccus fenestratus,Reticulofenestra lockerii,Reticulofenestra orangensis,Helicosphaera compacta,Reticulofenestra minutula,Reticulofenestra haqii,Chiasmolithus expansus,Rhabdosphaera vitrea,Chiasmolithus solitus,Discoaster adamanteus,Coronocyclus nitescens,Discoaster ono,Discoaster calcaris,Sphenolithus predistentus,Cyclicargolithus abisectus,Umbilicosphaera sibogae,Syracosphaera pulchra,Sphenolithus neoabies,Helicosphaera kamptneri,Discoaster variabilis,Reticulofenestra pseudoumbilicus,Calcidiscus macintyrei,Calcidiscus leptoporus,Reticulofenestra minuta,Reticulofenestra gelida,Discoaster surculus,Discoaster brouweri,Discoaster berggrenii,Dictyococcites antarcticus,Discoaster tristellifer,Discoaster pentaradiatus,Discoaster exilis,Discoaster braarudii,Discoaster asymmetricus,Amaurolithus tricorniculatus,Amaurolithus primus,Amaurolithus delicatus,Triquetrorhabdulus rugosus,Sphenolithus abies,Helicosphaera carteri,Geminilithella rotula,Discoaster neohamatus,Discoaster loeblichii,Scyphosphaera spp.,Pontosphaera japonica,Discoaster triradiatus,Discoaster tamalis,Ceratolithus separatus,Pseudoemiliania lacunosa,Small Gephyrocapsa spp.,Rhabdosphaera clavigera,Helicosphaera sellii,Helicosphaera hyalina,Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Gartnerago obliquum,Reticulofenestra asanoi,Gephyrocapsa aperta,Comment
  IR,                 ,Early Oligocene  ,                  ,NP22          ,182,1128,B, 15,H, 3,  50.00,    132.7000,Ladner   ,Nannofossils                                 ,A              ,M                 ,                         ,                     ,C                      ,                         ,                      ,                        ,                     ,                    ,                       ,F                      ,                  ,C                          ,                         ,                        ,                     ,                         ,                       ,                        ,R               ,C                  ,                         ,                  ,F                      ,                             ,                        ,                        ,                         ,                           ,                      ,                         ,                      ,R                     ,                    ,                     ,                     ,                      ,              ,                   ,                         ,                          ,                       ,                     ,                     ,                       ,                     ,                                ,                      ,                      ,                       ,                       ,                   ,                   ,                     ,                          ,                       ,                        ,                 ,                    ,                       ,                            ,                   ,                      ,                          ,                  ,                     ,                     ,                     ,                     ,                  ,                     ,                      ,                  ,                      ,                        ,                       ,                       ,                    ,                     ,                     ,                         ,                   ,                       ,                   ,Between turbidites
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Eocene      ,                  ,NP19/20       ,182,1128,B, 15,H,CC,  11.00,    137.7600,Ladner   ,Nannofossils                                 ,A              ,P                 ,                         ,R                    ,C                      ,                         ,R                     ,                        ,C                    ,F                   ,                       ,F                      ,                  ,C                          ,                         ,                        ,                     ,                         ,F                      ,                        ,                ,C                  ,R                        ,R                 ,F                      ,                             ,                        ,                        ,                         ,                           ,                      ,                         ,                      ,F                     ,                    ,                     ,                     ,                      ,              ,                   ,                         ,                          ,                       ,                     ,                     ,                       ,                     ,                                ,                      ,                      ,                       ,                       ,                   ,                   ,                     ,                          ,                       ,                        ,                 ,                    ,                       ,                            ,                   ,                      ,                          ,                  ,                     ,                     ,                     ,                     ,                  ,                     ,                      ,                  ,                      ,                        ,                       ,                       ,                    ,                     ,                     ,                         ,                   ,                       ,                   ,Turbidite sequence
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Oligocene  ,NP22              ,NP22          ,182,1128,B, 16,X,CC,  50.00,    147.6400,Shafik   ,Nannofossils                                 ,C              ,M                 ,C                        ,                     ,C                      ,                         ,                      ,                        ,                     ,                    ,                       ,C                      ,C                 ,C                          ,                         ,                        ,R                    ,                         ,R                      ,                        ,                ,C                  ,                         ,                  ,                       ,F                            ,                        ,                        ,F                        ,R                          ,                      ,A                        ,C                     ,                      ,                    ,                     ,                     ,                      ,              ,                   ,                         ,                          ,                       ,                     ,                     ,                       ,                     ,                                ,                      ,                      ,                       ,                       ,                   ,                   ,                     ,                          ,                       ,                        ,                 ,                    ,                       ,                            ,                   ,                      ,                          ,                  ,                     ,                     ,                     ,                     ,                  ,                     ,                      ,                  ,                      ,                        ,                       ,                       ,                    ,                     ,                     ,                         ,                   ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NP22          ,182,1128,B, 17,X,CC,  47.00,    152.2700,Shafik   ,Nannofossils                                 ,C              ,M                 ,C                        ,                     ,C                      ,                         ,                      ,                        ,F                    ,                    ,                       ,C                      ,C                 ,A                          ,                         ,                        ,                     ,                         ,                       ,                        ,                ,A                  ,                         ,                  ,F                      ,                             ,                        ,                        ,                         ,R                          ,                      ,                         ,                      ,                      ,                    ,                     ,                     ,                      ,              ,                   ,                         ,                          ,                       ,                     ,                     ,                       ,                     ,                                ,                      ,                      ,                       ,                       ,                   ,                   ,                     ,                          ,                       ,                        ,                 ,                    ,                       ,                            ,                   ,                      ,                          ,                  ,                     ,                     ,                     ,                     ,                  ,                     ,                      ,                  ,                      ,                        ,                       ,                       ,                    ,                     ,                     ,                         ,                   ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NP22          ,182,1128,B, 18,X,CC,  28.00,    159.6300,Shafik   ,Nannofossils                                 ,C              ,M                 ,C                        ,R                    ,C                      ,                         ,                      ,                        ,C                    ,                    ,                       ,C                      ,F                 ,C                          ,                         ,                        ,F                    ,                         ,                       ,                        ,                ,C                  ,                         ,                  ,F                      ,                             ,                        ,                        ,F                        ,R                          ,R                     ,                         ,                      ,                      ,                    ,                     ,                     ,                      ,              ,                   ,                         ,                          ,                       ,                     ,                     ,                       ,                     ,                                ,                      ,                      ,                       ,                       ,                   ,                   ,                     ,                          ,                       ,                        ,                 ,                    ,                       ,                            ,                   ,                      ,                          ,                  ,                     ,                     ,                     ,                     ,                  ,                     ,                      ,                  ,                      ,                        ,                       ,                       ,                    ,                     ,                     ,                         ,                   ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Oligocene  ,                  ,NP22          ,182,1128,B, 19,X,CC,  27.00,    174.8300,Shafik   ,Nannofossils                                 ,C              ,M                 ,C                        ,                     ,C                      ,                         ,                      ,F                       ,C                    ,                    ,                       ,C                      ,                  ,A                          ,                         ,                        ,                     ,                         ,                       ,                        ,                ,C                  ,                         ,                  ,F                      ,                             ,                        ,F                       ,C                        ,                           ,                      ,                         ,                      ,                      ,                    ,                     ,                     ,                      ,              ,                   ,                         ,                          ,                       ,                     ,                     ,                       ,                     ,                                ,                      ,                      ,                       ,                       ,                   ,                   ,                     ,                          ,                       ,                        ,                 ,                    ,                       ,                            ,                   ,                      ,                          ,                  ,                     ,                     ,                     ,                     ,                  ,                     ,                      ,                  ,                      ,                        ,                       ,                       ,                    ,                     ,                     ,                         ,                   ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Oligocene  ,                  ,NP21          ,182,1128,B, 20,X,CC,  25.00,    184.3900,Shafik   ,Nannofossils                                 ,C              ,M                 ,C                        ,                     ,C                      ,                         ,                      ,                        ,                     ,R                   ,                       ,C                      ,F                 ,A                          ,F                        ,                        ,                     ,                         ,                       ,                        ,                ,C                  ,F                        ,                  ,R                      ,C                            ,F                       ,C                       ,                         ,                           ,                      ,                         ,                      ,                      ,                    ,                     ,                     ,                      ,              ,                   ,                         ,                          ,                       ,                     ,                     ,                       ,                     ,                                ,                      ,                      ,                       ,                       ,                   ,                   ,                     ,                          ,                       ,                        ,                 ,                    ,                       ,                            ,                   ,                      ,                          ,                  ,                     ,                     ,                     ,                     ,                  ,                     ,                      ,                  ,                      ,                        ,                       ,                       ,                    ,                     ,                     ,                         ,                   ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NP21          ,182,1128,B, 22,X,CC,  33.00,    203.1600,Shafik   ,Nannofossils                                 ,C              ,M                 ,C                        ,F                    ,C                      ,                         ,                      ,                        ,F                    ,                    ,                       ,C                      ,F                 ,C                          ,C                        ,                        ,F                    ,                         ,R                      ,                        ,                ,A                  ,R                        ,                  ,F                      ,C                            ,                        ,                        ,                         ,                           ,                      ,                         ,                      ,                      ,                    ,                     ,                     ,                      ,              ,                   ,                         ,                          ,                       ,                     ,                     ,                       ,                     ,                                ,                      ,                      ,                       ,                       ,                   ,                   ,                     ,                          ,                       ,                        ,                 ,                    ,                       ,                            ,                   ,                      ,                          ,                  ,                     ,                     ,                     ,                     ,                  ,                     ,                      ,                  ,                      ,                        ,                       ,                       ,                    ,                     ,                     ,                         ,                   ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Oligocene   ,                  ,NP21          ,182,1128,B, 23,X,CC,  48.00,    213.3100,Ladner   ,Nannofossils                                 ,A              ,M                 ,C                        ,F                    ,C                      ,                         ,                      ,                        ,F                    ,F                   ,                       ,C                      ,                  ,                           ,R                        ,                        ,                     ,C                        ,                       ,                        ,                ,C                  ,                         ,                  ,F                      ,                             ,                        ,                        ,                         ,                           ,                      ,                         ,                      ,                      ,                    ,                     ,                     ,                      ,              ,                   ,                         ,                          ,                       ,                     ,                     ,                       ,                     ,                                ,                      ,                      ,                       ,                       ,                   ,                   ,                     ,                          ,                       ,                        ,                 ,                    ,                       ,                            ,                   ,                      ,                          ,                  ,                     ,                     ,                     ,                     ,                  ,                     ,                      ,                  ,                      ,                        ,                       ,                       ,                    ,                     ,                     ,                         ,                   ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Oligocene   ,                  ,NP21          ,182,1128,B, 24,X,CC,  21.00,    222.7700,Ladner   ,Nannofossils                                 ,A              ,M                 ,C                        ,F                    ,A                      ,                         ,                      ,                        ,A                    ,C                   ,                       ,C                      ,                  ,                           ,F                        ,                        ,                     ,A                        ,                       ,                        ,                ,C                  ,                         ,                  ,F                      ,                             ,                        ,                        ,                         ,                           ,                      ,                         ,                      ,                      ,                    ,                     ,                     ,                      ,              ,                   ,                         ,                          ,                       ,                     ,                     ,                       ,                     ,                                ,                      ,                      ,                       ,                       ,                   ,                   ,                     ,                          ,                       ,                        ,                 ,                    ,                       ,                            ,                   ,                      ,                          ,                  ,                     ,                     ,                     ,                     ,                  ,                     ,                      ,                  ,                      ,                        ,                       ,                       ,                    ,                     ,                     ,                         ,                   ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Oligocene   ,                  ,NP21          ,182,1128,B, 25,X,CC,  34.00,    232.4800,Ladner   ,Nannofossils                                 ,A              ,M                 ,C                        ,F                    ,F                      ,                         ,                      ,                        ,C                    ,C                   ,                       ,C                      ,R                 ,C                          ,                         ,                        ,                     ,A                        ,                       ,                        ,                ,C                  ,                         ,F                 ,F                      ,                             ,                        ,                        ,                         ,                           ,                      ,                         ,                      ,                      ,                    ,                     ,                     ,                      ,              ,                   ,                         ,                          ,                       ,                     ,                     ,                       ,                     ,                                ,                      ,                      ,                       ,                       ,                   ,                   ,                     ,                          ,                       ,                        ,                 ,                    ,                       ,                            ,                   ,                      ,                          ,                  ,                     ,                     ,                     ,                     ,                  ,                     ,                      ,                  ,                      ,                        ,                       ,                       ,                    ,                     ,                     ,                         ,                   ,                       ,                   ,"Abundant sponge spicules, diatoms and rads."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Oligocene   ,                  ,NP21          ,182,1128,B, 26,X,CC,  19.00,    242.1000,Ladner   ,Nannofossils                                 ,A              ,M                 ,C                        ,F                    ,C                      ,                         ,                      ,                        ,C                    ,C                   ,                       ,C                      ,R                 ,                           ,                         ,                        ,R                    ,C                        ,F                      ,R                       ,R               ,C                  ,R                        ,F                 ,                       ,                             ,                        ,                        ,                         ,                           ,                      ,                         ,                      ,                      ,                    ,                     ,                     ,                      ,              ,                   ,                         ,                          ,                       ,                     ,                     ,                       ,                     ,                                ,                      ,                      ,                       ,                       ,                   ,                   ,                     ,                          ,                       ,                        ,                 ,                    ,                       ,                            ,                   ,                      ,                          ,                  ,                     ,                     ,                     ,                     ,                  ,                     ,                      ,                  ,                      ,                        ,                       ,                       ,                    ,                     ,                     ,                         ,                   ,                       ,                   ,"Discoasters are slightly overgrown, some etching on coccoliths."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Oligocene   ,                  ,NP21          ,182,1128,B, 27,X,CC,  28.00,    247.4200,Ladner   ,Nannofossils                                 ,A              ,M                 ,C                        ,C                    ,C                      ,                         ,                      ,                        ,                     ,C                   ,                       ,C                      ,F                 ,                           ,                         ,F                       ,R                    ,C                        ,                       ,                        ,                ,                   ,                         ,                  ,                       ,                             ,                        ,                        ,                         ,                           ,                      ,                         ,                      ,                      ,                    ,                     ,                     ,                      ,              ,                   ,                         ,                          ,                       ,                     ,                     ,                       ,                     ,                                ,                      ,                      ,                       ,                       ,                   ,                   ,                     ,                          ,                       ,                        ,                 ,                    ,                       ,                            ,                   ,                      ,                          ,                  ,                     ,                     ,                     ,                     ,                  ,                     ,                      ,                  ,                      ,                        ,                       ,                       ,                    ,                     ,                     ,                         ,                   ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Eocene      ,                  ,NP19/20       ,182,1128,B, 28,X,CC,  32.00,    254.6600,Shafik   ,Nannofossils                                 ,C              ,P                 ,C                        ,C                    ,C                      ,                         ,F                     ,F                       ,F                    ,R                   ,                       ,R                      ,F                 ,R                          ,F                        ,                        ,                     ,                         ,                       ,                        ,                ,                   ,                         ,                  ,                       ,                             ,                        ,                        ,                         ,                           ,                      ,                         ,                      ,                      ,                    ,                     ,                     ,                      ,              ,                   ,                         ,                          ,                       ,                     ,                     ,                       ,                     ,                                ,                      ,                      ,                       ,                       ,                   ,                   ,                     ,                          ,                       ,                        ,                 ,                    ,                       ,                            ,                   ,                      ,                          ,                  ,                     ,                     ,                     ,                     ,                  ,                     ,                      ,                  ,                      ,                        ,                       ,                       ,                    ,                     ,                     ,                         ,                   ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NP19/20       ,182,1128,B, 29,X,CC,  42.00,    262.5500,Shafik   ,Nannofossils                                 ,F              ,P                 ,C                        ,C                    ,C                      ,F                        ,F                     ,C                       ,F                    ,R                   ,R                      ,                       ,                  ,                           ,                         ,                        ,                     ,                         ,                       ,                        ,                ,                   ,                         ,                  ,                       ,                             ,                        ,                        ,                         ,                           ,                      ,                         ,                      ,                      ,                    ,                     ,                     ,                      ,              ,                   ,                         ,                          ,                       ,                     ,                     ,                       ,                     ,                                ,                      ,                      ,                       ,                       ,                   ,                   ,                     ,                          ,                       ,                        ,                 ,                    ,                       ,                            ,                   ,                      ,                          ,                  ,                     ,                     ,                     ,                     ,                  ,                     ,                      ,                  ,                      ,                        ,                       ,                       ,                    ,                     ,                     ,                         ,                   ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Eocene      ,                  ,NP19/20       ,182,1128,B, 30,X,CC,  35.00,    272.8300,Shafik   ,Nannofossils                                 ,R              ,P                 ,F                        ,F                    ,F                      ,                         ,                      ,                        ,                     ,                    ,                       ,                       ,                  ,                           ,                         ,                        ,                     ,                         ,                       ,                        ,                ,                   ,                         ,                  ,                       ,                             ,                        ,                        ,                         ,                           ,                      ,                         ,                      ,                      ,                    ,                     ,                     ,                      ,              ,                   ,                         ,                          ,                       ,                     ,                     ,                       ,                     ,                                ,                      ,                      ,                       ,                       ,                   ,                   ,                     ,                          ,                       ,                        ,                 ,                    ,                       ,                            ,                   ,                      ,                          ,                  ,                     ,                     ,                     ,                     ,                  ,                     ,                      ,                  ,                      ,                        ,                       ,                       ,                    ,                     ,                     ,                         ,                   ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
