Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Vermiculithina arca,Transversopontis pulcher,Thoracosphaera saxea,Thoracosphaera fossata,Sphenolithus pseudoradians,Sphenolithus predistentus,Sphenolithus moriformis,Reticulofenestra umbilica,Reticulofenestra hillae,Pyrocyclus orangensis,Pontosphaera versa,Pontosphaera plana,Pontosphaera pectinata,Peritrachelina joidesa,Pemma papillatum,Pedinocyclus larvalis,Microrhabdulus attenuatus,Lanternithus minutus,Isthmolithus recurvus,Helicopontosphaera reticulata,Helicopontosphaera recta,Helicopontosphaera perch-nielseniae,Helicopontosphaera intermedia,Helicopontosphaera euphratis,Helicopontosphaera compacta,Hayella situliformis,Ericsonia subdisticha,Ericsonia formosa,Discolithina segmenta,Discoaster tanii,Discoaster saipanensis,Discoaster nodifer,Discoaster deflandrei,Dictyococcites scrippsae,Dictyococcites bisectus,Cyclicargolithus floridanus,Coronocyclus nitescens,Coccolithus pelagicus,Coccolithus eopelagicus,Coccolith species C,Coccolith species A,Chiasmolithus titus,Chiasmolithus altus,Calcidiscus protoannulus,Bramletteius serraculoides,Braarudosphaera discula,Braarudosphaera bigelowii,Micrantholithus flos,Transversopontis exilis,Hayaster perplexus,Helicopontosphaera obliqua,Ericsonia fenestrata,Cyclicargolithus abisectus,Scyphosphaera apsteinii,Helicopontosphaera wilcoxonii,Helicopontosphaera seminulum,Sphenolithus distentus,Discoaster adamanteus,Coccolith species B,Coccolith species D,Sphenolithus ciperoensis,Coccolithus miopelagicus,Thoracosphaera tuberosa,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP18              ,              ,101, 628,A, 25,X, 1,  80.00,    222.3000,Moran    ,Nannofossils                                 ,A              ,M                 ,C                      ,                   ,                        ,                    ,                      ,                          ,A                        ,C                      ,                         ,                       ,F                    ,                  ,C                 ,R                     ,C                     ,                ,C                    ,C                        ,R                   ,                     ,                             ,C                       ,F                                  ,F                            ,C                           ,F                          ,                    ,F                    ,                 ,F                    ,                ,                      ,                  ,C                    ,C                       ,C                      ,A                          ,C                     ,C                    ,C                      ,                   ,                   ,                   ,                   ,C                       ,                          ,F                      ,C                        ,F                   ,                       ,                  ,                          ,C                   ,C                         ,R                      ,                             ,                            ,F                     ,F                    ,F                  ,R                  ,                        ,                        ,                       ,from Moran & Watkins; ODP 101 SR Chapter 4 Table 1 p 90-91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP18              ,              ,101, 628,A, 25,X, 2,  80.00,    223.8000,Moran    ,Nannofossils                                 ,A              ,G                 ,F                      ,                   ,                        ,R                   ,R                     ,R                         ,A                        ,C                      ,                         ,                       ,F                    ,                  ,C                 ,                      ,F                     ,                ,F                    ,C                        ,F                   ,                     ,                             ,F                       ,F                                  ,F                            ,C                           ,                           ,                    ,F                    ,                 ,F                    ,                ,                      ,                  ,C                    ,F                       ,C                      ,A                          ,C                     ,C                    ,C                      ,                   ,                   ,                   ,F                  ,F                       ,                          ,F                      ,C                        ,C                   ,                       ,                  ,F                         ,C                   ,F                         ,R                      ,F                            ,F                           ,C                     ,F                    ,F                  ,                   ,                        ,                        ,                       ,from Moran & Watkins; ODP 101 SR Chapter 4 Table 1 p 90-91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP17              ,              ,101, 628,A, 25,X,CC,  17.00,    225.1800,Moran    ,Nannofossils                                 ,A              ,G                 ,A                      ,F                  ,                        ,                    ,F                     ,F                         ,A                        ,C                      ,                         ,                       ,F                    ,                  ,C                 ,                      ,F                     ,                ,F                    ,F                        ,C                   ,                     ,                             ,F                       ,F                                  ,                             ,F                           ,C                          ,                    ,C                    ,                 ,F                    ,C               ,                      ,                  ,C                    ,C                       ,C                      ,A                          ,F                     ,A                    ,C                      ,                   ,F                  ,                   ,                   ,F                       ,                          ,F                      ,F                        ,                    ,                       ,                  ,F                         ,                    ,F                         ,F                      ,F                            ,F                           ,                      ,                     ,                   ,                   ,                        ,                        ,                       ,from Moran & Watkins; ODP 101 SR Chapter 4 Table 1 p 90-91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP17              ,              ,101, 628,A, 26,X, 1,  80.00,    232.2000,Moran    ,Nannofossils                                 ,A              ,M                 ,A                      ,F                  ,                        ,F                   ,F                     ,F                         ,C                        ,C                      ,                         ,                       ,F                    ,                  ,C                 ,                      ,F                     ,                ,F                    ,F                        ,F                   ,                     ,                             ,C                       ,F                                  ,F                            ,C                           ,C                          ,                    ,C                    ,                 ,                     ,C               ,                      ,                  ,C                    ,C                       ,C                      ,A                          ,C                     ,A                    ,C                      ,                   ,F                  ,                   ,                   ,F                       ,                          ,F                      ,C                        ,                    ,                       ,                  ,                          ,R                   ,                          ,F                      ,                             ,                            ,                      ,                     ,                   ,                   ,                        ,                        ,                       ,from Moran & Watkins; ODP 101 SR Chapter 4 Table 1 p 90-91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP17              ,              ,101, 628,A, 26,X, 2,  80.00,    233.7000,Moran    ,Nannofossils                                 ,P              ,G                 ,C                      ,F                  ,                        ,F                   ,R                     ,F                         ,C                        ,C                      ,                         ,                       ,F                    ,                  ,C                 ,                      ,                      ,                ,F                    ,F                        ,F                   ,                     ,                             ,F                       ,                                   ,R                            ,                            ,C                          ,                    ,C                    ,                 ,                     ,F               ,                      ,                  ,F                    ,F                       ,C                      ,A                          ,F                     ,C                    ,C                      ,                   ,F                  ,?                  ,                   ,F                       ,                          ,F                      ,C                        ,                    ,                       ,                  ,                          ,R                   ,R                         ,F                      ,                             ,                            ,                      ,                     ,                   ,                   ,                        ,                        ,                       ,from Moran & Watkins; ODP 101 SR Chapter 4 Table 1 p 90-91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP17              ,              ,101, 628,A, 26,X, 3,  80.00,    235.2000,Moran    ,Nannofossils                                 ,P              ,M                 ,C                      ,F                  ,                        ,F                   ,                      ,F                         ,C                        ,C                      ,                         ,                       ,F                    ,                  ,C                 ,                      ,                      ,                ,F                    ,F                        ,                    ,                     ,                             ,                        ,                                   ,                             ,                            ,C                          ,                    ,F                    ,                 ,                     ,F               ,                      ,                  ,F                    ,F                       ,C                      ,A                          ,F                     ,C                    ,C                      ,                   ,                   ,?                  ,R                  ,F                       ,?                         ,F                      ,C                        ,                    ,                       ,                  ,                          ,                    ,R                         ,                       ,                             ,                            ,                      ,                     ,                   ,                   ,                        ,                        ,                       ,from Moran & Watkins; ODP 101 SR Chapter 4 Table 1 p 90-91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP17              ,              ,101, 628,A, 26,X,CC,  15.00,    235.5700,Moran    ,Nannofossils                                 ,P              ,M                 ,C                      ,F                  ,                        ,F                   ,F                     ,F                         ,C                        ,C                      ,                         ,                       ,R                    ,                  ,R                 ,                      ,F                     ,                ,                     ,F                        ,                    ,                     ,                             ,                        ,                                   ,                             ,                            ,F                          ,                    ,F                    ,                 ,                     ,F               ,                      ,                  ,C                    ,F                       ,C                      ,A                          ,F                     ,C                    ,C                      ,                   ,                   ,                   ,                   ,                        ,                          ,F                      ,F                        ,F                   ,                       ,                  ,F                         ,R                   ,F                         ,                       ,                             ,                            ,                      ,                     ,                   ,                   ,                        ,                        ,                       ,from Moran & Watkins; ODP 101 SR Chapter 4 Table 1 p 90-91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP17              ,              ,101, 628,A, 27,X, 1,  80.00,    241.8000,Moran    ,Nannofossils                                 ,A              ,G                 ,C                      ,F                  ,                        ,F                   ,F                     ,F                         ,A                        ,C                      ,                         ,                       ,F                    ,                  ,C                 ,                      ,C                     ,                ,F                    ,C                        ,C                   ,                     ,R                            ,F                       ,                                   ,F                            ,F                           ,A                          ,                    ,C                    ,                 ,F                    ,C               ,R                     ,                  ,C                    ,C                       ,C                      ,A                          ,C                     ,A                    ,C                      ,                   ,                   ,                   ,F                  ,C                       ,F                         ,F                      ,C                        ,C                   ,                       ,F                 ,                          ,                    ,                          ,                       ,                             ,                            ,                      ,                     ,                   ,                   ,                        ,                        ,                       ,from Moran & Watkins; ODP 101 SR Chapter 4 Table 1 p 90-91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP17              ,              ,101, 628,A, 27,X, 2,  80.00,    243.3000,Moran    ,Nannofossils                                 ,A              ,G                 ,A                      ,F                  ,                        ,F                   ,F                     ,F                         ,A                        ,C                      ,R                        ,                       ,F                    ,                  ,C                 ,                      ,F                     ,                ,F                    ,C                        ,C                   ,                     ,F                            ,F                       ,                                   ,F                            ,F                           ,A                          ,                    ,C                    ,                 ,F                    ,C               ,R                     ,                  ,C                    ,F                       ,C                      ,A                          ,C                     ,C                    ,C                      ,                   ,F                  ,                   ,F                  ,F                       ,F                         ,F                      ,C                        ,                    ,                       ,R                 ,                          ,                    ,                          ,                       ,                             ,                            ,                      ,                     ,                   ,                   ,                        ,                        ,                       ,from Moran & Watkins; ODP 101 SR Chapter 4 Table 1 p 90-91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP16              ,              ,101, 628,A, 28,X, 1,  80.00,    251.4000,Moran    ,Nannofossils                                 ,A              ,M                 ,A                      ,F                  ,                        ,F                   ,                      ,F                         ,C                        ,C                      ,C                        ,F                      ,                     ,F                 ,C                 ,                      ,F                     ,                ,F                    ,C                        ,C                   ,                     ,F                            ,                        ,                                   ,F                            ,F                           ,C                          ,C                   ,C                    ,C                ,F                    ,F               ,                      ,                  ,F                    ,C                       ,C                      ,A                          ,C                     ,A                    ,C                      ,                   ,F                  ,                   ,                   ,C                       ,C                         ,F                      ,C                        ,                    ,R                      ,                  ,                          ,                    ,                          ,                       ,                             ,                            ,                      ,                     ,                   ,                   ,                        ,                        ,                       ,from Moran & Watkins; ODP 101 SR Chapter 4 Table 1 p 90-91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP16              ,              ,101, 628,A, 28,X, 2,  80.00,    252.9000,Moran    ,Nannofossils                                 ,A              ,M                 ,C                      ,F                  ,                        ,F                   ,                      ,C                         ,F                        ,C                      ,                         ,C                      ,F                    ,F                 ,C                 ,                      ,C                     ,F               ,F                    ,C                        ,C                   ,F                    ,F                            ,F                       ,                                   ,F                            ,F                           ,C                          ,C                   ,C                    ,C                ,F                    ,C               ,                      ,F                 ,C                    ,C                       ,C                      ,A                          ,F                     ,A                    ,C                      ,F                  ,C                  ,F                  ,F                  ,C                       ,C                         ,F                      ,F                        ,                    ,                       ,                  ,                          ,                    ,                          ,                       ,                             ,                            ,                      ,                     ,                   ,                   ,                        ,                        ,                       ,from Moran & Watkins; ODP 101 SR Chapter 4 Table 1 p 90-91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP16              ,              ,101, 628,A, 28,X,CC,  35.00,    254.3600,Moran    ,Nannofossils                                 ,P              ,M                 ,C                      ,F                  ,                        ,F                   ,                      ,                          ,C                        ,C                      ,F                        ,F                      ,F                    ,                  ,F                 ,                      ,R                     ,                ,F                    ,F                        ,C                   ,                     ,R                            ,                        ,                                   ,                             ,R                           ,F                          ,R                   ,C                    ,?                ,F                    ,F               ,R                     ,                  ,F                    ,F                       ,C                      ,C                          ,F                     ,C                    ,C                      ,                   ,F                  ,F                  ,                   ,F                       ,F                         ,F                      ,C                        ,                    ,                       ,                  ,                          ,                    ,                          ,                       ,                             ,                            ,                      ,                     ,                   ,                   ,                        ,                        ,                       ,from Moran & Watkins; ODP 101 SR Chapter 4 Table 1 p 90-91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP16              ,              ,101, 628,A, 29,X, 1,  80.00,    261.0000,Moran    ,Nannofossils                                 ,A              ,G                 ,C                      ,                   ,                        ,F                   ,                      ,F                         ,F                        ,C                      ,C                        ,C                      ,F                    ,F                 ,C                 ,                      ,C                     ,C               ,F                    ,C                        ,F                   ,F                    ,C                            ,F                       ,                                   ,R                            ,F                           ,C                          ,C                   ,C                    ,C                ,F                    ,C               ,R                     ,C                 ,C                    ,C                       ,A                      ,A                          ,F                     ,A                    ,C                      ,F                  ,C                  ,C                  ,                   ,C                       ,C                         ,C                      ,C                        ,F                   ,                       ,                  ,                          ,                    ,                          ,                       ,                             ,                            ,                      ,                     ,                   ,                   ,                        ,                        ,                       ,from Moran & Watkins; ODP 101 SR Chapter 4 Table 1 p 90-91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP16              ,              ,101, 628,A, 29,X, 2,  47.00,    262.1700,Moran    ,Nannofossils                                 ,A              ,G                 ,C                      ,F                  ,F                       ,F                   ,F                     ,C                         ,F                        ,C                      ,C                        ,C                      ,F                    ,F                 ,C                 ,F                     ,C                     ,A               ,F                    ,C                        ,C                   ,F                    ,F                            ,F                       ,R                                  ,F                            ,F                           ,C                          ,C                   ,C                    ,C                ,F                    ,C               ,R                     ,F                 ,C                    ,C                       ,A                      ,A                          ,F                     ,C                    ,C                      ,F                  ,C                  ,C                  ,R                  ,C                       ,C                         ,C                      ,C                        ,                    ,                       ,                  ,                          ,                    ,                          ,                       ,                             ,                            ,                      ,                     ,                   ,                   ,                        ,                        ,                       ,from Moran & Watkins; ODP 101 SR Chapter 4 Table 1 p 90-91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
