Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Umbellosphaera irregularis,Thoracosphaera spp.,Syracosphaera spp.,Scapholithus fossilis,Rhabdosphaera spp.,Reticulofenestra spp. (small - medium),Reticulofenestra spp. (large),Pseudoemiliania lacunosa E,Pseudoemiliania lacunosa C,Oolithotus antillarum,Helicosphaera sellii,Helicosphaera carteri,Gephyrocapsa spp. (small),Gephyrocapsa spp. (large),Gephyrocapsa sp. 3,Gephyrocapsa oceanica s.l.,Gephyrocapsa caribbeanica,Emiliania huxleyi,Discoaster brouweri,Cyclolithus annulus,Coccolithus pelagicus,Calcidiscus macintyrei,Calcidiscus leptoporus,Comment
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 6,  30.00,      7.8000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.2%1               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,8.9%47                    ,.2%1                      ,.0%0                 ,.0%0                ,2.1%11               ,56.1%297                 ,.0%0                     ,1.5%8             ,6.6%35                    ,16.1%85                  ,.0%0             ,.0%0               ,3.4%18             ,1.0%5                ,.0%0                  ,4.0%21                ,Total count = 529; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 6,  48.00,      7.9800,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,6.5%33                                ,6.5%33                       ,21.7%111                  ,2.9%15                    ,.0%0                 ,.0%0                ,1.4%7                ,41.7%213                 ,.0%0                     ,2.0%10            ,9.2%47                    ,13.1%67                  ,.0%0             ,.0%0               ,1.0%5              ,.0%0                 ,.0%0                  ,.0%0                  ,Total count = 511; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 6,  71.00,      8.2100,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.6%3                                  ,.6%3                         ,7.5%38                    ,1.2%6                     ,.0%0                 ,.0%0                ,.4%2                 ,49.6%252                 ,.0%0                     ,1.8%9             ,13.6%69                   ,19.9%101                 ,.0%0             ,.0%0               ,4.3%22             ,1.2%6                ,.0%0                  ,.0%0                  ,Total count = 508; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 6,  90.00,      8.4000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.2%1               ,.0%0              ,.0%0                 ,.8%4              ,.0%0                                  ,.0%0                         ,1.2%6                     ,.4%2                      ,.0%0                 ,.0%0                ,.4%2                 ,86.4%440                 ,.0%0                     ,.4%2              ,3.7%19                    ,3.1%16                   ,.0%0             ,.0%0               ,.4%2               ,1.8%9                ,.0%0                  ,1.2%6                 ,Total count = 509; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 6, 110.00,      8.6000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,2.0%10                    ,2.0%10                    ,.0%0                 ,.0%0                ,.4%2                 ,87.5%441                 ,.0%0                     ,.6%3              ,3.0%15                    ,2.4%12                   ,.0%0             ,.0%0               ,1.2%6              ,.0%0                 ,.0%0                  ,1.0%5                 ,Total count = 504; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 1,   5.00,      8.9500,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,2.6%13                    ,.4%2                      ,.0%0                 ,.0%0                ,.0%0                 ,81.1%407                 ,.0%0                     ,.2%1              ,7.6%38                    ,4.8%24                   ,.0%0             ,.0%0               ,.4%2               ,.2%1                 ,.0%0                  ,2.6%13                ,Total count = 502; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 1,  20.00,      9.1000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.2%1                 ,.2%1              ,.0%0                                  ,.0%0                         ,6.7%34                    ,2.4%12                    ,.0%0                 ,.0%0                ,.8%4                 ,79.9%406                 ,.0%0                     ,.6%3              ,1.8%9                     ,3.5%18                   ,.0%0             ,.0%0               ,.6%3               ,.2%1                 ,.0%0                  ,3.2%16                ,Total count = 508; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 1,  40.00,      9.3000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.2%1              ,1.0%5                                 ,1.0%5                        ,3.2%16                    ,1.2%6                     ,.0%0                 ,.0%0                ,1.0%5                ,84.2%427                 ,.0%0                     ,.2%1              ,3.8%19                    ,3.2%16                   ,.0%0             ,.0%0               ,.4%2               ,.4%2                 ,.0%0                  ,1.4%7                 ,Total count = 507; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 1,  59.00,      9.4900,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.2%1              ,.0%0                 ,.2%1              ,1.0%5                                 ,1.0%5                        ,7.4%37                    ,1.6%8                     ,.0%0                 ,.0%0                ,.8%4                 ,70.3%353                 ,.0%0                     ,.4%2              ,8.8%44                    ,5.2%26                   ,.0%0             ,.0%0               ,.4%2               ,.2%1                 ,.0%0                  ,3.6%18                ,Total count = 502; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 1,  80.00,      9.7000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,1.6%9                                 ,1.6%9                        ,8.7%48                    ,2.7%15                    ,.0%0                 ,.0%0                ,.0%0                 ,62.4%345                 ,.0%0                     ,.4%2              ,8.5%47                    ,9.8%54                   ,.0%0             ,.0%0               ,.2%1               ,.7%4                 ,.0%0                  ,5.1%28                ,Total count = 553; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 1, 100.00,      9.9000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,1.9%10                                ,1.9%10                       ,2.3%12                    ,1.4%7                     ,.0%0                 ,.0%0                ,.4%2                 ,69.4%358                 ,.0%0                     ,.6%3              ,6.0%31                    ,13.6%70                  ,.0%0             ,.0%0               ,.6%3               ,2.7%14               ,.0%0                  ,1.2%6                 ,Total count = 516; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 1, 130.00,     10.2000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,18.2%92                               ,18.2%92                      ,9.7%49                    ,3.2%16                    ,.0%0                 ,.0%0                ,.4%2                 ,50.6%256                 ,.0%0                     ,.4%2              ,6.1%31                    ,4.9%25                   ,.0%0             ,.0%0               ,.4%2               ,1.4%7                ,.0%0                  ,4.7%24                ,Total count = 506; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 2,  10.00,     10.3700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,20.3%103                              ,20.3%103                     ,6.9%35                    ,2.2%11                    ,.0%0                 ,.0%0                ,.4%2                 ,61.5%312                 ,.0%0                     ,.0%0              ,1.0%5                     ,2.6%13                   ,.0%0             ,.0%0               ,.8%4               ,.0%0                 ,.0%0                  ,4.3%22                ,Total count = 507; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 2,  27.00,     10.5400,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,4.6%23                                ,4.6%23                       ,7.8%39                    ,1.4%7                     ,.0%0                 ,.0%0                ,1.6%8                ,75.9%382                 ,.0%0                     ,.0%0              ,.2%1                      ,1.6%8                    ,.0%0             ,.0%0               ,.2%1               ,.2%1                 ,.0%0                  ,6.6%33                ,Total count = 503; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 2,  50.00,     10.7700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.2%1               ,.0%0              ,.0%0                 ,.0%0              ,19.2%97                               ,19.2%97                      ,9.5%48                    ,1.2%6                     ,.0%0                 ,.0%0                ,1.0%5                ,63.2%320                 ,.0%0                     ,.0%0              ,1.4%7                     ,2.2%11                   ,.0%0             ,.0%0               ,.2%1               ,.4%2                 ,.0%0                  ,1.6%8                 ,Total count = 506; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 2,  70.00,     10.9700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,18.5%93                               ,18.5%93                      ,26.0%131                  ,4.6%23                    ,.0%0                 ,.0%0                ,.0%0                 ,39.5%199                 ,.0%0                     ,.0%0              ,.8%4                      ,1.4%7                    ,.0%0             ,.0%0               ,.6%3               ,.2%1                 ,.0%0                  ,8.5%43                ,Total count = 504; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 2,  90.00,     11.1700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,15.8%81                               ,15.8%81                      ,29.8%153                  ,2.3%12                    ,.0%0                 ,.0%0                ,.8%4                 ,42.0%216                 ,.0%0                     ,.0%0              ,.2%1                      ,.8%4                     ,.0%0             ,.0%0               ,2.0%10             ,.8%4                 ,.0%0                  ,5.6%29                ,Total count = 514; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 2, 110.00,     11.3700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,9.5%48                                ,9.5%48                       ,52.3%265                  ,2.6%13                    ,.0%0                 ,.0%0                ,.0%0                 ,20.3%103                 ,.0%0                     ,.0%0              ,.0%0                      ,.4%2                     ,.0%0             ,.0%0               ,.8%4               ,.2%1                 ,.0%0                  ,14.0%71               ,Total count = 507; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 2, 132.00,     11.5900,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.2%1               ,.0%0              ,.0%0                 ,.4%2              ,1.1%6                                 ,1.1%6                        ,14.5%77                   ,.9%5                      ,.0%0                 ,.0%0                ,.4%2                 ,74.7%396                 ,4.7%25                   ,.0%0              ,.0%0                      ,.6%3                     ,.0%0             ,.0%0               ,.2%1               ,.6%3                 ,.0%0                  ,1.7%9                 ,Total count = 530; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 3,   1.00,     11.7800,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.2%1              ,.2%1                                  ,.2%1                         ,25.1%136                  ,4.1%22                    ,.0%0                 ,.0%0                ,.0%0                 ,58.0%315                 ,7.6%41                   ,.0%0              ,.2%1                      ,.9%5                     ,.0%0             ,.0%0               ,.4%2               ,.0%0                 ,.0%0                  ,3.5%19                ,Total count = 543; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 3,  20.00,     11.9700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.2%1                                  ,.2%1                         ,2.0%12                    ,17.1%101                  ,.0%0                 ,.0%0                ,.8%5                 ,58.1%344                 ,15.0%89                  ,.0%0              ,.3%2                      ,.2%1                     ,.0%0             ,.0%0               ,.2%1               ,.3%2                 ,.0%0                  ,5.7%34                ,Total count = 592; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 3,  40.00,     12.1700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,15.2%92                   ,.7%4                      ,.0%0                 ,.0%0                ,.3%2                 ,27.7%168                 ,17.0%103                 ,.0%0              ,1.7%10                    ,31.5%191                 ,.0%0             ,.0%0               ,.2%1               ,.3%2                 ,.0%0                  ,5.6%34                ,Total count = 607; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 3,  58.00,     12.3500,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,7.5%49                    ,.2%1                      ,.0%0                 ,.2%1                ,1.4%9                ,39.2%257                 ,9.0%59                   ,.0%0              ,.9%6                      ,17.5%115                 ,.0%0             ,.0%0               ,.2%1               ,.6%4                 ,.0%0                  ,9.6%63                ,Total count = 656; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 3,  80.00,     12.5700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.2%1               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,7.3%40                    ,.2%1                      ,.0%0                 ,.0%0                ,.0%0                 ,28.0%153                 ,7.5%41                   ,.0%0              ,.6%3                      ,51.8%283                 ,.0%0             ,.0%0               ,.0%0               ,.6%3                 ,.0%0                  ,3.9%21                ,Total count = 546; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 3,  97.00,     12.7400,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,11.7%60                   ,1.2%6                     ,.0%0                 ,.0%0                ,.2%1                 ,9.0%46                   ,2.0%10                   ,.0%0              ,4.5%23                    ,64.1%328                 ,.0%0             ,.0%0               ,.0%0               ,.4%2                 ,.0%0                  ,7.0%36                ,Total count = 512; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 3, 120.00,     12.9700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.2%1              ,.0%0                                  ,.0%0                         ,17.2%88                   ,.6%3                      ,.0%0                 ,.0%0                ,1.6%8                ,28.7%147                 ,1.6%8                    ,.0%0              ,1.8%9                     ,43.8%224                 ,.0%0             ,.0%0               ,.4%2               ,.2%1                 ,.0%0                  ,4.1%21                ,Total count = 512; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 3, 140.00,     13.1700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,9.1%47                    ,.8%4                      ,.0%0                 ,.0%0                ,.6%3                 ,9.3%48                   ,1.4%7                    ,.0%0              ,2.7%14                    ,68.5%353                 ,.0%0             ,.0%0               ,.2%1               ,1.4%7                ,.0%0                  ,6.0%31                ,Total count = 515; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 4,  10.00,     13.3700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.4%2              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,3.8%19                    ,.2%1                      ,.0%0                 ,.0%0                ,.4%2                 ,8.3%42                   ,.0%0                     ,.0%0              ,4.9%25                    ,76.1%385                 ,.0%0             ,.0%0               ,.0%0               ,.4%2                 ,.0%0                  ,5.5%28                ,Total count = 506; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 4,  30.00,     13.5700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.2%1              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,6.2%31                    ,.6%3                      ,.0%0                 ,.0%0                ,.4%2                 ,6.6%33                   ,.0%0                     ,.0%0              ,6.2%31                    ,76.1%383                 ,.0%0             ,.0%0               ,.0%0               ,.0%0                 ,.0%0                  ,3.8%19                ,Total count = 503; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 4,  50.00,     13.7700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.4%2              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,4.2%21                    ,.8%4                      ,.0%0                 ,.0%0                ,.6%3                 ,15.6%79                  ,.0%0                     ,.0%0              ,10.3%52                   ,61.9%313                 ,.0%0             ,.0%0               ,.0%0               ,.8%4                 ,.0%0                  ,5.5%28                ,Total count = 506; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 4,  72.00,     13.9900,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.4%2              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,5.7%29                    ,1.0%5                     ,.4%2                 ,.0%0                ,1.0%5                ,19.4%99                  ,.0%0                     ,.0%0              ,10.8%55                   ,55.9%285                 ,.0%0             ,.0%0               ,.2%1               ,1.0%5                ,.0%0                  ,4.3%22                ,Total count = 510; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 4,  90.00,     14.1700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,8.2%41                    ,.6%3                      ,.0%0                 ,.0%0                ,.2%1                 ,13.0%65                  ,.0%0                     ,.0%0              ,9.0%45                    ,64.7%325                 ,.0%0             ,.0%0               ,.0%0               ,.4%2                 ,.0%0                  ,4.0%20                ,Total count = 502; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 4, 110.00,     14.3700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,7.3%37                                ,.0%0                         ,7.3%37                    ,.4%2                      ,.0%0                 ,.2%1                ,1.4%7                ,33.1%168                 ,.0%0                     ,.0%0              ,4.3%22                    ,38.5%195                 ,.0%0             ,.0%0               ,.0%0               ,1.2%6                ,.0%0                  ,6.3%32                ,Total count = 507; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 4, 130.00,     14.5700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,27.4%139                              ,.0%0                         ,14.8%75                   ,2.0%10                    ,.0%0                 ,.0%0                ,1.6%8                ,15.8%80                  ,.0%0                     ,.0%0              ,3.0%15                    ,25.2%128                 ,.0%0             ,.0%0               ,.0%0               ,.6%3                 ,.8%4                  ,9.1%46                ,Total count = 508; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 5,   0.00,     14.7700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,5.9%30                                ,.0%0                         ,33.5%170                  ,3.4%17                    ,.0%0                 ,.0%0                ,.4%2                 ,36.2%184                 ,.0%0                     ,.0%0              ,3.4%17                    ,9.5%48                   ,.0%0             ,.0%0               ,.0%0               ,.6%3                 ,1.2%6                 ,6.1%31                ,Total count = 508; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 5,  20.00,     14.9700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,22.7%115                  ,2.0%10                    ,.0%0                 ,1.2%6               ,1.6%8                ,31.0%157                 ,.0%0                     ,.0%0              ,2.4%12                    ,30.6%155                 ,.0%0             ,.0%0               ,.0%0               ,1.8%9                ,1.2%6                 ,5.5%28                ,Total count = 506; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 5,  40.00,     15.1700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,32.2%168                              ,.0%0                         ,22.0%115                  ,3.5%18                    ,.0%0                 ,.4%2                ,.4%2                 ,19.5%102                 ,.0%0                     ,.0%0              ,1.9%10                    ,11.1%58                  ,.0%0             ,.0%0               ,.0%0               ,2.5%13               ,1.5%8                 ,5.0%26                ,Total count = 522; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 5,  62.00,     15.3900,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,23.8%123                              ,.0%0                         ,20.9%108                  ,1.9%10                    ,.0%0                 ,.0%0                ,.2%1                 ,34.9%180                 ,.0%0                     ,.0%0              ,.4%2                      ,7.8%40                   ,.0%0             ,.0%0               ,.0%0               ,.6%3                 ,2.5%13                ,7.0%36                ,Total count = 516; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 5,  80.00,     15.5700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.2%1              ,.0%0                 ,.0%0              ,27.4%143                              ,.0%0                         ,15.7%82                   ,3.1%16                    ,.0%0                 ,.4%2                ,2.1%11               ,28.7%150                 ,.0%0                     ,.0%0              ,.4%2                      ,11.5%60                  ,.0%0             ,.0%0               ,.0%0               ,1.0%5                ,2.9%15                ,6.7%35                ,Total count = 522; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 5, 100.00,     15.7700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.2%1              ,.0%0                 ,.0%0              ,14.3%80                               ,.0%0                         ,12.0%67                   ,2.7%15                    ,.0%0                 ,1.4%8               ,.9%5                 ,29.0%162                 ,.0%0                     ,.0%0              ,.0%0                      ,32.2%180                 ,.0%0             ,.0%0               ,.2%1               ,1.8%10               ,.9%5                  ,4.5%25                ,Total count = 559; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  2,H, 5, 120.00,     15.9700,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,12.0%62                               ,.0%0                         ,4.8%25                    ,.6%3                      ,.0%0                 ,.2%1                ,.2%1                 ,29.0%150                 ,.0%0                     ,.0%0              ,.4%2                      ,48.9%253                 ,.0%0             ,.4%2               ,.0%0               ,1.0%5                ,1.6%8                 ,1.0%5                 ,Total count = 517; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
