Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Coccolithus pelagicus	Sphenolithus heteromorphus	Discoaster druggii	Discoaster deflandrei	Reticulofenestra minuta	Reticulofenestra haqii	Cyclicargolithus floridanus	Reticulofenestra pseudoumbilicus	Reticulofenestra gelida	Discoaster variabilis	Sphenolithus verensis	Catinaster coalitus	Calcidiscus leptoporus	Discoaster pentaradiatus	Sphenolithus abies	Discoaster brouweri	Minylitha convallis	Discoaster berggrenii	Reticulofenestra minutula	Discoaster quinqueramus	Calcidiscus macintyrei	Helicosphaera kamptneri	Ceratolithus acutus	Discoaster neorectus	Discoaster intercalaris	Discoaster surculus	Pseudoemiliania lacunosa	Gephyrocapsa parallela	Gephyrocapsa oceanica	Gephyrocapsa ericsonii	Gephyrocapsa caribbeanica	Discoaster exilis	Ceratolithus rugosus	Helicosphaera sellii	Discoaster tamalis	Discoaster triradiatus	Discoaster asymmetricus	Comment
  IR	                 	Late Miocene     	                  	CN9           	186	1151	A	 77	R	CC	  18.00	    800.6200	Li       	Nannofossils                                 	C              	G                 	C                    	                          	                  	                     	                       	                      	                           	A                               	                       	F                    	C                    	                   	                      	                        	C                 	                   	                   	                     	A                        	R                      	F                     	                       	                   	                    	                       	                   	                        	                      	                     	                      	                         	                 	                    	                    	                  	                      	                       	       

  IR	                 	Late Miocene     	                  	CN9           	186	1151	A	 80	R	CC	  14.00	    834.4700	Li       	Nannofossils                                 	R              	P                 	                     	                          	                  	                     	                       	                      	                           	                                	                       	R                    	                     	                   	                      	                        	                  	                   	                   	                     	                         	                       	                      	                       	                   	                    	                       	                   	                        	                      	                     	                      	                         	                 	                    	                    	                  	                      	                       	       

  IR	                 	Late Miocene     	                  	CN9           	186	1151	A	 87	R	CC	  18.00	    897.7000	Li       	Nannofossils                                 	R              	P                 	                     	                          	                  	                     	                       	                      	                           	F                               	                       	                     	                     	                   	                      	F                       	                  	                   	                   	F                    	                         	                       	                      	                       	                   	                    	                       	                   	                        	                      	                     	                      	                         	                 	                    	                    	                  	                      	                       	       

  IR	                 	Late Miocene     	                  	CN9           	186	1151	A	 88	R	CC	   0.00	    911.0600	Li       	Nannofossils                                 	T              	P                 	                     	                          	                  	                     	                       	                      	                           	R                               	                       	                     	                     	                   	                      	                        	                  	                   	                   	                     	F                        	                       	                      	                       	                   	                    	                       	                   	                        	                      	                     	                      	                         	                 	                    	                    	                  	                      	                       	       

  IR	                 	Late Miocene     	                  	CN9           	186	1151	A	 89	R	CC	  13.00	    920.9900	Li       	Nannofossils                                 	F              	P                 	C                    	                          	                  	                     	C                      	                      	                           	                                	                       	                     	                     	                   	C                     	F                       	                  	                   	                   	C                    	C                        	                       	                      	                       	                   	                    	                       	                   	                        	                      	                     	                      	                         	                 	                    	                    	                  	                      	                       	       

  IR	                 	Late Miocene     	CN9               	CN8           	186	1151	A	 90	R	CC	  22.00	    926.1000	Li       	Nannofossils                                 	F              	P                 	C                    	                          	                  	                     	                       	                      	                           	                                	C                      	F                    	                     	                   	                      	                        	F                 	C                  	                   	F                    	                         	                       	                      	                       	                   	                    	                       	                   	                        	                      	                     	                      	                         	                 	                    	                    	                  	                      	                       	       

  IR	                 	Late Miocene     	                  	CN8           	186	1151	A	 91	R	CC	  21.00	    939.5400	Li       	Nannofossils                                 	C              	P                 	C                    	                          	                  	                     	                       	                      	                           	C                               	                       	C                    	                     	                   	C                     	                        	C                 	                   	F                  	                     	                         	                       	                      	                       	                   	                    	                       	                   	                        	                      	                     	                      	                         	                 	                    	                    	                  	                      	                       	       

  IR	                 	Late Miocene     	                  	CN8           	186	1151	A	 92	R	CC	  27.00	    948.0900	Li       	Nannofossils                                 	C              	M                 	                     	                          	                  	                     	                       	                      	                           	A                               	A                      	C                    	                     	                   	                      	F                       	C                 	F                  	                   	                     	                         	                       	                      	                       	                   	                    	                       	                   	                        	                      	                     	                      	                         	                 	                    	                    	                  	                      	                       	       

  IR	                 	Late Miocene     	                  	CN8           	186	1151	A	 93	R	CC	  22.00	    953.7300	Li       	Nannofossils                                 	F              	M                 	C                    	                          	                  	                     	                       	                      	                           	A                               	C                      	C                    	                     	                   	F                     	                        	                  	                   	                   	                     	                         	                       	                      	                       	                   	                    	                       	                   	                        	                      	                     	                      	                         	                 	                    	                    	                  	                      	                       	       

  IR	                 	Late Miocene     	                  	CN8           	186	1151	A	 94	R	CC	  18.00	    962.7600	Li       	Nannofossils                                 	F              	P                 	F                    	                          	                  	                     	                       	                      	                           	C                               	F                      	F                    	                     	                   	F                     	F                       	                  	                   	                   	                     	                         	                       	                      	                       	                   	                    	                       	                   	                        	                      	                     	                      	                         	                 	                    	                    	                  	                      	                       	       

  IR	                 	Late Miocene     	                  	CN8           	186	1151	A	 96	R	CC	  21.00	    982.3400	Li       	Nannofossils                                 	T              	P                 	                     	                          	                  	                     	                       	                      	                           	R                               	                       	                     	                     	                   	                      	                        	                  	                   	                   	                     	                         	                       	                      	                       	                   	                    	                       	                   	                        	                      	                     	                      	                         	                 	                    	                    	                  	                      	                       	       

  IR	                 	Late Miocene     	                  	CN8           	186	1151	A	 97	R	CC	  21.00	    995.8300	Li       	Nannofossils                                 	T              	P                 	                     	                          	                  	                     	                       	                      	                           	R                               	                       	                     	                     	                   	                      	                        	                  	                   	                   	                     	                         	                       	                      	                       	                   	                    	                       	                   	                        	                      	                     	                      	                         	                 	                    	                    	                  	                      	                       	       

  IR	                 	Late Miocene     	CN8               	CN6           	186	1151	A	 98	R	CC	  18.00	   1003.7200	Li       	Nannofossils                                 	F              	M                 	F                    	                          	                  	                     	C                      	                      	                           	A                               	                       	F                    	F                    	F                  	C                     	                        	                  	                   	                   	                     	                         	                       	                      	                       	                   	                    	                       	                   	                        	                      	                     	                      	                         	                 	                    	                    	                  	                      	                       	       

  IR	Late Miocene     	Middle Miocene   	CN6               	CN5a          	186	1151	A	 99	R	CC	  17.00	   1009.5300	Li       	Nannofossils                                 	R              	P                 	C                    	                          	                  	                     	                       	                      	                           	C                               	C                      	R                    	                     	                   	                      	                        	                  	                   	                   	                     	                         	                       	                      	                       	                   	                    	                       	                   	                        	                      	                     	                      	                         	                 	                    	                    	                  	                      	                       	       

  IR	Late Miocene     	Middle Miocene   	CN6               	CN5a          	186	1151	A	101	R	CC	  18.00	   1028.7800	Li       	Nannofossils                                 	T              	P                 	                     	                          	                  	                     	                       	                      	                           	R                               	                       	                     	                     	                   	                      	                        	                  	                   	                   	                     	                         	                       	                      	                       	                   	                    	                       	                   	                        	                      	                     	                      	                         	                 	                    	                    	                  	                      	                       	       

  IR	                 	                 	                  	CN5a          	186	1151	A	102	R	CC	  16.00	   1039.5100	Li       	Nannofossils                                 	C              	M                 	cC                   	                          	                  	                     	C                      	F                     	A                          	                                	                       	                     	                     	                   	                      	                        	                  	                   	                   	                     	                         	                       	                      	                       	                   	                    	                       	                   	                        	                      	                     	                      	                         	                 	                    	                    	                  	                      	                       	       

  IR	                 	                 	                  	              	186	1151	A	107	R	CC	  24.00	   1093.9700	Li       	Nannofossils                                 	B              	                  	C                    	                          	                  	                     	C                      	F                     	                           	                                	                       	                     	                     	                   	                      	                        	                  	                   	                   	                     	                         	                       	                      	                       	                   	                    	                       	                   	                        	                      	                     	                      	                         	                 	                    	                    	                  	                      	                       	       

  IR	                 	Middle Miocene   	CN3               	CN3           	186	1151	A	108	R	CC	  20.00	   1104.0800	Li       	Nannofossils                                 	F              	P                 	C                    	C                         	F                 	F                    	                       	                      	                           	                                	                       	                     	                     	                   	                      	                        	                  	                   	                   	                     	                         	                       	                      	                       	                   	                    	                       	                   	                        	                      	                     	                      	                         	                 	                    	                    	                  	                      	                       	       

  IR	                 	                 	                  	              	186	1151	A	109	R	CC	  10.00	   1113.4600	Li       	Nannofossils                                 	B              	                  	C                    	                          	                  	                     	                       	                      	                           	                                	                       	                     	                     	                   	                      	                        	                  	                   	                   	                     	                         	                       	                      	                       	                   	                    	                       	                   	                        	                      	                     	                      	                         	                 	                    	                    	                  	                      	                       	       

