Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Thoracosphaera saxea,Sphenolithus moriformis,Reticulofenestra umbilica,Pontosphaera versa,Pontosphaera multipora,Pontosphaera enormis,Lanternithus minutus,Isthmolithus recurvus,Helicosphaera intermedia,Helicosphaera compacta,Ericsonia formosa,Discoaster tanii,Discoaster deflandrei,Dictyococcites bisectus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus eopelagicus,Braarudosphaera bigelowii,Blackites spinosus/B. tenuis,Blackites spinosus,Helicosphaera reticulata,Discoaster barbadiensis,Chiasmolithus oamaruensis,Bramletteius serraculoides,Sphenolithus predistentus,Scyphosphaera apsteinii,Rhabdosphaera vitrea,Peritrachelina joidesa,Helicosphaera euphratis,Ericsonia subdisticha,Braarudosphaera discula,Braarudosphaera (unspecified taxon or taxa),Chiasmolithus altus,Sphenolithus pseudoradians,Scyphosphaera expansa,Discoaster saipanensis,Discoaster nodifer,Coronocyclus nitescens,Thoracosphaera sp. A,Thoracosphaera prolata,Helicosphaera perch-nielseniae,Dictyococcites callidus,Triquetrorhabdulus carinatus,Sphenolithus distentus,Discoaster variabilis,Calcidiscus protoannulus,Sphenolithus ciperoensis,Sphenolithus dissimilis,Scyphosphaera conica,Hayaster perplexus,Sphenolithus grandis,Triquetrorhabdulus milowii,Triquetrorhabdulus challengeri,Umbilicosphaera sibogae,Micrantholithus pinguis,Calcidiscus leptoporus,Sphenolithus belemnos,Discoaster druggii,Pontosphaera sp. B,Sphenolithus heteromorphus,Scyphosphaera piriformis,Helicosphaera carteri,Reticulofenestra pseudoumbilica,Helicosphaera granulata,Discoaster signus,Discoaster exilis,Scyphosphaera pulcherrima,Helicosphaera obliqua,Triquetrorhabdulus rugosus,Scyphosphaera recurvata,Scyphosphaera cylindrica,Scyphosphaera recta,Scyphosphaera intermedia,Discoaster kugleri,Discoaster braarudii,Scyphosphaera tubifera,Scyphosphaera ampla,Discoaster neohamatus,Discoaster hamatus,Discoaster brouweri,Catinaster coalitus,Catinaster calyculus,Scyphosphaera procera,Scyphosphaera lagena,Scyphosphaera globulosa,Scyphosphaera deflandrei,Scyphosphaera campanula,Scyphosphaera amphora,Discoaster calcaris,Sphenolithus abies/neoabies,Discoaster quinqueramus,Amaurolithus primus,Discoaster surculus,Discoaster pentaradiatus,Discoaster challengeri,Scyphosphaera penna,Reticulofenestra haqii/R. minutula/R. minuta,Discoaster decorus,Amaurolithus delicatus,Amaurolithus amplificus,Discoaster blackstockae,Scyphosphaera globulata,Scyphosphaera aranta,Pontosphaera spp.,Amaurolithus tricorniculatus,Rhabdosphaera procera,Ceratolithus acutus,Amaurolithus bizarrus,Scyphosphaera oremesa,Scyphosphaera ventriosa,Ceratolithus rugosus,Scyphosphaera canescens,Scyphosphaera apsteinii  dilatata,Thoracosphaera operculata,Scyphosphaera kamptneri,Scyphosphaera porosa,Discoaster asymmetricus,Ceratolithus armatus,Pseudoemiliania lacunosa,Discoaster tamalis,Scapholithus fossilis,Calcidiscus macintyrei,Rhabdosphaera clavigera,Discosphaera tubifera,Scyphosphaera turris,Scyphosphaera gladstonensis,Rhabdosphaera longistylis,Syracosphaera sp.,Ceratolithus cristatus,Scyphosphaera pacifica,Pontosphaera discopora,Gephyrocapsa caribbeanica,Gephyrocapsa oceanica,Helicosphaera wallichii,Scyphosphaera abelei,Emiliania huxleyi,Cruciplacolithus tenuis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,122, 762,B,  5,H, 6, 112.00,     41.5200,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,F                   ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,                     ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,R                    ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,C                     ,                     ,                  ,                  ,                          ,                        ,C                    ,                               ,                       ,                 ,                 ,R                        ,                     ,                          ,VR                     ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,C                  ,                   ,                    ,VR                   ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,R                  ,C                       ,                      ,                   ,A                                           ,                  ,                      ,                       ,VR                     ,                       ,                    ,F                ,                            ,R                    ,                   ,                     ,                     ,R                      ,R                   ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,F                       ,R                 ,R                    ,                      ,R                      ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,122, 762,B,  6,H, 1, 100.00,     43.4000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,F                   ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,R                    ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,R                      ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,R                    ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,F                     ,                     ,                  ,                  ,                          ,                        ,F                    ,                               ,                       ,                 ,                 ,R                        ,                     ,                          ,                       ,                        ,VR                 ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,C                  ,                   ,                    ,R                    ,                    ,R                      ,                        ,                       ,VR                   ,                   ,                           ,                       ,                   ,R                  ,C                       ,                      ,                   ,A                                           ,                  ,                      ,                       ,                       ,                       ,                    ,F                ,                            ,R                    ,                   ,                     ,                     ,R                      ,R                   ,                       ,                                 ,                         ,                       ,R                   ,R                      ,                    ,F                       ,R                 ,                     ,F                     ,R                      ,VR                   ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,122, 762,B,  6,H, 2, 100.00,     44.9000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,F                   ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,                     ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,R                      ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,                     ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,F                     ,                     ,                  ,                  ,                          ,                        ,F                    ,                               ,                       ,                 ,                 ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,R                     ,                   ,                     ,                  ,C                  ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,R                  ,C                       ,                      ,                   ,A                                           ,                  ,                      ,                       ,R                      ,                       ,                    ,F                ,                            ,                     ,                   ,                     ,                     ,                       ,R                   ,                       ,                                 ,                         ,                       ,                    ,R                      ,                    ,F                       ,R                 ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,122, 762,B,  6,H, 3, 100.00,     46.4000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,F                   ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,                     ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,R                      ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,                     ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,F                     ,                     ,                  ,                  ,                          ,                        ,F                    ,                               ,                       ,                 ,                 ,R                        ,                     ,                          ,VR                     ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,C                  ,                   ,                    ,R                    ,                    ,R                      ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,R                  ,C                       ,                      ,                   ,A                                           ,                  ,                      ,                       ,                       ,R                      ,R                   ,F                ,                            ,R                    ,                   ,                     ,                     ,R                      ,F                   ,                       ,                                 ,                         ,                       ,                    ,R                      ,                    ,F                       ,F                 ,R                    ,F                     ,R                      ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,122, 762,B,  6,H, 5, 100.00,     49.4000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,F                   ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,                     ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,R                    ,                        ,                        ,                       ,R                   ,VR                ,                    ,                          ,                              ,                       ,                       ,F                     ,                     ,                  ,                  ,                          ,                        ,F                    ,                               ,                       ,                 ,                 ,R                        ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,F                  ,                   ,                    ,R                    ,                    ,                       ,R                       ,                       ,                     ,                   ,                           ,                       ,                   ,R                  ,F                       ,                      ,                   ,C                                           ,                  ,                      ,                       ,                       ,R                      ,                    ,F                ,                            ,R                    ,                   ,                     ,                     ,R                      ,R                   ,                       ,                                 ,                         ,                       ,                    ,R                      ,                    ,F                       ,R                 ,                     ,                      ,R                      ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,122, 762,B,  6,H,CC,  15.00,     52.1200,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,                    ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,                     ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,R                      ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,                     ,                        ,                        ,                       ,R                   ,                  ,                    ,                          ,                              ,                       ,                       ,C                     ,                     ,                  ,                  ,                          ,                        ,C                    ,                               ,                       ,                 ,                 ,R                        ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,F                  ,                   ,                    ,R                    ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,R                  ,C                       ,                      ,                   ,A                                           ,R                 ,                      ,                       ,R                      ,                       ,                    ,F                ,                            ,R                    ,                   ,                     ,                     ,                       ,R                   ,                       ,                                 ,                         ,                       ,                    ,R                      ,                    ,F                       ,R                 ,R                    ,R                     ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,122, 762,B,  7,H, 1, 100.00,     52.9000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,R                   ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,                     ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,R                    ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,F                     ,                     ,                  ,                  ,                          ,R                       ,C                    ,                               ,                       ,                 ,                 ,R                        ,                     ,                          ,                       ,                        ,                   ,R                       ,                  ,                    ,                      ,                   ,                     ,                  ,C                  ,                   ,                    ,                     ,                    ,R                      ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,R                  ,C                       ,                      ,                   ,A                                           ,                  ,                      ,                       ,                       ,R                      ,                    ,F                ,                            ,R                    ,                   ,                     ,                     ,                       ,R                   ,VR                     ,                                 ,                         ,                       ,                    ,R                      ,                    ,F                       ,R                 ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,122, 762,B,  7,H, 3, 100.00,     55.9000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,R                   ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,                     ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,R                      ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,R                    ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,R                     ,                     ,                  ,                  ,                          ,R                       ,C                    ,                               ,                       ,                 ,                 ,R                        ,                     ,                          ,                       ,                        ,                   ,R                       ,                  ,                    ,VR                    ,                   ,                     ,                  ,C                  ,                   ,                    ,R                    ,VR                  ,                       ,                        ,R                      ,                     ,                   ,                           ,                       ,                   ,R                  ,C                       ,                      ,VR                 ,A                                           ,R                 ,                      ,                       ,                       ,                       ,                    ,F                ,                            ,R                    ,                   ,                     ,                     ,R                      ,F                   ,                       ,                                 ,                         ,                       ,                    ,F                      ,                    ,F                       ,F                 ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,122, 762,B,  7,H, 5, 100.00,     58.9000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,R                   ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,                     ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,R                    ,                        ,                        ,                       ,R                   ,                  ,                    ,                          ,                              ,                       ,                       ,F                     ,                     ,                  ,                  ,                          ,R                       ,C                    ,                               ,                       ,                 ,                 ,R                        ,                     ,                          ,                       ,                        ,VR                 ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,C                  ,                   ,                    ,R                    ,                    ,R                      ,                        ,R                      ,                     ,                   ,R                          ,                       ,                   ,R                  ,C                       ,                      ,                   ,A                                           ,                  ,                      ,                       ,                       ,                       ,                    ,F                ,                            ,R                    ,                   ,                     ,                     ,R                      ,R                   ,                       ,                                 ,                         ,                       ,                    ,R                      ,                    ,F                       ,R                 ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,122, 762,B,  7,H, 6, 100.00,     60.4000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,R                   ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,                     ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,R                    ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,R                     ,                     ,                  ,                  ,                          ,                        ,C                    ,                               ,                       ,                 ,                 ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,C                  ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,R                          ,                       ,                   ,R                  ,C                       ,                      ,                   ,A                                           ,                  ,                      ,                       ,                       ,                       ,                    ,F                ,                            ,R                    ,                   ,                     ,                     ,                       ,R                   ,                       ,                                 ,                         ,                       ,                    ,R                      ,                    ,F                       ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,122, 762,B,  7,H,CC,  14.00,     61.5700,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,R                   ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,                     ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,R                      ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,R                    ,                        ,                        ,                       ,R                   ,                  ,                    ,                          ,                              ,                       ,                       ,R                     ,                     ,                  ,                  ,                          ,R                       ,C                    ,VR                             ,                       ,                 ,                 ,R                        ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,A                  ,                   ,                    ,                     ,                    ,                       ,R                       ,                       ,                     ,                   ,F                          ,                       ,                   ,R                  ,C                       ,                      ,                   ,A                                           ,R                 ,                      ,                       ,                       ,                       ,R                   ,F                ,                            ,R                    ,                   ,                     ,                     ,R                      ,R                   ,                       ,                                 ,                         ,                       ,                    ,R                      ,                    ,F                       ,                  ,R                    ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,122, 762,B,  8,H, 1, 100.00,     62.4000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,R                   ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,                     ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,R                      ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,R                    ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,R                     ,                     ,                  ,R                 ,                          ,R                       ,C                    ,VR                             ,                       ,                 ,                 ,F                        ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,R                     ,                   ,                     ,                  ,A                  ,                   ,                    ,R                    ,                    ,R                      ,R                       ,R                      ,                     ,                   ,F                          ,                       ,                   ,R                  ,C                       ,                      ,                   ,A                                           ,R                 ,                      ,                       ,                       ,R                      ,                    ,F                ,                            ,R                    ,                   ,                     ,                     ,R                      ,R                   ,                       ,                                 ,                         ,                       ,                    ,R                      ,                    ,R                       ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN14              ,NN15          ,122, 762,B,  8,H, 3, 100.00,     65.4000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,R                   ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,                     ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,R                    ,                        ,                        ,                       ,R                   ,                  ,                    ,                          ,                              ,                       ,                       ,R                     ,                     ,                  ,                  ,                          ,R                       ,C                    ,F                              ,                       ,                 ,                 ,F                        ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,C                  ,                   ,                    ,R                    ,                    ,R                      ,                        ,R                      ,                     ,                   ,F                          ,                       ,                   ,                   ,C                       ,                      ,                   ,A                                           ,R                 ,                      ,                       ,                       ,R                      ,R                   ,F                ,                            ,R                    ,                   ,                     ,                     ,                       ,R                   ,                       ,                                 ,                         ,                       ,                    ,R                      ,R                   ,F                       ,R                 ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
