Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Cyclicargolithus floridanus floridanus	Coccolithus formosus	Sphenolithus pseudoradians	Sphenolithus moriformis	Sphenolithus intercalaris	Discoaster barbadiensis	Coccolithus pelagicus	Chiasmolithus californicus	Zygrhablithus bijugatus	Sphenolithus furcatolithoides	Reticulofenestra samodurovii	Markalius inversus	Helicosphaera dinesenii	Discoaster saipanensis	Discoaster bifax	Chiasmolithus solitus	Chiasmolithus grandis	Reticulofenestra umbilica	Reticulofenestra ornata	Helicosphaera heezenii	Coccolithus staurion	Chiasmolithus expansus	Campylosphaera dela	Blackites spinosus	Reticulofenestra hillae	Discoaster binodosus	Thoracosphaera spp.	Reticulofenestra bisecta	Discoaster delicatus	Coronocyclus nitescens	Coccolithus miopelagicus	Reticulofenestra reticulata	Discoaster tanii nodifer	Sphenolithus predistentus	Lanternithus minutus	Helicosphaera euphratis	Neococcolithes spp.	Helicosphaera compacta	Discoaster tanii	Dictyococcites daviesii	Chiasmolithus oamaruensis	Isthmolithus recurvus	Cyclicargolithus floridanus abisectus	Helicosphaera carteri	Discoaster deflandrei	Clausicoccus fenestratus	Sphenolithus primus	Sphenolithus celsus	Sphenolithus distentus	Triquetrorhabdulus carinatus	Chiasmolithus altus	Sphenolithus ciperoensis	Triquetrorhabdulus milowii	Dictyococcites scrippsae	Helicosphaera kamptneri	Sphenolithus obtusus	Sphenolithus conicus	Discoaster subdeflandrei	Sphenolithus heteromorphus	Reticulofenestra pseudoumbilica	Discoaster druggii	Discoaster variabilis	Discoaster aulakos	Calcidiscus macintyrei	Discoaster exilis	Discoaster divaricatus	Reticulofenestra minutula	Calcidiscus leptoporus	Scyphosphaera aranta	Umbilicosphaera sibogae	Pontosphaera multipora	Helicosphaera scissura	Triquetrorhabdulus rugosus	Helicosphaera burkei	Discoaster brouweri	Discoaster calcaris	Helicosphaera granulata	Discoaster triradiatus	Discoaster kugleri	Discoaster challengeri	Discoaster sanmiguelensis	Discoaster pentaradiatus	Helicosphaera sellii	Sphenolithus abies	Catinaster coalitus	Catinaster calyculus	Discoaster hamatus	Catinaster mexicanus	Discoaster intercalaris	Discoaster quinqueramus	Discoaster neorectus	Discoaster archipelagoensis	Discoaster berggrenii	Discoaster pansus	Scyphosphaera procera	Helicosphaera wallichii	Rhabdosphaera clavigera	Discoaster blackstockae	Discoaster surculus	Reticulofenestra minuta	Sphenolithus abies/neoabies	Geminilithella rotula	Dictyococcites aff. D. antarcticus	Amaurolithus primus	Amaurolithus delicatus	Discoaster stellulus	Pontosphaera japonica	Amaurolithus tricorniculatus	Scyphosphaera pulcherrima	Rhabdosphaera procera	Helicosphaera sp. 1	Amaurolithus amplificus	Discoaster icarus	Ceratolithus acutus	Ceratolithus armatus	Ceratolithus rugosus	Scyphosphaera globulata	Discoaster asymmetricus	Ceratolithus cristatus	Amaurolithus bizarrus	Discoaster quadramus	Pseudoemiliania lacunosa	Discoaster tamalis	Syracosphaera pulchra	Cricolithus jonesi	Gephyrocapsa oceanica	Gephyrocapsa caribbeanica	Emiliania huxleyi	Umbilicosphaera mirabilis	Helicosphaera inversa	Pontosphaera sp. 1	Helicosphaera hyalina	Ceratolithus separatus	Oolithotus fragilis	Coccolithus pliopelagicus	Rhabdosphaera stylifera	Helicosphaera neogranulata	Syracosphaera histrica	Scapholithus fossilis	Hayaster perplexus	Gephyrocapsa sp. (small)	Ceratolithus simplex	Umbellosphaera irregularis	Comment

  SR	Middle Miocene   	                 	CN5a              	              	125	 782	A	 33	X	 4	  86.00	    308.8600	Xu       	Nannofossils                                 	C              	M                 	R                                     	                    	                          	R                      	                         	                       	A                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	                        	                    	F                     	R                       	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	C                                    	                     	                     	                        	                   	                   	                      	                            	                   	                        	                          	                        	C                      	                    	                    	                        	                          	A                              	                  	F                    	                  	                      	                 	                      	F                        	R                     	                    	R                      	                      	                      	                          	                    	                   	                   	                       	                      	                  	                      	                         	                        	                    	                  	                   	                    	                  	                    	                       	                       	                    	                           	                     	                 	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Middle Miocene   	                 	CN5a              	              	125	 782	A	 33	X	 5	  99.00	    310.4900	Xu       	Nannofossils                                 	A              	M                 	R                                     	                    	                          	F                      	                         	                       	A                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	                        	                    	F                     	R                       	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	C                                    	                     	                     	                        	                   	                   	                      	                            	                   	                        	                          	                        	                       	                    	                    	                        	                          	A                              	                  	R                    	                  	                      	                 	                      	                         	R                     	                    	                       	                      	                      	                          	                    	                   	                   	                       	                      	                  	                      	                         	                        	                    	                  	                   	                    	                  	                    	                       	                       	                    	                           	                     	                 	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Middle Miocene   	                 	CN5a              	              	125	 782	A	 33	X	 6	  78.00	    311.7800	Xu       	Nannofossils                                 	C              	M                 	R                                     	                    	                          	                       	                         	                       	F                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	                        	                    	F                     	F                       	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	A                                    	                     	                     	                        	                   	                   	                      	                            	                   	                        	                          	                        	                       	                    	                    	                        	                          	C                              	                  	F                    	                  	                      	                 	                      	C                        	R                     	                    	                       	                      	                      	                          	                    	                   	                   	                       	                      	                  	                      	                         	                        	                    	                  	                   	                    	                  	                    	                       	                       	                    	                           	                     	                 	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Middle Miocene   	                 	CN4               	              	125	 782	A	 33	X	 7	  11.00	    312.6100	Xu       	Nannofossils                                 	A              	M                 	F                                     	                    	                          	                       	                         	                       	A                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	                        	                    	R                     	                        	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	A                                    	                     	R                    	                        	                   	                   	                      	                            	                   	                        	                          	                        	R                      	                    	R                   	                        	R                         	A                              	                  	F                    	                  	                      	                 	                      	C                        	                      	                    	                       	                      	                      	                          	                    	                   	                   	                       	                      	                  	                      	                         	                        	                    	                  	                   	                    	                  	                    	                       	                       	                    	                           	                     	                 	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Middle Miocene   	                 	CN4               	              	125	 782	A	 33	X	CC	  33.00	    313.2900	Xu       	Nannofossils                                 	A              	G                 	F                                     	                    	                          	                       	                         	                       	A                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	                        	                    	R                     	F                       	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	A                                    	                     	R                    	                        	                   	                   	                      	                            	                   	                        	                          	                        	                       	                    	                    	                        	R                         	R                              	                  	F                    	                  	                      	                 	                      	F                        	R                     	R                   	                       	                      	                      	                          	                    	                   	                   	                       	                      	                  	                      	                         	                        	                    	                  	                   	                    	                  	                    	                       	                       	                    	                           	                     	                 	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Middle Miocene   	                 	CN4               	              	125	 782	A	 34	X	 1	  55.00	    313.6500	Xu       	Nannofossils                                 	A              	G                 	A                                     	                    	                          	F                      	                         	                       	A                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	                        	                    	R                     	C                       	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	C                                    	                     	A                    	                        	                   	                   	                      	                            	                   	                        	                          	                        	                       	                    	                    	                        	F                         	A                              	                  	C                    	                  	                      	                 	                      	F                        	R                     	                    	                       	                      	                      	                          	                    	                   	                   	                       	                      	                  	                      	                         	                        	                    	                  	                   	                    	                  	                    	                       	                       	                    	                           	                     	                 	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Middle Miocene   	                 	CN4               	              	125	 782	A	 34	X	CC	  40.00	    314.9900	Xu       	Nannofossils                                 	R              	M                 	R                                     	                    	                          	                       	                         	                       	R                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	                        	                    	                      	                        	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	R                                    	                     	R                    	                        	                   	                   	                      	                            	                   	                        	                          	                        	                       	                    	                    	                        	                          	                               	                  	R                    	                  	                      	                 	                      	                         	                      	                    	                       	                      	                      	                          	                    	                   	                   	                       	                      	                  	                      	                         	                        	                    	                  	                   	                    	                  	                    	                       	                       	                    	                           	                     	                 	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Middle Miocene   	                 	CN4               	              	125	 782	A	 35	X	 1	  83.00	    323.3300	Xu       	Nannofossils                                 	A              	G                 	F                                     	                    	                          	                       	                         	                       	A                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	                        	                    	                      	                        	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	A                                    	                     	C                    	                        	                   	                   	                      	                            	                   	                        	                          	                        	                       	                    	                    	                        	C                         	                               	R                 	R                    	                  	R                     	R                	R                     	                         	                      	                    	                       	                      	                      	                          	                    	                   	                   	                       	                      	                  	                      	                         	                        	                    	                  	                   	                    	                  	                    	                       	                       	                    	                           	                     	                 	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Middle Miocene   	                 	CN4               	              	125	 782	A	 35	X	 2	  83.00	    324.8300	Xu       	Nannofossils                                 	C              	M                 	F                                     	                    	                          	R                      	                         	                       	A                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	R                  	                        	                    	                      	                        	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	F                                    	                     	A                    	                        	                   	                   	                      	                            	                   	                        	                          	                        	R                      	                    	                    	                        	F                         	R                              	                  	R                    	                  	R                     	                 	                      	                         	                      	                    	                       	                      	                      	                          	                    	                   	                   	                       	                      	                  	                      	                         	                        	                    	                  	                   	                    	                  	                    	                       	                       	                    	                           	                     	                 	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Early Miocene    	                 	CN3               	              	125	 782	A	 35	X	 3	  60.00	    326.1000	Xu       	Nannofossils                                 	A              	M                 	A                                     	                    	                          	F                      	                         	                       	C                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	                        	                    	R                     	                        	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	A                                    	                     	A                    	                        	                   	                   	                      	                            	                   	                        	                          	                        	                       	                    	                    	                        	F                         	F                              	                  	                     	R                 	                      	                 	                      	                         	                      	                    	                       	                      	                      	                          	                    	                   	                   	                       	                      	                  	                      	                         	                        	                    	                  	                   	                    	                  	                    	                       	                       	                    	                           	                     	                 	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Early Miocene    	                 	CN3               	              	125	 782	A	 35	X	 4	  28.00	    327.2800	Xu       	Nannofossils                                 	A              	G                 	C                                     	                    	                          	                       	                         	                       	C                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	                        	R                   	R                     	                        	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	A                                    	                     	A                    	                        	                   	                   	                      	                            	                   	                        	                          	                        	                       	                    	                    	                        	R                         	R                              	                  	R                    	                  	                      	                 	                      	                         	                      	                    	                       	                      	                      	                          	                    	                   	                   	                       	                      	                  	                      	                         	                        	                    	                  	                   	                    	                  	                    	                       	                       	                    	                           	                     	                 	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Early Miocene    	                 	CN3               	              	125	 782	A	 35	X	 5	 120.00	    329.7000	Xu       	Nannofossils                                 	A              	M                 	C                                     	                    	                          	C                      	                         	                       	C                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	                        	                    	R                     	                        	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	A                                    	                     	A                    	                        	                   	                   	                      	R                           	                   	                        	                          	                        	                       	                    	R                   	                        	R                         	R                              	R                 	                     	                  	                      	                 	                      	                         	                      	                    	                       	                      	                      	                          	                    	                   	                   	                       	                      	                  	                      	                         	                        	                    	                  	                   	                    	                  	                    	                       	                       	                    	                           	                     	                 	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Late Oligocene   	                 	CN1a              	              	125	 782	A	 35	X	 6	   4.00	    330.0400	Xu       	Nannofossils                                 	F              	M                 	F                                     	                    	                          	                       	                         	                       	                     	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	R                       	                    	R                     	R                       	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	F                                    	                     	C                    	                        	                   	                   	                      	                            	                   	                        	                          	                        	                       	                    	                    	                        	                          	                               	                  	                     	                  	                      	                 	                      	                         	                      	                    	                       	                      	                      	                          	                    	                   	                   	                       	                      	                  	                      	                         	                        	                    	                  	                   	                    	                  	                    	                       	                       	                    	                           	                     	                 	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.
