verbatim_name,taxon_group,genus name,simplified_name,species name,subspecies name,_merge_approved
Triceratium heibergi,diatoms,Triceratium,Triceratium heibergi,heibergi,,left_only
Myllocercion sp.,radiolarians,Myllocercion,Myllocercion sp.,sp.,,left_only
Gephyrocapsa protohuxleyi,nannofossils,Gephyrocapsa,Gephyrocapsa protohuxleyi,protohuxleyi,,left_only
Discoaster aulakos (q),nannofossils,Discoaster,Discoaster aulakos,aulakos,,left_only
Glaphyrocysta ordinata,dinoflagellates,Glaphyrocysta,Glaphyrocysta ordinata,ordinata,,left_only
Ammonia beccarii,benthic_forams,Ammonia,Ammonia beccarii,beccarii,,both
Invertocysta tabulata,dinoflagellates,Invertocysta,Invertocysta tabulata,tabulata,,left_only
Carpocanobium setosa (q),radiolarians,Carpocanobium,Carpocanobium setosa,setosa,,left_only
Gephyrocapsa producta (q),nannofossils,Gephyrocapsa,Gephyrocapsa producta,producta,,left_only
Dictyocha frenguellii,silicoflagellates,Dictyocha,Dictyocha frenguellii,frenguellii,,both
Phormostichoartus corbula,radiolarians,Phormostichoartus,Phormostichoartus corbula,corbula,,both
Pleurostomella clavata,benthic_forams,Pleurostomella,Pleurostomella clavata,clavata,,left_only
Globigerinita iota,planktic_forams,Globigerinita,Globigerinita iota,iota,,both
Globigerina officinalis,planktic_forams,Globigerina,Globigerina officinalis,officinalis,,both
Lithomelissa ultima,radiolarians,Lithomelissa,Lithomelissa ultima,ultima,,left_only
Stephanopyxis barbadensis,diatoms,Stephanopyxis,Stephanopyxis barbadensis,barbadensis,,left_only
Karreriella exilis,benthic_forams,Karreriella,Karreriella exilis,exilis,,left_only
Cyclolithella inflexa,nannofossils,Cyclolithella,Cyclolithella inflexa,inflexa,,left_only
Theoconus zancleus,radiolarians,Theoconus,Theoconus zancleus,zancleus,,left_only
Petalospyris confluens,radiolarians,Petalospyris,Petalospyris confluens,confluens,,left_only
Triceratium pileolous,diatoms,Triceratium,Triceratium pileolous,pileolous,,left_only
Hedbergella infracretacea,planktic_forams,Hedbergella,Hedbergella infracretacea,infracretacea,,left_only
Pulleniatina spectablis (q),planktic_forams,Pulleniatina,Pulleniatina spectablis,spectablis,,left_only
Bathysiphon alba (q),benthic_forams,Bathysiphon,Bathysiphon alba,alba,,left_only
Discoaster divaricatus,nannofossils,Discoaster,Discoaster divaricatus,divaricatus,,left_only
Nodosaria crassitesta,benthic_forams,Nodosaria,Nodosaria crassitesta,crassitesta,,left_only
Epithemia turgida,diatoms,Epithemia,Epithemia turgida,turgida,,both
Rhopalodia gibba ventricosa,diatoms,Rhopalodia,Rhopalodia gibba ventricosa,gibba,ventricosa,left_only
Nematosphaeropsis sp. (q),dinoflagellates,Nematosphaeropsis,Nematosphaeropsis sp.,sp.,,left_only
Proteacidites incurvatus,pollen,Proteacidites,Proteacidites incurvatus,incurvatus,,left_only
Pseudostictodiscus angulatus,diatoms,Pseudostictodiscus,Pseudostictodiscus angulatus,angulatus,,left_only
Theocampe callimorphos,radiolarians,Theocampe,Theocampe callimorphos,callimorphos,,left_only
Cannopilus sp.,silicoflagellates,Cannopilus,Cannopilus sp.,sp.,,left_only
Myrtaceae,pollen,Myrtaceae,Myrtaceae,,,left_only
Lithocampana lithoconella,radiolarians,Lithocampana,Lithocampana lithoconella,lithoconella,,left_only
Cyclolithus robustus,nannofossils,Cyclolithus,Cyclolithus robustus,robustus,,left_only
Lauderia borealis,diatoms,Lauderia,Lauderia borealis,borealis,,left_only
Plectacantha sp.,radiolarians,Plectacantha,Plectacantha sp.,sp.,,left_only
Bulimina seratospina,benthic_forams,Bulimina,Bulimina seratospina,seratospina,,left_only
Heliodiscus echiniscus,radiolarians,Heliodiscus,Heliodiscus echiniscus,echiniscus,,left_only
Turborotalia acostaensis acostaensis,planktic_forams,Turborotalia,Turborotalia acostaensis acostaensis,acostaensis,acostaensis,left_only
Botryopyle sp.,radiolarians,Botryopyle,Botryopyle sp.,sp.,,left_only
Eunotogammma weissa producta,diatoms,Eunotogammma,Eunotogammma weissa producta,weissa,producta,left_only
Ericsonia cava,nannofossils,Ericsonia,Ericsonia cava,cava,,left_only
Reticulofenestra daviesi,nannofossils,Reticulofenestra,Reticulofenestra daviesi,daviesi,,left_only
Morozovella abundocamerata,planktic_forams,Morozovella,Morozovella abundocamerata,abundocamerata,,left_only
Helicopontosphaera parallela,nannofossils,Helicopontosphaera,Helicopontosphaera parallela,parallela,,left_only
Gavelinopsis lobatulus,benthic_forams,Gavelinopsis,Gavelinopsis lobatulus,lobatulus,,both
Sphaeroidinella dehiscens (q),planktic_forams,Sphaeroidinella,Sphaeroidinella dehiscens,dehiscens,,both
Circodiscus microporus,radiolarians,Circodiscus,Circodiscus microporus,microporus,,both
Trifarina berberti,benthic_forams,Trifarina,Trifarina berberti,berberti,,left_only
Eiffellithus turriseiffeli,nannofossils,Eiffellithus,Eiffellithus turriseiffeli,turriseiffeli,,left_only
Nonionella basispinata,benthic_forams,Nonionella,Nonionella basispinata,basispinata,,both
Verrucatosporites transdanubicus,pollen,Verrucatosporites,Verrucatosporites transdanubicus,transdanubicus,,left_only
Lophocyrtis biaurita,radiolarians,Lophocyrtis,Lophocyrtis biaurita,biaurita,,both
Bachmannocena oamaruensis,silicoflagellates,Bachmannocena,Bachmannocena oamaruensis,oamaruensis,,left_only
Gladius jouseanus,diatoms,Gladius,Gladius jouseanus,jouseanus,,left_only
Globorotalia puncticulata inflata,planktic_forams,Globorotalia,Globorotalia puncticulata inflata,puncticulata,inflata,left_only
Discoaster musicus,nannofossils,Discoaster,Discoaster musicus,musicus,,both
Pleurostomella paleocenica,benthic_forams,Pleurostomella,Pleurostomella paleocenica,paleocenica,,both
Uvigerina semivestita,benthic_forams,Uvigerina,Uvigerina semivestita,semivestita,,left_only
Membranophoridium aspinatum,dinoflagellates,Membranophoridium,Membranophoridium aspinatum,aspinatum,,left_only
Transversopontis pulcheroides (q),nannofossils,Transversopontis,Transversopontis pulcheroides,pulcheroides,,left_only
Ommatogramma dumitrica,radiolarians,Ommatogramma,Ommatogramma dumitrica,dumitrica,,left_only
Orbula sp.,radiolarians,Orbula,Orbula sp.,sp.,,left_only
Eugenia sp.,pollen,Eugenia,Eugenia sp.,sp.,,left_only
Bombacaceae,pollen,Bombacaceae,Bombacaceae,,,left_only
Dictyocha medusa (q),silicoflagellates,Dictyocha,Dictyocha medusa,medusa,,left_only
Globotruncana stuartiformis,planktic_forams,Globotruncana,Globotruncana stuartiformis,stuartiformis,,left_only
Spiniferites membranceous,dinoflagellates,Spiniferites,Spiniferites membranceous,membranceous,,left_only
Lophocorys norvegiensis (q),radiolarians,Lophocorys,Lophocorys norvegiensis,norvegiensis,,left_only
Dictyocha helix,silicoflagellates,Dictyocha,Dictyocha helix,helix,,left_only
Brizalina spissa,benthic_forams,Brizalina,Brizalina spissa,spissa,,left_only
Catapsydrax martini s.s.,planktic_forams,Catapsydrax,Catapsydrax martini s.s.,martini,s.s.,left_only
Eponides plummerae (q),benthic_forams,Eponides,Eponides plummerae,plummerae,,left_only
Mesocena oamaruensis quadrangula (q),silicoflagellates,Mesocena,Mesocena oamaruensis quadrangula,oamaruensis,quadrangula,left_only
Lenticulina gibba (q),benthic_forams,Lenticulina,Lenticulina gibba,gibba,,both
Actinoptychus vulgaris monicae,diatoms,Actinoptychus,Actinoptychus vulgaris monicae,vulgaris,monicae,left_only
Xiphosphaera tesseractis,radiolarians,Xiphosphaera,Xiphosphaera tesseractis,tesseractis,,left_only
Astacolus sp.,benthic_forams,Astacolus,Astacolus sp.,sp.,,both
Morozovella apenthesma,planktic_forams,Morozovella,Morozovella apenthesma,apenthesma,,left_only
Globoquadrina altispira occlusa,planktic_forams,Globoquadrina,Globoquadrina altispira occlusa,altispira,occlusa,left_only
Stichocorys diploconus,radiolarians,Stichocorys,Stichocorys diploconus,diploconus,,left_only
Pseudoclavulina sp.,benthic_forams,Pseudoclavulina,Pseudoclavulina sp.,sp.,,both
Ellipsodimorphina sp.,benthic_forams,Ellipsodimorphina,Ellipsodimorphina sp.,sp.,,left_only
Cassidulina norcrossi,benthic_forams,Cassidulina,Cassidulina norcrossi,norcrossi,,left_only
Cannopilus hemisphaericus (q),silicoflagellates,Cannopilus,Cannopilus hemisphaericus,hemisphaericus,,left_only
Incisoria lanceolata,diatoms,Incisoria,Incisoria lanceolata,lanceolata,,left_only
Chiasmolithus subrotundus,nannofossils,Chiasmolithus,Chiasmolithus subrotundus,subrotundus,,left_only
Praeglobobulimina conica (q),benthic_forams,Praeglobobulimina,Praeglobobulimina conica,conica,,left_only
Ceratospyris articulata,radiolarians,Ceratospyris,Ceratospyris articulata,articulata,,left_only
Nodosaria limbata tumidata,benthic_forams,Nodosaria,Nodosaria limbata tumidata,limbata,tumidata,left_only
Botryostrobus aquilonaris,radiolarians,Botryostrobus,Botryostrobus aquilonaris,aquilonaris,,both
Rhabdosphaera clavigera,nannofossils,Rhabdosphaera,Rhabdosphaera clavigera,clavigera,,both
Globorotalia riedeli,planktic_forams,Globorotalia,Globorotalia riedeli,riedeli,,left_only
Distephanus speculum speculum (spineless),silicoflagellates,Distephanus,Distephanus speculum speculum,speculum,speculum,left_only
Loxoconcha japonica,ostracods,Loxoconcha,Loxoconcha japonica,japonica,,left_only
Diploneis campylodiscus,diatoms,Diploneis,Diploneis campylodiscus,campylodiscus,,left_only
Cyclogyra involvens,benthic_forams,Cyclogyra,Cyclogyra involvens,involvens,,left_only
Uvigerina asperula,benthic_forams,Uvigerina,Uvigerina asperula,asperula,,left_only
Globorotalia pseudocontinuosa,planktic_forams,Globorotalia,Globorotalia pseudocontinuosa,pseudocontinuosa,,left_only
Rhizosolenia praebergonii robusta,diatoms,Rhizosolenia,Rhizosolenia praebergonii robusta,praebergonii,robusta,left_only
Eucoronis sp.,radiolarians,Eucoronis,Eucoronis sp.,sp.,,left_only
Campylosphaera eodela,nannofossils,Campylosphaera,Campylosphaera eodela,eodela,,both
Cibicidoides hercegovinensis,benthic_forams,Cibicidoides,Cibicidoides hercegovinensis,hercegovinensis,,left_only
Arkhangelskiella parca,nannofossils,Arkhangelskiella,Arkhangelskiella parca,parca,,left_only
Morozovella inconstans,planktic_forams,Morozovella,Morozovella inconstans,inconstans,,left_only
Stylochlamidium asteriscus,radiolarians,Stylochlamidium,Stylochlamidium asteriscus,asteriscus,,left_only
Nuttalides truempyi,benthic_forams,Nuttalides,Nuttalides truempyi,truempyi,,left_only
Globigerinita stainforthi (q),planktic_forams,Globigerinita,Globigerinita stainforthi,stainforthi,,left_only
Parebriopsis fallax,ebridians,Parebriopsis,Parebriopsis fallax,fallax,,left_only
Coscinodiscus waikii,diatoms,Coscinodiscus,Coscinodiscus waikii,waikii,,left_only
Mesocena bispicata,silicoflagellates,Mesocena,Mesocena bispicata,bispicata,,left_only
Dictyocha elongata,silicoflagellates,Dictyocha,Dictyocha elongata,elongata,,left_only
Discoaster misconceptus (q),nannofossils,Discoaster,Discoaster misconceptus,misconceptus,,left_only
Catapsydrax unicavus (q),planktic_forams,Catapsydrax,Catapsydrax unicavus,unicavus,,both
Ammodiscus cretaceous,benthic_forams,Ammodiscus,Ammodiscus cretaceous,cretaceous,,left_only
Cibicides ihungia,benthic_forams,Cibicides,Cibicides ihungia,ihungia,,both
Gyroidina complanata,benthic_forams,Gyroidina,Gyroidina complanata,complanata,,left_only
Incertae sedis,dinoflagellates,Incertae,Incertae sedis,sedis,,left_only
Bathropyramis aeshna,radiolarians,Bathropyramis,Bathropyramis aeshna,aeshna,,left_only
Theocampe mongolfieri,radiolarians,Theocampe,Theocampe mongolfieri,mongolfieri,,left_only
Ericaceae,pollen,Ericaceae,Ericaceae,,,left_only
Liradiscus sp.,diatoms,Liradiscus,Liradiscus sp.,sp.,,left_only
Bolivina huneri,benthic_forams,Bolivina,Bolivina huneri,huneri,,both
Globigerina praebulloides occlusa,planktic_forams,Globigerina,Globigerina praebulloides occlusa,praebulloides,occlusa,left_only
Cibicides perilucidus,benthic_forams,Cibicides,Cibicides perilucidus,perilucidus,,left_only
Lenticulina melvilli,benthic_forams,Lenticulina,Lenticulina melvilli,melvilli,,left_only
Globigerina bulloides x falconensis,planktic_forams,Globigerina,Globigerina bulloides x falconensis,bulloides,,left_only
Sphenolithus pseudoradians,nannofossils,Sphenolithus,Sphenolithus pseudoradians,pseudoradians,,both
Achomosphaera ramulifera,dinoflagellates,Achomosphaera,Achomosphaera ramulifera,ramulifera,,left_only
Globorotalia tosaensis truncatulinoides,planktic_forams,Globorotalia,Globorotalia tosaensis truncatulinoides,tosaensis,truncatulinoides,left_only
Dictyocha hexacantha,silicoflagellates,Dictyocha,Dictyocha hexacantha,hexacantha,,left_only
Neoflabellina sp.,benthic_forams,Neoflabellina,Neoflabellina sp.,sp.,,both
Nitzschia invisa,diatoms,Nitzschia,Nitzschia invisa,invisa,,left_only
Marginulina cocoaensis (q),benthic_forams,Marginulina,Marginulina cocoaensis,cocoaensis,,left_only
Cecryphalium sestrodiscus,radiolarians,Cecryphalium,Cecryphalium sestrodiscus,sestrodiscus,,left_only
Naviculopsis lacrima (q),silicoflagellates,Naviculopsis,Naviculopsis lacrima,lacrima,,left_only
Cancris inflatus,benthic_forams,Cancris,Cancris inflatus,inflatus,,both
Liriospyris stauropora,radiolarians,Liriospyris,Liriospyris stauropora,stauropora,,both
Discoaster rufus,nannofossils,Discoaster,Discoaster rufus,rufus,,left_only
Cocconeis decipiens,diatoms,Cocconeis,Cocconeis decipiens,decipiens,,left_only
Discolithina multipora,nannofossils,Discolithina,Discolithina multipora,multipora,,left_only
Anthocorys akitaensis,radiolarians,Anthocorys,Anthocorys akitaensis,akitaensis,,left_only
Sigmoilina sigmoidea,benthic_forams,Sigmoilina,Sigmoilina sigmoidea,sigmoidea,,left_only
Nummulites sp.,benthic_forams,Nummulites,Nummulites sp.,sp.,,both
Ceratobulimina ovoidea,benthic_forams,Ceratobulimina,Ceratobulimina ovoidea,ovoidea,,left_only
Salix sp. (q),pollen,Salix,Salix sp.,sp.,,left_only
Biscutum panis,nannofossils,Biscutum,Biscutum panis,panis,,left_only
Ellipsodiscoaster lidzii,nannofossils,Ellipsodiscoaster,Ellipsodiscoaster lidzii,lidzii,,left_only
Ellipsoglandulina subconica,benthic_forams,Ellipsoglandulina,Ellipsoglandulina subconica,subconica,,left_only
Transversopontis fimbriatus,nannofossils,Transversopontis,Transversopontis fimbriatus,fimbriatus,,left_only
Triloculina globosa,benthic_forams,Triloculina,Triloculina globosa,globosa,,left_only
Globorotalia cerroazulensis frontosa,planktic_forams,Globorotalia,Globorotalia cerroazulensis frontosa,cerroazulensis,frontosa,left_only
Botryopera triloba,radiolarians,Botryopera,Botryopera triloba,triloba,,left_only
Hemidiscus simplicissimus,diatoms,Hemidiscus,Hemidiscus simplicissimus,simplicissimus,,both
Thalassiosira praenidulus,diatoms,Thalassiosira,Thalassiosira praenidulus,praenidulus,,left_only
Textularia agglutinans,benthic_forams,Textularia,Textularia agglutinans,agglutinans,,both
Dictyocha fallacea,silicoflagellates,Dictyocha,Dictyocha fallacea,fallacea,,left_only
Stilostomella antillea (q),benthic_forams,Stilostomella,Stilostomella antillea,antillea,,both
Cestodiscus pulchellus maculatus,diatoms,Cestodiscus,Cestodiscus pulchellus maculatus,pulchellus,maculatus,left_only
Pterocanium praetextum eucolpum,radiolarians,Pterocanium,Pterocanium praetextum eucolpum,praetextum,eucolpum,left_only
Globorotalia miotumida miotumida,planktic_forams,Globorotalia,Globorotalia miotumida miotumida,miotumida,miotumida,left_only
Stephanodiscus marginatus,diatoms,Stephanodiscus,Stephanodiscus marginatus,marginatus,,left_only
Hemiaulus polymorphus frigida,diatoms,Hemiaulus,Hemiaulus polymorphus frigida,polymorphus,frigida,left_only
Campylosira sp.,diatoms,Campylosira,Campylosira sp.,sp.,,left_only
Fragilaria inflata istranfyi,diatoms,Fragilaria,Fragilaria inflata istranfyi,inflata,istranfyi,left_only
Distephanus crux scutulatus,silicoflagellates,Distephanus,Distephanus crux scutulatus,crux,scutulatus,left_only
Neochiastozygus dubius,nannofossils,Neochiastozygus,Neochiastozygus dubius,dubius,,left_only
Laguncularia sp.,pollen,Laguncularia,Laguncularia sp.,sp.,,left_only
Alabamina naraensis,benthic_forams,Alabamina,Alabamina naraensis,naraensis,,left_only
Globigerinoides trilobus bisphericus (q),planktic_forams,Globigerinoides,Globigerinoides trilobus bisphericus,trilobus,bisphericus,left_only
Globorotalia mendacis,planktic_forams,Globorotalia,Globorotalia mendacis,mendacis,,left_only
Hazelina sp. (q),ostracods,Hazelina,Hazelina sp.,sp.,,left_only
Distephanus pseudocrux,silicoflagellates,Distephanus,Distephanus pseudocrux,pseudocrux,,left_only
Lophodolithus rotundus (q),nannofossils,Lophodolithus,Lophodolithus rotundus,rotundus,,both
Cymbella sinuata,diatoms,Cymbella,Cymbella sinuata,sinuata,,left_only
Theocyrtis sp.,radiolarians,Theocyrtis,Theocyrtis sp.,sp.,,left_only
Guttulina sp.,benthic_forams,Guttulina,Guttulina sp.,sp.,,both
Clausicoccus fenestratus,nannofossils,Clausicoccus,Clausicoccus fenestratus,fenestratus,,both
Dictyocha delicata (q),silicoflagellates,Dictyocha,Dictyocha delicata,delicata,,left_only
Octodendron sp.,radiolarians,Octodendron,Octodendron sp.,sp.,,left_only
Podocyrtis ampla ampla,radiolarians,Podocyrtis,Podocyrtis ampla ampla,ampla,ampla,left_only
Bitectatodinium tepikiense,dinoflagellates,Bitectatodinium,Bitectatodinium tepikiense,tepikiense,,left_only
Cassidulina tricamerata,benthic_forams,Cassidulina,Cassidulina tricamerata,tricamerata,,left_only
Cymatiosphaera sp.,dinoflagellates,Cymatiosphaera,Cymatiosphaera sp.,sp.,,left_only
Globigerinatheka higginsi,planktic_forams,Globigerinatheka,Globigerinatheka higginsi,higginsi,,left_only
Corbisema geometrica lateradiata,silicoflagellates,Corbisema,Corbisema geometrica lateradiata,geometrica,lateradiata,left_only
Tsuga sp.,pollen,Tsuga,Tsuga sp.,sp.,,left_only
Turborotalita guaymasensis,planktic_forams,Turborotalita,Turborotalita guaymasensis,guaymasensis,,left_only
Rhizosolenia hebetata group,diatoms,Rhizosolenia,Rhizosolenia hebetata group,hebetata,group,left_only
Pterocorys hertwigii (q),radiolarians,Pterocorys,Pterocorys hertwigii,hertwigii,,both
Plectofrondicularia mexicana,benthic_forams,Plectofrondicularia,Plectofrondicularia mexicana,mexicana,,left_only
Coccolithus pliopelagicus,nannofossils,Coccolithus,Coccolithus pliopelagicus,pliopelagicus,,left_only
Glyphodesmis williamsonii,diatoms,Glyphodesmis,Glyphodesmis williamsonii,williamsonii,,left_only
Operculina subformal,benthic_forams,Operculina,Operculina subformal,subformal,,left_only
Triquetrorhabdulus milowii,nannofossils,Triquetrorhabdulus,Triquetrorhabdulus milowii,milowii,,both
Osangularia interrupta,benthic_forams,Osangularia,Osangularia interrupta,interrupta,,left_only
Stetsonia horvathi,benthic_forams,Stetsonia,Stetsonia horvathi,horvathi,,left_only
Bolivina argentea (q),benthic_forams,Bolivina,Bolivina argentea,argentea,,both
Phormostichoartus doliolum,radiolarians,Phormostichoartus,Phormostichoartus doliolum,doliolum,,both
Dictyocha perlaevis pentaradiata,silicoflagellates,Dictyocha,Dictyocha perlaevis pentaradiata,perlaevis,pentaradiata,left_only
Globorotalia pentacamerata,planktic_forams,Globorotalia,Globorotalia pentacamerata,pentacamerata,,left_only
Areoligera sp.,dinoflagellates,Areoligera,Areoligera sp.,sp.,,left_only
Naviculopsis nordica nordica,silicoflagellates,Naviculopsis,Naviculopsis nordica nordica,nordica,nordica,left_only
Lithomelissa hystrix,radiolarians,Lithomelissa,Lithomelissa hystrix,hystrix,,left_only
Asterigerina guraboensis,benthic_forams,Asterigerina,Asterigerina guraboensis,guraboensis,,left_only
Parathranium intermedium,ebridians,Parathranium,Parathranium intermedium,intermedium,,left_only
Watznaueria biporta,nannofossils,Watznaueria,Watznaueria biporta,biporta,,both
Emiliania annula (q),nannofossils,Emiliania,Emiliania annula,annula,,left_only
Triceratium tesselatum (q),diatoms,Triceratium,Triceratium tesselatum,tesselatum,,left_only
Sphenolithus orphanknolli,nannofossils,Sphenolithus,Sphenolithus orphanknolli,orphanknolli,,left_only
Valvulina angulosa,benthic_forams,Valvulina,Valvulina angulosa,angulosa,,left_only
Gyroidina depressa,benthic_forams,Gyroidina,Gyroidina depressa,depressa,,left_only
Scyphosphaera intermedia,nannofossils,Scyphosphaera,Scyphosphaera intermedia,intermedia,,both
Hastigerinella digitata praedigitata,planktic_forams,Hastigerinella,Hastigerinella digitata praedigitata,digitata,praedigitata,left_only
Grammatophora arcuata,diatoms,Grammatophora,Grammatophora arcuata,arcuata,,left_only
Wetzeliella similis,dinoflagellates,Wetzeliella,Wetzeliella similis,similis,,left_only
Globigerina angiporoides angiporoides (q),planktic_forams,Globigerina,Globigerina angiporoides angiporoides,angiporoides,angiporoides,left_only
Pleurosigma sp.,diatoms,Pleurosigma,Pleurosigma sp.,sp.,,left_only
Eucyrtidium calvertense (q),radiolarians,Eucyrtidium,Eucyrtidium calvertense,calvertense,,both
Cussia lancettula,diatoms,Cussia,Cussia lancettula,lancettula,,both
Synedra ulna,diatoms,Synedra,Synedra ulna,ulna,,left_only
Globorotalia zealandica (q),planktic_forams,Globorotalia,Globorotalia zealandica,zealandica,,both
Globorotalia praeinflata,planktic_forams,Globorotalia,Globorotalia praeinflata,praeinflata,,both
Hanzawaia cushmani (q),benthic_forams,Hanzawaia,Hanzawaia cushmani,cushmani,,left_only
Libocedrus sp.,pollen,Libocedrus,Libocedrus sp.,sp.,,left_only
Actinocyclus lanceolatus,diatoms,Actinocyclus,Actinocyclus lanceolatus,lanceolatus,,left_only
Reticulofenestra cuspis,nannofossils,Reticulofenestra,Reticulofenestra cuspis,cuspis,,left_only
Markalius apertus,nannofossils,Markalius,Markalius apertus,apertus,,both
Scyphosphaera campanula,nannofossils,Scyphosphaera,Scyphosphaera campanula,campanula,,left_only
Tribrachiatus orthostylus,nannofossils,Tribrachiatus,Tribrachiatus orthostylus,orthostylus,,both
Calcidiscus macintyrei,nannofossils,Calcidiscus,Calcidiscus macintyrei,macintyrei,,both
Amphora minuta interrupta,diatoms,Amphora,Amphora minuta interrupta,minuta,interrupta,left_only
Globorotalia hirsuta,planktic_forams,Globorotalia,Globorotalia hirsuta,hirsuta,,both
Pterocodon anteclinata,radiolarians,Pterocodon,Pterocodon anteclinata,anteclinata,,left_only
Sphenolithus abies (q),nannofossils,Sphenolithus,Sphenolithus abies,abies,,both
Reticulofenestra umbilica (q),nannofossils,Reticulofenestra,Reticulofenestra umbilica,umbilica,,left_only
Technitellla legumen,benthic_forams,Technitellla,Technitellla legumen,legumen,,left_only
Pulleniatina primalis,planktic_forams,Pulleniatina,Pulleniatina primalis,primalis,,both
Blackites tenuis,nannofossils,Blackites,Blackites tenuis,tenuis,,both
Bolivina advena striatella (q),benthic_forams,Bolivina,Bolivina advena striatella,advena,striatella,left_only
Dictyocha arbutusensis,silicoflagellates,Dictyocha,Dictyocha arbutusensis,arbutusensis,,left_only
Nannotetrina quadrata,nannofossils,Nannotetrina,Nannotetrina quadrata,quadrata,,left_only
Robulus occidentalis,benthic_forams,Robulus,Robulus occidentalis,occidentalis,,left_only
Eponides lotus,benthic_forams,Eponides,Eponides lotus,lotus,,left_only
Rouxia sp.,diatoms,Rouxia,Rouxia sp.,sp.,,both
Hemiaulus sporalis,diatoms,Hemiaulus,Hemiaulus sporalis,sporalis,,left_only
Siphotextularia sp. (q),benthic_forams,Siphotextularia,Siphotextularia sp.,sp.,,both
Amaurolithus tricorniculatus,nannofossils,Amaurolithus,Amaurolithus tricorniculatus,tricorniculatus,,both
Sethocapsa sp.,radiolarians,Sethocapsa,Sethocapsa sp.,sp.,,left_only
Pyrgodiscus sp.,diatoms,Pyrgodiscus,Pyrgodiscus sp.,sp.,,left_only
Discoaster strictus (q),nannofossils,Discoaster,Discoaster strictus,strictus,,left_only
Discoaster brouweri s.ampl.,nannofossils,Discoaster,Discoaster brouweri s.ampl.,brouweri,s.ampl.,left_only
Coscinodiscus moelleri,diatoms,Coscinodiscus,Coscinodiscus moelleri,moelleri,,left_only
Quinqueloculina elongata,benthic_forams,Quinqueloculina,Quinqueloculina elongata,elongata,,left_only
Globigerinoides emeisi,planktic_forams,Globigerinoides,Globigerinoides emeisi,emeisi,,left_only
Fissurina fimbriata,benthic_forams,Fissurina,Fissurina fimbriata,fimbriata,,left_only
Dicladia sp.,diatoms,Dicladia,Dicladia sp.,sp.,,both
Fragilaria pinnata,diatoms,Fragilaria,Fragilaria pinnata,pinnata,,left_only
Ophthalmidium acutimargo,benthic_forams,Ophthalmidium,Ophthalmidium acutimargo,acutimargo,,left_only
Globorotalia margaritae primitiva,planktic_forams,Globorotalia,Globorotalia margaritae primitiva,margaritae,primitiva,left_only
Pyrgupyxis oligocaenica,diatoms,Pyrgupyxis,Pyrgupyxis oligocaenica,oligocaenica,,left_only
Discoaster sublodoensis,nannofossils,Discoaster,Discoaster sublodoensis,sublodoensis,,both
Mesocena ovata,silicoflagellates,Mesocena,Mesocena ovata,ovata,,left_only
Hyalodiscus scoticus,diatoms,Hyalodiscus,Hyalodiscus scoticus,scoticus,,both
Dictyocha neonautica,silicoflagellates,Dictyocha,Dictyocha neonautica,neonautica,,left_only
Distephanus crux pauli,silicoflagellates,Distephanus,Distephanus crux pauli,crux,pauli,left_only
Morozovella prae-aequa,planktic_forams,Morozovella,Morozovella prae-aequa,prae-aequa,,left_only
Prunobrachium longum,radiolarians,Prunobrachium,Prunobrachium longum,longum,,left_only
Globigerina falconensis (q),planktic_forams,Globigerina,Globigerina falconensis,falconensis,,both
Stephanodiscus gravitoides,diatoms,Stephanodiscus,Stephanodiscus gravitoides,gravitoides,,left_only
Globorotalia menardi fimbriata,planktic_forams,Globorotalia,Globorotalia menardi fimbriata,menardi,fimbriata,left_only
Bolivina minuta,benthic_forams,Bolivina,Bolivina minuta,minuta,,both
Osangularia rugosa (q),benthic_forams,Osangularia,Osangularia rugosa,rugosa,,left_only
Globorotalia acostaensis humerosa,planktic_forams,Globorotalia,Globorotalia acostaensis humerosa,acostaensis,humerosa,left_only
Globigerina ciperoensis angulisuturalis,planktic_forams,Globigerina,Globigerina ciperoensis angulisuturalis,ciperoensis,angulisuturalis,left_only
Cassidulinoides sp. (q),benthic_forams,Cassidulinoides,Cassidulinoides sp.,sp.,,both
Deflandrea bakeri (q),dinoflagellates,Deflandrea,Deflandrea bakeri,bakeri,,left_only
Globorotalia pseudomargaritae,planktic_forams,Globorotalia,Globorotalia pseudomargaritae,pseudomargaritae,,left_only
Siphonina tenuicarinata,benthic_forams,Siphonina,Siphonina tenuicarinata,tenuicarinata,,both
Globigerinita parvula,planktic_forams,Globigerinita,Globigerinita parvula,parvula,,left_only
Globorotalia ehrenbergi,planktic_forams,Globorotalia,Globorotalia ehrenbergi,ehrenbergi,,left_only
Pterocanium orcinum,radiolarians,Pterocanium,Pterocanium orcinum,orcinum,,left_only
Globorotalia palpebra,planktic_forams,Globorotalia,Globorotalia palpebra,palpebra,,left_only
Globigerina nepenthes delicatula,planktic_forams,Globigerina,Globigerina nepenthes delicatula,nepenthes,delicatula,left_only
Pseudoemiliania lacunosa (q),nannofossils,Pseudoemiliania,Pseudoemiliania lacunosa,lacunosa,,both
Neogloboquadrina dutertrei dutertrei,planktic_forams,Neogloboquadrina,Neogloboquadrina dutertrei dutertrei,dutertrei,dutertrei,left_only
Thalassiosira pacifica,diatoms,Thalassiosira,Thalassiosira pacifica,pacifica,,both
Triloculina tricarinata,benthic_forams,Triloculina,Triloculina tricarinata,tricarinata,,both
