verbatim_name,taxon_group,genus name,simplified_name,species name,subspecies name,_merge_approved
Theocorythium sp.(q),radiolarians,Theocorythium,Theocorythium sp.,sp.,,left_only
Hydrocharis,pollen,Hydrocharis,Hydrocharis,,,left_only
Uvigerina excellence,benthic_forams,Uvigerina,Uvigerina excellence,excellence,,left_only
Suggrunda kleinpelli,benthic_forams,Suggrunda,Suggrunda kleinpelli,kleinpelli,,left_only
Globigerinoides sacculifer sacculifer,planktic_forams,Globigerinoides,Globigerinoides sacculifer sacculifer,sacculifer,sacculifer,left_only
Discoaster brouweri tamalis,nannofossils,Discoaster,Discoaster brouweri tamalis,brouweri,tamalis,left_only
Operculodinium sp.,dinoflagellates,Operculodinium,Operculodinium sp.,sp.,,left_only
Cibicidoides opacus (q),benthic_forams,Cibicidoides,Cibicidoides opacus,opacus,,left_only
Dictyocha extensa,silicoflagellates,Dictyocha,Dictyocha extensa,extensa,,left_only
Globigerinoides sp. (q),planktic_forams,Globigerinoides,Globigerinoides sp.,sp.,,both
Rhabdolithus claviger,nannofossils,Rhabdolithus,Rhabdolithus claviger,claviger,,left_only
Subbotina triloculinoides triloculinoides,planktic_forams,Subbotina,Subbotina triloculinoides triloculinoides,triloculinoides,triloculinoides,left_only
Asterolampra schmidti,diatoms,Asterolampra,Asterolampra schmidti,schmidti,,left_only
Sethochytris babylonis,radiolarians,Sethochytris,Sethochytris babylonis,babylonis,,both
Dorcadospyris praeforcipata,radiolarians,Dorcadospyris,Dorcadospyris praeforcipata,praeforcipata,,both
Eiffellithus octoradiatus,nannofossils,Eiffellithus,Eiffellithus octoradiatus,octoradiatus,,left_only
Dentalina subcostata,benthic_forams,Dentalina,Dentalina subcostata,subcostata,,left_only
Pseudammopochium dictyoides,ebridians,Pseudammopochium,Pseudammopochium dictyoides,dictyoides,,left_only
Acrobotrys sphaerothorax (q),radiolarians,Acrobotrys,Acrobotrys sphaerothorax,sphaerothorax,,left_only
Globorotalia parahexagona (q),planktic_forams,Globorotalia,Globorotalia parahexagona,parahexagona,,left_only
Crucidenticula punctata,diatoms,Crucidenticula,Crucidenticula punctata,punctata,,left_only
Discoaster calcaris (q),nannofossils,Discoaster,Discoaster calcaris,calcaris,,both
Acarinina soldadoensis soldadoensis,planktic_forams,Acarinina,Acarinina soldadoensis soldadoensis,soldadoensis,soldadoensis,left_only
Globorotaloides trema,planktic_forams,Globorotaloides,Globorotaloides trema,trema,,left_only
Asteromphalus parvulus,diatoms,Asteromphalus,Asteromphalus parvulus,parvulus,,both
Triloculina sp.,benthic_forams,Triloculina,Triloculina sp.,sp.,,both
Acanthoica quattrospina,nannofossils,Acanthoica,Acanthoica quattrospina,quattrospina,,left_only
Chiasmolithus solitus,nannofossils,Chiasmolithus,Chiasmolithus solitus,solitus,,both
Loxostomum applinae,benthic_forams,Loxostomum,Loxostomum applinae,applinae,,left_only
Actinocyclus tsugaruensis,diatoms,Actinocyclus,Actinocyclus tsugaruensis,tsugaruensis,,left_only
Gavelinella dayi,benthic_forams,Gavelinella,Gavelinella dayi,dayi,,left_only
Discolithina sp.,nannofossils,Discolithina,Discolithina sp.,sp.,,left_only
Osangularia expansa,benthic_forams,Osangularia,Osangularia expansa,expansa,,left_only
Thalassiosira domifacia,diatoms,Thalassiosira,Thalassiosira domifacia,domifacia,,left_only
Dictyocha perfecta,silicoflagellates,Dictyocha,Dictyocha perfecta,perfecta,,left_only
Chiphragmalithus mexicanus,nannofossils,Chiphragmalithus,Chiphragmalithus mexicanus,mexicanus,,left_only
Acrosphaera trepanata,radiolarians,Acrosphaera,Acrosphaera trepanata,trepanata,,both
Spongocore puella,radiolarians,Spongocore,Spongocore puella,puella,,both
Thalassionema stomachii,diatoms,Thalassionema,Thalassionema stomachii,stomachii,,left_only
Vitreisporites pallidus,pollen,Vitreisporites,Vitreisporites pallidus,pallidus,,left_only
Biddulphia calamus,diatoms,Biddulphia,Biddulphia calamus,calamus,,left_only
Anomalinoides nobilis,benthic_forams,Anomalinoides,Anomalinoides nobilis,nobilis,,left_only
Eucyrtidium sp.,radiolarians,Eucyrtidium,Eucyrtidium sp.,sp.,,left_only
Chaetoceros danicus,diatoms,Chaetoceros,Chaetoceros danicus,danicus,,left_only
Dorcadospyris damaecornis,radiolarians,Dorcadospyris,Dorcadospyris damaecornis,damaecornis,,left_only
Lamprocyclas maritalis maritalis,radiolarians,Lamprocyclas,Lamprocyclas maritalis maritalis,maritalis,maritalis,both
Actinocyclus octonarius,diatoms,Actinocyclus,Actinocyclus octonarius,octonarius,,both
Corbisema triacantha nuda,silicoflagellates,Corbisema,Corbisema triacantha nuda,triacantha,nuda,left_only
Ceratolithus tricorniculatus (q),nannofossils,Ceratolithus,Ceratolithus tricorniculatus,tricorniculatus,,both
Eoglobigerina edita,planktic_forams,Eoglobigerina,Eoglobigerina edita,edita,,both
Entosolenia sp.,benthic_forams,Entosolenia,Entosolenia sp.,sp.,,left_only
Buryella sp.,radiolarians,Buryella,Buryella sp.,sp.,,left_only
Schizandra sp.,pollen,Schizandra,Schizandra sp.,sp.,,left_only
Rocella princeps,diatoms,Rocella,Rocella princeps,princeps,,left_only
Siphocampe aquilonaris,radiolarians,Siphocampe,Siphocampe aquilonaris,aquilonaris,,left_only
Cassidulina angulosa,benthic_forams,Cassidulina,Cassidulina angulosa,angulosa,,left_only
Reticulofenestra pseudoumbilica (q),nannofossils,Reticulofenestra,Reticulofenestra pseudoumbilica,pseudoumbilica,,both
Acarinina uncinata,planktic_forams,Acarinina,Acarinina uncinata,uncinata,,left_only
Zygolithus concinnus,nannofossils,Zygolithus,Zygolithus concinnus,concinnus,,left_only
Brizalina pusilla,benthic_forams,Brizalina,Brizalina pusilla,pusilla,,both
Astronion guadelupae,benthic_forams,Astronion,Astronion guadelupae,guadelupae,,left_only
Deflandrea cretacea,dinoflagellates,Deflandrea,Deflandrea cretacea,cretacea,,left_only
Chaetoceros spp.,diatoms,Chaetoceros,Chaetoceros spp.,spp.,,both
Nitzschia grunowii (q),diatoms,Nitzschia,Nitzschia grunowii,grunowii,,left_only
Actinocyclus ochotensis,diatoms,Actinocyclus,Actinocyclus ochotensis,ochotensis,,both
Foliatiniscus mirabilis,ebridians,Foliatiniscus,Foliatiniscus mirabilis,mirabilis,,left_only
Pulvinulinella mexicana,benthic_forams,Pulvinulinella,Pulvinulinella mexicana,mexicana,,left_only
Dictyocha anguinea,silicoflagellates,Dictyocha,Dictyocha anguinea,anguinea,,left_only
Thalassocythere sp. (q),ostracods,Thalassocythere,Thalassocythere sp.,sp.,,left_only
Botryostrobus tumidulus,radiolarians,Botryostrobus,Botryostrobus tumidulus,tumidulus,,left_only
Liriospyris sp.,radiolarians,Liriospyris,Liriospyris sp.,sp.,,both
Globorotalia nana,planktic_forams,Globorotalia,Globorotalia nana,nana,,left_only
Astrophacus sp.,radiolarians,Astrophacus,Astrophacus sp.,sp.,,both
Cyclammina rotundata,benthic_forams,Cyclammina,Cyclammina rotundata,rotundata,,left_only
Uvigerina akitaensis,benthic_forams,Uvigerina,Uvigerina akitaensis,akitaensis,,both
Cyclococcolithus leptoporus,nannofossils,Cyclococcolithus,Cyclococcolithus leptoporus,leptoporus,,left_only
Zygrhablithus crassus,nannofossils,Zygrhablithus,Zygrhablithus crassus,crassus,,left_only
Coscinodiscus marginatus (q),diatoms,Coscinodiscus,Coscinodiscus marginatus,marginatus,,both
Cytheropteron inaquivalve (q),ostracods,Cytheropteron,Cytheropteron inaquivalve,inaquivalve,,left_only
Picea sp.,pollen,Picea,Picea sp.,sp.,,left_only
Stilostomella gracilis,benthic_forams,Stilostomella,Stilostomella gracilis,gracilis,,left_only
Pyrgoella sphaera,benthic_forams,Pyrgoella,Pyrgoella sphaera,sphaera,,both
Actinocyclus ellipticus spiralis,diatoms,Actinocyclus,Actinocyclus ellipticus spiralis,ellipticus,spiralis,left_only
Spirocyrtis scalaris (q),radiolarians,Spirocyrtis,Spirocyrtis scalaris,scalaris,,left_only
Marginulina subrecta,benthic_forams,Marginulina,Marginulina subrecta,subrecta,,left_only
Clavulina tricarinata (q),benthic_forams,Clavulina,Clavulina tricarinata,tricarinata,,left_only
Orthomorphina exilis,benthic_forams,Orthomorphina,Orthomorphina exilis,exilis,,left_only
Saracenaria schenki (q),benthic_forams,Saracenaria,Saracenaria schenki,schenki,,left_only
Vaginulina americana,benthic_forams,Vaginulina,Vaginulina americana,americana,,both
Dictyocha perlaevis flexatella,silicoflagellates,Dictyocha,Dictyocha perlaevis flexatella,perlaevis,flexatella,left_only
Acarinina rugosoaculeata,planktic_forams,Acarinina,Acarinina rugosoaculeata,rugosoaculeata,,left_only
Globorotalia cavernula,planktic_forams,Globorotalia,Globorotalia cavernula,cavernula,,left_only
Hastigerina adamsi,planktic_forams,Hastigerina,Hastigerina adamsi,adamsi,,left_only
Tricolpites sabulosus (q),pollen,Tricolpites,Tricolpites sabulosus,sabulosus,,left_only
Chrysalogonium asperum,benthic_forams,Chrysalogonium,Chrysalogonium asperum,asperum,,left_only
Globorotalia pusilla pusilla,planktic_forams,Globorotalia,Globorotalia pusilla pusilla,pusilla,pusilla,left_only
Orbulina suturalis,planktic_forams,Orbulina,Orbulina suturalis,suturalis,,both
Globorotalia cultrata cultrata,planktic_forams,Globorotalia,Globorotalia cultrata cultrata,cultrata,cultrata,left_only
Tectatodinium sp.,dinoflagellates,Tectatodinium,Tectatodinium sp.,sp.,,left_only
Oblitacythereis ruggierii,ostracods,Oblitacythereis,Oblitacythereis ruggierii,ruggierii,,left_only
Globorotalia parkerae,planktic_forams,Globorotalia,Globorotalia parkerae,parkerae,,left_only
Quadrimorphina profunda,benthic_forams,Quadrimorphina,Quadrimorphina profunda,profunda,,left_only
Pyxidiella simplex,dinoflagellates,Pyxidiella,Pyxidiella simplex,simplex,,left_only
Globigerinoides tenellus,planktic_forams,Globigerinoides,Globigerinoides tenellus,tenellus,,both
Globorotalia aragonensis,planktic_forams,Globorotalia,Globorotalia aragonensis,aragonensis,,left_only
Blackites rectus (q),nannofossils,Blackites,Blackites rectus,rectus,,left_only
Lamptonium fabaeforme chaunothorax (q),radiolarians,Lamptonium,Lamptonium fabaeforme chaunothorax,fabaeforme,chaunothorax,both
Marssonella sp.,benthic_forams,Marssonella,Marssonella sp.,sp.,,both
Thyrsocyrtis tarsipes,radiolarians,Thyrsocyrtis,Thyrsocyrtis tarsipes,tarsipes,,left_only
Globigerinelloides asperus,planktic_forams,Globigerinelloides,Globigerinelloides asperus,asperus,,left_only
Nodosarella acus,benthic_forams,Nodosarella,Nodosarella acus,acus,,left_only
Stauralastrum sp.,radiolarians,Stauralastrum,Stauralastrum sp.,sp.,,left_only
Pseudoguembelina excolata,planktic_forams,Pseudoguembelina,Pseudoguembelina excolata,excolata,,left_only
Helicopontosphaera neogranulata,nannofossils,Helicopontosphaera,Helicopontosphaera neogranulata,neogranulata,,left_only
Gaudryina whangaia,benthic_forams,Gaudryina,Gaudryina whangaia,whangaia,,both
Pelliciera sp. (q),pollen,Pelliciera,Pelliciera sp.,sp.,,left_only
Turborotalita atlantisae,planktic_forams,Turborotalita,Turborotalita atlantisae,atlantisae,,left_only
Eponides repandus,benthic_forams,Eponides,Eponides repandus,repandus,,both
Ceratolithus amplificus (q),nannofossils,Ceratolithus,Ceratolithus amplificus,amplificus,,left_only
Mesocena oamaruensis oamaruensis,silicoflagellates,Mesocena,Mesocena oamaruensis oamaruensis,oamaruensis,oamaruensis,left_only
Theocamptra formaster,radiolarians,Theocamptra,Theocamptra formaster,formaster,,left_only
Filicales sp.,pollen,Filicales,Filicales sp.,sp.,,left_only
Spiniferites ramosus multibrevis,dinoflagellates,Spiniferites,Spiniferites ramosus multibrevis,ramosus,multibrevis,left_only
Jaculella acuta (q),benthic_forams,Jaculella,Jaculella acuta,acuta,,left_only
Triatriopollenites sp.,pollen,Triatriopollenites,Triatriopollenites sp.,sp.,,left_only
Streptochilus tokelauae,planktic_forams,Streptochilus,Streptochilus tokelauae,tokelauae,,left_only
Globorotaloides hexagonus hexagonus,planktic_forams,Globorotaloides,Globorotaloides hexagonus hexagonus,hexagonus,hexagonus,left_only
Trinacria tristictia,diatoms,Trinacria,Trinacria tristictia,tristictia,,left_only
Chiloguembelina gradata,planktic_forams,Chiloguembelina,Chiloguembelina gradata,gradata,,left_only
Elphidium discoidale (q),benthic_forams,Elphidium,Elphidium discoidale,discoidale,,left_only
Spiniferites mirabilis,dinoflagellates,Spiniferites,Spiniferites mirabilis,mirabilis,,left_only
Globigerinoides apertasuturalis,planktic_forams,Globigerinoides,Globigerinoides apertasuturalis,apertasuturalis,,left_only
Orbulina universa bilobata,planktic_forams,Orbulina,Orbulina universa bilobata,universa,bilobata,left_only
Thalassiosira jouseae,diatoms,Thalassiosira,Thalassiosira jouseae,jouseae,,both
Dictyocha perlaevis delicata,silicoflagellates,Dictyocha,Dictyocha perlaevis delicata,perlaevis,delicata,left_only
Pullenia quinqueloba,benthic_forams,Pullenia,Pullenia quinqueloba,quinqueloba,,both
Haplophragmoides bradyi,benthic_forams,Haplophragmoides,Haplophragmoides bradyi,bradyi,,left_only
Globoquadrina pachyderma (dex),planktic_forams,Globoquadrina,Globoquadrina pachyderma,pachyderma,,left_only
Cassidulina subcarinita,benthic_forams,Cassidulina,Cassidulina subcarinita,subcarinita,,left_only
Lithelius foremanae,radiolarians,Lithelius,Lithelius foremanae,foremanae,,left_only
Globigerinatheka kugleri,planktic_forams,Globigerinatheka,Globigerinatheka kugleri,kugleri,,both
Reticulofenestra oamaruensis,nannofossils,Reticulofenestra,Reticulofenestra oamaruensis,oamaruensis,,both
Clavulina arenata (q),benthic_forams,Clavulina,Clavulina arenata,arenata,,left_only
Naviculopsis foliacea foliacea,silicoflagellates,Naviculopsis,Naviculopsis foliacea foliacea,foliacea,foliacea,left_only
Asteromphalus hyalinus,diatoms,Asteromphalus,Asteromphalus hyalinus,hyalinus,,left_only
Coccolithus cavus,nannofossils,Coccolithus,Coccolithus cavus,cavus,,left_only
Cyclococcolithina pseudogammation (q),nannofossils,Cyclococcolithina,Cyclococcolithina pseudogammation,pseudogammation,,left_only
Mesocena venusta,silicoflagellates,Mesocena,Mesocena venusta,venusta,,left_only
Coscinodiscus oblongus,diatoms,Coscinodiscus,Coscinodiscus oblongus,oblongus,,left_only
Dictyophimus craticula,radiolarians,Dictyophimus,Dictyophimus craticula,craticula,,both
Schizocolpus marlinensis,pollen,Schizocolpus,Schizocolpus marlinensis,marlinensis,,left_only
Rhodospyris sp.,radiolarians,Rhodospyris,Rhodospyris sp.,sp.,,left_only
Nannotetrina fulgens,nannofossils,Nannotetrina,Nannotetrina fulgens,fulgens,,both
Polypodiisporites sp.,pollen,Polypodiisporites,Polypodiisporites sp.,sp.,,left_only
Nodosaria obliqua,benthic_forams,Nodosaria,Nodosaria obliqua,obliqua,,left_only
Bolivina anglica,benthic_forams,Bolivina,Bolivina anglica,anglica,,left_only
Stilostomella gracillima,benthic_forams,Stilostomella,Stilostomella gracillima,gracillima,,both
Ceratospyris echinus,radiolarians,Ceratospyris,Ceratospyris echinus,echinus,,left_only
Melonis guadalupe,benthic_forams,Melonis,Melonis guadalupe,guadalupe,,left_only
Operculodinium echigoense (q),dinoflagellates,Operculodinium,Operculodinium echigoense,echigoense,,left_only
Caryocha sp.,silicoflagellates,Caryocha,Caryocha sp.,sp.,,left_only
Globorotalia lenguaensis,planktic_forams,Globorotalia,Globorotalia lenguaensis,lenguaensis,,both
Bramletteius serraculoides,nannofossils,Bramletteius,Bramletteius serraculoides,serraculoides,,both
Elphidium alvarezianum,benthic_forams,Elphidium,Elphidium alvarezianum,alvarezianum,,left_only
Helicopontosphaera granulata,nannofossils,Helicopontosphaera,Helicopontosphaera granulata,granulata,,left_only
Globotruncana calcarata,planktic_forams,Globotruncana,Globotruncana calcarata,calcarata,,left_only
Pyrgupyxis sp.,diatoms,Pyrgupyxis,Pyrgupyxis sp.,sp.,,left_only
Hexacontium palaeocenicum,radiolarians,Hexacontium,Hexacontium palaeocenicum,palaeocenicum,,left_only
Dyocibicides perforata,benthic_forams,Dyocibicides,Dyocibicides perforata,perforata,,left_only
Chrysalogonium breviloculum,benthic_forams,Chrysalogonium,Chrysalogonium breviloculum,breviloculum,,left_only
Coccolithus stavensis,nannofossils,Coccolithus,Coccolithus stavensis,stavensis,,left_only
Coscinodiscus gigas diorama (q),diatoms,Coscinodiscus,Coscinodiscus gigas diorama,gigas,diorama,left_only
Dentalina legumen,benthic_forams,Dentalina,Dentalina legumen,legumen,,left_only
Globigerina utilisindex,planktic_forams,Globigerina,Globigerina utilisindex,utilisindex,,left_only
Globigerina ouachitaensis,planktic_forams,Globigerina,Globigerina ouachitaensis,ouachitaensis,,both
Rectuvigerina sp.,benthic_forams,Rectuvigerina,Rectuvigerina sp.,sp.,,both
Stichocorys seriata,radiolarians,Stichocorys,Stichocorys seriata,seriata,,both
Dictyocha acuta,silicoflagellates,Dictyocha,Dictyocha acuta,acuta,,left_only
Cymatopleura elliptica,diatoms,Cymatopleura,Cymatopleura elliptica,elliptica,,left_only
Cibicides laurisae,benthic_forams,Cibicides,Cibicides laurisae,laurisae,,left_only
Ammoscalaria pseudospiralis,benthic_forams,Ammoscalaria,Ammoscalaria pseudospiralis,pseudospiralis,,left_only
Impagidinium sp.,dinoflagellates,Impagidinium,Impagidinium sp.,sp.,,left_only
Anomalina affinis,benthic_forams,Anomalina,Anomalina affinis,affinis,,left_only
Pararotalia sp.,benthic_forams,Pararotalia,Pararotalia sp.,sp.,,left_only
Cannopilus quintus,silicoflagellates,Cannopilus,Cannopilus quintus,quintus,,left_only
Triquetrorhabdulus inversus,nannofossils,Triquetrorhabdulus,Triquetrorhabdulus inversus,inversus,,left_only
Thalassiosira convexa,diatoms,Thalassiosira,Thalassiosira convexa,convexa,,both
Cruciplacolithus notus,nannofossils,Cruciplacolithus,Cruciplacolithus notus,notus,,left_only
Nuphar,pollen,Nuphar,Nuphar,,,left_only
Anomalinoides spissiformis,benthic_forams,Anomalinoides,Anomalinoides spissiformis,spissiformis,,both
Truncorotaloides topilensis,planktic_forams,Truncorotaloides,Truncorotaloides topilensis,topilensis,,left_only
Corbisema inermis,silicoflagellates,Corbisema,Corbisema inermis,inermis,,left_only
Rhaphoneis rhombicus,diatoms,Rhaphoneis,Rhaphoneis rhombicus,rhombicus,,left_only
Bekoma campechensis,radiolarians,Bekoma,Bekoma campechensis,campechensis,,both
Dictyococcites abisectus (q),nannofossils,Dictyococcites,Dictyococcites abisectus,abisectus,,left_only
Cannopilus latifenestratus,silicoflagellates,Cannopilus,Cannopilus latifenestratus,latifenestratus,,left_only
Cibicidoides martinezi,benthic_forams,Cibicidoides,Cibicidoides martinezi,martinezi,,left_only
Pentadinium laticinctum,dinoflagellates,Pentadinium,Pentadinium laticinctum,laticinctum,,left_only
Bolivinopsis garlandi (q),benthic_forams,Bolivinopsis,Bolivinopsis garlandi,garlandi,,left_only
Gyroidinoides peramplus,benthic_forams,Gyroidinoides,Gyroidinoides peramplus,peramplus,,left_only
Opephora sp.,diatoms,Opephora,Opephora sp.,sp.,,left_only
Diploneis gorjanovicii,diatoms,Diploneis,Diploneis gorjanovicii,gorjanovicii,,left_only
