verbatim_name,taxon_group,genus name,simplified_name,species name,subspecies name,_merge_approved
Astronion sp.,benthic_forams,Astronion,Astronion sp.,sp.,,left_only
Astronion umbilicatulum,benthic_forams,Astronion,Astronion umbilicatulum,umbilicatulum,,left_only
Astrophacus inca,radiolarians,Astrophacus,Astrophacus inca,inca,,left_only
Astrophacus linckiaformis,radiolarians,Astrophacus,Astrophacus linckiaformis,linckiaformis,,left_only
Astrophacus sp.,radiolarians,Astrophacus,Astrophacus sp.,sp.,,both
Astrosphaerin hexagonalis,radiolarians,Astrosphaerin,Astrosphaerin hexagonalis,hexagonalis,,left_only
Astrosphaerin sp.,radiolarians,Astrosphaerin,Astrosphaerin sp.,sp.,,left_only
Atlanticythere sp.,ostracods,Atlanticythere,Atlanticythere sp.,sp.,,left_only
Aulacodiscus brownii,diatoms,Aulacodiscus,Aulacodiscus brownii,brownii,,left_only
Aulacodiscus hirtusi,diatoms,Aulacodiscus,Aulacodiscus hirtusi,hirtusi,,left_only
Aulacodiscus sp.,diatoms,Aulacodiscus,Aulacodiscus sp.,sp.,,left_only
Aulacosira distans,diatoms,Aulacosira,Aulacosira distans,distans,,left_only
Aulacosira granulata,diatoms,Aulacosira,Aulacosira granulata,granulata,,left_only
Aulacosira islandica,diatoms,Aulacosira,Aulacosira islandica,islandica,,left_only
Aulacosira praegranulata,diatoms,Aulacosira,Aulacosira praegranulata,praegranulata,,left_only
Aulacosira sp.,diatoms,Aulacosira,Aulacosira sp.,sp.,,left_only
Auliscus sp.,diatoms,Auliscus,Auliscus sp.,sp.,,left_only
Australopollis obscurus,pollen,Australopollis,Australopollis obscurus,obscurus,,left_only
Avicennia sp.,pollen,Avicennia,Avicennia sp.,sp.,,left_only
Axoprunum angelinum,radiolarians,Axoprunum,Axoprunum angelinum,angelinum,,left_only
Axoprunum carduum,radiolarians,Axoprunum,Axoprunum carduum,carduum,,left_only
Axoprunum euterpe,radiolarians,Axoprunum,Axoprunum euterpe,euterpe,,left_only
Axoprunum liostylum,radiolarians,Axoprunum,Axoprunum liostylum,liostylum,,left_only
Axoprunum monostylum,radiolarians,Axoprunum,Axoprunum monostylum,monostylum,,left_only
Axoprunum pierinae,radiolarians,Axoprunum,Axoprunum pierinae,pierinae,,both
Axoprunum polycentrum,radiolarians,Axoprunum,Axoprunum polycentrum,polycentrum,,left_only
Axoprunum sp.,radiolarians,Axoprunum,Axoprunum sp.,sp.,,left_only
Axoprunum stauraxonium,radiolarians,Axoprunum,Axoprunum stauraxonium,stauraxonium,,both
Bachmannocena apiculata apiculata,silicoflagellates,Bachmannocena,Bachmannocena apiculata apiculata,apiculata,apiculata,left_only
Bachmannocena apiculata apiculata (no septa),silicoflagellates,Bachmannocena,Bachmannocena apiculata apiculata,apiculata,apiculata,left_only
Bachmannocena apiculata apiculata (q),silicoflagellates,Bachmannocena,Bachmannocena apiculata apiculata,apiculata,apiculata,left_only
Bachmannocena apiculata inflata,silicoflagellates,Bachmannocena,Bachmannocena apiculata inflata,apiculata,inflata,left_only
Bachmannocena apiculata inflata (q),silicoflagellates,Bachmannocena,Bachmannocena apiculata inflata,apiculata,inflata,left_only
Bachmannocena apiculata monolineata,silicoflagellates,Bachmannocena,Bachmannocena apiculata monolineata,apiculata,monolineata,left_only
Bachmannocena connudata,silicoflagellates,Bachmannocena,Bachmannocena connudata,connudata,,left_only
Bachmannocena oamaruensis,silicoflagellates,Bachmannocena,Bachmannocena oamaruensis,oamaruensis,,left_only
Bachmannocena paulschulzii,silicoflagellates,Bachmannocena,Bachmannocena paulschulzii,paulschulzii,,left_only
Bachmannocena sp.,silicoflagellates,Bachmannocena,Bachmannocena sp.,sp.,,left_only
Bachmannocena venusta,silicoflagellates,Bachmannocena,Bachmannocena venusta,venusta,,left_only
Bachmannocena venusta (q),silicoflagellates,Bachmannocena,Bachmannocena venusta,venusta,,left_only
Bacillaria paradoxa,diatoms,Bacillaria,Bacillaria paradoxa,paradoxa,,left_only
Bacteriastrum comosum,diatoms,Bacteriastrum,Bacteriastrum comosum,comosum,,left_only
Bacteriastrum fragilis,diatoms,Bacteriastrum,Bacteriastrum fragilis,fragilis,,left_only
Bacteriastrum hyalinum,diatoms,Bacteriastrum,Bacteriastrum hyalinum,hyalinum,,both
Bacteriastrum sp.,diatoms,Bacteriastrum,Bacteriastrum sp.,sp.,,both
Bacteriastrum varians,diatoms,Bacteriastrum,Bacteriastrum varians,varians,,left_only
Bacteriosira fragilis,diatoms,Bacteriosira,Bacteriosira fragilis,fragilis,,left_only
Baculatisporites comaumensis,pollen,Baculatisporites,Baculatisporites comaumensis,comaumensis,,left_only
Baculatisporites sp.,pollen,Baculatisporites,Baculatisporites sp.,sp.,,left_only
Baggatellla sp.,benthic_forams,Baggatellla,Baggatellla sp.,sp.,,left_only
Baggina dominicana,benthic_forams,Baggina,Baggina dominicana,dominicana,,left_only
Bairdia cymbula,ostracods,Bairdia,Bairdia cymbula,cymbula,,left_only
Bairdia farinacciae,ostracods,Bairdia,Bairdia farinacciae,farinacciae,,left_only
Bairdia italica,ostracods,Bairdia,Bairdia italica,italica,,left_only
Bairdia sp.,ostracods,Bairdia,Bairdia sp.,sp.,,left_only
Bairdia sp. (q),ostracods,Bairdia,Bairdia sp.,sp.,,left_only
Bairdoppilata sp.,ostracods,Bairdoppilata,Bairdoppilata sp.,sp.,,left_only
Baltisphaeridium armatum (q),dinoflagellates,Baltisphaeridium,Baltisphaeridium armatum,armatum,,left_only
Bandyella beckmanni,benthic_forams,Bandyella,Bandyella beckmanni,beckmanni,,left_only
Bathropyramis aeshna,radiolarians,Bathropyramis,Bathropyramis aeshna,aeshna,,left_only
Bathropyramis ramosa,radiolarians,Bathropyramis,Bathropyramis ramosa,ramosa,,left_only
Bathropyramis scalaris,radiolarians,Bathropyramis,Bathropyramis scalaris,scalaris,,left_only
Bathropyramis sp.,radiolarians,Bathropyramis,Bathropyramis sp.,sp.,,left_only
Bathropyramis spongiosa (q),radiolarians,Bathropyramis,Bathropyramis spongiosa,spongiosa,,left_only
Bathropyramis woodringi,radiolarians,Bathropyramis,Bathropyramis woodringi,woodringi,,both
Bathycythere sp.,ostracods,Bathycythere,Bathycythere sp.,sp.,,left_only
Bathysiphon alba (q),benthic_forams,Bathysiphon,Bathysiphon alba,alba,,left_only
Bathysiphon cyclindrica (q),benthic_forams,Bathysiphon,Bathysiphon cyclindrica,cyclindrica,,left_only
Bathysiphon discreta,benthic_forams,Bathysiphon,Bathysiphon discreta,discreta,,left_only
Bathysiphon eocenicus,benthic_forams,Bathysiphon,Bathysiphon eocenicus,eocenicus,,left_only
Bathysiphon nodosariaformis,benthic_forams,Bathysiphon,Bathysiphon nodosariaformis,nodosariaformis,,left_only
Bathysiphon sp.,benthic_forams,Bathysiphon,Bathysiphon sp.,sp.,,both
Bathysiphon sp. (q),benthic_forams,Bathysiphon,Bathysiphon sp.,sp.,,both
Batiacasphaera baculata (q),dinoflagellates,Batiacasphaera,Batiacasphaera baculata,baculata,,left_only
Batiacasphaera sp.,dinoflagellates,Batiacasphaera,Batiacasphaera sp.,sp.,,left_only
Batiacasphaera sphaerica,dinoflagellates,Batiacasphaera,Batiacasphaera sphaerica,sphaerica,,left_only
Baxteria brunii,diatoms,Baxteria,Baxteria brunii,brunii,,left_only
Baxteriopsis brunii,diatoms,Baxteriopsis,Baxteriopsis brunii,brunii,,left_only
Beaupreaeidites elegansiformis,pollen,Beaupreaeidites,Beaupreaeidites elegansiformis,elegansiformis,,left_only
Beella digitata,planktic_forams,Beella,Beella digitata,digitata,,both
Beella praedigitata,planktic_forams,Beella,Beella praedigitata,praedigitata,,left_only
Bekoma bidartensis,radiolarians,Bekoma,Bekoma bidartensis,bidartensis,,both
Bekoma campechensis,radiolarians,Bekoma,Bekoma campechensis,campechensis,,both
Bekoma campechensis (q),radiolarians,Bekoma,Bekoma campechensis,campechensis,,both
Bekoma demissa,radiolarians,Bekoma,Bekoma demissa,demissa,,left_only
Bekoma demissa (q),radiolarians,Bekoma,Bekoma demissa,demissa,,left_only
Bekoma divaricata,radiolarians,Bekoma,Bekoma divaricata,divaricata,,both
Bekoma sp.,radiolarians,Bekoma,Bekoma sp.,sp.,,left_only
Bekoma sp. (q),radiolarians,Bekoma,Bekoma sp.,sp.,,left_only
Bekomiforma mynx,radiolarians,Bekomiforma,Bekomiforma mynx,mynx,,left_only
Benetorus fantasmus,diatoms,Benetorus,Benetorus fantasmus,fantasmus,,left_only
Berggrenia clarkei,planktic_forams,Berggrenia,Berggrenia clarkei,clarkei,,left_only
Bergonia angelica,diatoms,Bergonia,Bergonia angelica,angelica,,left_only
Betula sp.,pollen,Betula,Betula sp.,sp.,,left_only
Biantholithus sp.,nannofossils,Biantholithus,Biantholithus sp.,sp.,,left_only
Biantholithus sparsus,nannofossils,Biantholithus,Biantholithus sparsus,sparsus,,both
Biddulphia alternans,diatoms,Biddulphia,Biddulphia alternans,alternans,,left_only
Biddulphia angulata,diatoms,Biddulphia,Biddulphia angulata,angulata,,left_only
Biddulphia aurita,diatoms,Biddulphia,Biddulphia aurita,aurita,,left_only
Biddulphia calamus,diatoms,Biddulphia,Biddulphia calamus,calamus,,left_only
Biddulphia cretacea,diatoms,Biddulphia,Biddulphia cretacea,cretacea,,left_only
Biddulphia laevis,diatoms,Biddulphia,Biddulphia laevis,laevis,,left_only
Biddulphia moholensis,diatoms,Biddulphia,Biddulphia moholensis,moholensis,,left_only
Biddulphia pulchela,diatoms,Biddulphia,Biddulphia pulchela,pulchela,,left_only
Biddulphia rhombus,diatoms,Biddulphia,Biddulphia rhombus,rhombus,,left_only
Biddulphia sp.,diatoms,Biddulphia,Biddulphia sp.,sp.,,left_only
Biddulphia sp. (q),diatoms,Biddulphia,Biddulphia sp.,sp.,,left_only
Biddulphia sparsepunctata,diatoms,Biddulphia,Biddulphia sparsepunctata,sparsepunctata,,left_only
Biddulphia tridens,diatoms,Biddulphia,Biddulphia tridens,tridens,,left_only
Biddulphia tuomeyi,diatoms,Biddulphia,Biddulphia tuomeyi,tuomeyi,,left_only
Bidiscus sp.,nannofossils,Bidiscus,Bidiscus sp.,sp.,,left_only
Biloculina sp.,benthic_forams,Biloculina,Biloculina sp.,sp.,,both
Biloculinellla sp.,benthic_forams,Biloculinellla,Biloculinellla sp.,sp.,,left_only
Biorbulina bilobata,planktic_forams,Biorbulina,Biorbulina bilobata,bilobata,,left_only
Biorbulina universa,planktic_forams,Biorbulina,Biorbulina universa,universa,,left_only
Biplanispira sp. (q),benthic_forams,Biplanispira,Biplanispira sp.,sp.,,left_only
Biscutum blackii,nannofossils,Biscutum,Biscutum blackii,blackii,,left_only
Biscutum constans,nannofossils,Biscutum,Biscutum constans,constans,,both
Biscutum ellipticum,nannofossils,Biscutum,Biscutum ellipticum,ellipticum,,both
Biscutum melaniae,nannofossils,Biscutum,Biscutum melaniae,melaniae,,left_only
Biscutum panis,nannofossils,Biscutum,Biscutum panis,panis,,left_only
Biscutum romeinii,nannofossils,Biscutum,Biscutum romeinii,romeinii,,left_only
Biscutum romeinii (q),nannofossils,Biscutum,Biscutum romeinii,romeinii,,left_only
Biscutum sp.,nannofossils,Biscutum,Biscutum sp.,sp.,,both
Biscutum supracretaceum,nannofossils,Biscutum,Biscutum supracretaceum,supracretaceum,,left_only
Biscutum testudinarium,nannofossils,Biscutum,Biscutum testudinarium,testudinarium,,left_only
Bitectatodinium tepikiense,dinoflagellates,Bitectatodinium,Bitectatodinium tepikiense,tepikiense,,left_only
Bithochytris vespertilio,radiolarians,Bithochytris,Bithochytris vespertilio,vespertilio,,left_only
Blackites rectus (q),nannofossils,Blackites,Blackites rectus,rectus,,left_only
Blackites spinosis,nannofossils,Blackites,Blackites spinosis,spinosis,,left_only
Blackites spinulus,nannofossils,Blackites,Blackites spinulus,spinulus,,left_only
Blackites tenuis,nannofossils,Blackites,Blackites tenuis,tenuis,,both
Bogorovia paleacea,diatoms,Bogorovia,Bogorovia paleacea,paleacea,,left_only
Bogorovia praepaleacea,diatoms,Bogorovia,Bogorovia praepaleacea,praepaleacea,,left_only
Bogorovia tatsunokuchiensis,diatoms,Bogorovia,Bogorovia tatsunokuchiensis,tatsunokuchiensis,,left_only
Bogorovia tatsunokuchiensis (q),diatoms,Bogorovia,Bogorovia tatsunokuchiensis,tatsunokuchiensis,,left_only
Bogorovia veniamini,diatoms,Bogorovia,Bogorovia veniamini,veniamini,,both
Boldia cushmani,benthic_forams,Boldia,Boldia cushmani,cushmani,,left_only
Boldia sp.,benthic_forams,Boldia,Boldia sp.,sp.,,left_only
Boliminella exilis,benthic_forams,Boliminella,Boliminella exilis,exilis,,left_only
Bolivina acerosa,benthic_forams,Bolivina,Bolivina acerosa,acerosa,,left_only
Bolivina acuminata,benthic_forams,Bolivina,Bolivina acuminata,acuminata,,left_only
Bolivina advena,benthic_forams,Bolivina,Bolivina advena,advena,,left_only
Bolivina advena striatella,benthic_forams,Bolivina,Bolivina advena striatella,advena,striatella,left_only
Bolivina advena striatella (q),benthic_forams,Bolivina,Bolivina advena striatella,advena,striatella,left_only
Bolivina aenariensis,benthic_forams,Bolivina,Bolivina aenariensis,aenariensis,,left_only
Bolivina alata,benthic_forams,Bolivina,Bolivina alata,alata,,both
Bolivina alazanensis,benthic_forams,Bolivina,Bolivina alazanensis,alazanensis,,left_only
Bolivina alazanensis (q),benthic_forams,Bolivina,Bolivina alazanensis,alazanensis,,left_only
Bolivina albatrossi,benthic_forams,Bolivina,Bolivina albatrossi,albatrossi,,left_only
Bolivina alta,benthic_forams,Bolivina,Bolivina alta,alta,,left_only
Bolivina anastomosa,benthic_forams,Bolivina,Bolivina anastomosa,anastomosa,,left_only
Bolivina anglica,benthic_forams,Bolivina,Bolivina anglica,anglica,,left_only
Bolivina anglica (q),benthic_forams,Bolivina,Bolivina anglica,anglica,,left_only
Bolivina antegressa,benthic_forams,Bolivina,Bolivina antegressa,antegressa,,left_only
Bolivina antegressa angulata,benthic_forams,Bolivina,Bolivina antegressa angulata,antegressa,angulata,left_only
Bolivina argentea,benthic_forams,Bolivina,Bolivina argentea,argentea,,both
Bolivina argentea (q),benthic_forams,Bolivina,Bolivina argentea,argentea,,both
Bolivina beyrichi,benthic_forams,Bolivina,Bolivina beyrichi,beyrichi,,left_only
Bolivina bicostata,benthic_forams,Bolivina,Bolivina bicostata,bicostata,,left_only
Bolivina bicostata (q),benthic_forams,Bolivina,Bolivina bicostata,bicostata,,left_only
Bolivina bradyi,benthic_forams,Bolivina,Bolivina bradyi,bradyi,,left_only
Bolivina bramletti,benthic_forams,Bolivina,Bolivina bramletti,bramletti,,left_only
Bolivina californica,benthic_forams,Bolivina,Bolivina californica,californica,,left_only
Bolivina catanensis,benthic_forams,Bolivina,Bolivina catanensis,catanensis,,left_only
Bolivina compacta,benthic_forams,Bolivina,Bolivina compacta,compacta,,left_only
Bolivina conica,benthic_forams,Bolivina,Bolivina conica,conica,,left_only
Bolivina crenulata,benthic_forams,Bolivina,Bolivina crenulata,crenulata,,left_only
Bolivina daniensis,benthic_forams,Bolivina,Bolivina daniensis,daniensis,,left_only
Bolivina decussata,benthic_forams,Bolivina,Bolivina decussata,decussata,,both
Bolivina dilatata,benthic_forams,Bolivina,Bolivina dilatata,dilatata,,left_only
Bolivina foraminata,benthic_forams,Bolivina,Bolivina foraminata,foraminata,,left_only
Bolivina gasparensis,benthic_forams,Bolivina,Bolivina gasparensis,gasparensis,,left_only
Bolivina gladius (q),benthic_forams,Bolivina,Bolivina gladius,gladius,,left_only
Bolivina globulosa,benthic_forams,Bolivina,Bolivina globulosa,globulosa,,left_only
Bolivina granti,benthic_forams,Bolivina,Bolivina granti,granti,,left_only
Bolivina hebes,benthic_forams,Bolivina,Bolivina hebes,hebes,,left_only
Bolivina humilis,benthic_forams,Bolivina,Bolivina humilis,humilis,,left_only
Bolivina humilis (q),benthic_forams,Bolivina,Bolivina humilis,humilis,,left_only
Bolivina huneri,benthic_forams,Bolivina,Bolivina huneri,huneri,,both
Bolivina incrassata,benthic_forams,Bolivina,Bolivina incrassata,incrassata,,both
Bolivina inflata,benthic_forams,Bolivina,Bolivina inflata,inflata,,left_only
Bolivina interjuncta,benthic_forams,Bolivina,Bolivina interjuncta,interjuncta,,left_only
Bolivina marginata,benthic_forams,Bolivina,Bolivina marginata,marginata,,left_only
Bolivina midwayensis,benthic_forams,Bolivina,Bolivina midwayensis,midwayensis,,left_only
Bolivina minuta,benthic_forams,Bolivina,Bolivina minuta,minuta,,both
Bolivina nacheolensis (q),benthic_forams,Bolivina,Bolivina nacheolensis,nacheolensis,,left_only
Bolivina obscuratum,benthic_forams,Bolivina,Bolivina obscuratum,obscuratum,,left_only
Bolivina pacifica,benthic_forams,Bolivina,Bolivina pacifica,pacifica,,both
Bolivina parvula,benthic_forams,Bolivina,Bolivina parvula,parvula,,left_only
Bolivina peirsonae,benthic_forams,Bolivina,Bolivina peirsonae,peirsonae,,left_only
Bolivina placentina,benthic_forams,Bolivina,Bolivina placentina,placentina,,left_only
Bolivina plicata,benthic_forams,Bolivina,Bolivina plicata,plicata,,left_only
Bolivina pseudobeyrichi,benthic_forams,Bolivina,Bolivina pseudobeyrichi,pseudobeyrichi,,left_only
Bolivina pseudoplicata,benthic_forams,Bolivina,Bolivina pseudoplicata,pseudoplicata,,both
Bolivina pseudospissa,benthic_forams,Bolivina,Bolivina pseudospissa,pseudospissa,,left_only
Bolivina pseudospissa (q),benthic_forams,Bolivina,Bolivina pseudospissa,pseudospissa,,left_only
Bolivina pusilla,benthic_forams,Bolivina,Bolivina pusilla,pusilla,,both
Bolivina quadrilatera,benthic_forams,Bolivina,Bolivina quadrilatera,quadrilatera,,left_only
Bolivina reticulata,benthic_forams,Bolivina,Bolivina reticulata,reticulata,,both
Bolivina robusta,benthic_forams,Bolivina,Bolivina robusta,robusta,,both
Bolivina robusta (q),benthic_forams,Bolivina,Bolivina robusta,robusta,,both
Bolivina scrabata,benthic_forams,Bolivina,Bolivina scrabata,scrabata,,left_only
Bolivina seminuda,benthic_forams,Bolivina,Bolivina seminuda,seminuda,,both
Bolivina seminuda (q),benthic_forams,Bolivina,Bolivina seminuda,seminuda,,both
Bolivina semiperforata,benthic_forams,Bolivina,Bolivina semiperforata,semiperforata,,left_only
Bolivina semiperforata (q),benthic_forams,Bolivina,Bolivina semiperforata,semiperforata,,left_only
Bolivina silvestrina,benthic_forams,Bolivina,Bolivina silvestrina,silvestrina,,left_only
Bolivina simpsoni (q),benthic_forams,Bolivina,Bolivina simpsoni,simpsoni,,left_only
Bolivina sinuatum,benthic_forams,Bolivina,Bolivina sinuatum,sinuatum,,left_only
Bolivina sinuatum (q),benthic_forams,Bolivina,Bolivina sinuatum,sinuatum,,left_only
Bolivina sp.,benthic_forams,Bolivina,Bolivina sp.,sp.,,both
Bolivina spathulata,benthic_forams,Bolivina,Bolivina spathulata,spathulata,,both
Bolivina spiralis,benthic_forams,Bolivina,Bolivina spiralis,spiralis,,left_only
Bolivina spiralis (q),benthic_forams,Bolivina,Bolivina spiralis,spiralis,,left_only
Bolivina spissa,benthic_forams,Bolivina,Bolivina spissa,spissa,,both
Bolivina striatacarinata,benthic_forams,Bolivina,Bolivina striatacarinata,striatacarinata,,left_only
Bolivina striatula,benthic_forams,Bolivina,Bolivina striatula,striatula,,both
Bolivina subadvena,benthic_forams,Bolivina,Bolivina subadvena,subadvena,,left_only
Bolivina subadvena sulphrensis,benthic_forams,Bolivina,Bolivina subadvena sulphrensis,subadvena,sulphrensis,left_only
Bolivina subadvena(q),benthic_forams,Bolivina,Bolivina subadvena,subadvena,,left_only
Bolivina subaenariensis,benthic_forams,Bolivina,Bolivina subaenariensis,subaenariensis,,both
Bolivina subangularis osagensis,benthic_forams,Bolivina,Bolivina subangularis osagensis,subangularis,osagensis,left_only
Bolivina sublobata,benthic_forams,Bolivina,Bolivina sublobata,sublobata,,left_only
Bolivina subspinescens,benthic_forams,Bolivina,Bolivina subspinescens,subspinescens,,left_only
Bolivina tectiformis,benthic_forams,Bolivina,Bolivina tectiformis,tectiformis,,left_only
Bolivina thalmani,benthic_forams,Bolivina,Bolivina thalmani,thalmani,,left_only
Bolivina thalmani (q),benthic_forams,Bolivina,Bolivina thalmani,thalmani,,left_only
Bolivina tongi filacostata,benthic_forams,Bolivina,Bolivina tongi filacostata,tongi,filacostata,left_only
Bolivina tortuosa,benthic_forams,Bolivina,Bolivina tortuosa,tortuosa,,left_only
Bolivina translucens (q),benthic_forams,Bolivina,Bolivina translucens,translucens,,both
Bolivina variablis,benthic_forams,Bolivina,Bolivina variablis,variablis,,left_only
Bolivina vaughani,benthic_forams,Bolivina,Bolivina vaughani,vaughani,,left_only
Bolivina woodringii,benthic_forams,Bolivina,Bolivina woodringii,woodringii,,left_only
Bolivina woodringii (q),benthic_forams,Bolivina,Bolivina woodringii,woodringii,,left_only
Bolivinita concavomoenia,benthic_forams,Bolivinita,Bolivinita concavomoenia,concavomoenia,,left_only
Bolivinita quadrilatera,benthic_forams,Bolivinita,Bolivinita quadrilatera,quadrilatera,,both
Bolivinoides delicatula,benthic_forams,Bolivinoides,Bolivinoides delicatula,delicatula,,left_only
Bolivinoides delicatulus,benthic_forams,Bolivinoides,Bolivinoides delicatulus,delicatulus,,left_only
Bolivinoides sp.,benthic_forams,Bolivinoides,Bolivinoides sp.,sp.,,left_only
Bolivinopsis adamsi,benthic_forams,Bolivinopsis,Bolivinopsis adamsi,adamsi,,left_only
Bolivinopsis compta,benthic_forams,Bolivinopsis,Bolivinopsis compta,compta,,both
Bolivinopsis cubensis,benthic_forams,Bolivinopsis,Bolivinopsis cubensis,cubensis,,left_only
Bolivinopsis garlandi (q),benthic_forams,Bolivinopsis,Bolivinopsis garlandi,garlandi,,left_only
Bolivinopsis parvissima,benthic_forams,Bolivinopsis,Bolivinopsis parvissima,parvissima,,left_only
Bolivinopsis praelonga,benthic_forams,Bolivinopsis,Bolivinopsis praelonga,praelonga,,left_only
Bolivinopsis sp.,benthic_forams,Bolivinopsis,Bolivinopsis sp.,sp.,,left_only
Bolivinopsis spectabilis,benthic_forams,Bolivinopsis,Bolivinopsis spectabilis,spectabilis,,left_only
Bolivinopsis trinitatensis,benthic_forams,Bolivinopsis,Bolivinopsis trinitatensis,trinitatensis,,left_only
Bolivinopsis tubensis,benthic_forams,Bolivinopsis,Bolivinopsis tubensis,tubensis,,left_only
Bolvina sp. (q),benthic_forams,Bolvina,Bolvina sp.,sp.,,left_only
Bombacaceae,pollen,Bombacaceae,Bombacaceae,,,left_only
Bombacacidites sp.,pollen,Bombacacidites,Bombacacidites sp.,sp.,,left_only
Bomolithus elegans,nannofossils,Bomolithus,Bomolithus elegans,elegans,,both
Borraginaceae,pollen,Borraginaceae,Borraginaceae,,,left_only
Bosquetina fenestratum,ostracods,Bosquetina,Bosquetina fenestratum,fenestratum,,left_only
Botryocella appenninica (q),radiolarians,Botryocella,Botryocella appenninica,appenninica,,left_only
Botryocella cribrosa,radiolarians,Botryocella,Botryocella cribrosa,cribrosa,,left_only
Botryocella cribrosa (q),radiolarians,Botryocella,Botryocella cribrosa,cribrosa,,left_only
Botryocella multicellaris,radiolarians,Botryocella,Botryocella multicellaris,multicellaris,,left_only
Botryocella sp.,radiolarians,Botryocella,Botryocella sp.,sp.,,both
Botryocella sp. (q),radiolarians,Botryocella,Botryocella sp.,sp.,,both
Botryococcus sp.,pollen,Botryococcus,Botryococcus sp.,sp.,,left_only
Botryocylinder sp.,radiolarians,Botryocylinder,Botryocylinder sp.,sp.,,left_only
Botryocylinder sp.(q),radiolarians,Botryocylinder,Botryocylinder sp.,sp.,,left_only
Botryocyrtis quinaria,radiolarians,Botryocyrtis,Botryocyrtis quinaria,quinaria,,left_only
Botryocyrtis scutum,radiolarians,Botryocyrtis,Botryocyrtis scutum,scutum,,both
Botryocyrtis sp.,radiolarians,Botryocyrtis,Botryocyrtis sp.,sp.,,left_only
Botryometra poljanskii,radiolarians,Botryometra,Botryometra poljanskii,poljanskii,,left_only
Botryopera boldyrae (q),radiolarians,Botryopera,Botryopera boldyrae,boldyrae,,left_only
Botryopera deflandrei,radiolarians,Botryopera,Botryopera deflandrei,deflandrei,,left_only
Botryopera laticeps,radiolarians,Botryopera,Botryopera laticeps,laticeps,,left_only
Botryopera sp.,radiolarians,Botryopera,Botryopera sp.,sp.,,left_only
Botryopera triloba,radiolarians,Botryopera,Botryopera triloba,triloba,,left_only
Botryopyle antarctica (q),radiolarians,Botryopyle,Botryopyle antarctica,antarctica,,left_only
Botryopyle dictyocephalus,radiolarians,Botryopyle,Botryopyle dictyocephalus,dictyocephalus,,left_only
Botryopyle dionisi,radiolarians,Botryopyle,Botryopyle dionisi,dionisi,,left_only
Botryopyle dionisi (q),radiolarians,Botryopyle,Botryopyle dionisi,dionisi,,left_only
Botryopyle sp.,radiolarians,Botryopyle,Botryopyle sp.,sp.,,left_only
Botryopyle sp. (q),radiolarians,Botryopyle,Botryopyle sp.,sp.,,left_only
Botryostrobus aquilonaris,radiolarians,Botryostrobus,Botryostrobus aquilonaris,aquilonaris,,both
Botryostrobus auritus,radiolarians,Botryostrobus,Botryostrobus auritus,auritus,,both
Botryostrobus auritus-australis,radiolarians,Botryostrobus,Botryostrobus auritus-australis,auritus-australis,,both
Botryostrobus australis,radiolarians,Botryostrobus,Botryostrobus australis,australis,,left_only
Botryostrobus bramletti,radiolarians,Botryostrobus,Botryostrobus bramletti,bramletti,,left_only
Botryostrobus euporus,radiolarians,Botryostrobus,Botryostrobus euporus,euporus,,left_only
Botryostrobus joides,radiolarians,Botryostrobus,Botryostrobus joides,joides,,left_only
Botryostrobus lithobotrys,radiolarians,Botryostrobus,Botryostrobus lithobotrys,lithobotrys,,left_only
Botryostrobus miralestensis,radiolarians,Botryostrobus,Botryostrobus miralestensis,miralestensis,,both
Botryostrobus praetumidulus,radiolarians,Botryostrobus,Botryostrobus praetumidulus,praetumidulus,,left_only
Botryostrobus reedi,radiolarians,Botryostrobus,Botryostrobus reedi,reedi,,left_only
Botryostrobus seriatus,radiolarians,Botryostrobus,Botryostrobus seriatus,seriatus,,left_only
Botryostrobus sp.,radiolarians,Botryostrobus,Botryostrobus sp.,sp.,,both
Botryostrobus tumidulus,radiolarians,Botryostrobus,Botryostrobus tumidulus,tumidulus,,left_only
Braarudosphaera africana,nannofossils,Braarudosphaera,Braarudosphaera africana,africana,,left_only
Braarudosphaera bigelowii,nannofossils,Braarudosphaera,Braarudosphaera bigelowii,bigelowii,,both
Braarudosphaera bigelowii (q),nannofossils,Braarudosphaera,Braarudosphaera bigelowii,bigelowii,,both
Braarudosphaera discula,nannofossils,Braarudosphaera,Braarudosphaera discula,discula,,left_only
Braarudosphaera perversus,nannofossils,Braarudosphaera,Braarudosphaera perversus,perversus,,left_only
Braarudosphaera rosa,nannofossils,Braarudosphaera,Braarudosphaera rosa,rosa,,left_only
Braarudosphaera sp.,nannofossils,Braarudosphaera,Braarudosphaera sp.,sp.,,left_only
Braarudosphaera turbinea,nannofossils,Braarudosphaera,Braarudosphaera turbinea,turbinea,,left_only
Braarudosphaera undata,nannofossils,Braarudosphaera,Braarudosphaera undata,undata,,left_only
Brachiospyris alata,radiolarians,Brachiospyris,Brachiospyris alata,alata,,left_only
Brachiospyris simplex,radiolarians,Brachiospyris,Brachiospyris simplex,simplex,,left_only
Brachycythere sp.,ostracods,Brachycythere,Brachycythere sp.,sp.,,left_only
Brachycythere sp. (q),ostracods,Brachycythere,Brachycythere sp.,sp.,,left_only
Bradleya dictyon,ostracods,Bradleya,Bradleya dictyon,dictyon,,left_only
Bradleya dictyon (q),ostracods,Bradleya,Bradleya dictyon,dictyon,,left_only
