Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Valvulineria spp.,Tritaxia paleocenica,Stensioina beccariiformis,Spiroplectammina spp.,Saccammina ? sp.,Quadrimorphina allomorphinoides,Pullenia cretacea,Pullenia coryelli,Pullenia americana,Praebulimina spp.,Orthomorphina ? sp.,Orthomorphina spp.,Oridorsalis sp. 1,Nodosaria vertebralis,Nodosaria spp.,Marginulina spp.,Lenticulina whitei,Lenticulina spp.,Lagena spp.,Gyroidinoides spp.,Gyroidinoides planulatus,Gyroidina soldanii,Guttulina sp.,Guttulina problema,Guttulina cf. trigonula,Globulina gibba,Gaudryina cf. laevigata,Frondicularia spp.,Ellipsoidella spp.,Dentalina spp.,Coryphostoma midwayensis,Cibicidoides hyphalus,Astacolus spp.,Anomalinoides semicribratus,Anomalinoides capitatus/danicus,Alabamina creta,Saracenaria spp.,Pullenia reussi,Oolina spp.,Cibicidoides velascoensis,Cibicidoides cf. pseudoperlucidus,Bulimina trinitatensis,Anomalina praeacuta,Ammodiscus sp.,Allomorphina sp.,Tritaxia ? sp.,Ramulina globulifera,Vaginulina spp.,Pleurostomella spp.,Oridorsalis sp.,Gaudryina sp.,Tritaxia cf. globulifera,Pyramidina sp.,Pleurostomella alternans,Oridorsalis umbonatus,Ammodiscus glabratus,Nodosaria soluta,Nodosarella spp.,Cibicidoides spp.,Bulimina triangularis,Bulimina sp.,Vulvulina mexicana,Tritaxia globulifera,Stilostomella gracillima,Nuttallides truempyi,Gyroidinoides globulosus,Gaudryina pyramidata,Sphaeroidina sp.,Nonion havanensis,Clavulina spp.,Bathysiphon sp. ,Spiroplectammina spectabilis,Pyramidina rudita,Nuttallinella cf. florealis,Dorothia spp.,Stilostomella spp.,Pseudonodosaria sp.,Lenticulina callifera,Karreriella ? sp.,Dorothia trochoides,Remesella varians,Massilina sp.,Gyroidinoides cf. quadratus,Cribrostomoides? sp.,Nonionella unspecified taxon,Neoflabellina reticulata,Osangularia velascoensis,Eggerella sp.,Bulimina tuxpamensis,Anomalinoides spp.,Nuttallinella florealis,Nonion spp.,Dorothia beloides,Bolivina ? sp.,Cibicidoides sp. 6,Pullenia quadriloba,Cibicidoides sp. 12,Lenticulina occidentalis,Gyroidinoides cf. globulosus,Nodosaria gracillima,Buliminella grata,Planulina spp.,Lenticulina chambersi,Lenticulina caroliniana,Glabratella sp.,Gaudryina cf. pyramidata,Bolivinoides delicatulus,Pullenia quinqueloba,Pullenia eocaenica,Pleurostomella acuta,Orthomorphina heterosculpta,Gyroidina orbicularis,Cibicidoides sp. 8,Cibicidoides sp. 13,Cibicidoides sp. 11,Cibicidoides grimsdalei,Cibicidoides cf. velascoensis,Bulimina jarvisi,Alabamina sp.,Pullenia spp.,Pleurostomella acuminata,Planulina sp. 1,Lenticulina convergens,Gravellina sp.,Anomalinoides spissiformis,Osangularia mexicana,Orthomorphina challengeriana,Bulimina macilenta,Turrilina brevispira,Ellipsoidina sp.,Bulimina bradburyi,Bolivinoides sp.,Pullenia subcarinata,Lenticulina alato-limbata,Alabamina sp. 1,Lenticulina occidentalis torridus,Hemicristellaria sp.,Cibicidoides subspiratus,Cibicidoides eocaenus,Neoeponides sp. 1,Lenticulina pseudovortex,Cibicidoides sp. 10,Aragonia aragonensis,Alabamina dissonata,Globocassidulina globosa (s.l.),Trifarina wilcoxensis,Orthomorphina annulifera,Hemicristellaria fragaria,Bulimina impendens,Pyrulina sp.,Tritaxia amorpha,Heronallenia sp.,Buliminella sp.,Bulimina alazanensis,Osangularia sp. 1,Hanzawaia ammophila,Ehrenbergina sp.,Cibicidoides laurisae,Cibicidina walli,Cibicides spp.,Vulvulina spinosa,Planulina costata,Baggina ? sp.,Uvigerina sp. 1,Stomatorbina sp.,Stilostomella aculeata,Hanzawaia sp. 1,Fissurina spp.,Cibicidoides truncanus,Cibicidoides sp. 3,Uvigerina spp.,Stilostomella lepidula,Quadrimorphina sp.,Pullenia osloensis,Orthomorphina havanensis,Cibicidoides sp. 1,Cibicidoides havanensis,Bulimina callahani,Amphistegina sp.,Uvigerina resurgens,Uvigerina finelineata,Orthomorphina antillea,Nodosaria hispida,Lenticulina lucidus,Karreriella subglabra,Globocassidulina sp. 1,Cibicidoides bradyi,Bulimina mexicana,Astrononion sp.,Rectuvigerina ? unspecified taxon,Quinqueloculina sp.,Pullenia bulloides,Planulina renzi,Orthomorphina modesta,Nodosaria pyrula,Lenticulina rotulata,Lenticulina nuttalli,Laticarinina pauperata,Globocassidulina sp. 2,Cibicidoides mundulus,Bolivina cf. thalmanni,Bolivina cf. silvestrina,Astrononion stelligerum,Uvigerina cf. mantaensis,Stilostomella fistuca,Sphaeroidina bulloides,Pleurostomella rimosa,Pleurostomella brevis,Plectofrondicularia parri,Dyocibicides perforatus,Cibicides lobatulus,Anomalinoides grosserugosus,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 752,A, 11,H, 5,  70.00,    101.4000,Nomura   ,Benthic Foraminifers                         ,               ,                  ,                 ,                    ,                         ,                     ,                ,                               ,                 ,                 ,                  ,                 ,                   ,                  ,                 ,                     ,              ,                ,                  ,2               ,           ,1                 ,                        ,10                ,             ,                  ,                       ,               ,                       ,                  ,                  ,5             ,                        ,                     ,1             ,                           ,                               ,               ,                ,               ,1          ,                         ,                                 ,                      ,                   ,              ,                ,              ,                    ,               ,                   ,               ,             ,                        ,              ,                        ,3                    ,                    ,                ,                ,56               ,                     ,            ,                  ,                    ,                        ,                    ,                        ,                    ,                ,                 ,              ,                ,                            ,                 ,                           ,             ,                  ,                   ,                     ,                 ,                   ,                 ,             ,                           ,                    ,                            ,                        ,                        ,             ,8                   ,                  ,                       ,           ,                 ,              ,                  ,                   ,                   ,                        ,                            ,                    ,                 ,2             ,                     ,                       ,               ,                        ,                        ,                    ,                  ,                    ,                           ,                     ,                  ,                   ,                   ,                       ,                             ,                ,             ,             ,                        ,               ,                      ,              ,                          ,                    ,                            ,                  ,                    ,                ,                  ,                ,                    ,                         ,               ,                                 ,                    ,                        ,13                   ,                 ,                        ,                   ,                    ,2                  ,                               ,4                    ,                        ,                         ,                  ,            ,                ,1               ,               ,                    ,23               ,35                 ,                ,6                    ,39              ,8             ,                 ,                 ,             ,6              ,3               ,3                     ,1              ,1             ,20                    ,1                 ,              ,                      ,                  ,                  ,                        ,                  ,                       ,                  ,                ,                   ,                     ,                      ,                 ,                   ,                     ,                      ,                   ,                 ,               ,                                 ,                   ,                  ,               ,                     ,                ,                    ,                    ,                      ,                      ,                     ,                      ,                        ,                       ,                        ,                     ,                      ,                     ,                     ,                         ,                       ,                   ,                           ,Total number of specimens 251 from ODP Leg 121 SR Chapter 1 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 752,A, 12,X, 1,   5.00,    103.3500,Nomura   ,Benthic Foraminifers                         ,               ,                  ,2                ,                    ,                         ,                     ,                ,                               ,                 ,                 ,                  ,                 ,                   ,                  ,                 ,                     ,              ,                ,                  ,1               ,           ,1                 ,                        ,1                 ,             ,                  ,                       ,               ,                       ,                  ,                  ,1             ,                        ,                     ,              ,                           ,                               ,               ,                ,               ,           ,                         ,                                 ,                      ,                   ,              ,                ,              ,                    ,               ,                   ,               ,             ,                        ,              ,                        ,1                    ,                    ,                ,                ,12               ,                     ,            ,                  ,                    ,                        ,                    ,                        ,                    ,                ,                 ,              ,                ,                            ,                 ,                           ,             ,                  ,                   ,                     ,                 ,                   ,                 ,             ,                           ,                    ,                            ,                        ,                        ,             ,2                   ,2                 ,                       ,           ,                 ,              ,                  ,1                  ,                   ,                        ,                            ,                    ,                 ,              ,                     ,                       ,               ,                        ,                        ,                    ,                  ,                    ,                           ,                     ,                  ,                   ,                   ,                       ,                             ,                ,             ,             ,                        ,               ,                      ,              ,                          ,1                   ,                            ,                  ,                    ,                ,                  ,                ,                    ,                         ,               ,                                 ,                    ,15                      ,                     ,                 ,                        ,                   ,                    ,                   ,1                              ,                     ,                        ,                         ,                  ,            ,                ,                ,               ,                    ,65               ,29                 ,                ,4                    ,40              ,6             ,                 ,2                ,1            ,1              ,1               ,                      ,               ,              ,                      ,                  ,              ,                      ,                  ,                  ,                        ,                  ,                       ,                  ,                ,                   ,                     ,                      ,                 ,                   ,                     ,                      ,                   ,                 ,               ,                                 ,                   ,                  ,               ,                     ,                ,                    ,                    ,                      ,                      ,                     ,                      ,                        ,                       ,                        ,                     ,                      ,                     ,                     ,                         ,                       ,                   ,                           ,Total number of specimens 193 miscellaneous species 4 from ODP Leg 121 SR Chapter 1 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 752,A, 12,X, 1,  13.00,    103.4300,Nomura   ,Benthic Foraminifers                         ,               ,                  ,1                ,                    ,                         ,                     ,                ,                               ,                 ,                 ,1                 ,                 ,                   ,                  ,                 ,                     ,              ,                ,                  ,2               ,3          ,                  ,                        ,1                 ,             ,                  ,                       ,               ,                       ,                  ,                  ,              ,                        ,                     ,              ,                           ,                               ,               ,                ,               ,           ,                         ,                                 ,                      ,                   ,              ,                ,              ,                    ,               ,                   ,               ,             ,                        ,              ,                        ,10                   ,                    ,                ,                ,2                ,                     ,4           ,                  ,                    ,                        ,                    ,                        ,                    ,                ,                 ,              ,                ,                            ,                 ,                           ,             ,                  ,                   ,                     ,                 ,                   ,                 ,             ,                           ,                    ,1                           ,                        ,                        ,             ,4                   ,1                 ,                       ,           ,                 ,              ,                  ,                   ,                   ,                        ,                            ,                    ,                 ,1             ,                     ,                       ,               ,                        ,                        ,                    ,                  ,                    ,                           ,                     ,                  ,                   ,                   ,                       ,                             ,                ,             ,             ,                        ,               ,                      ,              ,                          ,3                   ,                            ,                  ,                    ,                ,                  ,                ,                    ,                         ,               ,                                 ,                    ,14                      ,7                    ,                 ,                        ,                   ,                    ,                   ,12                             ,                     ,                        ,                         ,                  ,            ,                ,                ,               ,                    ,17               ,13                 ,                ,                     ,8               ,4             ,2                ,1                ,2            ,               ,                ,                      ,               ,              ,                      ,                  ,              ,                      ,                  ,                  ,                        ,                  ,                       ,                  ,                ,                   ,                     ,                      ,                 ,                   ,                     ,                      ,                   ,                 ,               ,                                 ,                   ,                  ,               ,                     ,                ,                    ,                    ,                      ,                      ,                     ,                      ,                        ,                       ,                        ,                     ,                      ,                     ,                     ,                         ,                       ,                   ,                           ,Total number of specimens 113 from ODP Leg 121 SR Chapter 1 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 752,A, 12,X, 1,  24.00,    103.5400,Nomura   ,Benthic Foraminifers                         ,               ,                  ,                 ,                    ,                         ,                     ,                ,                               ,                 ,                 ,                  ,                 ,                   ,                  ,                 ,                     ,1             ,                ,                  ,1               ,           ,                  ,                        ,                  ,             ,                  ,                       ,               ,                       ,                  ,                  ,              ,                        ,                     ,              ,                           ,                               ,               ,                ,               ,           ,                         ,                                 ,                      ,                   ,              ,                ,              ,                    ,               ,                   ,               ,             ,                        ,              ,                        ,                     ,                    ,                ,                ,4                ,                     ,1           ,                  ,                    ,                        ,                    ,                        ,                    ,                ,                 ,              ,                ,                            ,                 ,                           ,             ,                  ,                   ,                     ,                 ,                   ,                 ,             ,                           ,                    ,                            ,                        ,                        ,             ,1                   ,2                 ,                       ,           ,                 ,              ,                  ,                   ,                   ,                        ,                            ,                    ,                 ,              ,                     ,                       ,               ,                        ,                        ,                    ,                  ,                    ,                           ,                     ,                  ,                   ,                   ,                       ,                             ,                ,             ,             ,                        ,               ,                      ,              ,                          ,                    ,                            ,                  ,                    ,                ,                  ,                ,                    ,                         ,               ,                                 ,                    ,4                       ,                     ,                 ,                        ,                   ,                    ,                   ,1                              ,                     ,                        ,                         ,                  ,            ,                ,                ,               ,                    ,18               ,12                 ,1               ,2                    ,3               ,1             ,                 ,                 ,             ,               ,                ,                      ,               ,              ,                      ,                  ,              ,                      ,                  ,                  ,                        ,                  ,                       ,                  ,                ,                   ,                     ,                      ,                 ,                   ,                     ,                      ,                   ,                 ,               ,                                 ,                   ,                  ,               ,                     ,                ,                    ,                    ,                      ,                      ,                     ,                      ,                        ,                       ,                        ,                     ,                      ,                     ,                     ,                         ,                       ,                   ,                           ,Total number of specimens 51 miscellaneous species 1 from ODP Leg 121 SR Chapter 1 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 752,A, 13,X, 1,  70.00,    113.6000,Nomura   ,Benthic Foraminifers                         ,               ,                  ,                 ,                    ,                         ,1                    ,                ,                               ,                 ,                 ,                  ,                 ,                   ,                  ,                 ,                     ,5             ,                ,                  ,28              ,1          ,                  ,                        ,                  ,1            ,                  ,                       ,               ,                       ,                  ,2                 ,3             ,                        ,                     ,              ,                           ,14                             ,               ,                ,               ,1          ,                         ,                                 ,16                    ,                   ,              ,                ,              ,1                   ,               ,                   ,               ,3            ,                        ,              ,                        ,11                   ,                    ,                ,                ,1                ,                     ,1           ,                  ,                    ,1                       ,32                  ,                        ,                    ,                ,                 ,              ,                ,                            ,                 ,                           ,             ,                  ,                   ,                     ,                 ,                   ,                 ,             ,                           ,                    ,                            ,                        ,                        ,             ,                    ,1                 ,                       ,2          ,                 ,              ,                  ,3                  ,                   ,                        ,                            ,                    ,                 ,              ,                     ,                       ,               ,                        ,                        ,                    ,3                 ,                    ,2                          ,5                    ,                  ,                   ,                   ,                       ,                             ,1               ,             ,             ,                        ,               ,                      ,              ,2                         ,                    ,                            ,                  ,                    ,                ,                  ,                ,                    ,                         ,5              ,                                 ,                    ,9                       ,16                   ,                 ,                        ,                   ,                    ,23                 ,                               ,                     ,                        ,                         ,                  ,            ,2               ,1               ,1              ,2                   ,                 ,                   ,                ,                     ,                ,              ,                 ,                 ,             ,               ,                ,                      ,               ,              ,                      ,                  ,              ,                      ,                  ,                  ,                        ,                  ,                       ,                  ,                ,                   ,                     ,                      ,                 ,                   ,                     ,                      ,                   ,                 ,               ,                                 ,                   ,                  ,               ,                     ,                ,                    ,                    ,                      ,                      ,                     ,                      ,                        ,                       ,                        ,                     ,                      ,                     ,                     ,                         ,                       ,                   ,                           ,Total number of specimens 202 from ODP Leg 121 SR Chapter 1 Table 1
