Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Zone name (short),Zone name,Group abundance,Beella digitata,Dentoglobigerina altispira,Globigerina bulloides,Globigerina falconensis,Globigerina glutinata,Globigerinella calida,Globigerinella obesa,Globigerinella siphonifera,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globoquadrina venezuelana,Globorotalia conoidea,Globorotalia conomiozea,Globorotalia crassaformis,Globorotalia crassula,Globorotalia flexuosa,Globorotalia hirsuta (dex),Globorotalia inflata,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia multicamerata,Globorotalia plesiotumida,Globorotalia pliozea,Globorotalia pseudomiocenica,Globorotalia puncticulata,Globorotalia scitula,Globorotalia sphericomiozea,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotaloides hexagona,"Globoturborotalita apertura (Cushman, 1918)",Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita rubescens,"Globoturborotalita woodi (Jenkins, 1960)",Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma (sinistral),Orbulina universa,Pulleniatina obliquiloculata,Pulleniatina primalis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Tenuitella anfracta,preservation,File Data,Ship File Links,Shore File Links
361,U1478,A,20,20-6,H,6,W,70/72-FORAM,0,2,185.9,185.92,,,,C [A103],,,,F [A104],F [A104],P [A104],,,R [A104],,,,,A [A104],F [A104],P [A104],,,R [A104],,,,F [A104],R [A104],,R [A104],,P [A104],,,A [A104],,R [A104],,,,R [A104],,F [A104],,,,F [A104],R [A104],F [A104],F [A104],,,R [A104],R [A104],,R [A104],,,,,,,
361,U1478,A,20,20-CC,H,CC,PAL,FORAM,0,5,187.73,187.78,,,,C [A103],,,,,,,,,P [A104],R [A104],P [A104],,,F [A104],F [A104],,,,P [A104],,,,P [A104],P [A104],,,,P [A104],,,,P [A104],P [A104],,,,,,P [A104],,,,,,P [A104],,,,R [A104],,,P [A104],,,,,,,
361,U1478,A,21,21-2,H,2,W,70/72-FORAM,0,2,189.4,189.42,,,,A [A103],,,,R [A104],F [A104],R [A104],R [A104],F [A104],R [A104],,P [A104],,,A [A104],A [A104],P [A104],,,R [A104],,,,,P [A104],,R [A104],,P [A104],,,F [A104],,P [A104],,,,R [A104],,F [A104],,,,F [A104],R [A104],F [A104],F [A104],,,F [A104],F [A104],,R [A104],,,,,,,
361,U1478,A,21,21-4,H,4,W,70/72-FORAM,0,2,192.4,192.42,,,,C [A103],,,P [A104],,,,P [A104],P [A104],P [A104],,,,,A [A104],F [A104],,,,P [A104],,P [A104],,P [A104],R [A104],,,,,,,P [A104],,,,,P [A104],P [A104],,R [A104],,,,,,,,,,P [A104],P [A104],,,,,,,,,
361,U1478,A,21,21-6,H,6,W,70/72-FORAM,0,2,195.4,195.42,,,,C [A103],,,,,,P [A104],,P [A104],,,P [A104],,,A [A104],F [A104],,,,P [A104],,,,R [A104],P [A104],,,,P [A104],,,R [A104],,,,,,,,P [A104],,,,,,P [A104],,,,,,,,,,,,,,
361,U1478,A,21,21-CC,H,CC,PAL,FORAM,0,5,196.17,196.22,,,,A [A103],,,P [A104],,R [A104],,,P [A104],,P [A104],P [A104],,,A [A104],F [A104],,,,P [A104],,,,P [A104],P [A104],,,,,P [A104],,R [A104],P [A104],P [A104],,,P [A104],P [A104],,F [A104],,,P [A104],,R [A104],P [A104],P [A104],R [A104],,P [A104],R [A104],,P [A104],,,,,,,
361,U1478,A,22,22-1,F,1,W,70/72-FORAM,0,2,197.4,197.42,,,,A [A103],,,P [A104],P [A104],R [A104],,,P [A104],,R [A104],P [A104],,,A [A104],F [A104],,,,P [A104],,,,P [A104],P [A104],,,,,,,P [A104],,P [A104],,,,P [A104],,,,,,,,,,,,,,,,,,,,,,
361,U1478,A,22,22-3,F,3,W,70/72-FORAM,0,2,200.4,200.42,,,,C [A103],,,,,,,,,,,,,,A [A104],F [A104],,,,,,,,P [A104],P [A104],,,,,,,P [A104],P [A104],,,P [A104],,,,,,,,,,,,,,P [A104],P [A104],,,,,,,,,
361,U1478,A,22,22-CC,F,CC,PAL,FORAM,0,5,201.65,201.7,,,,C [A103],,,P [A104],P [A104],R [A104],,,P [A104],,R [A104],P [A104],,,A [A104],F [A104],,,,P [A104],,,,P [A104],P [A104],,,,,,,P [A104],,P [A104],,,,P [A104],,P [A104],,,,,P [A104],,P [A104],,,,P [A104],,,,,,,,,
361,U1478,A,23,23-1,F,1,W,70/72-FORAM,0,2,202.1,202.12,,,,C [A103],,,,,,,,P [A104],,R [A104],,,,A [A104],F [A104],,,,,,,,,,,,,,,,P [A104],,,,P [A104],,,,,,,,,,,,,,,P [A104],P [A104],,,,,,,,
361,U1478,A,23,23-3,F,3,W,70/72-FORAM,0,2,205.15,205.17,,,,C [A103],,,,,,,P [A104],,,F [A104],R [A104],,,A [A104],F [A104],,,,,,,,,P [A104],,,,,,,P [A104],,,,,,P [A104],,,,,,,,,,,,,,P [A104],,,,,,,,
361,U1478,A,23,23-CC,F,CC,PAL,FORAM,0,5,206.54,206.59,,,,C [A103],,,P [A104],P [A104],F [A104],P [A104],,,R [A104],F [A104],R [A104],,,A [A104],F [A104],,,,P [A104],,,,,P [A104],,,,P [A104],,,P [A104],,P [A104],,P [A104],,P [A104],,F [A104],,,,F [A104],R [A104],,P [A104],P [A104],,P [A104],,P [A104],P [A104],,,,,,,
361,U1478,A,24,24-1,F,1,W,70/72-FORAM,0,2,206.8,206.82,"T Dentoglobigerina altispira [Atl.] (Gradstein et al., 2012)",,,C [A103],,P [A104],,,,,,,,P [A104],P [A104],,,A [A104],F [A104],,,,,,,,,,,,,P [A104],P [A104],,P [A104],,,,P [A104],,,,,,,,,,,,,,,,P [A104],,,,,,,,
361,U1478,A,24,24-3,F,3,W,70/72-FORAM,0,2,209.85,209.87,,,,C [A103],,P [A104],P [A104],,P [A104],,,R [A104],,P [A104],R [A104],,,A [A104],F [A104],,,,,,,,,P [A104],,,,P [A104],P [A104],,P [A104],,,,R [A104],,P [A104],,P [A104],,,,,,,,,,,,R [A104],,,,,,,,
361,U1478,A,24,24-CC,F,CC,PAL,FORAM,0,5,211.02,211.07,,,,C [A103],,P [A104],,,,,,,P [A104],F [A104],R [A104],,,A [A104],A [A104],,,,P [A104],,,,P [A104],P [A104],,P [A104],,,,,P [A104],P [A104],,,R [A104],,,,P [A104],,,,,,,,,,P [A104],P [A104],P [A104],P [A104],,,,,,,
361,U1478,A,25,25-1,F,1,W,70/72-FORAM,0,2,211.5,211.52,,,,C [A103],,,,,F [A104],P [A104],,,R [A104],F [A104],,,,A [A104],A [A104],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,U1478,A,25,25-3,F,3,W,70/72-FORAM,0,2,214.34,214.36,,,,C [A103],,P [A104],P [A104],,P [A104],,,R [A104],,P [A104],R [A104],,,A [A104],F [A104],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,U1478,A,25,25-CC,F,CC,PAL,FORAM,0,5,215.65,215.7,,,,C [A103],,,P [A104],,P [A104],,,R [A104],P [A104],F [A104],P [A104],,,A [A104],F [A104],,,,P [A104],,,,,P [A104],,,,P [A104],P [A104],,P [A104],,P [A104],,P [A104],,P [A104],,P [A104],,,,,P [A104],,,P [A104],,,,P [A104],P [A104],,,,,,,
361,U1478,A,26,26-1,F,1,W,70/72-FORAM,0,2,216.2,216.22,,,,C [A103],,P [A104],,,P [A104],,,R [A104],P [A104],F [A104],P [A104],,,A [A104],F [A104],,,,P [A104],,,,,,,,,P [A104],,,,,P [A104],,P [A104],,P [A104],,,,,,,,,,,,,,P [A104],P [A104],,,,,,,
361,U1478,A,26,26-3,F,3,W,70/72-FORAM,0,2,219.23,219.25,,,,C [A103],,,P [A104],,P [A104],,,R [A104],P [A104],F [A104],P [A104],,,A [A104],F [A104],,,,P [A104],,,,,,,,,P [A104],,,,,P [A104],,P [A104],,P [A104],,P [A104],,,,,,,,,,,,P [A104],P [A104],,,,,,,
361,U1478,A,26,26-CC,F,CC,PAL,FORAM,0,5,220.55,220.6,,,,C [A103],,P [A104],,,P [A104],,P [A104],,P [A104],,P [A104],,,A [A104],F [A104],,,,P [A104],,,,,,,,,P [A104],P [A104],,P [A104],,P [A104],,R [A104],,P [A104],P [A104],R [A104],,,,,P [A104],,,,,,,P [A104],P [A104],,,,,,,
361,U1478,A,27,27-1,F,1,W,70/72-FORAM,0,2,220.9,220.92,,,,C [A103],,P [A104],R [A104],,,,,,,R [A104],,,,A [A104],F [A104],P [A104],,,,,,,,,,,,,P [A104],,P [A104],,,,P [A104],,P [A104],,,,,,,,,,,,,,P [A104],P [A104],,,,,,,
361,U1478,A,27,27-3,F,3,W,70/72-FORAM,0,2,223.92,223.94,,,,C [A103],,P [A104],,,,,P [A104],R [A104],,R [A104],R [A104],,,A [A104],F [A104],,,,R [A104],,,,,P [A104],,,,,P [A104],,P [A104],,P [A104],,P [A104],,R [A104],P [A104],,,,,,,,,,,,,P [A104],P [A104],,,,,,,
361,U1478,A,27,27-CC,F,CC,PAL,FORAM,0,5,225.02,225.07,,,,A [A103],,P [A104],P [A104],P [A104],R [A104],,,,R [A104],R [A104],R [A104],,,A [A104],A [A104],,,,R [A104],,,,P [A104],P [A104],,,,P [A104],P [A104],,R [A104],,P [A104],,R [A104],,P [A104],P [A104],A [A104],,,,,P [A104],,P [A104],,,P [A104],,P [A104],P [A104],,,,,,,
361,U1478,A,28,28-1,F,1,W,70/72-FORAM,0,2,225.6,225.62,,,,A [A103],,P [A104],,,,,,,,P [A104],,,,A [A104],F [A104],,,,P [A104],,,,,P [A104],,P [A104],,,P [A104],,P [A104],,,,P [A104],,P [A104],,,,,,,,,,,,,,P [A104],P [A104],,,,,,,
361,U1478,A,28,28-3,F,3,W,70/72-FORAM,0,2,228.64,228.66,,,,A [A103],,P [A104],,,,,P [A104],R [A104],,P [A104],,,,A [A104],F [A104],,,,,,,,,F [A104],,R [A104],,,P [A104],,F [A104],,,,P [A104],,R [A104],,,,,,,,,,,,,,R [A104],,,,,,,,
361,U1478,A,28,28-CC,F,CC,PAL,FORAM,0,5,229.39,229.44,,,,A [A103],,R [A104],P [A104],P [A104],R [A104],,R [A104],P [A104],R [A104],R [A104],,,,A [A104],F [A104],,,,P [A104],,,,,R [A104],,R [A104],,,P [A104],,R [A104],,R [A104],,R [A104],,P [A104],,F [A104],,,,R [A104],,,R [A104],,,R [A104],,F [A104],R [A104],,,,,,,
361,U1478,A,29,29-1,F,1,W,70/72-FORAM,0,2,230.3,230.32,,,,A [A103],,F [A104],,,,,,,,F [A104],,,,A [A104],F [A104],P [A104],,,,,,,,,,,,,P [A104],,,,P [A104],,P [A104],,P [A104],P [A104],,,,,,P [A104],,,,,,,P [A104],P [A104],,,,,,,
361,U1478,A,29,29-3,F,3,W,70/72-FORAM,0,2,233.09,233.11,,,,A [A103],,F [A104],,,,,,,,F [A104],,,,A [A104],F [A104],,,,,,,,,,P [A104],,,,P [A104],,,,P [A104],,R [A104],,,,,,,,,,,,,,,,R [A104],R [A104],,,,,,,
361,U1478,A,29,29-CC,F,CC,PAL,FORAM,0,5,234.6,234.65,,,,A [A103],,F [A104],R [A104],F [A104],R [A104],,R [A104],P [A104],R [A104],F [A104],,,,A [A104],F [A104],,,,R [A104],,,,P [A104],R [A104],,R [A104],,F [A104],P [A104],,F [A104],,P [A104],,F [A104],,R [A104],,F [A104],,,,R [A104],,,R [A104],,,R [A104],,F [A104],R [A104],,,,,,,
361,U1478,A,30,30-1,F,1,W,70/72-FORAM,0,2,235,235.02,"B Globorotalia tosaensis (Gradstein et al., 2012)",,,A [A103],,F [A104],P [A104],F [A104],R [A104],,R [A104],,,A [A104],,,,A [A104],F [A104],P [A104],,,R [A104],,,,,R [A104],P [A104],R [A104],,P [A104],R [A104],,P [A104],,P [A104],,R [A104],,R [A104],P [A104],F [A104],,,,R [A104],,,R [A104],P [A104],,R [A104],,R [A104],R [A104],,,,,,,
361,U1478,A,30,30-3,F,3,W,70/72-FORAM,0,2,237.92,237.94,,,,A [A103],,F [A104],P [A104],R [A104],R [A104],,R [A104],,P [A104],A [A104],,,,A [A104],F [A104],P [A104],,,R [A104],,,,,R [A104],P [A104],R [A104],,,R [A104],,P [A104],,R [A104],,,,R [A104],R [A104],R [A104],,,,,,,R [A104],P [A104],,R [A104],,F [A104],F [A104],,,,,,,
361,U1478,A,30,30-CC,F,CC,PAL,FORAM,0,5,239.39,239.44,,,,A [A103],,F [A104],,F [A104],R [A104],,,R [A104],,A [A104],,,,A [A104],F [A104],,,,R [A104],,,,P [A104],R [A104],P [A104],F [A104],,,P [A104],,R [A104],,R [A104],,P [A104],,R [A104],R [A104],R [A104],,,,P [A104],P [A104],,R [A104],P [A104],,R [A104],,A [A104],R [A104],,,,,,,
361,U1478,A,31,31-1,F,1,W,70/72-FORAM,0,2,239.7,239.72,"T Globorotalia margaritae (Gradstein et al., 2012)",,,A [A103],,F [A104],,R [A104],R [A104],,,,R [A104],F [A104],,,,F [A104],A [A104],P [A104],,,R [A104],P [A104],,,,R [A104],R [A104],F [A104],,,R [A104],,,,,,,,R [A104],R [A104],R [A104],,,,R [A104],P [A104],,F [A104],R [A104],,R [A104],,F [A104],F [A104],,,,,,,
361,U1478,A,31,31-3,F,3,W,70/72-FORAM,0,2,242.68,242.7,,,,A [A103],,R [A104],,R [A104],R [A104],,R [A104],R [A104],,F [A104],,,,F [A104],A [A104],,,,R [A104],P [A104],,,,F [A104],,F [A104],,R [A104],R [A104],,R [A104],,R [A104],,,,P [A104],P [A104],R [A104],,,,R [A104],P [A104],,P [A104],P [A104],,R [A104],,R [A104],F [A104],,,,,,,
361,U1478,A,31,31-CC,F,CC,PAL,FORAM,0,5,244.13,244.18,,,,A [A103],,F [A104],,F [A104],R [A104],,R [A104],,,A [A104],,,,A [A104],A [A104],,,,R [A104],,,,,R [A104],P [A104],F [A104],,R [A104],P [A104],,R [A104],,P [A104],,,,R [A104],,R [A104],,,,F [A104],,,R [A104],,,R [A104],,F [A104],F [A104],,,,,,,
361,U1478,A,32,32-1,F,1,W,70/72-FORAM,0,2,244.4,244.42,,,,C [A103],,,P [A104],,,,,,,,,,,A [A104],A [A104],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,U1478,A,32,32-3,F,3,W,70/72-FORAM,0,2,247.25,247.27,,,,C [A103],,,,,,,,,,,,,,A [A104],F [A104],,,,P [A104],,,,,P [A104],,,,,,,P [A104],,,,,,,,P [A104],,,,,,,P [A104],,,F [A104],,P [A104],,,,,,,,
361,U1478,A,32,32-CC,F,CC,PAL,FORAM,0,5,248.59,248.64,,,,C [A103],,F [A104],R [A104],F [A104],R [A104],,,P [A104],R [A104],A [A104],,,,A [A104],F [A104],,,,R [A104],,,,,R [A104],R [A104],F [A104],,,P [A104],,P [A104],P [A104],P [A104],,,,P [A104],P [A104],R [A104],,,,F [A104],R [A104],,R [A104],F [A104],,R [A104],,R [A104],F [A104],,,,,,,
