Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Zone name (short),Zone name,Group abundance,Beella digitata,Dentoglobigerina altispira,Globigerina bulloides,Globigerina falconensis,Globigerina glutinata,Globigerinella calida,Globigerinella obesa,Globigerinella siphonifera,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globoquadrina venezuelana,Globorotalia conoidea,Globorotalia conomiozea,Globorotalia crassaformis,Globorotalia crassula,Globorotalia flexuosa,Globorotalia hirsuta (dex),Globorotalia inflata,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia multicamerata,Globorotalia plesiotumida,Globorotalia pliozea,Globorotalia pseudomiocenica,Globorotalia puncticulata,Globorotalia scitula,Globorotalia sphericomiozea,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotaloides hexagona,"Globoturborotalita apertura (Cushman, 1918)",Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita rubescens,"Globoturborotalita woodi (Jenkins, 1960)",Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma (sinistral),Orbulina universa,Pulleniatina obliquiloculata,Pulleniatina primalis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Tenuitella anfracta,preservation,File Data,Ship File Links,Shore File Links,Sample
361,U1476,A,12,12-CC,H,CC,PAL,FORAM,0,5,110.46,110.51,,,,A [A103],,F,R,R,F,,R,R,R,F,,A,,,A,,,,,,R,,,F,F,P,,,P,,R,,,,,,R,F,,,,,,,,R,R,,F,,R,,R,R,,,,,,361-U1476A-12H-CC-PAL-FORAM
361,U1476,A,13,13-1,H,1,W,70/72-FORAM,0,2,110.9,110.92,,,,A [A103],,P,,,P,,,,P,P,,P,,,P,,,,,,P,,,,P,R,,P,,,P,,,,,,P,P,P,,,,P,,P,,P,,P,,P,,P,P,,,,,,361-U1476A-13H-1-W 70/72-FORAM
361,U1476,A,13,13-2,H,2,W,70/72-FORAM,0,2,112.4,112.42,,,,A [A103],,P,P,,P,,,,P,P,,P,,,P,,,,,,P,,,P,P,P,,P,,,P,,,,,,P,P,P,,,,P,,P,,P,,P,,P,,P,P,,,,,,361-U1476A-13H-2-W 70/72-FORAM
361,U1476,A,13,13-3,H,3,W,70/72-FORAM,0,2,113.9,113.92,,,,A [A103],,P,,,P,,,,P,P,,P,,,P,,,,,,P,,,P,P,R,,P,,,P,,,,,,P,P,P,,,,P,,P,,P,,P,,P,,P,P,,,,,,361-U1476A-13H-3-W 70/72-FORAM
361,U1476,A,13,13-4,H,4,W,70/72-FORAM,0,2,115.4,115.42,,,,A [A103],,P,P,,P,,P,P,P,P,,P,,,P,,,,,,P,,,,P,R,,,,,F,,,,,,P,P,,,,,,P,,P,,,P,,P,,P,P,,,,,,361-U1476A-13H-4-W 70/72-FORAM
361,U1476,A,13,13-5,H,5,W,70/72-FORAM,0,2,116.9,116.92,,,,A [A103],,P,,,P,,,P,P,P,,P,,,P,,,,,,P,,,,P,F,,P,,,F,,,,,,P,P,,,,,,P,,P,,,P,,P,,P,P,,,,,,361-U1476A-13H-5-W 70/72-FORAM
361,U1476,A,13,13-6,H,6,W,70/72-FORAM,0,2,118.4,118.42,,,,A [A103],,P,,,P,,,P,P,A,,P,,,P,,,,,,P,,,P,P,R,,P,,,F,,,,,,P,P,P,,,,,P,,P,,,P,,P,,P,P,,,,,,361-U1476A-13H-6-W 70/72-FORAM
361,U1476,A,13,13-CC,H,CC,FORAM,,0,5,119.85,119.9,,,,A [A103],,F,,,F,,R,R,R,F,,A,,,A,,,,,,R,,,F,F,F,,R,R,,R,,,,,,R,F,R,,,,,P,,P,,,P,,P,,P,P,,,,,,361-U1476A-13H-CC-FORAM
361,U1476,A,14,14-1,H,1,W,70/72-FORAM,0,2,120.4,120.42,,,,A [A103],,F,,,F,,,R,R,F,,P,,,A,,,,,,P,,,P,P,F,,P,,,P,,,,,,P,P,P,,,,P,,P,,P,,P,,P,,P,P,,,,,,361-U1476A-14H-1-W 70/72-FORAM
361,U1476,A,14,14-2,H,2,W,70/72-FORAM,0,2,121.9,121.92,,,,A [A103],,F,,,F,,,R,R,F,,P,,,A,,,,,,P,,,,P,P,,P,,,P,,,,,,P,P,P,,,,P,,P,,P,,P,,P,,P,P,,,,,,361-U1476A-14H-2-W 70/72-FORAM
361,U1476,A,14,14-3,H,3,W,70/72-FORAM,0,2,123.4,123.42,,,,A [A103],,P,,,P,,,P,P,P,,P,,,P,,,,,,,,,P,P,R,,P,,,P,,,,,,P,P,P,,,,P,,P,,P,,P,,P,,,P,,,,,,361-U1476A-14H-3-W 70/72-FORAM
361,U1476,A,14,14-4,H,4,W,70/72-FORAM,0,2,124.9,124.92,,,,A [A103],,P,,,P,,,P,P,P,,P,,,P,,,,,,,,,P,P,R,,P,,,P,,,,,,P,P,P,,R,,,,P,,P,,P,,P,,P,P,,,,,,361-U1476A-14H-4-W 70/72-FORAM
361,U1476,A,14,14-5,H,5,W,70/72-FORAM,0,2,126.4,126.42,,,,A [A103],,P,P,,,,,P,P,P,,P,,,P,,,,,,,,,P,P,R,,P,,,P,,,,,,P,P,P,,P,,,,P,,P,,P,,P,,P,P,,,,,,361-U1476A-14H-5-W 70/72-FORAM
361,U1476,A,14,14-6,H,6,W,70/72-FORAM,0,2,127.9,127.92,,,,A [A103],,P,P,,,,,P,P,P,,P,,,P,,,,,,,,,,P,R,,P,,,P,,,,,,P,P,P,,P,,,,P,,P,,P,,P,,P,P,,,,,,361-U1476A-14H-6-W 70/72-FORAM
361,U1476,A,14,14-CC,H,CC,PAL,FORAM,0,5,129.67,129.72,,,,A [A103],,A,,,R,,R,R,R,R,,F,,,A,,,,,,,,,F,R,R,,R,R,,R,P,R,,,,F,F,F,,,,R,,,F,R,,R,,F,P,P,R,,,,,,361-U1476A-14H-CC-PAL-FORAM
361,U1476,A,15,15-1,H,1,W,70/72-FORAM,0,2,129.9,129.92,,,,A [A103],,P,,,,,,P,P,P,,P,,,P,,,,,,,,,,P,F,,P,,,P,,,,,,P,P,P,,P,,,P,P,,P,,P,,P,,P,P,,,,,,361-U1476A-15H-1-W 70/72-FORAM
361,U1476,A,15,15-2,H,2,W,70/72-FORAM,0,2,131.4,131.42,,,,A [A103],,P,,,,,,P,P,P,,P,,,P,,,,,,,,,,P,,,P,,,P,,,,,,P,P,P,,P,,,,P,,P,,P,,P,,P,P,,,,,,361-U1476A-15H-2-W 70/72-FORAM
361,U1476,A,15,15-3,H,3,W,70/72-FORAM,0,2,132.9,132.92,,,,A [A103],,P,,,,,,P,P,P,,P,,,P,,,,,,,,,,P,,,P,,,P,,,,,,P,P,P,,P,,,,P,,P,,P,,P,,P,P,,,,,,361-U1476A-15H-3-W 70/72-FORAM
361,U1476,A,15,15-4,H,4,W,70/72-FORAM,0,2,134.4,134.42,,,,A [A103],,P,,,,,,P,P,P,,P,,,P,,,,,,,,,P,P,,,P,,,P,,,,,,P,P,P,,P,,,,P,,P,,P,,P,,P,P,,,,,,361-U1476A-15H-4-W 70/72-FORAM
361,U1476,A,15,15-5,H,5,W,70/72-FORAM,0,2,135.9,135.92,,,,A [A103],,P,P,,,,,P,P,P,,P,,,P,,,,,,,,,,P,,,P,,,P,,,,,,P,P,P,,P,,,P,P,,P,,P,,P,,P,P,,,,,,361-U1476A-15H-5-W 70/72-FORAM
361,U1476,A,15,15-6,H,6,W,70/72-FORAM,0,2,137.4,137.42,,,,A [A103],,p,P,,,,,P,P,P,,P,,,P,,,,,,,,,,P,,,P,,,P,,,,,,P,P,P,,P,,,,P,,P,,P,,P,,P,P,,,,,,361-U1476A-15H-6-W 70/72-FORAM
361,U1476,A,15,15-CC,H,CC,PAL,FORAM,0,5,138.84,138.89,,,,A [A103],,f,,,R,,R,P,R,P,,F,,,F,,,,,,,,,F,R,,,,R,,R,,P,,,,R,,F,,F,,F,P,,F,R,,R,,R,P,P,R,,,,,,361-U1476A-15H-CC-PAL-FORAM
361,U1476,A,16,16-1,H,1,W,60/62-FORAM,0,2,139.3,139.32,,,,A [A103],,P,P,,,,,P,P,P,,P,,,P,,,,,,,,,,P,,,P,,,P,,,,,,P,P,P,,P,,,,P,,P,,P,,P,,F,P,,,,,,361-U1476A-16H-1-W 60/62-FORAM
361,U1476,A,16,16-2,H,2,W,60/62-FORAM,0,2,140.8,140.82,,,,A [A103],,P,P,,,,,P,P,P,,P,,,P,,,,,,,,,,P,,,P,,,P,,,,,,P,P,P,,P,,,,P,,P,,P,,P,,P,P,,,,,,361-U1476A-16H-2-W 60/62-FORAM
361,U1476,A,16,16-3,H,3,W,60/62-FORAM,0,2,142.3,142.32,,,,A [A103],,P,P,,,,,P,P,P,,P,,,P,,,,,,,,,,P,,,P,,,P,,,,,,P,P,P,,P,,,,P,,P,,P,,P,,P,P,,,,,,361-U1476A-16H-3-W 60/62-FORAM
361,U1476,A,16,16-4,H,4,W,60/62-FORAM,0,2,143.8,143.82,,,,A [A103],,P,P,,,,,P,P,P,,P,,,P,,,,,,,,,,P,,,P,,,P,,,,,,P,P,P,,P,,,,P,,P,,P,,P,,P,P,,,,,,361-U1476A-16H-4-W 60/62-FORAM
361,U1476,A,16,16-5,H,5,W,60/62-FORAM,0,2,145.3,145.32,,,,A [A103],,P,P,,,,,P,P,P,,P,,,P,,,,,,,,,,P,,,P,,,P,,,,,,P,P,P,,P,,,,P,,P,,P,,P,,P,P,,,,,,361-U1476A-16H-5-W 60/62-FORAM
361,U1476,A,16,16-6,H,6,W,60/62-FORAM,0,2,146.8,146.82,,,,A [A103],,P,P,,,,,P,P,P,,P,,,P,,,,,,,,,,P,,,P,,,P,,,,,,P,P,P,,P,,,,P,,P,,R,,P,,P,P,,,,,,361-U1476A-16H-6-W 60/62-FORAM
361,U1476,A,16,16-CC,H,CC,PAL,FORAM,0,5,148.44,148.49,,,,A [A103],,F,,,R,,R,P,R,A,,F,,,A,,,,,,,,,F,R,,,,R,P,R,,R,,,,R,R,F,,F,,F,R,,R,,,R,,R,,F,F,,,,,,361-U1476A-16H-CC-PAL-FORAM
361,U1476,A,17,17-1,H,1,W,60/62-FORAM,0,2,148.8,148.82,,,,F [A103],,P,,,P,,P,P,,P,,P,,,R,R,,,,,,,,R,,,,,R,,R,,,,,,R,P,P,,P,,P,,,P,,,P,,P,,P,P,,,,,,361-U1476A-17H-1-W 60/62-FORAM
361,U1476,A,17,17-2,H,2,W,60/62-FORAM,0,2,150.3,150.32,,,,A [A103],,R,,,R,,,R,,R,,R,,,R,R,,,,,,,,R,,,,,F,,F,,,,,,F,P,P,,P,,P,,,P,,,P,,P,,P,P,,,,,,361-U1476A-17H-2-W 60/62-FORAM
361,U1476,A,17,17-3,H,3,W,60/62-FORAM,0,2,151.8,151.82,,,,A [A103],,P,,,P,,,,,P,,P,,,P,R,,,,,,,,R,R,,,,F,,F,,,,,,F,P,P,,P,P,,P,,P,,,P,,P,P,P,P,,,,,,361-U1476A-17H-3-W 60/62-FORAM
361,U1476,A,17,17-4,H,4,W,60/62-FORAM,0,2,153.3,153.32,,,,A [A103],,P,,,P,,,P,P,P,,P,,,P,R,,,,,,,,R,,,,F,R,,F,,,,,,P,P,P,,P,,P,P,,P,,,P,,P,P,P,P,,,,,,361-U1476A-17H-4-W 60/62-FORAM
361,U1476,A,17,17-5,H,5,W,60/62-FORAM,0,2,154.8,154.82,,,,A [A103],,P,,,P,,,P,,P,,P,,,P,R,,,,,,,,F,P,,,R,F,,F,,P,,,,P,P,P,,P,,P,P,,P,,,P,,P,,P,P,,,,,,361-U1476A-17H-5-W 60/62-FORAM
361,U1476,A,17,17-6,H,6,W,60/62-FORAM,0,2,156.3,156.32,,,,A [A103],,R,,,R,,,R,R,P,,P,,,P,R,,,,,,,,R,R,,,R,R,,R,,R,,,,R,P,P,,P,,P,P,,P,,,P,,P,,P,P,,,,,,361-U1476A-17H-6-W 60/62-FORAM
361,U1476,A,17,17-CC,H,CC,PAL,FORAM,0,3,157.89,157.92,,,,A [A103],,R,,,P,,,F,,A,,P,,,A,R,,,,,,,,F,,,,R,R,,F,,,,,,R,,F,,F,,P,,P,,,,F,,P,P,R,F,,,,,,361-U1476A-17H-CC-PAL-FORAM
361,U1476,A,18,18-1,H,1,W,60/62-FORAM,0,2,158.3,158.32,,,,A [A103],,P,,,P,,,P,,P,,P,,,P,R,,,,,,,,R,R,,,,F,,F,,R,,,,R,P,P,,P,,P,P,,P,,,P,,P,P,P,P,,,,,,361-U1476A-18H-1-W 60/62-FORAM
361,U1476,A,18,18-2,H,2,W,60/62-FORAM,0,2,159.8,159.82,,,,A [A103],,P,,,P,,,P,,P,,P,,,P,R,,,,,,,,R,R,,,,R,,F,,R,,,,F,P,P,,P,,P,P,,P,,,,,P,P,P,P,,,,,,361-U1476A-18H-2-W 60/62-FORAM
361,U1476,A,18,18-3,H,3,W,60/62-FORAM,0,2,161.3,161.32,,,,A [A103],,P,,,P,,,P,,P,,P,,,P,R,,,,,,,,R,R,,,,R,,R,,R,,,,F,P,P,,P,,P,P,,P,,,P,,P,P,P,P,,,,,,361-U1476A-18H-3-W 60/62-FORAM
361,U1476,A,18,18-4,H,4,W,60/62-FORAM,0,2,162.8,162.82,,,,A [A103],,P,,,P,,,P,,P,,P,,,P,R,,,,,,,,R,,,,,R,,,,R,,,,F,P,P,,P,,,P,,P,,,P,,P,P,P,P,,,,,,361-U1476A-18H-4-W 60/62-FORAM
361,U1476,A,18,18-5,H,5,W,60/62-FORAM,0,2,164.3,164.32,,,,A [A103],,P,,,,,,,,P,,P,,,P,R,,,,,,,,,R,,,,R,,,,R,,,,F,P,P,,P,,,,,P,,,P,,P,,P,P,,,,,,361-U1476A-18H-5-W 60/62-FORAM
361,U1476,A,18,18-6,H,6,W,60/62-FORAM,0,2,165.8,165.82,,,,A [A103],,P,,,P,,,P,P,P,,P,,,P,R,,,,,,,,,,,,,R,,,,R,,,,F,R,F,,A,,R,,,R,R,,R,,R,,R,R,,,,,,361-U1476A-18H-6-W 60/62-FORAM
361,U1476,A,18,18-CC,H,CC,PAL,FORAM,0,5,167.65,167.7,,,,A [A103],,R,,,,,,F,P,A,,P,,,A,P,,,,,P,,,F,R,,,P,P,,R,,,,,,F,P,R,,F,,R,P,P,P,P,,R,,R,,F,R,,,,,,361-U1476A-18H-CC-PAL-FORAM
361,U1476,A,19,19-1,H,1,W,60/62-FORAM,0,2,167.8,167.82,,,,A [A103],,P,P,,,,,,P,P,,P,,,P,P,,,,,,,,P,,,,,P,,,R,P,,,,F,P,P,,P,,P,P,,P,,,P,,P,,P,P,,,,,,361-U1476A-19H-1-W 60/62-FORAM
361,U1476,A,19,19-2,H,2,W,60/62-FORAM,0,2,169.3,169.32,,,,A [A103],,P,,,,,,,,P,,P,,,P,P,,,,,P,,,P,,,,,P,,,R,P,,,,R,P,P,,P,,P,P,,P,,,P,,P,,P,P,,,,,,361-U1476A-19H-2-W 60/62-FORAM
361,U1476,A,19,19-3,H,3,W,60/62-FORAM,0,2,170.8,170.82,,,,A [A103],,,,,,,,P,P,P,,P,,,P,R,,,,,,,,R,,,,,R,R,R,R,,,,,F,P,P,,P,,P,P,,P,,,P,,P,,P,P,,,,,,361-U1476A-19H-3-W 60/62-FORAM
361,U1476,A,19,19-4,H,4,W,60/62-FORAM,0,2,172.3,172.32,,,,A [A103],,,,,,,,,P,P,,P,,,P,R,,,,,R,,,R,,,,,R,,R,R,R,,,,F,P,P,,P,,P,P,,P,,,P,,P,,P,P,,,,,,361-U1476A-19H-4-W 60/62-FORAM
361,U1476,A,19,19-5,H,5,W,60/62-FORAM,0,2,173.8,173.82,,,,A [A103],,,,,,,,,P,P,,P,,,P,R,,,,,R,,,R,,,,,R,,R,,,,,,R,P,,,P,,P,,,P,P,,P,,P,,P,P,,,,,,361-U1476A-19H-5-W 60/62-FORAM
361,U1476,A,19,19-6,H,6,W,60/62-FORAM,0,2,175.3,175.32,,,,A [A103],,,,,,,,P,,P,,P,,,P,R,,,,,R,,,R,,,,,R,,,,,,,,F,P,P,,P,,P,P,,P,,P,P,,P,,P,P,,,,,,361-U1476A-19H-6-W 60/62-FORAM
361,U1476,A,19,19-CC,H,CC,PAL,FORAM,0,5,176.92,176.97,,,,F [A103],,,,,R,,P,F,R,A,,P,,,A,R,,,,,P,,,R,,,,P,R,P,R,,R,,,,F,R,R,,R,,P,P,,,P,,R,,,P,R,R,,,,,,361-U1476A-19H-CC-PAL-FORAM
361,U1476,A,20,20-1,H,1,W,60/62-FORAM,0,2,177.3,177.32,,,,A [A103],,,,,P,,P,,,P,,P,,,P,R,,,,,R,,,,,,,,R,P,,,R,,,,F,P,P,,P,,P,,,P,,,P,,P,,P,P,,,,,,361-U1476A-20H-1-W 60/62-FORAM
361,U1476,A,20,20-2,H,2,W,60/62-FORAM,0,2,178.8,178.82,,,,A [A103],,,,,,,P,P,P,P,,P,,,P,R,,,,,R,,,,,,,,R,,R,,,,,,,P,P,,P,,P,,,P,,,P,,P,,P,P,,,,,,361-U1476A-20H-2-W 60/62-FORAM
361,U1476,A,20,20-3,H,3,W,60/62-FORAM,0,2,180.3,180.32,,,,A [A103],,,,,,,P,,P,P,,P,,,P,R,,,,,,,,,,,,,F,,,,,,,,,P,P,,P,,P,,,,,,P,,P,,P,P,,,,,,361-U1476A-20H-3-W 60/62-FORAM
361,U1476,A,20,20-4,H,4,W,60/62-FORAM,0,2,181.8,181.82,,,,A [A103],,,,,P,,P,,P,P,,P,,,P,R,,,,,,,,,,,,,R,P,,,,,,,,P,P,,P,,,,,,,,P,,P,,P,P,,,,,,361-U1476A-20H-4-W 60/62-FORAM
361,U1476,A,20,20-5,H,5,W,60/62-FORAM,0,2,183.3,183.32,,,,A [A103],,R,,,,,,,P,P,,P,,,P,P,,,,,,,,,,,,,P,P,,,,,,,,P,P,,P,,,,,P,,,P,,P,,P,P,,,,,,361-U1476A-20H-5-W 60/62-FORAM
361,U1476,A,20,20-6,H,6,W,60/62-FORAM,0,2,184.8,184.82,,,,A [A103],,P,,,,,,,P,P,,P,,,P,,,,,,,,,,P,,,,P,,,,,,,,,P,P,,P,P,,P,,P,,,P,,P,,P,P,,,,,,361-U1476A-20H-6-W 60/62-FORAM
361,U1476,A,20,20-CC,H,CC,FORAM,,0,5,186.38,186.43,,,,A [A103],,R,,,,,,F,P,A,,P,,,A,,,,,,,,,R,P,,,P,R,R,R,,,,,,,,R,,F,,P,P,,,P,,F,,R,,F,R,,,,,,361-U1476A-20H-CC-FORAM
361,U1476,A,21,21-1,H,1,W,60/62-FORAM,0,2,186.8,186.82,,,,F [A103],,P,,,,,,,,P,,P,,,P,P,,,,,,,,P,,,,,,R,,,,,,,,,P,,A,,P,,,P,,,P,,P,,P,P,,,,,,361-U1476A-21H-1-W 60/62-FORAM
361,U1476,A,21,21-2,H,2,W,60/62-FORAM,0,2,188.3,188.32,,,,F [A103],,R,,,,,,,,P,,P,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,F,,R,D,,,,,,361-U1476A-21H-2-W 60/62-FORAM
361,U1476,A,21,21-3,H,3,W,60/62-FORAM,0,2,189.8,189.82,,,,F [A103],,P,,,,,,,,P,,P,,,P,P,,,,,,,,P,,,,,,,,,,,,,,P,,,P,,,,,P,,,P,,P,,P,P,,,,,,361-U1476A-21H-3-W 60/62-FORAM
361,U1476,A,21,21-4,H,4,W,60/62-FORAM,0,2,191.3,191.32,,,,F [A103],,R,,,,,,,,P,,R,,,R,R,,,,,,,,R,,,,,R,,,,R,,,,,R,,,A,,,R,,P,,,P,,P,,P,P,,,,,,361-U1476A-21H-4-W 60/62-FORAM
361,U1476,A,21,21-5,H,5,W,60/62-FORAM,0,2,192.8,192.82,,,,F [A103],,P,,,,,,,,P,,P,,,P,,,,,,,,,P,,,,,P,,,,P,,,,,P,P,,A,,,P,,P,,,P,,P,,P,P,,,,,,361-U1476A-21H-5-W 60/62-FORAM
361,U1476,A,21,21-6,H,6,W,60/62-FORAM,0,2,194.3,194.32,,,,F [A103],,R,,,,,,,,P,,P,,,P,P,,,,,,,,P,P,,,,P,,,,P,,,,,P,P,,A,,P,P,,P,,,P,,P,,,P,,,,,,361-U1476A-21H-6-W 60/62-FORAM
361,U1476,A,21,21-CC,H,CC,PAL,FORAM,0,5,196,196.05,,,,F [A103],,R,,,R,,,F,,A,,P,,,A,P,,,R,,,,,P,R,,,,P,P,,,,,,,,,R,,A,,R,P,,P,,,F,,R,,F,F,,,,,,361-U1476A-21H-CC-PAL-FORAM
361,U1476,A,22,22-1,H,1,W,60/62-FORAM,0,2,196.3,196.32,,,,F [A103],,P,,,,,,,,P,,P,,,P,P,,,,,,,,P,R,,,,P,,,,P,,,,,,P,,P,,P,P,,P,,,P,,P,,P,P,,,,,,361-U1476A-22H-1-W 60/62-FORAM
361,U1476,A,22,22-2,H,2,W,60/62-FORAM,0,2,197.8,197.82,,,,F [A103],,P,,,,,,,,P,,P,,,P,P,,,,,,,,P,R,,,,P,,,,P,,,,,,P,,A,,P,P,,,,,P,,P,,P,P,,,,,,361-U1476A-22H-2-W 60/62-FORAM
361,U1476,A,22,22-3,H,3,W,60/62-FORAM,0,2,199.3,199.32,,,,F [A103],,P,,,,,,,,P,,P,,,P,R,,,,,,,,,,,,,P,,,,P,,,,,,,,A,,P,P,,,,,P,,R,,,D,,,,,,361-U1476A-22H-3-W 60/62-FORAM
361,U1476,A,22,22-4,H,4,W,60/62-FORAM,0,2,200.8,200.82,,,,F [A103],,P,,,P,,,P,,P,,P,,,P,,,,,,,,,P,,,,,,,,,P,,,,,,P,,A,,P,P,,,,,P,,P,,,D,,,,,,361-U1476A-22H-4-W 60/62-FORAM
361,U1476,A,22,22-6,H,6,W,60/62-FORAM,0,2,203.8,203.82,,,,F [A103],,R,,,P,,,P,,P,,F,,,R,,,,,,,,,,,,,,,,,,R,,,,,R,F,,F,,F,R,,R,R,,R,,R,,,A,,,,,,361-U1476A-22H-6-W 60/62-FORAM
361,U1476,A,22,22-CC,H,CC,PAL,FORAM,0,5,205.62,205.67,,,,F [A103],,R,,,P,,,P,,P,,A,,,R,,,,,,,,,P,,,,P,R,,,,P,,,,,R,R,,F,,P,,,R,P,,F,,,,F,F,,,,,,361-U1476A-22H-CC-PAL-FORAM
361,U1476,A,23,23-1,H,1,W,60/62-FORAM,0,2,205.8,205.82,,,,F [A103],,R,,,,,,,,R,,R,,,F,,,,,,,,,,,,,,R,,,,R,,,,,R,F,,F,,F,R,,R,R,,P,,,,,D,,,,,,361-U1476A-23H-1-W 60/62-FORAM
361,U1476,A,23,23-2,H,2,W,60/62-FORAM,0,2,207.3,207.32,,,,F [A103],,R,,,R,,,,,,,F,,,R,,,,,,,,,,,,,,R,,,,R,,,,,R,F,,A,,F,R,,R,R,,F,,,,,D,,,,,,361-U1476A-23H-2-W 60/62-FORAM
361,U1476,A,23,23-3,H,3,W,60/62-FORAM,0,2,208.8,208.82,,,,F [A103],,R,,,R,,,,,,,F,,,R,,,,,,,,,,,,,,R,,,,R,,,,,R,F,,A,,F,R,,,R,,F,,,,,D,,,,,,361-U1476A-23H-3-W 60/62-FORAM
361,U1476,A,23,23-4,H,4,W,60/62-FORAM,0,2,210.3,210.32,,,,F [A103],,R,,,R,,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,R,F,,A,,F,R,,,F,,R,,,,,D,,,,,,361-U1476A-23H-4-W 60/62-FORAM
361,U1476,A,23,23-5,H,5,W,60/62-FORAM,0,2,211.8,211.82,,,,F [A103],,R,,,R,,,R,,R,,R,,,R,,,,,,,,,,,,,,R,,,,R,,,,,R,F,,A,,F,R,,,F,,P,,,,,D,,,,,,361-U1476A-23H-5-W 60/62-FORAM
361,U1476,A,23,23-6,H,6,W,60/62-FORAM,0,2,213.3,213.32,,,,F [A103],,R,,,R,,,R,,R,,F,,,F,R,,,,,,,,,,,,,R,,,,R,,,,,R,F,,A,,A,R,,,R,,R,,,,R,D,,,,,,361-U1476A-23H-6-W 60/62-FORAM
361,U1476,A,23,23-CC,H,CC,PAL,FORAM,0,5,215.19,215.24,,,,F [A103],,R,,,R,,,R,,A,,,P,,A,,,,,,,,,P,,,,,P,P,P,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,361-U1476A-23H-CC-PAL-FORAM
361,U1476,A,24,24-1,H,1,W,70/72-FORAM,0,2,215.4,215.42,,,,F [A103],,R,,,R,,,R,,,,R,,,R,,,,,,,,,,,,,,,,,,R,,,,,R,R,,A,,F,R,,,R,,R,,,,R,A,,,,,,361-U1476A-24H-1-W 70/72-FORAM
361,U1476,A,24,24-2,H,2,W,70/72-FORAM,0,2,216.9,216.92,,,,F [A103],,R,,,R,,,R,,R,,R,,,R,,,,,,,,,,,,,,R,,,,R,,,,,R,R,,A,,F,R,,,F,,F,,,,R,D,,,,,,361-U1476A-24H-2-W 70/72-FORAM
361,U1476,A,24,24-3,H,3,W,70/72-FORAM,0,2,218.4,218.42,,,,F [A103],,P,,,P,,,R,,F,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,R,R,,D,,R,R,,R,R,,R,,,,R,A,,,,,,361-U1476A-24H-3-W 70/72-FORAM
361,U1476,A,24,24-4,H,4,W,70/72-FORAM,0,2,219.9,219.92,,,,F [A103],,P,,,P,,,P,,A,,,,,F,,,,,,,,,,,,,,R,,,,R,,,,,R,,,D,,F,R,,R,F,,F,,,,R,A,,,,,,361-U1476A-24H-4-W 70/72-FORAM
361,U1476,A,24,24-5,H,5,W,70/72-FORAM,0,2,221.4,221.42,,,,F [A103],,P,,,P,,,P,,P,,R,,,P,,,,,,,,,,,,,,,,,,R,,,,,R,,,D,,R,R,,R,R,,R,,,,R,A,,,,,,361-U1476A-24H-5-W 70/72-FORAM
361,U1476,A,24,24-6,H,6,W,70/72-FORAM,0,2,222.9,222.92,,,,F [A103],,P,,,P,,,P,,F,,,,,F,,,,,,,,,,,,,,R,,,,R,,,,,,,,D,,F,R,,R,F,,R,,,,R,A,,,,,,361-U1476A-24H-6-W 70/72-FORAM
361,U1476,A,24,24-CC,H,CC,PAL,FORAM,0,5,224.52,224.57,,,,F [A103],,R,,,P,,,,,F,,,,,F,,,,,,,,,,,,,,R,P,,,,,,,,,,,F,,,P,,,,,,,,,R,A,,,,,,361-U1476A-24H-CC-PAL-FORAM
