Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Group abundance,Preservation,Beella digitata,Dentoglobigerina altispira,Globigerina bulloides,Globigerina falconensis,Globigerina glutinata,Globigerinella calida,Globigerinella obesa,Globigerinella siphonifera,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globoquadrina venezuelana,Globorotalia conoidea,Globorotalia conomiozea,Globorotalia crassaformis,Globorotalia crassula,Globorotalia flexuosa,Globorotalia hirsuta (dex),Globorotalia inflata,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia multicamerata,Globorotalia plesiotumida,Globorotalia pliozea,Globorotalia pseudomiocenica,Globorotalia puncticulata,Globorotalia scitula,Globorotalia sphericomiozea,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotaloides hexagona,"Globoturborotalita apertura (Cushman, 1918)",Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita rubescens,"Globoturborotalita woodi (Jenkins, 1960)",Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma (sinistral),Orbulina universa,Pulleniatina obliquiloculata,Pulleniatina primalis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Tenuitella anfracta,preservation,File Data,Ship File Links,Shore File Links,Sample,Zone name,Zone name (short)
361,U1479,B,20,20-3,H,3,W,70/72-FORAM,0,2,180.9,180.92,,C [A103],G [P32],,P,P,A,R,,P,P,P,P,,P,,,P,,,P,P,P,,,A,,R,,,,,,R,P,P,,,,P,,R,P,,,R,P,,,P,,R,,,,,,,,,,,361-U1479B-20H-3-W 70/72-FORAM,,
361,U1479,B,20,20-5,H,5,W,70/72-FORAM,0,2,183.9,183.92,,C [A103],M [P32],,P,A,A,R,,R,P,,R,,,,,R,,,P,R,,,,A,,P,,,,P,,R,R,P,P,,,P,,R,,,,P,,P,,F,,R,,P,,P,P,,,,,,361-U1479B-20H-5-W 70/72-FORAM,,
361,U1479,B,20,20-CC,H,CC,PAL,FORAM,0,5,187.1,187.15,,C [A103],M [P32],,,A,,,,P,,,P,,,,R,F,,,,,,R,,A,,R,,,,P,,R,F,P,,,,R,,P,,,,,,,,P,,,,,,,P,,,,,,361-U1479B-20H-CC-PAL-FORAM,,
361,U1479,B,21,21-1,H,1,W,70/72-FORAM,0,2,187.4,187.42,,C [A103],M [P32],,R,A,,R,,,P,,P,,,,R,R,,,,R,,P,,A,,R,,,,P,F,P,,,,,,P,,P,,,,,P,,,P,,R,,,,,,,,,,,361-U1479B-21H-1-W 70/72-FORAM,,
361,U1479,B,21,21-3,H,3,W,70/72-FORAM,0,2,190.4,190.42,,C [A103],M [P32],,R,A,,R,,,P,,P,,,,R,R,,,,R,,P,,A,,R,,,,,F,P,,,,,,,,P,,,,,P,,,P,,R,,,,,,,,,,,361-U1479B-21H-3-W 70/72-FORAM,,
361,U1479,B,21,21-5,H,5,W,70/72-FORAM,0,2,193.4,193.42,,C [A103],M [P32],,R,A,,R,,,P,,,,,,R,R,,,,R,,P,,,,R,,,,,,P,,,,,,P,,P,,,,,P,,,P,,R,R,,,,,,,,,,361-U1479B-21H-5-W 70/72-FORAM,,
361,U1479,B,21,21-CC,H,CC,PAL,FORAM,0,5,196.68,196.73,,C [A103],M [P32],,,A,,,,,P,,P,,,,,R,,,,F,,,,A,,R,,,,P,F,R,A,P,,,,R,,R,,,,,,,,,,,,,,,,,,,,,361-U1479B-21H-CC-PAL-FORAM,,
361,U1479,B,22,22-1,H,1,W,70/72-FORAM,0,2,196.9,196.92,,C [A103],G [P32],,P,F,F,P,,P,P,,P,,,,,F,,,F,F,P,,,A,R,R,,,,,,R,A,,P,,,P,,R,,,,R,P,,,R,R,R,,,,,,,,,,,361-U1479B-22H-1-W 70/72-FORAM,,
361,U1479,B,22,22-3,H,3,W,70/72-FORAM,0,2,199.9,199.92,,C [A103],G [P32],,R,A,R,P,,R,P,,R,,F,,,R,,,R,F,,,,A,P,R,R,,,,,R,A,P,R,,,P,P,R,R,,,R,R,,,,,R,,,,,,,,,,,361-U1479B-22H-3-W 70/72-FORAM,,
361,U1479,B,22,22-5,H,5,W,70/72-FORAM,0,2,202.9,202.92,,C [A103],G [P32],,R,F,F,R,,R,P,R,R,,R,,R,R,,,R,F,,,,F,,R,,,,,R,,A,P,R,,,P,,F,,,,R,,F,,,F,R,,P,,,,,,,,,361-U1479B-22H-5-W 70/72-FORAM,,
361,U1479,B,22,22-CC,H,CC,PAL,FORAM,0,5,206.11,206.16,,C [A103],M [P32],,R,A,,P,,,,,P,,,,,,,,,R,,P,,F,,P,,,,,F,R,R,,P,,,R,,R,,,,,P,P,,,,R,,P,,,P,,,,,,361-U1479B-22H-CC-PAL-FORAM,,
361,U1479,B,23,23-1,H,1,W,70/72-FORAM,0,2,206.4,206.42,,C [A103],G [P32],,,R,F,P,,R,,,R,,,,R,R,,,R,F,,,,R,R,,,,,,F,,A,R,R,,,,P,R,P,,,P,,R,,,F,R,,,,,,,,,,,361-U1479B-23H-1-W 70/72-FORAM,,
361,U1479,B,23,23-3,H,3,W,70/72-FORAM,0,2,209.4,209.42,,C [A103],G [P32],,R,F,F,R,,R,R,,F,,R,,R,R,,,R,F,,,,R,,P,R,,P,,R,R,A,R,R,,,R,P,R,P,,,P,,R,,,F,R,,R,,,R,,,,,,361-U1479B-23H-3-W 70/72-FORAM,,
361,U1479,B,23,23-5,H,5,W,70/72-FORAM,0,2,212.4,212.42,,C [A103],G [P32],,R,F,F,R,,R,,,F,,R,,R,R,,,R,F,,,,R,R,,R,,,,R,P,A,R,R,,,R,P,R,P,,,P,,A,,,A,R,,R,R,,R,,,,,,361-U1479B-23H-5-W 70/72-FORAM,,
361,U1479,B,23,23-CC,H,CC,PAL,FORAM,0,5,215.6,215.65,"B Globorotalia inflata (modern form) (Miwa, 2013)",C [A103],M [P32],,,A,,,,,P,,,,,,R,P,,,,R,,,,R,,,,,,P,P,,F,,,,,P,,,,,,,P,F,,P,,,,,,,,,,,,,361-U1479B-23H-CC-PAL-FORAM,,
361,U1479,B,24,24-1,H,1,W,70/72-FORAM,0,2,215.9,215.92,,C [A103],G [P32],,R,F,F,R,,R,,,F,,R,,,P,,,,A,,,,,P,P,R,,,P,P,P,,P,,,,P,,R,R,,,R,,F,,R,A,P,,,,,P,,,,,,361-U1479B-24H-1-W 70/72-FORAM,,
361,U1479,B,24,24-3,H,3,W,70/72-FORAM,0,2,218.9,218.92,,C [A103],M [P32],,,F,F,R,,F,,,R,,,,,R,,,,F,,,,,R,P,R,,,,,P,,,,,,P,,R,,,,P,P,F,,,,P,,,,,P,,,,,,361-U1479B-24H-3-W 70/72-FORAM,,
361,U1479,B,24,24-5,H,5,W,70/72-FORAM,0,2,221.9,221.92,,C [A103],G [P32],,R,F,F,R,,R,,,R,,R,,,R,,,R,F,,,,,R,P,P,,,P,P,P,,,P,,,,,P,,P,,R,P,F,,R,A,R,,R,,,,,,,,,361-U1479B-24H-5-W 70/72-FORAM,,
361,U1479,B,24,24-CC,H,CC,PAL,FORAM,0,5,225,225.05,,C [A103],G [P32],,,A,A,R,,P,P,,R,,,,,P,,,,A,P,,,,P,R,P,,,R,R,P,F,R,,,,P,,R,,,,R,,A,,F,F,R,,,,,R,,,,,,361-U1479B-24H-CC-PAL-FORAM,,
361,U1479,B,25,25-1,H,1,W,70/72-FORAM,0,2,225.4,225.42,,C [A103],G [P32],,R,A,A,R,,F,,,R,,P,,,R,,,,F,,,,,R,R,R,,,R,R,R,,R,,,,P,,R,,,,R,P,A,,P,P,R,,R,,,,,,,,,361-U1479B-25H-1-W 70/72-FORAM,,
361,U1479,B,25,25-3,H,3,W,70/72-FORAM,0,2,228.4,228.42,,C [A103],G [P32],,R,A,A,R,,R,P,,F,,R,,,R,,,,F,,,,,R,F,R,,,,F,R,R,R,,,,P,,,,,,,P,F,,,,,,,,,P,,,,,,361-U1479B-25H-3-W 70/72-FORAM,,
361,U1479,B,25,25-5,H,5,W,70/72-FORAM,0,2,231.4,231.42,,C [A103],G [P32],,R,A,A,R,,R,P,,R,,,,,R,,,,F,,,,,R,R,R,,R,,F,R,,P,,,,P,,,,,,,P,A,,,F,R,,R,,,R,,,,,,361-U1479B-25H-5-W 70/72-FORAM,,
361,U1479,B,25,25-CC,H,CC,PAL,FORAM,0,5,234.54,234.59,,C [A103],G [P32],,P,A,A,R,,P,P,,F,,R,,,R,,,,R,P,,,,P,R,P,,,P,F,P,R,P,,,,P,,P,,,,R,P,A,,A,F,P,,R,,,R,,,,,,361-U1479B-25H-CC-PAL-FORAM,,
361,U1479,B,26,26-1,H,1,W,70/72-FORAM,0,2,234.9,234.92,,C [A103],G [P32],,P,A,A,P,,P,P,,F,,P,,,R,,,,R,,,,,P,,P,,,P,F,P,P,P,,,,,,R,,,,P,P,P,,R,F,P,,,,,,,,,,,361-U1479B-26H-1-W 70/72-FORAM,,
361,U1479,B,26,26-3,H,3,W,70/72-FORAM,0,2,237.9,237.92,"B Globorotalia tumida [Atl.] (Gradstein et al., 2012)",C [A103],G [P32],,P,A,A,P,,P,P,,R,,P,,,R,,,,P,,,,,P,P,P,,,,P,P,P,P,,,,P,,P,P,,,P,P,P,,P,,P,,,,P,,,,,,,361-U1479B-26H-3-W 70/72-FORAM,,
361,U1479,B,26,26-5,H,5,W,70/72-FORAM,0,2,240.9,240.92,,C [A103],G [P32],,R,A,P,P,,P,P,,R,,R,,,R,,,R,R,,,,,R,,R,,,P,F,P,P,P,,,,,P,P,,,,P,P,P,,P,P,R,,P,,,,,,,,,361-U1479B-26H-5-W 70/72-FORAM,,
361,U1479,B,26,26-CC,H,CC,PAL,FORAM,0,5,244.14,244.19,,C [A103],G [P32],,P,A,A,P,,P,P,P,F,,R,,,P,P,,R,P,,,,,P,F,P,,,P,A,,,R,,,,,,F,,,,F,R,P,,A,F,P,,P,,,R,,,,,,361-U1479B-26H-CC-PAL-FORAM,,
361,U1479,B,27,27-1,H,1,W,70/72-FORAM,0,2,244.4,244.42,,C [A103],G [P32],,R,A,A,R,,R,,,R,,R,,,R,,,R,F,,,,,R,R,R,,,R,F,R,R,R,,,,,,,,,,,R,R,,,,,,,,,R,,,,,,361-U1479B-27H-1-W 70/72-FORAM,,
361,U1479,B,27,27-3,H,3,W,70/72-FORAM,0,2,247.4,247.42,,C [A103],M [P32],,P,P,P,,,P,,,P,,P,,,P,,,P,F,,,,,R,,R,,,R,F,R,R,,,,,,,,,,,,,R,,R,,R,,,,P,P,,,,,,361-U1479B-27H-3-W 70/72-FORAM,,
361,U1479,B,27,27-5,H,5,W,70/72-FORAM,0,2,250.4,250.42,,C [A103],G [P32],,P,P,P,P,,P,P,,P,,P,,,P,,,P,F,,,,,P,,P,,,R,F,R,,,,,,,,,,,,,P,F,,R,R,R,,,,,,,,,,,361-U1479B-27H-5-W 70/72-FORAM,,
361,U1479,B,27,27-CC,H,CC,PAL,FORAM,0,5,253.29,253.34,,C [A103],G [P32],,P,F,F,P,,R,P,,F,,F,,,R,P,,R,R,,,,,R,R,P,,,,F,P,R,R,,,,,,R,P,,,F,P,A,,A,F,P,,,,P,P,,,,,,361-U1479B-27H-CC-PAL-FORAM,,
361,U1479,B,28,28-1,H,1,W,70/72-FORAM,0,2,253.9,253.92,,F [A103],M [P32],,,R,R,,,R,R,,,,R,,,R,,,R,R,,,,,R,,R,,,R,R,R,,,,,P,P,,,,,,,,F,,,,R,,P,,,,,,,,,361-U1479B-28H-1-W 70/72-FORAM,,
361,U1479,B,28,28-3,H,3,W,70/72-FORAM,0,2,256.9,256.92,,F [A103],M [P32],,,R,R,,,,,,R,,R,,,R,,,R,,,,,,P,P,,,,P,A,,,P,,,,,,,,,,,,P,,P,,P,,,,P,P,,,,,,361-U1479B-28H-3-W 70/72-FORAM,,
361,U1479,B,28,28-5,H,5,W,72/72-FORAM,0,0,259.92,259.92,,A [A103],G [P32],,P,A,F,,,P,,,,,,,,R,,,R,R,,,,,R,,R,,,P,A,,,,,,,,,,,,,,,F,,,,R,,,,,,,,,,,361-U1479B-28H-5-W 72/72-FORAM,,
361,U1479,B,28,28-CC,H,CC,PAL,FORAM,0,5,263.17,263.22,,A [A103],G [P32],,R,F,F,P,,R,P,,F,,F,,,R,,,F,R,,,,,R,R,P,,,,F,R,R,P,,,,,,R,,,,F,P,A,,A,F,P,,,,,,,,,,,361-U1479B-28H-CC-PAL-FORAM,,
361,U1479,B,29,29-1,H,1,W,70/72-FORAM,0,2,263.4,263.42,,A [A103],G [P32],,P,P,P,P,,P,,,P,,P,,,P,,,P,P,,,,,P,P,P,,,P,P,P,,P,,,,,,P,,,,P,,P,,P,P,P,,,,,P,,,,,,361-U1479B-29H-1-W 70/72-FORAM,,
361,U1479,B,29,29-3,H,3,W,70/72-FORAM,0,2,266.4,266.42,,A [A103],G [P32],,P,P,P,P,,P,,,P,,P,,,P,,,P,P,P,,,,P,P,P,,,P,P,P,P,P,,,,P,,P,P,R,,P,P,P,,,F,P,,P,,P,P,,,,,,361-U1479B-29H-3-W 70/72-FORAM,,
361,U1479,B,29,29-5,H,5,W,70/72-FORAM,0,2,269.4,269.42,,C [A103],G [P32],,P,P,P,P,,P,P,,P,,P,,,P,,,P,P,P,,,,P,,P,,,P,P,,,P,,,,,,P,P,,,P,P,P,P,P,,P,,,,P,P,,,,,,361-U1479B-29H-5-W 70/72-FORAM,,
361,U1479,B,29,29-CC,H,CC,PAL,FORAM,0,5,272.08,272.13,,C [A103],M [P32],,P,R,F,P,,R,,,P,,P,,,R,,,F,F,,,,,,R,P,,,P,,,,P,,,,P,,R,,,,R,,A,,A,,P,,P,,,P,,,,,,361-U1479B-29H-CC-PAL-FORAM,,
361,U1479,B,30,30-1,H,1,W,70/72-FORAM,0,2,272.9,272.92,,C [A103],M [P32],,P,R,,P,,P,,,P,,P,,R,R,,,F,F,,,,,P,,P,,,P,P,,,P,,,,,,R,,,,R,,,,,,P,,P,,P,P,,,,,,361-U1479B-30H-1-W 70/72-FORAM,,
361,U1479,B,30,30-3,H,3,W,70/72-FORAM,0,2,275.9,275.92,,C [A103],M [P32],,P,R,,P,,,,,,,P,,R,R,,,,F,,,,,,,,,,P,,,,P,,,,,,R,,,,R,,,,R,,P,,,,,,,,,,,361-U1479B-30H-3-W 70/72-FORAM,,
361,U1479,B,30,30-5,H,5,W,70/72-FORAM,0,2,278.9,278.92,,C [A103],M [P32],,P,R,,P,,,,,P,,P,,,R,,,,F,,,,,P,,,,,P,,,,P,,,,,,R,,,,R,,,,F,P,P,,,,,P,,,,,,361-U1479B-30H-5-W 70/72-FORAM,,
361,U1479,B,30,30-CC,H,CC,PAL,FORAM,0,5,282.2,282.25,,C [A103],M [P32],,P,R,F,P,,P,,,P,,R,,,R,,,,F,,,,,P,,,,,P,,P,,P,,,,,,R,,,,F,,,,P,F,P,,,,P,P,,,,,,361-U1479B-30H-CC-PAL-FORAM,,
361,U1479,B,31,31-1,H,1,W,75/77-FORAM,0,2,282.45,282.47,,C [A103],M [P32],,P,P,P,P,,P,,,,,P,,,P,,,,P,P,,,P,P,P,P,,,P,P,P,,P,,,,,,P,,,,P,P,,P,P,P,P,,,,,P,,,,,,361-U1479B-31H-1-W 75/77-FORAM,,
361,U1479,B,31,31-3,H,3,W,60/62-FORAM,0,2,285.3,285.32,,C [A103],G [P32],,,P,P,P,,P,,,P,,P,,,P,P,,P,P,P,,,P,P,,P,,,P,P,,P,P,,,,,,P,P,,,P,P,,P,P,P,P,,P,,P,P,,,,,,361-U1479B-31H-3-W 60/62-FORAM,,
361,U1479,B,31,31-5,H,5,W,70/72-FORAM,0,2,288.4,288.42,,C [A103],G [P32],,,P,P,P,,P,,,P,,P,,,P,,,P,P,P,,,P,,P,P,,,,,,P,P,,,,,,P,,,,P,P,,P,P,P,P,,,,,P,,,,,,361-U1479B-31H-5-W 70/72-FORAM,,
361,U1479,B,31,31-CC,H,CC,PAL,FORAM,0,5,291.63,291.68,,C [A103],G [P32],,,R,F,P,,P,,,P,,P,,,P,,,F,P,,,,,P,,P,,,P,R,P,,,,,,,,R,,,,F,,,F,,,R,,P,,,P,,,,,,361-U1479B-31H-CC-PAL-FORAM,,
361,U1479,B,32,32-4,H,4,W,70/72-FORAM,0,2,296.4,296.42,,C [A103],M [P32],,P,P,P,P,,,,P,P,,P,,,P,,,P,,,,,,,P,P,,,P,,,,P,,,,,,,,,,,,,P,P,P,P,,,,,P,,,,,,361-U1479B-32H-4-W 70/72-FORAM,,
361,U1479,B,32,32-5,H,5,W,5/7-FORAM,0,2,297.25,297.27,,R [A103],P [P32],,P,,,P,,,,,,,P,,,P,P,,P,,,,,,,,P,P,,,,,,P,,,,,,P,P,P,,P,,,P,P,P,P,,,,,P,,,,,,361-U1479B-32H-5-W 5/7-FORAM,,
361,U1479,B,32,32-CC,H,CC,PAL,FORAM,0,5,300.98,301.03,,A [A103],G [P32],,,P,F,P,,,,,R,,R,,,R,,,F,R,,,,,P,,P,,,P,R,,,P,,,,,,R,,,,F,,P,,F,A,R,,P,,P,,,,,,,361-U1479B-32H-CC-PAL-FORAM,,
