Exp,Site,Hole,Core,Type,Section,Top Depth [m],Preservation,Group Abundance,Marine,Actinocylus actinochilus,Actinocylus karstenii,Actinoptychus bipunctatus,Actinoptychus senarius,Coscinodiscus radiatus,Delphineis spp.,Diploneis splendida,Fragilariopsis cylindrica,Fragilariopsis fossilis,Fragilariopsis kerguelensis,Fragilariopsis obliquecostata,Grammatophora sp.,Hemidiscus karstenii,Hemidiscus sp. 1 of Zielinski & Gersonde (2002),Hyalodiscus sp.,Rhizosolenia hebetata,Rhizosolenia hebetata f. hiemalis,Stephanopyxis turris,Stephanopyxis spp.,Thalassiosira eccentrica,Thalassiosira fasciculata,Thalassiosira gracilis,Thalassiosira lentiginosa,Thalassiosira oestrupii,Thalassiosira spp.,Thalassiothrix longissima,,Coastal upwelling,Resting spores of Chaetoceros,,Coastal,Paralia sulcata,Thalassionema nitzschioides,,Fresh or brackish water,Aulacoseira granulata,Cocconeis fasciolata,Cyclotella spp.,Navicula spp.,Nitzschia? sp. 1,Pinularia sp.,Pleurosigma directum,Comments,,,,,,Top [cm],Bottom [cm],Bottom Depth [m],A/W,Sample,eodp_id
317,U1352,D,3,H,CC,22.33,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352D-3H-CC,ab76d26568c8f3f46bf764ad67003174
317,U1352,D,4,H,CC,32.6,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352D-4H-CC,41d3195904ebc12e7213d53b5324739f
317,U1352,D,5,H,CC,41.98,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,317-U1352D-5H-CC,afef59afe2697ca32eb506ad8675a854
317,U1352,D,6,H,CC,51.26,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,317-U1352D-6H-CC,053705092f9c56506e8d8cf6a01d5cfa
317,U1352,D,7,H,CC,60.32,M,F,,,,,,,,,,,X,,,,,,,,,,X,,,X,,,,,,X,,,R,X,,,,,,X,X,,,,,,,,,,,,,317-U1352D-7H-CC,33789317a308b5446666cea5235e5671
317,U1352,D,8,H,CC,70,,B,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352D-8H-CC,f0cf05bcf461ea60704d1f2040585644
317,U1352,D,9,H,CC,79.8,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352D-9H-CC,751068b13fbe16250b2df1ca339385af
317,U1352,D,10,H,CC,88.92,M,F,,,,,,,X,,X,,X,X,,,,,,,,,,,,X,X,X,,,,X,,,R,,,,,,,,X,,,,,,,,,,,,,317-U1352D-10H-CC,6129ad8f695049e46998148d7a0998f7
317,U1352,D,11,H,CC,98.23,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,317-U1352D-11H-CC,ac097a69ef2bc4d599b6fd07006dd11a
317,U1352,D,12,H,CC,108.06,P,X,,,,,,,,,,,,,,X,,,,,,,,X?,,,X,X,,,,X,,,R,X,,,,,,X,,,,HO: H. karstenii (0.28-0.33 Ma),,,,,,,,,,317-U1352D-12H-CC,ab917a75ef5ad1221f6b2e8f8c43c17b
317,U1352,D,13,H,CC,117.72,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352D-13H-CC,2297e81262e13fb1d204773bb0ad8b7a
317,U1352,D,14,H,CC,127.61,P,X,,,,,,,,,X,,X,,X,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352D-14H-CC,497a9728cff4d5949c36741464191536
