Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Triquetrorhabdulus milowii	Triquetrorhabdulus carinatus	Sphenolithus moriformis	Sphenolithus dissimilis	Sphenolithus delphix	Sphenolithus compactus	Reticulofenestra haqii	Discoaster deflandrei	Cyclicargolithus floridanus	Coccolithus pelagicus	Coccolithus miopelagicus	Calcidiscus leptoporus	Triquetrorhabdulus rugosus	Reticulofenestra gelida	Ericsonia obruta	Discoaster variabilis	Helicosphaera granulata	Coronocyclus nitescens	Helicosphaera intermedia	Hayaster perplexus	Sphenolithus conicus	Reticulofenestra minutula	Pontosphaera spp.	Helicosphaera carteri	Coccolithus streckerii	Calcidiscus premacintyrei	Discoaster adamanteus	Calcidiscus macintyrei	Reticulofenestra minuta	Reticulofenestra pseudoumbilica	Scyphosphaera spp.	Tetralithoides symeonidesii	Discoaster druggii	Sphenolithus abies	Sphenolithus belemnos	Discoaster spp.	Dictyococcites productus	Helicosphaera euphratis	Cyclolithella annula	Sphenolithus heteromorphus	Discoaster exilis	Discoaster formosus	Discoaster brouweri	Discoaster kugleri	Discoaster challengeri	Discoaster prepentaradiatus	Discoaster bollii	Catinaster coalitus	Discoaster surculus	Discoaster neohamatus	Discoaster calcaris	Discoaster bellus	Discoaster hamatus	Catinaster calyculus	Discoaster pansus	Discoaster neorectus	Discoaster pentaradiatus	Discoaster triradiatus	Discoaster loeblichii	Discoaster asymmetricus	Discoaster berggrenii	Discoaster quinqueramus	Helicosphaera wallichii	Amaurolithus primus	Discoaster blackstockae	Amaurolithus delicatus	Amaurolithus amplificus	Sphenolithus grandis	Coccolithus crassipons	Helicosphaera neogranulata	Umbilicosphaera sibogae	Scapholithus fossilis	Reticulofenestra asanoi	Ceratolithus acutus	Syracosphaera pulchra	Oolithotus fragilis	Gephyrocapsa aperta	Ceratolithus rugosus	Amaurolithus tricorniculatus	Rhabdosphaera stylifera	Helicosphaera sellii	Pseudoemiliania lacunosa	Gephyrocapsa sp. (small)	Helicosphaera hyalina	Discoaster decorus	Reticulofenestra ampla	Discolithina japonica	Rhabdosphaera clavigera	Gephyrocapsa sinuosa	Comment

  SR	                 	                 	NN11              	              	130	 806	B	 24	H	CC	  24.00	    225.4700	Takayama 	Nannofossils                                 	               	                  	                          	                            	                       	                       	                    	                      	18                    	                     	                           	2                    	                        	8                     	1                         	14                     	                	                     	1                      	?                     	                        	                  	                    	2                        	T                	T                    	                      	T                        	                     	3                     	94                     	1                              	T                 	T                          	                  	54                	                     	1              	1                       	                       	T                   	                          	                 	                   	T                  	                  	                      	                           	                 	                   	T                  	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	T                    	T                      	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN11              	              	130	 806	B	 25	H	 4	  26.00	    229.7600	Takayama 	Nannofossils                                 	               	                  	                          	                            	                       	                       	                    	4                     	11                    	                     	                           	7                    	                        	12                    	4                         	10                     	                	T                    	T                      	?                     	                        	T                 	                    	12                       	                 	1                    	                      	1                        	                     	1                     	61                     	11                             	                  	                           	                  	58                	                     	               	1                       	                       	T                   	                          	                 	                   	T                  	                  	T                     	                           	                 	                   	T                  	                     	                   	                 	                  	                    	                 	?                   	T                       	T                     	                     	                       	1                    	1                      	?                      	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 4.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN11              	              	130	 806	B	 25	H	CC	   8.00	    234.9300	Takayama 	Nannofossils                                 	               	                  	                          	                            	1                      	                       	                    	                      	17                    	                     	                           	1                    	                        	10                    	1                         	8                      	                	                     	1                      	                      	                        	T                 	                    	17                       	T                	T                    	                      	3                        	                     	T                     	71                     	12                             	T                 	                           	                  	53                	                     	1              	2                       	                       	T                   	                          	                 	                   	1                  	                  	                      	                           	                 	                   	?                  	                     	                   	1                	                  	                    	                 	                    	T                       	                      	                     	T                      	                     	                       	                       	                   	?                      	T                     	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN11              	              	130	 806	B	 26	H	 4	  26.00	    239.2600	Takayama 	Nannofossils                                 	               	                  	                          	                            	T                      	                       	                    	1                     	17                    	                     	                           	2                    	                        	15                    	1                         	6                      	                	                     	T                      	                      	                        	T                 	                    	21                       	                 	1                    	                      	1                        	                     	                      	62                     	6                              	T                 	1                          	                  	58                	                     	               	4                       	                       	1                   	                          	                 	                   	T                  	                  	                      	                           	                 	                   	1                  	                     	                   	T                	                  	                    	                 	T                   	                        	                      	                     	?                      	T                    	1                      	?                      	T                  	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 1.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN11              	              	130	 806	B	 26	H	CC	  19.00	    244.3800	Takayama 	Nannofossils                                 	               	                  	                          	                            	?                      	                       	                    	3                     	27                    	                     	                           	7                    	                        	12                    	T                         	7                      	                	T                    	T                      	                      	                        	T                 	                    	52                       	                 	                     	1                     	1                        	                     	T                     	23                     	9                              	T                 	                           	                  	52                	                     	1              	                        	                       	1                   	                          	?                	                   	1                  	                  	                      	                           	                 	                   	T                  	                     	                   	?                	                  	                    	                 	                    	                        	                      	                     	                       	                     	1                      	                       	T                  	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 2.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN11              	              	130	 806	B	 27	H	 4	  26.00	    248.7600	Takayama 	Nannofossils                                 	               	                  	                          	                            	T                      	                       	                    	4                     	38                    	                     	                           	1                    	                        	15                    	1                         	1                      	                	T                    	T                      	?                     	                        	T                 	                    	32                       	T                	T                    	                      	T                        	?                    	T                     	37                     	2                              	T                 	1                          	                  	62                	                     	               	2                       	                       	2                   	                          	                 	                   	T                  	                  	                      	                           	                 	                   	T                  	                     	                   	?                	                  	                    	                 	T                   	                        	                      	                     	?                      	?                    	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 2.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN11              	              	130	 806	B	 27	H	CC	  15.00	    253.9200	Takayama 	Nannofossils                                 	               	                  	                          	                            	                       	                       	                    	                      	40                    	                     	                           	1                    	                        	17                    	T                         	                       	1               	T                    	T                      	?                     	                        	                  	                    	37                       	T                	1                    	?                     	1                        	                     	1                     	46                     	                               	T                 	                           	                  	52                	                     	               	1                       	                       	2                   	                          	                 	                   	T                  	                  	?                     	                           	                 	                   	T                  	                     	                   	?                	                  	                    	                 	T                   	T                       	?                     	                     	                       	T                    	T                      	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN11              	              	130	 806	B	 28	H	 4	  26.00	    258.2600	Takayama 	Nannofossils                                 	               	                  	                          	                            	                       	                       	                    	                      	40                    	                     	                           	3                    	                        	3                     	T                         	                       	2               	T                    	T                      	1                     	                        	                  	                    	12                       	T                	1                    	                      	T                        	                     	T                     	70                     	                               	T                 	                           	                  	63                	                     	               	5                       	                       	T                   	                          	                 	                   	T                  	                  	                      	                           	                 	                   	T                  	                     	                   	?                	                  	                    	                 	                    	                        	                      	                     	                       	T                    	?                      	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN11              	              	130	 806	B	 28	H	CC	  12.00	    263.4700	Takayama 	Nannofossils                                 	               	                  	                          	                            	T                      	                       	                    	1                     	54                    	                     	                           	T                    	                        	12                    	T                         	                       	1               	T                    	1                      	                      	                        	                  	                    	20                       	                 	T                    	                      	T                        	                     	T                     	70                     	                               	T                 	T                          	                  	39                	                     	               	                        	                       	2                   	                          	                 	                   	T                  	                  	T                     	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	T                    	?                      	?                      	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN11              	              	130	 806	B	 29	H	 4	  26.00	    267.7600	Takayama 	Nannofossils                                 	               	                  	                          	                            	                       	                       	                    	3                     	63                    	                     	                           	5                    	                        	9                     	T                         	1                      	                	T                    	T                      	?                     	?                       	T                 	                    	15                       	                 	T                    	?                     	T                        	                     	2                     	47                     	                               	T                 	T                          	                  	53                	                     	               	                        	                       	2                   	                          	                 	                   	T                  	                  	                      	                           	                 	                   	                   	?                    	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	T                    	                       	?                      	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN11              	              	130	 806	B	 29	H	CC	  14.00	    272.8500	Takayama 	Nannofossils                                 	               	                  	                          	                            	1                      	                       	                    	2                     	41                    	                     	                           	8                    	?                       	12                    	T                         	1                      	                	1                    	T                      	?                     	                        	                  	                    	13                       	                 	2                    	?                     	T                        	                     	1                     	15                     	                               	T                 	                           	                  	99                	                     	               	                        	                       	2                   	                          	                 	                   	1                  	                  	                      	                           	                 	                   	T                  	T                    	                   	                 	                  	                    	                 	                    	                        	?                     	                     	T                      	T                    	1                      	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN11              	              	130	 806	B	 30	H	 4	  26.00	    277.2600	Takayama 	Nannofossils                                 	               	                  	                          	                            	2                      	                       	                    	2                     	54                    	                     	                           	5                    	                        	12                    	T                         	1                      	                	2                    	1                      	                      	                        	                  	                    	9                        	                 	T                    	                      	1                        	                     	T                     	39                     	                               	1                 	                           	                  	70                	                     	               	1                       	                       	?                   	                          	                 	                   	T                  	                  	                      	                           	                 	                   	                   	T                    	                   	?                	                  	                    	                 	                    	T                       	                      	                     	                       	T                    	T                      	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN11              	              	130	 806	B	 30	H	CC	  23.00	    282.5900	Takayama 	Nannofossils                                 	               	                  	                          	                            	4                      	                       	                    	2                     	30                    	                     	                           	6                    	                        	11                    	1                         	                       	                	T                    	1                      	                      	                        	                  	                    	9                        	                 	2                    	?                     	4                        	                     	3                     	27                     	                               	T                 	                           	                  	99                	                     	               	                        	                       	1                   	                          	                 	                   	T                  	                  	T                     	                           	                 	                   	?                  	                     	                   	?                	                  	                    	                 	                    	                        	                      	                     	?                      	T                    	T                      	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN10              	              	130	 806	B	 31	H	 4	  26.00	    286.7600	Takayama 	Nannofossils                                 	               	                  	                          	                            	2                      	                       	                    	8                     	26                    	                     	                           	12                   	1                       	29                    	3                         	1                      	                	7                    	4                      	                      	                        	T                 	                    	2                        	1                	T                    	                      	T                        	                     	T                     	33                     	1                              	1                 	                           	                  	60                	                     	               	                        	                       	3                   	                          	                 	                   	4                  	                  	                      	                           	                 	                   	                   	2                    	                   	?                	                  	                    	                 	?                   	                        	?                     	                     	                       	?                    	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN10              	              	130	 806	B	 31	H	CC	  23.00	    291.9800	Takayama 	Nannofossils                                 	               	                  	                          	                            	18                     	                       	                    	                      	39                    	?                    	                           	8                    	?                       	21                    	T                         	                       	                	T                    	3                      	                      	                        	T                 	                    	2                        	                 	T                    	                      	6                        	                     	T                     	34                     	                               	                  	                           	                  	65                	                     	               	3                       	                       	                    	                          	                 	                   	T                  	                  	                      	                           	                 	                   	                   	?                    	                   	?                	                  	                    	?                	                    	T                       	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 1.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN10              	              	130	 806	B	 32	H	 4	  26.00	    296.2600	Takayama 	Nannofossils                                 	               	                  	                          	                            	15                     	                       	                    	                      	7                     	                     	                           	4                    	                        	13                    	1                         	                       	                	1                    	2                      	                      	                        	                  	                    	5                        	                 	1                    	                      	2                        	                     	1                     	17                     	                               	2                 	                           	                  	122               	                     	               	1                       	                       	?                   	                          	                 	                   	1                  	                  	T                     	                           	                 	                   	?                  	?                    	?                  	1                	                  	                    	                 	?                   	                        	?                     	T                    	?                      	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 4.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN10              	              	130	 806	B	 32	H	CC	   6.00	    301.3800	Takayama 	Nannofossils                                 	               	                  	                          	                            	T                      	                       	                    	4                     	5                     	                     	                           	8                    	2                       	35                    	1                         	                       	2               	T                    	2                      	                      	                        	1                 	                    	                         	                 	T                    	                      	9                        	                     	2                     	49                     	                               	T                 	2                          	                  	73                	                     	               	2                       	                       	1                   	                          	                 	                   	T                  	                  	                      	                           	                 	                   	                   	2                    	                   	?                	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN10              	              	130	 806	B	 33	H	 4	  26.00	    305.7600	Takayama 	Nannofossils                                 	               	                  	                          	                            	6                      	                       	                    	6                     	                      	                     	                           	10                   	2                       	28                    	2                         	                       	1               	T                    	7                      	                      	                        	T                 	                    	                         	T                	3                    	                      	5                        	                     	3                     	3                      	                               	1                 	                           	                  	117               	                     	               	                        	                       	4                   	                          	                 	                   	T                  	                  	                      	                           	                 	                   	                   	                     	                   	?                	                  	                    	                 	2                   	T                       	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN10              	              	130	 806	B	 33	H	CC	  23.00	    310.9300	Takayama 	Nannofossils                                 	               	                  	                          	                            	3                      	                       	                    	4                     	                      	                     	                           	31                   	                        	40                    	4                         	                       	                	1                    	2                      	T                     	                        	1                 	                    	                         	2                	T                    	?                     	4                        	                     	4                     	1                      	T                              	                  	                           	                  	83                	                     	5              	                        	                       	4                   	                          	                 	                   	4                  	                  	T                     	                           	                 	                   	                   	2                    	                   	1                	                  	                    	                 	?                   	?                       	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 4.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN10              	              	130	 806	B	 34	H	 4	  26.00	    315.2600	Takayama 	Nannofossils                                 	               	                  	                          	                            	4                      	                       	                    	4                     	T                     	                     	                           	19                   	2                       	28                    	3                         	7                      	                	T                    	2                      	                      	                        	                  	                    	T                        	                 	T                    	?                     	4                        	                     	6                     	2                      	2                              	1                 	                           	                  	95                	                     	3              	                        	                       	2                   	                          	                 	                   	10                 	                  	                      	                           	                 	                   	                   	1                    	1                  	?                	                  	                    	                 	2                   	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 2.from 130SR.Chapter 11.Table 14.pages 198-207.
