Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zeugrhabdotus sisyphus ?,Watznaueria barnesae,Vagalapilla matalosa,Tegumentum octiformis,Rhagodiscus angustus,Prediscosphaera ponticula,Prediscosphaera intercisa,Microrhabdulus decoratus,Glaukolithus diplogrammus,Glaukolithus compactus,Eprolithus floralis,Eiffellithus turriseiffelii,Cretarhabdus angustiforatus,Chiastozygus garrisonii,Biscutum constans,Gartnerago obliquum,Tranolithus phacelosus,Tranolithus manifestus,Stradneria crenulata,Prediscosphaera cretacea,Eprolithus sp. 2,Ahmuellerella octoradiata,Broinsonia enormis,Placozygus fibuliformis,Staurolithites crux,Eprolithus sp. 1,Staurolithus sp.,Lucianorhabdus maleformis,Lucianorhabdus cayeuxii,Lithastrinus moratus,Helicolithus trabeculatus,Eiffellithus eximius,Cretarhabdus conicus,Prediscosphaera spinosa,Prediscosphaera sp.,Kamptnerius magnificus,Eiffellithus gorkae,Corollithion signum,Chiastozygus litterarius,Prediscosphaera cantabrigensis,Rhagodiscus sp.,Chiastozygus sp.,Lithastrinus septenarius,Quadrum gartneri,Micula decussata,Broinsonia furtiva,Reinhardtites anthophorus,Lithastrinus grillii,Lithraphidites carniolensis,Broinsonia parca,Cribrosphaerella ehrenbergii,Tegumentum stradneri,Marthasterites furcatus,Phanulithus obscurus,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 14,R, 3,  38.00,    153.7100,Resiwati ,Nannofossils                                 ,R              ,P                 ,                        ,F                   ,                    ,                     ,                    ,                         ,                         ,                        ,                         ,                      ,?                  ,                           ,                           ,                       ,                 ,R                  ,R                     ,                      ,                    ,                        ,                ,                         ,                  ,                       ,                   ,F               ,                ,                         ,                       ,F                   ,                         ,R                   ,                    ,                       ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 14,R, 4,  38.00,    155.2100,Resiwati ,Nannofossils                                 ,R              ,P                 ,                        ,F                   ,                    ,                     ,                    ,                         ,                         ,                        ,                         ,                      ,                   ,                           ,                           ,                       ,                 ,                   ,R                     ,                      ,                    ,                        ,                ,                         ,                  ,                       ,                   ,                ,                ,                         ,                       ,R                   ,                         ,                    ,                    ,                       ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 14,R,CC,  27.00,    156.6000,Resiwati ,Nannofossils                                 ,R              ,P                 ,                        ,F                   ,                    ,                     ,                    ,                         ,                         ,                        ,                         ,                      ,F                  ,?                          ,                           ,                       ,                 ,                   ,F                     ,                      ,                    ,                        ,F               ,                         ,                  ,R                      ,                   ,                ,                ,                         ,                       ,F                   ,                         ,                    ,                    ,                       ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,R               ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 15,R, 1,  37.00,    160.3700,Resiwati ,Nannofossils                                 ,F              ,P                 ,                        ,C                   ,                    ,                     ,                    ,                         ,                         ,                        ,F                        ,                      ,                   ,                           ,                           ,                       ,                 ,R                  ,                      ,                      ,                    ,                        ,?               ,                         ,                  ,F                      ,                   ,                ,                ,                         ,                       ,R                   ,                         ,                    ,                    ,                       ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,R               ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 15,R, 2,  57.00,    162.0200,Resiwati ,Nannofossils                                 ,R              ,P                 ,                        ,F                   ,                    ,                     ,                    ,                         ,                         ,                        ,R                        ,R                     ,F                  ,R                          ,                           ,                       ,                 ,R                  ,R                     ,                      ,                    ,                        ,                ,                         ,                  ,F                      ,                   ,                ,                ,                         ,                       ,F                   ,                         ,                    ,                    ,                       ,R                  ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,R               ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 15,R, 3,  82.00,    163.7700,Resiwati ,Nannofossils                                 ,R              ,P                 ,                        ,F                   ,                    ,                     ,                    ,                         ,                         ,                        ,R                        ,                      ,                   ,                           ,                           ,                       ,R                ,                   ,                      ,                      ,                    ,                        ,                ,                         ,                  ,R                      ,                   ,                ,                ,                         ,                       ,?                   ,                         ,                    ,                    ,                       ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,?                       ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 15,R, 4,  59.00,    164.9700,Resiwati ,Nannofossils                                 ,R              ,P                 ,                        ,F                   ,                    ,                     ,                    ,                         ,                         ,                        ,R                        ,                      ,                   ,                           ,                           ,                       ,                 ,                   ,                      ,                      ,                    ,                        ,R               ,                         ,                  ,R                      ,                   ,R               ,                ,                         ,                       ,                    ,                         ,                    ,                    ,                       ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 15,R,CC,  20.00,    168.3300,Resiwati ,Nannofossils                                 ,C              ,P                 ,                        ,C                   ,                    ,                     ,                    ,                         ,                         ,                        ,F                        ,                      ,F                  ,R                          ,                           ,                       ,                 ,                   ,                      ,                      ,                    ,                        ,                ,                         ,                  ,                       ,                   ,R               ,                ,                         ,                       ,R                   ,                         ,                    ,                    ,                       ,F                  ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 16,R, 1,  50.00,    170.2000,Resiwati ,Nannofossils                                 ,R              ,                  ,                        ,R                   ,                    ,                     ,                    ,                         ,                         ,                        ,                         ,                      ,?                  ,                           ,                           ,                       ,                 ,                   ,                      ,                      ,                    ,                        ,                ,                         ,                  ,?                      ,                   ,                ,                ,                         ,                       ,                    ,                         ,                    ,                    ,                       ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 16,R, 2,  64.00,    171.7800,Resiwati ,Nannofossils                                 ,R              ,P                 ,                        ,C                   ,                    ,                     ,                    ,                         ,                         ,                        ,                         ,                      ,R                  ,                           ,                           ,                       ,                 ,                   ,                      ,                      ,                    ,                        ,                ,                         ,                  ,R                      ,                   ,                ,                ,                         ,                       ,                    ,                         ,                    ,                    ,                       ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 16,R, 3,  54.00,    173.1800,Resiwati ,Nannofossils                                 ,R              ,                  ,                        ,C                   ,                    ,                     ,                    ,                         ,                         ,                        ,                         ,                      ,                   ,                           ,                           ,                       ,                 ,                   ,                      ,                      ,                    ,                        ,                ,                         ,                  ,                       ,                   ,                ,                ,                         ,                       ,                    ,                         ,                    ,                    ,                       ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 16,R, 4,  55.00,    174.5700,Resiwati ,Nannofossils                                 ,R              ,P                 ,                        ,C                   ,                    ,                     ,                    ,                         ,R                        ,                        ,C                        ,?                     ,R                  ,?                          ,                           ,                       ,                 ,                   ,                      ,                      ,                    ,                        ,R               ,                         ,                  ,F                      ,                   ,                ,                ,                         ,                       ,                    ,                         ,                    ,                    ,                       ,                   ,                      ,                   ,                   ,?                       ,                              ,               ,?               ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 16,R, 5,  76.00,    176.2800,Resiwati ,Nannofossils                                 ,R              ,P                 ,                        ,F                   ,                    ,                     ,                    ,                         ,                         ,                        ,                         ,?                     ,                   ,                           ,                           ,                       ,                 ,                   ,                      ,                      ,                    ,                        ,                ,                         ,                  ,?                      ,                   ,                ,                ,                         ,                       ,R                   ,                         ,                    ,                    ,                       ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 16,R, 6, 111.00,    178.0200,Resiwati ,Nannofossils                                 ,R              ,P                 ,                        ,R                   ,                    ,                     ,                    ,                         ,                         ,                        ,?                        ,                      ,R                  ,                           ,                           ,                       ,                 ,                   ,                      ,                      ,                    ,                        ,                ,                         ,                  ,                       ,                   ,?               ,                ,                         ,                       ,                    ,                         ,                    ,                    ,                       ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 16,R,CC,   0.00,    178.2300,Resiwati ,Nannofossils                                 ,F              ,P                 ,                        ,C                   ,                    ,                     ,                    ,F                        ,                         ,                        ,F                        ,R                     ,F                  ,R                          ,                           ,                       ,R                ,R                  ,                      ,                      ,                    ,                        ,                ,?                        ,                  ,R                      ,                   ,                ,                ,                         ,                       ,?                   ,                         ,                    ,                    ,                       ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 17,R, 1,  70.00,    180.0000,Resiwati ,Nannofossils                                 ,F              ,P                 ,                        ,C                   ,R                   ,                     ,                    ,                         ,                         ,                        ,F                        ,                      ,R                  ,                           ,                           ,R                      ,F                ,R                  ,                      ,                      ,R                   ,                        ,                ,R                        ,                  ,R                      ,                   ,                ,?               ,                         ,                       ,                    ,                         ,R                   ,                    ,                       ,                   ,                      ,                   ,R                  ,                        ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 17,R, 2,  70.00,    181.4800,Resiwati ,Nannofossils                                 ,R              ,P                 ,                        ,C                   ,F                   ,                     ,                    ,                         ,                         ,                        ,F                        ,R                     ,F                  ,R                          ,                           ,R                      ,R                ,R                  ,                      ,                      ,R                   ,                        ,                ,R                        ,                  ,R                      ,                   ,R               ,?               ,                         ,                       ,R                   ,                         ,R                   ,                    ,                       ,                   ,                      ,                   ,R                  ,                        ,                              ,R              ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 17,R, 3,  70.00,    182.9700,Resiwati ,Nannofossils                                 ,R              ,P                 ,                        ,F                   ,                    ,R                    ,R                   ,                         ,                         ,                        ,R                        ,                      ,F                  ,R                          ,                           ,                       ,R                ,R                  ,                      ,                      ,R                   ,                        ,?               ,                         ,                  ,R                      ,                   ,R               ,                ,                         ,                       ,                    ,                         ,                    ,                    ,                       ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 17,R, 4,  17.00,    183.8400,Resiwati ,Nannofossils                                 ,C              ,P                 ,                        ,C                   ,                    ,                     ,                    ,                         ,                         ,                        ,R                        ,F                     ,F                  ,R                          ,                           ,F                      ,?                ,F                  ,                      ,                      ,R                   ,                        ,                ,R                        ,                  ,R                      ,                   ,                ,R               ,                         ,                       ,                    ,                         ,                    ,                    ,                       ,R                  ,                      ,                   ,                   ,                        ,R                             ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 17,R,CC,   0.00,    184.0600,Resiwati ,Nannofossils                                 ,C              ,P                 ,R                       ,C                   ,R                   ,R                    ,R                   ,F                        ,                         ,                        ,?                        ,R                     ,C                  ,F                          ,                           ,R                      ,R                ,R                  ,F                     ,                      ,R                   ,                        ,                ,R                        ,                  ,                       ,                   ,                ,                ,                         ,                       ,F                   ,                         ,                    ,                    ,R                      ,?                  ,R                     ,F                  ,R                  ,R                       ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 18,R, 1,  20.00,    189.2000,Resiwati ,Nannofossils                                 ,R              ,P                 ,                        ,C                   ,R                   ,                     ,                    ,                         ,                         ,                        ,F                        ,F                     ,R                  ,R                          ,                           ,                       ,R                ,R                  ,                      ,                      ,                    ,                        ,                ,R                        ,                  ,F                      ,                   ,                ,                ,                         ,                       ,                    ,                         ,                    ,                    ,R                      ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 18,R, 2, 123.00,    190.8300,Resiwati ,Nannofossils                                 ,F              ,P                 ,R                       ,C                   ,                    ,R                    ,R                   ,F                        ,                         ,?                       ,F                        ,F                     ,F                  ,R                          ,                           ,R                      ,R                ,F                  ,F                     ,R                     ,R                   ,                        ,R               ,F                        ,                  ,F                      ,                   ,                ,F               ,R                        ,F                      ,R                   ,C                        ,R                   ,R                   ,                       ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 18,R, 3,  35.00,    191.4500,Resiwati ,Nannofossils                                 ,F              ,M                 ,                        ,C                   ,                    ,R                    ,                    ,                         ,                         ,                        ,R                        ,                      ,                   ,                           ,                           ,                       ,                 ,                   ,R                     ,                      ,                    ,                        ,R               ,                         ,                  ,                       ,                   ,                ,                ,                         ,                       ,                    ,                         ,                    ,                    ,                       ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 18,R, 6,  18.00,    195.7800,Resiwati ,Nannofossils                                 ,F              ,M                 ,                        ,C                   ,                    ,R                    ,F                   ,                         ,?                        ,                        ,R                        ,                      ,C                  ,F                          ,                           ,F                      ,                 ,R                  ,                      ,                      ,F                   ,                        ,                ,F                        ,                  ,C                      ,R                  ,R               ,                ,                         ,                       ,                    ,                         ,                    ,                    ,                       ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 18,R,CC,  15.00,    198.9200,Resiwati ,Nannofossils                                 ,R              ,P                 ,                        ,F                   ,                    ,                     ,                    ,                         ,                         ,                        ,F                        ,                      ,R                  ,                           ,                           ,                       ,                 ,                   ,                      ,R                     ,                    ,                        ,                ,                         ,                  ,R                      ,                   ,                ,                ,                         ,                       ,                    ,                         ,                    ,                    ,                       ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 19,R, 2,  35.00,    200.5500,Resiwati ,Nannofossils                                 ,R              ,                  ,                        ,R                   ,                    ,                     ,                    ,                         ,                         ,                        ,                         ,                      ,                   ,                           ,                           ,                       ,                 ,                   ,                      ,                      ,                    ,                        ,                ,R                        ,                  ,                       ,                   ,                ,                ,                         ,                       ,                    ,                         ,                    ,                    ,                       ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 19,R, 4,  21.00,    203.4100,Resiwati ,Nannofossils                                 ,R              ,M                 ,R                       ,C                   ,                    ,                     ,                    ,                         ,                         ,                        ,                         ,R                     ,                   ,R                          ,                           ,                       ,R                ,                   ,                      ,R                     ,R                   ,                        ,                ,                         ,R                 ,                       ,                   ,                ,                ,                         ,                       ,                    ,                         ,                    ,                    ,                       ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 19,R, 5,  13.00,    204.8300,Resiwati ,Nannofossils                                 ,R              ,P                 ,R                       ,F                   ,                    ,R                    ,                    ,                         ,                         ,                        ,R                        ,R                     ,F                  ,R                          ,                           ,?                      ,R                ,R                  ,                      ,                      ,R                   ,?                       ,R               ,R                        ,                  ,                       ,                   ,                ,                ,                         ,                       ,                    ,                         ,                    ,                    ,                       ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 19,R, 6,  18.00,    206.3800,Resiwati ,Nannofossils                                 ,F              ,M                 ,                        ,C                   ,                    ,                     ,                    ,                         ,                         ,                        ,                         ,                      ,F                  ,C                          ,                           ,                       ,                 ,                   ,F                     ,F                     ,                    ,                        ,                ,                         ,                  ,                       ,                   ,                ,                ,                         ,                       ,                    ,                         ,                    ,                    ,                       ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 19,R, 7,  36.00,    208.0600,Resiwati ,Nannofossils                                 ,R              ,M                 ,                        ,C                   ,                    ,F                    ,R                   ,                         ,                         ,                        ,F                        ,                      ,R                  ,R                          ,                           ,                       ,                 ,R                  ,                      ,                      ,                    ,                        ,                ,                         ,                  ,                       ,                   ,                ,                ,                         ,                       ,                    ,                         ,                    ,                    ,                       ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Turonian         ,                 ,                  ,              ,121, 755,A, 19,R,CC,  21.00,    208.5900,Resiwati ,Nannofossils                                 ,R              ,M                 ,C                       ,F                   ,R                   ,C                    ,R                   ,?                        ,F                        ,R                       ,C                        ,R                     ,F                  ,R                          ,R                          ,R                      ,R                ,                   ,                      ,                      ,                    ,                        ,                ,                         ,                  ,                       ,                   ,                ,                ,                         ,                       ,                    ,                         ,                    ,                    ,                       ,                   ,                      ,                   ,                   ,                        ,                              ,               ,                ,                        ,                ,                ,                  ,                         ,                    ,                           ,                ,                            ,                    ,                       ,                    ,from ODP Leg 121 SR Chapter 5 Table 4 p 154-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
