Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Tenuitella sp.,Subbotina patagonica,Subbotina angiporoides,Globorotaloides turgida,Globigerinatheka index,Chiloguembelina cubensis,Acarinina matthewsae,Subbotina linaperta,Morozovella spinulosa,Acarinina bullbrooki,Catapsydrax dissimilis,Acarinina collactea,Pseudohastigerina micra,Globorotaloides suteri,Globigerina eocaena,Paragloborotalia nana,Tenuitellinata insolita,Catapsydrax unicavus,Subbotina brevis,Tenuitella patefacta,Acarinina primitiva,Tenuitella munda,Tenuitella gemma,Globigerina officinalis,Globigerina labiacrassata,Globigerina euapertura,Globoturborotalita brazieri,Tenuitella cf. pseudoedita,Globoturborotalita woodi,Globigerinita uvula,Paragloborotalita incognita,Tenuitella angustiumbilicata,Paragloborotalia semivera,Globorotalia zealandica,Globorotalia praescitula,Globigerina bulloides,Neogloboquadrina nympha,Neogloboquadrina continuosa,Globorotalia scitula,Turborotalita quinqueloba,Neogloboquadrina pachyderma,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NK3               ,              ,120, 748,B,  6,H, 5,  40.00,     44.5000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,R                     ,                   ,                     ,                       ,A                   ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,C                          ,R                           ,R                        ,                       ,R                       ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NK3               ,              ,120, 748,B,  6,H, 6,  40.00,     46.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,                      ,                   ,                     ,                       ,A                   ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,R                  ,F                          ,R                           ,R                        ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NK3               ,              ,120, 748,B,  6,H, 7,  40.00,     47.5000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,                      ,                   ,                     ,                       ,F                   ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,F                          ,R                           ,                         ,R                      ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NK3               ,              ,120, 748,B,  6,H,CC,  16.00,     48.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,                      ,                   ,                     ,                       ,A                   ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,F                          ,R                           ,R                        ,R                      ,R                       ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NK2               ,              ,120, 748,B,  7,H, 1,  40.00,     48.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,                      ,                   ,                     ,                       ,A                   ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,R                       ,                   ,F                          ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NK2               ,              ,120, 748,B,  7,H, 2,  40.00,     49.5000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,R                     ,                   ,                     ,                       ,A                   ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,R                       ,                   ,R                          ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NK2               ,              ,120, 748,B,  7,H, 3,  40.00,     51.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,R                     ,                   ,                     ,                       ,A                   ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,C                       ,                   ,F                          ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NK2               ,              ,120, 748,B,  7,H, 4,  40.00,     52.5000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,R                     ,                   ,                     ,                       ,A                   ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,C                          ,                          ,F                       ,                   ,R                          ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NK2               ,              ,120, 748,B,  7,H, 5,  40.00,     54.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,                      ,                   ,                     ,                       ,A                   ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,C                          ,                          ,F                       ,                   ,R                          ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NK1               ,              ,120, 748,B,  7,H, 6,  40.00,     55.5000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,F                     ,                   ,                       ,R                     ,                   ,                     ,                       ,A                   ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,R                          ,                          ,F                       ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NK1               ,              ,120, 748,B,  7,H,CC,  11.00,     57.0400,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,R             ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,F                     ,                   ,                       ,R                     ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,R                          ,                          ,F                       ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NK1               ,              ,120, 748,B,  8,H, 1,  40.00,     57.5000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,R                     ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,C                          ,F                         ,F                       ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NK1               ,              ,120, 748,B,  8,H, 2,  40.00,     59.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,R             ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,R                     ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,rA                       ,                      ,F                          ,                          ,F                       ,R                  ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NK1               ,              ,120, 748,B,  8,H, 3,  40.00,     60.5000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,C             ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,                      ,                   ,                     ,                       ,R                   ,                ,                    ,                   ,                ,                ,                       ,rA                       ,                      ,F                          ,R                         ,F                       ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NK1               ,              ,120, 748,B,  8,H, 4,  40.00,     62.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,rA                       ,                      ,F                          ,R                         ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NK1               ,              ,120, 748,B,  8,H, 5,  40.00,     63.5000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,R                     ,                   ,                     ,                       ,A                   ,                ,                    ,                   ,R               ,                ,                       ,rR                       ,                      ,F                          ,R                         ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,AP16              ,              ,120, 748,B,  8,H, 6,  40.00,     65.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,C             ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,F                   ,                ,                    ,                   ,F               ,                ,                       ,rR                       ,F                     ,F                          ,R                         ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,AP16              ,              ,120, 748,B,  8,H, 7,  40.00,     66.5000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,C             ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,                      ,                   ,                     ,                       ,C                   ,                ,                    ,                   ,F               ,                ,                       ,rR                       ,F                     ,F                          ,R                         ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,AP16              ,              ,120, 748,B,  8,H,CC,  14.00,     67.1800,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,C             ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,                      ,                   ,                     ,                       ,F                   ,                ,                    ,                   ,F               ,                ,                       ,rF                       ,C                     ,F                          ,R                         ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,AP16              ,              ,120, 748,B,  9,H, 1,  40.00,     67.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,C             ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,R                     ,                   ,                     ,                       ,A                   ,                ,                    ,                   ,R               ,                ,                       ,rR                       ,                      ,F                          ,R                         ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,AP16              ,              ,120, 748,B,  9,H, 2,  40.00,     68.5000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,C             ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,                      ,                   ,                     ,                       ,C                   ,                ,                    ,                   ,F               ,R               ,                       ,                         ,F                     ,C                          ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,AP16              ,              ,120, 748,B,  9,H, 3,  40.00,     70.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,C             ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,C                   ,                ,                    ,                   ,F               ,F               ,                       ,                         ,F                     ,C                          ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,AP16              ,              ,120, 748,B,  9,H, 4,  40.00,     71.5000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,C             ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,C                     ,                   ,                     ,                       ,A                   ,                ,                    ,                   ,F               ,F               ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,AP16              ,              ,120, 748,B,  9,H, 5,  40.00,     73.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,C             ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,R                     ,                   ,                     ,                       ,A                   ,                ,                    ,R                  ,F               ,F               ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,AP16              ,              ,120, 748,B,  9,H, 6,  40.00,     74.5000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,C             ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,F                   ,                ,                    ,F                  ,F               ,F               ,                       ,                         ,F                     ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,AP16              ,              ,120, 748,B,  9,H, 7,  40.00,     76.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,C             ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,R                  ,                       ,                      ,                   ,                     ,                       ,F                   ,                ,                    ,F                  ,F               ,F               ,                       ,                         ,F                     ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,AP16              ,              ,120, 748,B,  9,H,CC,   8.00,     76.2900,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,C             ,                    ,                      ,                       ,                      ,R                       ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,-                     ,                   ,                     ,                       ,F                   ,                ,                    ,                   ,F               ,F               ,                       ,                         ,F                     ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,AP16              ,              ,120, 748,B, 10,H, 1,  40.00,     76.5000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,C             ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,C                     ,                   ,                       ,C                     ,                   ,                     ,                       ,C                   ,                ,                    ,F                  ,F               ,F               ,C                      ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,AP16              ,              ,120, 748,B, 10,H, 2,  40.00,     78.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,C             ,                    ,rC                    ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,R                  ,                       ,C                     ,                   ,                     ,                       ,F                   ,                ,                    ,                   ,F               ,F               ,C                      ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,AP16              ,              ,120, 748,B, 10,H, 3,  40.00,     79.5000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,C             ,                    ,rC                    ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,C                     ,                   ,                     ,                       ,R                   ,                ,                    ,                   ,F               ,F               ,C                      ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,AP16              ,              ,120, 748,B, 10,H, 4,  40.00,     81.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,A                     ,                   ,                     ,                       ,                    ,                ,                    ,                   ,R               ,R               ,F                      ,                         ,F                     ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP15              ,              ,120, 748,B, 10,H, 5,  40.00,     82.5000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,rF                    ,                       ,R                     ,                        ,                    ,                   ,                     ,                    ,F                     ,R                  ,                       ,C                     ,                   ,                     ,                       ,                    ,                ,                    ,F                  ,R               ,R               ,R                      ,F                        ,F                     ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,AP15              ,              ,120, 748,B, 10,H, 6,  34.00,     83.9400,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,R                     ,R                  ,                       ,C                     ,                   ,                     ,                       ,                    ,                ,                    ,R                  ,R               ,                ,R                      ,F                        ,C                     ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP15              ,              ,120, 748,B, 10,H, 6,  40.00,     84.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,R                     ,R                  ,                       ,C                     ,                   ,                     ,                       ,                    ,                ,                    ,R                  ,R               ,                ,R                      ,F                        ,C                     ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP15              ,              ,120, 748,B, 10,H,CC,  15.00,     84.2900,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,                      ,                       ,R                     ,F                       ,                    ,                   ,                     ,                    ,R                     ,R                  ,                       ,C                     ,                   ,                     ,                       ,                    ,                ,                    ,                   ,R               ,                ,R                      ,                         ,C                     ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP14(Berggren92)  ,              ,120, 748,B, 11,H, 1,  80.00,     86.4000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,                      ,                       ,                      ,F                       ,                    ,                   ,                     ,                    ,                      ,R                  ,                       ,A                     ,                   ,                     ,                       ,F                   ,                ,                    ,                   ,F               ,F               ,F                      ,R                        ,F                     ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
