Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thalassiosira fraga,Synedra jouseana,Simonseniella praebarboi,Raphidodiscus marylandicus,Coscinodiscus rhombicus,Coscinodiscus marginatus,Azpeitia tabularis/endoi,Stellarima spp.,Azpeitia nodulifera,Thalassionema nitzschioides,Nitzschia maleinterpretaria,Crucidenticula kanayae,Crucidenticula ikebei,Thalassiothrix longissima,Nitzschia sp. 17,Denticulopsis maccollumii,Coscinodiscus lewisianus,Nitzschia grossepunctata,Denticulopsis praelauta,Denticulopsis lauta,Actinocyclus ingens,Simonseniella barboi,Crucidenticula nicobarica,Actinocyclus ingens  var. nodus,Denticulopsis hustedtii,Denticulopsis hyalina,Nitzschia denticuloides,Rouxia naviculoides,Denticulopsis praedimorpha,Denticulopsis lauta s.l.,Denticulopsis dimorpha,Rhizosolenia hebetata,Actinocyclus sp.,Nitzschia heteropolica,Asteromphalus kennettii,Actinoptychus senarius,Rouxia californica,Thalassionema schraderi,Hemidiscus cuneiformis,Denticulopsis hustedtii (closed copula),Denticulopsis hustedtii var. ovata,Denticulopsis hustedtii var. areolata,Nitzschia donahuensis,Thalassiosira oliverana var. sparsa,Thalassiosira oliverana (coarse),Thalassiosira nativa,Thalassiosira miocenica,Thalassionema nitzschioides  var. parva,Nitzschia reinholdii,Nitzschia praecurta,Nitzschia fossilis,Nitzschia aurica,Nitzschia arcula,Neobrunia mirabilis,Hemidiscus triangularus,Hemidiscus sp. 2,Hemidiscus ovalis,Hemidiscus karstenii f.1,Hemidiscus karstenii,Eucampia antarctica,Ethmodiscus sp. (fragments),Dactyliosolen antarcticus,Corethron criophilum,Actinocyclus karstenii,Actinocyclus ingens var. irregularis,Actinocyclus ingens var. A,Thalassiosira striata,Thalassiosira ritscherii,Thalassiosira eccentrica,Rhizosolenia styliformis,Rhizosolenia sp. C,Hemidiscus sp. 1,Denticulopsis meridionalis,Chaetoceros sp. A,Asteromphalus concavus,Actinocyclus ellipticus,Rocella gelida,Coscinodiscus apiculatus,Thalassiosira primalabiata,Rouxia isopolica,Rhizosolenia costata,Nitzschia clementia,Azpeitia tabularis,Paralia sulcata,Trinacria excavata,Thalassiosira oliverana (umbonatus),Thalassiosira oestrupii,Thalassiosira inura,Rouxia heteropolara var. A,Nitzschia lacrima,Porosira sp. A,Rouxia heteropolara,Rhizosolenia sp. D,Actinocyclus curvatulus,Thalassiosira jacksonii,Thalassiosira oliverana,Actinocyclus octonarius var. tenella,Thalassiosira torokina,Asteromphalus parvulus,Thalassiosira fasciculata,Thalassiosira complicata,Stephanopyxis turris,Rouxia diploneides,Navicula wisei,Proboscia alata,Lisitzinia ornata,Chaetoceros lorenzianus spores,Actinocyclus dimorphus,Thalassiosira sp. C,Thalassiosira kolbei,Rhizosolenia sp. B,Nitzschia praeinterfrigidaria,Rouxia antarctica,Nitzschia panduriformis,Nitzschia barronii,Thalassiosira lentiginosa,Nitzschia interfrigidaria,Rhizosolenia sp. A,Nitzschia curta,Nitzschia ritscherii,Thalassiosira webbi,Thalassiosira insigna,Thalassiosira elliptipora,Synedra sp. 1 and 2,Thalassiosira lentiginosa var. ovalis,Rouxia sp. A,Nitzschia weaveri,Actinocyclus sp. B,Thalassiosira vulnifica,Chaetoceros bulbosum,Actinocyclus fasciculatus,Nitzschia separanda,Nitzschia kerguelenis,Nitzschia angulata,Asteromphalus hyalinus,Asteromphalus hookeri,Actinocyclus maccollumii,Actinocyclus actinochilus,Thalassiosira gracilis,Actinocyclus sp. C,Xanthiopyxis antarctica,Thalassiosira antarctica,Pleurosigma sp.,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. dimorpha       ,              ,120, 751,A,  9,H, 5, 105.00,     78.2500,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,A                       ,F                       ,R              ,                   ,                           ,                           ,                      ,                     ,C                        ,                ,                         ,                        ,                        ,                       ,                   ,                   ,F                   ,                         ,                               ,D                      ,                     ,                       ,                   ,                          ,                        ,A                     ,R                    ,R               ,                      ,                       ,                      ,                  ,                       ,                      ,                                       ,                                  ,                                     ,                     ,                                   ,                                ,                    ,                       ,                                       ,                    ,                   ,                  ,                ,                ,                   ,                       ,                ,                 ,                        ,                    ,                   ,                           ,                         ,                    ,                      ,                                    ,                          ,                     ,                        ,                        ,                        ,                  ,                ,                          ,                 ,                      ,                       ,              ,                        ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 14 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. dimorpha       ,              ,120, 751,A,  9,H, 6, 105.00,     79.7500,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,A                       ,F                       ,R              ,                   ,                           ,                           ,                      ,                     ,C                        ,                ,                         ,                        ,                        ,                       ,                   ,                   ,F                   ,                         ,                               ,A                      ,                     ,                       ,                   ,                          ,                        ,D                     ,                     ,R               ,                      ,                       ,                      ,                  ,                       ,                      ,                                       ,                                  ,                                     ,                     ,                                   ,                                ,                    ,                       ,                                       ,                    ,                   ,                  ,                ,                ,                   ,                       ,                ,                 ,                        ,                    ,                   ,                           ,                         ,                    ,                      ,                                    ,                          ,                     ,                        ,                        ,                        ,                  ,                ,                          ,                 ,                      ,                       ,              ,                        ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 14 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. dimorpha       ,              ,120, 751,A,  9,H,CC,  18.00,     81.3100,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,R                       ,R                       ,               ,                   ,                           ,                           ,                      ,                     ,C                        ,                ,                         ,                        ,                        ,                       ,                   ,                   ,                    ,                         ,                               ,F                      ,                     ,                       ,                   ,                          ,                        ,D                     ,R                    ,                ,R                     ,                       ,                      ,                  ,                       ,                      ,                                       ,                                  ,                                     ,                     ,                                   ,                                ,                    ,                       ,                                       ,                    ,                   ,                  ,                ,                ,                   ,                       ,                ,                 ,                        ,                    ,                   ,                           ,                         ,                    ,                      ,                                    ,                          ,                     ,                        ,                        ,                        ,                  ,                ,                          ,                 ,                      ,                       ,              ,                        ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 14 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. dimorpha       ,              ,120, 751,A, 10,H, 1, 105.00,     81.7500,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,C                       ,R                       ,R              ,                   ,                           ,                           ,                      ,                     ,C                        ,                ,                         ,                        ,                        ,                       ,                   ,                   ,                    ,                         ,                               ,A                      ,                     ,                       ,                   ,                          ,                        ,D                     ,                     ,                ,                      ,                       ,                      ,                  ,                       ,                      ,                                       ,                                  ,                                     ,                     ,                                   ,                                ,                    ,                       ,                                       ,                    ,                   ,                  ,                ,                ,                   ,                       ,                ,                 ,                        ,                    ,                   ,                           ,                         ,                    ,                      ,                                    ,                          ,                     ,                        ,                        ,                        ,                  ,                ,                          ,                 ,                      ,                       ,              ,                        ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 14 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. dimorpha       ,              ,120, 751,A, 10,H, 2, 105.00,     83.2500,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,C                       ,R                       ,               ,                   ,                           ,                           ,                      ,                     ,C                        ,                ,                         ,                        ,                        ,                       ,                   ,                   ,R                   ,                         ,                               ,C                      ,                     ,                       ,                   ,                          ,                        ,D                     ,                     ,                ,                      ,                       ,                      ,                  ,                       ,                      ,                                       ,                                  ,                                     ,                     ,                                   ,                                ,                    ,                       ,                                       ,                    ,                   ,                  ,                ,                ,                   ,                       ,                ,                 ,                        ,                    ,                   ,                           ,                         ,                    ,                      ,                                    ,                          ,                     ,                        ,                        ,                        ,                  ,                ,                          ,                 ,                      ,                       ,              ,                        ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 14 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. dimorpha       ,              ,120, 751,A, 10,H, 3, 105.00,     84.7500,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,F                       ,R                       ,               ,                   ,                           ,                           ,                      ,                     ,C                        ,                ,                         ,                        ,                        ,                       ,                   ,                   ,F                   ,                         ,                               ,F                      ,                     ,                       ,                   ,                          ,                        ,D                     ,                     ,                ,                      ,                       ,                      ,                  ,                       ,                      ,                                       ,                                  ,                                     ,                     ,                                   ,                                ,                    ,                       ,                                       ,                    ,                   ,                  ,                ,                ,                   ,                       ,                ,                 ,                        ,                    ,                   ,                           ,                         ,                    ,                      ,                                    ,                          ,                     ,                        ,                        ,                        ,                  ,                ,                          ,                 ,                      ,                       ,              ,                        ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 14 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. dimorpha       ,              ,120, 751,A, 10,H, 4, 105.00,     86.2500,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,F                       ,R                       ,               ,                   ,                           ,                           ,                      ,                     ,C                        ,                ,                         ,                        ,                        ,                       ,                   ,                   ,                    ,                         ,                               ,F                      ,                     ,                       ,                   ,                          ,                        ,D                     ,                     ,R               ,                      ,                       ,                      ,                  ,                       ,                      ,                                       ,                                  ,                                     ,                     ,                                   ,                                ,                    ,                       ,                                       ,                    ,                   ,                  ,                ,                ,                   ,                       ,                ,                 ,                        ,                    ,                   ,                           ,                         ,                    ,                      ,                                    ,                          ,                     ,                        ,                        ,                        ,                  ,                ,                          ,                 ,                      ,                       ,              ,                        ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 14 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. dimorpha       ,              ,120, 751,A, 10,H, 5, 105.00,     87.7500,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,                        ,R                       ,               ,                   ,                           ,                           ,                      ,                     ,C                        ,                ,                         ,                        ,                        ,                       ,                   ,                   ,                    ,                         ,                               ,F                      ,                     ,                       ,                   ,                          ,A                       ,D                     ,                     ,R               ,                      ,                       ,                      ,                  ,                       ,                      ,                                       ,                                  ,                                     ,                     ,                                   ,                                ,                    ,                       ,                                       ,                    ,                   ,                  ,                ,                ,                   ,                       ,                ,                 ,                        ,                    ,                   ,                           ,                         ,                    ,                      ,                                    ,                          ,                     ,                        ,                        ,                        ,                  ,                ,                          ,                 ,                      ,                       ,              ,                        ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 14 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. dimorpha       ,              ,120, 751,A, 10,H, 6, 105.00,     89.2500,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,F                       ,C                       ,F              ,                   ,                           ,                           ,                      ,                     ,C                        ,                ,                         ,                        ,                        ,                       ,                   ,                   ,R                   ,                         ,                               ,F                      ,                     ,                       ,                   ,                          ,D                       ,D                     ,                     ,                ,                      ,                       ,                      ,                  ,                       ,                      ,                                       ,                                  ,                                     ,                     ,                                   ,                                ,                    ,                       ,                                       ,                    ,                   ,                  ,                ,                ,                   ,                       ,                ,                 ,                        ,                    ,                   ,                           ,                         ,                    ,                      ,                                    ,                          ,                     ,                        ,                        ,                        ,                  ,                ,                          ,                 ,                      ,                       ,              ,                        ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 14 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. dimorpha       ,              ,120, 751,A, 10,H,CC,  13.00,     90.5100,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,R                       ,                        ,               ,                   ,                           ,                           ,                      ,                     ,F                        ,                ,                         ,                        ,                        ,                       ,                   ,                   ,R                   ,                         ,                               ,R                      ,                     ,                       ,                   ,                          ,A                       ,A                     ,R                    ,                ,                      ,                       ,                      ,                  ,                       ,                      ,                                       ,                                  ,                                     ,                     ,                                   ,                                ,                    ,                       ,                                       ,                    ,                   ,                  ,                ,                ,                   ,                       ,                ,                 ,                        ,                    ,                   ,                           ,                         ,                    ,                      ,                                    ,                          ,                     ,                        ,                        ,                        ,                  ,                ,                          ,                 ,                      ,                       ,              ,                        ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 14 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. dimorpha       ,              ,120, 751,A, 11,H, 1, 105.00,     91.2500,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,F                       ,C                       ,               ,                   ,                           ,                           ,                      ,                     ,C                        ,                ,                         ,                        ,                        ,                       ,                   ,R                  ,                    ,                         ,                               ,C                      ,                     ,                       ,                   ,                          ,A                       ,D                     ,                     ,                ,                      ,                       ,                      ,                  ,                       ,                      ,                                       ,                                  ,                                     ,                     ,                                   ,                                ,                    ,                       ,                                       ,                    ,                   ,                  ,                ,                ,                   ,                       ,                ,                 ,                        ,                    ,                   ,                           ,                         ,                    ,                      ,                                    ,                          ,                     ,                        ,                        ,                        ,                  ,                ,                          ,                 ,                      ,                       ,              ,                        ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 14 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. dimorpha       ,              ,120, 751,A, 11,H, 2, 105.00,     92.7500,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,                        ,F                       ,               ,                   ,                           ,                           ,                      ,                     ,C                        ,                ,                         ,                        ,                        ,                       ,                   ,F                  ,                    ,                         ,                               ,C                      ,                     ,                       ,                   ,                          ,A                       ,D                     ,                     ,                ,                      ,                       ,                      ,                  ,                       ,                      ,                                       ,                                  ,                                     ,                     ,                                   ,                                ,                    ,                       ,                                       ,                    ,                   ,                  ,                ,                ,                   ,                       ,                ,                 ,                        ,                    ,                   ,                           ,                         ,                    ,                      ,                                    ,                          ,                     ,                        ,                        ,                        ,                  ,                ,                          ,                 ,                      ,                       ,              ,                        ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 14 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. dimorpha       ,              ,120, 751,A, 11,H, 3, 105.00,     94.2500,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,R                       ,R                       ,               ,                   ,                           ,                           ,                      ,                     ,F                        ,                ,                         ,                        ,                        ,                       ,                   ,F                  ,R                   ,                         ,                               ,F                      ,                     ,A                      ,                   ,F                         ,A                       ,D                     ,                     ,                ,                      ,                       ,                      ,                  ,                       ,                      ,                                       ,                                  ,                                     ,                     ,                                   ,                                ,                    ,                       ,                                       ,                    ,                   ,                  ,                ,                ,                   ,                       ,                ,                 ,                        ,                    ,                   ,                           ,                         ,                    ,                      ,                                    ,                          ,                     ,                        ,                        ,                        ,                  ,                ,                          ,                 ,                      ,                       ,              ,                        ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 14 backpocket
