Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Triquetrorhabdulus rugosus/rioensis,Pontosphaera spp.,Coccolithus pelagicus,Ceratolithus cristatus,Calcidiscus macintyrei,Sphenolithus spp.,Sphenolithus dissimilis,Sphenolithus conicus,Geminilithella rotula,Reticulofenestra pseudoumbilicus,Minylitha convallis,Discoaster variabilis,Discoaster brouweri,Discoaster tristellifer,Ceratolithus armatus,Discoaster decorus,Amaurolithus primus,Discoaster surculus,Discoaster pentaradiatus,Reticulofenestra spp.,Helicosphaera carteri,Discoaster quinqueramus/berggrenii,Discoaster intercalaris,Dictyococcites spp.,Calcidiscus leptoporus,Amaurolithus delicatus,Reticulofenestra spp. (circular),Discoaster asymmetricus,Amaurolithus amplificus,Ceratolithus acutus,Syracosphaera spp.,Scyphosphaera spp.,Pseudoemiliania lacunosa,Discoaster triradiatus,Discoaster tamalis,Amaurolithus tricorniculatus,Ceratolithus rugosus,Helicosphaera sellii,Gephyrocapsa spp. small (<4 microns),Catinaster coalitus,Rhabdosphaera spp.,Reticulofenestra spp.,Helicosphaera wallichii,Gephyrocapsa oceanica,Ceratolithus telesmus,Gephyrocapsa spp. large (>5.5 microns),Thoracosphaera spp.,Gephyrocapsa sp. 3,Umbilicosphaera spp.,Emiliania huxleyi,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN13a             ,              ,138, 847,B,  7,H, 1,  60.00,     54.6000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,F                ,F                    ,R                     ,C                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,                   ,                       ,                    ,                  ,                   ,                   ,                        ,                     ,C                    ,                                  ,                       ,                   ,C                     ,                      ,                                ,                       ,                       ,                   ,F                 ,                  ,A                       ,                      ,                  ,                            ,                    ,F                   ,C                                   ,                   ,F                 ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN13a             ,              ,138, 847,B,  7,H, 4,  60.00,     59.1000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,F                ,F                    ,R                     ,F                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,                   ,                       ,                    ,                  ,                   ,                   ,                        ,                     ,C                    ,                                  ,                       ,                   ,C                     ,                      ,                                ,                       ,                       ,                   ,F                 ,                  ,A                       ,                      ,                  ,                            ,                    ,C                   ,F                                   ,                   ,                  ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN13a             ,              ,138, 847,B,  7,H, 5,  60.00,     60.6000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,                 ,F                    ,F                     ,C                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,                   ,                       ,                    ,                  ,                   ,                   ,                        ,                     ,C                    ,                                  ,                       ,                   ,C                     ,                      ,                                ,                       ,                       ,                   ,F                 ,                  ,C                       ,                      ,                  ,                            ,                    ,A                   ,C                                   ,                   ,F                 ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN13a             ,              ,138, 847,B,  7,H, 5, 120.00,     61.2000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,F                ,C                    ,R                     ,C                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,                   ,                       ,                    ,                  ,                   ,                   ,                        ,                     ,C                    ,                                  ,                       ,                   ,C                     ,                      ,                                ,                       ,                       ,                   ,F                 ,                  ,C                       ,                      ,                  ,                            ,                    ,F                   ,R                                   ,                   ,C                 ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN13a             ,              ,138, 847,B,  7,H, 6,  60.00,     62.1000,Raffi    ,Nannofossils                                 ,C              ,G                 ,                                   ,C                ,F                    ,                      ,F                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,T                  ,                       ,                    ,                  ,                   ,                   ,                        ,                     ,F                    ,                                  ,                       ,                   ,C                     ,                      ,                                ,                       ,                       ,                   ,C                 ,                  ,A                       ,                      ,                  ,                            ,                    ,A                   ,R                                   ,                   ,R                 ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12c             ,CN12d         ,138, 847,B,  7,H, 6, 120.00,     62.7000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,R                ,C                    ,R                     ,F                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,C                  ,                       ,                    ,                  ,                   ,                   ,                        ,                     ,R                    ,                                  ,                       ,                   ,C                     ,                      ,                                ,                       ,                       ,                   ,C                 ,                  ,A                       ,F                     ,                  ,                            ,                    ,R                   ,R                                   ,                   ,R                 ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12c             ,CN12d         ,138, 847,B,  7,H, 7,  10.00,     63.1000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,R                ,F                    ,                      ,F                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,F                  ,                       ,                    ,                  ,                   ,                   ,                        ,                     ,C                    ,                                  ,                       ,                   ,C                     ,                      ,                                ,                       ,                       ,                   ,C                 ,                  ,A                       ,R                     ,                  ,                            ,                    ,F                   ,R                                   ,                   ,R                 ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,Common reworked taxa; from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12c             ,CN12d         ,138, 847,B,  7,H, 7,  40.00,     63.4000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,R                ,C                    ,F                     ,C                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,F                  ,                       ,                    ,                  ,                   ,                   ,                        ,                     ,C                    ,                                  ,                       ,                   ,C                     ,                      ,                                ,                       ,                       ,                   ,C                 ,                  ,A                       ,T                     ,                  ,                            ,                    ,R                   ,                                    ,                   ,R                 ,A                    ,R                      ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12c             ,CN12d         ,138, 847,B,  8,H, 1,  60.00,     64.1000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,R                ,C                    ,F                     ,F                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,C                  ,                       ,                    ,                  ,                   ,T                  ,                        ,                     ,A                    ,                                  ,T                      ,                   ,C                     ,                      ,                                ,                       ,                       ,                   ,F                 ,                  ,A                       ,T                     ,                  ,                            ,                    ,A                   ,                                    ,                   ,F                 ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12c             ,CN12d         ,138, 847,B,  8,H, 1, 120.00,     64.7000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,F                ,A                    ,F                     ,A                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,A                  ,                       ,                    ,                  ,                   ,                   ,                        ,                     ,C                    ,                                  ,T                      ,                   ,C                     ,                      ,                                ,                       ,                       ,                   ,C                 ,                  ,A                       ,                      ,                  ,                            ,                    ,F                   ,                                    ,                   ,R                 ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12c             ,CN12d         ,138, 847,B,  8,H, 2,  60.00,     65.6000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,R                ,C                    ,F                     ,F                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,F                  ,                       ,                    ,                  ,                   ,                   ,                        ,                     ,C                    ,                                  ,T                      ,                   ,C                     ,                      ,                                ,                       ,                       ,                   ,F                 ,                  ,A                       ,T                     ,                  ,                            ,                    ,R                   ,                                    ,                   ,                  ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12c             ,CN12d         ,138, 847,B,  8,H, 2, 120.00,     66.2000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,                 ,C                    ,                      ,C                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,C                  ,                       ,                    ,                  ,                   ,                   ,                        ,                     ,C                    ,                                  ,                       ,                   ,C                     ,                      ,                                ,                       ,                       ,                   ,A                 ,                  ,A                       ,                      ,                  ,                            ,                    ,R                   ,                                    ,                   ,F                 ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12c             ,CN12d         ,138, 847,B,  8,H, 3,  60.00,     67.1000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,F                ,C                    ,                      ,F                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,C                  ,                       ,                    ,                  ,                   ,                   ,                        ,                     ,C                    ,                                  ,                       ,                   ,C                     ,                      ,                                ,                       ,                       ,                   ,F                 ,                  ,A                       ,                      ,                  ,                            ,                    ,R                   ,                                    ,                   ,                  ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12c             ,CN12d         ,138, 847,B,  8,H, 3, 120.00,     67.7000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,                 ,C                    ,F                     ,R                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,A                  ,                       ,                    ,                  ,                   ,                   ,                        ,                     ,C                    ,                                  ,                       ,                   ,C                     ,                      ,                                ,                       ,                       ,                   ,A                 ,                  ,A                       ,T                     ,                  ,                            ,                    ,R                   ,                                    ,                   ,                  ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12c             ,CN12d         ,138, 847,B,  8,H, 4,  60.00,     68.6000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,                 ,C                    ,                      ,R                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,C                  ,                       ,                    ,                  ,                   ,                   ,                        ,                     ,C                    ,                                  ,                       ,                   ,C                     ,                      ,                                ,                       ,                       ,                   ,F                 ,                  ,A                       ,                      ,                  ,                            ,                    ,R                   ,                                    ,                   ,                  ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12c             ,CN12d         ,138, 847,B,  8,H, 4, 120.00,     69.2000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,                 ,C                    ,                      ,T                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,C                  ,                       ,                    ,                  ,                   ,                   ,                        ,                     ,C                    ,                                  ,R                      ,                   ,A                     ,                      ,                                ,                       ,                       ,                   ,A                 ,                  ,A                       ,                      ,                  ,                            ,                    ,R                   ,                                    ,                   ,                  ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12c             ,CN12d         ,138, 847,B,  8,H, 5, 120.00,     70.7000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,R                ,A                    ,                      ,C                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,A                  ,                       ,                    ,                  ,                   ,                   ,                        ,                     ,C                    ,                                  ,                       ,                   ,A                     ,                      ,                                ,                       ,                       ,                   ,C                 ,                  ,A                       ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,R                 ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12c             ,CN12d         ,138, 847,B,  8,H, 6,  60.00,     71.6000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,F                ,C                    ,F                     ,F                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,C                  ,                       ,                    ,                  ,                   ,                   ,                        ,                     ,C                    ,                                  ,                       ,                   ,C                     ,                      ,                                ,                       ,                       ,                   ,F                 ,                  ,A                       ,                      ,                  ,                            ,                    ,R                   ,                                    ,                   ,F                 ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12c             ,CN12d         ,138, 847,B,  8,H, 6, 120.00,     72.2000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,F                ,C                    ,                      ,F                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,R                  ,                       ,                    ,                  ,                   ,                   ,                        ,                     ,C                    ,                                  ,                       ,                   ,C                     ,                      ,                                ,                       ,                       ,                   ,C                 ,                  ,A                       ,                      ,                  ,                            ,                    ,R                   ,                                    ,                   ,F                 ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12c             ,CN12d         ,138, 847,B,  9,H, 1,  60.00,     73.6000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,F                ,C                    ,F                     ,F                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,F                  ,                       ,                    ,                  ,                   ,                   ,                        ,                     ,C                    ,                                  ,                       ,                   ,C                     ,                      ,                                ,                       ,                       ,                   ,F                 ,                  ,A                       ,                      ,                  ,                            ,                    ,T                   ,                                    ,                   ,F                 ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12c             ,CN12d         ,138, 847,B,  9,H, 1, 120.00,     74.2000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,R                ,A                    ,R                     ,C                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,C                  ,                       ,                    ,                  ,                   ,                   ,                        ,                     ,C                    ,                                  ,                       ,                   ,A                     ,                      ,                                ,                       ,                       ,                   ,R                 ,                  ,A                       ,                      ,                  ,                            ,                    ,F                   ,                                    ,                   ,R                 ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,Rare reworked taxa; from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12c             ,CN12d         ,138, 847,B,  9,H, 2,  60.00,     75.1000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,C                ,F                    ,R                     ,F                     ,                 ,                       ,                    ,F                    ,                                ,                   ,                     ,F                  ,                       ,                    ,                  ,                   ,T                  ,T                       ,                     ,F                    ,                                  ,                       ,                   ,C                     ,                      ,                                ,R                      ,                       ,                   ,F                 ,                  ,A                       ,                      ,                  ,                            ,                    ,F                   ,                                    ,                   ,C                 ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12c             ,CN12d         ,138, 847,B,  9,H, 2, 120.00,     75.7000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,                 ,A                    ,F                     ,F                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,C                  ,                       ,                    ,                  ,                   ,                   ,                        ,                     ,A                    ,                                  ,                       ,                   ,A                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,A                       ,                      ,                  ,                            ,                    ,F                   ,                                    ,                   ,                  ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12c             ,CN12d         ,138, 847,B,  9,H, 3,  60.00,     76.6000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,F                ,F                    ,R                     ,C                     ,                 ,                       ,                    ,R                    ,                                ,                   ,T                    ,F                  ,                       ,                    ,                  ,                   ,                   ,                        ,                     ,A                    ,                                  ,                       ,                   ,C                     ,                      ,                                ,R                      ,                       ,                   ,                  ,                  ,A                       ,                      ,                  ,                            ,                    ,R                   ,                                    ,                   ,F                 ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12b             ,              ,138, 847,B,  9,H, 3, 120.00,     77.2000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,F                ,A                    ,R                     ,F                     ,                 ,                       ,                    ,R                    ,                                ,                   ,                     ,A                  ,                       ,                    ,                  ,                   ,R                  ,                        ,                     ,C                    ,                                  ,T                      ,                   ,A                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,A                       ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,F                 ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12b             ,              ,138, 847,B,  9,H, 4,  60.00,     78.1000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,F                ,C                    ,F                     ,F                     ,                 ,                       ,                    ,F                    ,                                ,                   ,                     ,F                  ,                       ,                    ,                  ,                   ,F                  ,                        ,                     ,C                    ,                                  ,R                      ,                   ,C                     ,                      ,                                ,                       ,                       ,                   ,R                 ,                  ,A                       ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,F                 ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12b             ,              ,138, 847,B,  9,H, 5,  60.00,     79.6000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,F                ,F                    ,R                     ,F                     ,                 ,                       ,                    ,C                    ,                                ,                   ,T                    ,F                  ,                       ,                    ,                  ,                   ,F                  ,                        ,                     ,C                    ,                                  ,R                      ,                   ,C                     ,                      ,                                ,                       ,                       ,                   ,F                 ,                  ,A                       ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,F                 ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12b             ,              ,138, 847,B,  9,H, 6,  60.00,     81.1000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,F                ,C                    ,                      ,F                     ,                 ,                       ,                    ,F                    ,                                ,                   ,                     ,F                  ,                       ,                    ,                  ,                   ,F                  ,                        ,                     ,C                    ,                                  ,R                      ,                   ,C                     ,                      ,                                ,                       ,                       ,                   ,F                 ,                  ,A                       ,T                     ,                  ,                            ,                    ,R                   ,                                    ,                   ,F                 ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12b             ,              ,138, 847,B,  9,H, 6, 120.00,     81.7000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,F                ,C                    ,R                     ,F                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,A                  ,                       ,                    ,                  ,                   ,R                  ,                        ,                     ,C                    ,                                  ,R                      ,                   ,A                     ,                      ,                                ,T                      ,                       ,                   ,C                 ,                  ,A                       ,                      ,                  ,                            ,                    ,F                   ,                                    ,                   ,F                 ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,Rare reworked taxa; from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12aB            ,              ,138, 847,B,  9,H, 7,  15.00,     82.1500,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,F                ,A                    ,F                     ,F                     ,                 ,                       ,                    ,                     ,                                ,                   ,                     ,A                  ,                       ,                    ,                  ,                   ,T                  ,                        ,                     ,A                    ,                                  ,R                      ,                   ,A                     ,                      ,                                ,                       ,                       ,                   ,C                 ,                  ,C                       ,                      ,R                 ,                            ,                    ,                    ,                                    ,                   ,F                 ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,CN12aB            ,              ,138, 847,B,  9,H, 7,  40.00,     82.4000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,F                ,C                    ,F                     ,C                     ,                 ,                       ,                    ,R                    ,                                ,                   ,                     ,C                  ,                       ,                    ,                  ,                   ,F                  ,                        ,                     ,C                    ,                                  ,F                      ,                   ,C                     ,                      ,                                ,F                      ,                       ,                   ,C                 ,                  ,A                       ,T                     ,F                 ,                            ,                    ,                    ,                                    ,                   ,F                 ,A                    ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 15 pp 262-265
