Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],PF Preservation,% Planktic Foraminifera within whole sample,PF Zone,Comments,Beella digitata,Beella praedigitiata,Bolliella adamsi,Candeina nitida,Cassigerinella chipolensis,Cassigerinella martinezpicoi,Catapsydrax dissimillis,Catapsydrax parvulus,Catapsydrax stainforthi,Catapsydrax unicavus,Clavatorella bermudezi,Dentoglobigerina altispira,Dentoglobigerina altispira globosa,Dentoglobigerina baroemoensis,Dentoglobigerina larmeui,Dentoglobigerina tripartita s. str.,Dentoglobigerina spp.,Globigerina anguliofficinalis,Globigerina angustiumbilicata,Globigerina bulloides,Globigerina ciperoensis,Globigerina eamesi,Globigerina euapertura,Globigerina falconensis,Globigerina gnaucki,Globigerina officinalis,Globigerina praebulloides,Globigerina quinqueloba,Globigerina winkleri,Globigerinatella insueta,Globigerinella calida,Globigerinella obesa,Globigerinella praesiphonifera,Globigerinella siphonifera,Globigerinella spp.,Globigerinita boweni,Globigerinita glutinata,Globigerinita naparimaensis,Globigerinita uvula,Globigerinoides altiaperturus,Globigerinoides bisphericus,Globigerinoides conglobatus,Globigerinoides diminutus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides immaturus,Globigerinoides mitra,Globigerinoides obliquus,Globigerinoides primordius,Globigerinoides quadrilobatus,Globigerinoides ruber,Globigerinoides ruber (pink),Globigerinoides sacculifer,Globigerinoides subquadratus,Globigerinoides trilobus,Globoquadrina binaiensis,Globoquadrina cf. binaiensis,Globoquadrina conglomerata,Globoquadrina dehiscens,Globoquadrina sellii,Globoquadrina venezuelana,Globorotalia (Fohsella) fohsi,Globorotalia (Forsella) fohsi lobata,Globorotalia (Fohsella) fohsi robusta,Globorotalia (Fohsella) peripheroacuta,Globorotalia (Fohsella) peripheroronda,Globorotalia (Fohsella) praefohsi,Globorotalia (Globoconella) conoidea,Globorotalia (Globoconella) conomiozea,Globorotalia (Globoconella) inflata,Globorotalia (Globoconella) miozea,Globorotalia (Globoconella) puncticulata,Globorotalia (Globoconella) sphericomiozea,Globorotalia (Hirsutella) cibaoenisis,Globorotalia (Hirsutella) hirsuta,Globorotalia (Hirsutella) margaritae,Globorotalia (Hirsutella) praemargaritae,Globorotalia (Hirsutella) scitula,Globorotalia (Menardella) archeomenardii,Globorotalia (Menardella) cultrata,Globorotalia (Menardella) exilis,Globorotalia (Menardella) fimbriata,Globorotalia (Menardella) limbata,Globorotalia (Menardella) menardii,Globorotalia (Menardella) multicamerata,Globorotalia (Menardella) pertenuis,Globorotalia (Menardella) praemenardii,Globorotalia (Truncorotalia) tosaensis,Globorotalia (Truncorotalia) truncatulinoides,Globorotalia birnageae,Globorotalia crassaformis crassaformis,Globorotalia crassaformis hessi,Globorotalia crassaformis oceanica,Globorotalia crassaformis ronda,Globorotalia crassaformis viola,Globorotalia flexuosa,Globorotalia ichinosekiensis,Globorotalia iwaiensis,Globorotalia lenguaensis,Globorotalia merotumida,Globorotalia plesiotumida,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia tumida,Globorotalia ungulata,Globorotaloides hexagona,Globorotaloides suteri,Globorotaloides variabilis,Globoturborotalita decoraperta,Globoturborotalita druryi,Globoturborotalita nepenthes,Globoturborotalita rubescens,Globoturborotalita woodi,Globoturborotalita woodi connecta,Hastigerina pelagica,Mutabella mirabilis,Neogloboquadrina acostaensis (D),Neogloboquadrina acostaensis (S),Neogloboquadrina asanoi,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma,Neogloboquadrina praeatlantica,Neogloboquadrina pseudopima,Orbulina suturalis,Orbulina universa,Paragloborotalia bella,Paragloborotalia continuosa,Paragloborotalia kugleri,Paragloborotalia mayeri (S),Paragloborotalia mayeri (D),Paragloborotalia mayeri,Paragloborotalia nana,Paragloborotalia partimlabiata,Paragloborotalia pseudocontinuosa (S),Paragloborotalia pseudocontinuosa (D),Paragloborotalia pseudocontinuosa,Paraglobrotalia pseudokugleri,Paragloborotalia semivera (S),Paragloborotalia semivera (D),Paragloborotalia semivera,Paragloborotalia siakensis,Paragloborotalia siakensis (S),Paragloborotalia siakensis (D),Praeobulina glomerosa,Praeorbulina circularis,Praeorbulina curva,Praeorbulina sicana,Praeorbulina transitoria,Pulleniatina finalis,Pulleniatina obliquiloculata (D),Pulleniatina obliquiloculata (S),Pulleniatina praecursor,Pulleniatina praespectabilis,Pulleniatina primalis (D),Pulleniatina primalis (S),Pulleniatina spectabilis,Sphaeroidinella dehiscens s.l.,Sphaeroidinellopsis hancocki,Sphaeroidinellopsis multiloba,Sphaeroidinellopsis seminulina,Sphaeroidnellopsis disjuncta,Tenuitella angustiumbilicata,Tenuitella clemenciae,Tenuitella gemma,Tenuitella munda,Tenuitellinata praestainforthi,Turborotalita humilis,Zone,Zone group
321-U1338A-32X-4-W 67/69-FORAM90,321,U1338,A,32,32-4,X,4,W,67/69-FORAM90,0,0,293.27,293.27,G [320_PF],80,N12,,,,,,,,,,,R [320_PFs],,F [320_PFs],,R [320_PFs],R [320_PFs],R [320_PFs],R [320_PFs],,,R [320_PFs],,,,,,,,,,,,R [320_PFs],,,,,R [320_PFs],,,,,,,,,,,,,R [320_PFs],,,,R [320_PFs],R [320_PFs],,,,,,A [320_PFs],F [320_PFs],,R [320_PFs],,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,F [320_PFs],,P [320_PFs],,,,R [320_PFs],,,,,R [320_PFs],,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,A [320_PFs],F [320_PFs],,,,,,,,
321-U1338A-32X-CC-PAL,321,U1338,A,32,32-CC,X,CC,PAL,,0,0,296.57,296.57,G [320_PF],9,-,Hardly any sample >63 microns,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1338A-33X-3-W 28/30-FORAM50,321,U1338,A,33,33-3,X,3,W,28/30-FORAM50,0,0,300.98,300.98,M [320_PF],82,N12,Some fragmentation,,,,,,,,,,R [320_PFs],,A [320_PFs],F [320_PFs],R [320_PFs],R [320_PFs],R [320_PFs],R [320_PFs],,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,P [320_PFs],R [320_PFs],,,,,,,A [320_PFs],A [320_PFs],R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,R [320_PFs],,,,,,R [320_PFs],,,,,P [320_PFs],,,,,F [320_PFs],,,,,,,,,,,,,,,,,,,F [320_PFs],R [320_PFs],,,,,,,,
321-U1338A-33X-5-W 47/49-FORAM53,321,U1338,A,33,33-5,X,5,W,47/49-FORAM53,0,0,304.17,304.17,G [320_PF],40,N12,,,,,,,,,,,R [320_PFs],,F [320_PFs],R [320_PFs],,R [320_PFs],,,,,R [320_PFs],,,,P [320_PFs],,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,R [320_PFs],,,R [320_PFs],R [320_PFs],,,,,,,A [320_PFs],F [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,F [320_PFs],R [320_PFs],,,,,,,,
321-U1338A-33X-CC-PAL,321,U1338,A,33,33-CC,X,CC,PAL,,0,0,306.45,306.45,M [320_PF],59,N12,,,,,,,,,,,,,P [320_PFs],F [320_PFs],R [320_PFs],R [320_PFs],,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,R [320_PFs],,,,P [320_PFs],,,,,R [320_PFs],,D [320_PFs],P [320_PFs],P [320_PFs],,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,F [320_PFs],,,,,,,,,,P [320_PFs],R [320_PFs],,,,R [320_PFs],,,,,,,,,,,R [320_PFs],,,,,,,,,,,,P [320_PFs],,,P [320_PFs],,F [320_PFs],,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,
321-U1338A-34X-2-W 78/80-FORAMP95,321,U1338,A,34,34-2,X,2,W,78/80-FORAMP95,0,0,309.58,309.58,M-G [320_PF],66,N12,Diverse,,,,,,R [320_PFs],,,,R [320_PFs],,R [320_PFs],R [320_PFs],,R [320_PFs],,P [320_PFs],,,P [320_PFs],,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,R [320_PFs],,,P [320_PFs],R [320_PFs],R [320_PFs],,,,R [320_PFs],,A [320_PFs],A [320_PFs],,F [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,,,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,F [320_PFs],R [320_PFs],,,,,,,,
321-U1338A-34X-4-W 91/93-FORAMP96,321,U1338,A,34,34-4,X,4,W,91/93-FORAMP96,0,0,312.71,312.71,M [320_PF],44,N12,,,,,,,,,,,,,,,R [320_PFs],R [320_PFs],,,,,,,R [320_PFs],,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,R [320_PFs],,,,R [320_PFs],R [320_PFs],,,,R [320_PFs],,A [320_PFs],F [320_PFs],,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,P [320_PFs],,,,,,,F [320_PFs],,,,,R [320_PFs],,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,F [320_PFs],R [320_PFs],,,,,,,,
321-U1338A-34X-CC-PAL,321,U1338,A,34,34-CC,X,CC,PAL,,0,0,316.1,316.1,M [320_PF],84,N12,surface dissolution,,,,,,,,,,,,A [320_PFs],,R [320_PFs],R [320_PFs],,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,R [320_PFs],,,,P [320_PFs],,,,,R [320_PFs],,D [320_PFs],,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,R [320_PFs],,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,P [320_PFs],R [320_PFs],,R [320_PFs],,R [320_PFs],,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,
321-U1338A-35X-2-W 9/11-FORAM60,321,U1338,A,35,35-2,X,2,W,9/11-FORAM60,0,0,318.49,318.49,M [320_PF],52,N12,Fragmentation,,,,,,,,,,R [320_PFs],,A [320_PFs],,,F [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,P [320_PFs],,R [320_PFs],,,,R [320_PFs],,A [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,F [320_PFs],,,,,R [320_PFs],,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,
321-U1338A-35X-CC-PAL,321,U1338,A,35,35-CC,X,CC,PAL,,0,0,319.79,319.79,M [320_PF],57,N10,surface dissolution,,,,,,,,,,,,A [320_PFs],P [320_PFs],R [320_PFs],F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,P [320_PFs],,D [320_PFs],,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],P [320_PFs],,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,P [320_PFs],R [320_PFs],,,,,,,,
321-U1338A-36X-1-W 36/38-FORAM98,321,U1338,A,36,36-1,X,1,W,36/38-FORAM98,0,0,326.86,326.86,M [320_PF],80,N11,Some infilling and fragmentation,,,,,,,,,,A [320_PFs],,F [320_PFs],R [320_PFs],,R [320_PFs],F [320_PFs],,,,P [320_PFs],,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,R [320_PFs],,,R [320_PFs],R [320_PFs],,,,,A [320_PFs],,A [320_PFs],,,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,R [320_PFs],,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,F [320_PFs],R [320_PFs],,,,,,,,
321-U1338A-36X-CC-PAL,321,U1338,A,36,36-CC,X,CC,PAL,,0,0,327.68,327.68,M [320_PF],86,N10,surface dissolution,,,,,,,,,,,,A [320_PFs],R [320_PFs],R [320_PFs],A [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,P [320_PFs],,,,P [320_PFs],,D [320_PFs],,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,
321-U1338A-37X-1-W 43/45-FORAM4,321,U1338,A,37,37-1,X,1,W,43/45-FORAM4,0,0,336.43,336.43,M [320_PF],10,M5b-M11,Hardly any forams,,,,,,,,,,P [320_PFs],,,P [320_PFs],,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,P [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,P [320_PFs],,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1338A-37X-CC-PAL,321,U1338,A,37,37-CC,X,CC,PAL,,0,0,337.18,337.18,G [320_PF],89,M6,,,,,,,,,,,,P [320_PFs],F [320_PFs],P [320_PFs],P [320_PFs],P [320_PFs],R [320_PFs],,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,P [320_PFs],,,,R [320_PFs],,D [320_PFs],,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,P [320_PFs],,P [320_PFs],,,,,,,,,,,,,P [320_PFs],,,P [320_PFs],,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,
321-U1338A-38X-2-W 35/37-FORAM54,321,U1338,A,38,38-2,X,2,W,35/37-FORAM54,0,0,347.35,347.35,P-M [320_PF],88,M5b,Diverse. Paragloborotalia mainly sinistral. Infilling,,,,,,,,,,R [320_PFs],,,R [320_PFs],R [320_PFs],F [320_PFs],,,,,,,R [320_PFs],,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,R [320_PFs],F [320_PFs],,R [320_PFs],,R [320_PFs],,A [320_PFs],,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,R [320_PFs],,,,A [320_PFs],,,,,R [320_PFs],,,,,F [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,A [320_PFs],,P [320_PFs],,,,,,
321-U1338A-38X-5-W 109/111-FORAM55,321,U1338,A,38,38-5,X,5,W,109/111-FORAM55,0,0,352.59,352.59,M-G [320_PF],56,M5b,Diverse. Paragloborotalia mainly sinistral,,,,,,,,,,R [320_PFs],,,R [320_PFs],,F [320_PFs],,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,R [320_PFs],A [320_PFs],,,,A [320_PFs],,A [320_PFs],,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],R [320_PFs],,,,R [320_PFs],R [320_PFs],,,R [320_PFs],,,,,,R [320_PFs],,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,
321-U1338A-38X-CC-PAL,321,U1338,A,38,38-CC,X,CC,PAL,,0,0,354.7,354.7,M [320_PF],44,M5b,dissolution,,,,,,,,,,P [320_PFs],,A [320_PFs],,,A [320_PFs],R [320_PFs],,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,P [320_PFs],,,,,P [320_PFs],,D [320_PFs],,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,,,,,,,,,,,,,P [320_PFs],,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,
321-U1338A-39X-2-W 72/74-FORAMB16,321,U1338,A,39,39-2,X,2,W,72/74-FORAMB16,0,0,357.02,357.02,G [320_PF],42,M5b,Diverse. Paragloborotalia mainly sinistral,,,,,,,,,,R [320_PFs],,,,R [320_PFs],R [320_PFs],F [320_PFs],A [320_PFs],,,R [320_PFs],,,,R [320_PFs],,,,,,P [320_PFs],,R [320_PFs],,,R [320_PFs],,,,,,,,,,,,,,,R [320_PFs],,,R [320_PFs],F [320_PFs],F [320_PFs],,,,,,A [320_PFs],,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,F [320_PFs],,,,,R [320_PFs],,,,,A [320_PFs],,,R [320_PFs],R [320_PFs],,R [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,,,
321-U1338A-39X-5-W 89/91-FORAM19,321,U1338,A,39,39-5,X,5,W,89/91-FORAM19,0,0,361.69,361.69,M [320_PF],28,-,Highly fragmented. Paragloborotalia mainly sinistral,,,,,,,,,,,,,R [320_PFs],,R [320_PFs],A [320_PFs],R [320_PFs],,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],R [320_PFs],,,,R [320_PFs],,F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,R [320_PFs],,,,,A [320_PFs],,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1338A-39X-CC-PAL,321,U1338,A,39,39-CC,X,CC,PAL,,0,0,363.76,363.76,G [320_PF],80,M5b,Diverse. Paragloborotalia mainly sinistral,,,,,,,,,,A [320_PFs],,,R [320_PFs],R [320_PFs],F [320_PFs],P [320_PFs],,,,P [320_PFs],,P [320_PFs],,,,,,,,P [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,P [320_PFs],,,,,R [320_PFs],,,,R [320_PFs],,A [320_PFs],,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,A [320_PFs],R [320_PFs],,,,A [320_PFs],P [320_PFs],,,,,,,F [320_PFs],,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,
321-U1338A-40X-1-W 115/117-FORAM66,321,U1338,A,40,40-1,X,1,W,115/117-FORAM66,0,0,365.55,365.55,G [320_PF],84,M5b,Diverse - 30 species. Paragloborotalia mainly sinistral,,,,,,,,,,A [320_PFs],,R [320_PFs],F [320_PFs],R [320_PFs],R [320_PFs],A [320_PFs],F [320_PFs],,,R [320_PFs],,P [320_PFs],,,,,,,,R [320_PFs],,,,,R [320_PFs],,,,,,,,,,,,,,,R [320_PFs],,,R [320_PFs],F [320_PFs],F [320_PFs],,R [320_PFs],,F [320_PFs],,A [320_PFs],,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,P [320_PFs],P [320_PFs],,R [320_PFs],,,,,,,,,,,,R [320_PFs],,,,A [320_PFs],,,,,R [320_PFs],,,,R [320_PFs],R [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,R [320_PFs],,,,,,,,
321-U1338A-40X-3-W 27/29-FORAM62,321,U1338,A,40,40-3,X,3,W,27/29-FORAM62,0,0,367.16,367.16,G [320_PF],94,M5b,Diverse. Paragloborotalia randomly coiled.,,,,,,,,,,F [320_PFs],,,A [320_PFs],R [320_PFs],F [320_PFs],R [320_PFs],R [320_PFs],,,R [320_PFs],,R [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],R [320_PFs],,,,A [320_PFs],,F [320_PFs],,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,R [320_PFs],,,,,,,,,,,,R [320_PFs],,,,A [320_PFs],,,,,R [320_PFs],,,,,F [320_PFs],,,P [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,P [320_PFs],,,,,,,,
321-U1338A-40X-CC-PAL,321,U1338,A,40,40-CC,X,CC,PAL,,0,0,367.74,367.74,G [320_PF],88,M5b,Diverse. Paragloborotalia mainly sinistral,,,,,,,,,,A [320_PFs],,P [320_PFs],F [320_PFs],F [320_PFs],P [320_PFs],R [320_PFs],,,,P [320_PFs],,,,,,,,,,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,R [320_PFs],,,R [320_PFs],,,,R [320_PFs],R [320_PFs],,,,P [320_PFs],,A [320_PFs],,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,F [320_PFs],,A [320_PFs],F [320_PFs],,,,F [320_PFs],,,,,,,R [320_PFs],,,P [320_PFs],,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,
321-U1338A-41X-2-W 66/68-FORAM0,321,U1338,A,41,41-2,X,2,W,66/68-FORAM0,0,0,376.16,376.16,G [320_PF],90,M5a,Diverse. Paragloborotalia randomly coiled.,,,,,,,,,,,,,R [320_PFs],R [320_PFs],F [320_PFs],A [320_PFs],,,,R [320_PFs],,,,P [320_PFs],,,,,,,,R [320_PFs],,,,,R [320_PFs],,,,,,,,,,,,,R [320_PFs],,,,F [320_PFs],R [320_PFs],,,,A [320_PFs],,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,R [320_PFs],,,,F [320_PFs],,,,,R [320_PFs],,,,R [320_PFs],R [320_PFs],,,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,F [320_PFs],,,,,,,,
321-U1338A-41X-4-W 9/11-FORAM42,321,U1338,A,41,41-4,X,4,W,9/11-FORAM42,0,0,378.59,378.59,G [320_PF],98,M5a,Some infilling. Very diverse. Paragloborotalia randomly coiled.,,,,,,,,,,R [320_PFs],,F [320_PFs],R [320_PFs],R [320_PFs],R [320_PFs],R [320_PFs],,,,R [320_PFs],,P [320_PFs],,P [320_PFs],,,,,,,,R [320_PFs],,,R [320_PFs],,P [320_PFs],,,,,,,,,,,,,R [320_PFs],,,,F [320_PFs],A [320_PFs],,A [320_PFs],,A [320_PFs],,R [320_PFs],,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,P [320_PFs],,,R [320_PFs],,,,,,,,,,,,R [320_PFs],,,,F [320_PFs],,,,,,,,,F [320_PFs],R [320_PFs],,,,,R [320_PFs],A [320_PFs],,,,,,,,,,,,,,,,,,,,,,
321-U1338A-41X-CC-PAL,321,U1338,A,41,41-CC,X,CC,PAL,,0,0,382.72,382.72,M-G [320_PF],76,M5 ,Some infilling. ,,,,,,,,,,A [320_PFs],,,F [320_PFs],,P [320_PFs],F [320_PFs],,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,P [320_PFs],,F [320_PFs],,A [320_PFs],,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],R [320_PFs],,A [320_PFs],F [320_PFs],,,,R [320_PFs],R [320_PFs],,,R [320_PFs],F [320_PFs],,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1338A-42X-2-W 31/33-FORAM21,321,U1338,A,42,42-2,X,2,W,31/33-FORAM21,0,0,385.41,385.41,G [320_PF],92,M5a,Diverse. Paragloborotalia randomly coiled,,,,,,,,,,R [320_PFs],,,R [320_PFs],,F [320_PFs],F [320_PFs],,,,,,P [320_PFs],,R [320_PFs],,,,,,P [320_PFs],,R [320_PFs],,,,,P [320_PFs],,,,,,,,,,,,,R [320_PFs],,,,R [320_PFs],R [320_PFs],,R [320_PFs],,F [320_PFs],,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,R [320_PFs],,,,A [320_PFs],,,,,R [320_PFs],,,,A [320_PFs],R [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,R [320_PFs],,,,,,
321-U1338A-42X-4-W 114/116-FORAM24,321,U1338,A,42,42-4,X,4,W,114/116-FORAM24,0,0,389.24,389.24,G [320_PF],42,M5a,Diverse,,,,,,,,,,A [320_PFs],,,R [320_PFs],,R [320_PFs],A [320_PFs],,,,,,R [320_PFs],,,,,,,,R [320_PFs],,R [320_PFs],,,F [320_PFs],,,,P [320_PFs],,,,,,,,,,,R [320_PFs],,,,F [320_PFs],R [320_PFs],,F [320_PFs],,R [320_PFs],,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,R [320_PFs],,,,R [320_PFs],R [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,P [320_PFs],,,,
321-U1338A-42X-CC-PAL,321,U1338,A,42,42-CC,X,CC,PAL,,0,0,391.07,391.07,G [320_PF],52,M4,63-150 micron fractions contains small globorotalids with pinched perifery,,,,,,,,,,A [320_PFs],,,R [320_PFs],R [320_PFs],R [320_PFs],P [320_PFs],,,,R [320_PFs],,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,R [320_PFs],R [320_PFs],,R [320_PFs],,F [320_PFs],,A [320_PFs],,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,A [320_PFs],A [320_PFs],,,,,,,,R [320_PFs],R [320_PFs],,,R [320_PFs],F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,
