Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Watznaueria barnesae	Vekshinella sp. cf. V. parma	Tranolithus phacelosus	Stradneria crenulata	Repagalum parvidentatum	Reinhardtites levis	Reinhardtites anthophorus	Prediscosphaera spinosa	Prediscosphaera intercisa	Prediscosphaera cretacea	Placozygus sigmoides	Placozygus fibuliformis	Neocrepidolithus watkinsii	Micula decussata	Lucianorhabdus cayeuxii	Lithraphidites carniolensis	Kamptnerius magnificus	Glaukolithus compactus	Gartnerago obliquum	Eiffellithus turriseiffelii	Cribrosphaerella ehrenbergii	Cretarhabdus sp. cf. C. conicus	Coccolith species B	Chiastozygus litterarius	Chiastozygus garrisonii	Biscutum coronum	Biscutum constans	Aspidolithus parcus parcus	Aspidolithus parcus expansus	Arkhangelskiella specillata	Ahmuellerella octoradiata	Vekshinella stradnerii	Vekshinella dibrachiata	Broinsonia dentata	Lucianorhabdus arcuatus	Octolithus multiplus	Prediscosphaera arkhangelskyi	Manivitella pemmatoidea	Acuturris scotus	Sollasites lowei	Rucinolithus sp. A	Cyclagelosphaera margerelii	Calculites obscurus	Monomarginatus spp.	Monomarginatus pectinatus	Micula concava	Bidiscus rotatorius	Quadrum trifidum	Prediscosphaera stoveri	Monomarginatus quaternarius	Misceomarginatus pleniporus	Cretarhabdus conicus	Biscutum magnum	Biscutum dissimilis	Nephrolithus corystus	Lapideacassis tricornus	Biscutum notaculum	Markalius inversus	Arkhangelskiella cymbiformis	Cribrosphaerella daniae	Rhagodiscus angustus	Rhombolithion rhombicum	Zeugrhabdotus elegans	Vekshinella angusta	Seribiscutum primitivum	Quadrum gartneri	Eprolithus floralis	Eiffellithus eximius	Cretarhabdus loriei	Vekshinella parma	Biantholithus sparsus	Cruciplacolithus tenuis	Thoracosphaera spp.	Scampanella sp.	Chiasmolithus danicus	Hornibrookina teuriensis	Ericsonia subpertusa	Sphenolithus primus	Helicosphaera spp.	Fasciculithus tympaniformis	Chiasmolithus bidens	Cruciplacolithus edwardsii	Toweius eminens	Neochiastozygus cearae	Discoaster multiradiatus	Chiasmolithus consuetus	Zygrhablithus bijugatus	Tribrachiatus orthostylus	Toweius pertusus	Toweius callosus	Sphenolithus radians	Pontosphaera fimbriata	Neococcolithes dubius	Neochiastozygus junctus	Ellipsolithus macellus	Discoaster kuepperi	Chiphragmalithus sp.	Chiasmolithus solitus	Chiasmolithus eograndis	Toweius lovae	Neochiastozygus distentus	Lophodolithus nascens	Hornibrookina australis	Discoaster elegans	Coccolithus pelagicus	Chiasmolithus grandis	Prinsius martinii	Neochiastozygus saepes	Prinsius bisulcus	Ericsonia formosa	Ellipsolithus distichus	Discoaster falcatus	Discoaster diastypus	Discoaster mohleri	Cruciplacolithus primus	Discoaster barbadiensis	Chiasmolithus expansus	Toweius magnicrassus	Reticulofenestra dictyoda	Discoaster lodoensis	Cyclococcolithus luminis	Coccolithus crassus	Ellipsolithus cf. lajollaensis	Discoaster cruciformis	Discoaster binodosus	Discoaster robustus	Discoaster distinctus	Discoaster saipanensis	Reticulofenestra hampdenensis	Reticulofenestra floridana	Reticulofenestra bisecta	Chiasmolithus altus	Sphenolithus moriformis	Helicosphaera sp. cf. H. euphratis	Reticulofenestra daviesii	Cyclicargolithus floridanus	Cyclicargolithus abisectus	Reticulofenestra hillae	Reticulofenestra samodurovii	Reticulofenestra hesslandii	Reticulofenestra umbilica	Triquetrorhabdulus carinatus	Discoaster sp.	Bicolumnus ovatus	Helicosphaera sp.	Sphenolithus conicus	Pontosphaera sp.	Coccolithus pelagicus floralis	Reticulofenestra pseudoumbilica	Reticulofenestra gelida	Calcidiscus leptoporus	Calcidiscus macintyrei	Reticulofenestra perplexa	Reticulofenestra cf. producta	Gephyrocapsa sp. (small)	Pseudoemiliania lacunosa	Gephyrocapsa oceanica	Emiliania huxleyi	Helicosphaera carteri	Comment

  SR	Maestrichtian    	                 	                  	              	120	 747	A	 23	X	 4	 114.00	    214.1400	Watkins  	Nannofossils                                 	C              	M                 	F                   	                            	                      	                    	C                      	F                  	                         	                       	                         	                        	R                   	                       	                          	                	F                      	R                          	F                     	                      	F                  	F                          	F                           	                               	                   	R                       	                       	                	R                	                          	                            	F                          	F                        	                      	                       	                  	F                      	                    	F                            	                       	F               	                	                  	                           	F                  	R                  	R                        	              	                   	                	F                      	                           	                           	R                   	F              	R                  	F                    	                       	F                 	                  	F                           	F                      	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	                       	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	                     	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	                             	                          	                        	                   	                       	                                  	                         	                           	                          	                       	                            	                           	                         	                            	              	                 	                 	                    	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Maestrichtian    	                 	                  	              	120	 747	A	 23	X	 5	 114.00	    215.6400	Watkins  	Nannofossils                                 	C              	M                 	F                   	                            	                      	F                   	F                      	C                  	                         	                       	                         	F                       	R                   	                       	F                         	F               	C                      	R                          	C                     	F                     	F                  	F                          	F                           	                               	                   	                        	R                      	                	F                	                          	                            	C                          	F                        	                      	                       	                  	F                      	                    	F                            	                       	F               	                	                  	                           	                   	F                  	R                        	              	                   	                	R                      	F                          	                           	F                   	C              	R                  	F                    	R                      	                  	                  	R                           	F                      	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	                       	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	                     	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	                             	                          	                        	                   	                       	                                  	                         	                           	                          	                       	                            	                           	                         	                            	              	                 	                 	                    	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Maestrichtian    	                 	                  	              	120	 747	A	 23	X	 6	 114.00	    217.1400	Watkins  	Nannofossils                                 	A              	M-G               	R                   	                            	                      	R                   	F                      	F                  	                         	R                      	                         	F                       	R                   	                       	R                         	F               	A                      	F                          	F                     	                      	F                  	C                          	F                           	                               	                   	                        	R                      	                	F                	                          	                            	                           	F                        	                      	                       	                  	F                      	                    	F                            	                       	C               	                	                  	                           	R                  	F                  	F                        	R             	                   	                	F                      	                           	                           	F                   	F              	F                  	F                    	                       	R                 	R                 	R                           	                       	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	                       	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	                     	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	                             	                          	                        	                   	                       	                                  	                         	                           	                          	                       	                            	                           	                         	                            	              	                 	                 	                    	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Maestrichtian    	                 	                  	              	120	 747	A	 24	X	 1	 114.00	    219.1400	Watkins  	Nannofossils                                 	C              	M                 	                    	                            	R                     	F                   	F                      	F                  	                         	F                      	                         	F                       	F                   	                       	F                         	F               	F                      	F                          	F                     	                      	F                  	F                          	F                           	                               	                   	                        	R                      	R               	F                	                          	                            	F                          	F                        	                      	                       	                  	R                      	                    	F                            	                       	A               	                	                  	                           	                   	F                  	F                        	              	                   	                	F                      	                           	C                          	F                   	F              	R                  	F                    	R                      	R                 	                  	                            	                       	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	                       	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	                     	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	                             	                          	                        	                   	                       	                                  	                         	                           	                          	                       	                            	                           	                         	                            	              	                 	                 	                    	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Maestrichtian    	                 	                  	              	120	 747	A	 24	X	 2	 114.00	    220.6400	Watkins  	Nannofossils                                 	F              	P                 	                    	                            	R                     	                    	F                      	F                  	                         	                       	                         	F                       	F                   	                       	F                         	F               	F                      	F                          	F                     	                      	F                  	F                          	F                           	                               	                   	                        	R                      	R               	F                	                          	                            	F                          	F                        	                      	                       	                  	R                      	                    	F                            	                       	C               	                	                  	                           	R                  	R                  	R                        	              	                   	                	F                      	                           	F                          	R                   	F              	R                  	?                    	R                      	F                 	                  	                            	                       	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	                       	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	                     	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	                             	                          	                        	                   	                       	                                  	                         	                           	                          	                       	                            	                           	                         	                            	              	                 	                 	                    	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Maestrichtian    	                 	                  	              	120	 747	A	 24	X	 3	 114.00	    222.1400	Watkins  	Nannofossils                                 	F              	P                 	                    	                            	                      	F                   	C                      	F                  	                         	                       	                         	F                       	R                   	                       	R                         	F               	F                      	F                          	F                     	                      	F                  	F                          	F                           	                               	                   	                        	                       	R               	F                	                          	                            	F                          	F                        	                      	                       	                  	                       	                    	F                            	                       	C               	                	                  	                           	                   	                   	                         	              	                   	                	R                      	                           	F                          	F                   	F              	                   	                     	                       	F                 	                  	                            	                       	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	                       	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	                     	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	                             	                          	                        	                   	                       	                                  	                         	                           	                          	                       	                            	                           	                         	                            	              	                 	                 	                    	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Maestrichtian    	                 	                  	              	120	 747	A	 24	X	 4	 114.00	    223.6400	Watkins  	Nannofossils                                 	F              	P                 	R                   	                            	                      	                    	F                      	F                  	                         	                       	                         	                        	R                   	                       	                          	R               	F                      	F                          	R                     	                      	F                  	R                          	F                           	                               	                   	                        	R                      	                	R                	                          	                            	F                          	R                        	                      	                       	                  	                       	                    	R                            	                       	F               	                	                  	                           	                   	R                  	R                        	              	                   	                	R                      	                           	                           	R                   	R              	                   	?                    	R                      	F                 	                  	                            	                       	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	                       	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	                     	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	                             	                          	                        	                   	                       	                                  	                         	                           	                          	                       	                            	                           	                         	                            	              	                 	                 	                    	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Maestrichtian    	                 	                  	              	120	 747	A	 24	X	CC	  40.00	    225.3000	Watkins  	Nannofossils                                 	C              	M                 	F                   	                            	F                     	F                   	F                      	R                  	                         	                       	                         	F                       	F                   	                       	                          	F               	F                      	                           	F                     	                      	F                  	                           	F                           	                               	                   	                        	                       	R               	                 	                          	                            	F                          	                         	                      	                       	                  	F                      	                    	F                            	                       	F               	                	                  	                           	                   	F                  	F                        	              	                   	                	F                      	                           	F                          	R                   	F              	R                  	                     	                       	                  	                  	                            	                       	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	                       	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	                     	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	                             	                          	                        	                   	                       	                                  	                         	                           	                          	                       	                            	                           	                         	                            	              	                 	                 	                    	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Maestrichtian    	                 	                  	              	120	 747	A	 25	X	 1	 114.00	    228.6400	Watkins  	Nannofossils                                 	F              	M                 	C                   	                            	F                     	                    	F                      	A                  	                         	F                      	                         	F                       	F                   	R                      	F                         	F               	C                      	F                          	F                     	                      	C                  	F                          	                            	                               	                   	                        	R                      	F               	F                	                          	                            	F                          	F                        	R                     	                       	                  	                       	                    	F                            	                       	?               	                	                  	                           	                   	F                  	R                        	              	                   	?               	F                      	F                          	F                          	                    	               	                   	                     	                       	                  	                  	                            	                       	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	                       	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	                     	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	                             	                          	                        	                   	                       	                                  	                         	                           	                          	                       	                            	                           	                         	                            	              	                 	                 	                    	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Maestrichtian    	                 	                  	              	120	 747	A	 25	X	 2	 114.00	    230.1400	Watkins  	Nannofossils                                 	C              	M-P               	C                   	F                           	                      	                    	C                      	C                  	                         	                       	                         	F                       	F                   	R                      	F                         	F               	F                      	F                          	F                     	R                     	F                  	                           	                            	                               	                   	                        	F                      	F               	F                	                          	                            	F                          	F                        	                      	F                      	                  	F                      	                    	                             	                       	                	                	                  	                           	                   	F                  	F                        	              	R                  	                	                       	                           	                           	                    	               	                   	                     	                       	                  	                  	                            	                       	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	                       	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	                     	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	                             	                          	                        	                   	                       	                                  	                         	                           	                          	                       	                            	                           	                         	                            	              	                 	                 	                    	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Maestrichtian    	                 	                  	              	120	 747	A	 25	X	 3	 114.00	    231.6400	Watkins  	Nannofossils                                 	A              	M-G               	F                   	F                           	                      	R                   	A                      	C                  	F                        	                       	                         	F                       	                    	F                      	F                         	F               	F                      	F                          	F                     	                      	F                  	F                          	                            	                               	                   	                        	F                      	F               	F                	R                         	F                           	F                          	F                        	                      	                       	                  	R                      	                    	                             	                       	                	                	                  	                           	                   	F                  	F                        	R             	                   	                	                       	                           	                           	                    	               	                   	                     	                       	                  	                  	                            	                       	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	                       	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	                     	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	                             	                          	                        	                   	                       	                                  	                         	                           	                          	                       	                            	                           	                         	                            	              	                 	                 	                    	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Maestrichtian    	                 	                  	              	120	 747	A	 25	X	 4	 114.00	    233.1400	Watkins  	Nannofossils                                 	C              	M-P               	F                   	F                           	F                     	F                   	A                      	C                  	F                        	F                      	                         	C                       	F                   	R                      	                          	F               	F                      	F                          	F                     	                      	F                  	F                          	                            	                               	                   	F                       	F                      	F               	F                	                          	F                           	C                          	C                        	                      	F                      	F                 	                       	R                   	                             	                       	                	                	                  	                           	R                  	                   	                         	              	                   	                	                       	                           	                           	                    	               	                   	                     	                       	                  	                  	                            	                       	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	                       	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	                     	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	                             	                          	                        	                   	                       	                                  	                         	                           	                          	                       	                            	                           	                         	                            	              	                 	                 	                    	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348
