Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Tricolocapsa papillosa,Theocorythium trachelium,Stylatractus universus,Siphocampe crustula,Siphocampe arachnea,Saturnalis circularis,Pterocanium korotnevi,Pseudocubus warreni,Phormostichoartus pitomorphus,Phormostichoartus furcaspiculata,Octopyle stenozona,Lamprocyrtis neoheteroporos,Lamprocyclas maritalis group,Lamprocyclas junonis group,Eucyrtidium teuscheri teuscheri,Eucyrtidium teuscheri orthoporus,Eucyrtidium indiensis,Eucyrtidium hexasticum,Dictyophimus crisiae,Cycladophora davisiana,Cycladophora cornutoides,Botryostrobus bramlettei tumidulus,Botryostrobus auritus/australis,Botryostrobus aquilonaris,Anthocyrtidium ophirense,Actinomma popofskii,Acrosphaera trepanata,Tholospyris capoi,Rhopalastrum profunda group,Pterocanium praetextum eucolpum,Lophospyris pentagona pentagona,Lithostrobus undulatus,Lamprocyrtis nigriniae,Eucyrtidium calvertense,Eucyrtidium acuminatum,Ceratocyrtis histricosa,Tholospyris scaphipes,Spongocore puella,Pterocorys minythorax,Pterocorys clausus,Prunopyle antarctica,Eucyrtidium infundibulum,Didymocyrtis tetrathalamus,Anthocyrtidium zanguebaricum,Anthocyrtidium nosicaae,Spirocyrtis subscalaris,Pterocanium trilobum,Nephrospyris renilla,Eucyrtidium hexacolum,Circodiscus microporus,Acrosphaera murrayana,Acanthodesmia micropora,Tricolospyris baconiana,Spongodiscus setosus,Lithostrobus hexagonalis,Gondwanaria dogieli,Actinomma haysi,Acrosphaera pseudarktios,Stichopilium bicorne,Phorticium clevei,Eucyrtidium octocolum,Botryostrobus bramlettei seriatus,Carpocanium sp.A,Phormostichoartus platycephala,Eucecryphalus gegenbaueri,Spongotrochus glacialis,Desmospyris biceps biceps,Spongaster tetras,Phormostichoartus multiseriatus,Pterocanium praetextum,Lampromitra coronata,Eucyrtidium dufresni,Amphirhopalum ypsilon,Rhizosphaera antarctica,Tricolocampe cylindrica,Eucyrtidium monumentum,Eucyrtidium anomalum,Eucecryphalus cervus,Amphirhopalum virchowi,Acanthodesmia viniculata,Lamprocyclas gamphonycha,Actinomma delicatulum,Dictyophimus infabricatus,Plectacantha cremastoplegma,Pterocanium grandiporus,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NR3-NR4           ,              ,112, 688,A, 20,X,CC,  10.00,    179.9400,De Wever ,Radiolarians                                 ,C              ,G                 ,P                     ,                        ,P                     ,P                  ,                   ,P                    ,P                    ,P                  ,P                            ,P                               ,                  ,                           ,P                           ,P                         ,                               ,P                               ,P                    ,                      ,                    ,P                     ,P                       ,P                                 ,P                              ,P                        ,P                       ,                   ,P                    ,P                ,P                          ,                               ,P                              ,                      ,P                     ,P                      ,P                     ,P                      ,P                    ,                 ,P                    ,P                 ,P                   ,P                       ,P                         ,P                           ,P                      ,P                      ,                    ,                    ,                     ,                      ,                     ,                       ,                       ,                    ,                        ,P                  ,               ,                        ,                    ,P                ,P                    ,P                                ,P               ,                              ,P                        ,                       ,                         ,                 ,                               ,                      ,                    ,                    ,                     ,P                      ,                       ,                      ,                    ,                    ,                      ,                        ,                        ,                     ,                         ,                           ,                       ,from ODP Leg 112 SR Chapter 12 Table AppxB p.204-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NR3-NR4           ,              ,112, 688,A, 21,X,CC,  18.00,    193.1600,De Wever ,Radiolarians                                 ,C              ,G                 ,P                     ,                        ,P                     ,P                  ,P                  ,P                    ,P                    ,P                  ,P                            ,P                               ,P                 ,                           ,P                           ,P                         ,P                              ,P                               ,                     ,P                     ,P                   ,P                     ,P                       ,P                                 ,P                              ,P                        ,P                       ,                   ,                     ,P                ,P                          ,P                              ,P                              ,                      ,P                     ,P                      ,P                     ,P                      ,P                    ,P                ,P                    ,P                 ,P                   ,P                       ,P                         ,P                           ,P                      ,P                      ,P                   ,                    ,P                    ,P                     ,                     ,                       ,                       ,                    ,P                       ,                   ,P              ,                        ,P                   ,                 ,P                    ,P                                ,                ,P                             ,P                        ,                       ,                         ,                 ,                               ,P                     ,P                   ,                    ,P                    ,                       ,                       ,                      ,                    ,                    ,                      ,                        ,                        ,                     ,                         ,                           ,                       ,from ODP Leg 112 SR Chapter 12 Table AppxB p.204-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NR3-NR4           ,              ,112, 688,A, 22,X, 1,  40.00,    198.7000,De Wever ,Radiolarians                                 ,C              ,G                 ,P                     ,                        ,P                     ,P                  ,                   ,P                    ,P                    ,P                  ,                             ,P                               ,                  ,P                          ,P                           ,P                         ,P                              ,                                ,                     ,                      ,P                   ,P                     ,P                       ,P                                 ,P                              ,P                        ,                        ,P                  ,                     ,P                ,P                          ,                               ,                               ,                      ,P                     ,                       ,P                     ,P                      ,P                    ,                 ,                     ,P                 ,P                   ,P                       ,                          ,                            ,P                      ,                       ,P                   ,                    ,                     ,                      ,                     ,                       ,                       ,P                   ,                        ,P                  ,               ,P                       ,P                   ,P                ,P                    ,                                 ,                ,                              ,                         ,                       ,P                        ,                 ,                               ,                      ,                    ,P                   ,                     ,                       ,                       ,                      ,                    ,                    ,                      ,                        ,                        ,                     ,                         ,                           ,                       ,from ODP Leg 112 SR Chapter 12 Table AppxB p.204-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NR3-NR4           ,              ,112, 688,A, 23,X,CC,  20.00,    208.7800,De Wever ,Radiolarians                                 ,C              ,G                 ,P                     ,                        ,P                     ,P                  ,                   ,P                    ,                     ,P                  ,P                            ,                                ,                  ,                           ,P                           ,P                         ,P                              ,P                               ,P                    ,                      ,P                   ,P                     ,P                       ,P                                 ,P                              ,P                        ,P                       ,P                  ,P                    ,                 ,P                          ,P                              ,P                              ,                      ,P                     ,P                      ,P                     ,P                      ,P                    ,P                ,P                    ,P                 ,P                   ,P                       ,P                         ,P                           ,P                      ,P                      ,P                   ,                    ,P                    ,P                     ,                     ,                       ,                       ,P                   ,                        ,P                  ,               ,                        ,P                   ,                 ,P                    ,P                                ,                ,                              ,P                        ,                       ,                         ,                 ,                               ,                      ,                    ,P                   ,                     ,                       ,                       ,                      ,                    ,                    ,                      ,                        ,                        ,                     ,                         ,                           ,                       ,from ODP Leg 112 SR Chapter 12 Table AppxB p.204-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NR3-NR4           ,              ,112, 688,A, 25,X,CC,  18.00,    229.3600,De Wever ,Radiolarians                                 ,C              ,G                 ,P                     ,                        ,P                     ,P                  ,P                  ,P                    ,                     ,P                  ,P                            ,P                               ,                  ,P                          ,P                           ,P                         ,P                              ,                                ,P                    ,                      ,P                   ,P                     ,P                       ,P                                 ,P                              ,P                        ,P                       ,                   ,                     ,P                ,P                          ,P                              ,P                              ,                      ,P                     ,P                      ,P                     ,                       ,                     ,P                ,                     ,P                 ,P                   ,P                       ,P                         ,P                           ,P                      ,P                      ,                    ,                    ,P                    ,                      ,                     ,                       ,                       ,P                   ,P                       ,P                  ,P              ,                        ,                    ,P                ,P                    ,P                                ,P               ,                              ,P                        ,                       ,                         ,P                ,                               ,P                     ,P                   ,                    ,                     ,                       ,                       ,                      ,                    ,                    ,                      ,                        ,                        ,                     ,                         ,                           ,                       ,from ODP Leg 112 SR Chapter 12 Table AppxB p.204-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NR3-NR4           ,              ,112, 688,A, 26,X,CC,  15.00,    237.0500,De Wever ,Radiolarians                                 ,C              ,G                 ,P                     ,                        ,P                     ,P                  ,                   ,P                    ,P                    ,P                  ,                             ,P                               ,P                 ,P                          ,P                           ,P                         ,P                              ,P                               ,                     ,                      ,P                   ,P                     ,P                       ,P                                 ,P                              ,P                        ,                        ,P                  ,                     ,P                ,P                          ,P                              ,                               ,                      ,P                     ,P                      ,P                     ,P                      ,                     ,P                ,                     ,P                 ,P                   ,                        ,P                         ,P                           ,P                      ,                       ,P                   ,                    ,                     ,                      ,                     ,                       ,                       ,P                   ,P                       ,P                  ,               ,                        ,                    ,P                ,P                    ,                                 ,                ,                              ,                         ,                       ,                         ,P                ,P                              ,                      ,                    ,                    ,                     ,                       ,                       ,                      ,                    ,                    ,                      ,                        ,                        ,                     ,                         ,                           ,                       ,from ODP Leg 112 SR Chapter 12 Table AppxB p.204-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NR3-NR4           ,              ,112, 688,A, 27,X,CC,   8.00,    253.5400,De Wever ,Radiolarians                                 ,C              ,G                 ,P                     ,                        ,P                     ,P                  ,P                  ,P                    ,P                    ,P                  ,P                            ,P                               ,                  ,P                          ,P                           ,P                         ,P                              ,P                               ,                     ,                      ,P                   ,P                     ,P                       ,P                                 ,P                              ,P                        ,P                       ,                   ,                     ,P                ,P                          ,P                              ,                               ,P                     ,P                     ,P                      ,                      ,P                      ,P                    ,                 ,                     ,P                 ,P                   ,P                       ,                          ,P                           ,P                      ,P                      ,P                   ,                    ,P                    ,                      ,                     ,                       ,                       ,P                   ,P                       ,P                  ,               ,P                       ,P                   ,P                ,                     ,                                 ,                ,                              ,                         ,P                      ,P                        ,                 ,                               ,                      ,                    ,                    ,                     ,                       ,                       ,                      ,                    ,                    ,                      ,                        ,                        ,                     ,                         ,                           ,                       ,from ODP Leg 112 SR Chapter 12 Table AppxB p.204-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NR3-NR4           ,              ,112, 688,A, 28,X,CC,   7.00,    257.1000,De Wever ,Radiolarians                                 ,C              ,G                 ,P                     ,                        ,P                     ,P                  ,                   ,P                    ,P                    ,P                  ,P                            ,P                               ,P                 ,                           ,P                           ,P                         ,P                              ,P                               ,                     ,                      ,P                   ,P                     ,P                       ,P                                 ,P                              ,P                        ,P                       ,                   ,                     ,P                ,P                          ,P                              ,                               ,P                     ,P                     ,P                      ,P                     ,P                      ,P                    ,P                ,                     ,P                 ,P                   ,P                       ,                          ,P                           ,P                      ,P                      ,P                   ,                    ,                     ,P                     ,P                    ,P                      ,                       ,P                   ,                        ,P                  ,               ,                        ,P                   ,                 ,P                    ,                                 ,                ,                              ,P                        ,                       ,                         ,                 ,                               ,                      ,                    ,                    ,                     ,                       ,                       ,                      ,                    ,                    ,                      ,                        ,                        ,                     ,                         ,                           ,                       ,from ODP Leg 112 SR Chapter 12 Table AppxB p.204-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NR3-NR4           ,              ,112, 688,A, 29,X,CC,  23.00,    274.4500,De Wever ,Radiolarians                                 ,C              ,G                 ,P                     ,P                       ,P                     ,P                  ,                   ,P                    ,P                    ,                   ,P                            ,                                ,                  ,P                          ,P                           ,P                         ,P                              ,P                               ,P                    ,                      ,P                   ,P                     ,P                       ,P                                 ,P                              ,P                        ,P                       ,                   ,                     ,P                ,P                          ,                               ,                               ,                      ,P                     ,P                      ,P                     ,P                      ,P                    ,P                ,                     ,                  ,P                   ,P                       ,P                         ,                            ,                       ,P                      ,P                   ,                    ,                     ,P                     ,P                    ,                       ,                       ,P                   ,                        ,P                  ,P              ,                        ,                    ,P                ,                     ,P                                ,                ,P                             ,                         ,                       ,                         ,                 ,                               ,                      ,                    ,                    ,                     ,                       ,                       ,                      ,                    ,                    ,                      ,                        ,                        ,                     ,                         ,                           ,                       ,from ODP Leg 112 SR Chapter 12 Table AppxB p.204-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NR3-NR4           ,              ,112, 688,A, 30,X,CC,  14.00,    275.6900,De Wever ,Radiolarians                                 ,C              ,G                 ,P                     ,                        ,P                     ,P                  ,                   ,P                    ,                     ,P                  ,P                            ,                                ,P                 ,P                          ,P                           ,P                         ,P                              ,P                               ,                     ,                      ,P                   ,P                     ,P                       ,P                                 ,P                              ,P                        ,P                       ,                   ,P                    ,P                ,P                          ,                               ,P                              ,                      ,P                     ,                       ,P                     ,P                      ,P                    ,P                ,                     ,                  ,                    ,P                       ,P                         ,                            ,P                      ,P                      ,                    ,                    ,P                    ,P                     ,                     ,                       ,                       ,P                   ,                        ,P                  ,               ,P                       ,P                   ,                 ,                     ,                                 ,P               ,                              ,                         ,                       ,                         ,                 ,                               ,                      ,                    ,                    ,                     ,                       ,                       ,                      ,                    ,                    ,                      ,                        ,                        ,                     ,                         ,                           ,                       ,from ODP Leg 112 SR Chapter 12 Table AppxB p.204-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NR3-NR4           ,              ,112, 688,A, 31,X,CC,  16.00,    284.7100,De Wever ,Radiolarians                                 ,C              ,G                 ,P                     ,P                       ,P                     ,P                  ,                   ,P                    ,P                    ,P                  ,P                            ,                                ,                  ,P                          ,P                           ,P                         ,P                              ,P                               ,P                    ,P                     ,P                   ,P                     ,P                       ,P                                 ,P                              ,P                        ,P                       ,                   ,P                    ,P                ,P                          ,                               ,P                              ,                      ,P                     ,P                      ,P                     ,P                      ,                     ,                 ,                     ,P                 ,P                   ,P                       ,P                         ,                            ,                       ,                       ,P                   ,                    ,P                    ,                      ,                     ,                       ,                       ,                    ,                        ,P                  ,               ,                        ,P                   ,P                ,P                    ,P                                ,                ,                              ,                         ,                       ,                         ,                 ,                               ,                      ,                    ,                    ,                     ,                       ,                       ,                      ,                    ,                    ,                      ,                        ,                        ,                     ,                         ,                           ,                       ,from ODP Leg 112 SR Chapter 12 Table AppxB p.204-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NR3-NR4           ,              ,112, 688,A, 32,X,CC,  17.00,    304.8300,De Wever ,Radiolarians                                 ,C              ,G                 ,P                     ,                        ,P                     ,P                  ,                   ,P                    ,P                    ,P                  ,P                            ,P                               ,                  ,P                          ,P                           ,P                         ,P                              ,                                ,P                    ,                      ,P                   ,P                     ,P                       ,P                                 ,P                              ,P                        ,                        ,                   ,P                    ,P                ,P                          ,                               ,                               ,P                     ,                      ,P                      ,P                     ,P                      ,                     ,P                ,                     ,P                 ,P                   ,                        ,P                         ,                            ,                       ,                       ,P                   ,                    ,P                    ,                      ,                     ,                       ,P                      ,P                   ,                        ,P                  ,P              ,P                       ,                    ,                 ,                     ,                                 ,                ,                              ,                         ,                       ,                         ,                 ,                               ,                      ,                    ,                    ,                     ,                       ,                       ,                      ,                    ,                    ,                      ,                        ,                        ,                     ,                         ,                           ,                       ,from ODP Leg 112 SR Chapter 12 Table AppxB p.204-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NR3-NR4           ,              ,112, 688,A, 33,X,CC,  16.00,    310.8800,De Wever ,Radiolarians                                 ,C              ,G                 ,P                     ,                        ,P                     ,P                  ,                   ,P                    ,P                    ,P                  ,P                            ,P                               ,                  ,P                          ,P                           ,P                         ,P                              ,P                               ,P                    ,                      ,                    ,P                     ,P                       ,P                                 ,P                              ,P                        ,                        ,                   ,P                    ,P                ,P                          ,                               ,P                              ,                      ,                      ,                       ,P                     ,P                      ,P                    ,P                ,                     ,P                 ,P                   ,P                       ,                          ,                            ,P                      ,P                      ,P                   ,                    ,                     ,                      ,P                    ,                       ,P                      ,P                   ,P                       ,P                  ,P              ,                        ,                    ,                 ,                     ,                                 ,                ,                              ,                         ,                       ,                         ,                 ,                               ,                      ,                    ,                    ,                     ,                       ,                       ,                      ,                    ,                    ,                      ,                        ,                        ,                     ,                         ,                           ,                       ,from ODP Leg 112 SR Chapter 12 Table AppxB p.204-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NR5               ,              ,112, 688,A, 34,X,CC,   9.00,    321.8800,De Wever ,Radiolarians                                 ,C              ,G                 ,P                     ,                        ,P                     ,                   ,P                  ,P                    ,                     ,                   ,P                            ,                                ,P                 ,                           ,P                           ,P                         ,P                              ,                                ,                     ,                      ,                    ,P                     ,P                       ,P                                 ,P                              ,P                        ,P                       ,                   ,P                    ,                 ,P                          ,                               ,P                              ,                      ,P                     ,P                      ,                      ,                       ,P                    ,                 ,                     ,P                 ,P                   ,                        ,P                         ,                            ,P                      ,P                      ,P                   ,P                   ,P                    ,P                     ,P                    ,P                      ,                       ,                    ,                        ,                   ,               ,                        ,                    ,                 ,                     ,                                 ,                ,                              ,                         ,                       ,                         ,                 ,                               ,                      ,                    ,                    ,                     ,                       ,                       ,                      ,                    ,                    ,                      ,                        ,                        ,                     ,                         ,                           ,                       ,from ODP Leg 112 SR Chapter 12 Table AppxB p.204-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NR5               ,              ,112, 688,A, 35,X,CC,  22.00,    331.4700,De Wever ,Radiolarians                                 ,C              ,G                 ,P                     ,                        ,P                     ,P                  ,P                  ,P                    ,                     ,                   ,P                            ,                                ,                  ,P                          ,P                           ,P                         ,P                              ,P                               ,P                    ,                      ,P                   ,P                     ,P                       ,P                                 ,P                              ,P                        ,                        ,                   ,P                    ,                 ,P                          ,P                              ,                               ,                      ,P                     ,                       ,P                     ,P                      ,P                    ,P                ,P                    ,P                 ,P                   ,P                       ,P                         ,P                           ,P                      ,                       ,                    ,                    ,                     ,                      ,                     ,                       ,                       ,                    ,                        ,                   ,               ,                        ,                    ,                 ,                     ,                                 ,                ,                              ,                         ,                       ,                         ,                 ,                               ,                      ,                    ,                    ,                     ,                       ,                       ,                      ,                    ,                    ,                      ,                        ,                        ,                     ,                         ,                           ,                       ,from ODP Leg 112 SR Chapter 12 Table AppxB p.204-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NR5               ,              ,112, 688,A, 36,X,CC,  30.00,    341.5800,De Wever ,Radiolarians                                 ,F              ,M                 ,P                     ,                        ,P                     ,                   ,                   ,P                    ,                     ,P                  ,                             ,                                ,                  ,                           ,P                           ,P                         ,P                              ,                                ,                     ,                      ,P                   ,P                     ,P                       ,P                                 ,P                              ,P                        ,P                       ,P                  ,                     ,P                ,P                          ,P                              ,P                              ,P                     ,P                     ,P                      ,P                     ,P                      ,                     ,                 ,                     ,                  ,                    ,                        ,                          ,                            ,                       ,                       ,                    ,                    ,                     ,                      ,                     ,                       ,                       ,                    ,                        ,                   ,               ,                        ,                    ,                 ,                     ,                                 ,                ,                              ,                         ,                       ,                         ,                 ,                               ,                      ,                    ,                    ,                     ,                       ,                       ,                      ,                    ,                    ,                      ,                        ,                        ,                     ,                         ,                           ,                       ,from ODP Leg 112 SR Chapter 12 Table AppxB p.204-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NR5               ,              ,112, 688,A, 37,X,CC,   8.00,    343.5300,De Wever ,Radiolarians                                 ,F              ,M                 ,P                     ,P                       ,P                     ,P                  ,P                  ,P                    ,P                    ,P                  ,P                            ,P                               ,P                 ,P                          ,P                           ,P                         ,P                              ,P                               ,P                    ,P                     ,P                   ,P                     ,P                       ,P                                 ,P                              ,P                        ,P                       ,P                  ,P                    ,                 ,                           ,                               ,                               ,                      ,                      ,                       ,                      ,                       ,                     ,                 ,                     ,                  ,                    ,                        ,                          ,                            ,                       ,                       ,                    ,                    ,                     ,                      ,                     ,                       ,                       ,                    ,                        ,                   ,               ,                        ,                    ,                 ,                     ,                                 ,                ,                              ,                         ,                       ,                         ,                 ,                               ,                      ,                    ,                    ,                     ,                       ,                       ,                      ,                    ,                    ,                      ,                        ,                        ,                     ,                         ,                           ,                       ,from ODP Leg 112 SR Chapter 12 Table AppxB p.204-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
