Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Umbilicosphaera rotula	Sphenolithus spp.	Reticulofenestra pseudoumbilica(5-7microns)	Reticulofenestra pseudoumbilica (>7microns)	Reticulofenestra minuta	Reticulofenestra haqii	Pseudoemiliania lacunosa	Gephyrocapsa muellerae	Florisphaera profunda	Discoaster triradiatus	Discoaster pentaradiatus	Discoaster kugleri	Discoaster asymmetricus	Calcidiscus tropicus	Calcidiscus macintyrei	Calcidiscus leptoporus	Reticulofenestra minutula	Gephyrocapsa spp. (small)	Helicosphaera carteri	Discoaster surculus	Discoaster spp.	Discoaster brouweri	Coccolithus pelagicus (with bar)	Coccolithus pelagicus	Syracosphaera spp.	Pseudoemiliania ovata	Helicosphaera sellii	Umbilicosphaera hulburtiana	Helicosphaera carteri var. walichii	Cyclolithus annulus	Pontosphaera multipora	Oolithotus fragilis	Gephyrocapsa oceanica	Gephyrocapsa caribbeanica	Umbilicosphaera sibogae var. sibogae	Syracosphaera pulchra	Reticulofenestra asanoi	Umbellosphaera tenuis	Gephyrocapsa large	Umbilicosphaera sibogae var. foliosa	Reticulofenestra spp.	Pontosphaera discopora	Pontosphaera japonica	Scapholithus fossilis	Rhabdosphaera clavigera var. stylifera	Helicosphaera inversa	Scyphosphaera spp.	Rhabdosphaera clavigera	Emiliania huxleyi	Ceratolithus cristatus	Ceratolithus cristatus var. telesmus	Gephyrocapsa ericsonii	Holodiscolithus macroporus	Comment
  IR	Late Pliocene    	Late Pliocene    	NN19              	NN19          	190	1176	A	 44	X	CC	  37.00	    402.7600	nannos   	Nannofossils                                 	T              	P                 	                      	                 	                                           	                                           	                       	                      	                        	                      	                     	                      	                        	                  	                       	                    	A                     	                      	                         	                         	                     	                   	               	                   	                                	                     	A                 	A                    	                    	                           	                                   	                   	                      	                   	                     	                         	                                    	                     	                       	                     	                  	                                    	                     	                      	                     	                     	                                      	                     	                  	                       	                 	                      	                                    	                      	                          	       

  IR	Late Pliocene    	Late Pliocene    	NN17              	NN18          	190	1176	A	 45	X	CC	  44.00	    411.6400	nannos   	Nannofossils                                 	R              	M                 	                      	                 	                                           	                                           	A                      	                      	C                       	C                     	A                    	                      	                        	                  	                       	                    	                      	                      	C                        	A                        	                     	                   	               	A                  	C                               	                     	                  	                     	                    	                           	                                   	                   	                      	                   	                     	                         	                                    	                     	                       	                     	                  	                                    	                     	                      	                     	                     	                                      	                     	                  	                       	                 	                      	                                    	                      	                          	       

  IR	Late Pliocene    	Late Pliocene    	NN17              	NN18          	190	1176	A	 46	X	CC	  28.00	    421.0800	nannos   	Nannofossils                                 	C              	P                 	R                     	                 	                                           	C                                          	A                      	                      	                        	C                     	                     	                      	                        	R                 	                       	R                   	F                     	C                     	A                        	A                        	C                    	F                  	F              	R                  	R                               	C                    	                  	                     	                    	                           	                                   	                   	                      	                   	                     	                         	                                    	                     	                       	                     	                  	                                    	                     	                      	                     	                     	                                      	                     	                  	                       	                 	                      	                                    	                      	                          	       

  IR	Early Pliocene   	Late Pliocene    	NN15              	NN18          	190	1176	A	 47	X	CC	  26.00	    430.5600	nannos   	Nannofossils                                 	T              	P                 	F                     	                 	                                           	F                                          	C                      	                      	                        	                      	                     	                      	A                       	                  	F                      	                    	                      	                      	A                        	D                        	                     	                   	               	                   	                                	                     	                  	                     	                    	                           	                                   	                   	                      	                   	                     	                         	                                    	                     	                       	                     	                  	                                    	                     	                      	                     	                     	                                      	                     	                  	                       	                 	                      	                                    	                      	                          	       

  IR	Early Pliocene   	Early Pliocene   	NN15              	NN15          	190	1176	A	 48	X	CC	  35.00	    440.3500	nannos   	Nannofossils                                 	F              	M                 	F                     	C                	C                                          	F                                          	C                      	C                     	C                       	C                     	D                    	F                     	C                       	F                 	F                      	C                   	C                     	C                     	                         	                         	                     	                   	               	                   	                                	                     	                  	                     	                    	                           	                                   	                   	                      	                   	                     	                         	                                    	                     	                       	                     	                  	                                    	                     	                      	                     	                     	                                      	                     	                  	                       	                 	                      	                                    	                      	                          	       

