Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,Lithology classification,Lithology Prefix,Lithology Suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,Unnamed: 23
320-U1333B-8H-5-A,320,U1333,B,8,8-5,H,5,A,0,150,70.7,72.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. Pumice particles (1.5 cm in diameter) in 114-115 cm interval of section 3.,,
320-U1333B-8H-6-A,320,U1333,B,8,8-6,H,6,A,0,150,72.2,73.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. Pumice particles (1.5 cm in diameter) in 114-115 cm interval of section 3.,,
320-U1333B-8H-7-A,320,U1333,B,8,8-7,H,7,A,0,71,73.7,74.41,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. Pumice particles (1.5 cm in diameter) in 114-115 cm interval of section 3.,,
320-U1333B-8H-CC-A,320,U1333,B,8,8-CC,H,CC,A,0,10,74.41,74.51,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. Pumice particles (1.5 cm in diameter) in 114-115 cm interval of section 3.,,
320-U1333B-9H-1-A,320,U1333,B,9,9-1,H,1,A,0,150,74.2,75.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1333B-9H-2-A,320,U1333,B,9,9-2,H,2,A,0,150,75.7,77.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1333B-9H-3-A,320,U1333,B,9,9-3,H,3,A,0,150,77.2,78.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1333B-9H-4-A,320,U1333,B,9,9-4,H,4,A,0,150,78.7,80.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1333B-9H-5-A,320,U1333,B,9,9-5,H,5,A,0,150,80.2,81.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1333B-9H-6-A,320,U1333,B,9,9-6,H,6,A,0,134,81.7,83.04,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1333B-9H-CC-A,320,U1333,B,9,9-CC,H,CC,A,0,10,83.04,83.14,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1333B-10H-1-A,320,U1333,B,10,10-1,H,1,A,0,150,83.7,85.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,"Pumice pebble section 5, 110-111 cm (1 cm in diameter)",,
320-U1333B-10H-1-A,320,U1333,B,10,10-1,H,1,A,0,150,83.7,85.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1333B-10H-2-A,320,U1333,B,10,10-2,H,2,A,0,150,85.2,86.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,"Pumice pebble section 5, 110-111 cm (1 cm in diameter)",,
320-U1333B-10H-2-A,320,U1333,B,10,10-2,H,2,A,0,150,85.2,86.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1333B-10H-3-A,320,U1333,B,10,10-3,H,3,A,0,150,86.7,88.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,"Pumice pebble section 5, 110-111 cm (1 cm in diameter)",,
320-U1333B-10H-3-A,320,U1333,B,10,10-3,H,3,A,0,150,86.7,88.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1333B-10H-4-A,320,U1333,B,10,10-4,H,4,A,0,150,88.2,89.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,"Pumice pebble section 5, 110-111 cm (1 cm in diameter)",,
320-U1333B-10H-4-A,320,U1333,B,10,10-4,H,4,A,0,150,88.2,89.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1333B-10H-5-A,320,U1333,B,10,10-5,H,5,A,0,150,89.7,91.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,"Pumice pebble section 5, 110-111 cm (1 cm in diameter)",,
320-U1333B-10H-5-A,320,U1333,B,10,10-5,H,5,A,0,150,89.7,91.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1333B-10H-6-A,320,U1333,B,10,10-6,H,6,A,0,150,91.2,92.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,"Pumice pebble section 5, 110-111 cm (1 cm in diameter)",,
320-U1333B-10H-6-A,320,U1333,B,10,10-6,H,6,A,0,150,91.2,92.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1333B-10H-7-A,320,U1333,B,10,10-7,H,7,A,0,56,92.7,93.26,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,"Pumice pebble section 5, 110-111 cm (1 cm in diameter)",,
320-U1333B-10H-7-A,320,U1333,B,10,10-7,H,7,A,0,56,92.7,93.26,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1333B-10H-CC-A,320,U1333,B,10,10-CC,H,CC,A,0,16,93.26,93.42,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,"Pumice pebble section 5, 110-111 cm (1 cm in diameter)",,
320-U1333B-10H-CC-A,320,U1333,B,10,10-CC,H,CC,A,0,16,93.26,93.42,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1333B-11H-1-A,320,U1333,B,11,11-1,H,1,A,0,150,93.2,94.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1333B-11H-2-A,320,U1333,B,11,11-2,H,2,A,0,150,94.7,96.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1333B-11H-3-A,320,U1333,B,11,11-3,H,3,A,0,150,96.2,97.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1333B-11H-4-A,320,U1333,B,11,11-4,H,4,A,0,150,97.7,99.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1333B-11H-5-A,320,U1333,B,11,11-5,H,5,A,0,150,99.2,100.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1333B-11H-6-A,320,U1333,B,11,11-6,H,6,A,0,150,100.7,102.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1333B-11H-7-A,320,U1333,B,11,11-7,H,7,A,0,89,102.2,103.09,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1333B-11H-CC-A,320,U1333,B,11,11-CC,H,CC,A,0,17,103.09,103.26,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1333B-12H-1-A,320,U1333,B,12,12-1,H,1,A,0,63,102.7,103.33,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,10YR 8/1,,,
320-U1333B-12H-1-A,320,U1333,B,12,12-1,H,1,A,63,150,103.33,104.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,90,soft,10YR 8/2,,,
320-U1333B-12H-2-A,320,U1333,B,12,12-2,H,2,A,0,150,104.2,105.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,90,soft,10YR 8/2,,,
320-U1333B-12H-3-A,320,U1333,B,12,12-3,H,3,A,0,150,105.7,107.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,90,soft,10YR 8/2,,,
320-U1333B-12H-4-A,320,U1333,B,12,12-4,H,4,A,0,150,107.2,108.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,90,soft,10YR 8/2,,,
320-U1333B-12H-5-A,320,U1333,B,12,12-5,H,5,A,0,150,108.7,110.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,90,soft,10YR 8/2,,,
320-U1333B-12H-6-A,320,U1333,B,12,12-6,H,6,A,0,150,110.2,111.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,90,soft,10YR 8/2,,,
320-U1333B-12H-7-A,320,U1333,B,12,12-7,H,7,A,0,45,111.7,112.15,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,90,soft,10YR 8/2,,,
320-U1333B-12H-CC-A,320,U1333,B,12,12-CC,H,CC,A,0,15,112.15,112.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,90,soft,10YR 8/2,,,
320-U1333B-13H-1-A,320,U1333,B,13,13-1,H,1,A,0,150,112.2,113.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1333B-13H-2-A,320,U1333,B,13,13-2,H,2,A,0,140,113.7,115.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1333B-13H-2-A,320,U1333,B,13,13-2,H,2,A,140,150,115.1,115.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 7/3,,,
320-U1333B-13H-3-A,320,U1333,B,13,13-3,H,3,A,0,138,115.2,116.58,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 7/3,,,
320-U1333B-13H-3-A,320,U1333,B,13,13-3,H,3,A,138,150,116.58,116.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,soft,10YR 7/4,A 10 cm-thick very pale brown (10YR 7/4) radiolarian nannofossil ooze at section boundary between 4 and 5.,,
320-U1333B-13H-3-A,320,U1333,B,13,13-3,H,3,A,138,150,116.58,116.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,30,soft,10YR 5/4,,,
320-U1333B-13H-4-A,320,U1333,B,13,13-4,H,4,A,0,150,116.7,118.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,soft,10YR 7/4,A 10 cm-thick very pale brown (10YR 7/4) radiolarian nannofossil ooze at section boundary between 4 and 5.,,
320-U1333B-13H-4-A,320,U1333,B,13,13-4,H,4,A,0,150,116.7,118.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,30,soft,10YR 5/4,,,
320-U1333B-13H-5-A,320,U1333,B,13,13-5,H,5,A,0,150,118.2,119.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,soft,10YR 7/4,A 10 cm-thick very pale brown (10YR 7/4) radiolarian nannofossil ooze at section boundary between 4 and 5.,,
320-U1333B-13H-5-A,320,U1333,B,13,13-5,H,5,A,0,150,118.2,119.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,30,soft,10YR 5/4,,,
320-U1333B-13H-6-A,320,U1333,B,13,13-6,H,6,A,0,55,119.7,120.25,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,soft,10YR 7/4,A 10 cm-thick very pale brown (10YR 7/4) radiolarian nannofossil ooze at section boundary between 4 and 5.,,
320-U1333B-13H-6-A,320,U1333,B,13,13-6,H,6,A,0,55,119.7,120.25,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian ooze,30,soft,10YR 5/4,,,
320-U1333B-13H-6-A,320,U1333,B,13,13-6,H,6,A,55,150,120.25,121.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,30,soft,10YR 4/2,,,
320-U1333B-13H-6-A,320,U1333,B,13,13-6,H,6,A,55,150,120.25,121.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,70,soft,10YR 5/3,,,
320-U1333B-13H-7-A,320,U1333,B,13,13-7,H,7,A,0,71,121.2,121.91,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,30,soft,10YR 4/2,,,
320-U1333B-13H-7-A,320,U1333,B,13,13-7,H,7,A,0,71,121.2,121.91,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,70,soft,10YR 5/3,,,
320-U1333B-13H-CC-A,320,U1333,B,13,13-CC,H,CC,A,0,21,121.91,122.12,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,30,soft,10YR 4/2,,,
320-U1333B-13H-CC-A,320,U1333,B,13,13-CC,H,CC,A,0,21,121.91,122.12,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,70,soft,10YR 5/3,,,
320-U1333B-14H-1-A,320,U1333,B,14,14-1,H,1,A,0,150,121.7,123.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,20,firm,10YR 4/3,,,
320-U1333B-14H-1-A,320,U1333,B,14,14-1,H,1,A,0,150,121.7,123.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,80,firm,10YR 5/3,,,
320-U1333B-14H-2-A,320,U1333,B,14,14-2,H,2,A,0,150,123.2,124.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,20,firm,10YR 4/3,,,
320-U1333B-14H-2-A,320,U1333,B,14,14-2,H,2,A,0,150,123.2,124.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,80,firm,10YR 5/3,,,
320-U1333B-14H-3-A,320,U1333,B,14,14-3,H,3,A,0,150,124.7,126.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,20,firm,10YR 4/3,,,
320-U1333B-14H-3-A,320,U1333,B,14,14-3,H,3,A,0,150,124.7,126.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,80,firm,10YR 5/3,,,
320-U1333B-14H-4-A,320,U1333,B,14,14-4,H,4,A,0,150,126.2,127.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,20,firm,10YR 4/3,,,
320-U1333B-14H-4-A,320,U1333,B,14,14-4,H,4,A,0,150,126.2,127.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,80,firm,10YR 5/3,,,
320-U1333B-14H-5-A,320,U1333,B,14,14-5,H,5,A,0,40,127.7,128.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,20,firm,10YR 4/3,,,
320-U1333B-14H-5-A,320,U1333,B,14,14-5,H,5,A,0,40,127.7,128.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,80,firm,10YR 5/3,,,
320-U1333B-14H-5-A,320,U1333,B,14,14-5,H,5,A,40,106,128.1,128.76,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,100,firm,10YR 3/2,,,
320-U1333B-14H-5-A,320,U1333,B,14,14-5,H,5,A,106,150,128.76,129.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,30,firm,10YR 4/3,,,
320-U1333B-14H-5-A,320,U1333,B,14,14-5,H,5,A,106,150,128.76,129.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,70,firm,10YR 5/3,,,
320-U1333B-14H-6-A,320,U1333,B,14,14-6,H,6,A,0,150,129.2,130.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,30,firm,10YR 4/3,,,
320-U1333B-14H-6-A,320,U1333,B,14,14-6,H,6,A,0,150,129.2,130.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,70,firm,10YR 5/3,,,
320-U1333B-14H-7-A,320,U1333,B,14,14-7,H,7,A,0,51,130.7,131.21,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,30,firm,10YR 4/3,,,
320-U1333B-14H-7-A,320,U1333,B,14,14-7,H,7,A,0,51,130.7,131.21,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,70,firm,10YR 5/3,,,
320-U1333B-14H-CC-A,320,U1333,B,14,14-CC,H,CC,A,0,22,131.21,131.43,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,30,firm,10YR 4/3,,,
320-U1333B-14H-CC-A,320,U1333,B,14,14-CC,H,CC,A,0,22,131.21,131.43,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,70,firm,10YR 5/3,,,
320-U1333B-15H-1-A,320,U1333,B,15,15-1,H,1,A,0,150,131.2,132.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,30,firm,10YR 4/2,,,
320-U1333B-15H-2-A,320,U1333,B,15,15-2,H,2,A,0,150,132.7,134.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,firm,10YR 5/3,,,
320-U1333B-15H-2-A,320,U1333,B,15,15-2,H,2,A,0,150,132.7,134.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,30,firm,10YR 4/2,,,
320-U1333B-15H-3-A,320,U1333,B,15,15-3,H,3,A,0,150,134.2,135.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,firm,10YR 5/3,,,
320-U1333B-15H-3-A,320,U1333,B,15,15-3,H,3,A,0,150,134.2,135.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,30,firm,10YR 4/2,,,
320-U1333B-15H-4-A,320,U1333,B,15,15-4,H,4,A,0,150,135.7,137.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,firm,10YR 5/3,,,
320-U1333B-15H-4-A,320,U1333,B,15,15-4,H,4,A,0,150,135.7,137.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,30,firm,10YR 4/2,,,
320-U1333B-15H-5-A,320,U1333,B,15,15-5,H,5,A,0,95,137.2,138.15,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,firm,10YR 5/3,,,
320-U1333B-15H-5-A,320,U1333,B,15,15-5,H,5,A,0,95,137.2,138.15,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,30,firm,10YR 4/2,,,
320-U1333B-15H-5-A,320,U1333,B,15,15-5,H,5,A,95,150,138.15,138.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,100,firm,10YR 3/2,,,
320-U1333B-15H-6-A,320,U1333,B,15,15-6,H,6,A,0,32,138.7,139.02,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,100,firm,10YR 3/2,,,
320-U1333B-15H-CC-A,320,U1333,B,15,15-CC,H,CC,A,0,28,139.52,139.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,100,firm,10YR 3/2,,,
320-U1333B-16H-1-A,320,U1333,B,16,16-1,H,1,A,0,150,140.7,142.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,100,firm,10YR 3/2,,,
320-U1333B-16H-2-A,320,U1333,B,16,16-2,H,2,A,0,150,142.2,143.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,100,firm,10YR 3/2,,,
320-U1333B-16H-3-A,320,U1333,B,16,16-3,H,3,A,0,150,143.7,145.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,100,firm,10YR 3/2,,,
320-U1333B-16H-4-A,320,U1333,B,16,16-4,H,4,A,0,150,145.2,146.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,100,firm,10YR 3/2,,,
320-U1333B-16H-5-A,320,U1333,B,16,16-5,H,5,A,0,44,146.7,147.14,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,100,firm,10YR 3/2,,,
320-U1333B-16H-5-A,320,U1333,B,16,16-5,H,5,A,44,150,147.14,148.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,75,firm,10YR 7/3,,,
320-U1333B-16H-5-A,320,U1333,B,16,16-5,H,5,A,44,150,147.14,148.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,25,firm,10YR 4/3,,,
320-U1333B-16H-6-A,320,U1333,B,16,16-6,H,6,A,0,100,148.2,149.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,75,firm,10YR 7/3,,,
320-U1333B-16H-6-A,320,U1333,B,16,16-6,H,6,A,0,100,148.2,149.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,25,firm,10YR 4/3,,,
320-U1333B-16H-7-A,320,U1333,B,16,16-7,H,7,A,0,57,149.2,149.77,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,75,firm,10YR 7/3,,,
320-U1333B-16H-7-A,320,U1333,B,16,16-7,H,7,A,0,57,149.2,149.77,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,25,firm,10YR 4/3,,,
320-U1333B-16H-CC-A,320,U1333,B,16,16-CC,H,CC,A,0,25,149.77,150.02,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,75,firm,10YR 7/3,,,
320-U1333B-16H-CC-A,320,U1333,B,16,16-CC,H,CC,A,0,25,149.77,150.02,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,25,firm,10YR 4/3,,,
320-U1333B-17H-1-A,320,U1333,B,17,17-1,H,1,A,0,150,150.2,151.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,firm,10YR 7/4,,,
320-U1333B-17H-1-A,320,U1333,B,17,17-1,H,1,A,0,150,150.2,151.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,40,firm,10YR 5/4,,,
320-U1333B-17H-2-A,320,U1333,B,17,17-2,H,2,A,0,150,151.7,153.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,firm,10YR 7/4,,,
320-U1333B-17H-2-A,320,U1333,B,17,17-2,H,2,A,0,150,151.7,153.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,40,firm,10YR 5/4,,,
320-U1333B-17H-3-A,320,U1333,B,17,17-3,H,3,A,0,150,153.2,154.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,firm,10YR 7/4,,,
320-U1333B-17H-3-A,320,U1333,B,17,17-3,H,3,A,0,150,153.2,154.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,40,firm,10YR 5/4,,,
