Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
371-U1507B-6R-3-A,6,33,417.16,417.43,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,3,A,
371-U1507B-6R-3-A,33,37,417.43,417.47,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,6,R,3,A,
371-U1507B-6R-3-A,37,44,417.47,417.54,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,3,A,
371-U1507B-6R-3-A,44,50,417.54,417.6,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,3,A,
371-U1507B-6R-3-A,50,52,417.6,417.62,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 7/n (light gray),bed,,,,,fine sand [W22_2],4,,,moderate [B06],3,,bioturbated boundary or contact,,diffuse,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,6,R,3,A,
371-U1507B-6R-3-A,52,64,417.62,417.74,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,3,A,
371-U1507B-6R-3-A,64,76,417.74,417.86,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,3,A,
371-U1507B-6R-3-A,76,111,417.86,418.21,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,3,A,
371-U1507B-6R-3-A,111,113,418.21,418.23,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,6,R,3,A,
371-U1507B-6R-3-A,113,151,418.23,418.61,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,3,A,
371-U1507B-6R-4-A,0,97,418.61,419.58,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,4,A,
371-U1507B-6R-4-A,97,98,419.58,419.59,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,6,R,4,A,
371-U1507B-6R-4-A,98,152,419.59,420.13,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,4,A,
371-U1507B-6R-5-A,0,17,420.13,420.3,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,5,A,
371-U1507B-6R-5-A,17,63,420.3,420.76,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,5,A,
371-U1507B-6R-5-A,63,104,420.76,421.17,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,5,A,
371-U1507B-6R-5-A,104,107,421.17,421.2,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,5,A,
371-U1507B-6R-5-A,107,119,421.2,421.32,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,5,A,
371-U1507B-6R-5-A,119,123,421.32,421.36,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,5,A,
371-U1507B-6R-5-A,123,150,421.36,421.63,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,5,A,
371-U1507B-6R-6-A,0,18,421.63,421.81,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,6,A,
371-U1507B-6R-6-A,18,44.5,421.81,422.075,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,6,A,
371-U1507B-6R-6-A,44.5,87,422.075,422.5,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,6,A,
371-U1507B-6R-6-A,87,101,422.5,422.64,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,6,A,
371-U1507B-6R-6-A,101,111,422.64,422.74,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,6,A,
371-U1507B-6R-6-A,111,115,422.74,422.78,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,6,R,6,A,
371-U1507B-6R-6-A,115,133,422.78,422.96,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,6,A,
371-U1507B-6R-6-A,133,136,422.96,422.99,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,6,A,
371-U1507B-6R-7-A,0,13,423.13,423.26,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,7,A,
371-U1507B-6R-7-A,13,39,423.26,423.52,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,7,A,
371-U1507B-6R-7-A,39,42,423.52,423.55,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,sharp,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,6,R,7,A,
371-U1507B-6R-7-A,42,60,423.55,423.73,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,7,A,
371-U1507B-6R-7-A,60,70,423.73,423.83,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,7,A,
371-U1507B-6R-7-A,70,75,423.83,423.88,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,7,A,
371-U1507B-6R-7-A,75,83,423.88,423.96,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,7,A,
371-U1507B-6R-CC-A,0,14,423.96,424.1,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,6,R,CC,A,
371-U1507B-7R-1-A,0,38,423.7,424.08,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,7,R,1,A,
371-U1507B-7R-1-A,38,44,424.08,424.14,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,7,R,1,A,
371-U1507B-7R-1-A,44,150,424.14,425.2,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,7,R,1,A,
371-U1507B-7R-2-A,0,69,425.2,425.89,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,7,R,2,A,
371-U1507B-7R-2-A,69,79,425.89,425.99,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 6/10GY (greenish gray),bed,,normal grading,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,sharp,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,7,R,2,A,
371-U1507B-7R-2-A,79,150,425.99,426.7,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,7,R,2,A,
371-U1507B-7R-3-A,0,16,426.7,426.86,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,7,R,3,A,
371-U1507B-7R-3-A,16,22,426.86,426.92,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,heavy [DB91],4,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,7,R,3,A,
371-U1507B-7R-3-A,22,45,426.92,427.15,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,7,R,3,A,
371-U1507B-7R-3-A,45,57,427.15,427.27,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,heavy [DB91],4,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,7,R,3,A,
371-U1507B-7R-3-A,57,64,427.27,427.34,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,7,R,3,A,
371-U1507B-7R-3-A,64,74,427.34,427.44,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,heavy [DB91],4,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,7,R,3,A,
371-U1507B-7R-3-A,74,79,427.44,427.49,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,7,R,3,A,
371-U1507B-7R-3-A,79,84,427.49,427.54,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,7,R,3,A,
371-U1507B-7R-3-A,84,100,427.54,427.7,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,7,R,3,A,
371-U1507B-7R-4-A,0,32,427.7,428.02,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,7,R,4,A,
371-U1507B-7R-4-A,32,65,428.02,428.35,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10Y (greenish gray),,,,,,,,,,heavy [DB91],4,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,7,R,4,A,
371-U1507B-7R-4-A,65,120,428.35,428.9,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,7,R,4,A,
371-U1507B-7R-5-A,0,82,428.9,429.72,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,7,R,5,A,
371-U1507B-7R-5-A,82,84,429.72,429.74,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 7/n (light gray),bed,,,,,fine sand [W22_2],4,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,7,R,5,A,
371-U1507B-7R-5-A,84,120,429.74,430.1,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,7,R,5,A,
371-U1507B-7R-5-A,120,122,430.1,430.12,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 7/n (light gray),bed,,,,,fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,7,R,5,A,
371-U1507B-7R-5-A,122,150,430.12,430.4,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,7,R,5,A,
371-U1507B-7R-6-A,0,28,430.4,430.68,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,7,R,6,A,
371-U1507B-7R-6-A,28,31,430.68,430.71,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 7/n (light gray),bed,,,,,fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,7,R,6,A,
371-U1507B-7R-6-A,31,72,430.71,431.12,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,7,R,6,A,
371-U1507B-7R-6-A,72,74,431.12,431.14,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 7/n (light gray),bed,,,,,fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,7,R,6,A,
371-U1507B-7R-6-A,74,149,431.14,431.89,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,7,R,6,A,
371-U1507B-7R-6-A,149,152,431.89,431.92,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 7/n (light gray),bed,,,convolute,,fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,7,R,6,A,
371-U1507B-7R-7-A,0,51,431.92,432.43,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,7,R,7,A,
371-U1507B-8R-1-A,0,59,433.3,433.89,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,moderate [B06],3,,undulating or wavy boundary or contact [BJ80],irregular,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,8,R,1,A,
371-U1507B-8R-1-A,59,64,433.89,433.94,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,,medium sand [W22_2],5,,,slight [B06],2,,sharp boundary or contact,planar (S),sharp,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,8,R,1,A,
371-U1507B-8R-1-A,64,100,433.94,434.3,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,moderate [B06],3,Thin lamination at 69.5 cm grayish green (GLEY 1 5/5G),bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,8,R,1,A,
371-U1507B-8R-1-A,100,101,434.3,434.31,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,,medium sand [W22_2],5,,,,,,bioturbated boundary or contact,,diffuse,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,8,R,1,A,
371-U1507B-8R-1-A,101,150,434.31,434.8,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,8,R,1,A,
371-U1507B-8R-2-A,0,55,434.8,435.35,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,moderate [B06],3,"thin grayish green laminiations at 14, 34 through 37 cm.",bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,8,R,2,A,
