Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
371-U1507B-8R-2-A,55,59,435.35,435.39,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,8,R,2,A,
371-U1507B-8R-2-A,59,110,435.39,435.9,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,8,R,2,A,
371-U1507B-8R-3-A,0,58,435.9,436.48,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,8,R,3,A,
371-U1507B-8R-3-A,58,64,436.48,436.54,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,heavy [DB91],4,,,,,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,8,R,3,A,
371-U1507B-8R-3-A,64,78,436.54,436.68,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,8,R,3,A,
371-U1507B-8R-3-A,78,81,436.68,436.71,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,,medium sand [W22_2],5,,,slight [B06],2,,sharp boundary or contact,planar (S),sharp,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,8,R,3,A,
371-U1507B-8R-3-A,81,134,436.71,437.24,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,8,R,3,A,
371-U1507B-8R-4-A,0,22,437.24,437.46,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,8,R,4,A,
371-U1507B-8R-4-A,22,37,437.46,437.61,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,10GY 7/1 (light greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,8,R,4,A,
371-U1507B-8R-4-A,37,39,437.61,437.63,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,,medium sand [W22_2],5,,,slight [B06],2,,sharp boundary or contact,planar (S),sharp,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,8,R,4,A,
371-U1507B-8R-4-A,39,99.5,437.63,438.235,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,10GY 7/1 (light greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,8,R,4,A,
371-U1507B-8R-4-A,99.5,101.5,438.235,438.255,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,,medium sand [W22_2],5,,,slight [B06],2,,sharp boundary or contact,planar (S),sharp,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,8,R,4,A,
371-U1507B-8R-4-A,101.5,151,438.255,438.75,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,10GY 7/1 (light greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,8,R,4,A,
371-U1507B-8R-5-A,0,68,438.75,439.43,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,10GY 7/1 (light greenish gray),,,,,,,,,,moderate [B06],3,"At 29-31cm, a foraminiferal limestone bed occurs, which is highly bioturbated, with extremely diffused contact boundary.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,8,R,5,A,
371-U1507B-8R-5-A,68,70,439.43,439.45,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,,medium sand [W22_2],5,,,slight [B06],2,,sharp boundary or contact,planar (S),sharp,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,8,R,5,A,
371-U1507B-8R-5-A,70,89,439.45,439.64,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,10GY 7/1 (light greenish gray),,,,,,,,,,,,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,8,R,5,A,
371-U1507B-8R-5-A,89,98,439.64,439.73,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,,,,,,moderate [B06],3,,,,,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,8,R,5,A,
371-U1507B-8R-5-A,98,125,439.73,440,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,10GY 7/1 (light greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,8,R,5,A,
371-U1507B-8R-6-A,0,2,440,440.02,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,,medium sand [W22_2],5,,,slight [B06],2,,sharp boundary or contact,planar (S),sharp,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,8,R,6,A,
371-U1507B-8R-6-A,2,36,440.02,440.36,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,5GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,8,R,6,A,
371-U1507B-8R-6-A,36,48,440.36,440.48,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 8/N (white gray),bed,parallel lamination,,,,medium sand [W22_2],5,,,slight [B06],2,,sharp boundary or contact,planar (S),sharp,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,8,R,6,A,
371-U1507B-8R-6-A,48,62,440.48,440.62,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,5GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,8,R,6,A,
371-U1507B-8R-6-A,62,64,440.62,440.64,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,,medium sand [W22_2],5,,,slight [B06],2,,sharp boundary or contact,planar (S),sharp,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,8,R,6,A,
371-U1507B-8R-6-A,64,79,440.64,440.79,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,5GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,8,R,6,A,
371-U1507B-8R-6-A,79,80,440.79,440.8,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,,medium sand [W22_2],5,,,slight [B06],2,,sharp boundary or contact,planar (S),sharp,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,8,R,6,A,
371-U1507B-8R-6-A,80,112,440.8,441.12,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,10GY 7/1 (light greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,8,R,6,A,
371-U1507B-8R-6-A,112,114,441.12,441.14,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,,medium sand [W22_2],5,,,slight [B06],2,,sharp boundary or contact,planar (S),sharp,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,8,R,6,A,
371-U1507B-8R-6-A,114,135,441.14,441.35,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,5GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,8,R,6,A,
371-U1507B-8R-7-A,0,73,441.5,442.23,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,5GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,8,R,7,A,
371-U1507B-8R-7-A,73,75,442.23,442.25,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,,medium sand [W22_2],5,,,slight [B06],2,,sharp boundary or contact,planar (S),sharp,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,8,R,7,A,
371-U1507B-8R-CC-A,0,21.5,442.25,442.465,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,5GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,8,R,CC,A,
371-U1507B-9R-1-A,0,150,442.9,444.4,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,5GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,9,R,1,A,
371-U1507B-9R-2-A,0,34,444.4,444.74,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,5GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,9,R,2,A,
371-U1507B-9R-2-A,34,39,444.74,444.79,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,,medium sand [W22_2],5,,,slight [B06],2,,sharp boundary or contact,planar (S),sharp,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,9,R,2,A,
371-U1507B-9R-2-A,39,123,444.79,445.63,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,5GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,9,R,2,A,
371-U1507B-9R-2-A,123,127,445.63,445.67,,,,,clayey,foraminiferal limestone,with volcanic ash [2014],clayey foraminiferal limestone with volcanic ash,,,10YR 4/1 (dark gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey foraminiferal limestone,foraminiferal limestone with volcanic ash,,,,371,U1507,B,9,R,2,A,
371-U1507B-9R-2-A,127,143,445.67,445.83,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,5GY 6/1 (greenish gray),,,,,,,,,,heavy [DB91],4,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,9,R,2,A,
371-U1507B-9R-3-A,0,64,445.83,446.47,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,5GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,9,R,3,A,
371-U1507B-9R-3-A,64,71,446.47,446.54,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 5/5G (grayish green),bed,,,,,,,,,moderate [B06],3,,sharp boundary or contact,,sharp,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,9,R,3,A,
371-U1507B-9R-3-A,71,128,446.54,447.11,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,5GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,9,R,3,A,
371-U1507B-9R-3-A,128,130,447.11,447.13,,,,,,foraminiferal limestone,with volcanic ash [2014],foraminiferal limestone with volcanic ash,,,GLEY 1 8/N (white gray),bed,,,,,medium sand [W22_2],5,,,slight [B06],2,,sharp boundary or contact,planar (S),sharp,,,,,,,foraminiferal limestone,foraminiferal limestone with volcanic ash,,,,371,U1507,B,9,R,3,A,
371-U1507B-9R-3-A,130,139,447.13,447.22,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,5GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,9,R,3,A,
371-U1507B-9R-4-A,0,26,447.22,447.48,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,5GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,9,R,4,A,
371-U1507B-9R-4-A,26,30,447.48,447.52,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,,medium sand [W22_2],5,,,slight [B06],2,,sharp boundary or contact,planar (S),sharp,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,9,R,4,A,
371-U1507B-9R-4-A,30,76,447.52,447.98,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,5GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,9,R,4,A,
371-U1507B-9R-4-A,76,80.5,447.98,448.025,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 5/5G (grayish green),bed,,,,,,,,,moderate [B06],3,,sharp boundary or contact,,sharp,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,9,R,4,A,
371-U1507B-9R-4-A,80.5,150,448.025,448.72,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,5GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,A grayish green colored fine lamination occurs at 27 cm.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,9,R,4,A,
371-U1507B-9R-5-A,0,7,448.72,448.79,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,5GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,9,R,5,A,
371-U1507B-9R-5-A,7,10,448.79,448.82,,,,,,foraminiferal limestone,with nannofossils [2014],foraminiferal limestone with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,,medium sand [W22_2],5,,,slight [B06],2,,sharp boundary or contact,planar (S),sharp,,,,,,,foraminiferal limestone,foraminiferal limestone with nannofossils,,,,371,U1507,B,9,R,5,A,
371-U1507B-9R-5-A,10,53,448.82,449.25,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,5GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,9,R,5,A,
371-U1507B-9R-5-A,53,57.5,449.25,449.295,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 5/5G (grayish green),bed,,,,,,,,,moderate [B06],3,,sharp boundary or contact,,sharp,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,9,R,5,A,
371-U1507B-9R-5-A,57.5,115,449.295,449.87,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,5GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,9,R,5,A,
371-U1507B-10R-1-A,0,138,452.5,453.88,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,10,R,1,A,
371-U1507B-10R-2-A,0,3,453.88,453.91,,,,,,foraminiferal limestone,with volcanic ash [2014],foraminiferal limestone with volcanic ash,,,GLEY 1 6/10GY (greenish gray),bed,parallel lamination,,,,fine sand [W22_2],4,,,,,,sharp boundary or contact,,,,,,,,,foraminiferal limestone,foraminiferal limestone with volcanic ash,,,,371,U1507,B,10,R,2,A,
371-U1507B-10R-2-A,3,102,453.91,454.9,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,moderate [B06],3,<1 cm thick foraminiferal layer at 53 cm.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,10,R,2,A,
371-U1507B-10R-3-A,0,5,454.9,454.95,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,10,R,3,A,
371-U1507B-10R-3-A,5,7,454.95,454.97,,,,,,foraminiferal limestone,with volcanic ash [2014],foraminiferal limestone with volcanic ash,,,GLEY 1 6/10GY (greenish gray),bed,parallel lamination,,,,fine sand [W22_2],4,,,,,,sharp boundary or contact,,,,,,,,,foraminiferal limestone,foraminiferal limestone with volcanic ash,,,,371,U1507,B,10,R,3,A,
371-U1507B-10R-3-A,7,59,454.97,455.49,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,10,R,3,A,
371-U1507B-10R-3-A,59,60,455.49,455.5,,,,,,foraminiferal limestone,with volcanic ash [2014],foraminiferal limestone with volcanic ash,,,GLEY 1 6/10GY (greenish gray),bed,parallel lamination,,,,fine sand [W22_2],4,,,,,,sharp boundary or contact,,,,,,,,,foraminiferal limestone,foraminiferal limestone with volcanic ash,,,,371,U1507,B,10,R,3,A,
371-U1507B-10R-3-A,60,85,455.5,455.75,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,10,R,3,A,
371-U1507B-10R-4-A,0,4,455.9,455.94,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,10,R,4,A,
371-U1507B-10R-4-A,4,10,455.94,456,,,,,nannofossil-rich [2014b],claystone [USGS],with volcanic ash [2014],nannofossil-rich claystone with volcanic ash,,,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,,,,,,,,,,,,,,nannofossil-rich claystone,claystone with volcanic ash,,,,371,U1507,B,10,R,4,A,
371-U1507B-10R-4-A,10,69,456,456.59,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,10,R,4,A,
371-U1507B-10R-4-A,69,120,456.59,457.1,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 5/10GY (greenish gray),,ripple,,,,,,,,,,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,10,R,4,A,
371-U1507B-10R-CC-A,0,7,457.1,457.17,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 5/10GY (greenish gray),,ripple,,,,,,,,,,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,10,R,CC,A,
371-U1507B-11R-1-A,0,118,462.1,463.28,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,moderate [B06],3,presence of zoophycos burrows,sharp boundary or contact,,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,11,R,1,A,
371-U1507B-11R-1-A,118,120,463.28,463.3,,,,,,foraminiferal limestone,with volcanic ash [2014],foraminiferal limestone with volcanic ash,,,GLEY 1 6/10GY (greenish gray),bed,parallel lamination,,,thin bed [B01],fine sand [W22_2],4,,,absent,0,,sharp boundary or contact,,sharp,,,,,,,foraminiferal limestone,foraminiferal limestone with volcanic ash,,,,371,U1507,B,11,R,1,A,
