Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ lith. Abundance (%),MAJ lith ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1410C-4H-1-A,342,U1410,C,4,4-1,H,1,A,0,150,25.8,27.3,calcareous [Leg339],clay [Leg339],with silt [Leg339],calcareous  clay  with silt ,5Y 4/1 (dark gray),,,,heavy_339 [DB91],5.0,,"clayey, very patchy",,,,,,,,,,,,,,,,,,,,,,,,,,,,calcareous   clay ,clay   with silt ,,,,,,
342-U1410C-4H-2-A,342,U1410,C,4,4-2,H,2,A,0,45,27.3,27.75,calcareous [Leg339],clay [Leg339],with silt [Leg339],calcareous  clay  with silt ,5Y 4/1 (dark gray),,,,heavy_339 [DB91],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,calcareous   clay ,clay   with silt ,,,,,,
342-U1410C-4H-2-A,342,U1410,C,4,4-2,H,2,A,45,77,27.75,28.07,calcareous [Leg339],clay [Leg339],with silt [Leg339],calcareous  clay  with silt ,10YR 4/1 (dark gray),,,,heavy_339 [DB91],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,calcareous   clay ,clay   with silt ,,,,,,
342-U1410C-4H-2-A,342,U1410,C,4,4-2,H,2,A,77,150,28.07,28.8,calcareous [Leg339],clay [Leg339],with silt [Leg339],calcareous  clay  with silt ,5Y 4/1 (dark gray),,,,heavy_339 [DB91],5.0,,more clayey,,,,,,,,,,,,,,,,,,,,,,,,,,,,calcareous   clay ,clay   with silt ,,,,,,
342-U1410C-4H-3-A,342,U1410,C,4,4-3,H,3,A,0,18,28.8,28.98,calcareous [Leg339],clay [Leg339],with silt [Leg339],calcareous  clay  with silt ,10YR 5/1 (gray),,,,heavy_339 [DB91],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,calcareous   clay ,clay   with silt ,,,,,,
342-U1410C-4H-3-A,342,U1410,C,4,4-3,H,3,A,18,83,28.98,29.63,calcareous [Leg339],clay [Leg339],with silt [Leg339],calcareous  clay  with silt ,10YR 4/1 (dark gray),,,,heavy_339 [DB91],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,calcareous   clay ,clay   with silt ,,,,,,
342-U1410C-4H-3-A,342,U1410,C,4,4-3,H,3,A,83,150,29.63,30.3,calcareous [Leg339],clay [Leg339],with silt [Leg339],calcareous  clay  with silt ,10Y 5/1 (greenish gray),,,,heavy_339 [DB91],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,calcareous   clay ,clay   with silt ,,,,,,
342-U1410C-4H-4-A,342,U1410,C,4,4-4,H,4,A,0,150,30.3,31.8,calcareous [Leg339],clay [Leg339],with silt [Leg339],calcareous  clay  with silt ,10Y 5/1 (greenish gray),,,,heavy_339 [DB91],5.0,,dm-scale color changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,calcareous   clay ,clay   with silt ,,,,,,
342-U1410C-4H-5-A,342,U1410,C,4,4-5,H,5,A,0,64,31.8,32.44,calcareous [Leg339],clay [Leg339],with silt [Leg339],calcareous  clay  with silt ,10Y 5/1 (greenish gray),,,,heavy_339 [DB91],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,calcareous   clay ,clay   with silt ,,,,,,
342-U1410C-4H-5-A,342,U1410,C,4,4-5,H,5,A,64,87,32.44,32.67,calcareous [Leg339],clay [Leg339],with silt [Leg339],calcareous  clay  with silt ,5GY 4/1 (dark greenish gray),,,,heavy_339 [DB91],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,calcareous   clay ,clay   with silt ,,,,,,
342-U1410C-4H-5-A,342,U1410,C,4,4-5,H,5,A,87,150,32.67,33.3,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10GY 5/1 (greenish gray),,,,heavy_339 [DB91],5.0,,"Top defined by sharp green contact,, glauconite nodule inerbedded into a sandy foram matrix",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1410C-4H-6-A,342,U1410,C,4,4-6,H,6,A,0,146,33.3,34.76,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10GY 5/1 (greenish gray),,,,heavy_339 [DB91],5.0,,Qz pockets,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1410C-4H-CC-A,342,U1410,C,4,4-CC,H,CC,A,0,28,34.76,35.11,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10GY 5/1 (greenish gray),,,,heavy_339 [DB91],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1410C-5H-1-A,342,U1410,C,5,5-1,H,1,A,10,150,35.3,36.8,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,heavy_339 [DB91],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1410C-5H-2-A,342,U1410,C,5,5-2,H,2,A,0,150,36.8,38.3,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,heavy_339 [DB91],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1410C-5H-3-A,342,U1410,C,5,5-3,H,3,A,0,150,38.3,39.8,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,heavy_339 [DB91],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1410C-5H-4-A,342,U1410,C,5,5-4,H,4,A,0,150,39.8,41.3,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,heavy_339 [DB91],5.0,,somewhat patchy (5GY 5/1),,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1410C-5H-5-A,342,U1410,C,5,5-5,H,5,A,0,29,41.3,41.59,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5G 4/1 (dark greenish gray),,,,heavy_339 [DB91],5.0,,several thick glauconitic horizons,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1410C-5H-5-A,342,U1410,C,5,5-5,H,5,A,29,150,41.59,42.8,nannofossil [Leg339],clay [Leg339],with foraminifers [Leg339],nannofossil  clay  with foraminifers ,5GY 5/1 (greenish gray),,,,complete_339 [DB91],6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with foraminifers ,,,,,,
342-U1410C-5H-6-A,342,U1410,C,5,5-6,H,6,A,0,110,42.8,43.9,nannofossil [Leg339],clay [Leg339],with foraminifers [Leg339],nannofossil  clay  with foraminifers ,5Y 6/1 (gray),,,,complete_339 [DB91],6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with foraminifers ,,,,,,
342-U1410C-5H-7-A,342,U1410,C,5,5-7,H,7,A,0,54,43.9,44.44,nannofossil [Leg339],clay [Leg339],with foraminifers [Leg339],nannofossil  clay  with foraminifers ,5Y 6/1 (gray),,,,complete_339 [DB91],6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with foraminifers ,,,,,,
342-U1410C-5H-CC-A,342,U1410,C,5,5-CC,H,CC,A,0,6,44.44,44.61,nannofossil [Leg339],clay [Leg339],with foraminifers [Leg339],nannofossil  clay  with foraminifers ,5Y 6/1 (gray),,,,complete_339 [DB91],6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with foraminifers ,,,,,,
342-U1410C-6H-1-A,342,U1410,C,6,6-1,H,1,A,13,111,44.8,45.91,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10Y 6/1 (greenish gray),,,,complete_339 [DB91],6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1410C-6H-1-A,342,U1410,C,6,6-1,H,1,A,111,138,45.91,46.18,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5G 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,disseminated Mn nodules altered to glauconite?,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1410C-6H-1-A,342,U1410,C,6,6-1,H,1,A,138,150,46.18,46.3,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10Y 6/1 (greenish gray),,,,heavy_339 [DB91],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1410C-6H-2-A,342,U1410,C,6,6-2,H,2,A,0,34,46.3,46.64,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5Y 5/2 (olive gray),,,,heavy_339 [DB91],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1410C-6H-2-A,342,U1410,C,6,6-2,H,2,A,34,57,46.64,46.87,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5Y 6/2 (light olive gray),,,,heavy_339 [DB91],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1410C-6H-2-A,342,U1410,C,6,6-2,H,2,A,57,120,46.87,47.5,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5G 4/1 (dark greenish gray),,,,heavy_339 [DB91],5.0,,"disseminated Mn nodules altered to glauconite?, degree increases from top to bottom",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1410C-6H-2-A,342,U1410,C,6,6-2,H,2,A,120,146,47.5,47.76,,clay [Leg339],,clay ,5G 2.5/1 (greenish black),,mineral,glauconite,heavy_339 [DB91],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1410C-6H-2-A,342,U1410,C,6,6-2,H,2,A,146,150,47.76,47.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 5/1 (greenish gray),,,,heavy_339 [DB91],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-6H-3-A,342,U1410,C,6,6-3,H,3,A,0,150,47.8,49.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,heavy_339 [DB91],5.0,,"Qz pockets are becoming more abundant, down to 34 cm brownish patches are common, glauconite blebs at 60, 69, 110-114, glauconite layers at 102, 106, and very prominent between 136-141 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-6H-4-A,342,U1410,C,6,6-4,H,4,A,0,150,49.3,50.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,heavy_339 [DB91],5.0,,"beds mainly made up by qz pockets at 43-44 cm, disseminated Mn nodules at 69-89 cm, some greenish beds on top",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-6H-5-A,342,U1410,C,6,6-5,H,5,A,0,150,50.8,52.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,heavy_339 [DB91],5.0,,qz pockets common,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-6H-6-A,342,U1410,C,6,6-6,H,6,A,0,114,52.3,53.44,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,heavy_339 [DB91],5.0,,"qz pockets common, disseminated Mn nodules at 7-8, 27-37, 96-101 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-6H-CC-A,342,U1410,C,6,6-CC,H,CC,A,0,22,53.44,53.76,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,complete_339 [DB91],6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-7H-1-A,342,U1410,C,7,7-1,H,1,A,0,150,54.3,55.8,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10Y 6/1 (greenish gray),,,,heavy_339 [DB91],5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1410C-7H-2-A,342,U1410,C,7,7-2,H,2,A,0,150,55.8,57.3,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10Y 5/1 (greenish gray),,,,heavy_339 [DB91],5.0,,"disseminated Mn nodules at 83, 103, 30-32 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1410C-7H-3-A,342,U1410,C,7,7-3,H,3,A,0,150,57.3,58.8,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"slightly mottled in the upper part,",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1410C-7H-4-A,342,U1410,C,7,7-4,H,4,A,0,150,58.8,60.3,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"slightly mottled in the upper part,",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1410C-7H-5-A,342,U1410,C,7,7-5,H,5,A,0,150,60.3,61.8,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1410C-7H-6-A,342,U1410,C,7,7-6,H,6,A,0,150,61.8,63.3,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,qz pockets are very abundant,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1410C-7H-7-A,342,U1410,C,7,7-7,H,7,A,0,25,63.3,63.55,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,sharp basal contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1410C-7H-7-A,342,U1410,C,7,7-7,H,7,A,25,38,63.55,63.68,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1410C-7H-7-A,342,U1410,C,7,7-7,H,7,A,38,63,63.68,63.93,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5Y 6/3 (pale olive),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-7H-CC-A,342,U1410,C,7,7-CC,H,CC,A,0,8,63.93,64.08,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5Y 7/2 (light gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-8H-1-A,342,U1410,C,8,8-1,H,1,A,0,150,63.8,65.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4.0,,"mottled, stained sulfide blebs occur, thin green layer 33 and 35 cm, 61 cm, 98-100 cm, somewhat brighter between 70 and 95 cm, and at the base",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-8H-2-A,342,U1410,C,8,8-2,H,2,A,0,150,65.3,66.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"mottled, stained sulfide blebs occur, thin green layers at 11 and 15 cm, 401 cm, 81-84 cm (3!), somewhat paler between 45 aand 75 cm (10Y 7/1) and 103 to 120 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-8H-3-A,342,U1410,C,8,8-3,H,3,A,0,150,66.8,68.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"mottled, stained sulfide blebs occur, thin green layers at 35 and 37 cm,  97-98 cm, somewhat paler between 17 and 27 cm, 71-96 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-8H-4-A,342,U1410,C,8,8-4,H,4,A,0,19,68.3,68.49,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"pale-dark rhythms are becoming more prominent, mottled, prominent greenish layer at 9 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-8H-4-A,342,U1410,C,8,8-4,H,4,A,19,45,68.49,68.75,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-8H-4-A,342,U1410,C,8,8-4,H,4,A,45,77,68.75,69.07,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-8H-4-A,342,U1410,C,8,8-4,H,4,A,77,114,69.07,69.44,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1410C-8H-4-A,342,U1410,C,8,8-4,H,4,A,114,150,69.44,69.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,several greenish layers between 114 and 128 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-8H-5-A,342,U1410,C,8,8-5,H,5,A,0,38,69.8,70.18,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-8H-5-A,342,U1410,C,8,8-5,H,5,A,38,70,70.18,70.5,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,39-45 cm and 55 cm several greenish layers,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-8H-5-A,342,U1410,C,8,8-5,H,5,A,70,96,70.5,70.76,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 8/1 (light greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1410C-8H-5-A,342,U1410,C,8,8-5,H,5,A,96,121,70.76,71.01,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5Gy 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"98-103 cm, and 114 cm: greenish layers",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-8H-5-A,342,U1410,C,8,8-5,H,5,A,121,150,71.01,71.3,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1410C-8H-6-A,342,U1410,C,8,8-6,H,6,A,0,24,71.3,71.54,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,greenish layer on top,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-8H-6-A,342,U1410,C,8,8-6,H,6,A,24,54,71.54,71.84,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1410C-8H-6-A,342,U1410,C,8,8-6,H,6,A,54,150,71.84,72.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-8H-7-A,342,U1410,C,8,8-7,H,7,A,0,31,72.8,73.11,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1410C-8H-7-A,342,U1410,C,8,8-7,H,7,A,31,50,73.11,73.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,greenish layers 33-36 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-8H-7-A,342,U1410,C,8,8-7,H,7,A,50,78,73.3,73.58,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 8/1 (light greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1410C-8H-CC-A,342,U1410,C,8,8-CC,H,CC,A,0,21,73.58,73.89,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,greenish layer on top,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-9H-1-A,342,U1410,C,9,9-1,H,1,A,0,24,73.3,73.54,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-9H-1-A,342,U1410,C,9,9-1,H,1,A,24,69,73.54,73.99,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1410C-9H-1-A,342,U1410,C,9,9-1,H,1,A,69,104,73.99,74.34,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,prominent greennish level 69-72 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-9H-1-A,342,U1410,C,9,9-1,H,1,A,104,139,74.34,74.69,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1410C-9H-1-A,342,U1410,C,9,9-1,H,1,A,139,150,74.69,74.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,prominent greennish level 40-44 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-9H-2-A,342,U1410,C,9,9-2,H,2,A,0,23,74.8,75.03,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-9H-2-A,342,U1410,C,9,9-2,H,2,A,23,60,75.03,75.4,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1410C-9H-2-A,342,U1410,C,9,9-2,H,2,A,60,100,75.4,75.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,prominent greennish level 62-67 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-9H-2-A,342,U1410,C,9,9-2,H,2,A,100,126,75.8,76.06,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1410C-9H-2-A,342,U1410,C,9,9-2,H,2,A,126,150,76.06,76.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,greenish level 126-128 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-9H-3-A,342,U1410,C,9,9-3,H,3,A,0,5,76.3,76.35,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1410C-9H-3-A,342,U1410,C,9,9-3,H,3,A,5,58,76.35,76.88,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
