Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
354-U1451B-21R-1-A,129,135,705.89,705.95,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,,,,,,T,,normally graded,,,,,,,,354,U1451,B,21,R,1,A,
354-U1451B-21R-2-A,0,8,705.95,706.03,,,claystone [Leg210],,claystone,claystone,claystone,,gray,gradational,sub-horizontal,,,,T,,normally graded,,,,,,,,354,U1451,B,21,R,2,A,
354-U1451B-21R-2-A,8,15,706.03,706.1,,,silt [Leg210],with nannofossils [2014],silt,silt with nannofossils,silt with nannofossils,,gray,sharp irregular,inclined,,,,T,,normally graded,,,,,,,,354,U1451,B,21,R,2,A,
354-U1451B-21R-2-A,15,22,706.1,706.17,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,21,R,2,A,
354-U1451B-21R-2-A,22,67,706.17,706.62,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,brown,sharp planar,horizontal,,,,H,,,,,,,,,,354,U1451,B,21,R,2,A,
354-U1451B-21R-2-A,67,135,706.62,707.3,,,claystone [Leg210],with ash [2014],claystone,claystone with ash,claystone with ash,,brown,,,,,,A,,,,,,,,,,354,U1451,B,21,R,2,A,
354-U1451B-21R-3-A,0,83,707.3,708.13,,,claystone [Leg210],with ash [2014],claystone,claystone with ash,claystone with ash,,brown,sharp planar,horizontal,,,,A,,,,,,,,,,354,U1451,B,21,R,3,A,
354-U1451B-21R-3-A,83,96,708.13,708.26,,,claystone [Leg210],,claystone,claystone,claystone,,brown,gradational,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,21,R,3,A,
354-U1451B-21R-3-A,96,100,708.26,708.3,,,claystone [Leg210],with ash [2014],claystone,claystone with ash,claystone with ash,,brown,,,,,,A,,mottling [BJ80],,,,,,,,354,U1451,B,21,R,3,A,
354-U1451B-21R-CC-A,0,27,708.3,708.57,,,claystone [Leg210],with ash [2014],claystone,claystone with ash,claystone with ash,,brown,,,,,,A,,mottling [BJ80],,,,,,,,354,U1451,B,21,R,CC,A,
354-U1451B-22R-1-A,0,150,714.4,715.9,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,brown,,,medium bed [B01],clay [Leg210],thick bed [B01],,,normally graded,,,,Plant fragments on the top of silt beds.,,,,354,U1451,B,22,R,1,A,
354-U1451B-22R-2-A,0,136,715.9,717.26,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,brown,,,medium bed [B01],clay [Leg210],thick bed [B01],,,normally graded,,,,,,,,354,U1451,B,22,R,2,A,
354-U1451B-22R-3-A,0,9,717.26,717.35,,,silt [Leg210],,silt,silt,silt,,brown,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,22,R,3,A,
354-U1451B-22R-3-A,9,20,717.35,717.46,,,claystone [Leg210],,claystone,claystone,claystone,,gray,bioturbated,,thin bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1451,B,22,R,3,A,
354-U1451B-22R-3-A,20,32,717.46,717.58,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,white,bioturbated,,,,,,,burrows,,,,,,,,354,U1451,B,22,R,3,A,
354-U1451B-22R-3-A,32,150,717.58,718.76,,,claystone [Leg210],,claystone,claystone,claystone,,brown,,,,,,,,mottling [BJ80],,,,"gray to reddish gradational changes, probably due to oxides.",,,,354,U1451,B,22,R,3,A,
354-U1451B-22R-4-A,0,115,718.76,719.91,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,22,R,4,A,
354-U1451B-22R-CC-A,0,9,719.91,720,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,22,R,CC,A,
354-U1451B-23R-1-A,0,53,724.2,724.73,,silty [Leg339],claystone [Leg210],with plant fragments [2014],silty claystone,silty claystone with plant fragments,claystone with plant fragments,,gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,"Large wood fragment, 44-48 cm",,,,354,U1451,B,23,R,1,A,
354-U1451B-23R-1-A,53,61,724.73,724.81,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,23,R,1,A,
354-U1451B-23R-1-A,61,83,724.81,725.03,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,23,R,1,A,
354-U1451B-23R-1-A,83,92,725.03,725.12,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,23,R,1,A,
354-U1451B-23R-1-A,92,131,725.12,725.51,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,23,R,1,A,
354-U1451B-23R-2-A,0,76,725.51,726.27,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,23,R,2,A,
354-U1451B-24R-CC-A,0,13,734,734.13,,,siltstone [Leg210],,siltstone,siltstone,siltstone,,reddish brown,,,,,,,,burrows,,,,,,,,354,U1451,B,24,R,CC,A,
354-U1451B-24R-CC-A,0,13,734,734.13,,,,,,,,,,,,,,,,,normally graded,,,,,,,,354,U1451,B,24,R,CC,A,
354-U1451B-25R-1-A,0,92,743.8,744.72,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1451,B,25,R,1,A,
354-U1451B-25R-1-A,0,92,743.8,744.72,,,,,,,,,,,,,,,,,parallel lamination,,,,,,,,354,U1451,B,25,R,1,A,
354-U1451B-25R-1-A,92,98,744.72,744.78,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,,,,,,,,,,,,,,,,354,U1451,B,25,R,1,A,
354-U1451B-26R-1-A,0,19,753.6,753.79,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,gray,,,,,,,,,,,,,,,,354,U1451,B,26,R,1,A,
354-U1451B-26R-CC-A,0,10,753.79,753.89,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,,,,,,,,,,,,,,,,354,U1451,B,26,R,CC,A,
354-U1451B-27R-1-A,0,93,763.2,764.13,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,,sharp planar,horizontal,,,,,,mud clast,,,,,,,,354,U1451,B,27,R,1,A,
354-U1451B-27R-1-A,93,106,764.13,764.26,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,,gradational,,,,,,,,,,,,,,,354,U1451,B,27,R,1,A,
354-U1451B-27R-1-A,106,114,764.26,764.34,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,27,R,1,A,
354-U1451B-27R-1-A,114,119,764.34,764.39,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,,gradational,,,,,,,,,,,,,,,354,U1451,B,27,R,1,A,
354-U1451B-27R-1-A,119,139,764.39,764.59,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,,,,,,,,,normally graded,,,,,,,,354,U1451,B,27,R,1,A,
354-U1451B-27R-2-A,0,27,764.59,764.86,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1451,B,27,R,2,A,
354-U1451B-27R-2-A,27,40,764.86,764.99,,silty [Leg339],clay [Leg210],with plant fragments [2014],silty clay,silty clay with plant fragments,clay with plant fragments,,,gradational,,,,,,,,,,,,,,,354,U1451,B,27,R,2,A,
354-U1451B-27R-2-A,40,44,764.99,765.03,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1451,B,27,R,2,A,
354-U1451B-27R-2-A,44,49,765.03,765.08,,,claystone [Leg210],,claystone,claystone,claystone,,,gradational,,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,27,R,2,A,
354-U1451B-27R-2-A,49,56,765.08,765.15,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,27,R,2,A,
354-U1451B-27R-2-A,56,64,765.15,765.23,,,claystone [Leg210],,claystone,claystone,claystone,,,gradational,,,,,,,,,,,,,,,354,U1451,B,27,R,2,A,
354-U1451B-27R-2-A,64,95,765.23,765.54,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,,sharp planar,horizontal,medium bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,B,27,R,2,A,
354-U1451B-27R-2-A,95,106,765.54,765.65,,,claystone [Leg210],,claystone,claystone,claystone,,,,,,,,,,,,,,,,,,354,U1451,B,27,R,2,A,
354-U1451B-27R-3-A,0,12,765.65,765.77,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,,sharp irregular,horizontal,,,,,,,,,,,,,,354,U1451,B,27,R,3,A,
354-U1451B-27R-3-A,12,25,765.77,765.9,,,claystone [Leg210],,claystone,claystone,claystone,,,gradational,,,,,,,,,,,,,,,354,U1451,B,27,R,3,A,
354-U1451B-27R-3-A,25,34,765.9,765.99,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1451,B,27,R,3,A,
354-U1451B-27R-3-A,34,42,765.99,766.07,,,claystone [Leg210],,claystone,claystone,claystone,,,gradational,,,,,,,,,,,,,,,354,U1451,B,27,R,3,A,
354-U1451B-27R-3-A,42,57,766.07,766.22,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,,,,,,,,,,,,,,,,,354,U1451,B,27,R,3,A,
354-U1451B-27R-CC-A,0,20,766.22,766.42,,,claystone [Leg210],,claystone,claystone,claystone,,,,,,,,,,,,,,,,,,354,U1451,B,27,R,CC,A,
354-U1451B-28R-1-A,0,73,772.8,773.53,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,thick bed [B01],clay [Leg210],thin bed [B01],,,mud clast,,,,,,,,354,U1451,B,28,R,1,A,
354-U1451B-28R-1-A,73,141,773.53,774.21,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,B,28,R,1,A,
354-U1451B-28R-2-A,0,50,774.21,774.71,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,medium bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,B,28,R,2,A,
354-U1451B-28R-2-A,50,66,774.71,774.87,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,28,R,2,A,
354-U1451B-28R-CC-A,0,18,774.87,775.05,,,claystone [Leg210],,claystone,claystone,claystone,,brown,,,,,,,,,,,,claystone clasts inbedded in clay matrix caused by drilling disturbance.,,,,354,U1451,B,28,R,CC,A,
354-U1451B-29R-1-A,0,31,782.5,782.81,,sandy [Leg339],siltstone [Leg210],with plant fragments [2014],sandy siltstone,sandy siltstone with plant fragments,siltstone with plant fragments,,gray,sharp planar,horizontal,,,,T,,,,,,,,,,354,U1451,B,29,R,1,A,
354-U1451B-29R-1-A,31,38,782.81,782.88,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,dark gray,sharp planar,horizontal,,,,T,,parallel lamination,,,,,,,,354,U1451,B,29,R,1,A,
354-U1451B-29R-1-A,38,48,782.88,782.98,,sandy [Leg339],siltstone [Leg210],with plant fragments [2014],sandy siltstone,sandy siltstone with plant fragments,siltstone with plant fragments,,gray,sharp planar,horizontal,,,,T,,,,,,,,,,354,U1451,B,29,R,1,A,
354-U1451B-29R-1-A,48,57,782.98,783.07,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,dark gray,gradational,horizontal,,,,T,,parallel lamination,,,,,,,,354,U1451,B,29,R,1,A,
354-U1451B-29R-1-A,57,101,783.07,783.51,,sandy [Leg339],siltstone [Leg210],with plant fragments [2014],sandy siltstone,sandy siltstone with plant fragments,siltstone with plant fragments,,gray,sharp planar,horizontal,,,,T,,,,,,,,,,354,U1451,B,29,R,1,A,
354-U1451B-29R-1-A,101,108,783.51,783.58,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,dark gray,gradational,horizontal,,,,T,,parallel lamination,,,,,,,,354,U1451,B,29,R,1,A,
354-U1451B-29R-1-A,108,117,783.58,783.67,,sandy [Leg339],siltstone [Leg210],with plant fragments [2014],sandy siltstone,sandy siltstone with plant fragments,siltstone with plant fragments,,gray,,,,,,T,,,,,,,,,,354,U1451,B,29,R,1,A,
354-U1451B-29R-2-A,0,49,783.67,784.16,,sandy [Leg339],siltstone [Leg210],with plant fragments [2014],sandy siltstone,sandy siltstone with plant fragments,siltstone with plant fragments,,gray,sharp planar,sub-horizontal,,,,T,,normally graded,,,,,,,,354,U1451,B,29,R,2,A,
354-U1451B-29R-2-A,49,59,784.16,784.26,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,dark gray,sharp planar,sub-horizontal,,,,T,,parallel lamination,,,,,,,,354,U1451,B,29,R,2,A,
354-U1451B-29R-2-A,59,94,784.26,784.61,,,claystone [Leg210],,claystone,claystone,claystone,,green,sharp planar,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,29,R,2,A,
354-U1451B-29R-2-A,94,127,784.61,784.94,,,claystone [Leg210],,claystone,claystone,claystone,,brown,sharp planar,sub-horizontal,,,,H,,,,,,,,,,354,U1451,B,29,R,2,A,
354-U1451B-29R-2-A,127,150,784.94,785.17,,clayey [Leg339],siltstone [Leg210],with plant fragments [2014],clayey siltstone,clayey siltstone with plant fragments,siltstone with plant fragments,,light green,,,,,,T,,parallel lamination,,,,,,,,354,U1451,B,29,R,2,A,
354-U1451B-29R-3-A,0,69,785.17,785.86,,,claystone [Leg210],,claystone,claystone,claystone,,brown,sharp planar,sub-horizontal,thick bed [B01],silt [Leg210],very thin bed [B01],T,,mottling [BJ80],,,,,,,,354,U1451,B,29,R,3,A,
354-U1451B-29R-3-A,69,74,785.86,785.91,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,black,sharp planar,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1451,B,29,R,3,A,
354-U1451B-29R-3-A,74,131,785.91,786.48,,,claystone [Leg210],,claystone,claystone,claystone,,brown,,,medium bed [B01],silt [Leg210],very thin bed [B01],T,,mottling [BJ80],,,,,,,,354,U1451,B,29,R,3,A,
354-U1451B-29R-4-A,0,78,786.48,787.26,,,claystone [Leg210],,claystone,claystone,claystone,,brown,gradational,horizontal,medium bed [B01],silt [Leg210],very thin bed [B01],T,,mottling [BJ80],,,,,,,,354,U1451,B,29,R,4,A,
354-U1451B-29R-4-A,78,95,787.26,787.43,,sandy [Leg339],siltstone [Leg210],with plant fragments [2014],sandy siltstone,sandy siltstone with plant fragments,siltstone with plant fragments,,gray,sharp planar,sub-horizontal,,,,T,,mud clast,,,,,,,,354,U1451,B,29,R,4,A,
354-U1451B-29R-4-A,95,110,787.43,787.58,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,29,R,4,A,
354-U1451B-29R-5-A,0,14,787.58,787.72,,,claystone [Leg210],,claystone,claystone,claystone,,brown,gradational,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,29,R,5,A,
354-U1451B-29R-5-A,14,28,787.72,787.86,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light brown,bioturbated,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1451,B,29,R,5,A,
354-U1451B-29R-5-A,28,52,787.86,788.1,,,claystone [Leg210],,claystone,claystone,claystone,,brown,gradational,sub-horizontal,,,,H,,,,,,,,,,354,U1451,B,29,R,5,A,
354-U1451B-29R-5-A,52,68,788.1,788.26,,clayey [Leg339],siltstone [Leg210],,clayey siltstone,clayey siltstone,siltstone,,green,sharp planar,sub-horizontal,,,,T,,parallel lamination,,,,,,,,354,U1451,B,29,R,5,A,
354-U1451B-29R-5-A,68,93,788.26,788.51,,sandy [Leg339],siltstone [Leg210],,sandy siltstone,sandy siltstone,siltstone,,gray,,,,,,T,,parallel lamination,,,,,,,,354,U1451,B,29,R,5,A,
354-U1451B-30R-1-A,0,3,792.2,792.23,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,greenish gray,,,,,,,,,,,,,,,,354,U1451,B,30,R,1,A,
354-U1451B-30R-1-A,3,37,792.23,792.57,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,gray,sharp planar,horizontal,,,,T,,mud clast,,,,,,,,354,U1451,B,30,R,1,A,
354-U1451B-30R-1-A,37,46,792.57,792.66,,,claystone [Leg210],,claystone,claystone,claystone,,gray,gradational,horizontal,,,,T,,,,,,,,,,354,U1451,B,30,R,1,A,
354-U1451B-30R-1-A,46,67,792.66,792.87,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,gray,sharp planar,horizontal,,,,T,,,,,,,,,,354,U1451,B,30,R,1,A,
354-U1451B-30R-1-A,67,149,792.87,793.69,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,T,,parallel lamination,,,,,,,,354,U1451,B,30,R,1,A,
354-U1451B-30R-2-A,0,150,793.69,795.19,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,T,,parallel lamination,,,,,,,,354,U1451,B,30,R,2,A,
354-U1451B-30R-2-A,0,150,793.69,795.19,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,30,R,2,A,
354-U1451B-30R-3-A,0,126,795.19,796.45,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,T,,parallel lamination,,,,,,,,354,U1451,B,30,R,3,A,
354-U1451B-30R-CC-A,0,30,796.45,796.75,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,T,,parallel lamination,,,,,,,,354,U1451,B,30,R,CC,A,
354-U1451B-31R-1-A,0,102,801.9,802.92,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,parallel lamination,,,,,,,,354,U1451,B,31,R,1,A,
354-U1451B-31R-2-A,2,20,802.94,803.12,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,parallel lamination,,,,,,,,354,U1451,B,31,R,2,A,
354-U1451B-31R-2-A,20,69,803.12,803.61,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,,,medium bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,B,31,R,2,A,
354-U1451B-31R-CC-A,0,5,803.61,803.66,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,31,R,CC,A,
354-U1451B-31R-CC-A,5,10,803.66,803.71,,,claystone [Leg210],,claystone,claystone,claystone,,,,,,,,,,,,,,,,,,354,U1451,B,31,R,CC,A,
354-U1451B-32R-1-A,0,26,811.6,811.86,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,,sharp planar,horizontal,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,B,32,R,1,A,
354-U1451B-32R-1-A,26,40,811.86,812,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,,sharp planar,,,,,,,mud clast,,,,,,,,354,U1451,B,32,R,1,A,
354-U1451B-32R-1-A,40,49,812,812.09,,,claystone [Leg210],,claystone,claystone,claystone,,,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,32,R,1,A,
354-U1451B-32R-1-A,49,73,812.09,812.33,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,,,,medium bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,B,32,R,1,A,
354-U1451B-32R-CC-A,0,5,812.33,812.38,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,,,,,,,,,,,,,,,,,354,U1451,B,32,R,CC,A,
354-U1451B-32R-CC-A,5,12,812.38,812.45,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,32,R,CC,A,
354-U1451B-33R-1-A,0,9,821.3,821.39,,,silt [Leg210],with clay [2014],silt,silt with clay,silt with clay,,,,,,,,,,,,,,fall in drilling disturbance,,,,354,U1451,B,33,R,1,A,
354-U1451B-33R-1-A,9,46,821.39,821.76,,,claystone [Leg210],,claystone,claystone,claystone,,,sharp planar,horizontal,,silt [Leg210],thin bed [B01],,,parallel lamination,,,,,,,,354,U1451,B,33,R,1,A,
354-U1451B-33R-1-A,46,82,821.76,822.12,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,,sharp planar,horizontal,medium bed [B01],clay [Leg210],thin bed [B01],,,mud clast,,,,plant fragment rich layer near top of interval at 46.5 cm,,,,354,U1451,B,33,R,1,A,
354-U1451B-33R-1-A,82,107,822.12,822.37,,,claystone [Leg210],,claystone,claystone,claystone,,,,,thin bed [B01],silt [Leg210],thin bed [B01],,,parallel lamination,,,,,,,,354,U1451,B,33,R,1,A,
354-U1451B-33R-2-A,0,33,822.37,822.7,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,,sharp planar,horizontal,thin bed [B01],clay [Leg210],thin bed [B01],,,mud clast,,,,,,,,354,U1451,B,33,R,2,A,
354-U1451B-33R-2-A,33,68,822.7,823.05,,,claystone [Leg210],,claystone,claystone,claystone,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,33,R,2,A,
354-U1451B-34R-1-A,0,23,831,831.23,,,claystone [Leg210],,claystone,claystone,claystone,,brown,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,34,R,1,A,
354-U1451B-34R-1-A,23,41,831.23,831.41,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,brown,sharp planar,horizontal,,,,,,mud clast,,,,,,,,354,U1451,B,34,R,1,A,
354-U1451B-34R-1-A,41,54,831.41,831.54,,,claystone [Leg210],,claystone,claystone,claystone,,brown,sharp planar,horizontal,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,B,34,R,1,A,
354-U1451B-34R-1-A,54,62,831.54,831.62,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,brown,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,34,R,1,A,
354-U1451B-34R-1-A,62,67,831.62,831.67,,,claystone [Leg210],,claystone,claystone,claystone,,brown,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,34,R,1,A,
354-U1451B-34R-1-A,67,69,831.67,831.69,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,brown,,,,,,,,,,,,,,,,354,U1451,B,34,R,1,A,
354-U1451B-34R-2-A,0,36,831.69,832.05,,,claystone [Leg210],,claystone,claystone,claystone,,brown,gradational,,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,34,R,2,A,
354-U1451B-34R-2-A,36,55,832.05,832.24,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,brown,sharp planar,,,,,,,,,,,,,,,354,U1451,B,34,R,2,A,
354-U1451B-34R-2-A,55,85,832.24,832.54,,,calcareous claystone,with clay [2014],calcareous claystone,calcareous claystone with clay,calcareous claystone with clay,,white,,,,,,,,burrows,,,,,,,,354,U1451,B,34,R,2,A,
354-U1451B-34R-CC-A,10,19,832.64,832.73,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,,,,,,,,,,,,,,,,,354,U1451,B,34,R,CC,A,
354-U1451B-35R-1-A,0,19,840.7,840.89,,,claystone [Leg210],,claystone,claystone,claystone,,,,,,,,,,,,,,Entire core is disturbed by drilling. Claystone clasts in a soft clay matrix.,,,,354,U1451,B,35,R,1,A,
354-U1451B-36R-1-A,7,82,850.47,851.22,,,claystone [Leg210],,claystone,claystone,claystone,,,,,thin bed [B01],silt [Leg210],thin bed [B01],,,parallel lamination,,,,,,,,354,U1451,B,36,R,1,A,
354-U1451B-36R-2-A,0,19,851.22,851.41,,,claystone [Leg210],,claystone,claystone,claystone,,dark green,,,,,,,,burrows,,,,,,,,354,U1451,B,36,R,2,A,
354-U1451B-36R-2-A,19,28,851.41,851.5,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,light green,gradational,,,,,,,burrows,,,,,,,,354,U1451,B,36,R,2,A,
354-U1451B-36R-2-A,28,53,851.5,851.75,,,claystone [Leg210],,claystone,claystone,claystone,,dark green,,,,,,,,burrows,,,,,,,,354,U1451,B,36,R,2,A,
354-U1451B-36R-CC-A,0,28,851.75,852.03,,,claystone [Leg210],,claystone,claystone,claystone,,,sharp planar,,,,,,,parallel lamination,,,,,,,,354,U1451,B,36,R,CC,A,
354-U1451B-37R-1-A,0,7,860.2,860.27,,,calcareous claystone,with nannofossils [2014],calcareous claystone,calcareous claystone with nannofossils,calcareous claystone with nannofossils,,greenish gray,sharp planar,sub-horizontal,,,,H,,,,,,,,,,354,U1451,B,37,R,1,A,
354-U1451B-37R-1-A,7,115,860.27,861.35,,,claystone [Leg210],with plant fragments [2014],claystone,claystone with plant fragments,claystone with plant fragments,,gray,gradational,sub-horizontal,medium bed [B01],silt [Leg210],thin bed [B01],T,,parallel lamination,,,,,,,,354,U1451,B,37,R,1,A,
354-U1451B-37R-2-A,0,96,861.35,862.31,,,claystone [Leg210],with plant fragments [2014],claystone,claystone with plant fragments,claystone with plant fragments,,gray,gradational,sub-horizontal,medium bed [B01],silt [Leg210],thin bed [B01],T,,parallel lamination,,,,,,,,354,U1451,B,37,R,2,A,
354-U1451B-37R-2-A,96,132,862.31,862.67,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,gray,,,,,,T,,mud clast,,,,,,,,354,U1451,B,37,R,2,A,
