Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
354-U1455C-14F-1-A,0,150,70.4,71.9,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,14,F,1,A,
354-U1455C-14F-2-A,0,6,71.9,71.96,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,inclined,,,,,,,,,,,,,,354,U1455,C,14,F,2,A,
354-U1455C-14F-2-A,6,15,71.96,72.05,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,sub-horizontal,,,,,,,,,,,,,,354,U1455,C,14,F,2,A,
354-U1455C-14F-2-A,15,51,72.05,72.41,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,gradational,inclined,,,,,,,,,,,,,,354,U1455,C,14,F,2,A,
354-U1455C-14F-2-A,51,150,72.41,73.4,,clayey [Leg339],sand [Leg210],,clayey sand,clayey sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,14,F,2,A,
354-U1455C-14F-3-A,0,101,73.4,74.41,,sandy [Leg339],clay [Leg210],,sandy clay,sandy clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,14,F,3,A,
354-U1455C-14F-4-A,0,70,74.41,75.11,,sandy [Leg339],clay [Leg210],,sandy clay,sandy clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,14,F,4,A,
354-U1455C-14F-CC-A,0,15,75.11,75.26,,sandy [Leg339],clay [Leg210],,sandy clay,sandy clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,14,F,CC,A,
354-U1455C-15F-1-A,0,150,75.1,76.6,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,greenish gray,,,,,,,,color banding,,,,,,,,354,U1455,C,15,F,1,A,
354-U1455C-15F-1-A,0,150,75.1,76.6,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,15,F,1,A,
354-U1455C-15F-2-A,0,13,76.6,76.73,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light brown,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,15,F,2,A,
354-U1455C-15F-2-A,13,64,76.73,77.24,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light green,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,15,F,2,A,
354-U1455C-15F-2-A,64,150,77.24,78.1,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,greenish gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,15,F,2,A,
354-U1455C-15F-2-A,64,150,77.24,78.1,,,,,,,,,,,,,,,,,color banding,,,,,,,,354,U1455,C,15,F,2,A,
354-U1455C-15F-3-A,0,12,78.1,78.22,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light green,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,15,F,3,A,
354-U1455C-15F-3-A,12,30,78.22,78.4,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,15,F,3,A,
354-U1455C-15F-3-A,30,44,78.4,78.54,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,15,F,3,A,
354-U1455C-15F-3-A,44,61,78.54,78.71,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,15,F,3,A,
354-U1455C-15F-3-A,61,83,78.71,78.93,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,15,F,3,A,
354-U1455C-15F-3-A,83,89,78.93,78.99,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,green,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,15,F,3,A,
354-U1455C-15F-3-A,89,150,78.99,79.6,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,greenish gray,sharp irregular,sub-horizontal,thin bed [B01],clay [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1455,C,15,F,3,A,
354-U1455C-16F-1-A,0,133,79.8,81.13,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,greenish gray,bioturbated,sub-horizontal,medium bed [B01],silt [Leg210],lamina [M&W53],,,mottling [BJ80],,,,,,,,354,U1455,C,16,F,1,A,
354-U1455C-16F-1-A,133,150,81.13,81.3,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,16,F,1,A,
354-U1455C-16F-2-A,0,12,81.3,81.42,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,16,F,2,A,
354-U1455C-16F-2-A,12,34,81.42,81.64,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light brown,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,16,F,2,A,
354-U1455C-16F-2-A,34,53,81.64,81.83,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,16,F,2,A,
354-U1455C-16F-2-A,53,150,81.83,82.8,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,greenish gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,16,F,2,A,
354-U1455C-16F-3-A,0,9,82.8,82.89,,,volcanic ash [MMK88],,volcanic ash,volcanic ash,volcanic ash,,white,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,16,F,3,A,
354-U1455C-16F-3-A,9,73,82.89,83.53,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,greenish gray,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,green volcanic ash bleb at 15-17 cm,,,,354,U1455,C,16,F,3,A,
354-U1455C-16F-3-A,73,75,83.53,83.55,,,silt [Leg210],,silt,silt,silt,,light gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1455,C,16,F,3,A,
354-U1455C-16F-3-A,75,140,83.55,84.2,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,greenish gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,16,F,3,A,
354-U1455C-16F-CC-A,0,10,84.2,84.3,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,greenish gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,16,F,CC,A,
354-U1455C-17F-1-A,0,43,84.5,84.93,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,dark gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,17,F,1,A,
354-U1455C-17F-1-A,43,52,84.93,85.02,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,green,sharp irregular,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,17,F,1,A,
354-U1455C-17F-1-A,43,52,84.93,85.02,,,,with foraminifers [2014],,with foraminifers,with foraminifers,,,,,,,,,,,,,,,,,,354,U1455,C,17,F,1,A,
354-U1455C-17F-1-A,52,73,85.02,85.23,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light gray,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,17,F,1,A,
354-U1455C-17F-1-A,52,73,85.02,85.23,,,,with foraminifers [2014],,with foraminifers,with foraminifers,,,,,,,,,,,,,,,,,,354,U1455,C,17,F,1,A,
354-U1455C-17F-1-A,73,105,85.23,85.55,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,green,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,17,F,1,A,
354-U1455C-17F-1-A,73,105,85.23,85.55,,,,with foraminifers [2014],,with foraminifers,with foraminifers,,,,,,,,,,,,,,,,,,354,U1455,C,17,F,1,A,
354-U1455C-17F-1-A,105,113,85.55,85.63,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,17,F,1,A,
354-U1455C-17F-1-A,113,144,85.63,85.94,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,17,F,1,A,
354-U1455C-17F-1-A,144,150,85.94,86,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light green,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,17,F,1,A,
354-U1455C-17F-2-A,0,22,86,86.22,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light green,gradational,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,17,F,2,A,
354-U1455C-17F-2-A,0,22,86,86.22,,,,with foraminifers [2014],,with foraminifers,with foraminifers,,,,,,,,,,,,,,,,,,354,U1455,C,17,F,2,A,
354-U1455C-17F-2-A,22,31,86.22,86.31,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,gradational,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,17,F,2,A,
354-U1455C-17F-2-A,31,53,86.31,86.53,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light green,gradational,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,17,F,2,A,
354-U1455C-17F-2-A,53,62,86.53,86.62,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,17,F,2,A,
354-U1455C-17F-2-A,62,95,86.62,86.95,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light gray,gradational,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,17,F,2,A,
354-U1455C-17F-2-A,62,95,86.62,86.95,,,,with foraminifers [2014],,with foraminifers,with foraminifers,,,,,,,,,,,,,,,,,,354,U1455,C,17,F,2,A,
354-U1455C-17F-2-A,95,108,86.95,87.08,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,17,F,2,A,
354-U1455C-17F-2-A,108,142,87.08,87.42,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light green,gradational,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,17,F,2,A,
354-U1455C-17F-2-A,108,142,87.08,87.42,,,,with foraminifers [2014],,with foraminifers,with foraminifers,,,,,,,,,,,,,,,,,,354,U1455,C,17,F,2,A,
354-U1455C-17F-2-A,142,147,87.42,87.47,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,dark gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,17,F,2,A,
354-U1455C-17F-2-A,142,147,87.42,87.47,,,,with foraminifers [2014],,with foraminifers,with foraminifers,,,,,,,,,,,,,,,,,,354,U1455,C,17,F,2,A,
354-U1455C-17F-2-A,147,150,87.47,87.5,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,17,F,2,A,
354-U1455C-17F-2-A,147,150,87.47,87.5,,,,with foraminifers [2014],,with foraminifers,with foraminifers,,,,,,,,,,,,,,,,,,354,U1455,C,17,F,2,A,
354-U1455C-17F-3-A,0,7,87.5,87.57,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,dark gray,gradational,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,17,F,3,A,
354-U1455C-17F-3-A,0,7,87.5,87.57,,,,with foraminifers [2014],,with foraminifers,with foraminifers,,,,,,,,,,,,,,,,,,354,U1455,C,17,F,3,A,
354-U1455C-17F-3-A,7,38,87.57,87.88,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,green,gradational,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,17,F,3,A,
354-U1455C-17F-3-A,7,38,87.57,87.88,,,,with foraminifers [2014],,with foraminifers,with foraminifers,,,,,,,,,,,,,,,,,,354,U1455,C,17,F,3,A,
354-U1455C-17F-3-A,38,53,87.88,88.03,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,17,F,3,A,
354-U1455C-17F-3-A,53,85,88.03,88.35,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light green,gradational,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,17,F,3,A,
354-U1455C-17F-3-A,53,85,88.03,88.35,,,,with foraminifers [2014],,with foraminifers,with foraminifers,,,,,,,,,,,,,,,,,,354,U1455,C,17,F,3,A,
354-U1455C-17F-3-A,85,104,88.35,88.54,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,gradational,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,17,F,3,A,
354-U1455C-17F-3-A,104,108,88.54,88.58,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,dark green,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,17,F,3,A,
354-U1455C-18F-1-A,0,139,89.2,90.59,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1455,C,18,F,1,A,
354-U1455C-18F-2-A,0,134,90.59,91.93,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1455,C,18,F,2,A,
354-U1455C-18F-3-A,0,140,91.93,93.33,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1455,C,18,F,3,A,
354-U1455C-18F-CC-A,0,10,93.33,93.43,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1455,C,18,F,CC,A,
354-U1455C-20F-1-A,0,150,98.7,100.2,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,thick bed [B01],clay [Leg210],thin bed [B01],,,normally graded,,,,,,,,354,U1455,C,20,F,1,A,
354-U1455C-20F-2-A,0,117,100.15,101.32,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,20,F,2,A,
354-U1455C-20F-CC-A,0,10,101.32,101.42,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,20,F,CC,A,
354-U1455C-22F-1-A,0,20,108.2,108.4,,,clay [Leg210],with silt [2014],clay,clay with silt,clay with silt,,gray,sharp irregular,,,,,,,,flow-in deformation,,,,,,,354,U1455,C,22,F,1,A,
354-U1455C-22F-1-A,20,57,108.4,108.77,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp planar,,,,,,,,,,,,,,,354,U1455,C,22,F,1,A,
354-U1455C-22F-1-A,57,66,108.77,108.86,,,clay [Leg210],,clay,clay,clay,,gray,gradational,,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1455,C,22,F,1,A,
354-U1455C-22F-1-A,66,150,108.86,109.7,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,clay [Leg210],thin bed [B01],,,normally graded,,,,,,,,354,U1455,C,22,F,1,A,
354-U1455C-22F-2-A,0,150,109.7,111.2,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,22,F,2,A,
354-U1455C-22F-3-A,0,110,111.2,112.3,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,22,F,3,A,
354-U1455C-22F-4-A,0,63,112.3,112.93,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,22,F,4,A,
354-U1455C-22F-CC-A,0,12,112.93,113.05,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,22,F,CC,A,
354-U1455C-23F-1-A,0,83,112.9,113.73,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light green,bioturbated,,,,,,,burrows,,,,,,,,354,U1455,C,23,F,1,A,
354-U1455C-23F-1-A,83,119,113.73,114.09,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1455,C,23,F,1,A,
354-U1455C-23F-1-A,119,150,114.09,114.4,,sandy [Leg339],silt [Leg210],,sandy silt,sandy silt,silt,,gray,,,,,,,,mud clast,,,,,,,,354,U1455,C,23,F,1,A,
354-U1455C-23F-2-A,0,81,114.4,115.21,,sandy [Leg339],silt [Leg210],,sandy silt,sandy silt,silt,,gray,,,,,,,,,,,,,,,,354,U1455,C,23,F,2,A,
354-U1455C-23F-CC-A,0,30,115.21,115.51,,sandy [Leg339],silt [Leg210],,sandy silt,sandy silt,silt,,gray,,,,,,,,,,,,,,,,354,U1455,C,23,F,CC,A,
354-U1455C-24F-1-A,0,98,117.6,118.58,,,clay [Leg210],with foraminifers [2014],clay,clay with foraminifers,clay with foraminifers,,gray,sharp planar,horizontal,thick bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1455,C,24,F,1,A,
354-U1455C-24F-2-A,0,108,118.58,119.66,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,gray,,,,,,,,patch or bleb,41-53 cm clay patch,,,,,,,354,U1455,C,24,F,2,A,
354-U1455C-24F-3-A,0,85,119.66,120.51,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,gray,,,,,,,,,,,,,,,,354,U1455,C,24,F,3,A,
354-U1455C-26F-1-A,0,5,359.8,359.85,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,,354,U1455,C,26,F,1,A,
354-U1455C-26F-1-A,5,13,359.85,359.93,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1455,C,26,F,1,A,
354-U1455C-26F-1-A,13,23,359.93,360.03,,,clay [Leg210],,clay,clay,clay,,gray,gradational,,,,,,,,,,,,,,,354,U1455,C,26,F,1,A,
354-U1455C-26F-1-A,23,150,360.03,361.3,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,gray,,,,,,,,,,,,,,,,354,U1455,C,26,F,1,A,
354-U1455C-26F-2-A,0,102,361.3,362.32,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,gray,,,,,,,,,,,,,,,,354,U1455,C,26,F,2,A,
354-U1455C-26F-3-A,0,74,362.32,363.06,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,gray,,,,,,,,,,,,,,,,354,U1455,C,26,F,3,A,
354-U1455C-26F-CC-A,0,5,363.06,363.11,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,gray,,,,,,,,,,,,,,,,354,U1455,C,26,F,CC,A,
354-U1455C-27F-1-A,0,100,364.5,365.5,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light brown,,,,,,,,burrows,,,,,,,,354,U1455,C,27,F,1,A,
354-U1455C-27F-2-A,0,56,365.5,366.06,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light brown,,,medium bed [B01],silt [Leg210],thin bed [B01],,,burrows,,,,,,,,354,U1455,C,27,F,2,A,
354-U1455C-27F-CC-A,0,13,366.06,366.19,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light brown,,,,,,,,burrows,,,,,,,,354,U1455,C,27,F,CC,A,
354-U1455C-28F-1-A,0,9,366.5,366.59,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light green,gradational,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,28,F,1,A,
354-U1455C-28F-1-A,9,53,366.59,367.03,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,gradational,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,28,F,1,A,
354-U1455C-28F-1-A,9,53,366.59,367.03,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1455,C,28,F,1,A,
354-U1455C-28F-1-A,53,66,367.03,367.16,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,28,F,1,A,
354-U1455C-28F-1-A,53,66,367.03,367.16,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1455,C,28,F,1,A,
354-U1455C-28F-1-A,66,150,367.16,368,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,green,sharp planar,sub-horizontal,medium bed [B01],silt [Leg210],very thin bed [B01],,,burrows,,,,,,,,354,U1455,C,28,F,1,A,
354-U1455C-28F-1-A,66,150,367.16,368,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,28,F,1,A,
354-U1455C-28F-2-A,0,27,368,368.27,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,gray,sharp planar,horizontal,,,,,,burrows,,,,,,,,354,U1455,C,28,F,2,A,
354-U1455C-28F-2-A,27,47,368.27,368.47,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,greenish gray,sharp irregular,sub-horizontal,,,,,,mud clast,,,,,,,,354,U1455,C,28,F,2,A,
354-U1455C-28F-2-A,47,68,368.47,368.68,,,clay [Leg210],,clay,clay,clay,,dark green,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,28,F,2,A,
354-U1455C-28F-2-A,68,86,368.68,368.86,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,gray,gradational,horizontal,,,,,,mud clast,,,,,,,,354,U1455,C,28,F,2,A,
354-U1455C-28F-2-A,86,105,368.86,369.05,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand.,,,,354,U1455,C,28,F,2,A,
354-U1455C-28F-CC-A,0,10,369.05,369.15,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand.,,,,354,U1455,C,28,F,CC,A,
354-U1455C-29F-1-A,0,9,371.2,371.29,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1455,C,29,F,1,A,
354-U1455C-29F-1-A,9,18,371.29,371.38,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,green,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,29,F,1,A,
354-U1455C-29F-1-A,9,18,371.29,371.38,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1455,C,29,F,1,A,
354-U1455C-29F-1-A,18,35,371.38,371.55,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light green,gradational,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,29,F,1,A,
354-U1455C-29F-1-A,18,35,371.38,371.55,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1455,C,29,F,1,A,
354-U1455C-29F-1-A,35,56,371.55,371.76,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,29,F,1,A,
354-U1455C-29F-1-A,35,56,371.55,371.76,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1455,C,29,F,1,A,
354-U1455C-29F-2-A,0,8,371.76,371.84,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light green,sharp irregular,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,29,F,2,A,
