Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
354-U1455C-59R-1-A,55,69,929.95,930.09,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1455,C,59,R,1,A,
354-U1455C-59R-1-A,69,90,930.09,930.3,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1455,C,59,R,1,A,
354-U1455C-59R-1-A,90,104,930.3,930.44,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],thin bed [B01],,,parallel lamination,,,,,,,,354,U1455,C,59,R,1,A,
354-U1455C-59R-1-A,90,126,930.3,930.66,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,59,R,1,A,
354-U1455C-59R-2-A,0,102,930.66,931.68,,,claystone [Leg210],,claystone,claystone,claystone,,brown,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,59,R,2,A,
354-U1455C-59R-3-A,0,37,931.68,932.05,,,claystone [Leg210],,claystone,claystone,claystone,,brown,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,59,R,3,A,
354-U1455C-59R-3-A,37,94,932.05,932.62,,,claystone [Leg210],,claystone,claystone,claystone,,brown,,,,,,,,parallel lamination,,,,,,,,354,U1455,C,59,R,3,A,
354-U1455C-59R-CC-A,0,9,932.62,932.71,,,claystone [Leg210],,claystone,claystone,claystone,,brown,,,,,,,,,,,,,,,,354,U1455,C,59,R,CC,A,
354-U1455C-60R-1-A,0,28,939.2,939.48,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,,thin bed [B01],siltstone [Leg210],thin bed [B01],,,parallel lamination,,,,,,,,354,U1455,C,60,R,1,A,
354-U1455C-60R-1-A,28,46,939.48,939.66,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,dark gray,sharp planar,,,,,,,mud clast,,,,,,,,354,U1455,C,60,R,1,A,
354-U1455C-60R-1-A,46,115,939.66,940.35,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,,thin bed [B01],siltstone [Leg210],thin bed [B01],,,parallel lamination,,,,,,,,354,U1455,C,60,R,1,A,
354-U1455C-60R-1-A,115,137,940.35,940.57,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,dark gray,,,thin bed [B01],claystone [Leg210],,,,mud clast,,,,,,,,354,U1455,C,60,R,1,A,
354-U1455C-60R-2-A,0,20,940.57,940.77,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,,thin bed [B01],siltstone [Leg210],thin bed [B01],,,parallel lamination,,,,,,,,354,U1455,C,60,R,2,A,
354-U1455C-60R-2-A,20,88,940.77,941.45,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,thin bed [B01],siltstone [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1455,C,60,R,2,A,
354-U1455C-60R-3-A,0,22,941.45,941.67,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,,thin bed [B01],siltstone [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1455,C,60,R,3,A,
354-U1455C-60R-3-A,22,90,941.67,942.35,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,thin bed [B01],siltstone [Leg210],thin bed [B01],,,parallel lamination,,,,,,,,354,U1455,C,60,R,3,A,
354-U1455C-60R-CC-A,0,4,942.35,942.39,,,claystone [Leg210],with plant fragments [2014],claystone,claystone with plant fragments,claystone with plant fragments,,greenish gray,,,,,,,,,including plant fragment rich layer,,,,,,,354,U1455,C,60,R,CC,A,
