Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data,Extra Sample ID Data
342-U1411C-8H-5-A,342,U1411,C,8,8-5,H,5,A,0,150,141,142.5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
342-U1411C-8H-6-A,342,U1411,C,8,8-6,H,6,A,0,100,142.5,143.5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
342-U1411C-8H-7-A,342,U1411,C,8,8-7,H,7,A,0,78,143.5,144.44,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
342-U1411C-9H-1-A,342,U1411,C,9,9-1,H,1,A,0,36,144.5,144.86,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,void from 47 to 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-9H-1-A,342,U1411,C,9,9-1,H,1,A,36,47,,,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1411C-9H-1-A,342,U1411,C,9,9-1,H,1,A,54,145,,,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1411C-9H-2-A,342,U1411,C,9,9-2,H,2,A,0,146,145.96,147.42,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils [Leg339],5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils [Leg339],,,,,,,
342-U1411C-9H-3-A,342,U1411,C,9,9-3,H,3,A,0,147,147.42,148.89,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-9H-4-A,342,U1411,C,9,9-4,H,4,A,0,77,148.89,149.66,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-9H-4-A,342,U1411,C,9,9-4,H,4,A,77,145,149.66,150.34,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-9H-5-A,342,U1411,C,9,9-5,H,5,A,0,146,150.34,151.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-9H-CC-A,342,U1411,C,9,9-CC,H,CC,A,0,34,151.8,152.29,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-10X-1-A,342,U1411,C,10,10-1,X,1,A,0,103,152.2,153.23,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-10X-1-A,342,U1411,C,10,10-1,X,1,A,103,124,153.23,153.44,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10YR 5/2 (grayish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-10X-1-A,342,U1411,C,10,10-1,X,1,A,124,150,153.44,153.7,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-10X-2-A,342,U1411,C,10,10-2,X,2,A,0,150,153.7,155.2,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-10X-3-A,342,U1411,C,10,10-3,X,3,A,0,150,155.2,156.7,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-10X-4-A,342,U1411,C,10,10-4,X,4,A,0,84,156.7,157.54,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-10X-4-A,342,U1411,C,10,10-4,X,4,A,84,150,157.54,158.2,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils [Leg339],10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils [Leg339],,,,,,,
342-U1411C-10X-5-A,342,U1411,C,10,10-5,X,5,A,0,96,158.2,159.16,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Slight brown staining at the bottom of the section.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-10X-CC-A,342,U1411,C,10,10-CC,X,CC,A,0,20,159.16,159.46,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-11X-1-A,342,U1411,C,11,11-1,X,1,A,0,77,156.7,157.47,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Cores commonly darker burrowed blebs that are clayey nannochalk with forams,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-11X-1-A,342,U1411,C,11,11-1,X,1,A,77,150,157.47,158.2,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,N 5 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-11X-2-A,342,U1411,C,11,11-2,X,2,A,0,150,158.2,159.7,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-11X-3-A,342,U1411,C,11,11-3,X,3,A,0,150,159.7,161.2,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-11X-4-A,342,U1411,C,11,11-4,X,4,A,0,150,161.2,162.7,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-11X-5-A,342,U1411,C,11,11-5,X,5,A,0,150,162.7,164.2,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-11X-6-A,342,U1411,C,11,11-6,X,6,A,0,140,164.2,165.6,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-11X-7-A,342,U1411,C,11,11-7,X,7,A,0,52,165.6,166.12,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-11X-CC-A,342,U1411,C,11,11-CC,X,CC,A,0,14,166.12,166.36,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-12X-1-A,342,U1411,C,12,12-1,X,1,A,0,150,166.3,167.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-12X-2-A,342,U1411,C,12,12-2,X,2,A,0,150,167.8,169.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Carbonate nodule at 83cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-12X-3-A,342,U1411,C,12,12-3,X,3,A,0,150,169.3,170.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-12X-4-A,342,U1411,C,12,12-4,X,4,A,0,5,170.8,170.85,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-12X-4-A,342,U1411,C,12,12-4,X,4,A,5,14,170.85,170.94,,clay [Leg339],,clay ,5Y 6/2 (light olive gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1411C-12X-4-A,342,U1411,C,12,12-4,X,4,A,14,150,170.94,172.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-12X-5-A,342,U1411,C,12,12-5,X,5,A,0,150,172.3,173.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-12X-6-A,342,U1411,C,12,12-6,X,6,A,0,107,173.8,174.87,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-12X-6-A,342,U1411,C,12,12-6,X,6,A,107,112,174.87,174.92,,clay [Leg339],,clay ,5Y 6/2 (light olive gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1411C-12X-6-A,342,U1411,C,12,12-6,X,6,A,112,141,174.92,175.21,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-12X-7-A,342,U1411,C,12,12-7,X,7,A,0,53,175.21,175.74,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-12X-CC-A,342,U1411,C,12,12-CC,X,CC,A,0,29,175.74,176.13,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-13X-1-A,342,U1411,C,13,13-1,X,1,A,0,39,175.9,176.29,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Badly disturbed,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-13X-CC-A,342,U1411,C,13,13-CC,X,CC,A,0,48,176.29,176.88,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Disturbed, bowed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-14X-1-A,342,U1411,C,14,14-1,X,1,A,0,10,185.5,185.6,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,slight_339 [DB91],3,,destroyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-15X-1-A,342,U1411,C,15,15-1,X,1,A,0,125,195.1,196.35,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-15X-1-A,342,U1411,C,15,15-1,X,1,A,125,136,196.35,196.46,nannofossil [Leg339],foraminiferal chalk [Leg339],with clay [Leg339],nannofossil  foraminiferal chalk  with clay ,10Y 6/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   foraminiferal chalk ,foraminiferal chalk   with clay ,,,,,,,
342-U1411C-15X-1-A,342,U1411,C,15,15-1,X,1,A,136,150,196.46,196.6,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-15X-2-A,342,U1411,C,15,15-2,X,2,A,0,75,196.6,197.35,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-15X-2-A,342,U1411,C,15,15-2,X,2,A,75,81,197.35,197.41,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,2.5Y 4/3 (olive brown),,,,moderate_339 [DB91],4,,Burrowed firmground,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-15X-2-A,342,U1411,C,15,15-2,X,2,A,81,150,197.41,198.1,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-15X-3-A,342,U1411,C,15,15-3,X,3,A,0,125,198.1,199.35,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-15X-3-A,342,U1411,C,15,15-3,X,3,A,125,150,199.35,199.6,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,sparse_339 [DB91],2,,Laminated,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-15X-4-A,342,U1411,C,15,15-4,X,4,A,0,3,199.6,199.63,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,sparse_339 [DB91],2,,Laminated,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-15X-4-A,342,U1411,C,15,15-4,X,4,A,3,150,199.63,201.1,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-15X-5-A,342,U1411,C,15,15-5,X,5,A,0,145,201.1,202.55,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-15X-5-A,342,U1411,C,15,15-5,X,5,A,145,150,202.55,202.6,nannofossil [Leg339],foraminiferal chalk [Leg339],with clay [Leg339],nannofossil  foraminiferal chalk  with clay ,10Y 5/1 (greenish gray),,,,sparse_339 [DB91],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   foraminiferal chalk ,foraminiferal chalk   with clay ,,,,,,,
342-U1411C-15X-6-A,342,U1411,C,15,15-6,X,6,A,0,121,202.6,203.81,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-15X-7-A,342,U1411,C,15,15-7,X,7,A,0,62,203.81,204.43,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-15X-CC-A,342,U1411,C,15,15-CC,X,CC,A,0,29,204.43,204.77,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-16X-1-A,342,U1411,C,16,16-1,X,1,A,0,150,204.7,206.2,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1411C-16X-2-A,342,U1411,C,16,16-2,X,2,A,0,150,206.2,207.7,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1411C-16X-3-A,342,U1411,C,16,16-3,X,3,A,0,150,207.7,209.2,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1411C-16X-4-A,342,U1411,C,16,16-4,X,4,A,0,150,209.2,210.7,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1411C-16X-5-A,342,U1411,C,16,16-5,X,5,A,0,150,210.7,212.2,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1411C-16X-6-A,342,U1411,C,16,16-6,X,6,A,0,141,212.2,213.61,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1411C-16X-7-A,342,U1411,C,16,16-7,X,7,A,0,54,213.61,214.15,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1411C-16X-CC-A,342,U1411,C,16,16-CC,X,CC,A,0,30,214.15,214.5,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1411C-17X-1-A,342,U1411,C,17,17-1,X,1,A,0,64,214.3,214.94,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-17X-1-A,342,U1411,C,17,17-1,X,1,A,64,96,214.94,215.26,foraminiferal [Leg339],sand [Leg339],,foraminiferal  sand ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   sand ,sand ,,,,,,,
342-U1411C-17X-1-A,342,U1411,C,17,17-1,X,1,A,96,110,215.26,215.4,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-17X-1-A,342,U1411,C,17,17-1,X,1,A,110,150,215.4,215.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-17X-2-A,342,U1411,C,17,17-2,X,2,A,0,150,215.8,217.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-17X-3-A,342,U1411,C,17,17-3,X,3,A,0,150,217.3,218.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-17X-4-A,342,U1411,C,17,17-4,X,4,A,0,6,218.8,218.86,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-17X-4-A,342,U1411,C,17,17-4,X,4,A,6,39,218.86,219.19,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-17X-4-A,342,U1411,C,17,17-4,X,4,A,39,58,219.19,219.38,sandy [Leg339],foraminiferal chalk [Leg339],,sandy  foraminiferal chalk ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandy   foraminiferal chalk ,foraminiferal chalk ,,,,,,,
342-U1411C-17X-4-A,342,U1411,C,17,17-4,X,4,A,58,150,219.38,220.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-17X-5-A,342,U1411,C,17,17-5,X,5,A,0,18,220.3,220.48,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,sparse_339 [DB91],2,,laminated,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-17X-5-A,342,U1411,C,17,17-5,X,5,A,18,26,220.48,220.56,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-17X-5-A,342,U1411,C,17,17-5,X,5,A,26,150,220.56,221.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-17X-6-A,342,U1411,C,17,17-6,X,6,A,0,11,221.8,221.91,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-17X-6-A,342,U1411,C,17,17-6,X,6,A,11,33,221.91,222.13,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
