Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Extra Sample ID Data
323-U1339B-11H-3-A,323,U1339,B,11,11-3,H,3,A,0,115,91.47,92.62,diatom ooze,Leg 323,,diatom ooze,100,soft,5G 4/1,,,,,Dark greenish grey,,,,,,,,
323-U1339B-11H-3-A,323,U1339,B,11,11-3,H,3,A,117,145,92.64,92.92,diatom ooze,Leg 323,,diatom ooze,100,soft,5G 4/1,,,,,Dark greenish grey,,,,,,,,
323-U1339B-11H-4-A,323,U1339,B,11,11-4,H,4,A,0,60,92.92,93.52,diatom ooze,Leg 323,,diatom ooze,100,soft,5G 4/1,,,,,Dark greenish grey,,,,,,,,
323-U1339B-11H-4-A,323,U1339,B,11,11-4,H,4,A,60,127,93.52,94.19,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,"stiffer than surrounding lithologies, but still soft",,,,,,,,
323-U1339B-11H-4-A,323,U1339,B,11,11-4,H,4,A,127,150,94.19,94.42,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/1,,,,,dark grey,,,,,,,,
323-U1339B-11H-5-A,323,U1339,B,11,11-5,H,5,A,0,110,94.42,95.52,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/1,,,,,dark grey,,,,,,,,
323-U1339B-11H-5-A,323,U1339,B,11,11-5,H,5,A,110,150,95.52,95.92,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,dark greenish grey,,,,,,,,
323-U1339B-11H-6-A,323,U1339,B,11,11-6,H,6,A,0,74,95.92,96.66,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,dark greenish grey,,,,,,,,
323-U1339B-11H-6-A,323,U1339,B,11,11-6,H,6,A,74,115,96.66,97.07,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/1,,,,,dark grey,,,,,,,,
323-U1339B-11H-6-A,323,U1339,B,11,11-6,H,6,A,115,134,97.07,97.26,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,Dark greenish grey,,,,,,,,
323-U1339B-11H-6-A,323,U1339,B,11,11-6,H,6,A,134,140,97.26,97.32,diatom fine ash,Leg 323,'',diatom fine ash,100,soft,5Y 2.5/1,,,,,black,,,,,,,,
323-U1339B-11H-6-A,323,U1339,B,11,11-6,H,6,A,140,150,97.32,97.42,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,Dark greenish grey,,,,,,,,
323-U1339B-11H-7-A,323,U1339,B,11,11-7,H,7,A,0,55,97.42,97.97,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,Dark greenish grey,,,,,,,,
323-U1339B-11H-7-A,323,U1339,B,11,11-7,H,7,A,55,150,97.97,98.92,diatom ooze,Leg 323,,diatom ooze,100,soft,5GY 4/1,,,,,Dark greenish grey,,,,,,,,
323-U1339B-11H-7-A,323,U1339,B,11,11-7,H,7,A,55,150,97.97,98.92,diatom ooze,United States Geological Survey,,Diatomaceous ooze,100,soft,5GY 4/1,,,,,Dark greenish grey,,,,,,,,
323-U1339B-11H-CC-A,323,U1339,B,11,11-CC,H,CC,A,0,34,98.92,99.26,diatom ooze,Leg 323,,diatom ooze,100,soft,5GY 4/1,,,,,Dark greenish grey,,,,,,,,
323-U1339B-11H-CC-A,323,U1339,B,11,11-CC,H,CC,A,0,34,98.92,99.26,diatom ooze,United States Geological Survey,,Diatomaceous ooze,100,soft,5GY 4/1,,,,,Dark greenish grey,,,,,,,,
323-U1339B-12H-1-A,323,U1339,B,12,12-1,H,1,A,0,59,99,99.59,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/1,,,,,,,,,,,,,
323-U1339B-12H-2-A,323,U1339,B,12,12-2,H,2,A,0,130,99.59,100.89,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/1,,,,,,,,,,,,,
323-U1339B-12H-2-A,323,U1339,B,12,12-2,H,2,A,130,140,100.89,100.99,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/1,,,,,,,,,,,,,
323-U1339B-12H-2-A,323,U1339,B,12,12-2,H,2,A,130,140,100.89,100.99,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,50,soft,10YR 2/1,,,,,,,,,,,,,
323-U1339B-12H-2-A,323,U1339,B,12,12-2,H,2,A,140,150,100.99,101.09,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/1,,,,,,,,,,,,,
323-U1339B-12H-3-A,323,U1339,B,12,12-3,H,3,A,0,128,101.09,102.37,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/1,,,,,,,,,,,,,
323-U1339B-12H-3-A,323,U1339,B,12,12-3,H,3,A,128,144,102.37,102.53,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,10YR 2/1,,,,,,,,,,,,,
323-U1339B-12H-3-A,323,U1339,B,12,12-3,H,3,A,144,145,102.53,102.54,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-12H-4-A,323,U1339,B,12,12-4,H,4,A,0,40,102.54,102.94,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-12H-4-A,323,U1339,B,12,12-4,H,4,A,40,125.5,102.94,103.795,diatom ooze,Leg 323,nannofossil-bearing,nannofossil-bearing diatom ooze,100,soft,5Y 4/1,,,,,,,,,,,,,
323-U1339B-12H-4-A,323,U1339,B,12,12-4,H,4,A,115,116,103.69,103.7,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,10YR 2/1,,,,,,,,,,,,,
323-U1339B-12H-4-A,323,U1339,B,12,12-4,H,4,A,125.5,128,103.795,103.82,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,10YR 2/1,,,,,,,,,,,,,
323-U1339B-12H-4-A,323,U1339,B,12,12-4,H,4,A,128,141.5,103.82,103.955,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/1,,,,,,,,,,,,,
323-U1339B-12H-5-A,323,U1339,B,12,12-5,H,5,A,0,150,104.04,105.54,diatom silt,Leg 323,,diatom silt,,,,,,,,,,,,,,,,
323-U1339B-12H-6-A,323,U1339,B,12,12-6,H,6,A,0,146,105.54,107,diatom silt,Leg 323,,diatom silt,,,,,,,,,,,,,,,,
323-U1339B-12H-7-A,323,U1339,B,12,12-7,H,7,A,70,75,107.7,107.75,diatom silt,Leg 323,,diatom silt,25,soft,5Y 4/1,,,,,,,,,,,,,
323-U1339B-12H-7-A,323,U1339,B,12,12-7,H,7,A,70,75,107.7,107.75,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,75,soft,10YR 2/1,,,,,,,,,,,,,
323-U1339B-13H-CC-A,323,U1339,B,13,13-CC,H,CC,A,0,40,108.5,108.9,diatom silty clay,"Shepard, 1954",Diatom,diatom silty clay,100,soft,5GY 4/1,,,,,,,,,,,,,
323-U1339B-14H-1-A,323,U1339,B,14,14-1,H,1,A,0,130,110.5,111.8,diatom clay,Leg 323,,diatom clay,,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-14H-2-A,323,U1339,B,14,14-2,H,2,A,0,150,111.8,113.3,diatom clay,Leg 323,,diatom clay,,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-14H-3-A,323,U1339,B,14,14-3,H,3,A,0,147,113.3,114.77,diatom clay,Leg 323,,diatom clay,,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-14H-4-A,323,U1339,B,14,14-4,H,4,A,0,9,114.77,114.86,diatom clay,Leg 323,,diatom clay,,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-14H-4-A,323,U1339,B,14,14-4,H,4,A,9,28,114.86,115.05,diatom ooze,Leg 323,nannofossil-bearing,Nanno bearing diatom ooze,,,10Y 5/1,,,,,,,,,,,,,
323-U1339B-14H-4-A,323,U1339,B,14,14-4,H,4,A,28,150,115.05,116.27,diatom clay,Leg 323,,diatom clay,,,10Y 5/1,,,,,,,,,,,,,
323-U1339B-14H-5-A,323,U1339,B,14,14-5,H,5,A,0,21,116.27,116.48,diatom clay,Leg 323,,diatom clay,,,10Y 5/1,,,,,,,,,,,,,
323-U1339B-14H-5-A,323,U1339,B,14,14-5,H,5,A,21,136,116.48,117.63,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-14H-6-A,323,U1339,B,14,14-6,H,6,A,0,140,117.63,119.03,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-14H-7-A,323,U1339,B,14,14-7,H,7,A,0,112,119.03,120.15,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-14H-CC-A,323,U1339,B,14,14-CC,H,CC,A,0,42,120.15,120.57,diatom ooze,Leg 323,,diatom ooze,,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-15H-1-A,323,U1339,B,15,15-1,H,1,A,0,83,120,120.83,diatom ooze,Leg 323,,diatom ooze,100,soft,5GY 3/1,,,,,,,,,,,,,
323-U1339B-15H-2-A,323,U1339,B,15,15-2,H,2,A,0,4,120.83,120.87,diatom ooze,Leg 323,,diatom ooze,100,soft,5GY 3/1,,,,,,,,,,,,,
323-U1339B-15H-2-A,323,U1339,B,15,15-2,H,2,A,4,5.5,120.87,120.885,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5YR 2.5/1,,,,,,,,,,,,,
323-U1339B-15H-2-A,323,U1339,B,15,15-2,H,2,A,5.5,142,120.885,122.25,diatom ooze,Leg 323,,diatom ooze,100,soft,5GY 3/1,,,,,,,,,,,,,
323-U1339B-15H-2-A,323,U1339,B,15,15-2,H,2,A,5.5,142,120.885,122.25,diatom ooze,United States Geological Survey,,Diatomaceous ooze,100,soft,5GY 3/1,,,,,,,,,,,,,
323-U1339B-15H-4-A,323,U1339,B,15,15-4,H,4,A,0,125,123.75,125,diatom ooze,Leg 323,,diatom ooze,100,soft,5GY 3/1,,,,,,,,,,,,,
323-U1339B-15H-4-A,323,U1339,B,15,15-4,H,4,A,125,128,125,125.03,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5YR 2.5/1,,,,,,,,,,,,,
323-U1339B-15H-4-A,323,U1339,B,15,15-4,H,4,A,128,142,125.03,125.17,diatom ooze,Leg 323,,diatom ooze,100,soft,5GY 3/1,,,,,,,,,,,,,
323-U1339B-15H-5-A,323,U1339,B,15,15-5,H,5,A,0,48,125.17,125.65,diatom ooze,Leg 323,,diatom ooze,100,soft,5GY 3/1,,,,,,,,,,,,,
323-U1339B-15H-5-A,323,U1339,B,15,15-5,H,5,A,48,55,125.65,125.72,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,2.5/N,,,,,,,,,,,,,
323-U1339B-15H-5-A,323,U1339,B,15,15-5,H,5,A,55,120,125.72,126.37,diatom ooze,Leg 323,,diatom ooze,100,soft,5GY 2.5/1,,,,,,,,,,,,,
323-U1339B-15H-5-A,323,U1339,B,15,15-5,H,5,A,120,150,126.37,126.67,silty fine ash,Leg 323,diatom-rich,diatom-rich silty fine ash,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-15H-6-A,323,U1339,B,15,15-6,H,6,A,0,154,126.67,128.21,silty fine ash,Leg 323,diatom-rich,diatom-rich silty fine ash,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-15H-7-A,323,U1339,B,15,15-7,H,7,A,0,150,128.21,129.71,silty fine ash,Leg 323,diatom-rich,diatom-rich silty fine ash,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-15H-CC-A,323,U1339,B,15,15-CC,H,CC,A,0,29,129.69,129.98,silty fine ash,Leg 323,diatom-rich,diatom-rich silty fine ash,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-16H-1-A,323,U1339,B,16,16-1,H,1,A,0,82,129.5,130.32,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich Silty Clay,100,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-16H-2-A,323,U1339,B,16,16-2,H,2,A,0,145,130.32,131.77,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich Silty Clay,100,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-16H-3-A,323,U1339,B,16,16-3,H,3,A,0,150,131.77,133.27,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich Silty Clay,100,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-16H-4-A,323,U1339,B,16,16-4,H,4,A,0,53,133.27,133.8,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich Silt,100,,5GY 3/1,,,,,,,,,,,,,
323-U1339B-16H-4-A,323,U1339,B,16,16-4,H,4,A,53,60,133.8,133.87,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,,2.5Y 2.5/1,,,,,,,,,,,,,
323-U1339B-16H-4-A,323,U1339,B,16,16-4,H,4,A,60,122,133.87,134.49,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich Silt,100,,5GY 3/1,,,,,,,,,,,,,
323-U1339B-16H-4-A,323,U1339,B,16,16-4,H,4,A,122,127,134.49,134.54,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,,2.5Y 2.5/1,,,,,,,,,,,,,
323-U1339B-16H-4-A,323,U1339,B,16,16-4,H,4,A,127,152,134.54,134.79,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich Silt,100,,5GY 3/1,,,,,,,,,,,,,
323-U1339B-16H-5-A,323,U1339,B,16,16-5,H,5,A,0,137,134.77,136.14,diatom fine ash,Leg 323,'',diatom fine ash,100,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-16H-6-A,323,U1339,B,16,16-6,H,6,A,0,145,136.14,137.59,diatom fine ash,Leg 323,diatom,diatom fine ash,100,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-16H-7-A,323,U1339,B,16,16-7,H,7,A,0,144,137.59,139.03,diatom fine ash,Leg 323,diatom,diatom fine ash,100,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-16H-CC-A,323,U1339,B,16,16-CC,H,CC,A,0,38,139.03,139.41,diatom fine ash,Leg 323,diatom,diatom fine ash,100,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-17H-1-A,323,U1339,B,17,17-1,H,1,A,0,40,139,139.4,diatom ooze,United States Geological Survey,,diatomaceous ooze,,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-17H-2-A,323,U1339,B,17,17-2,H,2,A,0,69,139.4,140.09,diatom ooze,United States Geological Survey,,diatomaceous ooze,,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-17H-2-A,323,U1339,B,17,17-2,H,2,A,69,73,140.09,140.13,coarse ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,coarse ash,,,5Y 5/1,,,,,,,,,,,,,
323-U1339B-17H-2-A,323,U1339,B,17,17-2,H,2,A,73,124,140.13,140.64,diatom ooze,United States Geological Survey,,diatomaceous ooze,,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-17H-2-A,323,U1339,B,17,17-2,H,2,A,124,150,140.64,140.9,diatom ooze,United States Geological Survey,,diatomaceous ooze,,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-17H-3-A,323,U1339,B,17,17-3,H,3,A,0,37,140.9,141.27,diatom ooze,United States Geological Survey,,diatomaceous ooze,,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-17H-3-A,323,U1339,B,17,17-3,H,3,A,37,50,141.27,141.4,diatom ooze,United States Geological Survey,,diatomaceous ooze,,,10Y 5/1,,,,,authigenic-carbonate rich,,,,,,,,
323-U1339B-17H-3-A,323,U1339,B,17,17-3,H,3,A,50,150,141.4,142.4,diatom ooze,United States Geological Survey,,diatomaceous ooze,,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-17H-4-A,323,U1339,B,17,17-4,H,4,A,0,19,142.4,142.59,diatom ooze,United States Geological Survey,,diatomaceous ooze,,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-17H-4-A,323,U1339,B,17,17-4,H,4,A,19,28,142.59,142.68,dolostone [USGS-LP62],"United States Geological Survey-Leighton & Pendexter, 1962",,dolomite,,,10Y 5/1,,,,,,,,,,,,,
323-U1339B-17H-4-A,323,U1339,B,17,17-4,H,4,A,28,150,142.68,143.9,diatom ooze,United States Geological Survey,,diatomaceous ooze,,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-17H-5-A,323,U1339,B,17,17-5,H,5,A,0,150,143.9,145.4,diatom ooze,United States Geological Survey,,diatomaceous ooze,,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-17H-6-A,323,U1339,B,17,17-6,H,6,A,0,9,145.4,145.49,diatom ooze,United States Geological Survey,,diatomaceous ooze,,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-17H-6-A,323,U1339,B,17,17-6,H,6,A,93,100,146.33,146.4,coarse ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,coarse ash,,,10YR 7/1,,,,,,,,,,,,,
323-U1339B-17H-6-A,323,U1339,B,17,17-6,H,6,A,103,150,146.43,146.9,diatom ooze,United States Geological Survey,,diatomaceous ooze,,,10Y 3/1,,,,,,,,,,,,,
323-U1339B-17H-7-A,323,U1339,B,17,17-7,H,7,A,0,15,146.9,147.05,diatom ooze,United States Geological Survey,,diatomaceous ooze,,,10Y 3/1,,,,,,,,,,,,,
323-U1339B-17H-7-A,323,U1339,B,17,17-7,H,7,A,15,22,147.05,147.12,dolostone [USGS-LP62],"United States Geological Survey-Leighton & Pendexter, 1962",,dolomite,,,10Y 5/1,,,,,,,,,,,,,
323-U1339B-17H-7-A,323,U1339,B,17,17-7,H,7,A,34,38,147.24,147.28,coarse ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,coarse ash,,,10Y 5/1,,,,,granular; fining upwards,,,,,,,,
323-U1339B-17H-7-A,323,U1339,B,17,17-7,H,7,A,38,114,147.28,148.04,diatom ooze,United States Geological Survey,,diatomaceous ooze,,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-17H-7-A,323,U1339,B,17,17-7,H,7,A,114,120,148.04,148.1,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,,2.5Y 3/1,,,,,fining upwards,,,,,,,,
323-U1339B-17H-7-A,323,U1339,B,17,17-7,H,7,A,120,139,148.1,148.29,diatom ooze,United States Geological Survey,,diatomaceous ooze,,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-17H-CC-A,323,U1339,B,17,17-CC,H,CC,A,0,26.5,148.29,148.555,diatom ooze,United States Geological Survey,,diatomaceous ooze,,,10Y 4/1,,,,,,,,,,,,,
323-U1339B-18H-1-A,323,U1339,B,18,18-1,H,1,A,0,64,148.5,149.14,diatom fine ash,Leg 323,,diatom fine ash,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-18H-2-A,323,U1339,B,18,18-2,H,2,A,0,7,149.14,149.21,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,10Y 4/1,,,,,light mottles,,,,,,,,
323-U1339B-18H-2-A,323,U1339,B,18,18-2,H,2,A,7,30,149.21,149.44,diatom fine ash,Leg 323,,diatom fine ash,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-18H-2-A,323,U1339,B,18,18-2,H,2,A,30,32,149.44,149.46,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,10Y 4/1,,,,,Dark ash intermixed,,,,,,,,
323-U1339B-18H-2-A,323,U1339,B,18,18-2,H,2,A,32,40,149.46,149.54,diatom fine ash,Leg 323,,diatom fine ash,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-18H-2-A,323,U1339,B,18,18-2,H,2,A,40,50,149.54,149.64,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,Dark ash patches up to 3 cm,,,,,,,,
323-U1339B-18H-2-A,323,U1339,B,18,18-2,H,2,A,50,90,149.64,150.04,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-18H-2-A,323,U1339,B,18,18-2,H,2,A,90,120,150.04,150.34,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/2,,,,,,,,,,,,,
323-U1339B-18H-2-A,323,U1339,B,18,18-2,H,2,A,120,143,150.34,150.57,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-18H-3-A,323,U1339,B,18,18-3,H,3,A,0,20,150.57,150.77,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-18H-3-A,323,U1339,B,18,18-3,H,3,A,20,30,150.77,150.87,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-18H-3-A,323,U1339,B,18,18-3,H,3,A,30,47,150.87,151.04,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/2,,,,,,,,,,,,,
323-U1339B-18H-3-A,323,U1339,B,18,18-3,H,3,A,47,65,151.04,151.22,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/2,,,subrounded (Default),,Isolated pebbles at 47 and 54 cm,,,,,,,,
323-U1339B-18H-3-A,323,U1339,B,18,18-3,H,3,A,65,70,151.22,151.27,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/2,,,,,,,,,,,,,
323-U1339B-18H-3-A,323,U1339,B,18,18-3,H,3,A,70,72,151.27,151.29,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/1,,,subrounded (Default),,Isolated pebble at 72 cm,,,,,,,,
323-U1339B-18H-3-A,323,U1339,B,18,18-3,H,3,A,72,145,151.29,152.02,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/1,,,,,,,,,,,,,
323-U1339B-18H-4-A,323,U1339,B,18,18-4,H,4,A,0,69,152.02,152.71,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/1,,,,,,,,,,,,,
323-U1339B-18H-4-A,323,U1339,B,18,18-4,H,4,A,69,73,152.71,152.75,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5YR 4/1,,,,,Intermixed dark ash,,,,,,,,
323-U1339B-18H-4-A,323,U1339,B,18,18-4,H,4,A,73,130,152.75,153.32,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/2,,,,,,,,,,,,,
323-U1339B-18H-4-A,323,U1339,B,18,18-4,H,4,A,130,135,153.32,153.37,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/1,,,,,,,,,,,,,
323-U1339B-18H-4-A,323,U1339,B,18,18-4,H,4,A,135,138,153.37,153.4,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/3,,,,,,,,,,,,,
323-U1339B-18H-5-A,323,U1339,B,18,18-5,H,5,A,0,66,153.4,154.06,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/3,,,,,,,,,,,,,
323-U1339B-18H-5-A,323,U1339,B,18,18-5,H,5,A,66,77,154.06,154.17,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/3,,,,,,,,,,,,,
323-U1339B-18H-5-A,323,U1339,B,18,18-5,H,5,A,77,136,154.17,154.76,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/3,,,,,,,,,,,,,
323-U1339B-18H-5-A,323,U1339,B,18,18-5,H,5,A,136,140,154.76,154.8,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,10Y 3/1,,,,,Ash (dark) intermixed,,,,,,,,
323-U1339B-18H-5-A,323,U1339,B,18,18-5,H,5,A,140,150,154.8,154.9,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-18H-6-A,323,U1339,B,18,18-6,H,6,A,0,63,154.9,155.53,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-18H-6-A,323,U1339,B,18,18-6,H,6,A,63,70,155.53,155.6,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-18H-6-A,323,U1339,B,18,18-6,H,6,A,70,150,155.6,156.4,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,
323-U1339B-18H-7-A,323,U1339,B,18,18-7,H,7,A,0,69,156.4,157.09,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/1,,,,,,,,,,,,,
323-U1339B-18H-8-A,323,U1339,B,18,18-8,H,8,A,0,70,157.09,157.79,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/1,,,,,,,,,,,,,
323-U1339B-18H-8-A,323,U1339,B,18,18-8,H,8,A,70,80,157.79,157.89,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/1,,,,,,,,,,,,,
323-U1339B-18H-8-A,323,U1339,B,18,18-8,H,8,A,80,99,157.89,158.08,diatom ooze,Leg 323,,diatom ooze,,soft,5YR 4/2,,,,,,,,,,,,,
323-U1339B-19H-1-A,323,U1339,B,19,19-1,H,1,A,0,7,158,158.07,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5Y 5/1,,,,,greyish water rich sandy sediment,,,,,,,,
323-U1339B-19H-1-A,323,U1339,B,19,19-1,H,1,A,7,96,158.07,158.96,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1339B-19H-2-A,323,U1339,B,19,19-2,H,2,A,0,70,158.96,159.66,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1339B-19H-2-A,323,U1339,B,19,19-2,H,2,A,70,75,159.66,159.71,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1339B-19H-2-A,323,U1339,B,19,19-2,H,2,A,75,115,159.71,160.11,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5Y 4/3,,,,,,,,,,,,,
323-U1339B-19H-2-A,323,U1339,B,19,19-2,H,2,A,115,120,160.11,160.16,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5Y 4/3,,,,,,,,,,,,,
323-U1339B-19H-2-A,323,U1339,B,19,19-2,H,2,A,120,150,160.16,160.46,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1339B-19H-3-A,323,U1339,B,19,19-3,H,3,A,0,76,160.46,161.22,diatom ooze,United States Geological Survey,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
