Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE
323-U1345C-7H-5-A,323,U1345,C,7,7-5,H,5,A,75,137,59.58,60.2,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,10Y 3/1,,,,,,,,,,,,
323-U1345C-7H-6-A,323,U1345,C,7,7-6,H,6,A,0,60,60.2,60.8,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,10Y 3/1,,,,,,,,,,,,
323-U1345C-7H-6-A,323,U1345,C,7,7-6,H,6,A,60,143,60.8,61.63,silty sand [S54],"Shepard, 1954",,silty sand,,soft,3/N ,,,,,,,,,,,,
323-U1345C-7H-7-A,323,U1345,C,7,7-7,H,7,A,0,91,61.63,62.54,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1345C-7H-CC-A,323,U1345,C,7,7-CC,H,CC,A,0,67,62.54,63.21,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1345C-8H-1-A,323,U1345,C,8,8-1,H,1,A,0,72,63.0,63.72,silty sand [S54],"Shepard, 1954",,silty sand,,soft,10Y 4/1,,,,,,,,,,,,
323-U1345C-8H-2-A,323,U1345,C,8,8-2,H,2,A,0,70,63.72,64.42,silty sand [S54],"Shepard, 1954",,silty sand,,soft,10Y 4/1,,,,,,,,,,,,
323-U1345C-8H-2-A,323,U1345,C,8,8-2,H,2,A,70,96,64.42,64.68,sand [S54],,,sand,,soft,10Y 3/1,,,,,,,,,,,,
323-U1345C-8H-2-A,323,U1345,C,8,8-2,H,2,A,96,150,64.68,65.22,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,4/N,,,,,,,,,,,,
323-U1345C-8H-3-A,323,U1345,C,8,8-3,H,3,A,0,150,65.22,66.72,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,4/N,,,,,,,,,,,,
323-U1345C-8H-4-A,323,U1345,C,8,8-4,H,4,A,0,99,66.72,67.71,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,4/N,,,,,,,,,,,,
323-U1345C-8H-4-A,323,U1345,C,8,8-4,H,4,A,99,109,67.71,67.81,sandy clay [S54],"Shepard, 1954",authigenic carbonate diatom-rich,authigenic carbonate diatom-rich sandy clay,,soft,10Y 4/1,,,,,,,,,,,,
323-U1345C-8H-4-A,323,U1345,C,8,8-4,H,4,A,109,147,67.81,68.19,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,4/N,,,,,,,,,,,,
323-U1345C-8H-5-A,323,U1345,C,8,8-5,H,5,A,0,50,68.19,68.69,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,4/N,,,,,,,,,,,,
323-U1345C-8H-5-A,323,U1345,C,8,8-5,H,5,A,50,57,68.69,68.76,sandy clay [S54],"Shepard, 1954",authigenic carbonate diatom-rich,authigenic carbonate diatom-rich sandy clay,,soft,10Y 4/1,,,,,,,,,,,,
323-U1345C-8H-5-A,323,U1345,C,8,8-5,H,5,A,57,150,68.76,69.69,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,4/N,,,,,,,,,,,,
323-U1345C-8H-6-A,323,U1345,C,8,8-6,H,6,A,0,67,69.69,70.36,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,4/N,,,,,,,,,,,,
323-U1345C-8H-6-A,323,U1345,C,8,8-6,H,6,A,67,87,70.36,70.56,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,50.0,soft,4/N,,,,,,,,,,,,
323-U1345C-8H-6-A,323,U1345,C,8,8-6,H,6,A,67,87,70.36,70.56,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,50.0,soft,10Y 4/1,,,,,,,,,,,,
323-U1345C-8H-6-A,323,U1345,C,8,8-6,H,6,A,87,150,70.56,71.19,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,4/N,,,,,,,,,,,,
323-U1345C-8H-7-A,323,U1345,C,8,8-7,H,7,A,0,94,71.19,72.13,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,
323-U1345C-8H-CC-A,323,U1345,C,8,8-CC,H,CC,A,0,36,72.13,72.49,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5GY 4/1,,,,,,,,,,,,
323-U1345C-9H-1-A,323,U1345,C,9,9-1,H,1,A,0,80,72.5,73.3,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1345C-9H-1-A,323,U1345,C,9,9-1,H,1,A,80,98,73.3,73.48,silt [S54],,diatom-bearing,diatom-bearing silt,,soft,4/N,,,,,,,,,,,,
323-U1345C-9H-2-A,323,U1345,C,9,9-2,H,2,A,0,150,73.48,74.98,silt [S54],,diatom-bearing,diatom-bearing silt,,soft,4/N,,,,,,,,,,,,
323-U1345C-9H-3-A,323,U1345,C,9,9-3,H,3,A,0,74,74.98,75.72,silt [S54],,diatom-bearing,diatom-bearing silt,,soft,4/N,,,,,,,,,,,,
323-U1345C-9H-3-A,323,U1345,C,9,9-3,H,3,A,74,120,75.72,76.18,diatom silty clay,Leg 323,,diatom silty clay,30.0,soft,5GY 4/1,,,,,,,,,,,,
323-U1345C-9H-3-A,323,U1345,C,9,9-3,H,3,A,74,120,75.72,76.18,silt [S54],,diatom-bearing,diatom-bearing silt,70.0,soft,4/N,,,,,,,,,,,,
323-U1345C-9H-3-A,323,U1345,C,9,9-3,H,3,A,120,150,76.18,76.48,silt [S54],,diatom-bearing,diatom-bearing silt,,soft,4/N,,,,,,,,,,,,
323-U1345C-9H-4-A,323,U1345,C,9,9-4,H,4,A,0,144,76.48,77.92,silt [S54],,diatom-bearing,diatom-bearing silt,,soft,4/N,,,,,,,,,,,,
323-U1345C-9H-5-A,323,U1345,C,9,9-5,H,5,A,0,50,77.92,78.42,silt [S54],,diatom-bearing,diatom-bearing silt,,soft,4/N,,,,,,,,,,,,
323-U1345C-9H-5-A,323,U1345,C,9,9-5,H,5,A,50,148,78.42,79.4,diatom silty clay,Leg 323,,diatom silty clay,40.0,soft,5GY 4/1,,,,,,,,,,,,
323-U1345C-9H-5-A,323,U1345,C,9,9-5,H,5,A,50,148,78.42,79.4,silt [S54],,diatom-bearing,diatom-bearing silt,60.0,soft,4/N,,,,,,,,,,,,
323-U1345C-9H-6-A,323,U1345,C,9,9-6,H,6,A,0,137,79.4,80.77,silt [S54],,diatom-bearing,diatom-bearing silt,,soft,4/N,,,,,,,,,,,,
323-U1345C-9H-7-A,323,U1345,C,9,9-7,H,7,A,0,96,80.77,81.73,diatom silty clay,Leg 323,,diatom silty clay,,soft,5GY 4/1,,,,,,,,,,,,
323-U1345C-9H-CC-A,323,U1345,C,9,9-CC,H,CC,A,0,31,81.73,82.04,diatom silty clay,Leg 323,,diatom silty clay,,soft,5GY 4/1,,,,,,,,,,,,
323-U1345C-10H-1-A,323,U1345,C,10,10-1,H,1,A,0,107,82.0,83.07,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,10Y 3/1,,,,,,,,,,,,
323-U1345C-10H-2-A,323,U1345,C,10,10-2,H,2,A,0,45,83.07,83.52,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,10Y 4/1,,,,,,,,,,,,
323-U1345C-10H-2-A,323,U1345,C,10,10-2,H,2,A,45,65,83.52,83.72,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,4/N,,,,,,,,,,,,
323-U1345C-10H-2-A,323,U1345,C,10,10-2,H,2,A,65,97,83.72,84.04,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,10Y 3/1,,,,,,,,,,,,
323-U1345C-10H-2-A,323,U1345,C,10,10-2,H,2,A,97,113,84.04,84.2,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,60.0,soft,4/N,,,,,,,,,,,,
323-U1345C-10H-2-A,323,U1345,C,10,10-2,H,2,A,97,113,84.04,84.2,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,40.0,soft,5GY 4/1,,,,,,,,,,,,
323-U1345C-10H-2-A,323,U1345,C,10,10-2,H,2,A,113,147,84.2,84.54,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,4/N,,,,,,,,,,,,
323-U1345C-10H-3-A,323,U1345,C,10,10-3,H,3,A,0,135,84.54,85.89,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,4/N,,,,,,,,,,,,
323-U1345C-10H-3-A,323,U1345,C,10,10-3,H,3,A,135,152,85.89,86.06,silty sand [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty sand,,soft,10Y 3/1,,,,,,,,,,,,
323-U1345C-10H-4-A,323,U1345,C,10,10-4,H,4,A,0,90,86.06,86.96,silty sand [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty sand,,soft,10Y 3/1,,,,,,,,,,,,
323-U1345C-10H-4-A,323,U1345,C,10,10-4,H,4,A,90,145,86.96,87.51,silty sand [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty sand,,soft,3/N ,,,,,,,,,,,,
323-U1345C-10H-5-A,323,U1345,C,10,10-5,H,5,A,0,56,87.51,88.07,silty sand [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty sand,,soft,3/N ,,,,,,,,,,,,
323-U1345C-10H-5-A,323,U1345,C,10,10-5,H,5,A,56,97,88.07,88.48,sand [S54],"Shepard, 1954",,sand,70.0,soft,3/N ,,,,,,,,,,,,
323-U1345C-10H-5-A,323,U1345,C,10,10-5,H,5,A,56,97,88.07,88.48,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,30.0,soft,10Y 3/1,,,,,,,,,,,,
323-U1345C-10H-5-A,323,U1345,C,10,10-5,H,5,A,97,146,88.48,88.97,sand [S54],"Shepard, 1954",,sand,20.0,soft,3/N ,,,,,,,,,,,,
323-U1345C-10H-5-A,323,U1345,C,10,10-5,H,5,A,97,146,88.48,88.97,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,80.0,soft,10Y 3/1,,,,,,,,,,,,
323-U1345C-10H-6-A,323,U1345,C,10,10-6,H,6,A,0,30,88.97,89.27,sand [S54],"Shepard, 1954",,sand,20.0,soft,3/N ,,,,,,,,,,,,
323-U1345C-10H-6-A,323,U1345,C,10,10-6,H,6,A,0,30,88.97,89.27,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,80.0,soft,10Y 3/1,,,,,,,,,,,,
323-U1345C-10H-6-A,323,U1345,C,10,10-6,H,6,A,30,150,89.27,90.47,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,10Y 4/1,,,,,,,,,,,,
323-U1345C-10H-7-A,323,U1345,C,10,10-7,H,7,A,0,106,90.47,91.53,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,10Y 4/1,,,,,,,,,,,,
323-U1345C-10H-CC-A,323,U1345,C,10,10-CC,H,CC,A,0,27,91.53,91.8,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,10Y 4/1,,,,,,,,,,,,
323-U1345C-11H-1-A,323,U1345,C,11,11-1,H,1,A,0,109,91.5,92.59,silty sand [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty sand,,soft,4/N,,,,,,,,,,,,
323-U1345C-11H-2-A,323,U1345,C,11,11-2,H,2,A,0,148,92.59,94.07,silty sand [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty sand,,soft,4/N,,,,,,,,,,,,
323-U1345C-11H-3-A,323,U1345,C,11,11-3,H,3,A,0,150,94.07,95.57,silty sand [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty sand,,soft,4/N,,,,,,,,,,,,
323-U1345C-11H-4-A,323,U1345,C,11,11-4,H,4,A,0,146,95.57,97.03,silty sand [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty sand,,soft,4/N,,,,,,,,,,,,
323-U1345C-11H-5-A,323,U1345,C,11,11-5,H,5,A,0,147,97.03,98.5,silty sand [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty sand,,soft,4/N,,,,,,,,,,,,
323-U1345C-11H-6-A,323,U1345,C,11,11-6,H,6,A,0,150,98.5,100.0,silt [S54],,diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1345C-11H-7-A,323,U1345,C,11,11-7,H,7,A,0,89,100.0,100.89,silt [S54],,diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1345C-11H-CC-A,323,U1345,C,11,11-CC,H,CC,A,0,12,100.89,101.01,silt [S54],,diatom-rich,diatom-rich silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1345C-11H-CC-A,323,U1345,C,11,11-CC,H,CC,A,12,33,101.01,101.22,clay [S54] ,,diatom-rich,diatom-rich clay,20.0,soft,10Y 4/1,,,,,,,,,,,,
323-U1345C-11H-CC-A,323,U1345,C,11,11-CC,H,CC,A,12,33,101.01,101.22,diatom clay,Leg 323,,diatom clay,80.0,soft,4/N,,,,,,,,,,,,
323-U1345C-12H-1-A,323,U1345,C,12,12-1,H,1,A,0,32,101.0,101.32,sandy silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing sandy silt,,soft,5GY 4/1,,,,,,,,,,,,
323-U1345C-12H-1-A,323,U1345,C,12,12-1,H,1,A,32,45,101.32,101.45,diatom ooze,Leg 323,,diatom ooze,20.0,soft,5Y 3/1,,,,,,,,,,,,
323-U1345C-12H-1-A,323,U1345,C,12,12-1,H,1,A,32,45,101.32,101.45,silty sand [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty sand,20.0,soft,10Y 3/1,,,,,,,,,,,,
323-U1345C-12H-1-A,323,U1345,C,12,12-1,H,1,A,32,45,101.32,101.45,silty sand [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty sand,60.0,soft,5GY 4/1,,,,,,,,,,,,
323-U1345C-12H-1-A,323,U1345,C,12,12-1,H,1,A,45,100,101.45,102.0,silty sand [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty sand,,soft,5GY 4/1,,,,,,,,,,,,
323-U1345C-12H-2-A,323,U1345,C,12,12-2,H,2,A,0,45,102.0,102.45,silty sand [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty sand,,soft,5GY 4/1,,,,,,,,,,,,
323-U1345C-12H-2-A,323,U1345,C,12,12-2,H,2,A,45,70,102.45,102.7,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,
323-U1345C-12H-2-A,323,U1345,C,12,12-2,H,2,A,70,110,102.7,103.1,silty sand [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty sand,,soft,5GY 4/1,,,,,,,,,,,,
323-U1345C-12H-2-A,323,U1345,C,12,12-2,H,2,A,110,150,103.1,103.5,diatom ooze,Leg 323,,diatom ooze,40.0,soft,10Y 4/1,,,,,,,,,,,,
323-U1345C-12H-2-A,323,U1345,C,12,12-2,H,2,A,110,150,103.1,103.5,sandy silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing sandy silt,60.0,soft,4/N,,,,,,,,,,,,
323-U1345C-12H-3-A,323,U1345,C,12,12-3,H,3,A,0,37,103.5,103.87,diatom ooze,Leg 323,,diatom ooze,40.0,soft,10Y 4/1,,,,,,,,,,,,
323-U1345C-12H-3-A,323,U1345,C,12,12-3,H,3,A,0,37,103.5,103.87,sandy silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing sandy silt,60.0,soft,4/N,,,,,,,,,,,,
323-U1345C-12H-3-A,323,U1345,C,12,12-3,H,3,A,37,146,103.87,104.96,sandy silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing sandy silt,,soft,4/N,,,,,,,,,,,,
323-U1345C-12H-4-A,323,U1345,C,12,12-4,H,4,A,0,145,104.96,106.41,sandy silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing sandy silt,,soft,4/N,,,,,,,,,,,,
323-U1345C-12H-5-A,323,U1345,C,12,12-5,H,5,A,0,148,106.41,107.89,sandy silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing sandy silt,,soft,4/N,,,,,,,,,,,,
323-U1345C-12H-6-A,323,U1345,C,12,12-6,H,6,A,0,150,107.89,109.39,sandy silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing sandy silt,,soft,4/N,,,,,,,,,,,,
323-U1345C-12H-7-A,323,U1345,C,12,12-7,H,7,A,0,51,109.39,109.9,sandy silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing sandy silt,,soft,4/N,,,,,,,,,,,,
323-U1345C-12H-7-A,323,U1345,C,12,12-7,H,7,A,51,83,109.9,110.22,diatom ooze,Leg 323,,diatom ooze,70.0,soft,10Y 4/1,,,,,,,,,,,,
323-U1345C-12H-7-A,323,U1345,C,12,12-7,H,7,A,51,83,109.9,110.22,sandy silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing sandy silt,30.0,soft,4/N,,,,,,,,,,,,
323-U1345C-12H-7-A,323,U1345,C,12,12-7,H,7,A,83,134,110.22,110.73,silt [S54],,diatom-bearing,diatom-bearing silt,,soft,4/N,,,,,,,,,,,,
323-U1345C-12H-CC-A,323,U1345,C,12,12-CC,H,CC,A,0,25,110.73,110.98,silt [S54],,diatom-bearing,diatom-bearing silt,,soft,4/N,,,,,,,,,,,,
323-U1345C-13H-1-A,323,U1345,C,13,13-1,H,1,A,0,75,110.5,111.25,silt [S54],,diatom-bearing,diatom-bearing silt,,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-13H-1-A,323,U1345,C,13,13-1,H,1,A,75,134,111.25,111.84,sandy silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing sandy silt,,stiff,5GY 3/1,,,,,coarser compare to lithology from Sec. 2. 100cm to Sec. 3. 43cm,,,,,,,
323-U1345C-13H-2-A,323,U1345,C,13,13-2,H,2,A,0,100,111.84,112.84,sandy silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing sandy silt,,stiff,5GY 3/1,,,,,coarser compare to lithology from Sec. 2. 100cm to Sec. 3. 43cm,,,,,,,
323-U1345C-13H-2-A,323,U1345,C,13,13-2,H,2,A,100,150,112.84,113.34,silt [S54],,diatom-bearing,diatom-bearing silt,,stiff,5GY 4/1,,,,,,,,,,,,
323-U1345C-13H-3-A,323,U1345,C,13,13-3,H,3,A,0,43,113.34,113.77,silt [S54],,diatom-bearing,diatom-bearing silt,,stiff,5GY 4/1,,,,,,,,,,,,
323-U1345C-13H-3-A,323,U1345,C,13,13-3,H,3,A,43,150,113.77,114.84,silt [S54],,diatom-bearing,diatom-bearing silt,40.0,stiff,5GY 4/1,,,,,,,,,,,,
323-U1345C-13H-3-A,323,U1345,C,13,13-3,H,3,A,43,150,113.77,114.84,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,10.0,stiff,5Y 7/3,,,,,,,,,,,,
323-U1345C-13H-3-A,323,U1345,C,13,13-3,H,3,A,43,150,113.77,114.84,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,25.0,stiff,5Y 4/2,,,,,,,,,,,,
323-U1345C-13H-3-A,323,U1345,C,13,13-3,H,3,A,43,150,113.77,114.84,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,25.0,stiff,5Y 6/4,,,,,,,,,,,,
323-U1345C-13H-4-A,323,U1345,C,13,13-4,H,4,A,0,148,114.84,116.32,silt [S54],,diatom-bearing,diatom-bearing silt,40.0,stiff,5GY 4/1,,,,,,,,,,,,
323-U1345C-13H-4-A,323,U1345,C,13,13-4,H,4,A,0,148,114.84,116.32,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,10.0,stiff,5Y 7/3,,,,,,,,,,,,
323-U1345C-13H-4-A,323,U1345,C,13,13-4,H,4,A,0,148,114.84,116.32,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,25.0,stiff,5Y 4/2,,,,,,,,,,,,
323-U1345C-13H-4-A,323,U1345,C,13,13-4,H,4,A,0,148,114.84,116.32,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,25.0,stiff,5Y 6/4,,,,,,,,,,,,
323-U1345C-13H-5-A,323,U1345,C,13,13-5,H,5,A,0,106,116.32,117.38,silt [S54],,diatom-bearing,diatom-bearing silt,40.0,stiff,5GY 4/1,,,,,,,,,,,,
323-U1345C-13H-5-A,323,U1345,C,13,13-5,H,5,A,0,106,116.32,117.38,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,10.0,stiff,5Y 7/3,,,,,,,,,,,,
323-U1345C-13H-5-A,323,U1345,C,13,13-5,H,5,A,0,106,116.32,117.38,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,25.0,stiff,5Y 4/2,,,,,,,,,,,,
323-U1345C-13H-5-A,323,U1345,C,13,13-5,H,5,A,0,106,116.32,117.38,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,25.0,stiff,5Y 6/4,,,,,,,,,,,,
323-U1345C-13H-5-A,323,U1345,C,13,13-5,H,5,A,106,134,117.38,117.66,silt [S54],,diatom-bearing,diatom-bearing silt,,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-13H-6-A,323,U1345,C,13,13-6,H,6,A,0,44,117.66,118.1,silt [S54],,diatom-bearing,diatom-bearing silt,,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-13H-6-A,323,U1345,C,13,13-6,H,6,A,44,51,118.1,118.17,silt [S54],,authigenic carbonate diatom-rich,authigenic carbonate diatom-rich silt,,stiff,10Y 5/1,,,,,authigenic carbonate,,,,,,,
323-U1345C-13H-6-A,323,U1345,C,13,13-6,H,6,A,51,111,118.17,118.77,silt [S54],,diatom-bearing,diatom-bearing silt,,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-13H-CC-A,323,U1345,C,13,13-CC,H,CC,A,0,28,118.77,119.05,silt [S54],,diatom-bearing,diatom-bearing silt,,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-14H-1-A,323,U1345,C,14,14-1,H,1,A,0,77,120.0,120.77,silt [S54],,diatom-bearing,diatom-bearing silt,,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-14H-2-A,323,U1345,C,14,14-2,H,2,A,0,146,120.77,122.23,silt [S54],,diatom-bearing,diatom-bearing silt,,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-14H-3-A,323,U1345,C,14,14-3,H,3,A,0,130,122.23,123.53,silt [S54],,diatom-bearing,diatom-bearing silt,,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-14H-3-A,323,U1345,C,14,14-3,H,3,A,130,147,123.53,123.7,silt [S54],Leg 323,,silt,,stiff,5GY 3/1,,,,,sandy,,,,,,,
323-U1345C-14H-4-A,323,U1345,C,14,14-4,H,4,A,0,70,123.7,124.4,silt [S54],Leg 323,,silt,,stiff,5GY 3/1,,,,,sandy,,,,,,,
323-U1345C-14H-4-A,323,U1345,C,14,14-4,H,4,A,70,125,124.4,124.95,silt [S54],,diatom-bearing,diatom-bearing silt,,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-14H-4-A,323,U1345,C,14,14-4,H,4,A,125,150,124.95,125.2,silt [S54],Leg 323,,silt,,stiff,5GY 3/1,,,,,sandy,,,,,,,
323-U1345C-14H-5-A,323,U1345,C,14,14-5,H,5,A,0,22,125.2,125.42,silt [S54],Leg 323,,silt,,stiff,5GY 3/1,,,,,sandy,,,,,,,
323-U1345C-14H-5-A,323,U1345,C,14,14-5,H,5,A,22,48,125.42,125.68,clay [S54] ,,diatom-rich,diatom-rich clay,,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-14H-5-A,323,U1345,C,14,14-5,H,5,A,48,106,125.68,126.26,clay [S54] ,,diatom-rich,diatom-rich clay,10.0,stiff,5Y 3/2,,,,,,,,,,,,
323-U1345C-14H-5-A,323,U1345,C,14,14-5,H,5,A,48,106,125.68,126.26,silt [S54],,diatom-bearing,diatom-bearing silt,20.0,stiff,10Y 3/1,,,,,,,,,,,,
323-U1345C-14H-5-A,323,U1345,C,14,14-5,H,5,A,48,106,125.68,126.26,silt [S54],,diatom-bearing,diatom-bearing silt,70.0,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-14H-5-A,323,U1345,C,14,14-5,H,5,A,106,150,126.26,126.7,silt [S54],,diatom-bearing,diatom-bearing silt,,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-14H-6-A,323,U1345,C,14,14-6,H,6,A,0,150,126.7,128.2,silt [S54],,diatom-bearing,diatom-bearing silt,,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-14H-7-A,323,U1345,C,14,14-7,H,7,A,0,6,128.2,128.26,silt [S54],,diatom-bearing,diatom-bearing silt,,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-14H-7-A,323,U1345,C,14,14-7,H,7,A,6,28,128.26,128.48,clay [S54] ,,diatom-rich,diatom-rich clay,20.0,stiff,5Y 3/2,,,,,,,,,,,,
323-U1345C-14H-7-A,323,U1345,C,14,14-7,H,7,A,6,28,128.26,128.48,silt [S54],,diatom-bearing,diatom-bearing silt,80.0,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-14H-7-A,323,U1345,C,14,14-7,H,7,A,28,132,128.48,129.52,silt [S54],,diatom-bearing,diatom-bearing silt,,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-14H-CC-A,323,U1345,C,14,14-CC,H,CC,A,0,24,129.52,129.76,silt [S54],,diatom-bearing,diatom-bearing silt,,stiff,10Y 4/1,,,,,,,,,,,,
323-U1345C-15H-1-A,323,U1345,C,15,15-1,H,1,A,0,65,129.5,130.15,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,stiff,4/N,,,,,,,,,,,,
323-U1345C-15H-2-A,323,U1345,C,15,15-2,H,2,A,0,123,130.15,131.38,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,stiff,4/N,,,,,,,,,,,,
323-U1345C-15H-2-A,323,U1345,C,15,15-2,H,2,A,123,125,131.38,131.4,clayey silt [S54],"Shepard, 1954",authigenic-carbonate-rich,authigenic-carbonate-rich clayey silt,,stiff,10Y 5/1,,,,,authigenic carbonate,,,,,,,
323-U1345C-15H-2-A,323,U1345,C,15,15-2,H,2,A,125,150,131.4,131.65,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,stiff,4/N,,,,,,,,,,,,
