Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
356-U1464B-11H-4-A,0,150,92.2,93.7,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,foraminifera (small benthic),,,,,,,,"Unlithified, homogeneous packstone with fine sand size grains. It contains dark gray fine sand size grains, possibly glauconite.",,,,356,U1464,B,11,H,4,A
356-U1464B-11H-5-A,0,150,93.7,95.2,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,foraminifera (small benthic),,,,slight [B06],2,,,"Unlithified, homogeneous packstone with fine sand size grains. It contains dark gray fine sand size grains, possibly glauconite. Fossil shell fragments occur.",,,,356,U1464,B,11,H,5,A
356-U1464B-11H-6-A,0,132,95.2,96.52,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,foraminifera (small benthic),,,,slight [B06],2,,,"Unlithified, homogeneous packstone with fine sand size grains. It contains dark gray fine sand size grains, possibly glauconite. Fossil shell fragments occur.",,,,356,U1464,B,11,H,6,A
356-U1464B-11H-7-A,0,65,96.52,97.17,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,foraminifera (small benthic),,,,slight [B06],2,,,"Unlithified, homogeneous packstone with fine sand size grains. It contains dark gray fine sand size grains, possibly glauconite. Fossil shell fragments occur.",,,,356,U1464,B,11,H,7,A
356-U1464B-11H-CC-A,0,20,97.17,97.37,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,,,,,,,,,"Unlithified, homogeneous packstone with fine sand size grains. It contains dark gray fine sand size grains, possibly glauconite. Fossil shell fragments occur.",,,,356,U1464,B,11,H,CC,A
356-U1464B-11H-CC-A,20,25,97.37,97.42,,,,,,,,,,,,,,,,,PAL,,,,356,U1464,B,11,H,CC,A
356-U1464B-12H-1-A,0,150,97.2,98.7,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,foraminifera (small benthic),,,,moderate [B06],3,,,"Unlithified, homogeneous packstone with fine sand size grains. At the lower part of the section, a long burrow (30 cm length) occur.",,,,356,U1464,B,12,H,1,A
356-U1464B-12H-2-A,0,150,98.7,100.2,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,foraminifera (small benthic),,,,moderate [B06],3,,,"Unlithified, homogeneous greenish gray packstone with fine sand size grains. Moderate bioturbation.",,,,356,U1464,B,12,H,2,A
356-U1464B-12H-3-A,0,143,100.2,101.63,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,foraminifera (small benthic),,,,slight [B06],2,,,"Unlithified, homogeneous greenish gray packstone with very fine to fine sand size grains. It contains small benthic foraminifers. Wackestone patches are intercalated with packstone.",,,,356,U1464,B,12,H,3,A
356-U1464B-12H-4-A,0,150,101.7,103.2,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,foraminifera (small benthic),,,,slight [B06],2,,,"Unlithified, homogeneous greenish gray packstone with fine sand size grains. Slight bioturbation.",,,,356,U1464,B,12,H,4,A
356-U1464B-12H-5-A,0,150,103.2,104.7,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,foraminifera (small benthic),,,,slight [B06],2,,,"Unlithified, homogeneous greenish gray packstone with fine sand size grains. Slight bioturbation.",,,,356,U1464,B,12,H,5,A
356-U1464B-12H-6-A,0,150,104.7,106.2,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,foraminifera (small benthic),,,,slight [B06],2,,,"Unlithified, homogeneous greenish gray packstone with fine sand size grains. Slight bioturbation.",,,,356,U1464,B,12,H,6,A
356-U1464B-12H-7-A,0,55,106.2,106.75,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,foraminifera (small benthic),,,,slight [B06],2,,,"Unlithified, homogeneous greenish gray packstone with fine sand size grains. Slight bioturbation.",,,,356,U1464,B,12,H,7,A
356-U1464B-12H-CC-A,0,12,106.75,106.87,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,,,,,,,,,"Unlithified, homogeneous greenish gray packstone with fine sand size grains. Slight bioturbation.",,,,356,U1464,B,12,H,CC,A
356-U1464B-12H-CC-A,12,17,106.87,106.92,,,,,,,,,,,,,,,,,PAL,,,,356,U1464,B,12,H,CC,A
356-U1464B-13H-1-A,0,150,106.7,108.2,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,,,pyrite (disseminated),,slight [B06],2,,,"Unlithified, homogeneous packestone with silt to fine sand size grains. It contains disseminated pyrite patches.",,,,356,U1464,B,13,H,1,A
356-U1464B-13H-2-A,0,150,108.2,109.7,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,,,pyrite (disseminated),,slight [B06],2,,,"Unlithified, homogeneous packestone with silt to fine sand size grains. It contains disseminated pyrite patches.",,,,356,U1464,B,13,H,2,A
356-U1464B-13H-3-A,0,150,109.7,111.2,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,,,pyrite (disseminated),,slight [B06],2,,,"Unlithified, homogeneous packestone with silt to fine sand size grains. It contains disseminated pyrite patches.",,,,356,U1464,B,13,H,3,A
356-U1464B-13H-4-A,0,86,111.2,112.06,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,,,pyrite (disseminated),,slight [B06],2,gradational,sub-horizontal,"Unlithified, homogeneous packestone with silt to fine sand size grains. It contains disseminated pyrite patches.",,,,356,U1464,B,13,H,4,A
356-U1464B-13H-4-A,86,150,112.06,112.7,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,pyrite (disseminated),,slight [B06],2,,,"Unlithified, homogeneous wackestone with fine sand size grains. Disseminated pyrite patches occur. Sparse unidentified bioclasts.",,,,356,U1464,B,13,H,4,A
356-U1464B-13H-5-A,0,150,112.7,114.2,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,pyrite (disseminated),,slight [B06],2,,,"Unlithified, homogeneous wackestone with fine sand size grains. Disseminated pyrite patches occur. Sparse unidentified bioclasts.",,,,356,U1464,B,13,H,5,A
356-U1464B-13H-6-A,0,150,114.2,115.7,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,pyrite (disseminated),,slight [B06],2,,,"Unlithified, homogeneous wackestone with fine sand size grains. Disseminated pyrite patches occur.",,,,356,U1464,B,13,H,6,A
356-U1464B-13H-7-A,0,70,115.7,116.4,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,pyrite (disseminated),,slight [B06],2,,,"Unlithified, homogeneous wackestone with fine sand size grains. Disseminated pyrite patches occur.",,,,356,U1464,B,13,H,7,A
356-U1464B-13H-CC-A,0,23,116.4,116.63,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,pyrite (disseminated),,slight [B06],2,,,"Unlithified, homogeneous wackestone with fine sand size grains. Disseminated pyrite patches occur.",,,,356,U1464,B,13,H,CC,A
356-U1464B-13H-CC-A,23,28,116.63,116.68,,,,,,,,,,,,,,,,,PAL,,,,356,U1464,B,13,H,CC,A
356-U1464B-14H-1-A,0,150,116.2,117.7,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,slight [B06],2,,,"Unlithified, homogeneous wackestone with fine sand size grains.",,,,356,U1464,B,14,H,1,A
356-U1464B-14H-2-A,0,148,117.7,119.18,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,,,,,"Unlithified, homogeneous wackestone with fine sand size grains.",,,,356,U1464,B,14,H,2,A
356-U1464B-14H-2-A,148,150,119.18,119.2,,,,,,,,,,,,,,,,,VOID,,,,356,U1464,B,14,H,2,A
356-U1464B-14H-3-A,0,23,119.2,119.43,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,,,,,"Unlithified, homogeneous wackestone with fine sand size grains.",,,,356,U1464,B,14,H,3,A
356-U1464B-14H-3-A,23,93,119.43,120.13,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,greenish gray,,,,,,,,,"Unlithified, homogeneous packestone with silt to fine sand size grains. Unidentified bioclasts occur.",,,,356,U1464,B,14,H,3,A
356-U1464B-14H-3-A,93,143,120.13,120.63,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,,,,,"Unlithified, homogeneous wackestone with fine sand size grains.",,,,356,U1464,B,14,H,3,A
356-U1464B-14H-3-A,143,150,120.63,120.7,,,,,,,,,,,,,,,,,VOID,,,,356,U1464,B,14,H,3,A
356-U1464B-14H-4-A,0,71,120.7,121.41,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,pyrite (disseminated),,,,,,"Unlithified, homogeneous wackestone with fine sand size grains. It contains disseminated pyrite patches.",,,,356,U1464,B,14,H,4,A
356-U1464B-14H-4-A,71,79,121.41,121.49,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,concretion [BJ80],,,,,,The bed contains celestite nodule (D=3 cm).,,,,356,U1464,B,14,H,4,A
356-U1464B-14H-4-A,79,148,121.49,122.18,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,,,,,"Unlithified, homogeneous wackestone with fine sand size grains.",,,,356,U1464,B,14,H,4,A
356-U1464B-14H-4-A,148,150,122.18,122.2,,,,,,,,,,,,,,,,,VOID,,,,356,U1464,B,14,H,4,A
356-U1464B-14H-5-A,0,150,122.2,123.7,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,slight [B06],2,,,"Unlithified, homogeneous wackestone with fine sand size grains. It contains disseminated pyrite patches.",,,,356,U1464,B,14,H,5,A
356-U1464B-14H-6-A,0,150,123.7,125.2,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,pyrite (disseminated),,slight [B06],2,,,"Unlithified, greenish gray wackestone with disseminated pyrite patches. It contains partially lithified parts.",,,,356,U1464,B,14,H,6,A
356-U1464B-14H-7-A,0,91,125.2,126.11,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,pyrite (disseminated),,slight [B06],2,,,"Unlithified, homogeneous wackestone with fine sand size grains. It contains disseminated pyrite patches.",,,,356,U1464,B,14,H,7,A
356-U1464B-14H-CC-A,0,14,126.11,126.25,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,,,,,,,"Unlithified, homogeneous wackestone with fine sand size grains.",,,,356,U1464,B,14,H,CC,A
356-U1464B-14H-CC-A,14,19,126.25,126.3,,,,,,,,,,,,,,,,,PAL,,,,356,U1464,B,14,H,CC,A
356-U1464B-15H-1-A,0,150,125.7,127.2,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,bivalve,,concretion [BJ80],,slight [B06],2,,,"Unlithified, homogeneous greenish gray wackestone with fine sand size grains. It contains bivalve fragments and small benthic foraminifers. Disseminated pyrite patches occur.",,,,356,U1464,B,15,H,1,A
356-U1464B-15H-1-A,0,150,125.7,127.2,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1464,B,15,H,1,A
356-U1464B-15H-2-A,0,11,127.2,127.31,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,mold of fossil,,,,,,,,"Unlithified, homogeneous wackestone with very fine sand size grains. Bivalve mold occurs.",,,,356,U1464,B,15,H,2,A
356-U1464B-15H-2-A,11,20,127.31,127.4,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark gray,foraminifera (small benthic),,concretion [BJ80],,,,,,Strongly lithified concretion bed.,,,,356,U1464,B,15,H,2,A
356-U1464B-15H-2-A,11,20,127.31,127.4,,,,,,,,,,,pyrite (disseminated),,,,,,,,,,356,U1464,B,15,H,2,A
356-U1464B-15H-2-A,20,150,127.4,128.7,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,pyrite (disseminated),,,,,,"Unlithified, light greenish gray wackestone with vfs size grains. It contains disseminated pyrite patches.",,,,356,U1464,B,15,H,2,A
356-U1464B-15H-3-A,0,145,128.7,130.15,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,pyrite (disseminated),,,,,,"Unlithified, light greenish gray wackestone with vfs size grains. It contains disseminated pyrite patches.",,,,356,U1464,B,15,H,3,A
356-U1464B-15H-3-A,145,150,130.15,130.2,,,,,,,,,,,,,,,,,IW,,,,356,U1464,B,15,H,3,A
356-U1464B-15H-4-A,0,150,130.2,131.7,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,pyrite (disseminated),,,,,,"Unlithified, light greenish gray wackestone with vfs size grains. It contains disseminated pyrite patches and concretions.",,,,356,U1464,B,15,H,4,A
356-U1464B-15H-4-A,0,150,130.2,131.7,,,,,,,,,,,concretion [BJ80],,,,,,,,,,356,U1464,B,15,H,4,A
356-U1464B-15H-5-A,0,150,131.7,133.2,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,pyrite (disseminated),,,,,,"Unlithified, light greenish gray wackestone with vfs size grains. It contains disseminated pyrite patches.",,,,356,U1464,B,15,H,5,A
356-U1464B-15H-6-A,0,101,133.2,134.21,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,pyrite (disseminated),,,,,,"Unlithified, light greenish gray wackestone with vfs size grains. It contains disseminated pyrite patches frequently.",,,,356,U1464,B,15,H,6,A
356-U1464B-15H-7-A,0,58,134.21,134.79,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,pyrite (disseminated),,,,,,"Unlithified, light greenish gray wackestone with vfs size grains. It contains disseminated pyrite patches, unidentified bioclasts.",,,,356,U1464,B,15,H,7,A
356-U1464B-15H-CC-A,0,20,134.79,134.99,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray wackestone with vfs size grains.",,,,356,U1464,B,15,H,CC,A
356-U1464B-16H-1-A,0,150,135.2,136.7,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,greenish gray,,,pyrite (disseminated),,moderate [B06],3,,,"Unlithified, greenish gray homogenous wackestone with both fine sand and coarse sand size grains. There is color variability (olivegray, light olive gray, dark greenish gray) and patchiness at a scale larger than any burrow previously observed. This interval continues into the upper 10 cm of Section 2. Pyrite is disseminated in the matrix but it is also concentrated in a few burrows. Pyrite nodules (few mm long) also present. Occasional small benthic forams and shell fragments",,,,356,U1464,B,16,H,1,A
356-U1464B-16H-1-A,0,150,135.2,136.7,,,,,,,,,,,pyrite nodule,,,,,,,,,,356,U1464,B,16,H,1,A
356-U1464B-16H-2-A,0,150,136.7,138.2,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,pyrite (disseminated),,moderate [B06],3,sharp,sub-horizontal,"Unlithified wackestone with fine sand size grains. Contact and color change at 10 cm and at 125 cm. Above 10 cm it is light olive gray and homogeneous, Coarser sand and a 2 cm long pyritized bivalve occur at the contact. From 10-125 cm there is patchiness and color variability (olive gray, light olive gray, greenish gray). From 10-125 cm there is sparse disseminated pyrite, benthic forams and a sea urchin spine. Below 125 cm it is greenish gray and homogeneous",,,,356,U1464,B,16,H,2,A
356-U1464B-16H-2-A,0,150,136.7,138.2,,,,,,,,,,,pyrite nodule,,,,,,,,,,356,U1464,B,16,H,2,A
356-U1464B-16H-3-A,0,150,138.2,139.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,greenish gray,,,pyrite (disseminated),,moderate [B06],3,,,"Unlithified, greenish gray mudstone with disseminated pyrite mainly in burrows. Moderate bioturbation. A 2 cm long carbonate concretion. Sparse benthic foraminfers and bivalve fragments",,,,356,U1464,B,16,H,3,A
356-U1464B-16H-3-A,0,150,138.2,139.7,,,,,,,,,,,concretion [BJ80],,,,,,,,,,356,U1464,B,16,H,3,A
356-U1464B-16H-4-A,0,150,139.7,141.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,greenish gray,,,concretion [BJ80],,moderate [B06],3,,,"Unlithified, greenish gray, mudstone. Common celestite concretions up to 2 cm long. Occasional forams and bivalve fragments",,,,356,U1464,B,16,H,4,A
356-U1464B-16H-5-A,0,87,141.2,142.07,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,greenish gray,,,concretion [BJ80],,common [B06],4,,,"Unlithifie, greenish gray mudstone with common bioturbation and 2 cm long concretion likely celestite. Occasional bivalve fragments",,,,356,U1464,B,16,H,5,A
356-U1464B-16H-5-A,87,96,142.07,142.16,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,sharp,sub-vertical,"Unlithified, light olive gray mudstone with sand size grains and a sharp basal contact. A sea urchin spine",,,,356,U1464,B,16,H,5,A
356-U1464B-16H-5-A,96,150,142.16,142.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,common [B06],4,,,"Unlithified, olive gray wackestone with common bioturbation. Occasional foram",,,,356,U1464,B,16,H,5,A
356-U1464B-16H-6-A,0,150,142.7,144.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,greenish gray,,,,,common [B06],4,,,"Unlithified, greenish gray mudstone. Bioturbation varies through this Section fro 0-49 cm it is commonly bioturbated. From 49 to 120 is slightly bioturbated. From 120 to 150 it is moderately bioturbated. In burrows forams and some pyrite",,,,356,U1464,B,16,H,6,A
356-U1464B-16H-7-A,0,64,144.2,144.84,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,common [B06],4,,,"Unlithified, light olive gray mudstone with common bioturbation",,,,356,U1464,B,16,H,7,A
356-U1464B-16H-CC-A,0,16,144.84,145.0,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,common [B06],4,,,"Unlithified, light olive gray mudstone with common bioturbation",,,,356,U1464,B,16,H,CC,A
356-U1464B-16H-CC-A,16,21,145.0,145.05,,,,,,,,,,,,,,,,,none,,,,356,U1464,B,16,H,CC,A
356-U1464B-17H-1-A,0,150,144.7,146.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,common [B06],4,,,"Unlithfied, light olive gray mudstone with fine sand size grains from 25 through 70 cm. Bioturbation is common in this Section and moderate above and below. A pyritized foram",,,,356,U1464,B,17,H,1,A
356-U1464B-17H-2-A,0,150,146.2,147.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,concretion [BJ80],,common [B06],4,,,"Unlithified, light olive gray mudstone with common bioturbation. A 3 cm long celestite concretion near the base. There are several concretions 1 cm and are larger and more abundant with depth in the core. A sea urchin spine",,,,356,U1464,B,17,H,2,A
356-U1464B-17H-3-A,0,146,147.7,149.16,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,pyrite nodule,,common [B06],4,,,"Unlithified light greenish gray mudstone with common fine sand. The sand is concentrated in lenses and in burrows. The burrows contain pyrite, forams. Several pyrite nodules are scattered throughout. Celestite nodules are also present in this Section. Common bioturbation",,,,356,U1464,B,17,H,3,A
356-U1464B-17H-4-A,0,150,149.16,150.66,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,pyrite (disseminated),,common [B06],4,,,"Unlithified, light greenish gray mudstone with common bioturbation. Disseminated pyrite. Color slightly darker near the base. Occasional small benthic forams",,,,356,U1464,B,17,H,4,A
356-U1464B-17H-5-A,0,150,150.66,152.16,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,concretion [BJ80],,common [B06],4,,,"Unlithified, light greenish gray mudstone with common bioturbation. Common 1-2 cm long celestite concretions",,,,356,U1464,B,17,H,5,A
356-U1464B-17H-6-A,0,150,152.16,153.66,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,pyrite (disseminated),,common [B06],4,,,"Unlithified, light greenish gray mudstone with common bioturbation and sparse disseminated pyrite and nodules (<.5 mm long)",,,,356,U1464,B,17,H,6,A
356-U1464B-17H-7-A,0,66,153.66,154.32,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,pyrite (disseminated),,common [B06],4,,,"Unlithified, light greenish gray mudstone with common bioturbation and sparse disseminated pyrite mainly in a few burrows. One shell fragment",,,,356,U1464,B,17,H,7,A
356-U1464B-17H-CC-A,0,17,154.32,154.49,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,pyrite (disseminated),,common [B06],4,,,"Unlithified, light greenish gray mudstone with common bioturbation and sparse disseminated pyrite mainly in burrows. One sand size shell fragment",,,,356,U1464,B,17,H,CC,A
356-U1464B-17H-CC-A,17,22,154.49,154.54,,,,,,,,,,,,,,,,,to pal,,,,356,U1464,B,17,H,CC,A
356-U1464B-18H-1-A,0,150,154.2,155.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,pyrite (disseminated),,common [B06],4,,,"Unlitified, light greenish gray mudstone with common bioturbation and disseminated pyrite mainly in burrows. Sparse small benthic foraminifers and shell fragments. One urchin spine",,,,356,U1464,B,18,H,1,A
356-U1464B-18H-2-A,0,150,155.7,157.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,pyrite (disseminated),,common [B06],4,,,"Unlithified, light greenish gray mudstone with common bioturbation and sparse disseminated pyrite mainly in burrows. Pyritized shell are <.5 cm). Also present are celestite concretion 3 cm long. Sparse small benthic forams and one urchin spine",,,,356,U1464,B,18,H,2,A
356-U1464B-18H-2-A,0,150,155.7,157.2,,,,,,,,,,,concretion [BJ80],,,,,,,,,,356,U1464,B,18,H,2,A
356-U1464B-18H-2-A,0,150,155.7,157.2,,,,,,,,,,,pyrite nodule,,,,,,,,,,356,U1464,B,18,H,2,A
356-U1464B-18H-3-A,0,145,157.2,158.65,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,concretion [BJ80],,common [B06],4,,,"Unlithified, light greenish gray mudstone with common bioturbation, sparse disseminated pyrite mainly in burrows and celestite concreations (1-2 cm long). Occational foram and shell fragment",,,,356,U1464,B,18,H,3,A
356-U1464B-18H-4-A,0,150,158.7,160.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,pyrite (disseminated),,common [B06],4,,,"Unlithified, light greenish gray mudstone with common bioturbation, sparse disseminated pyrite mainly in burrows. Occasional foram and shell fragment including a gastropod",,,,356,U1464,B,18,H,4,A
356-U1464B-18H-5-A,0,45,160.2,160.65,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,pyrite (disseminated),,common [B06],4,sharp,sub-horizontal,"Unlithified, light greenish gray mudstone with coarse sand size grains concentrated in burrow and lenses. A pyritized bivalve",,,,356,U1464,B,18,H,5,A
356-U1464B-18H-5-A,45,150,160.65,161.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,greenish gray,,,pyrite (disseminated),,slight [B06],2,,,"Unlithified, greenish gray mudstone with sparse disseminated pyrite in burrows and an occasional foram",,,,356,U1464,B,18,H,5,A
356-U1464B-18H-6-A,0,125,161.7,162.95,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with intervals with sand size grains and moderate burrowing. Sparse benthic forams and shell fragments. Two urchin spines.",,,,356,U1464,B,18,H,6,A
356-U1464B-19H-1-A,0,150,163.7,165.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,concretion [BJ80],,slight [B06],2,,,"Unlithified, light greenish gray mudstone with slight bioturbation and sparse disseminated pyrite mainly in burrows. Two celestite concretions up to 2 cm long. Occasional benthic forams and sand size shell fragments",,,,356,U1464,B,19,H,1,A
356-U1464B-19H-1-A,0,150,163.7,165.2,,,,,,,,,,,pyrite (disseminated),,,,,,,,,,356,U1464,B,19,H,1,A
356-U1464B-19H-2-A,0,150,165.2,166.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,concretion [BJ80],,slight [B06],2,,,"Unlithified, light geeenish gray homogeneous mudstone with slight bioturbation and sparse disseminated pyrite mainly in burrows. A >3cm long celestite concretion formed from possibly a shell and several, ( 1 cm long) celestite nodules in a burrow 5 cm long",,,,356,U1464,B,19,H,2,A
356-U1464B-19H-3-A,0,150,166.7,168.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,slight [B06],2,,,"Unlithified, light greenish gray mudstone with slight bioturbation. Celestite crystals in burrow (a few mm lont). Pyrite mainly in burrows.",,,,356,U1464,B,19,H,3,A
356-U1464B-19H-4-A,0,112,168.2,169.32,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,pyrite (disseminated),,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with sparse disseminated pyrite mainly in burrows. A few concretions and nodules of celestite. Shell fragments and few benthic forams",,,,356,U1464,B,19,H,4,A
356-U1464B-19H-4-A,0,112,168.2,169.32,,,,,,,,,,,concretion [BJ80],,,,,,,,,,356,U1464,B,19,H,4,A
356-U1464B-19H-5-A,0,88,169.32,170.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with moderate bioturbation (large burrows). Disseminated pyrite mainly in burrows. Few benthic forams",,,,356,U1464,B,19,H,5,A
356-U1464B-19H-CC-A,0,3,170.2,170.23,,,,,,,,,,,,,,,,,all to pal,,,,356,U1464,B,19,H,CC,A
356-U1464B-20H-1-A,0,150,173.2,174.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,moderate [B06],3,,,"Unlithified, light greenish gray mudstone with moderate bioturbation and pyrite concentrated in burrows.",,,,356,U1464,B,20,H,1,A
356-U1464B-20H-2-A,0,150,174.7,176.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,moderate [B06],3,,,Unlithfied light greenish gray mudstone with moderate bioturbation. Disseminated pyrite mainly concentrated in burrows. Sparse shell fragments and pyritized forams in burrows,,,,356,U1464,B,20,H,2,A
