Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Extra Sample ID Data,Lithology Prefix,Minor Lithology Prefix,Lithology Suffix,Minor Lithology Suffix
340-U1399A-25H-5-A,340,U1399,A,25,25-5,H,5,A,0,114,188.88,190.02,slight to moderate [drilling disturbance],3,volcaniclastic-sandstone [BGS-S81],100,coarse sand [T07],7,,,,,100,massive volcanic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,10,0,60,0,0,0,20,0,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-25H-6-A,340,U1399,A,25,25-6,H,6,A,0,101,190.02,191.03,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,massive volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,30,0,50,0,0,5,10,0,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-25H-7-A,340,U1399,A,25,25-7,H,7,A,0,62,191.03,191.65,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,1,100,granule [T07],0,,0,,0,,0,,0,,0,,100,,,0,0,35,0,50,0,0,5,10,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-25H-CC-A,340,U1399,A,25,25-CC,H,CC,A,0,5,191.65,191.7,,,,,,,,,,,,PAL SAMPLE,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,,absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-25H-CC-A,340,U1399,A,25,25-CC,H,CC,A,5,13,191.7,191.78,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,10,0,70,0,0,0,0,10,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-26H-1-A,340,U1399,A,26,26-1,H,1,A,0,38,191.7,192.08,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-26H-1-A,340,U1399,A,26,26-1,H,1,A,38,63,192.08,192.33,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,20,0,10,0,65,0,0,0,0,5,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-26H-1-A,340,U1399,A,26,26-1,H,1,A,63,110,192.33,192.8,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-26H-1-A,340,U1399,A,26,26-1,H,1,A,110,152,192.8,193.22,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,35,0,25,0,0,0,0,30,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-26H-2-A,340,U1399,A,26,26-2,H,2,A,0,45,193.22,193.67,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,35,0,25,0,0,0,0,30,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-26H-2-A,340,U1399,A,26,26-2,H,2,A,45,51,193.67,193.73,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-26H-2-A,340,U1399,A,26,26-2,H,2,A,51,52,193.73,193.74,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,5,0,80,0,0,0,0,10,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-26H-2-A,340,U1399,A,26,26-2,H,2,A,52,111,193.74,194.33,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-26H-2-A,340,U1399,A,26,26-2,H,2,A,111,111.5,194.33,194.335,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,95,0,0,0,0,5,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-26H-2-A,340,U1399,A,26,26-2,H,2,A,111.5,152,194.335,194.74,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-26H-3-A,340,U1399,A,26,26-3,H,3,A,0,95,194.74,195.69,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,20,20,60,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-26H-3-A,340,U1399,A,26,26-3,H,3,A,95,98,195.69,195.72,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,90,0,0,0,0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-26H-3-A,340,U1399,A,26,26-3,H,3,A,98,105,195.72,195.79,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,20,20,60,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-26H-3-A,340,U1399,A,26,26-3,H,3,A,105,128,195.79,196.02,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,90,0,0,0,0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-26H-3-A,340,U1399,A,26,26-3,H,3,A,128,135,196.02,196.09,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,20,20,60,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-26H-3-A,340,U1399,A,26,26-3,H,3,A,135,150,196.09,196.24,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,40,0,50,0,0,0,10,0,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-26H-4-A,340,U1399,A,26,26-4,H,4,A,0,17,196.24,196.41,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,2,98,granule [T07],0,,2,granule [T07],0,,0,,0,,0,,100,,rounded,0,0,40,0,50,0,0,0,0,10,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-26H-4-A,340,U1399,A,26,26-4,H,4,A,17,116,196.41,197.4,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,2,98,granule [T07],0,,2,granule [T07],0,,0,,0,,0,,100,,rounded,0,0,40,0,50,0,0,0,0,10,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-26H-5-A,340,U1399,A,26,26-5,H,5,A,0,28,197.4,197.68,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,10,0,75,0,0,5,5,0,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-26H-CC-A,340,U1399,A,26,26-CC,H,CC,A,0,3,197.68,197.71,,,,,,,,,,,,PAL SAMPLE,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
340-U1399A-26H-CC-A,340,U1399,A,26,26-CC,H,CC,A,3,6,197.71,197.74,minimal [drilling disturbance],1,volcaniclastic-gravel [BGS-S81],100,pebble [W22_2],9,,,,,100,pebbly lava clasts and pumice ,10,50,pebble [W22_2],0,,50,pebble [W22_2],0,,0,,0,,0,,100,,rounded,0,0,0,0,0,0,0,0,0,0,0,,,,no matrix,,,,,,,,,,,,,
340-U1399A-27H-1-A,340,U1399,A,27,27-1,H,1,A,0,51,197.7,198.21,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-1-A,340,U1399,A,27,27-1,H,1,A,51,56,198.21,198.26,destroyed [drilling disturbance],8,,,,,,,,,,"VOID, destroied part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-27H-1-A,340,U1399,A,27,27-1,H,1,A,56,63,198.26,198.33,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-1-A,340,U1399,A,27,27-1,H,1,A,63,64,198.33,198.34,slight [drilling disturbance],2,ash [F&S84],100,silt-fine mud [T07],2,,,,,100,Ashfall,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,91,0,0,2,2,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-1-A,340,U1399,A,27,27-1,H,1,A,64,65.5,198.34,198.355,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-1-A,340,U1399,A,27,27-1,H,1,A,65.5,66.5,198.355,198.365,slight [drilling disturbance],2,ash [F&S84],100,silt-fine mud [T07],2,,,,,100,Ashfall,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,91,0,0,2,2,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-1-A,340,U1399,A,27,27-1,H,1,A,66.5,69,198.365,198.39,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-1-A,340,U1399,A,27,27-1,H,1,A,69,70,198.39,198.4,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,Ashfall,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,2,0,94,0,0,2,2,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-1-A,340,U1399,A,27,27-1,H,1,A,70,86,198.4,198.56,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-1-A,340,U1399,A,27,27-1,H,1,A,86,87,198.56,198.57,slight [drilling disturbance],2,ash [F&S84],100,silt-fine mud [T07],2,,,,,100,Ashfall,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,93,0,0,2,5,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-1-A,340,U1399,A,27,27-1,H,1,A,87,89,198.57,198.59,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-1-A,340,U1399,A,27,27-1,H,1,A,89,90,198.59,198.6,slight [drilling disturbance],2,ash [F&S84],100,silt-fine mud [T07],2,,,,,100,Ashfall,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,93,0,0,2,5,0,100,well [BP01],absent [alteration],0,"pyrite, opaque, amphibole",,,,,,,,,,,,,
340-U1399A-27H-1-A,340,U1399,A,27,27-1,H,1,A,90,93,198.6,198.63,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-1-A,340,U1399,A,27,27-1,H,1,A,93,93.5,198.63,198.635,slight [drilling disturbance],2,ash [F&S84],100,silt-fine mud [T07],2,,,,,100,Ashfall,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,93,0,0,2,5,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-1-A,340,U1399,A,27,27-1,H,1,A,93.5,109,198.635,198.79,slight [drilling disturbance],2,carbonate ooze [Leg178],100,very fine mud [T07],1,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-1-A,340,U1399,A,27,27-1,H,1,A,109,110,198.79,198.8,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,Ashfall,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,5,0,95,0,0,0,100,well [BP01],absent [alteration],0,"Others: small pumice, glass shards",,,,,,,,,,,,,
340-U1399A-27H-1-A,340,U1399,A,27,27-1,H,1,A,110,150,198.8,199.2,slight [drilling disturbance],2,carbonate ooze [Leg178],100,very fine mud [T07],1,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-2-A,340,U1399,A,27,27-2,H,2,A,0,16,199.2,199.36,,,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,"silty, mottled hemipelagic sediment",0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,20,20,60,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-2-A,340,U1399,A,27,27-2,H,2,A,16,21,199.36,199.41,,,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcaniclastic sand possibly derived from volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,10,0,70,0,0,0,0,15,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-2-A,340,U1399,A,27,27-2,H,2,A,21,32,199.41,199.52,,,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,"silty, mottled hemipelagic sediment",0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,20,20,60,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-2-A,340,U1399,A,27,27-2,H,2,A,32,44,199.52,199.64,,,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcaniclastic sand possibly derived from volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,70,0,0,0,0,20,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-2-A,340,U1399,A,27,27-2,H,2,A,44,75,199.64,199.95,,,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,"silty, mottled hemipelagic sediment",0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,20,20,60,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-2-A,340,U1399,A,27,27-2,H,2,A,75,106,199.95,200.26,,,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcaniclastic sand possibly derived from volcaniclastic turbidite,10,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,100,,rounded,5,0,10,0,70,0,0,0,0,15,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-2-A,340,U1399,A,27,27-2,H,2,A,106,153,200.26,200.73,,,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcaniclastic sand possibly derived from volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,5,0,75,0,0,0,0,15,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-3-A,340,U1399,A,27,27-2,H,2,A,0,10,200.73,200.83,moderate [drilling disturbance],4,muddy sand [Leg183],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,75,0,0,0,0,15,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-3-A,340,U1399,A,27,27-3,H,3,A,10,19,200.83,200.92,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-3-A,340,U1399,A,27,27-3,H,3,A,19,59,200.92,201.32,slight [drilling disturbance],2,muddy sand [Leg183],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,75,0,0,0,0,15,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-3-A,340,U1399,A,27,27-3,H,3,A,59,108,201.32,201.81,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-3-A,340,U1399,A,27,27-3,H,3,A,108,151,201.81,202.24,slight [drilling disturbance],2,muddy sand [Leg183],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,75,0,0,0,0,15,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-4-A,340,U1399,A,27,27-4,H,4,A,0,90,202.24,203.14,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-4-A,340,U1399,A,27,27-4,H,4,A,90,90.5,203.14,203.145,minimal [drilling disturbance],1,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,95,0,0,0,0,5,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-4-A,340,U1399,A,27,27-4,H,4,A,90.5,105,203.145,203.29,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-4-A,340,U1399,A,27,27-4,H,4,A,105,108,203.29,203.32,minimal [drilling disturbance],1,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,95,0,0,0,0,5,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-4-A,340,U1399,A,27,27-4,H,4,A,108,108.5,203.32,203.325,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-4-A,340,U1399,A,27,27-4,H,4,A,108.5,111,203.325,203.35,minimal [drilling disturbance],1,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,95,0,0,0,0,5,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-4-A,340,U1399,A,27,27-4,H,4,A,111,111.5,203.35,203.355,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-4-A,340,U1399,A,27,27-4,H,4,A,111.5,112,203.355,203.36,minimal [drilling disturbance],1,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,95,0,0,0,0,5,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-4-A,340,U1399,A,27,27-4,H,4,A,112,112.5,203.36,203.365,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-4-A,340,U1399,A,27,27-4,H,4,A,112.5,113,203.365,203.37,minimal [drilling disturbance],1,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,95,0,0,0,0,5,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-4-A,340,U1399,A,27,27-4,H,4,A,113,113.5,203.37,203.375,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-4-A,340,U1399,A,27,27-4,H,4,A,113.5,120,203.375,203.44,minimal [drilling disturbance],1,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,95,0,0,0,0,5,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-4-A,340,U1399,A,27,27-4,H,4,A,120,120.5,203.44,203.445,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-4-A,340,U1399,A,27,27-4,H,4,A,120.5,131,203.445,203.55,minimal [drilling disturbance],1,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,95,0,0,0,0,5,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-4-A,340,U1399,A,27,27-4,H,4,A,131,131.5,203.55,203.555,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-4-A,340,U1399,A,27,27-4,H,4,A,131.5,150,203.555,203.74,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,1,0,,0,,0,,0,,0,,100,granule [T07],0,,100,,,5,0,15,0,65,0,0,0,0,15,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-CC-A,340,U1399,A,27,27-CC,H,CC,A,0,10,203.74,203.84,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,75,0,0,0,0,15,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-27H-CC-A,340,U1399,A,27,27-CC,H,CC,A,10,16,203.84,203.9,,,,,,,,,,,,PAL SAMPLE,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,,absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-28H-1-A,340,U1399,A,28,28-1,H,1,A,0,52,203.9,204.42,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-28H-1-A,340,U1399,A,28,28-1,H,1,A,52,53,204.42,204.43,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,95,0,0,0,0,5,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
