Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Extra Sample ID Data,Lithology Prefix,Minor Lithology Prefix,Lithology Suffix,Minor Lithology Suffix
340-U1399A-1H-CC-A,340,U1399,A,1,1-CC,H,CC,A,13,18,5.05,5.1,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-1-A,340,U1399,A,2,2-1,H,1,A,0,17,5.1,5.27,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-1-A,340,U1399,A,2,2-1,H,1,A,17,18,5.27,5.28,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,50,0,3,0,44,0,0,1,2,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-2H-1-A,340,U1399,A,2,2-1,H,1,A,18,40,5.28,5.5,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-1-A,340,U1399,A,2,2-1,H,1,A,40,58,5.5,5.68,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],80,granule [T07],9,carbonate ooze [Leg178],20,silt-fine mud [T07],2,100,,80,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,13,0,2,0,5,0,0,0,0,80,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-2H-1-A,340,U1399,A,2,2-1,H,1,A,58,63,5.68,5.73,minimal [drilling disturbance],1,carbonate ooze [Leg178],80,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],20,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,13,0,2,0,5,0,0,0,0,80,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-2H-1-A,340,U1399,A,2,2-1,H,1,A,63,150,5.73,6.6,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,20,0,50,0,24,0,0,1,2,3,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-2H-2-A,340,U1399,A,2,2-2,H,2,A,0,150,6.6,8.1,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,2,90,pebble [W22_2],0,,7,pebble [W22_2],0,,0,,0,,3,pebble [W22_2],,,rounded,20,0,50,0,24,0,0,1,2,3,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-2H-3-A,340,U1399,A,2,2-3,H,3,A,0,41,8.1,8.51,,,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,20,0,,0,,0,,0,,0,,100,pebble [W22_2],0,,,,angular,20,0,50,0,24,0,0,1,2,3,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-2H-3-A,340,U1399,A,2,2-3,H,3,A,41,62,8.51,8.72,,,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-3-A,340,U1399,A,2,2-3,H,3,A,62,66.5,8.72,8.765,,,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,10,0,40,0,0,5,5,10,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-2H-3-A,340,U1399,A,2,2-3,H,3,A,66.5,83,8.765,8.93,,,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-3-A,340,U1399,A,2,2-3,H,3,A,83,88,8.93,8.98,,,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,2,0,50,0,0,10,5,3,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-2H-3-A,340,U1399,A,2,2-3,H,3,A,88,90.5,8.98,9.005,,,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,5,0,55,0,0,5,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-2H-3-A,340,U1399,A,2,2-3,H,3,A,90.5,93.5,9.005,9.035,,,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,Black colored organic materials,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,20,0,55,10,5,5,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-2H-3-A,340,U1399,A,2,2-3,H,3,A,93.5,96,9.035,9.06,,,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,2,0,50,0,0,10,5,3,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-2H-3-A,340,U1399,A,2,2-3,H,3,A,96,98,9.06,9.08,,,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,5,0,55,0,0,5,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-2H-3-A,340,U1399,A,2,2-3,H,3,A,98,102,9.08,9.12,,,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,2,0,50,0,0,10,5,3,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-2H-3-A,340,U1399,A,2,2-3,H,3,A,102,150,9.12,9.6,,,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-4-A,340,U1399,A,2,2-4,H,4,A,0,18,9.6,9.78,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-4-A,340,U1399,A,2,2-4,H,4,A,18,20,9.78,9.8,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,90,3,1,1,5,0,0,0,0,0,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-4-A,340,U1399,A,2,2-4,H,4,A,20,30,9.8,9.9,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-4-A,340,U1399,A,2,2-4,H,4,A,30,77,9.9,10.37,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,angular,10,0,10,15,35,0,0,2,3,25,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-4-A,340,U1399,A,2,2-4,H,4,A,77,88,10.37,10.48,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-4-A,340,U1399,A,2,2-4,H,4,A,88,90,10.48,10.5,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,85,10,1,1,1,0,2,0,0,0,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-4-A,340,U1399,A,2,2-4,H,4,A,90,150,10.5,11.1,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-5-A,340,U1399,A,2,2-5,H,5,A,0,25,11.1,11.35,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-5-A,340,U1399,A,2,2-5,H,5,A,25,26,11.35,11.36,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,8,7,15,0,0,2,3,55,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-5-A,340,U1399,A,2,2-5,H,5,A,26,94,11.36,12.04,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,1,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,angular,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-5-A,340,U1399,A,2,2-5,H,5,A,94,102,12.04,12.12,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,8,7,15,0,0,2,3,55,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-5-A,340,U1399,A,2,2-5,H,5,A,102,113,12.12,12.23,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-5-A,340,U1399,A,2,2-5,H,5,A,113,114,12.23,12.24,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,50,0,15,10,20,0,0,0,0,5,,very poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-5-A,340,U1399,A,2,2-5,H,5,A,114,120,12.24,12.3,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,20,10,60,0,0,2,3,0,,very poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-5-A,340,U1399,A,2,2-5,H,5,A,120,126,12.3,12.36,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,45,0,15,0,10,30,0,0,0,0,,very poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-5-A,340,U1399,A,2,2-5,H,5,A,126,128,12.36,12.38,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,25,0,20,10,40,0,0,0,5,0,,very poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-5-A,340,U1399,A,2,2-5,H,5,A,128,130,12.38,12.4,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-5-A,340,U1399,A,2,2-5,H,5,A,130,132,12.4,12.42,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,50,0,15,10,20,0,0,0,0,5,,very poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-5-A,340,U1399,A,2,2-5,H,5,A,132,137,12.42,12.47,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,25,0,20,10,40,0,0,0,5,0,,very poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-5-A,340,U1399,A,2,2-5,H,5,A,137,150,12.47,12.6,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-6-A,340,U1399,A,2,2-6,H,6,A,0,91,12.6,13.51,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-6-A,340,U1399,A,2,2-6,H,6,A,91,93.5,13.51,13.535,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,85,10,1,1,1,0,2,0,0,0,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-6-A,340,U1399,A,2,2-6,H,6,A,93.5,112,13.535,13.72,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-6-A,340,U1399,A,2,2-6,H,6,A,112,138,13.72,13.98,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-6-A,340,U1399,A,2,2-6,H,6,A,138,143,13.98,14.03,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,90,3,1,1,5,0,0,0,0,0,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-6-A,340,U1399,A,2,2-6,H,6,A,143,150,14.03,14.1,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-7-A,340,U1399,A,2,2-7,H,7,A,0,57,14.1,14.67,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,3,5,72,0,0,0,0,0,,moderate [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1399A-2H-7-A,340,U1399,A,2,2-7,H,7,A,57,86,14.67,14.96,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-2H-CC-A,340,U1399,A,2,2-CC,H,CC,A,0,6.5,14.96,15.025,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-2H-CC-A,340,U1399,A,2,2-CC,H,CC,A,6.5,10,15.025,15.06,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
340-U1399A-2H-CC-A,340,U1399,A,2,2-CC,H,CC,A,10,23,15.06,15.19,high [drilling disturbance],6,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,1,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,angular,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-3H-1-A,340,U1399,A,3,3-1,H,1,A,0,30.5,14.6,14.905,severe [drilling disturbance],7,volcaniclastic-gravel [BGS-S81],50,pebble [W22_2],9,carbonate ooze [Leg178],50,silt-fine mud [T07],2,100,,50,30,pebble [W22_2],0,,70,pebble [W22_2],0,,0,,0,,0,,,,rounded,0,0,0,0,0,0,0,1,1,98,,very poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-3H-1-A,340,U1399,A,3,3-1,H,1,A,30.5,150,14.905,16.1,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,8,15,pebble [W22_2],0,,0,,0,,0,,85,cobble [T07],0,,,,rounded,60,0,3,0,29,0,0,3,5,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-3H-2-A,340,U1399,A,3,3-2,H,2,A,0,96,16.1,17.06,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,1,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,60,0,3,0,29,0,0,3,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-3H-2-A,340,U1399,A,3,3-2,H,2,A,96,140,17.06,17.5,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-3H-2-A,340,U1399,A,3,3-2,H,2,A,140,150,17.5,17.6,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-3H-3-A,340,U1399,A,3,3-3,H,3,A,0,12,17.6,17.72,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,31,0,1,0,60,0,0,5,3,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-3H-3-A,340,U1399,A,3,3-3,H,3,A,12,28,17.72,17.88,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-3H-3-A,340,U1399,A,3,3-3,H,3,A,28,28.5,17.88,17.885,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,0,0,52,0,0,3,5,10,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-3H-3-A,340,U1399,A,3,3-3,H,3,A,28.5,42,17.885,18.02,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-3H-3-A,340,U1399,A,3,3-3,H,3,A,42,42.3,18.02,18.023,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,0,0,50,0,0,5,5,20,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-3H-3-A,340,U1399,A,3,3-3,H,3,A,42.3,68,18.023,18.28,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,0,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-3H-3-A,340,U1399,A,3,3-3,H,3,A,68,68.5,18.28,18.285,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,50,0,0,0,44,0,0,3,3,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-3H-3-A,340,U1399,A,3,3-3,H,3,A,68.5,118,18.285,18.78,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,,,0,,0,,,,0,,0,,0,,,50,0,0,0,44,0,0,3,3,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-3H-3-A,340,U1399,A,3,3-3,H,3,A,118,131,18.78,18.91,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-3H-3-A,340,U1399,A,3,3-3,H,3,A,131,150,18.91,19.1,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,0,0,64,0,0,3,3,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-3H-4-A,340,U1399,A,3,3-4,H,4,A,0,15.5,19.1,19.255,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,1,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,30,0,0,0,64,0,0,3,3,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-3H-4-A,340,U1399,A,3,3-4,H,4,A,15.5,47,19.255,19.57,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-3H-4-A,340,U1399,A,3,3-4,H,4,A,47,57.5,19.57,19.675,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,5,0,55,0,0,5,5,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-3H-4-A,340,U1399,A,3,3-4,H,4,A,57.5,65,19.675,19.75,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-3H-4-A,340,U1399,A,3,3-4,H,4,A,65,68,19.75,19.78,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],50,fine sand [T07],4,carbonate ooze [Leg178],50,silt-fine mud [T07],2,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,15,0,5,0,30,0,0,10,10,30,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-3H-4-A,340,U1399,A,3,3-4,H,4,A,68,75,19.78,19.85,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-3H-4-A,340,U1399,A,3,3-4,H,4,A,75,110,19.85,20.2,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,50,0,5,0,25,0,0,5,5,10,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-3H-4-A,340,U1399,A,3,3-4,H,4,A,110,120,20.2,20.3,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,50,0,5,0,25,0,0,5,5,10,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-3H-4-A,340,U1399,A,3,3-4,H,4,A,120,150,20.3,20.6,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,15,0,45,0,0,10,10,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-3H-5-A,340,U1399,A,3,3-5,H,5,A,0,32,20.6,20.92,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
