Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
341-U1418C-6H-4-A,109.0,150.0,52.19,52.6,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- colour banded mud with silt laminae
- slight colour banding to more greyish & greenish
- continuous to discontinuous laminae: <1 cm; ~7 pcs; spacing: ~1 cm - >20 cm
- scattered black mottles
- one lonestone (small pebble)
",,,,,,341,U1418,C,6,H,4,A
341-U1418C-6H-5-A,0.0,150.0,52.6,54.1,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,"massive clayey mud with thin silt laminae (0.5 cm thick), ca. 15 layers per section; slight color banding, few black mottles; barren of microfossils",,,,,,341,U1418,C,6,H,5,A
341-U1418C-6H-6-A,0.0,39.0,54.1,54.49,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"massive clayey mud with thin, sometimes discontinuous silt laminae (0.5 cm thick), ca. 12 layers per whole section; slight color banding, few black mottles; sandy mud lense @ 46 cm (1 cm diameter)",,,,,,341,U1418,C,6,H,6,A
341-U1418C-6H-6-A,39.0,42.5,54.49,54.525,,sand [Leg210],,sand ,,,normal grading,5Y 4/1 (dark gray),,,,,,,,,,,,,,poorly sorted fine to medium sand,sharp contact,erosive,,,,341,U1418,C,6,H,6,A
341-U1418C-6H-6-A,42.5,150.0,54.525,55.6,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"massive clayey mud with thin, sometimes discontinuous silt laminae (0.5 cm thick); slight color banding, few black mottles",,,,,,341,U1418,C,6,H,6,A
341-U1418C-6H-7-A,0.0,57.0,55.6,56.17,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,massive clayey mud; liner disturbed/broken and not cmpletely filled,,,,,,341,U1418,C,6,H,7,A
341-U1418C-6H-CC-A,0.0,13.0,56.17,56.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,massive clayey mud,,,,,,341,U1418,C,6,H,CC,A
341-U1418C-6H-CC-A,13.0,19.0,56.3,56.36,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,C,6,H,CC,A
341-U1418C-7H-1-A,0.0,93.0,56.1,57.03,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- colour banded mud with silt laminae
- slight colour banding to more greyish & greenish
- continuous to discontinuous laminae: <3 mm; ~6 pcs; spacing: ~1 - 12 cm
- scattered black mottles
- no structures visible below 54 cm due to disturbance (pieces of broken liner)
",,,,,,341,U1418,C,7,H,1,A
341-U1418C-7H-2-A,0.0,134.0,57.03,58.37,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- colour banded mud with silt laminae
- slight colour banding to more greyish & greenish
- continuous to discontinuous laminae: <1 cm; ~25 pcs; spacing: ~5 - 40 cm
- scattered black mottles
- one lonestone (granule)
",,,,,,341,U1418,C,7,H,2,A
341-U1418C-7H-3-A,0.0,149.0,58.37,59.86,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- colour banded mud with silt laminae
- slight colour banding to more greyish & greenish
- continuous to discontinuous laminae: <1 cm; ~30 pcs; spacing: ~1 - 12 cm 
- scattered black mottles

",,,,,,341,U1418,C,7,H,3,A
341-U1418C-7H-4-A,0.0,99.0,59.86,60.85,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,"- colour banded mud with silt laminae
- slight colour banding to more greyish & greenish
- continuous to discontinuous laminae: <3 mm; ~10 pcs; spacing: ~1 cm - >60 cm
- scattered black mottles
- two lonestones
",,,,,,341,U1418,C,7,H,4,A
341-U1418C-7H-4-A,99.0,111.0,60.85,60.97,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,,341,U1418,C,7,H,4,A
341-U1418C-7H-4-A,111.0,150.0,60.97,61.36,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,"- colour banded mud with silt laminae
- slight colour banding to more greyish & greenish
- continuous to discontinuous laminae: 3 mm; ~4 pcs; spacing: ~2 cm - >16 cm
- scattered black mottles
- lonestones
",,,,,,341,U1418,C,7,H,4,A
341-U1418C-7H-5-A,0.0,151.0,61.36,62.87,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,massive clayey mud interbedded with thin (0.5 cm) silt laminae (12 per section) with sharp (often discontinuous) boundaries; color banding is slight; few black mottles occur,,,,,,341,U1418,C,7,H,5,A
341-U1418C-7H-6-A,0.0,92.0,62.87,63.79,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,massive clayey mud interbedded with thin (0.5 cm) silt laminae (5 per section) with sharp (often discontinuous) boundaries; color banding is slight; few black mottles occur,,,,,,341,U1418,C,7,H,6,A
341-U1418C-7H-CC-A,0.0,30.0,63.79,64.09,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,massive clayey mud with few black mottles,,,,,,341,U1418,C,7,H,CC,A
341-U1418C-7H-CC-A,30.0,35.0,64.09,64.14,,,,,,,,,,,,,,,,,,,,,,PAl sample,,,,,,341,U1418,C,7,H,CC,A
341-U1418C-9H-1-A,0.0,150.0,68.1,69.6,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,"- colour banded mud with occasional silt laminae
- colour changes to slightly more greenish & darker grey
- 4 silt laminae; <3 mm
- scattered granules and pebbles
- sand clasts: ~54.5-56.5; 109-110.5
",,,,,,341,U1418,C,9,H,1,A
341-U1418C-9H-2-A,0.0,150.0,69.6,71.1,,mud [Leg210],,mud ,trace amount,1,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- colour banded mud with occasional silt laminae
- colour changes to slightly more greenish & darker grey
- silt laminae; <2 mm; ~7 pcs.; spacing <1 - >50 cm
- one granule clast

- occasional traces of ash, e.g. smear-slide samples from 70 cm
",,,,,,341,U1418,C,9,H,2,A
341-U1418C-9H-3-A,0.0,83.0,71.1,71.93,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- colour banded mud with occasional silt laminae
- increasing numbers of laminae below 37 cm
- colour changes to slightly more greenish & darker grey
- silt laminae; <5 mm; ~15 pcs.; spacing <1 - >30 cm",,,,,,341,U1418,C,9,H,3,A
341-U1418C-9H-CC-A,0.0,28.0,71.93,72.21,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- colour banded lonestone
- colour changes to slightly more greenish & darker grey
- one lonestone
",,,,,,341,U1418,C,9,H,CC,A
341-U1418C-9H-CC-A,28.0,33.0,72.21,72.26,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1418,C,9,H,CC,A
341-U1418C-10H-1-A,0.0,150.0,72.8,74.3,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,massive clayey mud with few (7) thin (0.5 cm) silt laminae (discontinuous); slight color banding and few black mottles,,,,,,341,U1418,C,10,H,1,A
341-U1418C-10H-2-A,0.0,150.0,74.3,75.8,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,massive clayey mud with few (4) thin (0.5 cm) silt laminae (discontinuous); slight color banding and few black mottles,,,,,,341,U1418,C,10,H,2,A
341-U1418C-10H-3-A,0.0,76.0,75.8,76.56,diatom bearing,mud [Leg210],with volcanic ash [Leg339],diatom bearing mud  with volcanic ash ,trace amount,1,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,massive clayey mud with few (2) thin (0.5 cm) silt laminae (discontinuous); slight color banding and few black mottles,,,,,,341,U1418,C,10,H,3,A
341-U1418C-10H-3-A,76.0,82.0,76.56,76.62,,sand [Leg210],,sand ,,,normal grading,5Y 4/1 (dark gray),,,,,,,,,,,,,,poorly sorted fine to medium sand,sharp contact,erosive,,,,341,U1418,C,10,H,3,A
341-U1418C-10H-3-A,82.0,151.0,76.62,77.31,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,massive clayey mud with few (2) thin (0.5 cm) silt laminae (discontinuous); sand lense @ 94-95 cm (pull-down?); slight color banding and few black mottles,,,,,,341,U1418,C,10,H,3,A
341-U1418C-10H-CC-A,0.0,13.0,77.31,77.44,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,massive clayey mud,,,,,,341,U1418,C,10,H,CC,A
341-U1418C-10H-CC-A,13.0,19.0,77.44,77.5,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,C,10,H,CC,A
341-U1418C-11H-1-A,0.0,47.0,77.5,77.97,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],2,,,,,,,,,,"- occasionally very small colour variations
- one silt laminae: <2 mm
- relatively many black mottles (compared to earlier cores)
- two lonestones (granule and small pebble)
",,,,,,341,U1418,C,11,H,1,A
341-U1418C-11H-1-A,47.0,150.0,77.97,79.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,"- occasionally very small colour variations
- occasional occurrence of silt laminae: ~7 pcs; <2 mm; spacing: ~1 - >30 cm
- relatively many black mottles (compared to earlier cores)
",,,,,,341,U1418,C,11,H,1,A
341-U1418C-11H-2-A,0.0,150.0,79.0,80.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,present [A79],3,,,,,,,,,,"- occasionally very small colour variations
- occasional occurrence of silt laminae: ~7 pcs; <2 mm; spacing: ~5 mm - ~45 cm
- relatively many black mottles (compared to earlier cores)
- scattered lonestones, e.g. one sub-angular pebble of meta sediment (142-144)",,,,,,341,U1418,C,11,H,2,A
341-U1418C-11H-3-A,0.0,116.0,80.5,81.66,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,present [A79],3,,,,,,,,,,"- occasionally very small colour variations
- occasional occurrence of silt laminae: ~7 pcs; <3 mm; spacing: ~5 mm - ~58 cm
- relatively many black mottles (compared to earlier cores)
- scattered lonestones (granules & pebbles)",,,,,,341,U1418,C,11,H,3,A
341-U1418C-11H-4-A,0.0,57.0,81.66,82.23,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,"- occasionally very small colour variations
- occasional occurrence of silt laminae: ~4 pcs; <3 mm; spacing: ~1.5 - >20 cm
- relatively many black mottles (compared to earlier cores)
",,,,,,341,U1418,C,11,H,4,A
341-U1418C-11H-CC-A,0.0,11.0,82.23,82.34,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- occasionally very small colour variations
- one silt laminae: <2 mm

",,,,,,341,U1418,C,11,H,CC,A
341-U1418C-11H-CC-A,11.0,17.0,82.34,82.4,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1418,C,11,H,CC,A
341-U1418C-12H-1-A,0.0,42.0,82.2,82.62,,mud [Leg210],,mud ,,,,N 5 (gray),,,present [A79],2,,,,,,,,,,"clayey mud, very subtle color changes",,,,,,341,U1418,C,12,H,1,A
341-U1418C-12H-1-A,42.0,150.0,82.62,83.7,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],4,,,,,,,,,,"massive mud; subtle color changes, lonestone include a 4 cm, angular, dark reddish gray (10R 4/1) metasiltstone @ 131 cm (in WH)",,,,,,341,U1418,C,12,H,1,A
341-U1418C-12H-2-A,0.0,56.0,83.7,84.26,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,"mud with pixel-sized black mottles, subtle color changes",,,,,,341,U1418,C,12,H,2,A
341-U1418C-12H-2-A,56.0,60.0,84.26,84.3,,sand [Leg210],,sand ,,,normal grading,5Y 4/1 (dark gray),,,,,,,,,,,,,,fine sand,sharp contact,erosive,,,,341,U1418,C,12,H,2,A
341-U1418C-12H-2-A,60.0,94.0,84.3,84.64,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,"mud with pixel-sized black mottles, subtle color changes",,,,,,341,U1418,C,12,H,2,A
341-U1418C-12H-2-A,94.0,95.5,84.64,84.655,,sand [Leg210],,sand ,,,normal grading,5Y 4/1 (dark gray),,,,,,,,,,,,,,fine sand,sharp contact,erosive,,,,341,U1418,C,12,H,2,A
341-U1418C-12H-2-A,95.5,150.0,84.655,85.2,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,"mud with pixel-sized black mottles, subtle color changes",,,,,,341,U1418,C,12,H,2,A
341-U1418C-12H-3-A,0.0,116.0,85.2,86.36,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],5,,,,,,,,,,"lithified burrow @ 62 - 63 cm, 1 cm long; lonestones accumulate at the bottom of this section",,,,,,341,U1418,C,12,H,3,A
341-U1418C-12H-4-A,0.0,35.0,86.36,86.71,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],4,,,,,,,,,,"massive mud with subtle color changes, few black mottles",,,,,,341,U1418,C,12,H,4,A
341-U1418C-12H-4-A,35.0,37.0,86.71,86.73,,sand [Leg210],,sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,very fine sand or silt layer,sharp contact,erosive,,,,341,U1418,C,12,H,4,A
341-U1418C-12H-4-A,37.0,59.0,86.73,86.95,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,"massive mud with subtle color changes, few black mottles",,,,,,341,U1418,C,12,H,4,A
341-U1418C-12H-CC-A,0.0,12.0,86.95,87.07,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,C,12,H,CC,A
341-U1418C-12H-CC-A,12.0,18.0,87.07,87.13,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,C,12,H,CC,A
341-U1418C-13H-1-A,0.0,150.0,86.9,88.4,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],6,,,,,,,,,,"- slight colour banding to greenish and greyish
- laminae: 4 pcs; <2 mm thick; spacing: ~1 cm - ~85 cm
- lonestones
- 146-148: mud clast
",,,,,,341,U1418,C,13,H,1,A
341-U1418C-13H-2-A,0.0,150.0,88.4,89.9,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- slight colour banding to greenish and greyish
- laminae: 15-20 pcs; <2 mm thick; spacing: ~5 mm - ~27 cm
- one lonestone (granule)
",,,,,,341,U1418,C,13,H,2,A
341-U1418C-13H-3-A,0.0,116.0,89.9,91.06,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,"- slight colour banding to greenish and greyish; mostly thin bedded
- laminae: 10 pcs; <2 mm thick; spacing: ~1 cm - ~60 cm
- lonestones (granules)
",,,,,,341,U1418,C,13,H,3,A
341-U1418C-13H-4-A,0.0,61.0,91.06,91.67,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- slight colour banding to greenish and greyish
- laminae: 10 pcs; <3 mm thick; spacing: ~3 mm - >17 cm
",,,,,,341,U1418,C,13,H,4,A
341-U1418C-13H-CC-A,0.0,14.0,91.67,91.81,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- slight colour banding to greenish and greyish
- laminae: 3 pcs; <2 mm thick; spacing: ~1 - 5 cm
",,,,,,341,U1418,C,13,H,CC,A
341-U1418C-13H-CC-A,14.0,21.0,91.81,91.88,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1418,C,13,H,CC,A
341-U1418C-14H-1-A,0.0,151.0,91.6,93.11,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],6,,,,,,,,,,massive clayey mud; color banding stronger at the bottom of the section,,,,,,341,U1418,C,14,H,1,A
341-U1418C-14H-2-A,0.0,138.0,93.11,94.49,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"massive clayey mud with few (ca. 10) thin (0.5 cm) silt laminae, few black mottles",,,,,,341,U1418,C,14,H,2,A
341-U1418C-14H-2-A,138.0,144.0,94.49,94.55,,sand [Leg210],,sand ,,,normal grading,5Y 4/1 (dark gray),,,,,,,,,,,,,,"poorly sorted, fine sand",sharp contact,erosive,,,,341,U1418,C,14,H,2,A
341-U1418C-14H-2-A,144.0,151.0,94.55,94.62,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,few black mottles,,,,,,341,U1418,C,14,H,2,A
341-U1418C-14H-3-A,0.0,48.0,94.62,95.1,volcaniclastic bearing,mud [Leg210],with silt [Leg339],volcaniclastic bearing mud  with silt ,volcaniclastic-bearing,2,color banding,N 4 (dark gray),,,present [A79],3,,,,,,,,,,massive clayey mud with 3 thin (0.5 cm) silt laminae,,,,,,341,U1418,C,14,H,3,A
341-U1418C-14H-3-A,48.0,115.0,95.1,95.77,,mud [Leg210],with volcanic ash [Leg339],mud  with volcanic ash ,trace amount,1,color banding,N 5 (gray),slight [DB86],1,present [A79],7,,,,,,,,,,"mud with diatoms, few ash glasses",,,,,,341,U1418,C,14,H,3,A
341-U1418C-14H-4-A,0.0,63.0,95.77,96.4,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,massive clayey mud with few (8) thin silt laminae accumulating at the bottom of the section,,,,,,341,U1418,C,14,H,4,A
341-U1418C-14H-CC-A,0.0,26.0,96.4,96.66,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,massive clayey mud with silt layer on top (0-1.5 cm) erosive lower boundary,,,,,,341,U1418,C,14,H,CC,A
341-U1418C-14H-CC-A,26.0,31.0,96.66,96.71,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,C,14,H,CC,A
341-U1418C-15H-1-A,0.0,150.0,96.3,97.8,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],6,pebble [W22_2],subangular,,,,,,,,"extremely faint green/gray color bands;
~10 thinly laminated to laminated silt beds, some normally graded;
black (~1cm) bands @97,100cm
2.5-3cm diameter siltstones @ 8, 80cm",,,,,,341,U1418,C,15,H,1,A
341-U1418C-15H-2-A,0.0,85.0,97.8,98.65,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,"faint green/gray color bands;
silts: thinly laminated to laminated, @ ~<1 to 10 cm intervals",gradational contact,,,,,341,U1418,C,15,H,2,A
341-U1418C-15H-2-A,85.0,110.0,98.65,98.9,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1418,C,15,H,2,A
341-U1418C-15H-2-A,110.0,150.0,98.9,99.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"faint green/gray color bands;
silts: thinly laminated to laminated, @ ~<1 to 10 cm intervals",,,,,,341,U1418,C,15,H,2,A
341-U1418C-15H-3-A,0.0,11.0,99.3,99.41,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,faint green/gray color bands,gradational contact,,,,,341,U1418,C,15,H,3,A
341-U1418C-15H-3-A,11.0,74.0,99.41,100.04,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,"faint green/gray color bands;
silts: thinly laminated to laminated, @1-10cm intervals, some N 5, largest normally graded",gradational contact,,,,,341,U1418,C,15,H,3,A
341-U1418C-15H-3-A,74.0,100.0,100.04,100.3,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,"faint green/gray color bands;
94cm: thinly laminated silt",,,,,,341,U1418,C,15,H,3,A
341-U1418C-15H-4-A,0.0,5.0,100.3,100.35,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,C,15,H,4,A
341-U1418C-15H-4-A,5.0,12.0,100.35,100.42,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"silts: thinly laminated, @ 2cm intervals",,,,,,341,U1418,C,15,H,4,A
341-U1418C-15H-4-A,12.0,61.0,100.42,100.91,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],4,,,,,,,,,,,,,,,,341,U1418,C,15,H,4,A
341-U1418C-15H-CC-A,0.0,24.0,100.91,101.15,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,present [A79],4,,,,,,,,,,"silts: laminated, @3-10cm intervals",,,,,,341,U1418,C,15,H,CC,A
341-U1418C-15H-CC-A,24.0,29.0,101.15,101.2,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,C,15,H,CC,A
341-U1418C-16H-1-A,0.0,150.0,101.0,102.5,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],3,,,granule [W22_2],subangular,,,,,,"faintly laminated; 12 silt laminae, irregularly spaced",,,,,,341,U1418,C,16,H,1,A
341-U1418C-16H-2-A,0.0,150.0,102.5,104.0,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],4,,,granule [W22_2],subrounded,,,,,,"faintly laminated; 10 silt laminae, irregularly spaced",,,,,,341,U1418,C,16,H,2,A
341-U1418C-16H-3-A,0.0,115.0,104.0,105.15,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],1,,,granule [W22_2],subangular,,,,,,"faintly laminated; 3 silt laminae, irregularly spaced",,,,,,341,U1418,C,16,H,3,A
341-U1418C-16H-4-A,0.0,21.0,105.15,105.36,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,,341,U1418,C,16,H,4,A
341-U1418C-16H-4-A,21.0,22.5,105.36,105.375,,sand [Leg210],,sand ,,,normal grading,N 4 (dark gray),,,present [A79],2,,,pebble [W22_2],subrounded,,,,,,,,,,,,341,U1418,C,16,H,4,A
341-U1418C-16H-4-A,22.5,51.0,105.375,105.66,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"faintly laminated; 6 silt laminae, irregularly spaced, mud 5 cm or less",,,,,,341,U1418,C,16,H,4,A
341-U1418C-16H-CC-A,0.0,21.0,105.66,105.87,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"6 silt laminae, mud < 5cm",,,,,,341,U1418,C,16,H,CC,A
341-U1418C-16H-CC-A,21.0,26.0,105.87,105.92,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,C,16,H,CC,A
341-U1418C-17H-1-A,0.0,52.0,105.7,106.22,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],4,,,,,,,,,,"faint green/gray color bands;
laminated silts @ 13 and 38cm, normally graded",,,,,,341,U1418,C,17,H,1,A
341-U1418C-17H-1-A,52.0,103.0,106.22,106.73,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,"faint green/gray color bands;
silts: thinly laminated, @ 1-10cm intervals",,,,,,341,U1418,C,17,H,1,A
341-U1418C-17H-1-A,103.0,118.0,106.73,106.88,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,faint green/gray color bands,,,,,,341,U1418,C,17,H,1,A
341-U1418C-17H-1-A,118.0,135.0,106.88,107.05,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,"faint green gray color bands;
silts: thinly laminated to laminated, @3-6cm intervals, largest normally graded",,,,,,341,U1418,C,17,H,1,A
341-U1418C-17H-1-A,135.0,150.0,107.05,107.2,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,faint green/gray color bands,,,,,,341,U1418,C,17,H,1,A
341-U1418C-17H-2-A,0.0,16.0,107.2,107.36,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,faint green gray color bands,,,,,,341,U1418,C,17,H,2,A
341-U1418C-17H-2-A,16.0,24.0,107.36,107.44,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"faint green gray color bands;
silts: thinly laminated, @1-2cm intervals",,,,,,341,U1418,C,17,H,2,A
