Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
349-U1433A-10H-6-A,21,96,91.28,92.03,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,10,H,6,A,
349-U1433A-10H-6-A,96,107,92.03,92.14,,silt [Leg339],with volcanic ash [Leg339],silt ,silt  with volcanic ash ,100,10YR 4/1 (dark gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,10,H,6,A,
349-U1433A-10H-6-A,107,111,92.14,92.18,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,10,H,6,A,
349-U1433A-10H-7-A,0,45,92.18,92.63,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,10,H,7,A,
349-U1433A-10H-7-A,45,51,92.63,92.69,,silt [Leg339],with volcanic ash [Leg339],silt ,silt  with volcanic ash ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,10,H,7,A,
349-U1433A-10H-7-A,51,56,92.69,92.74,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,10,H,7,A,
349-U1433A-10H-CC-A,0,39,92.74,93.13,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,10,H,CC,A,
349-U1433A-11H-1-A,0,61,94.4,95.01,,clay [Leg339],,clay ,clay ,100,2.5YR 4/1 (dark reddish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,11,H,1,A,
349-U1433A-11H-1-A,61,66,95.01,95.06,,silt [Leg339],,silt ,silt ,100,2.5YR 4/1 (dark reddish gray),slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,very thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,11,H,1,A,
349-U1433A-11H-1-A,66,150,95.06,95.9,,clay [Leg339],,clay ,clay ,100,2.5YR 4/1 (dark reddish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,11,H,1,A,
349-U1433A-11H-2-A,0,84,95.9,96.74,,clay [Leg339],,clay ,clay ,100,2.5YR 4/1 (dark reddish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,11,H,2,A,
349-U1433A-11H-2-A,84,91,96.74,96.81,,silt [Leg339],,silt ,silt ,100,2.5YR 4/1 (dark reddish gray),slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,very thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,11,H,2,A,
349-U1433A-11H-2-A,91,112,96.81,97.02,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,11,H,2,A,
349-U1433A-11H-2-A,112,151,97.02,97.41,,clay [Leg339],,clay ,clay ,100,5YR 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,11,H,2,A,
349-U1433A-11H-3-A,0,18,97.43,97.61,,clay [Leg339],,clay ,clay ,100,5YR 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thin bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,11,H,3,A,
349-U1433A-11H-3-A,18,24,97.61,97.67,,silt [Leg339],,silt ,silt ,100,2.5YR 4/1 (dark reddish gray),slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,very thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,11,H,3,A,
349-U1433A-11H-3-A,24,111,97.67,98.54,,clay [Leg339],,clay ,clay ,100,5YR 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,11,H,3,A,
349-U1433A-11H-3-A,111,117,98.54,98.6,,silt [Leg339],,silt ,silt ,100,5YR 4/1 (dark gray),slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,very thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,11,H,3,A,
349-U1433A-11H-3-A,117,143,98.6,98.86,,clay [Leg339],,clay ,clay ,100,5YR 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thin bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,11,H,3,A,
349-U1433A-11H-4-A,0,66,98.98,99.64,,clay [Leg339],,clay ,clay ,100,5YR 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,11,H,4,A,
349-U1433A-11H-4-A,66,76,99.64,99.74,,silt [Leg339],,silt ,silt ,100,5YR 4/1 (dark gray),slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,11,H,4,A,
349-U1433A-11H-4-A,76,155,99.74,100.53,,clay [Leg339],,clay ,clay ,100,5YR 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,11,H,4,A,
349-U1433A-11H-5-A,0,17,100.53,100.7,,clay [Leg339],,clay ,clay ,100,5YR 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,11,H,5,A,
349-U1433A-11H-5-A,17,24,100.7,100.77,,silt [Leg339],,silt ,silt ,100,5YR 4/1 (dark gray),slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,very thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,11,H,5,A,
349-U1433A-11H-5-A,24,147,100.77,102.0,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,11,H,5,A,
349-U1433A-11H-6-A,0,49,102.0,102.49,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thin bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,11,H,6,A,
349-U1433A-12H-1-A,0,145,103.9,105.35,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,12,H,1,A,
349-U1433A-12H-2-A,0,95,105.35,106.3,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,12,H,2,A,
349-U1433A-12H-2-A,95,112,106.3,106.47,,clayey silt [MMK88],,clayey silt ,clayey silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,poor [BP01],,,,,,,,,,100,,,,erosive,curved,medium bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,12,H,2,A,
349-U1433A-12H-2-A,112,145,106.47,106.8,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,12,H,2,A,
349-U1433A-12H-3-A,0,129,106.8,108.09,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,12,H,3,A,
349-U1433A-12H-4-A,0,50,108.25,108.75,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,12,H,4,A,
349-U1433A-12H-4-A,50,57,108.75,108.82,,clayey silt [MMK88],,clayey silt ,clayey silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,very thin bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,12,H,4,A,
349-U1433A-12H-4-A,57,134,108.82,109.59,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,irregular,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,12,H,4,A,
349-U1433A-12H-4-A,134,145,109.59,109.7,,clayey silt [MMK88],,clayey silt ,clayey silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,very thin bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,12,H,4,A,
349-U1433A-12H-5-A,0,18,109.7,109.88,,clayey silt [MMK88],,clayey silt ,clayey silt ,100,GLEY 1 4/5GY (dark greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,green layers,erosive,curved,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,12,H,5,A,
349-U1433A-12H-5-A,18,110,109.88,110.8,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,12,H,5,A,
349-U1433A-12H-5-A,110,112,110.8,110.82,,clayey silt [MMK88],,clayey silt ,clayey silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,very thin bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,12,H,5,A,
349-U1433A-12H-5-A,112,145,110.82,111.15,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,12,H,5,A,
349-U1433A-12H-6-A,0,25,111.15,111.4,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,12,H,6,A,
349-U1433A-12H-6-A,25,121,111.4,112.36,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,12,H,6,A,
349-U1433A-12H-7-A,0,56,112.36,112.92,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,12,H,7,A,
349-U1433A-12H-CC-A,0,29,112.92,113.21,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,12,H,CC,A,
349-U1433A-13H-1-A,0,84,113.4,114.24,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,13,H,1,A,
349-U1433A-13H-1-A,84,91,114.24,114.31,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,very thin bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,13,H,1,A,
349-U1433A-13H-1-A,91,134,114.31,114.74,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,100,10YR 6/1 (gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,13,H,1,A,
349-U1433A-13H-2-A,0,138,114.74,116.12,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,100,10YR 6/1 (gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,13,H,2,A,
349-U1433A-13H-2-A,138,150,116.12,116.24,,foraminiferal ooze [Leg339],,foraminiferal ooze ,foraminiferal ooze ,100,10YR 6/1 (gray),very slightly consolidated [B84],fine sand [W22_2],4,fine sand [W22_2],4,well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,13,H,2,A,
349-U1433A-13H-3-A,0,3,116.24,116.27,,foraminiferal ooze [Leg339],,foraminiferal ooze ,foraminiferal ooze ,100,10YR 6/1 (gray),very slightly consolidated [B84],fine sand [W22_2],4,fine sand [W22_2],4,well [BP01],,,,,,,,,,100,,,,,sub-horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,13,H,3,A,
349-U1433A-13H-3-A,3,20,116.27,116.44,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thin bed [B01],cross-bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,13,H,3,A,
349-U1433A-13H-3-A,20,87,116.44,117.11,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,13,H,3,A,
349-U1433A-13H-3-A,86,87,117.1,117.11,,,,,,,,,,,,,,P [A92],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,13,H,3,A,
349-U1433A-13H-3-A,87,100,117.11,117.24,,silt [Leg339],,silt ,silt ,100,2.5Y 3/2 (very dark grayish brown),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,very thin bed [B01],pod,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,13,H,3,A,
349-U1433A-13H-3-A,100,145,117.24,117.69,,clay [Leg339],,clay ,clay ,100,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,13,H,3,A,
349-U1433A-13H-4-A,0,150,117.74,119.24,,clay [Leg339],,clay ,clay ,100,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,13,H,4,A,
349-U1433A-13H-5-A,0,10,119.24,119.34,,clay [Leg339],,clay ,clay ,100,10YR 4/2 (dark grayish brown),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,13,H,5,A,
349-U1433A-13H-5-A,10,13,119.34,119.37,,silt [Leg339],,silt ,silt ,100,GLEY 1 4/N (dark gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,very thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,13,H,5,A,
349-U1433A-13H-5-A,13,150,119.37,120.74,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/5GY (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,13,H,5,A,
349-U1433A-13H-6-A,0,45,120.74,121.19,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,13,H,6,A,
349-U1433A-13H-6-A,45,66,121.19,121.4,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,13,H,6,A,
349-U1433A-13H-6-A,66,82,121.4,121.56,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,inclined,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,13,H,6,A,
349-U1433A-13H-6-A,82,120,121.56,121.94,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,steeply dipping,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,13,H,6,A,
349-U1433A-13H-6-A,120,143,121.94,122.17,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,13,H,6,A,
