Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
349-U1433A-3H-CC-A,0,19,27.27,27.46,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/N (gray),very slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,3,H,CC,A,
349-U1433A-4H-1-A,0,150,27.9,29.4,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,sub-horizontal,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,4,H,1,A,
349-U1433A-4H-2-A,0,66,29.4,30.06,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,4,H,2,A,
349-U1433A-4H-2-A,66,69,30.06,30.09,,clay [Leg339],,clay ,clay ,100,GLEY 1 3/10Y (very dark greenish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,very thin bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,4,H,2,A,
349-U1433A-4H-2-A,69,145,30.09,30.85,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,sub-horizontal,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,4,H,2,A,
349-U1433A-4H-3-A,0,150,30.9,32.4,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,sub-horizontal,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,4,H,3,A,
349-U1433A-4H-4-A,0,49,32.4,32.89,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],pod,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,4,H,4,A,
349-U1433A-4H-4-A,49,54,32.89,32.94,,silt [Leg339],,silt ,silt ,100,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,very thin bed [B01],fining upward,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,4,H,4,A,
349-U1433A-4H-4-A,54,150,32.94,33.9,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,sub-horizontal,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,4,H,4,A,
349-U1433A-4H-5-A,0,16,33.9,34.06,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,4,H,5,A,
349-U1433A-4H-5-A,16,22,34.06,34.12,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,4,H,5,A,
349-U1433A-4H-5-A,22,119,34.12,35.09,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,4,H,5,A,
349-U1433A-4H-5-A,119,124,35.09,35.14,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thin bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,4,H,5,A,
349-U1433A-4H-5-A,124,140,35.14,35.3,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,sub-horizontal,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,4,H,5,A,
349-U1433A-4H-6-A,0,76,35.4,36.16,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,4,H,6,A,
349-U1433A-4H-6-A,76,85,36.16,36.25,,clay [Leg339],,clay ,clay ,100,10YR 6/1 (gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,4,H,6,A,
349-U1433A-4H-6-A,85,91,36.25,36.31,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,sub-horizontal,very thin bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,4,H,6,A,
349-U1433A-4H-7-A,0,68,36.31,36.99,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,sub-horizontal,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,4,H,7,A,
349-U1433A-4H-CC-A,0,20,36.99,37.19,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,sub-horizontal,thick bed [B01],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,4,H,CC,A,
349-U1433A-6H-1-A,0,17,46.9,47.07,,clay [Leg339],,clay ,clay ,100,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,planar,sub-horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,1,A,
349-U1433A-6H-1-A,17,93,47.07,47.83,,clay [Leg339],,clay ,clay ,100,2.5Y 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,planar,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,1,A,
349-U1433A-6H-1-A,93,103,47.83,47.93,,clay [Leg339],,clay ,clay ,100,5YR 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,planar,sub-horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,1,A,
349-U1433A-6H-1-A,103,104,47.93,47.94,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/5G (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,planar,sub-horizontal,very thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,1,A,
349-U1433A-6H-1-A,104,150,47.94,48.4,,clay [Leg339],,clay ,clay ,100,5YR 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,planar,sub-horizontal,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,1,A,
349-U1433A-6H-2-A,0,60,48.4,49.0,,clay [Leg339],,clay ,clay ,100,5YR 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,planar,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,2,A,
349-U1433A-6H-2-A,60,66,49.0,49.06,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,planar,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,2,A,
349-U1433A-6H-2-A,66,108,49.06,49.48,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,5YR 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,2,A,
349-U1433A-6H-2-A,108,140,49.48,49.8,,clay [Leg339],,clay ,clay ,100,5YR 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,planar,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,2,A,
349-U1433A-6H-3-A,0,58,49.9,50.48,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,3,A,
349-U1433A-6H-3-A,58,64,50.48,50.54,,silty clay [MMK88],,silty clay ,silty clay ,100,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,3,A,
349-U1433A-6H-3-A,64,100,50.54,50.9,,clay [Leg339],,clay ,clay ,100,5YR 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,3,A,
349-U1433A-6H-3-A,100,150,50.9,51.4,,clay [Leg339],,clay ,clay ,100,5YR 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,3,A,
349-U1433A-6H-4-A,0,8,51.4,51.48,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,5YR 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,4,A,
349-U1433A-6H-4-A,8,55,51.48,51.95,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,5YR 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,4,A,
349-U1433A-6H-4-A,55,61,51.95,52.01,,silt [Leg339],with clay [Leg339],silt ,silt  with clay ,100,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,4,A,
349-U1433A-6H-4-A,61,78,52.01,52.18,,clay [Leg339],,clay ,clay ,100,5YR 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,4,A,
349-U1433A-6H-4-A,78,135,52.18,52.75,,clay [Leg339],,clay ,clay ,100,5YR 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,4,A,
349-U1433A-6H-4-A,135,150,52.75,52.9,,clay [Leg339],,clay ,clay ,100,5YR 5/1 (gray),slightly consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,4,A,
349-U1433A-6H-5-A,0,63,52.9,53.53,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,5YR 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,mottled,gradational,curved,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,5,A,
349-U1433A-6H-5-A,63,72,53.53,53.62,,silty clay [MMK88],with silt [Leg339],silty clay ,silty clay  with silt ,100,5YR 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [BP01],,,,,,,,,,100,,,,gradational,curved,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,5,A,
349-U1433A-6H-5-A,72,75,53.62,53.65,,silt [Leg339],,silt ,silt ,100,2.5Y 4/1 (dark gray),slightly consolidated [B84],silt [W22_1],2,fine sand [W22_2],4,well [BP01],,,,,,,,,,100,,,,erosive,curved,thin bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,5,A,
349-U1433A-6H-5-A,76,118,53.66,54.08,,clay [Leg339],,clay ,clay ,100,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,mottled,planar,curved,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,5,A,
349-U1433A-6H-5-A,118,126,54.08,54.16,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,100,GLEY 1 6/5GY (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,mottled,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,5,A,
349-U1433A-6H-6-A,0,51,54.21,54.72,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,mottled,gradational,curved,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,6,A,
349-U1433A-6H-6-A,51,53,54.72,54.74,,silty clay [MMK88],,silty clay ,silty clay ,100,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [BP01],,,,,,,,,,100,,,,erosive,curved,thin bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,6,A,
349-U1433A-6H-6-A,53,91,54.74,55.12,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,mottled,planar,curved,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,6,A,
349-U1433A-6H-6-A,91,150,55.12,55.71,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,mottled,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,6,A,
349-U1433A-6H-7-A,0,55,55.71,56.26,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,2.5Y 4/1 (dark gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,mottled,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,7,A,
349-U1433A-6H-CC-A,0,9,56.26,56.35,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,6,H,CC,A,
349-U1433A-7H-1-A,0,8,56.4,56.48,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,curved,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,1,A,
349-U1433A-7H-1-A,8,74,56.48,57.14,,clay [Leg339],,clay ,clay ,98,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,silt [Leg339],,silt ,silt ,2,100,,,,erosive,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,1,A,
349-U1433A-7H-1-A,74,102,57.14,57.42,,clay [Leg339],,clay ,clay ,99,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,silt [Leg339],,silt ,silt ,1,100,,,,erosive,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,1,A,
349-U1433A-7H-1-A,102,150,57.42,57.9,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,1,A,
349-U1433A-7H-2-A,0,63,57.9,58.53,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,2,A,
349-U1433A-7H-2-A,63,67,58.53,58.57,foraminifer rich,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,2,A,
349-U1433A-7H-2-A,67,101,58.57,58.91,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,2,A,
349-U1433A-7H-2-A,101,140,58.91,59.3,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,2,A,
349-U1433A-7H-3-A,0,73,59.4,60.13,,clay [Leg339],,clay ,clay ,98,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,silt [Leg339],,silt ,silt ,2,100,,,,erosive,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,3,A,
349-U1433A-7H-3-A,73,150,60.13,60.9,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,3,A,
349-U1433A-7H-4-A,0,6,60.9,60.96,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,4,A,
349-U1433A-7H-4-A,6,12,60.96,61.02,,silty clay [MMK88],,silty clay ,silty clay ,100,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,4,A,
349-U1433A-7H-4-A,12,30,61.02,61.2,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,4,A,
