Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
341-U1419D-15H-1-A,90,140,81.0,81.5,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/2 (grayish green),none [DB86],0.0,present [A79],,,,,,,,,,,granules <2mm present,,,,,,341,U1419,D,15,H,1,A
341-U1419D-15H-2-A,0,99,81.5,82.49,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/2 (grayish green),none [DB86],0.0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,D,15,H,2,A
341-U1419D-15H-3-A,0,100,82.49,83.49,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/2 (grayish green),none [DB86],0.0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,D,15,H,3,A
341-U1419D-15H-CC-A,0,12,83.49,83.61,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/2 (grayish green),none [DB86],0.0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,D,15,H,CC,A
341-U1419D-15H-CC-A,12,17,83.61,83.66,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,D,15,H,CC,A
341-U1419D-16H-1-A,0,145,84.8,86.25,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],6.0,,,,,,,,,,6 granules; sandstone 1.5 cm at 103 cm in WH!,,,,,,341,U1419,D,16,H,1,A
341-U1419D-16H-2-A,0,151,86.25,87.76,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,10Y 4/1 (dark greenish gray),,,present [A79],5.0,,,pebble [W22_2],subrounded,,,,,,"sandstone clast 1.5 cm at 107 cm; 4 granules
",,,,,,341,U1419,D,16,H,2,A
341-U1419D-16H-3-A,0,105,87.76,88.81,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),,,present [A79],1.0,,,,,,,,,,1 granule at 4 cm; shell fragment at 93 cm;,,,,,,341,U1419,D,16,H,3,A
341-U1419D-16H-4-A,0,83,88.81,89.64,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,,,,,,,341,U1419,D,16,H,4,A
341-U1419D-16H-CC-A,0,22,89.64,89.86,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,341,U1419,D,16,H,CC,A
341-U1419D-16H-CC-A,22,27,89.86,89.91,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,D,16,H,CC,A
341-U1419D-17H-1-A,0,107,89.5,90.57,sandy,clast-poor diamict [M89m],,sandy clast-poor diamict ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],,,,,,,,,,,"clasts include: siltstone, volcanics (basalt), mudstone, sandstone, quartz, diorite;
up to 3cm diameter",sharp contact,,,,,341,U1419,D,17,H,1,A
341-U1419D-17H-1-A,107,140,90.57,90.9,,,,,,,,,,,,,,,,,,,,,,"clasts include: mudstone, siltstone, quartz, greenstone",,,,,,341,U1419,D,17,H,1,A
341-U1419D-17H-1-A,107,143,90.57,90.93,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),none [DB86],0.0,present [A79],,,,,,,,,,,"clasts include: mudstone, siltstone, quartz, greenstone;
up to 2cm diameter",,,,,,341,U1419,D,17,H,1,A
341-U1419D-17H-2-A,0,140,90.93,92.33,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),none [DB86],0.0,present [A79],,,,,,,,,,,"clasts include: mudstone, siltstone, granite, argillite, sandstone, volcanics, quartz, greenstone;
up to 3cm diameter",,,,,,341,U1419,D,17,H,2,A
341-U1419D-17H-3-A,0,76,92.33,93.09,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),none [DB86],0.0,present [A79],,,,,,,,,,,"clasts include: sandstone, granite, greenstone, siltstone, argillite;
up to 4cm",,,,,,341,U1419,D,17,H,3,A
341-U1419D-17H-CC-A,0,15,93.09,93.24,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),none [DB86],0.0,present [A79],,,,,,,,,,,"clasts include: volcanics, siltstone, sandstone, quartz, granitoid;
up to 2cm",,,,,,341,U1419,D,17,H,CC,A
341-U1419D-17H-CC-A,15,20,93.24,93.29,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,D,17,H,CC,A
341-U1419D-18H-1-A,0,141,93.2,94.61,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"sandst 5, basalt 7, quarzite 2, granitoid 2, granite 4, chert 5, siltstone 4",,,,,,341,U1419,D,18,H,1,A
341-U1419D-18H-2-A,0,143,94.61,96.04,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"sandst 5, basalt 2, granite 7, chert 3, siltstone 10",,,,,,341,U1419,D,18,H,2,A
341-U1419D-18H-3-A,0,144,96.04,97.48,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"sandst 8, basalt 2, quarzite 1, granite 5, chert 2, siltstone 10, greywacke 1, gneiss 1,",,,,,,341,U1419,D,18,H,3,A
341-U1419D-18H-CC-A,0,21,97.48,97.69,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"granite 1,siltstone 3, greywacke 3, gneiss 1,",,,,,,341,U1419,D,18,H,CC,A
341-U1419D-18H-CC-A,21,26,97.69,97.74,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,D,18,H,CC,A
341-U1419D-19H-1-A,0,145,97.9,99.35,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0.0,present [A79],21.0,,,,,,,,,,"clasts include: siltstone, sandstone, greenstone, argillite, quartz;
up to 1cm",,,,,,341,U1419,D,19,H,1,A
341-U1419D-19H-2-A,0,144,99.35,100.79,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0.0,present [A79],14.0,,,,,,,,,,"clasts include: siltstone, quartz, granitoid, volcanics (greenstone), sandstone;
up to 1cm",,,,,,341,U1419,D,19,H,2,A
341-U1419D-19H-3-A,0,102,100.79,101.81,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0.0,present [A79],11.0,,,,,,,,,,"clasts include: siltstone, sandstone;
up to 5mm",,,,,,341,U1419,D,19,H,3,A
341-U1419D-19H-4-A,0,73,101.81,102.54,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0.0,present [A79],7.0,,,,,,,,,,"clasts include: siltstone, volcanics, argillite;
up to 1cm",,,,,,341,U1419,D,19,H,4,A
341-U1419D-20H-1-A,0,144,102.6,104.04,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"basalt 3, sandst 3, argillite 5, siltst 5, vein qtz 3, chert 2, granite 2",,,,,,341,U1419,D,20,H,1,A
341-U1419D-20H-2-A,0,145,104.04,105.49,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"argillite 7, granite 1, sitlst 3, sandst 2, basalt 3; shell fragments between 118 and 137 cm",,,,,,341,U1419,D,20,H,2,A
341-U1419D-20H-3-A,0,105,105.49,106.54,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"argillite 6, siltst 7, basalt 3, vein qtz 2, granite 3, sandst 5 ",,,,,,341,U1419,D,20,H,3,A
341-U1419D-20H-4-A,0,76,106.54,107.3,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandst 5, argillite 2, siltst 2, granite 2, diorite 2",,,,,,341,U1419,D,20,H,4,A
341-U1419D-20H-CC-A,0,14,107.3,107.44,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"greywacke 1, argillite 5, granite 1, siltst 1",,,,,,341,U1419,D,20,H,CC,A
341-U1419D-23H-1-A,0,122,108.4,109.62,sandy,clast-poor diamict [M89m],,sandy clast-poor diamict ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],,,,,,,,,,,"clasts include: argillite, siltstone, volcanics (greenstone, etc.), quartz, granitoid, sandstone;
up to 1.5cm",gradational contact,,,,,341,U1419,D,23,H,1,A
341-U1419D-23H-1-A,122,142,109.62,109.82,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),none [DB86],0.0,present [A79],,,,,,,,,,,"clasts include: granitoid, volcanics (greenstone), sandstone, siltstone;
up to 3cm;
conglomerate with contact @ 132cm",,,,,,341,U1419,D,23,H,1,A
341-U1419D-23H-2-A,0,142,109.82,111.24,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),none [DB86],0.0,present [A79],,,,,,,,,,,"clasts include: granitoid, siltstone, volcanics (greenstone), quartz, argillite, sandstone;
up to 2.5cm",,,,,,341,U1419,D,23,H,2,A
341-U1419D-23H-3-A,0,121,111.24,112.45,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"granite 1, siltst 1, sandst 1, argillite 6, vein qtz 1, basalt 1;",,,,,,341,U1419,D,23,H,3,A
341-U1419D-23H-4-A,0,66,112.45,113.11,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"argillite 2, siltst 2, basalt 1, sandst 1",,,,,,341,U1419,D,23,H,4,A
341-U1419D-23H-CC-A,0,8,113.11,113.19,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"argillite 2, siltst 1",,,,,,341,U1419,D,23,H,CC,A
341-U1419D-24H-1-A,0,39,113.1,113.49,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1419,D,24,H,1,A
341-U1419D-24H-1-A,39,60,113.49,113.7,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,,341,U1419,D,24,H,1,A
341-U1419D-24H-CC-A,0,45,113.7,114.15,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"siltst 2, argillite 5, basalt 2, granite 1",,,,,,341,U1419,D,24,H,CC,A
