dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,72,73,22.2,22.21,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,73,83,22.21,22.31,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,83,88,22.31,22.36,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,88,90,22.36,22.38,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,90,99,22.38,22.47,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,99,105,22.47,22.53,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,105,107,22.53,22.55,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,107,111,22.55,22.59,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,111,116,22.59,22.64,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,116,121,22.64,22.69,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,121,126,22.69,22.74,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,126,132,22.74,22.8,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,132,134,22.8,22.82,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,134,141,22.82,22.89,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,141,148,22.89,22.96,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,148,153,22.96,23.01,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,0,3,23.01,23.04,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,3,4,23.04,23.05,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,4,10,23.05,23.11,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,10,13,23.11,23.14,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,13,17,23.14,23.18,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,17,19,23.18,23.2,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,19,28,23.2,23.29,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,28,30,23.29,23.31,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,30,36,23.31,23.37,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,36,37,23.37,23.38,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,37,43,23.38,23.44,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,43,56,23.44,23.57,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,56,58,23.57,23.59,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,58,63,23.59,23.64,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,63,69,23.64,23.7,,minimal [drilling disturbance],1,,tephra [FS84],,N 5 (gray),tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,69,70,23.7,23.71,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,70,73,23.71,23.74,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,73,74,23.74,23.75,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,74,77,23.75,23.78,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,77,79,23.78,23.8,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,79,83,23.8,23.84,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,83,107,23.84,24.08,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,107,108,24.08,24.09,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,108,109,24.09,24.1,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-6-A,344,U1413,A,3,3-6,H,6,A,109,152,24.1,24.53,,,,,,,,,,,,,,,,,,,,,,,,,,,3,IW,,,
,344-U1413A-3H-7-A,344,U1413,A,3,3-7,H,7,A,0,31,24.53,24.84,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-7-A,344,U1413,A,3,3-7,H,7,A,31,37,24.84,24.9,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-7-A,344,U1413,A,3,3-7,H,7,A,37,102,24.9,25.55,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-CC-A,344,U1413,A,3,3-CC,H,CC,A,0,16,25.55,25.71,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-CC-A,344,U1413,A,3,3-CC,H,CC,A,16,18,25.71,25.73,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-CC-A,344,U1413,A,3,3-CC,H,CC,A,18,25,25.73,25.8,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-CC-A,344,U1413,A,3,3-CC,H,CC,A,25,28,25.8,25.83,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-CC-A,344,U1413,A,3,3-CC,H,CC,A,28,39,25.83,25.94,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-4H-1-A,344,U1413,A,4,4-1,H,1,A,0,17,25.6,25.77,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,nannofossil dominated and with very rare shell fragments,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-1-A,344,U1413,A,4,4-1,H,1,A,17,18,25.77,25.78,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-1-A,344,U1413,A,4,4-1,H,1,A,18,35,25.78,25.95,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,nannofossil dominated and with very rare shell fragments,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-1-A,344,U1413,A,4,4-1,H,1,A,35,37,25.95,25.97,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-1-A,344,U1413,A,4,4-1,H,1,A,37,51,25.97,26.11,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,nannofossil dominated and with very rare shell fragments,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-1-A,344,U1413,A,4,4-1,H,1,A,51,53,26.11,26.13,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-1-A,344,U1413,A,4,4-1,H,1,A,53,100,26.13,26.6,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,nannofossil dominated and with very rare shell fragments,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-1-A,344,U1413,A,4,4-1,H,1,A,100,103,26.6,26.63,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-1-A,344,U1413,A,4,4-1,H,1,A,103,116,26.63,26.76,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,nannofossil dominated and with very rare shell fragments,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-1-A,344,U1413,A,4,4-1,H,1,A,116,117,26.76,26.77,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-1-A,344,U1413,A,4,4-1,H,1,A,117,128,26.77,26.88,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,nannofossil dominated and with very rare shell fragments,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-1-A,344,U1413,A,4,4-1,H,1,A,128,143,26.88,27.03,,,2,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413A-4H-2-A,344,U1413,A,4,4-2,H,2,A,0,14,27.03,27.17,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,Abundant nannos and very rare shell fragments.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-2-A,344,U1413,A,4,4-2,H,2,A,14,17,27.17,27.2,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-2-A,344,U1413,A,4,4-2,H,2,A,17,40,27.2,27.43,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,Abundant nannos and very rare shell fragments.,,,,,,,,,,,,slight [B06],2,,,,
