Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,Lithology classification,Lithology Prefix,Lithology Suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
320-U1332A-10H-3-A,320,U1332,A,10,10-3,H,3,A,75,150,83.65,84.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,100,soft,10YR 5/3,,,,,,
320-U1332A-10H-4-W,320,U1332,A,10,10-4,H,4,W,0,150,84.4,85.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,100,soft,10YR 5/3,,,,,,
320-U1332A-10H-5-A,320,U1332,A,10,10-5,H,5,A,0,42,85.9,86.32,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,100,soft,10YR 5/3,,,,,,
320-U1332A-10H-5-A,320,U1332,A,10,10-5,H,5,A,42,150,86.32,87.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian ,with clay,Radiolarian  ooze with clay,100,soft,10YR 4/3,interval contains <10% 5 to 10 micron-sized carbonate - micrite,,,,,
320-U1332A-10H-6-A,320,U1332,A,10,10-6,H,6,A,0,150,87.4,88.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian ,with clay,Radiolarian  ooze with clay,100,soft,10YR 4/3,interval contains <10% 5 to 10 micron-sized carbonate - micrite,,,,,
320-U1332A-10H-7-A,320,U1332,A,10,10-7,H,7,A,0,67,88.9,89.57,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian ,with clay,Radiolarian  ooze with clay,100,soft,10YR 4/3,interval contains <10% 5 to 10 micron-sized carbonate - micrite,,,,,
320-U1332A-10H-CC-A,320,U1332,A,10,10-CC,H,CC,A,0,32,89.57,89.89,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian ,with clay,Radiolarian  ooze with clay,100,soft,10YR 4/3,interval contains <10% 5 to 10 micron-sized carbonate - micrite,,,,,
320-U1332A-11H-1-A,320,U1332,A,11,11-1,H,1,A,0,150,89.4,90.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian ,with clay,Radiolarian  ooze with clay,100,soft,10YR 3/3,interval contains <10% 5 to 10 micron-sized carbonate - micrite,,,,,
320-U1332A-11H-2-A,320,U1332,A,11,11-2,H,2,A,0,150,90.9,92.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian ,with clay,Radiolarian  ooze with clay,100,soft,10YR 3/3,interval contains <10% 5 to 10 micron-sized carbonate - micrite,,,,,
320-U1332A-11H-3-A,320,U1332,A,11,11-3,H,3,A,0,150,92.4,93.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian ,with clay,Radiolarian  ooze with clay,100,soft,10YR 3/3,interval contains <10% 5 to 10 micron-sized carbonate - micrite,,,,,
320-U1332A-11H-4-A,320,U1332,A,11,11-4,H,4,A,0,150,93.9,95.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian ,with clay,Radiolarian  ooze with clay,100,soft,10YR 3/3,interval contains <10% 5 to 10 micron-sized carbonate - micrite,,,,,
320-U1332A-11H-5-A,320,U1332,A,11,11-5,H,5,A,0,150,95.4,96.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian ,with clay,Radiolarian  ooze with clay,100,soft,10YR 3/3,interval contains <10% 5 to 10 micron-sized carbonate - micrite,,,,,
320-U1332A-11H-6-A,320,U1332,A,11,11-6,H,6,A,0,36,96.9,97.26,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian ,with clay,Radiolarian  ooze with clay,100,soft,10YR 3/3,interval contains <10% 5 to 10 micron-sized carbonate - micrite,,,,,
320-U1332A-11H-6-A,320,U1332,A,11,11-6,H,6,A,36,135,97.26,98.25,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,100,soft,10YR 5/3,Millimetre-sized pumice.,,,,,
320-U1332A-11H-CC-A,320,U1332,A,11,11-CC,H,CC,A,0,27,98.25,98.52,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,100,soft,10YR 5/3,Millimetre-sized pumice.,,,,,
320-U1332A-12H-1-A,320,U1332,A,12,12-1,H,1,A,0,150,98.9,100.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,100,soft,10YR 6/3,Well-preserved 1 cm-long fish teeth at U1332A-12-1A (42 cm). Mn nodules (up to 2.5 cm in diameter).  ,,,,,
320-U1332A-12H-2-A,320,U1332,A,12,12-2,H,2,A,0,2,100.4,100.42,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,100,soft,10YR 6/3,Well-preserved 1 cm-long fish teeth at U1332A-12-1A (42 cm). Mn nodules (up to 2.5 cm in diameter).  ,,,,,
320-U1332A-12H-2-A,320,U1332,A,12,12-2,H,2,A,2,97,100.42,101.37,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with nannofossils,Radiolarian ooze with nannofossils,100,soft,10YR 5/3,,,,,,
320-U1332A-12H-2-A,320,U1332,A,12,12-2,H,2,A,97,150,101.37,101.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey Radiolarian,,Clayey Radiolarian ooze,100,soft,10YR 3/3,abundant opaques (<10%),,,,,
320-U1332A-12H-3-A,320,U1332,A,12,12-3,H,3,A,0,150,101.9,103.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey Radiolarian,,Clayey Radiolarian ooze,100,soft,10YR 3/3,abundant opaques (<10%),,,,,
320-U1332A-12H-4-A,320,U1332,A,12,12-4,H,4,A,0,150,103.4,104.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey Radiolarian,,Clayey Radiolarian ooze,100,soft,10YR 3/3,abundant opaques (<10%),,,,,
320-U1332A-12H-5-A,320,U1332,A,12,12-5,H,5,A,0,150,104.9,106.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey Radiolarian,,Clayey Radiolarian ooze,100,soft,10YR 3/3,abundant opaques (<10%),,,,,
320-U1332A-12H-6-A,320,U1332,A,12,12-6,H,6,A,0,130,106.4,107.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey Radiolarian,,Clayey Radiolarian ooze,100,soft,10YR 3/3,abundant opaques (<10%),,,,,
320-U1332A-12H-7-A,320,U1332,A,12,12-7,H,7,A,0,54,107.7,108.24,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey Radiolarian,,Clayey Radiolarian ooze,100,soft,10YR 3/3,abundant opaques (<10%),,,,,
320-U1332A-12H-CC-A,320,U1332,A,12,12-CC,H,CC,A,0,20,108.24,108.44,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey Radiolarian,,Clayey Radiolarian ooze,100,soft,10YR 3/3,abundant opaques (<10%),,,,,
320-U1332A-13H-1-A,320,U1332,A,13,13-1,H,1,A,0,110,108.4,109.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey Radiolarian,,Clayey Radiolarian ooze,100,soft,10YR 3/3,,,,,,
320-U1332A-13H-1-A,320,U1332,A,13,13-1,H,1,A,110,150,109.5,109.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians,Nannofossil  ooze with radiolarians,60,soft,10YR 5/3,,,,,,
320-U1332A-13H-1-A,320,U1332,A,13,13-1,H,1,A,110,150,109.5,109.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,40,soft,10YR 4/3,,,,,,
320-U1332A-13H-2-A,320,U1332,A,13,13-2,H,2,A,0,150,109.9,111.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians,Nannofossil  ooze with radiolarians,60,soft,10YR 5/3,,,,,,
320-U1332A-13H-2-A,320,U1332,A,13,13-2,H,2,A,0,150,109.9,111.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,40,soft,10YR 4/3,,,,,,
320-U1332A-13H-3-A,320,U1332,A,13,13-3,H,3,A,0,150,111.4,112.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians,Nannofossil  ooze with radiolarians,60,soft,10YR 5/3,,,,,,
320-U1332A-13H-3-A,320,U1332,A,13,13-3,H,3,A,0,150,111.4,112.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,40,soft,10YR 4/3,,,,,,
320-U1332A-13H-4-A,320,U1332,A,13,13-4,H,4,A,0,150,112.9,114.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians,Nannofossil  ooze with radiolarians,60,soft,10YR 5/3,,,,,,
320-U1332A-13H-4-A,320,U1332,A,13,13-4,H,4,A,0,150,112.9,114.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,40,soft,10YR 4/3,,,,,,
320-U1332A-13H-5-A,320,U1332,A,13,13-5,H,5,A,0,150,114.4,115.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians,Nannofossil  ooze with radiolarians,60,soft,10YR 5/3,,,,,,
320-U1332A-13H-5-A,320,U1332,A,13,13-5,H,5,A,0,150,114.4,115.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,40,soft,10YR 4/3,,,,,,
320-U1332A-13H-6-A,320,U1332,A,13,13-6,H,6,A,0,150,115.9,117.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians,Nannofossil  ooze with radiolarians,60,soft,10YR 5/3,,,,,,
320-U1332A-13H-6-A,320,U1332,A,13,13-6,H,6,A,0,150,115.9,117.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,40,soft,10YR 4/3,,,,,,
320-U1332A-13H-7-A,320,U1332,A,13,13-7,H,7,A,0,78,117.4,118.18,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians,Nannofossil  ooze with radiolarians,60,soft,10YR 5/3,,,,,,
320-U1332A-13H-7-A,320,U1332,A,13,13-7,H,7,A,0,78,117.4,118.18,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,40,soft,10YR 4/3,,,,,,
320-U1332A-13H-CC-A,320,U1332,A,13,13-CC,H,CC,A,0,20,118.18,118.38,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil ,with radiolarians,Nannofossil  ooze with radiolarians,60,soft,10YR 5/3,,,,,,
320-U1332A-13H-CC-A,320,U1332,A,13,13-CC,H,CC,A,0,20,118.18,118.38,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,40,soft,10YR 4/3,,,,,,
320-U1332A-14H-1-A,320,U1332,A,14,14-1,H,1,A,0,150,117.9,119.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,50,soft,10YR 3/3,,,,,,
320-U1332A-14H-1-A,320,U1332,A,14,14-1,H,1,A,0,150,117.9,119.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 4/4,,,,,,
320-U1332A-14H-2-A,320,U1332,A,14,14-2,H,2,A,0,115,119.4,120.55,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,with clay,Nannofossil radiolarian ooze with clay,50,soft,10YR 3/3,,,,,,
320-U1332A-14H-2-A,320,U1332,A,14,14-2,H,2,A,0,115,119.4,120.55,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 4/4,,,,,,
320-U1332A-14H-2-A,320,U1332,A,14,14-2,H,2,A,115,140,120.55,120.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,,Nannofossil radiolarian ooze,100,soft,10YR 7/4,,,,,,
320-U1332A-14H-2-A,320,U1332,A,14,14-2,H,2,A,140,150,120.8,120.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,50,soft,10YR 3/3,,,,,,
320-U1332A-14H-2-A,320,U1332,A,14,14-2,H,2,A,140,150,120.8,120.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,50,soft,10YR 4/4,,,,,,
320-U1332A-14H-3-A,320,U1332,A,14,14-3,H,3,A,0,150,120.9,122.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,50,soft,10YR 3/3,,,,,,
320-U1332A-14H-3-A,320,U1332,A,14,14-3,H,3,A,0,150,120.9,122.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,50,soft,10YR 4/4,,,,,,
320-U1332A-14H-4-W,320,U1332,A,14,14-4,H,4,W,0,150,122.4,123.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,50,soft,10YR 3/3,,,,,,
320-U1332A-14H-4-W,320,U1332,A,14,14-4,H,4,W,0,150,122.4,123.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,50,soft,10YR 4/4,,,,,,
320-U1332A-14H-5-A,320,U1332,A,14,14-5,H,5,A,0,150,123.9,125.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,50,soft,10YR 3/3,,,,,,
320-U1332A-14H-5-A,320,U1332,A,14,14-5,H,5,A,0,150,123.9,125.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,50,soft,10YR 4/4,,,,,,
320-U1332A-14H-6-A,320,U1332,A,14,14-6,H,6,A,0,63,125.4,126.03,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,50,soft,10YR 3/3,,,,,,
320-U1332A-14H-6-A,320,U1332,A,14,14-6,H,6,A,0,63,125.4,126.03,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,50,soft,10YR 4/4,,,,,,
320-U1332A-14H-CC-A,320,U1332,A,14,14-CC,H,CC,A,0,23,126.03,126.26,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,50,soft,10YR 3/3,,,,,,
320-U1332A-14H-CC-A,320,U1332,A,14,14-CC,H,CC,A,0,23,126.03,126.26,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay and nannofossils,Radiolarian ooze with clay and nannofossils,50,soft,10YR 4/4,,,,,,
320-U1332A-15X-1-A,320,U1332,A,15,15-1,X,1,A,0,52,125.9,126.42,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,50,soft,2.5Y 3/3,,,,,,
320-U1332A-15X-1-A,320,U1332,A,15,15-1,X,1,A,0,52,125.9,126.42,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 5/3,,,,,,
320-U1332A-15X-1-A,320,U1332,A,15,15-1,X,1,A,52,72,126.42,126.62,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,100,hard,,,,,,,
320-U1332A-15X-1-A,320,U1332,A,15,15-1,X,1,A,72,140,126.62,127.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,50,soft,2.5Y 3/3,,,,,,
320-U1332A-15X-1-A,320,U1332,A,15,15-1,X,1,A,72,140,126.62,127.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 5/3,,,,,,
320-U1332A-15X-1-A,320,U1332,A,15,15-1,X,1,A,140,142,127.3,127.32,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian ,,Nannofossil radiolarian  ooze,100,soft,10YR 7/2,,,,,,
320-U1332A-15X-2-A,320,U1332,A,15,15-2,X,2,A,0,150,127.4,128.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,50,soft,2.5Y 3/3,,,,,,
320-U1332A-15X-2-A,320,U1332,A,15,15-2,X,2,A,0,150,127.4,128.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 5/3,,,,,,
320-U1332A-15X-2-A,320,U1332,A,15,15-2,X,2,A,107,117,128.47,128.57,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,100,hard,,,,,,,
320-U1332A-15X-3-A,320,U1332,A,15,15-3,X,3,A,0,150,128.9,130.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,50,soft,2.5Y 3/3,,,,,,
320-U1332A-15X-3-A,320,U1332,A,15,15-3,X,3,A,0,150,128.9,130.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 5/3,,,,,,
320-U1332A-15X-3-A,320,U1332,A,15,15-3,X,3,A,20,23,129.1,129.13,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil Radiolarian ,,Nannofossil Radiolarian  ooze,100,soft,10YR 7/2,,,,,,
320-U1332A-15X-4-A,320,U1332,A,15,15-4,X,4,A,0,150,130.4,131.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,50,soft,2.5Y 3/3,,,,,,
320-U1332A-15X-4-A,320,U1332,A,15,15-4,X,4,A,0,150,130.4,131.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 5/3,,,,,,
320-U1332A-15X-5-A,320,U1332,A,15,15-5,X,5,A,0,90,131.9,132.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,50,soft,2.5Y 3/3,,,,,,
320-U1332A-15X-5-A,320,U1332,A,15,15-5,X,5,A,0,90,131.9,132.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 5/3,,,,,,
320-U1332A-15X-CC-A,320,U1332,A,15,15-CC,X,CC,A,0,12,132.8,132.92,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,with clay,Radiolarian ooze with clay,50,soft,2.5Y 3/3,,,,,,
320-U1332A-15X-CC-A,320,U1332,A,15,15-CC,X,CC,A,0,12,132.8,132.92,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,50,soft,10YR 5/3,,,,,,
320-U1332A-16X-1-A,320,U1332,A,16,16-1,X,1,A,0,150,135.5,137,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,100,firm,10YR 3/2,,,,,,
320-U1332A-16X-2-A,320,U1332,A,16,16-2,X,2,A,0,24,137,137.24,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,100,firm,10YR 3/2,,,,,,
320-U1332A-16X-2-A,320,U1332,A,16,16-2,X,2,A,24,29,137.24,137.29,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,100,hard,,,,,,,
320-U1332A-16X-2-A,320,U1332,A,16,16-2,X,2,A,29,50,137.29,137.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil radiolarian,,Nannofossil radiolarian ooze,100,firm,10YR 3/4,,,,,,
320-U1332A-16X-2-A,320,U1332,A,16,16-2,X,2,A,50,63,137.5,137.63,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,100,hard,,,,,,,
320-U1332A-16X-2-A,320,U1332,A,16,16-2,X,2,A,63,87,137.63,137.87,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,100,firm,10YR 3/2,,,,,,
320-U1332A-16X-CC-A,320,U1332,A,16,16-CC,X,CC,A,0,32,137.87,138.19,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,100,firm,10YR 3/2,,,,,,
320-U1332A-17X-1-A,320,U1332,A,17,17-1,X,1,A,0,4,144.5,144.54,porcellanite [MMK88],"Mazullo, Meyer & Kidd, 1988",,,porcellanite,100,hard,,porcellanite nodule 4 cm in diameter concoidal fracture,,,,,
320-U1332A-17X-1-A,320,U1332,A,17,17-1,X,1,A,4,125,144.54,145.75,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,,Zeolite Clay,100,firm,10YR 3/2,,,,,,
320-U1332A-17X-1-A,320,U1332,A,17,17-1,X,1,A,125,133,145.75,145.83,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,,Clay,100,firm,10YR 2/1,umber,,,,,
320-U1332A-17X-2-A,320,U1332,A,17,17-2,X,2,A,0,142,145.83,147.25,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,,Clay,100,firm,10YR 2/1,umber,,,,,
320-U1332A-17X-3-A,320,U1332,A,17,17-3,X,3,A,0,34,147.25,147.59,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,,Clay,100,firm,10YR 2/1,umber,,,,,
320-U1332A-17X-3-A,320,U1332,A,17,17-3,X,3,A,34,87,147.59,148.12,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,,Clay,100,firm,10YR 2/2,Associated with chert pebbles. Highly fragmented 0.5 cm in diameter,,,,,
320-U1332A-17X-CC-A,320,U1332,A,17,17-CC,X,CC,A,0,7,148.12,148.19,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,,Clay,100,firm,10YR 2/2,Associated with chert pebbles. Highly fragmented 0.5 cm in diameter,,,,,
320-U1332A-17X-CC-A,320,U1332,A,17,17-CC,X,CC,A,7,10,148.19,148.22,basalt [IUGS-S78&79],"International Union of Geological Sciences-Streckeisen, 1978 & 1979",,,basalt,100,hard,,Rounded Basalt 4.5 cm in diameter with glassy chilled margin with rust. ,,,,,
320-U1332A-18X-CC-A,320,U1332,A,18,18-CC,X,CC,A,0,10,150.4,150.5,basalt [IUGS-S78&79],"International Union of Geological Sciences-Streckeisen, 1978 & 1979",,,basalt,100,hard,,"Piece 1A is a fresh basalt with distinct 9 mm-thick glassy chilled margins with rust (2.5Y 3/2 and 10YR 8/4); piece 2A is a fresh basalt with zoning and distinct 1.4 to 2 cm glassy chilled margin and calcite vein with well developed  calcite crystals. Piece 3 is a part of glassy chilled margin with rust, calcite and large green minerals (hydrothermal alteration).",,,,,
