Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
341-U1419C-9H-6-A,100,145,71.1,71.55,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,present [A79],3,,,,,,,,,,"silt 5Y 4/1; highly disturbed;
silt laminae drug vertical",,,,,,341,U1419,C,9,H,6,A,
341-U1419C-9H-7-A,0,23,71.55,71.78,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,present [A79],3,,,,,,,,,,silt 5Y 4/1; highly disturbed,,,,,,341,U1419,C,9,H,7,A,
341-U1419C-9H-7-A,23,74,71.78,72.29,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,,,,,,,341,U1419,C,9,H,7,A,
341-U1419C-9H-CC-A,0,17,72.29,72.46,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,silt 5Y 4/1; highly disturbed,,,,,,341,U1419,C,9,H,CC,A,
341-U1419C-9H-CC-A,17,22,72.46,72.51,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,C,9,H,CC,A,
341-U1419C-10H-1-A,0,45,72.3,72.75,,mud [Leg210],,mud ,,,,10Y 3/2 (very dark grayish green),,,present [A79],1,,,pebble [W22_2],subrounded,,,,,,"sandstone clast 2 cm at 20 cm,",gradational contact,,,,,341,U1419,C,10,H,1,A,
341-U1419C-10H-1-A,45,150,72.75,73.8,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1419,C,10,H,1,A,
341-U1419C-10H-2-A,0,68,73.8,74.48,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1419,C,10,H,2,A,
341-U1419C-10H-3-A,0,149,74.48,75.97,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1419,C,10,H,3,A,
341-U1419C-10H-4-A,0,112,75.97,77.09,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],,,,,,pebble [W22_2],subrounded,,,,"3cm metasandstone @ 9cm;
2cm metasiltstone @ 36cm;
suck in of some 10Y 4/1 - unclear from where",,,,,,341,U1419,C,10,H,4,A,
341-U1419C-10H-CC-A,0,7,77.09,77.16,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,C,10,H,CC,A,
341-U1419C-11H-1-A,0,5,77.1,77.15,,gravel/conglomerate/breccia [M89m],,gravel/conglomerate/breccia ,,,,N 5 (gray),none [DB86],0,present [A79],,,,,,,,,,,"sandstone, siltstone(w/ fabric), ~2cm",,,,,,341,U1419,C,11,H,1,A,
341-U1419C-11H-1-A,5,32,77.15,77.42,diatom bearing,mud [Leg210],with foraminifers [Leg339],diatom bearing mud  with foraminifers ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,C,11,H,1,A,
341-U1419C-11H-1-A,32,143,77.42,78.53,diatom bearing,mud [Leg210],with foraminifers [Leg339],diatom bearing mud  with foraminifers ,,,,10Y 4/2 (grayish green),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,C,11,H,1,A,
341-U1419C-11H-cc-A,0,12,78.53,78.65,diatom bearing,mud [Leg210],with foraminifers [Leg339],diatom bearing mud  with foraminifers ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,C,11,H,cc,A,
341-U1419C-11H-cc-A,12,17,78.65,78.7,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,C,11,H,cc,A,
341-U1419C-12H-1-A,0,140,78.7,80.1,,mud [Leg210],,mud ,,,lens or pod [BJ84],N 4 (dark gray),,,present [A79],6,,,,,,,,,,"argillite pebbles 1.5 and 1 cm at 62 and 100 cm; granules at 100, and 103 cm; mud with many black pods, FeO ",,,,,,341,U1419,C,12,H,1,A,
341-U1419C-12H-2-A,0,25,80.1,80.35,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,gradational contact,,,,,341,U1419,C,12,H,2,A,
341-U1419C-12H-2-A,25,142,80.35,81.52,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 3/2 (very dark grayish green),,,present [A79],4,,,,,granule [W22_2],subrounded,,,,argillite granule at 32 cm; 3 granules dispersed,,,,,,341,U1419,C,12,H,2,A,
341-U1419C-12H-3-A,0,62,81.52,82.14,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/2 (grayish green),none [DB86],0,present [A79],,,,,,,,shell fragment,,,"faint black mottling;
shell fragment @ 57cm;
clasts smaller than 2mm",,,,,,341,U1419,C,12,H,3,A,
341-U1419C-12H-3-A,62,93,82.14,82.45,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,C,12,H,3,A,
341-U1419C-12H-3-A,93,135,82.45,82.87,silty,diatom ooze [Leg339],,silty diatom ooze ,,,,10Y 4/2 (grayish green),none [DB86],0,present [A79],2,,,,,,,,,,argillite in W1/2,,,,,,341,U1419,C,12,H,3,A,
341-U1419C-12H-4-A,0,12,82.87,82.99,silty,diatom ooze [Leg339],,silty diatom ooze ,,,,10Y 4/2 (grayish green),none [DB86],0,absent [A79],,,,,,,,,,,black mottling,,,,,,341,U1419,C,12,H,4,A,
341-U1419C-12H-4-A,12,24,82.99,83.11,silty,mud [Leg210],,silty mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,C,12,H,4,A,
341-U1419C-12H-4-A,24,27,83.11,83.14,silty,diatom ooze [Leg339],,silty diatom ooze ,,,,10Y 4/2 (grayish green),none [DB86],0,absent [A79],,,,,,,,,,,black mottling,,,,,,341,U1419,C,12,H,4,A,
341-U1419C-12H-4-A,27,60,83.14,83.47,silty,mud [Leg210],,silty mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,present [A79],3,,,,,,,,,,black mottling,,,,,,341,U1419,C,12,H,4,A,
341-U1419C-12H-CC-A,0,19,83.47,83.66,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,present [A79],1,,,,,,,,,,black mottling,,,,,,341,U1419,C,12,H,CC,A,
341-U1419C-12H-CC-A,19,24,83.66,83.71,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,C,12,H,CC,A,
341-U1419C-13H-1-A,0,140,83.4,84.8,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 3/1 (very dark greenish gray),,,present [A79],6,,,pebble [W22_2],subrounded,pebble [W22_2],subangular,,,,"argillite pebble 0.7 cm at 45 cm, sandstone pebble 1.6 cm at 121 cm; 4 granules dispersed;",,,,,,341,U1419,C,13,H,1,A,
341-U1419C-13H-2-A,0,140,84.8,86.2,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,10Y 3/2 (very dark grayish green),,,present [A79],1,,,,,pebble [W22_2],subrounded,,,,"quarzite, 2.3 cm, subrounded, at 112 cm; shell fragments at 9 and 88 cm; sandstone pebble 4 cm at 95 cm in WH!",,,,,,341,U1419,C,13,H,2,A,
341-U1419C-13H-3-A,0,110,86.2,87.3,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,present [A79],6,,,,,,,shell fragment,,,"shell fragments @ 13, 44cm",,,,,,341,U1419,C,13,H,3,A,
341-U1419C-13H-4-A,0,48,87.3,87.78,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,present [A79],1,,,pebble [W22_2],subrounded,,,shell,,,"shell @42cm;
shell fragments @ 16, 20cm;
siltstone @ 14cm",gradational contact,,,,,341,U1419,C,13,H,4,A,
341-U1419C-13H-4-A,48,71,87.78,88.01,diatom rich,mud [Leg210],with foraminifers [Leg339],diatom rich mud  with foraminifers ,,,,10Y 4/2 (grayish green),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,C,13,H,4,A,
341-U1419C-13H-CC-A,0,12,88.01,88.13,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,present [A79],3,,,pebble [W22_2],subangular,,,shell,,,"shell @ 6cm;
2cm siltstone @1cm",,,,,,341,U1419,C,13,H,CC,A,
341-U1419C-13H-CC-A,12,19,88.13,88.2,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/2 (grayish green),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,C,13,H,CC,A,
341-U1419C-13H-CC-A,19,24,88.2,88.25,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,C,13,H,CC,A,
341-U1419C-14H-1-A,0,24,88.1,88.34,diatom bearing,mud [Leg210],with dispersed clasts,diatom bearing mud  with dispersed clasts,trace amount,1,,10Y 4/1 (dark greenish gray),,,present [A79],6,,,,,,,,,,"- clasts of granules and small pebbles
- include siltstone and meta sediment
- abundant foraminifera on sediment surface
",,,,,,341,U1419,C,14,H,1,A,
341-U1419C-14H-1-A,24,128,88.34,89.38,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,trace amount,1,,5Y 4/1 (dark gray),,,present [A79],,,,,,,,,,,"- clast-rich muddy diamict
- granules & pebbles

- clasts include volcanic rock (brown) with zeolite, metamorphic rock (green) with chlorite, chert with weathering rim, sandstone, granitoid rock fragments, siltstone, metasediment with quartz veins, felsic fragments

",,,,,,341,U1419,C,14,H,1,A,
341-U1419C-14H-1-A,128,140,89.38,89.5,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,5Y 3/1 (very dark gray),,,present [A79],,,,,,,,,,,"- clast-poor muddy diamict

- clasts include volcanic rock (brown) with zeolite, metamorphic rock (green) with chlorite, chert with weathering rim, sandstone, granitoid rock fragments, siltstone, metasediment with quartz veins, felsic fragments",,,,,,341,U1419,C,14,H,1,A,
341-U1419C-14H-2-A,0,33,89.5,89.83,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,5Y 3/1 (very dark gray),,,present [A79],,,,,,,,,,,"- clast-poor muddy diamict
- ~15 cm: shell fragment
- granules and (3) pebbles of siltstone and sandstone",,,,,,341,U1419,C,14,H,2,A,
341-U1419C-14H-2-A,33,145,89.83,90.95,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- clast-rich muddy diamict with sand

- clasts include siltstone, sandstone, greywacke, greenstone, granitoid fragments, potassium-feldspar rich fragment with thin foliation, sandstone with bioturbation(?, ~119-124), red chert, metasediment with quartz veins
",,,,,,341,U1419,C,14,H,2,A,
341-U1419C-14H-3-A,0,61,90.95,91.56,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- clast-rich muddy diamict with sand

- clasts include siltstone, sandstone, greywacke, greenstone, granitoid fragments, potassium-feldspar rich fragment with thin foliation, sandstone with bioturbation(?, ~119-124), red chert, metasediment with quartz veins
",,,,,,341,U1419,C,14,H,3,A,
341-U1419C-14H-CC-A,0,18.5,91.56,91.745,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- clast-rich muddy diamict with sand

- clasts include siltstone, sandstone, greywacke, greenstone, granitoid fragments, potassium-feldspar rich fragment with thin foliation, sandstone with bioturbation(?, ~119-124), red chert, metasediment with quartz veins
",,,,,,341,U1419,C,14,H,CC,A,
341-U1419C-14H-CC-A,18.5,23.5,91.745,91.795,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1419,C,14,H,CC,A,
341-U1419C-14H-CC-A,23.5,28,91.795,91.84,,siltstone [Leg210],,siltstone ,,,,,,,,,,,,,,,,,,fall-in of sedimentary rock and greywacke(?),,,,,,341,U1419,C,14,H,CC,A,
341-U1419C-15H-1-A,0,78,91.8,92.58,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"clasts include granules and pebbles (1 cm) of silt-, sand-, greenstone, chlorite bearing metamorphics, granitoids, red chert, quartz; outsized siltstone @ 12-17 cm (6x5 cm)",,,,,,341,U1419,C,15,H,1,A,
341-U1419C-15H-CC-A,0,29,92.58,92.87,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"clasts include granules and pebbles (1 cm) of silt-, sand-, greenstone, chlorite bearing metamorphics, granitoids; matamorphic chlorite bearing rock quartz veins @ 6-9 cm (2 cm); 3x2 cm siltstone @ 25-29 cm",,,,,,341,U1419,C,15,H,CC,A,
341-U1419C-15H-CC-A,29,34,92.87,92.92,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1419,C,15,H,CC,A,
341-U1419C-16H-1-A,0,21,92.9,93.11,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- clast-poor muddy diamict
- granules and few pebbles; pebble of siltstone
- fall in?",,,,,,341,U1419,C,16,H,1,A,
341-U1419C-16H-1-A,21,143,93.11,94.33,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- clast-rich muddy diamict

- clasts include whitish-greenish chert(?; does not with with HCL; sect. 1, ~22 + ~60 cm). siltstone, greenstone, fine sandstone, metasediment with quartz veins, quartz, granitoid, feldspar fragments, mica-rich granite (sect. 2, ~50 cm), clast of cholorite-rich and dark minerals (sect. 2, ~66 cm)",,,,,,341,U1419,C,16,H,1,A,
341-U1419C-16H-2-A,0,78,94.33,95.11,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- clast-rich muddy diamict

- clasts include whitish-greenish chert(?; does not with with HCL; sect. 1, ~22 + ~60 cm). siltstone, greenstone, fine sandstone, metasediment with quartz veins, quartz, granitoid, feldspar fragments, mica-rich granite (sect. 2, ~50 cm), clast of cholorite-rich and dark minerals (sect. 2, ~66 cm)",,,,,,341,U1419,C,16,H,2,A,
341-U1419C-16H-2-A,78,142,95.11,95.75,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,trace amount,1,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- clast-poor muddy diamict
- generally slightly lighter than overlying interval, but some irregular variations to darker tones
- granules and pebbles (rel. few pebbles)
- clast compositions include siltstone, granitoid, quartz (vein), sandstone

- smear slide 120 cm: mud with volcanic ash
",,,,,,341,U1419,C,16,H,2,A,
341-U1419C-16H-3-A,0,30.5,95.75,96.055,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,trace amount,1,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- clast-poor muddy diamict
- generally slightly lighter than overlying interval, but some irregular variations to darker tones
- granules and pebbles (rel. few pebbles)
- clast compositions include siltstone, granitoid, quartz (vein), sandstone

- smear slide 120 cm: mud with volcanic ash",,,,,,341,U1419,C,16,H,3,A,
341-U1419C-16H-3-A,30.5,67,96.055,96.42,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,trace amount,1,horizontal stratification,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- stratified clast-poor diamict
- somewhat clast-poorer intervals (up to ~4 cm) interbedded with somewhat clast-richer intervals (up to ~2 cm)
- slight to moderate bowing

- smear slide 63 cm: mud with volcanic ash",,,,,,341,U1419,C,16,H,3,A,
341-U1419C-16H-3-A,67,141,96.42,97.16,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- clast-poor muddy diamict
- generally slightly lighter than overlying interval, but some irregular variations to darker tones
- granules and pebbles (rel. few pebbles)
- clast compositions include siltstone, granitoid, quartz (vein), sandstone",,,,,,341,U1419,C,16,H,3,A,
341-U1419C-16H-CC-A,0,27,97.16,97.43,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"- clast-poor muddy diamict
- generally slightly lighter than overlying interval, but some irregular variations to darker tones
- granules and pebbles (rel. few pebbles)
- clast compositions include siltstone, granitoid, quartz (vein), sandstone",,,,,,341,U1419,C,16,H,CC,A,
341-U1419C-17H-1-A,0,141,97.3,98.71,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"fine muddy matrix; clasts are randomly dispersed (mainly granule sized); silt-, sand-, greenstone; quartz; one sandstone clast (1 cm) @ 131 cm",,,,,,341,U1419,C,17,H,1,A,
341-U1419C-17H-2-A,0,14,98.71,98.85,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"fine muddy matrix; clasts are randomly dispersed (mainly granule sized); silt-, sand-, greenstone; quartz",,,,,,341,U1419,C,17,H,2,A,
341-U1419C-17H-2-A,14,53,98.85,99.24,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"muddy matrix; black metasiltsone; chlorite bearing metamorphics, granitoids, quartz granules (up to 5 mm), less pebbles",,,,,,341,U1419,C,17,H,2,A,
341-U1419C-17H-2-A,53,65,99.24,99.36,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"fine muddy matrix; clasts are randomly dispersed (mainly granule sized); silt-, sand-, greenstone; quartz",,,,,,341,U1419,C,17,H,2,A,
341-U1419C-17H-CC-A,0,18,99.36,99.54,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"fine muddy matrix; clasts are randomly dispersed (mainly granule sized); silt-, sand-, greenstone; quartz",,,,,,341,U1419,C,17,H,CC,A,
341-U1419C-17H-CC-A,18,23,99.54,99.59,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1419,C,17,H,CC,A,
341-U1419C-19H-CC-A,0,12,104.3,104.42,,clast-poor diamict [M89m],,clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"max 0.5 cm sized granules of black metasiltstones, granitoids, quartz",,,,,,341,U1419,C,19,H,CC,A,
341-U1419C-19H-CC-A,12,17,104.42,104.47,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1419,C,19,H,CC,A,
341-U1419C-20H-1-A,0,50,104.4,104.9,,clast-poor diamict [M89m],,clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,more granules than pebbles,,,,,,341,U1419,C,20,H,1,A,
341-U1419C-20H-1-A,50,146,104.9,105.86,,clast-rich diamict [M89m],with sand [Leg339],clast-rich diamict  with sand ,,,,N 4 (dark gray),,,,,,,,,,,shell fragment,,,"granules and pebbles of siltstone, greenstone, quartz; shell fragment @ 137 cm",,,,,,341,U1419,C,20,H,1,A,
341-U1419C-20H-2-A,0,110,105.85,106.95,,clast-rich diamict [M89m],with sand [Leg339],clast-rich diamict  with sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,"granules and pebbles up to 2.5 cm; sandstone, siltstone, granitoid, quartz",,,,,,341,U1419,C,20,H,2,A,
341-U1419C-20H-2-A,110,145,106.95,107.3,,clast-poor diamict [M89m],,clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,more granules than pebbles,,,,,,341,U1419,C,20,H,2,A,
341-U1419C-20H-3-A,0,13,107.3,107.43,,clast-poor diamict [M89m],,clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,very clayey; more granules than pebbles,,,,,,341,U1419,C,20,H,3,A,
341-U1419C-20H-3-A,13,103,107.43,108.33,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"interstratified diamict; grains, granules, pebbles of siltstone, granitoids; subtle color changes between bands of more muddy and more sandy diamict",,,,,,341,U1419,C,20,H,3,A,
341-U1419C-20H-CC-A,0,22,108.33,108.55,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"interstratified diamict; grains, granules, pebbles of siltstone, granitoids, quartz (up to 1 cm); subtle color changes between bands of more muddy and more sandy diamict",,,,,,341,U1419,C,20,H,CC,A,
341-U1419C-20H-CC-A,22,27,108.55,108.6,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1419,C,20,H,CC,A,
