Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data
369-U1513A-8F-2-A,0,138,59,60.38,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 8/2 (pale yellow),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze,,,
369-U1513A-8F-3-A,0,75,60.49,61.24,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 8/3 (pale yellow),massive [BJ84],,,,,clay [W22_1],1,nodule,manganese,none,0,Two nodules of manganese are observed at 38 and 74 cm,,,,,,,,,,calcareous ooze,calcareous ooze,,,
369-U1513A-8F-3-A,75,78,61.24,61.27,I,,,,,,,,,,,,,,,,,,,,,,Interval void,,,,,,,,,,,,,,
369-U1513A-8F-3-A,78,136,61.27,61.85,I,,,,,nannofossil ooze,,nannofossil ooze,,,2.5Y 7/3 (pale yellow),massive [BJ84],,,,,clay [W22_1],1,nodule,manganese,none,0,A nodule of manganese is observed at 93-96 cm>,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-8F-4-A,0,52,61.85,62.37,I,,,,,nannofossil ooze,,nannofossil ooze,,,2.5Y 7/3 (pale yellow),massive [BJ84],,,,,clay [W22_1],1,nodule,manganese,none,0,"Three nodules of manganese are observed at 10-11 cm, 20-23 cm, 30",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-8F-CC-A,0,19,62.37,62.56,I,,,,,nannofossil ooze,,nannofossil ooze,,,2.5Y 7/3 (pale yellow),massive [BJ84],,,,,clay [W22_1],1,nodule,manganese,none,0,A nodule of manganese is observed at 3-6 cm,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-9H-1-A,0,14,62.2,62.34,II,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 7/3 (pale yellow),massive [BJ84],,,,,clay [W22_1],1,nodule,manganese,none,0,A nodule of manganese is observed at 3-6 cm,,,,,,,,,,calcareous ooze,calcareous ooze,,,
369-U1513A-9H-1-A,14,150,62.34,63.7,II,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 7/3 (pale yellow),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,gradational boundary or contact,,gradational,,,,,,,calcareous ooze,calcareous ooze,,,
369-U1513A-9H-2-A,0,150,63.7,65.2,II,,,,,calcareous ooze,,calcareous ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,calcareous ooze,calcareous ooze,,,
369-U1513A-9H-3-A,0,150,65.2,66.7,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-9H-4-A,0,140,66.7,68.1,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-9H-5-A,0,150,68.2,69.7,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,nodule,chert,none,0,A nodule of chert is observed at 14-20 cm,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-9H-6-A,0,150,69.7,71.2,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-9H-7-A,0,69,71.2,71.89,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-9H-CC-A,0,13,71.89,72.02,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-10H-1-A,0,150,71.7,73.2,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,fragment,chert,none,0,A nodule of chert is observed at 1-5 cm,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-10H-2-A,0,150,73.2,74.7,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-10H-3-A,0,150,74.7,76.2,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-10H-4-A,0,150,76.2,77.7,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-10H-5-A,0,133,77.7,79.03,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-10H-6-A,0,101,79.03,80.04,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-10H-7-A,0,52,80.04,80.56,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-10H-CC-A,0,6,80.56,80.62,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-11F-1-A,0,150,80.6,82.1,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-11F-2-A,0,150,82.1,83.6,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,nodule,ca carbonate,none,0,A silicified limestone fragment is observed at 6-10 cm,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-11F-3-A,0,91,83.6,84.51,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-11F-4-A,0,76,84.61,85.37,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-11F-CC-A,0,18,85.37,85.55,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-12F-1-A,0,151,85.3,86.81,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,nodule,chert,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-12F-2-A,0,101,86.81,87.82,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-12F-3-A,0,91,87.82,88.73,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-12F-CC-A,0,7,88.73,88.8,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-13F-1-A,0,105,90,91.05,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,nodule,ca carbonate,none,0,two silicified limestone fragments are present at 32-35 cm and 65-58 cm,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-13F-CC-A,0,17,91.05,91.22,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-14F-1-A,0,150,91.2,92.7,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,nodule,ca carbonate,none,0,A silicified limestone fragment is present at 16 cm,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-14F-2-A,0,73,92.7,93.43,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-14F-2-A,73,107,93.43,93.77,II,,,,,,,,,,,,,,,,,,,,,,interval void,,,,,,,,,,,,,,
369-U1513A-14F-2-A,107,140,93.77,94.1,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-14F-3-A,0,128,94.2,95.48,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-14F-CC-A,0,8,95.48,95.56,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-16X-1-A,0,102,95.7,96.72,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,nodule,ca carbonate,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-16X-CC-A,0,10,96.72,96.82,II,,,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze with clay,,,
369-U1513A-17X-1-A,0,150,98.7,100.2,II,,,,clayey,nannofossil ooze,,clayey nannofossil ooze,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,,,clay [W22_1],1,nodule,ca carbonate,none,0,"Between 0-12 and 69 and 75, fragments of silicified limestone are present",,,,,,,,,,clayey nannofossil ooze,nannofossil ooze,,,
369-U1513A-17X-2-A,0,140,100.2,101.6,II,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,,,clay [W22_1],1,,,none,0,"Between 13-20, 32-34, 52-59, 66-69, 98-104 fragments of silicified limestone are present",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-17X-3-A,0,100,101.7,102.7,II,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,,,clay [W22_1],1,,,none,0,Between 65-70 fragments of silicified limestone are present. An inoceramid fragment was also found.,,,,,,,,shell fragment,trace,nannofossil ooze,nannofossil ooze,,,
369-U1513A-17X-4-A,0,85,102.7,103.55,II,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,,,clay [W22_1],1,,,none,0,Between 22-29 fragments of silicified limestone are present,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-17X-CC-A,0,14,103.55,103.69,II,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,,,clay [W22_1],1,,,none,0,Between 14 and 18 cm a fragment of silicified limestone is present,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-17X-CC-A,18,35,103.73,103.9,II,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,color boundary or contact,,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-18X-1-A,0,14,108.3,108.44,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,,,clay [W22_1],1,nodule,ca carbonate,none,0,A silicified limestone is present in this interval. Nodular appearance is a consequence of drilling disturbance.,sharp boundary or contact,straight,sharp,,,,,,,silicified limestone,limestone,,,
369-U1513A-18X-1-A,14,34,108.44,108.64,II,,,,,nannofossil ooze,,nannofossil ooze,,,2.5Y 8/1 (white),massive [BJ84],,,,,clay [W22_1],1,nodule,ca carbonate,none,0,A silicified limestone is present between 19 and 21 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-18X-CC-A,7,16,108.71,108.8,II,,,,clayey,nannofossil ooze,,clayey nannofossil ooze,,,2.5Y 8/1 (white),mottled,,,,,clay [W22_1],1,nodule,ca carbonate,,2,,discontinuous boundary or contact,gradational,gradational,,,,,,,clayey nannofossil ooze,nannofossil ooze,,,
369-U1513A-18X-CC-A,16,25,108.8,108.89,II,,,,,nannofossil ooze,,nannofossil ooze,,,2.5Y 8/1 (white),massive [BJ84],,,,,clay [W22_1],1,nodule,ca carbonate,none,0,Silicified limestone nodules present in this interval.,sharp boundary or contact,straight,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-18X-CC-A,25,39,108.89,109.03,II,,,,,nannofossil ooze,,nannofossil ooze,,,5Y 6/1 (light olive gray),massive [BJ84],,,,,clay [W22_1],1,nodule,ca carbonate,none,0,A silicified limestone is present in this interval. Nodular appearance is a consequence of drilling disturbance.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-19X-1-A,0,5,117.9,117.95,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 6/N (gray),mottled,,,,,clay [W22_1],1,,,,,interval void,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-19X-1-A,5,98,117.95,118.88,II,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),mottled,,,,,clay [W22_1],1,,,moderate,2,,sharp boundary or contact,irregular,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-19X-1-A,98,107,118.88,118.97,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 6/N (gray),mottled,,,,,clay [W22_1],1,,,,,,sharp boundary or contact,irregular,sharp,,,,,,,silicified limestone,limestone,,,
369-U1513A-19X-1-A,107,130,118.97,119.2,II,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),mottled,,,,,clay [W22_1],1,,,low,2,,sharp boundary or contact,irregular,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-19X-1-A,130,139,119.2,119.29,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 6/N (gray),mottled,,,,,clay [W22_1],1,,,,,,sharp boundary or contact,irregular,sharp,,,,,,,silicified limestone,limestone,,,
369-U1513A-19X-1-A,139,150,119.29,119.4,II,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),mottled,,,,,clay [W22_1],1,nodule,ca carbonate,none,0,Silicified limestone nodules present in this interval.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-19X-2-A,0,10,119.4,119.5,II,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),mottled,,,,,clay [W22_1],1,nodule,ca carbonate,none,0,Silicified limestone nodules present in this interval.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-19X-2-A,10,97,119.5,120.37,II,,,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,GLEY 1 8/N (white),mottled,,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,nannofossil ooze,nannofossil ooze with clay,,,
369-U1513A-19X-2-A,97,104,120.37,120.44,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 6/N (gray),mottled,,,,,clay [W22_1],1,,,,,,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-19X-2-A,104,141,120.44,120.81,II,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),mottled,,,,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-19X-3-A,0,97,120.91,121.88,II,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),mottled,,,,,clay [W22_1],1,nodule,ca carbonate,moderate,2,"Between 59-85 cm, silicified limestone nodules present in this interval.",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-19X-CC-A,0,28,121.88,122.16,II,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-20X-1-A,0,18,127.5,127.68,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 7/N (light gray),mottled,,,,,clay [W22_1],1,,,,,,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-20X-1-A,18,150,127.68,129,II,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-20X-2-A,0,141,129,130.41,II,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),mottled,,,,,clay [W22_1],1,nodule,ca carbonate,moderate,2,"Between 4-8 and 101-102, 115-116 cm, fragments of silicified limestone are present",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-20X-3-A,0,86,130.51,131.37,II,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/N (white),mottled,,,,,clay [W22_1],1,nodule,ca carbonate,moderate,2,"Between 48-53 cm and 79-90cm, fragments of silicified limestone are present",color boundary or contact,irregular,gradational,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-20X-3-A,86,96,131.37,131.47,II,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 6/N (gray),mottled,,,,,clay [W22_1],1,,,high,3,,curved boundary or contact,straight,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-20X-3-A,96,104,131.47,131.55,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 7/N (light gray),mottled,,,,,clay [W22_1],1,,,,,,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-20X-3-A,104,119,131.55,131.7,II,,,,,nannofossil ooze,,nannofossil ooze,,,2.5YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-20X-4-A,0,50,131.7,132.2,II,,,,,nannofossil ooze,,nannofossil ooze,,,2.5YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-20X-CC-A,0,31,132.2,132.51,II,,,,,nannofossil ooze,,nannofossil ooze,,,2.5YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-21X-1-A,0,10,133.5,133.6,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1,nodule,ca carbonate,none,0,Nodules are present in this interval.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-21X-1-A,10,71,133.6,134.21,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),mottled,,,,,clay [W22_1],1,nodule,ca carbonate,none,0,"Nodules are present at 26, 31, 45 and 46 cm.",irregular boundary or contact,straight,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-21X-1-A,71,77,134.21,134.27,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 7/1 (light gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,color boundary or contact,irregular-straight,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-21X-1-A,77,95,134.27,134.45,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),mottled,,,,,clay [W22_1],1,nodule,ca carbonate,none,0,Nodules are present at 76-83 and 90-95 cm.,irregular boundary or contact,straight,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-21X-CC-A,0,9,134.45,134.54,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),mottled,,,,,clay [W22_1],1,nodule,ca carbonate,none,0,Nodules are present in this interval.,irregular boundary or contact,straight,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-21X-CC-A,14,20,134.59,134.65,II,,,,silicified,limestone [USGS],,silicified limestone,,,5Y 8/1 (white),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-22X-1-A,0,44,138.5,138.94,II,,,,,nannofossil ooze,,nannofossil ooze,,,2.5YR 8/1 (white),mottled,,,,,clay [W22_1],1,nodule,ca carbonate,low,2,A manganese nodule is present at the top of this section (11 cm) .,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-22X-CC-A,7,17,139.01,139.11,II,,,,,nannofossil ooze,,nannofossil ooze,,,2.5YR 8/1 (white),mottled,,,,,clay [W22_1],1,,,moderate,2,,irregular boundary or contact,irregular,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-22X-CC-A,17,47,139.11,139.41,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 6/N (gray),massive [BJ84],,,,,clay [W22_1],1,,,none,0,Darker carbonates lenses are observed in this interval,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-23X-1-A,0,6,148.1,148.16,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 7/N (light gray),massive [BJ84],,,,,clay [W22_1],1,,,none,0,Black streaks present in the silicified limestone.,sharp boundary or contact,straight,sharp,,,,,,,silicified limestone,limestone,,,
369-U1513A-23X-1-A,6,18,148.16,148.28,II,,,,,nannofossil ooze,,nannofossil ooze,,,5Y 8/1 (white),mottled,,,,,clay [W22_1],1,,,low,2,Black streaks present in the nannofossil ooze.,color boundary or contact,gradational,gradational,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-23X-1-A,18,22,148.28,148.32,II,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 7/5GY (light greenish grey),mottled,,,,,clay [W22_1],1,,,moderate,2,,color boundary or contact,straight-irregular,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-23X-1-A,22,25,148.32,148.35,II,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 4/N (dark gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,color boundary or contact,straight,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-23X-1-A,25,30,148.35,148.4,II,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 6/N (gray),mottled,,,,,clay [W22_1],1,,,low,2,,color boundary or contact,straight,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-23X-1-A,30,55,148.4,148.65,II,,,,,nannofossil ooze,,nannofossil ooze,,,5Y 8/1 (white),massive [BJ84],,,,,clay [W22_1],1,,,low,2,Black streaks present in the calcareous ooze.,inclined boundary or contact,irregular,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-23X-1-A,55,59,148.65,148.69,II,,,,silicified,limestone [USGS],,silicified limestone,,,5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1,,,none,0,Black streaks present in the silicified limestone.,sharp boundary or contact,straight,sharp,,,,,,,silicified limestone,limestone,,,
369-U1513A-23X-CC-A,0,20,148.69,148.89,II,,,,,nannofossil ooze,,nannofossil ooze,,,5Y 8/1 (white),massive [BJ84],,,,,clay [W22_1],1,nodule,ca carbonate,low,2,,color boundary or contact,irregular,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-23X-CC-A,20,26,148.89,148.95,II,,,,silicified,limestone [USGS],,silicified limestone,,,5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,silicified limestone,limestone,,,
369-U1513A-24X-1-A,0,100,149.1,150.1,II,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,nodule,ca carbonate,moderate,2,"Between 31-33 cm, a silicified limestone nodule is present",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-24X-CC-A,5,27,150.15,150.37,II,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-25X-1-A,0,38,153.9,154.28,II,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-25X-1-A,38,48,154.28,154.38,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 6/N (gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,irregular boundary or contact,irregular,sharp,,,,,,,silicified limestone,limestone,,,
369-U1513A-25X-1-A,48,89,154.38,154.79,II,,,,,nannofossil ooze,,nannofossil ooze,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
369-U1513A-25X-CC-A,0,9,154.79,154.88,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,gradational boundary or contact,,gradational,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
