Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
362-U1480F-6H-6-A,0.0,50.0,139.92,140.42,IIA,,fine sand,with clay,fine sand,fine sand with clay,fine sand with clay,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4.0,non-graded,well,,,severe coring disturbance,,,,,,,,,,,,,,,,,,,362,U1480,F,6,H,6,A
362-U1480F-6H-CC-A,0.0,13.0,140.42,140.55,IIA,,fine sand,with clay,fine sand,fine sand with clay,fine sand with clay,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4.0,non-graded,well,,,severe coring disturbance,,,,,,,,,,,,,,,,,,,362,U1480,F,6,H,CC,A
362-U1480F-7H-1-A,0.0,18.0,140.6,140.78,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,very thick bed,unlithified,medium sand,5.0,non-graded,well,,,very strongly disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,7,H,1,A
362-U1480F-7H-1-A,18.0,25.0,140.78,140.85,IIA,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),,,,,thin bed,unlithified,fine sand,4.0,non-graded,poor,,,Remnant clay be probably not insitu,structureless,slight,3.0,,,,,,,,,,,,,,,,362,U1480,F,7,H,1,A
362-U1480F-7H-1-A,25.0,150.0,140.85,142.1,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,very thick bed,unlithified,medium sand,5.0,non-graded,well,,,very strongly disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,7,H,1,A
362-U1480F-7H-CC-A,0.0,49.0,142.1,142.59,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,very thick bed,unlithified,medium sand,5.0,non-graded,well,,,very strongly disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,7,H,CC,A
362-U1480F-8H-1-A,0.0,135.0,142.6,143.95,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,very thick bed,unlithified,medium sand,5.0,non-graded,well,,,very strongly disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,8,H,1,A
362-U1480F-8H-2-A,0.0,133.0,143.95,145.28,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,very thick bed,unlithified,medium sand,5.0,non-graded,well,,,very strongly disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,8,H,2,A
362-U1480F-8H-3-A,0.0,110.0,145.28,146.38,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,very thick bed,unlithified,medium sand,5.0,non-graded,well,,,very strongly disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,8,H,3,A
362-U1480F-8H-CC-A,0.0,5.0,146.38,146.43,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,very thick bed,unlithified,medium sand,5.0,non-graded,well,,,very strongly disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,8,H,CC,A
362-U1480F-9F-1-A,0.0,137.0,146.5,147.87,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,very thick bed,unlithified,medium sand,5.0,non-graded,well,,,very strongly disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,9,F,1,A
362-U1480F-9F-2-A,0.0,136.0,147.87,149.23,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,very thick bed,unlithified,medium sand,5.0,non-graded,well,,,very strongly disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,9,F,2,A
362-U1480F-9F-3-A,0.0,87.0,149.23,150.1,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,very thick bed,unlithified,medium sand,5.0,non-graded,well,,,very strongly disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,9,F,3,A
362-U1480F-9F-4-A,0.0,63.0,150.1,150.73,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,very thick bed,unlithified,medium sand,5.0,non-graded,well,,,very strongly disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,9,F,4,A
362-U1480F-10F-1-A,0.0,19.0,151.2,151.39,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,very thick bed,unlithified,medium sand,5.0,non-graded,well,,,very strongly disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,10,F,1,A
362-U1480F-10F-1-A,19.0,42.0,151.39,151.62,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,,very thick bed,unlithified,medium sand,5.0,normal grading,poor,clay,fine sand,normal graded bed still intact and less affected by drilling disturbance. Maybe continuation to deeper and coarser part which is strongly disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,10,F,1,A
362-U1480F-10F-1-A,42.0,142.0,151.62,152.62,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,very thick bed,unlithified,medium sand,5.0,non-graded,well,,,very strongly disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,10,F,1,A
362-U1480F-10F-2-A,0.0,130.0,152.62,153.92,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,very thick bed,unlithified,medium sand,5.0,non-graded,well,,,very strongly disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,10,F,2,A
362-U1480F-10F-3-A,0.0,86.0,154.04,154.9,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,very thick bed,unlithified,medium sand,5.0,non-graded,well,,,very strongly disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,10,F,3,A
362-U1480F-10F-4-A,0.0,67.0,154.9,155.57,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,very thick bed,unlithified,medium sand,5.0,non-graded,well,,,very strongly disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,10,F,4,A
362-U1480F-11F-1-A,0.0,112.0,155.9,157.02,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,very thick bed,unlithified,medium sand,5.0,non-graded,well,,,very strongly disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,11,F,1,A
362-U1480F-11F-2-A,0.0,128.0,157.02,158.3,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,very thick bed,unlithified,medium sand,5.0,non-graded,well,,,very strongly disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,11,F,2,A
362-U1480F-11F-3-A,0.0,131.0,158.3,159.61,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,very thick bed,unlithified,medium sand,5.0,non-graded,well,,,very strongly disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,11,F,3,A
362-U1480F-12F-1-A,0.0,14.0,160.6,160.74,IIA,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,sub-horizontal,medium bed,unlithified,silt,2.0,non-graded,poor,clay,silt,fall in from top,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,1,A
362-U1480F-12F-1-A,14.0,23.0,160.74,160.83,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),planar,gradational,planar gradational,horizontal,thin bed,unlithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,1,A
362-U1480F-12F-1-A,23.0,27.0,160.83,160.87,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,1,A
362-U1480F-12F-1-A,27.0,28.0,160.87,160.88,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),planar,gradational,planar gradational,sub-horizontal,very thin bed,unlithified,silt,2.0,normal grading,moderate,clay,silt,,lenticular bedded,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,1,A
362-U1480F-12F-1-A,28.0,77.0,160.88,161.37,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,1,A
362-U1480F-12F-1-A,77.0,79.0,161.37,161.39,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),curviplanar,gradational,curviplanar gradational,horizontal,very thin bed,unlithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,1,A
362-U1480F-12F-1-A,79.0,89.0,161.39,161.49,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,1,A
362-U1480F-12F-1-A,89.0,94.0,161.49,161.54,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),curviplanar,gradational,curviplanar gradational,horizontal,thin bed,unlithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,1,A
362-U1480F-12F-1-A,94.0,137.0,161.54,161.97,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,1,A
362-U1480F-12F-1-A,137.0,143.0,161.97,162.03,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),curviplanar,gradational,curviplanar gradational,horizontal,thin bed,unlithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,1,A
362-U1480F-12F-1-A,143.0,150.0,162.03,162.1,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,1,A
362-U1480F-12F-2-A,0.0,11.0,162.1,162.21,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,2,A
362-U1480F-12F-2-A,11.0,15.0,162.21,162.25,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),curviplanar,gradational,curviplanar gradational,horizontal,thin bed,unlithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,moderate,4.0,Planolites,,,,,,,,,,,,,,,362,U1480,F,12,F,2,A
362-U1480F-12F-2-A,15.0,15.5,162.25,162.255,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,2,A
362-U1480F-12F-2-A,15.5,17.5,162.255,162.275,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),curviplanar,gradational,curviplanar gradational,horizontal,very thin bed,unlithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,moderate,4.0,Planolites,,,,,,,,,,,,,,,362,U1480,F,12,F,2,A
362-U1480F-12F-2-A,17.5,18.0,162.275,162.28,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,2,A
362-U1480F-12F-2-A,18.0,23.0,162.28,162.33,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),curviplanar,gradational,curviplanar gradational,horizontal,thin bed,unlithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,moderate,4.0,Planolites,,,,,,,,,,,,,,,362,U1480,F,12,F,2,A
362-U1480F-12F-2-A,23.0,24.0,162.33,162.34,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,2,A
362-U1480F-12F-2-A,24.0,28.0,162.34,162.38,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),curviplanar,gradational,curviplanar gradational,horizontal,thin bed,unlithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,moderate,4.0,Planolites,,,,,,,,,,,,,,,362,U1480,F,12,F,2,A
362-U1480F-12F-2-A,28.0,29.0,162.38,162.39,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,2,A
362-U1480F-12F-2-A,29.0,38.0,162.39,162.48,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),curviplanar,gradational,curviplanar gradational,horizontal,thin bed,unlithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,slight,3.0,Planolites,,,,,,,,,,,,,,,362,U1480,F,12,F,2,A
362-U1480F-12F-2-A,38.0,39.5,162.48,162.495,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,2,A
362-U1480F-12F-2-A,39.5,45.0,162.495,162.55,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),curviplanar,gradational,curviplanar gradational,horizontal,thin bed,unlithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,2,A
362-U1480F-12F-2-A,45.0,50.0,162.55,162.6,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,2,A
362-U1480F-12F-2-A,50.0,51.0,162.6,162.61,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),curviplanar,gradational,curviplanar gradational,horizontal,very thin bed,unlithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,2,A
362-U1480F-12F-2-A,51.0,53.0,162.61,162.63,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,2,A
362-U1480F-12F-2-A,53.0,62.0,162.63,162.72,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/N (dark gray),planar,gradational,planar gradational,horizontal,thin bed,unlithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,slight,3.0,Planolites,,,,,,,,,,,,,,,362,U1480,F,12,F,2,A
362-U1480F-12F-2-A,62.0,68.0,162.72,162.78,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,2,A
362-U1480F-12F-3-A,0.0,150.0,162.78,164.28,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,3,A
362-U1480F-12F-4-A,0.0,68.0,164.28,164.96,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,4,A
362-U1480F-12F-CC-A,0.0,6.0,164.96,165.02,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,12,F,CC,A
362-U1480F-13F-1-A,0.0,69.0,165.3,165.99,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,Core is heavily disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,13,F,1,A
362-U1480F-13F-1-A,69.0,120.0,165.99,166.5,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/10Y (dark greenish gray),planar,sharp,planar sharp,horizontal,thick bed,unlithified,,,non-graded,moderate,,,Core is disturbed and parallel bedding is deformed by drilling (flow in).,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,13,F,1,A
362-U1480F-13F-1-A,120.0,131.0,166.5,166.61,IIA,,silt,with clay,silt,silt with clay,silt with clay,,GLEY 1 4/10Y (dark greenish gray),,,,,medium bed,unlithified,,,non-graded,well,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,13,F,1,A
362-U1480F-13F-2-A,0.0,150.0,166.8,168.3,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,Core is heavily disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,13,F,2,A
362-U1480F-13F-3-A,0.0,67.0,168.3,168.97,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,Core is heavily disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,13,F,3,A
362-U1480F-13F-CC-A,0.0,30.0,168.97,169.27,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,Core is heavily disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,13,F,CC,A
362-U1480F-14F-1-A,0.0,15.0,170.0,170.15,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 5/N (gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,plant fragment,R,,,,,,,,,362,U1480,F,14,F,1,A
362-U1480F-14F-1-A,15.0,25.0,170.15,170.25,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,medium bed,unlithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,14,F,1,A
362-U1480F-14F-1-A,25.0,38.0,170.25,170.38,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 5/N (gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,plant fragment,R,,,,,,,,,362,U1480,F,14,F,1,A
362-U1480F-14F-1-A,38.0,61.0,170.38,170.61,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),irregular,gradational,irregular gradational,sub-horizontal,medium bed,unlithified,silt,2.0,normal grading,moderate,clay,silt,,convolute bedded,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,14,F,1,A
362-U1480F-14F-1-A,61.0,87.5,170.61,170.875,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 5/N (gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,plant fragment,R,,,,,,,,,362,U1480,F,14,F,1,A
362-U1480F-14F-1-A,87.5,91.0,170.875,170.91,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),curviplanar,sharp,curviplanar sharp,horizontal,thin bed,unlithified,silt,2.0,normal grading,moderate,clay,silt,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,14,F,1,A
362-U1480F-14F-1-A,91.0,150.0,170.91,171.5,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 5/N (gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,plant fragment,R,,,,,,,,,362,U1480,F,14,F,1,A
362-U1480F-14F-2-A,0.0,67.0,171.5,172.17,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 5/N (gray),,,,,very thick bed,unlithified,silt,2.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,plant fragment,R,,,,,,,,,362,U1480,F,14,F,2,A
362-U1480F-14F-2-A,67.0,130.0,172.17,172.8,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),curviplanar,sharp,curviplanar sharp,sub-vertical,thick bed,unlithified,silt,2.0,normal grading,moderate,clay,silt,This alternating silt/clay layer is strongly deformed by piston coring,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,14,F,2,A
362-U1480F-14F-3-A,0.0,81.0,173.0,173.81,IIA,,alternating sand/mud layers,with clay,alternating sand/mud layers,alternating sand/mud layers with clay,alternating sand/mud layers with clay,,GLEY 1 5/N (gray),curviplanar,sharp,curviplanar sharp,sub-vertical,very thick bed,unlithified,very fine sand,3.0,non-graded,poor,clay,very fine sand,This alternating silt/clay layer is strongly deformed by piston coring,structureless,absent,1.0,,,,,,plant fragment,C,,,,,,,,,362,U1480,F,14,F,3,A
362-U1480F-14F-4-A,0.0,73.0,174.0,174.73,IIA,,alternating sand/mud layers,with clay,alternating sand/mud layers,alternating sand/mud layers with clay,alternating sand/mud layers with clay,,GLEY 1 5/N (gray),curviplanar,sharp,curviplanar sharp,sub-vertical,very thick bed,unlithified,very fine sand,3.0,non-graded,poor,clay,very fine sand,This alternating silt/clay layer is strongly deformed by piston coring,structureless,absent,1.0,,,,,,plant fragment,C,,,,,,,,,362,U1480,F,14,F,4,A
362-U1480F-14F-CC-A,0.0,17.0,174.73,174.9,IIA,,alternating sand/mud layers,with clay,alternating sand/mud layers,alternating sand/mud layers with clay,alternating sand/mud layers with clay,,GLEY 1 5/N (gray),curviplanar,sharp,curviplanar sharp,sub-vertical,very thick bed,unlithified,very fine sand,3.0,non-graded,poor,clay,very fine sand,This alternating silt/clay layer is strongly deformed by piston coring,structureless,absent,1.0,,,,,,plant fragment,C,,,,,,,,,362,U1480,F,14,F,CC,A
362-U1480F-15F-1-A,0.0,5.0,174.7,174.75,IIA,,clay,,clay,clay,clay,,GLEY 1 5/N (gray),irregular,sharp,irregular sharp,inclined,,unlithified,silt,2.0,non-graded,moderate,,,Coring disturbance. Mix of clays of different colour (gray and greenish),structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,15,F,1,A
362-U1480F-15F-1-A,5.0,14.0,174.75,174.84,IIA,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,sub-horizontal,,unlithified,fine sand,4.0,inverse grading,moderate,fine sand,silt,Coring disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,15,F,1,A
362-U1480F-15F-1-A,14.0,31.0,174.84,175.01,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,unlithified,silt,2.0,normal grading,moderate,clay,silt,Coring disturbance. All beds are normally graded with a sharp basal boundary,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,15,F,1,A
362-U1480F-15F-1-A,31.0,47.0,175.01,175.17,IIA,,silt,,silt,silt,silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,sub-horizontal,,unlithified,fine sand,4.0,non-graded,moderate,,,Coring disturbance,,,,,,,,,,,,,,,,,,,362,U1480,F,15,F,1,A
362-U1480F-15F-1-A,47.0,68.0,175.17,175.38,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,sub-horizontal,thin bed,unlithified,silt,2.0,normal grading,moderate,clay,silt,Coring disturbance. All beds are normally graded with a sharp basal boundary,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,15,F,1,A
362-U1480F-15F-1-A,68.0,75.0,175.38,175.45,IIA,,silt,,silt,silt,silt,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Coring disturbance,,,,,,,,,,,,,,,,,,,362,U1480,F,15,F,1,A
362-U1480F-15F-2-A,0.0,12.0,175.45,175.57,IIA,,silt,,silt,silt,silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,sub-horizontal,,unlithified,fine sand,4.0,non-graded,moderate,,,Coring disturbance,,,,,,,,,,,,,,,,,,,362,U1480,F,15,F,2,A
