Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data
356-U1463C-10H-3-A,0,150,80.6,82.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray homogeneous mudstone with vf sand size grains. Occasional macrofossil fragments (foram, tube)",,,
356-U1463C-10H-4-A,0,150,82.1,83.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogenoeus mudstone with fine sand size grains. Below 70 cm it is coarser grained (sand size)",,,
356-U1463C-10H-5-A,0,150,83.6,85.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous mudstone with fine sand size sand. Sparse bivalve fragments and benthic forams",,,
356-U1463C-10H-6-A,0,150,85.1,86.6,lithified [B84],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous mudstone with fine sand size grains. Few tube fragments",,,
356-U1463C-10H-7-A,0,59,86.6,87.19,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray homogeneous mudstone with fine sand size grains. Occasional tube, bivalve and larger benthic foram",,,
356-U1463C-10H-CC-A,0,45,87.19,87.64,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray homogeneous mudstone with fine sand size grains. Occasional tube, bivalve and larger benthic foram",,,
356-U1463C-11H-1-A,0,20,87.1,87.3,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray homogeneous mudstone with fine sand size grains",,,
356-U1463C-11H-1-A,20,50,87.3,87.6,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified grainstone with bivalves, gastropods, large benthic forams, echinoderm spines, solitary mud dwelling coral (usually shallow water)",,,
356-U1463C-11H-1-A,50,127,87.6,88.37,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray homogeneous mudstone with fine sand size grains",,,
356-U1463C-11H-1-A,127,150,88.37,88.6,,,,,,,,,,,,,,,,,void,,,
356-U1463C-11H-2-A,0,150,88.6,90.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray homogeneous mudstone with fine sand size grains and no visible macrofossils",,,
356-U1463C-11H-3-A,0,74,90.1,90.84,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous mudstone with fine sand size grains and no visible macrofossils",,,
356-U1463C-11H-4-A,0,150,90.84,92.34,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray homogeneous mudstone with fine sand size grains and no visible macrofossils",,,
356-U1463C-11H-5-A,0,150,92.34,93.84,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray, homogeneous mudstone with fine sand size grains. A crustacean fragment and a bivalve fragment",,,
356-U1463C-11H-6-A,0,150,93.84,95.34,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,cream,,,,,moderate [B06],3,,,"Unlithified, cream homogeneous mudstone with no macrofossils (visible) minor bivalve sand size fragments",,,
356-U1463C-11H-7-A,0,117,95.34,96.51,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream mudstone with an interval of parallel laminae from 37-47 cm. Sharp basal and top contacts and coarser sand size grains. Occasional bivalve fragmetns (sand size) and burrows",,,
356-U1463C-11H-CC-A,0,12,96.51,96.63,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream homogeneous mudstone",,,
356-U1463C-11H-CC-A,12,17,96.63,96.68,,,,,,,,,,,,,,,,,to pal,,,
356-U1463C-12H-1-A,0,25,96.6,96.85,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray mudstone with sand size grains",,,
356-U1463C-12H-1-A,25,110,96.85,97.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,soupy mudstone,,,
356-U1463C-12H-1-A,110,150,97.7,98.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greeenish gray, homogeneous mudstone",,,
356-U1463C-12H-2-A,0,151,98.1,99.61,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray homogeneous mudstone with very fine sand size grains",,,
356-U1463C-12H-3-A,0,150,99.61,101.11,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Unlithified olive gray homogeneous mudstone with fine sand size grains. Macros, one tube",,,
356-U1463C-12H-4-A,0,150,101.11,102.61,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray homogeneous mudstone with fine sand size grains",,,
356-U1463C-12H-5-A,0,150,102.61,104.11,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray homogeneous wackestone with fine sand size grains and no visible macrofossils",,,
356-U1463C-12H-6-A,0,150,104.11,105.61,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,Unlithified light greenish gray homogeneous mudstone with sand size grains and no visible macrofossils,,,
356-U1463C-12H-7-A,0,71,105.61,106.32,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,Unlithified light greenish gray homogeneous mudstone with sand size grains and no visible macrofossils,,,
356-U1463C-12H-CC-A,0,5,106.32,106.37,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,Unlithified light greenish gray homogeneous mudstone with sand size grains and no visible macrofossils,,,
356-U1463C-12H-CC-A,5,10,106.37,106.42,,,,,,,,,,,,,,,,,to pal,,,
356-U1463C-13H-1-A,0,20,106.1,106.3,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray homogeneous mudstone with no visible macrofossils",,,
356-U1463C-13H-1-A,20,32,106.3,106.42,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,light olive gray,,,,,,,,,"Grainstone, gravel size, contains bivalve fragments, large benthic forams, tubes and echinoderm spines. Likely caved in",,,
356-U1463C-13H-1-A,32,150,106.42,107.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, homogeneous mudstone with no visible macrofossils",,,
356-U1463C-13H-2-A,0,151,107.6,109.11,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,,,,,Unlithified creamy gray homogeneous mudstone. A bivalve fragment and a crustacean fragment,,,
356-U1463C-13H-3-A,0,150,109.11,110.61,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,"Unlithified, light olive gray homogeneous mudstone with moderate bioturbation. One bivalve fragment",,,
356-U1463C-13H-4-A,0,26,110.61,110.87,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,moderate [B06],3,sharp,sub-horizontal,"Unlithified, light olive gray homogeneous mudstone with moderate bioturbation above contact. Burrows are several cn's long",,,
356-U1463C-13H-4-A,26,145,110.87,112.06,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray mudstone with sand size grains. Three tubes and bivalve 3 cm across.",,,
356-U1463C-13H-4-A,145,150,112.06,112.11,,,,,,,,,,,,,,,,,void,,,
356-U1463C-13H-5-A,0,150,112.11,113.61,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray homogeneous mudstone with sand size grains and common tubes",,,
356-U1463C-13H-6-A,0,150,113.61,115.11,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,"Unlithified, light olive gray homogenoeus mudstone with common tubes",,,
356-U1463C-13H-7-A,0,60,115.11,115.71,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,Unlithified light olive gray homogeneous mudstone with fine sand size grains and no visible macrofossils,,,
356-U1463C-13H-CC-A,0,14,115.71,115.85,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,Unlithified light olive gray homogeneous mudstone with sand size grains and no visible macrofossils,,,
356-U1463C-13H-CC-A,14,19,115.85,115.9,,,,,,,,,,,,,,,,,to pal,,,
356-U1463C-14H-1-A,0,150,115.6,117.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,"Unlithified, light olive gray, homogeneous mudstone with fine sand size grains and no apparent macrofossils.",,,
356-U1463C-14H-2-A,0,150,117.1,118.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,Unlithified light olive gray homogeneous mudstone with sand size grains. Tubes common at the base of the Section,,,
356-U1463C-14H-3-A,0,150,118.6,120.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,Unlithified light greenish gray homogeneous mudstone with sand size grains. Sparse tubes throughout the section,,,
356-U1463C-14H-4-A,0,150,120.1,121.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,Unlithified light olive gray homogeneous mudstone with sand size grains. Sparse tubes throughout the section,,,
356-U1463C-14H-5-A,0,76,121.6,122.36,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,Unlithified light olive gray homogeneous mudstone with sand size grains.,,,
356-U1463C-14H-5-A,76,150,122.36,123.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light grayish green,,,,,,,,,Unlithified light grayish green homogeneous mudstone. Sparse macrofossils near the base of the Section including tubes,,,
356-U1463C-14H-6-A,0,121,123.1,124.31,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,Unlithified light olive gray homogeneous mudstone. Sparse forams and sand size shell fragments scattered throughout the Section,,,
356-U1463C-14H-7-A,0,66,124.31,124.97,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,Unlithified light olive gray homogeneous mudstone. Sparse small benthic forams,,,
356-U1463C-14H-CC-A,0,10,124.97,125.07,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,Unlithified light olive gray homogeneous mudstone,,,
356-U1463C-14H-CC-A,10,15,125.07,125.12,,,,,,,,,,,,,,,,,to pal,,,
356-U1463C-15H-1-A,0,150,125.1,126.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,Unlithified light olive gray homogeneous mudstone. Sparse tubes throughout the section,,,
356-U1463C-15H-2-A,0,150,126.6,128.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,Unlithified light greenish gray homogeneous mudstone. Sparse tubes throughout the section,,,
356-U1463C-15H-3-A,0,150,128.1,129.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,Unlithified light olive gray homogeneous mudstone. Sparse sand size bivalve fragments,,,
356-U1463C-15H-4-A,0,73,129.6,130.33,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray packstone with sand size grains and a few small benthic forams",,,
356-U1463C-15H-4-A,73,150,130.33,131.1,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,neritic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone with sand laminae and sand size bivalve fragments",,,
356-U1463C-15H-5-A,0,150,131.1,132.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,pyrite nodule,,,,,,"Unlithified, light olive gray mudstone with scattered fine sand size grains and few burrows infilled with fine sand size grains. A pyrite nodule (1-2 mm), echinoderm spine, tube, foram and a bivalve fragment",,,
356-U1463C-15H-6-A,0,150,132.6,134.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,Unlithified light olive gray homogeneous mudstone. A few bivalve fragments and a foram.,,,
356-U1463C-15H-7-A,0,64,134.1,134.74,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,Unlithified light olive gray homogeneous mudstone. No visible macrofossils,,,
356-U1463C-15H-CC-A,0,5,134.74,134.79,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,Unlithified light olive gray homogeneous mudstone. No visible macrofossils,,,
356-U1463C-15H-CC-A,5,10,134.79,134.84,,,,,,,,,,,,,,,,,to pal,,,
356-U1463C-16H-1-A,0,150,134.6,136.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous mudstone. Sparse bivalve fragments, small benthic forams",,,
356-U1463C-16H-2-A,0,150,136.1,137.6,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray packstone with sand size grains. Sparse benthic forams and bivalve fragments",,,
356-U1463C-16H-3-A,0,150,137.6,139.1,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray, homogeneous wackestone with fine sand size grains. Few small benthic foram, a tube",,,
356-U1463C-16H-4-A,0,150,139.1,140.6,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish green,,,,,,,,,"Unlithified, light grayish geen homogeneous wackestone with fine sand size grains. Sparse tubes and small benthic forams, few bivalve fragments",,,
356-U1463C-16H-5-A,0,150,140.6,142.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray homogeneous mudstone with fine sand size grains. Sparse tubes and small benthic foraminfers",,,
356-U1463C-16H-6-A,0,150,142.1,143.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light greenish gray homogeneous mudstone with fine sand size grains. A tube, few small benthic forams",,,
356-U1463C-16H-7-A,0,63,143.6,144.23,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,Unlithified olive gray homogeneous mudstone.,,,
356-U1463C-16H-CC-A,0,35,144.23,144.58,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, homogeneous, hemipelagic mudstone without macrofossils or dark mineral grains",,,
356-U1463C-17H-1-A,0,150,144.1,145.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray homogeneous mudstone with fine sand size grains",,,
356-U1463C-17H-2-A,0,150,145.6,147.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,,,,concretion [BJ80],,,,,,"Unliathified, olive gray, homogeneous mudstone. Concretions (celetstite?) from 28-34 cm and 4 others 5-10 mm across towards the base of the Section",,,
356-U1463C-17H-3-A,0,150,147.1,148.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,Unlithified olive gray homogeneous mudstone with fine sand size grains. Several cm's long bivalve,,,
356-U1463C-17H-4-A,0,150,148.6,150.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,Unlithified olive gray homogeneous mudstone with fine sand size grains. Tube and bivalve fragment,,,
356-U1463C-17H-5-A,0,150,150.1,151.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,Unlithified olive gray homogeneous mudstone with fine sand size grains and bivalve fragments,,,
356-U1463C-17H-6-A,0,150,151.6,153.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,Unlithified olive gray homogeneous mudstone with fine sand size grains and a few sand size bivalve fragments,,,
356-U1463C-17H-7-A,0,65,153.1,153.75,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray homogeneous mudstone with fine sand size grains. A few bivalve fragments",,,
356-U1463C-17H-CC-A,0,19,153.75,153.94,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,Unlithified olive gray homogeneous mudstone with fine sand size grains,,,
356-U1463C-18H-1-A,0,150,153.6,155.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,Unlithified olive gray homogeneous mudstone.,,,
356-U1463C-18H-2-A,0,150,155.1,156.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, homogeneous, olive gray mudstone",,,
356-U1463C-18H-3-A,0,150,156.6,158.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous mudstone with fin sand size grains. Few sand size bivalve fragments",,,
356-U1463C-18H-4-A,0,150,158.1,159.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,Unlithified olive gray homogeneous mudstone with fine sand size grains. A tube and bivalve fragments (sand size),,,
356-U1463C-18H-5-A,0,150,159.6,161.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,Unlithified olive gray homogeneous mudstone. Bivalve fragments and a benthic foraminfer,,,
356-U1463C-18H-6-A,0,131,161.1,162.41,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,Unlithified olive gray homogeneous mudstone. A few bivalve fragments,,,
356-U1463C-18H-7-A,0,72,162.41,163.13,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,,,,,,,Unlithified olive gray homogeneous mudstone with vfs size grains.,,,
356-U1463C-19H-1-A,0,19,163.1,163.29,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,,,,,,,"Unlithified, homogeneous olive gray mudstone. At the upper part of the section (2 cm depth), a flesh wood fragment contain (L=0.5 cm), possibly contamination.",,,
356-U1463C-19H-1-A,0,19,163.1,163.29,,,,,,,,,terrestrial plant fragments,,,,,,,,,,,
356-U1463C-19H-1-A,19,24,163.29,163.34,,,,,,,,,,,,,,,,,void,,,
356-U1463C-19H-2-A,0,150,163.34,164.84,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,"Partially lithified, olive gray mudstone with fine sand size grains. In the middle part of the section (52-85 cm depth), light greenish gray wackestone patches and bands are intercalated with mudstone due to bioturbation.",,,
356-U1463C-19H-3-A,0,150,164.84,166.34,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,"Partially lithified, olive gray mudstone with sparse benthic foraminifers and unidentified bioclasts. It contains wackestone patches due to bioturbation.",,,
356-U1463C-19H-4-A,0,79,166.34,167.13,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,"Partially lithified, olive gray mudstone with sparse small benthic foraminifers and bivalve fragments.",,,
356-U1463C-19H-4-A,0,79,166.34,167.13,,,,,,,,,bivalve,,,,,,,,,,,
356-U1463C-19H-4-A,79,95,167.13,167.29,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,dark greenish gray,,,concretion [BJ80],,,,,,"Partially lithified, dark greenish gray mudstone with celestite nodules.",,,
356-U1463C-19H-4-A,95,98,167.29,167.32,,,,,,,,,,,,,,,,,void,,,
356-U1463C-19H-4-A,98,150,167.32,167.84,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (planktic),,concretion [BJ80],,,,,,"Partially lithified, dark greenish gray mudstone. It contains celestite nodules (granules to pebbles size) abundantly (refer to close-up photo).",,,
356-U1463C-19H-5-A,0,107,167.84,168.91,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,concretion [BJ80],,slight [B06],2,,,"Partially lithified, dark greenish gray mudstone with celestite nodules.",,,
356-U1463C-20H-1-A,0,150,172.6,174.1,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,Partially lithified homogeneous olive gray mudstone with sparce foraminifera. Slight bioturmation.,,,
356-U1463C-20H-2-A,0,150,174.1,175.6,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,Partially lithified homogeneous olive gray mudstone with sparce foraminifera. Slight bioturbation.,,,
356-U1463C-20H-3-A,0,150,175.6,177.1,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,Partially lithified homogeneous olive gray mudstone with sparce foraminifera. Moderate bioturbation.,,,
356-U1463C-20H-4-A,0,150,177.1,178.6,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,Partially lithified homogeneous olive gray mudstone with sparce foraminifera. Slight bioturbation.,,,
356-U1463C-20H-5-A,0,44,178.6,179.04,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,Partially lithified homogeneous olive gray mudstone with sparce foraminifera. Slight bioturbation.,,,
356-U1463C-20H-5-A,44,150,179.04,180.1,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,"Partially lithified, homogeneous wackestone with silt to very fine sand size grains.",,,
356-U1463C-20H-6-A,0,79,180.1,180.89,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,erosive,sub-horizontal,"Partially lithified, homogeneous wackestone with silt to very fine sand size grains.",,,
356-U1463C-20H-6-A,79,150,180.89,181.6,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,Partially lithified olive gray mudstone.,,,
356-U1463C-20H-7-A,0,54,181.6,182.14,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,Partially lithified olive gray mudstone.,,,
356-U1463C-20H-7-A,54,59,182.14,182.19,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light grayish green,,,,,,,,,soopy texture due to drilling disturbance,,,
356-U1463C-20H-CC-A,0,5,182.19,182.24,,,,,,,,,,,,,,,,,ATP,,,
356-U1463C-21H-1-A,0,150,182.1,183.6,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish green,bivalve,,,,slight [B06],2,,,"Partially lithified, homogeneous light greenish gray wackestone with silt to very fine sand size grains. At the 120 cm and 138 cm depth, fossil bivalve fagments, possibly oyster shell occur (L=1-3 cm).",,,
356-U1463C-21H-1-A,0,150,182.1,183.6,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,
356-U1463C-21H-2-A,0,150,183.6,185.1,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,concretion [BJ80],,moderate [B06],3,,,"Partially lithified, homogeneous olive gray wackestone with sparce foraminifers and bivalve fragments. At the middle part of the section (70 cm depth), It contains celestite noduels and mudstone pathes.",,,
356-U1463C-21H-3-A,0,150,185.1,186.6,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,"Partially lithified, homogeneous olive gray mudstone with sparce foraminifers and bivalve fragments.",,,
356-U1463C-21H-3-A,0,150,185.1,186.6,,,,,,,,,bivalve,,,,,,,,,,,
356-U1463C-21H-4-A,0,150,186.6,188.1,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,bivalve,,,,moderate [B06],3,,,"Partially lithified, wackestone with very fine sand to fine sand size grains. Frequently, mudstone patches and bands are intercalated with wackestone bed due to bioturbation. It contains bivalve fragments, possibly oyster shell, and unidentified bioclasts.",,,
356-U1463C-21H-4-A,0,150,186.6,188.1,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,
356-U1463C-21H-5-A,0,150,188.1,189.6,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,"Partially lithified, mudstone with sparse forams. Oyster shell fragments occur.",,,
356-U1463C-21H-6-A,0,150,189.6,191.1,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,"Partially lithified, homogeneous olive gray mudstone.",,,
356-U1463C-21H-6-A,0,150,189.6,191.1,,,,,,,,,bivalve,,,,,,,,,,,
356-U1463C-21H-7-A,0,68,191.1,191.78,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,"Partially lithified, homogeneous olive gray mudstone.",,,
356-U1463C-21H-CC-A,0,21,191.78,191.99,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,"Partially lithified, homogeneous olive gray mudstone.",,,
356-U1463C-21H-CC-A,21,27,191.99,192.05,,,,,,,,,,,,,,,,,PAL,,,
356-U1463C-22H-1-A,0,150,191.6,193.1,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,"Partially lithified, homogeneous olive gray wackestone with very fine sand to fine sand size grains. It contains sparse small benthic foraminifers and unidentified bioclasts.",,,
