Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data
356-U1463C-57F-1-A,0,150,370.6,372.1,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (planktic),,pyrite (disseminated),,slight [B06],2,,,Partially lithified olive gray homogeneous mudstone with slight bioturbation. Disseminated pyrite. Sparse planktic foram.,,,
356-U1463C-57F-2-A,0,150,372.1,373.6,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,pyrite nodule,,slight [B06],2,,,"Partially lithified olive gray homogeneous mudstone with slight bioturbation. Disseminated pyrite. Sparse foraminifers, and unidentified bioclasts.",,,
356-U1463C-57F-3-A,0,112,373.6,374.72,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,pyrite nodule,,slight [B06],2,,,"Partially lithified olive gray homogeneous mudstone with slight bioturbation. Disseminated pyrite. Sparse foraminifers, and unidentified bioclasts.",,,
356-U1463C-57F-3-A,0,112,373.6,374.72,,,,,,,,,foraminifera (planktic),,,,,,,,,,,
356-U1463C-57F-4-A,0,59,374.72,375.31,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,pyrite nodule,,slight [B06],2,,,"Partially lithified olive gray homogeneous mudstone with slight bioturbation. Disseminated pyrite. Sparse foraminifers, and unidentified bioclasts.",,,
356-U1463C-57F-4-A,0,59,374.72,375.31,,,,,,,,,foraminifera (planktic),,,,,,,,,,,
356-U1463C-57F-CC-A,0,13,375.31,375.44,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,pyrite nodule,,slight [B06],2,,,"Partially lithified olive gray homogeneous mudstone with slight bioturbation. Disseminated pyrite. Sparse foraminifers, and unidentified bioclasts.",,,
356-U1463C-58F-1-A,0,25,375.3,375.55,lithified [B84],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,concretion [BJ80],,moderate [B06],3,gradational,sub-horizontal,Lithified concretion beds are intercalted with mudstone.,,,
356-U1463C-58F-1-A,25,150,375.55,376.8,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,foraminifera (planktic),,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified, homogeneous mudstone with disseminated pyrite patches.",,,
356-U1463C-58F-2-A,0,151,376.8,378.31,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,foraminifera (planktic),,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified, homogeneous mudstone with disseminated pyrite patches.",,,
356-U1463C-58F-2-A,0,151,376.8,378.31,,,,,,,,,,,pyrite nodule,,,,,,,,,
356-U1463C-58F-3-A,0,120,378.31,379.51,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified, homogeneous mudstone. In the upper part, the bed contains foram rich patches.",,,
356-U1463C-58F-4-A,0,53,379.51,380.04,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,foraminifera (planktic),,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified, homogeneous mudstone with disseminated pyrite patches.",,,
356-U1463C-59F-1-A,0,150,380,381.5,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,foraminifera (planktic),,pyrite (disseminated),,common [B06],4,,,"Partially lithified, homogeneous mudstone with disseminated pyrite patches. Benthic foram rich patches occur.",,,
356-U1463C-59F-1-A,0,150,380,381.5,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,
356-U1463C-59F-2-A,0,150,381.5,383,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,common [B06],4,,,"Partially lithified, homogeneous mudstone with disseminated pyrite patches. Benthic foram rich patches occur.",,,
356-U1463C-59F-3-A,0,97,383,383.97,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,common [B06],4,,,"Partially lithified, homogeneous mudstone with disseminated pyrite patches and nodules. Benthic foram rich patches occur.",,,
356-U1463C-59F-3-A,0,97,383,383.97,,,,,,,,,,,concretion [BJ80],,,,,,,,,
356-U1463C-59F-3-A,0,97,383,383.97,,,,,,,,,,,pyrite nodule,,,,,,,,,
356-U1463C-59F-3-A,97,102,383.97,384.02,,,,,,,,,,,,,,,,,PAL,,,
356-U1463C-60F-1-A,0,150,384,385.5,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,pyrite (disseminated),,slight [B06],2,,,"Partially lithified, homogeneous mudstone with disseminated pyrite. The bed contains benthic foraminifera rich patches. Moderate bioturbation. At the 7 cm depth, a large foraminifera (Vaginuliopsis brodyi, categorized small benthic foraminifera) occur.",,,
356-U1463C-60F-2-A,0,125,385.5,386.75,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,pyrite nodule,,moderate [B06],3,,,"Partially lithified, homogeneous mudstone with disseminated pyrite. Moderate bioturbation.",,,
356-U1463C-60F-3-A,0,69,386.75,387.44,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified, homogeneous mudstone with disseminated pyrite. Moderate bioturbation.",,,
356-U1463C-60F-3-A,69,74,387.44,387.49,,,,,,,,,,,,,,,,,PAL,,,
356-U1463C-61F-1-A,0,15,387.5,387.65,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,bioturbated,sub-horizontal,"Partially lithified, poor-sorted wackestone with fine sand size grains.",,,
356-U1463C-61F-1-A,0,15,387.5,387.65,,,,,,,,,,,concretion [BJ80],,,,,,,,,
356-U1463C-61F-1-A,15,150,387.65,389,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,common [B06],4,,,"Partially lithified, poor-sorted packstone with fine sand size grains. Disseminated pyrite patches.",,,
356-U1463C-61F-2-A,0,150,389,390.5,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,common [B06],4,,,"Mixed bed of wackestone and packstone, packstone rich. Common bioturbation. The bed contains disseminated pyrite.",,,
356-U1463C-61F-3-A,0,112,390.5,391.62,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,dark grayish green,foraminifera (small benthic),,pyrite (disseminated),,common [B06],4,,,"Mixed bed of wackestone and packstone, packstone rich. Common bioturbation. The bed contains disseminated pyrite, bivalve fragments and unidentified bioclasts.",,,
356-U1463C-61F-4-A,0,62,391.62,392.24,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,dark grayish green,foraminifera (small benthic),,pyrite (disseminated),,common [B06],4,,,"Mixed bed of wackestone and packstone, packstone rich. Common bioturbation. The bed contains disseminated pyrite, bivalve fragments and unidentified bioclasts.",,,
356-U1463C-61F-CC-A,0,19,392.24,392.43,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,dark grayish green,foraminifera (small benthic),,pyrite (disseminated),,common [B06],4,,,"Mixed bed of wackestone and packstone, packstone rich. Common bioturbation. The bed contains disseminated pyrite, bivalve fragments and unidentified bioclasts.",,,
356-U1463C-61F-CC-A,19,25,392.43,392.49,,,,,,,,,,,,,,,,,PAL,,,
