Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. prefix,MAJ Lith. principal name,MAJ Lith. suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. prefix,MIN Lith. principal name,MIN Lith. suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. prefix abundance plot [%],MAJ Lith. principal name abundance plot [%],Ship File Links,Shore File Links
"339-U1385B-6H-7-A, 0-61",339,U1385,B,6,6-7,H,7,A,0,61,52.8,53.41,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,30.0,2.5Y 6/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,medium bed [B01],,,,slight_339 [DB91],3,,,,70,70,,
"339-U1385B-6H-CC-A, 0-9",339,U1385,B,6,6-CC,H,CC,A,0,9,53.41,53.5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,30.0,2.5Y 6/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,medium bed [B01],,,,slight_339 [DB91],3,,,,70,70,,
"339-U1385B-6H-CC-A, 9-34",339,U1385,B,6,6-CC,H,CC,A,9,34,53.5,53.75,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5Y 7/1 (light gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385B-6H-CC-A, 34-44",339,U1385,B,6,6-CC,H,CC,A,34,44,53.75,53.85,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,contact not recovered,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385B-7H-1-A, 0-150",339,U1385,B,7,7-1,H,1,A,0,150,53.6,55.1,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,80,10Y 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,20.0,5Y 5/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,medium bed [B01],,,,slight_339 [DB91],3,,,Major lithology in beds up to 100 cm thick.  Minor lithology in beds up to 15 cm thick.,80,80,,
"339-U1385B-7H-2-A, 0-143",339,U1385,B,7,7-2,H,2,A,0,143,55.1,56.53,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,80,10Y 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,20.0,5Y 5/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,medium bed [B01],,,,slight_339 [DB91],3,,,Major lithology in beds up to 100 cm thick.  Minor lithology in beds up to 15 cm thick.,80,80,,
"339-U1385B-7H-2-A, 143-150",339,U1385,B,7,7-2,H,2,A,143,150,56.53,56.6,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5Y 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385B-7H-3-A, 0-150",339,U1385,B,7,7-3,H,3,A,0,150,56.6,58.1,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5Y 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385B-7H-4-A, 0-29",339,U1385,B,7,7-4,H,4,A,0,29,58.1,58.39,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5Y 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385B-7H-4-A, 29-150",339,U1385,B,7,7-4,H,4,A,29,150,58.39,59.6,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,80,10Y 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,20.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,medium bed [B01],,,,slight_339 [DB91],3,present [A48],,Gastropod fragment at 67-69 cm.,80,80,,
"339-U1385B-7H-5-A, 0-150",339,U1385,B,7,7-5,H,5,A,0,150,59.6,61.1,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,80,10Y 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,20.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,medium bed [B01],,,,slight_339 [DB91],3,present [A48],contorted strata [BJ80],Contorted strata at 50-80 cm; possible slump sequence.,80,80,,
"339-U1385B-7H-6-A, 0-150",339,U1385,B,7,7-6,H,6,A,0,150,61.1,62.6,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,80,10Y 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,20.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,medium bed [B01],,,,slight_339 [DB91],3,present [A48],contorted strata [BJ80],Contorted strata at 68-85 cm; possible slump sequence.,80,80,,
