Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data
359-U1467D-7H-4-A,0,150,53.5,55,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,organic material,,,,,,complete,6,,,,"WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera and pterapods (P). Black grains, glauconite and rare fish debris. Abundant organic matter locally abundant. Agglutinated forams Very Rare",,,
359-U1467D-7H-5-A,0,150,55,56.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,organic material,,,,,,complete,6,,,,"WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera and pterapods (P). Black grains, glauconite and rare fish debris. Abundant organic matter locally abundant. Agglutinated forams Very Rare",,,
359-U1467D-7H-6-A,0,115,56.5,57.65,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (P).,,,
359-U1467D-7H-7-A,0,61,57.65,58.26,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera and otoliths (P), Pteropods (R).",,,
359-U1467D-7H-CC-A,0,16,58.26,58.42,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera,,,
359-U1467D-8H-1-A,0,150,58.5,60,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Echinoderm spine (R). PF (Globigerinoides fistulosus),,,
359-U1467D-8H-2-A,0,150,60,61.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-8H-3-A,0,150,61.5,63,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-8H-4-A,0,150,63,64.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Otoliths (R),,,
359-U1467D-8H-5-A,0,150,64.5,66,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-8H-6-A,0,121,66,67.21,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Smear slide at 53 cm,,,
359-U1467D-8H-7-A,0,73,67.21,67.94,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Otolith (R), Black grains (R).",,,
359-U1467D-8H-CC-A,0,12,67.94,68.06,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R),,,
359-U1467D-9H-1-A,0,150,68,69.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R) Otoliths (R) and Black grains (R).,,,
359-U1467D-9H-2-A,0,55,69.5,70.05,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R) and Black grains (R). PF shows overgrowth slightly cover.,,,
359-U1467D-9H-2-A,55,150,70.05,71,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Slightly stiffer than the upper interval.,,,
359-U1467D-9H-3-A,0,150,71,72.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Aggrageted grains. Initial indication of lithification.,,,
359-U1467D-9H-4-A,0,150,72.5,74,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R) and Black grains (R). PF shows overgrowth slightly cover.,,,
359-U1467D-9H-5-A,0,150,74,75.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Aggrageted grains. Initial indication of lithification.,,,
359-U1467D-9H-6-A,0,141,75.5,76.91,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Black grains (R) Aggregates (R). Initial indication of lithification in cm-scale (Hard chips),,,
359-U1467D-9H-7-A,0,59,76.91,77.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). . Initial indication of lithification in cm-scale.,,,
359-U1467D-9H-CC-A,0,24,77.5,77.74,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). . Initial indication of lithification in cm-scale.,,,
359-U1467D-10H-1-A,0,150,77.5,79,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-10H-2-A,0,150,79,80.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Otolith (R),,,
359-U1467D-10H-3-A,0,150,80.5,82,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Aggregates (F) Otolith (R) Echinodem spine (F) Fish debris (R),,,
359-U1467D-10H-4-A,0,150,82,83.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Black grain (R),,,
359-U1467D-10H-5-A,0,150,83.5,85,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Aggregates (F). Unlithified to slightly indurated,,,
359-U1467D-10H-6-A,0,30,85,85.3,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Aggregates (F). Unlithified to slightly indurated,,,
359-U1467D-10H-6-A,30,51,85.3,85.51,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A) and Benthic foraminifera (R). Black grains (R).,,,
359-U1467D-10H-6-A,51,111,85.51,86.11,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A) and Benthic foraminifera (R). Black grains (R).,,,
359-U1467D-10H-6-A,111,150,86.11,86.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A) and Benthic foraminifera (R). Black grains (R).,,,
359-U1467D-10H-7-A,0,64,86.5,87.14,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A) and Benthic foraminifera (R). Unlithified to slightly indurated,,,
359-U1467D-10H-CC-A,0,13,87.14,87.27,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A) and Benthic foraminifera (R). Unlithified to slightly indurated,,,
359-U1467D-11H-1-A,0,150,87,88.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Unlithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A) and Benthic foraminifera (R).otoliths (P). Large Benthics (P) Glauconite (R) Fish debris (R), Black grains (R) Pyrite ?, Echinoderm spine (F) Unlithified to slightly indurated",,,
359-U1467D-11H-2-A,0,25,88.5,88.75,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Unlithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A) and Benthic foraminifera (R).otoliths (P). Large Benthics (P) Glauconite (R) Fish debris (R), Black grains (R) Pyrite ?, Echinoderm spine (F) Unlithified to slightly indurated",,,
359-U1467D-11H-2-A,25,82,88.75,89.32,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A) and Benthic foraminifera (R). Black grains. Unlithified to slightly indurated,,,
359-U1467D-11H-2-A,82,87,89.32,89.37,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A) and Benthic foraminifera (R). Black grains.,,,
359-U1467D-11H-2-A,87,150,89.37,90,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A) and Benthic foraminifera (R). Black grains. Unlithified to slightly indurated,,,
359-U1467D-11H-3-A,0,15,90,90.15,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Unlithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A) and Benthic foraminifera (R). Unlithified but, increasing lithification",,,
359-U1467D-11H-3-A,15,49,90.15,90.49,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Unlithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A) and Benthic foraminifera (R). Unlithified but, increasing lithification",,,
359-U1467D-11H-3-A,49,95,90.49,90.95,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Unlithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A) and Benthic foraminifera (R). Unlithified but, increasing lithification",,,
359-U1467D-11H-3-A,95,150,90.95,91.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Unlithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A) and Benthic foraminifera (R). Black grains. Unlithified but, increasing lithification",,,
359-U1467D-11H-4-A,0,61,91.5,92.11,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Unlithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A), Benthic foraminifera (R) and Aggregates (R).",,,
359-U1467D-11H-4-A,61,143,92.11,92.93,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Unlithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A), Benthic foraminifera (R) and Aggregates (R).",,,
359-U1467D-11H-4-A,143,150,92.93,93,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A) and Benthic foraminifera (R). Aggregates. Unlithified to slightly indurated,,,
359-U1467D-11H-5-A,0,27,93,93.27,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Unlithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A) and Benthic foraminifera (R). Unlithified but, increasing lithification",,,
359-U1467D-11H-5-A,27,93,93.27,93.93,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Unlithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A) and Benthic foraminifera (R). Unlithified but, increasing lithification",,,
359-U1467D-11H-5-A,93,150,93.93,94.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Unlithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A) and Benthic foraminifera (R). Unlithified but, increasing lithification",,,
359-U1467D-11H-6-A,0,150,94.5,96,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Unlithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A) and Benthic foraminifera (R). Black grains. Unlithified but, increasing lithification",,,
359-U1467D-11H-7-A,0,44,96,96.44,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Unlithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A) and Benthic foraminifera (R). Black grains. Unlithified but, increasing lithification",,,
359-U1467D-11H-7-A,44,64,96.44,96.64,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Partly lithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A) and Benthic foraminifera (R). Black grains. Unlithified but, increasing lithification",,,
359-U1467D-11H-CC-A,0,16,96.64,96.8,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained Planktic foraminifera-rich Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-12H-1-A,0,150,96.5,98,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Aggregates (F) Otolith (R) Echinodem spine (F) Fish debris (R). Unlithified to slightly indurated,,,
359-U1467D-12H-2-A,0,56,98,98.56,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).Black grains. Unlithified to slightly indurated,,,
359-U1467D-12H-2-A,56,68,98.56,98.68,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).Black grains. Unlithified but, increasing lithification.",,,
359-U1467D-12H-2-A,68,84,98.68,98.84,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).Black grains. Unlithified but, increasing lithification. Transition to lithification.",,,
359-U1467D-12H-2-A,84,150,98.84,99.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Partly lithified very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).Black grains. Unlithified but, increasing lithification. Transition to lithification.",,,
359-U1467D-12H-3-A,0,150,99.5,101,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).Unlithified but, increasing lithification.",,,
359-U1467D-12H-4-A,0,150,101,102.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R) Black grains. Unlithified but, increasing lithification.",,,
359-U1467D-12H-5-A,0,150,102.5,104,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R) Black grains. Unlithified but, increasing lithification.",,,
359-U1467D-12H-6-A,0,34,104,104.34,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Unlithified but, increasing lithification.",,,
359-U1467D-12H-6-A,34,110,104.34,105.1,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partly lithified very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-12H-7-A,0,60,105.5,106.1,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partly lithified very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R) Black grains and overgrowth grains.,,,
359-U1467D-12H-CC-A,0,17,106.1,106.27,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partly lithified very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R) Black grains.,,,
359-U1467D-13H-1-A,0,32,106,106.32,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).Unlithified to slightly indurated,,,
