Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data
359-U1467D-21H-CC-A,0,17,191.68,191.85,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified to lithified v. fine-grained foraminifera. Planktic foraminifera (A).,,,
359-U1467D-22H-1-A,0,41,191.5,191.91,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE to PACKSTONE. Partially unlithified to lithified fine-grained foraminifera. Planktic foraminifera (A) and bioclasts (A) with medium sized benthic foraminifera (C).,,,
359-U1467D-22H-1-A,41,68,191.91,192.18,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE to PACKSTONE. Partially unlithified to lithified fine-grained foraminifera. Planktic foraminifera (A) and bioclasts (A) with medium sized benthic foraminifera (C).,,,
359-U1467D-22H-1-A,68,114,192.18,192.64,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE to PACKSTONE. Partially unlithified to lithified fine-grained foraminifera. Planktic foraminifera (A) and bioclasts (A) with medium sized benthic foraminifera (C).,,,
359-U1467D-22H-1-A,114,127,192.64,192.77,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE to PACKSTONE. Partially unlithified to lithified fine-grained foraminifera. Planktic foraminifera (A) and bioclasts (A) with medium sized benthic foraminifera (C).,,,
359-U1467D-22H-1-A,127,140,192.77,192.9,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE to PACKSTONE. Partially unlithified to lithified fine-grained foraminifera. Planktic foraminifera (A) and bioclasts (A) with medium sized benthic foraminifera (C).,,,
359-U1467D-22H-1-A,140,148,192.9,192.98,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE to PACKSTONE. Partially unlithified to lithified fine-grained foraminifera. Planktic foraminifera (A) and bioclasts (A) with medium sized benthic foraminifera (C).,,,
359-U1467D-22H-2-A,0,17,193,193.17,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE to PACKSTONE. Partially unlithified to lithified fine-grained foraminifera. Planktic foraminifera (A) and bioclasts (A).,,,
359-U1467D-22H-2-A,17,97,193.17,193.97,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE to PACKSTONE. Partially unlithified to lithified fine-grained foraminifera. Planktic foraminifera (A) and bioclasts (A). Celestine crystals well developed.,,,
359-U1467D-22H-2-A,97,107,193.97,194.07,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE to PACKSTONE. Partially unlithified to lithified fine-grained foraminifera. Planktic foraminifera (A) and bioclasts (A).,,,
359-U1467D-22H-2-A,107,123,194.07,194.23,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE to PACKSTONE. Partially unlithified to lithified fine-grained foraminifera. Planktic foraminifera (A) and bioclasts (A).,,,
359-U1467D-22H-2-A,123,150,194.23,194.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE to PACKSTONE. Partially unlithified to lithified fine-grained foraminifera. Planktic foraminifera (A) and bioclasts (A).,,,
359-U1467D-22H-3-A,0,37,194.5,194.87,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE to PACKSTONE. Partially unlithified to lithified fine-grained foraminifera. Planktic foraminifera (A) and bioclasts (A) with benthic foraminifera about 250um.,,,
359-U1467D-22H-3-A,37,150,194.87,196,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE to PACKSTONE. Partially unlithified to lithified fine-grained foraminifera. Planktic foraminifera (A) and bioclasts (A) with benthic foraminifera about 250um. Celestine at 122cm.,,,
359-U1467D-22H-4-A,0,38,196,196.38,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE. Partially unlithified to lithified v. fine-grained foraminifera. Planktic foraminifera (A) and bioclasts (A). Celestine at 21cm.,,,
359-U1467D-22H-4-A,38,102,196.38,197.02,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE. Partially unlithified to lithified v. fine-grained foraminifera. Planktic foraminifera (A) and bioclasts (A).,,,
359-U1467D-22H-4-A,102,150,197.02,197.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified to lithified v. fine-grained foraminifera. Planktic foraminifera (A) and bioclasts (A).,,,
359-U1467D-22H-5-A,0,27,197.5,197.77,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE. Partially unlithified to lithified fiine to v. fine-grained foraminifera. Planktic foraminifera (A) and medium sized benthic foraminifera.,,,
359-U1467D-22H-5-A,27,42,197.77,197.92,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE. Partially unlithified to lithified fiine to v. fine-grained foraminifera. Planktic foraminifera (A) and medium sized benthic foraminifera.,,,
359-U1467D-22H-5-A,42,82,197.92,198.32,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE. Partially unlithified to lithified fiine to v. fine-grained foraminifera. Planktic foraminifera (A) and medium sized benthic foraminifera. Celestine at 43 and between 62-66.,,,
359-U1467D-22H-5-A,82,122,198.32,198.72,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE. Partially unlithified to lithified fiine to v. fine-grained foraminifera. Planktic foraminifera (A) and medium sized benthic foraminifera.,,,
359-U1467D-22H-5-A,122,150,198.72,199,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified to lithified fiine to v. fine-grained foraminifera. Planktic foraminifera (A) and medium sized benthic foraminifera.,,,
359-U1467D-22H-6-A,0,81,199,199.81,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,"WACKESTONE. Partially unlithified to lithified fiine to v. fine-grained foraminifera. Planktic foraminifera (A), bioclasts and benthic foraminifera.",,,
359-U1467D-22H-6-A,81,93,199.81,199.93,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,"WACKESTONE. Partially unlithified to lithified fiine to v. fine-grained foraminifera. Planktic foraminifera (A), bioclasts and benthic foraminifera.",,,
359-U1467D-22H-6-A,93,133,199.93,200.33,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,"WACKESTONE. Partially unlithified to lithified fiine to v. fine-grained foraminifera. Planktic foraminifera (A), bioclasts and benthic foraminifera.",,,
359-U1467D-22H-6-A,133,150,200.33,200.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Partially unlithified to lithified fiine to v. fine-grained foraminifera. Planktic foraminifera (A), bioclasts and benthic foraminifera.",,,
359-U1467D-22H-7-A,0,68,200.5,201.18,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Partially unlithified to lithified fiine to v. fine-grained foraminifera. Planktic foraminifera (A), bioclasts and large benthic foraminifera. Celestine at 10, 30 and between 54-55.",,,
359-U1467D-22H-CC-A,0,19,201.18,201.37,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified to lithified fiine to v. fine-grained Planktic foraminifera.,,,
